trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,0,0.1,1.51e-07,0.2,0.3,-6.16e-07,0.4,0.5,1.82e-06,0.6,0.7,-2.59e-06,0.8,0.9,3.19e-06,initdum_1.0
-0.0735368,0.0287086,0.222158,-0.000504089,-0.000600441,-0.000161942,-0.0017408,-0.006202,-0.00511,-0.000181696,1.7677e-05,-0.000161942,0.005407661,0.00082418371,0.049354177,2.5410572e-07,3.6052939e-07,2.6225211e-08,3.0303846e-06,3.8464804e-05,2.61121e-05,3.3013436e-08,3.1247633e-10,2.6225211e-08,-0.017432691,0.05403486,0.074531579,-0.012364294,0.12495635,108.76135,7.6903848,0.3308562,30.376245,-15.006936,-0.9974267,59.877961,20.905128,1.8217859,57.933023,-21.960542,-2.5503267,65.638584,20.722606,3.041663,0
-0.0778195,0.0381222,0.227575,-0.000101637,-0.000793561,-0.000247979,-0.0042827,0.0094136,0.005417,0.000402452,-0.00019312,-8.6037e-05,0.0060558746,0.0014533021,0.051790381,1.033008e-08,6.2973906e-07,6.1493584e-08,1.8341519e-05,8.8615865e-05,2.9343889e-05,1.6196761e-07,3.7295334e-08,7.4023654e-09,0.034999757,0.059138685,0.081265286,-0.045835978,-0.055904018,80.959628,27.619502,7.6903848,60.421968,-30.544549,-15.006936,36.666862,22.101022,20.905128,63.803235,-6.971502,-21.960542,69.627005,-2.9535262,20.722606,0
-0.0717656,0.0166978,0.212854,6.86867e-05,-0.000494583,-0.0004104,0.0060539,-0.0214244,-0.014721,0.0001703237,0.000298978,-0.000162421,0.0051503013,0.00027881652,0.045306825,4.7178628e-09,2.4461234e-07,1.6842816e-07,3.6649705e-05,0.00045900492,0.00021670784,2.9010163e-08,8.9387844e-08,2.6380581e-08,-0.022957763,-0.0048074191,0.007283232,-0.012442731,0.0057204834,40.928501,40.025651,27.619502,70.238375,-9.8338796,-30.544549,48.885453,-12.263298,22.101022,43.127014,20.620719,-6.971502,76.255341,-6.6208587,-2.9535262,0
-0.0719462,0.0571453,0.270009,-0.00014104,4.40789e-05,-0.000457061,-0.0001806,0.0404475,0.057155,-0.0002097267,0.0005386619,-4.6661e-05,0.0051762557,0.0032655853,0.07290486,1.9892282e-08,1.9429494e-09,2.0890476e-07,3.261636e-08,0.0016360003,0.003266694,4.3985289e-08,2.9015664e-07,2.1772489e-09,0.0093743677,-0.024886384,0.069014132,-0.058480503,0.038541296,7.7825467,33.145954,40.025651,43.535548,26.702826,-9.8338796,61.838707,-12.953254,-12.263298,52.332599,-9.2055843,20.620719,57.452607,18.802733,-6.6208587,0
-0.0719168,0.0168669,0.294553,0.000463078,3.97558e-07,-0.000293563,2.94e-05,-0.0402784,0.024544,0.000604118,-4.3681342e-05,0.000163498,0.0051720261,0.00028449232,0.08676147,2.1444123e-07,1.5805236e-13,8.6179235e-08,8.6436e-10,0.0016223495,0.00060240794,3.6495856e-07,1.9080596e-09,2.6731596e-08,-0.036559783,-0.053965408,0.043027681,0.033925412,0.080900265,-6.9778604,14.760407,33.145954,9.2926121,34.242936,26.702826,35.76762,26.071087,-12.953254,59.343279,-7.0106809,-9.2055843,69.107106,-11.654499,18.802733,0
-0.06938,0.019522,0.259593,0.000878701,4.71536e-05,-7.80378e-05,0.0025368,0.0026551,-0.03496,0.000415623,4.6756042e-05,0.0002155252,0.0048135844,0.00038110848,0.067388526,7.7211545e-07,2.223462e-09,6.0898982e-09,6.4353542e-06,7.049556e-06,0.0012222016,1.7274248e-07,2.1861275e-09,4.6451112e-08,-0.04771816,-0.067239462,0.10244964,-0.041138943,0.029607813,-7.2372391,0.25937865,14.760407,-5.3904359,14.683048,34.242936,4.3240022,31.443618,26.071087,28.924291,30.418988,-7.0106809,63.44184,5.6652664,-11.654499,0
-0.0479414,0.0258535,0.300884,-0.000248903,4.92074e-05,9.47881e-05,0.0214386,0.0063315,0.041291,-0.001127604,2.0538e-06,0.0001728259,0.0022983778,0.00066840346,0.090531181,6.1952703e-08,2.4213682e-09,8.9847839e-09,0.00045961357,4.0087892e-05,0.0017049467,1.2714908e-06,4.2180944e-12,2.9868792e-08,0.0095961285,0.02400748,0.016966325,-0.0081145518,-0.11278385,-3.5165271,-3.720712,0.25937865,-5.3917047,0.001268743,14.683048,-5.864559,10.188561,31.443618,4.2274712,24.69682,30.418988,31.694197,31.747643,5.6652664,0
-0.0676183,0.0444353,0.31278,8.49098e-05,-0.000151073,-0.000249272,-0.0196769,0.0185818,0.011896,0.0003338128,-0.0002002804,-0.0003440601,0.0045722345,0.0019744959,0.097831328,7.2096741e-09,2.2823051e-08,6.213653e-08,0.00038718039,0.00034528329,0.00014151482,1.1143099e-07,4.0112239e-08,1.1837735e-07,0.024639584,-0.007022776,0.0052931406,0.049908115,-0.17034275,-1.0602419,-2.4562852,-3.720712,-2.2882157,-3.103489,0.001268743,-4.0480049,-1.8165541,10.188561,-2.1326453,6.3601165,24.69682,8.8451177,22.849079,31.747643,0
-0.0718819,0.0430364,0.352967,-0.000460348,-0.000110279,-7.61593e-05,-0.0042636,-0.0013989,0.040187,-0.0005452578,4.0794e-05,0.0001731127,0.0051670075,0.0018521317,0.1245857,2.1192028e-07,1.2161458e-08,5.800239e-09,1.8178285e-05,1.9569212e-06,0.001614995,2.9730607e-07,1.6641504e-09,2.9968007e-08,0.03839784,0.028243738,0.0006337601,0.10382224,-0.065415792,0.14863389,-0.8725439,-2.4562852,-1.4962531,-1.771916,-3.103489,0.71170926,-2.8932206,-1.8165541,-3.651617,-0.97585403,6.3601165,4.0765574,7.8027459,22.849079,0
-0.063081,0.0269276,0.367803,-0.000670768,6.31262e-05,6.03442e-05,0.0088009,-0.0161088,0.014836,-0.00021042,0.0001734052,0.0001365035,0.0039792126,0.00072509564,0.13527905,4.4992971e-07,3.9849171e-09,3.6414225e-09,7.7455841e-05,0.00025949344,0.0002201069,4.4276576e-08,3.0069363e-08,1.8633206e-08,-0.042885135,0.013813218,0.048607419,0.18706432,0.016570606,8.021241,-0.18222231,-0.8725439,-16.004363,-0.49882636,-1.771916,22.726914,-1.1100766,-2.8932206,-24.510869,-1.1012903,-0.97585403,23.764269,1.0348944,7.8027459,0
-0.0718285,0.0629954,0.348343,-0.00081842,-0.000192167,4.71275e-05,-0.0087475,0.0360678,-0.01946,-0.000147652,-0.0002552932,-1.32167e-05,0.0051593334,0.0039684204,0.12134285,6.698113e-07,3.6928156e-08,2.2210013e-09,7.6518756e-05,0.0013008862,0.0003786916,2.1801113e-08,6.5174618e-08,1.7468116e-10,-0.099515419,-0.060074885,0.073178787,0.15003511,0.022112404,35.646218,-0.0054756973,-0.18222231,-46.531439,-0.017473317,-0.49882636,44.872643,-0.044707646,-1.1100766,-31.42687,-0.055500918,-1.1012903,20.803266,0.0074774136,1.0348944,0
-0.0717303,0.0629899,0.366637,-0.000772408,-0.000512276,-0.000129933,9.82e-05,-5.5e-06,0.018294,4.6012e-05,-0.000320109,-0.0001770605,0.0051452359,0.0039677275,0.13442269,5.9661412e-07,2.624267e-07,1.6882584e-08,9.64324e-09,3.025e-11,0.00033467044,2.1171041e-09,1.0246977e-07,3.1350421e-08,-0.033249361,-0.07555183,0.056711285,0.13270751,0.018243859,75.67187,0,-0.0054756973,-56.365318,0,-0.017473317,32.609345,0,-0.044707646,-10.80615,0,-0.055500918,14.182407,0,0.0074774136,0
-0.0811795,0.049218,0.326952,0.000470188,-1.90298e-06,-0.000237045,-0.0094492,-0.0137719,-0.039685,0.001242596,0.00051037302,-0.000107112,0.0065901112,0.0024224115,0.10689761,2.2107676e-07,3.6213329e-12,5.6190332e-08,8.9287381e-05,0.00018966523,0.0015748992,1.5440448e-06,2.6048062e-07,1.1472981e-08,0.032226158,0.025675741,0.097226109,0.025364068,-0.064388316,108.81782,0,0,-29.662492,0,0,19.656091,0,0,-20.011735,0,0,32.98514,0,0,0
-0.0719032,0.0552815,0.341284,-0.000235527,-5.57844e-05,-0.000237045,0.0092763,0.0060635,0.014332,-0.000705715,-5.388142e-05,0,0.0051700702,0.0030560442,0.11647477,5.5472968e-08,3.1118993e-09,5.6190332e-08,8.6049742e-05,3.6766032e-05,0.00020540622,4.9803366e-07,2.9032074e-09,0,0.065779605,0.10819724,0.018654316,0.035096536,-0.14160754,123.2419,0.3363319,0.3363319,5.5603974,-0.97995338,-0.97995338,43.860684,1.8664935,1.8664935,-24.52759,-2.4948258,-2.4948258,18.296456,3.0341856,3.0341856,0
-0.0719649,0.0524852,0.368899,-0.000356495,2.35254e-05,-0.000237045,-6.17e-05,-0.0027963,0.027615,-0.000120968,7.93098e-05,0,0.0051789468,0.0027546962,0.13608647,1.2708869e-07,5.5344445e-10,5.6190332e-08,3.80689e-09,7.8192937e-06,0.00076258822,1.4633257e-08,6.2900444e-09,0,0.044808593,0.092590787,0.019600076,0.060269048,-0.035440092,115.81089,7.6903848,7.6903848,35.250382,-15.006936,-15.006936,54.399174,20.905128,20.905128,27.85194,-21.960542,-21.960542,3.2391158,20.722606,20.722606,0
-0.0719438,0.0631633,0.357136,-0.000356495,9.71953e-05,-0.000168013,2.11e-05,0.0106781,-0.011763,0,7.36699e-05,6.9032e-05,0.0051759104,0.0039896025,0.12754612,1.2708869e-07,9.4469263e-09,2.8228368e-08,4.4521e-10,0.00011402182,0.00013836817,0,5.4272542e-09,4.765417e-09,-0.0077832043,0.087628746,-0.0043094114,0.019856304,0.076431275,84.470679,27.619502,27.619502,65.7962,-30.544549,-30.544549,42.486714,22.101022,22.101022,59.520262,-6.971502,-6.971502,37.940285,-2.9535262,-2.9535262,0
-0.0818922,0.101879,0.331105,-0.00044994,-0.000509996,-0.000237045,-0.0099484,0.0387157,-0.026031,-9.3445e-05,-0.0006071913,-6.9032e-05,0.0067063324,0.010379331,0.10963052,2.02446e-07,2.6009592e-07,5.6190332e-08,9.8970663e-05,0.0014989054,0.00067761296,8.731968e-09,3.6868127e-07,4.765417e-09,-0.038266721,0.04790825,0.0026724177,0.020510158,0.10939009,41.988743,40.025651,40.025651,72.52659,-9.8338796,-9.8338796,52.933458,-12.263298,-12.263298,45.259659,20.620719,20.620719,67.410223,-6.6208587,-6.6208587,0
-0.0720087,0.00166186,0.335973,4.00535e-05,-3.07831e-05,-0.000237045,0.0098835,-0.10021714,0.004868,0.0004899935,0.0004792129,0,0.0051852529,2.7617787e-06,0.11287786,1.6042829e-09,9.4759925e-10,5.6190332e-08,9.7683572e-05,0.010043475,2.3697424e-05,2.4009363e-07,2.29645e-07,0,0.013031354,0.087199908,0.14001185,-0.046923303,-0.058999838,7.9702447,33.145954,33.145954,44.051848,26.702826,26.702826,62.993492,-12.953254,-12.953254,53.48939,-9.2055843,-9.2055843,56.410236,18.802733,18.802733,0
-0.0640943,0.0385304,0.343289,-0.000378704,6.54698e-05,-0.000237045,0.0079144,0.03686854,0.007316,-0.0004187575,9.62529e-05,0,0.0041080793,0.0014845917,0.11784734,1.4341672e-07,4.2862947e-09,5.6190332e-08,6.2637727e-05,0.0013592892,5.3523856e-05,1.7535784e-07,9.2646208e-09,0,-0.0975693,-0.0066802017,0.086377477,-0.022041189,-0.087814501,-6.9723847,14.760407,14.760407,9.3100855,34.242936,34.242936,35.812328,26.071087,26.071087,59.39878,-7.0106809,-7.0106809,69.099629,-11.654499,-11.654499,0
-0.0719739,0.0550761,0.356915,-0.000245533,-4.64516e-05,-0.000138524,-0.0078796,0.0165457,0.013626,0.000133171,-0.0001119214,9.8521e-05,0.0051802423,0.0030333768,0.12738832,6.0286454e-08,2.1577511e-09,1.9188899e-08,6.2088096e-05,0.00027376019,0.00018566788,1.7734515e-08,1.25264e-08,9.7063874e-09,-0.087574464,-0.084599337,0.088732418,-0.036044159,-0.080762732,-7.2372391,0.25937865,0.25937865,-5.3904359,14.683048,14.683048,4.3240022,31.443618,31.443618,28.924291,30.418988,30.418988,63.44184,5.6652664,5.6652664,0
-0.0762401,0.0525476,0.386077,-3.37512e-05,-9.42834e-05,-0.000237045,-0.0042662,-0.0025285,0.029162,0.0002117818,-4.78318e-05,-9.8521e-05,0.0058125528,0.0027612503,0.14905545,1.1391435e-09,8.8893595e-09,5.6190332e-08,1.8200462e-05,6.3933123e-06,0.00085042224,4.4851531e-08,2.2878811e-09,9.7063874e-09,-0.021516027,-0.1294155,0.025439871,-0.017746748,-0.01750955,-3.5165271,-3.720712,-3.720712,-5.3917047,0.001268743,0.001268743,-5.864559,10.188561,10.188561,4.2274712,24.69682,24.69682,31.694197,31.747643,31.747643,0
-0.0721385,0.0524984,0.41397,-0.000142605,0.000254126,-0.000237045,0.0041016,-4.92e-05,0.027893,-0.0001088538,0.0003484094,0,0.0052039632,0.002756082,0.17137116,2.0336186e-08,6.4580024e-08,5.6190332e-08,1.6823123e-05,2.42064e-09,0.00077801945,1.184915e-08,1.2138911e-07,0,0.08916191,-0.094842913,0.0032463193,0.036550967,-0.044759675,-1.0602419,-2.4562852,-2.4562852,-2.2882157,-3.103489,-3.103489,-4.0480049,-1.8165541,-1.8165541,-2.1326453,6.3601165,6.3601165,8.8451177,22.849079,22.849079,0
-0.0741449,-0.00905792,0.399176,0.000423312,0.000203011,-2.64341e-05,-0.0020064,-0.06155632,-0.014794,0.000565917,-5.1115e-05,0.0002106109,0.0054974662,8.2045915e-05,0.15934148,1.7919305e-07,4.1213466e-08,6.9876164e-10,4.025641e-06,0.0037891805,0.00021886244,3.2026205e-07,2.6127432e-09,4.4356951e-08,0.01388058,-0.065729908,0.059409705,0.03809628,0.0045336329,-0.18769801,-0.8725439,-0.8725439,-0.51629968,-1.771916,-1.771916,-1.1547843,-2.8932206,-2.8932206,-1.1567913,-0.97585403,-0.97585403,1.0423718,7.8027459,7.8027459,0
-0.0719439,0.065308,0.383181,-6.65066e-05,-9.22807e-05,-4.51222e-05,0.002201,0.07436592,-0.015995,-0.0004898186,-0.0002952917,-1.86881e-05,0.0051759247,0.0042651349,0.14682768,4.4231278e-09,8.5157276e-09,2.0360129e-09,4.844401e-06,0.0055302901,0.00025584002,2.3992226e-07,8.7197188e-08,3.4924508e-10,-0.0089844279,-0.050910015,0.053664864,0.041976117,-0.043671961,-0.0054756973,-0.18222231,-0.18222231,-0.017473317,-0.49882636,-0.49882636,-0.044707646,-1.1100766,-1.1100766,-0.055500918,-1.1012903,-1.1012903,0.0074774136,1.0348944,1.0348944,0
-0.0783176,0.0610271,0.396468,0.000458465,0.00021022,-0.000237045,-0.0063737,-0.0042809,0.013287,0.0005249716,0.0003025007,-0.0001919228,0.0061336465,0.0037243069,0.15718688,2.1019016e-07,4.4192448e-08,5.6190332e-08,4.0624052e-05,1.8326105e-05,0.00017654437,2.7559518e-07,9.1506674e-08,3.6834361e-08,0.038341791,-0.048948246,0.06423498,0.041795043,-0.097808504,0,-0.0054756973,-0.0054756973,0,-0.017473317,-0.017473317,0,-0.044707646,-0.044707646,0,-0.055500918,-0.055500918,0,0.0074774136,0.0074774136,0
-0.0768577,0.0139767,0.398857,4.65097e-05,-0.000230753,5.33011e-05,0.0014599,-0.0470504,0.002389,-0.0004119553,-0.000440973,0.0002903461,0.005907106,0.00019534814,0.15908691,2.1631522e-09,5.3246947e-08,2.8410073e-09,2.131308e-06,0.0022137401,5.707321e-06,1.6970717e-07,1.9445719e-07,8.4300858e-08,0.0007822556,-0.039960823,-0.042299775,0.068599776,-0.1102298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0741644,0.0524745,0.414207,-0.000675487,-0.00023244,3.8356e-05,0.0026933,0.0384978,0.01535,-0.0007219967,-1.687e-06,-1.49451e-05,0.0055003582,0.0027535732,0.17156744,4.5628269e-07,5.4028354e-08,1.4711827e-09,7.2538649e-06,0.0014820806,0.0002356225,5.2127923e-07,2.845969e-12,2.2335601e-10,0.025661773,-0.054777509,-0.033059217,0.10129766,-0.042114751,0.3363319,0,0,-0.97995338,0,0,1.8664935,0,0,-2.4948258,0,0,3.0341856,0,0,0
-0.0719729,0.0497853,0.435165,-0.000805159,-0.000217355,-0.000237045,0.0021915,-0.0026892,0.020958,-0.000129672,1.5085e-05,-0.000275401,0.0051800983,0.0024785761,0.18936858,6.4828102e-07,4.7243196e-08,5.6190332e-08,4.8026722e-06,7.2317966e-06,0.00043923776,1.6814828e-08,2.2755722e-10,7.5845711e-08,0.071035502,-0.017720195,-0.042571658,0.076590799,-0.068509721,8.0267167,0,0,-15.986889,0,0,22.771621,0,0,-24.455368,0,0,23.756792,0,0,0
-0.0719861,0.0294182,0.432648,-0.000234255,-0.00014111,-0.000237045,-1.32e-05,-0.0203671,-0.002517,0.000570904,7.6245e-05,0,0.0051819986,0.00086543049,0.18718429,5.4875405e-08,1.9912032e-08,5.6190332e-08,1.7424e-10,0.00041481876,6.335289e-06,3.2593138e-07,5.8133e-09,0,0.052116082,-0.0091954345,-0.02984473,0.11171316,0.0011703704,35.646218,0,0,-46.531439,0,0,44.872643,0,0,-31.42687,0,0,20.803266,0,0,0
-0.0718969,0.0413336,0.405198,-0.000363095,-0.000203996,6.81001e-07,8.92e-05,0.0119154,-0.02745,-0.00012884,-6.2886e-05,0.000237726,0.0051691642,0.0017084665,0.16418542,1.3183798e-07,4.1614368e-08,4.6376236e-13,7.95664e-09,0.00014197676,0.0007535025,1.6599746e-08,3.954649e-09,5.6513652e-08,0.022891546,-0.010184646,-0.093357938,0.11333678,0.035591896,75.67187,0,0,-56.365318,0,0,32.609345,0,0,-10.80615,0,0,14.182407,0,0,0
-0.0694937,0.0620054,0.426458,-0.000740211,-0.000318527,-0.000173532,0.0024032,0.0206718,0.02126,-0.000377116,-0.000114531,-0.000174213,0.0048293743,0.0038446696,0.18186643,5.4791232e-07,1.0145945e-07,3.0113355e-08,5.7753702e-06,0.00042732332,0.0004519876,1.4221648e-07,1.311735e-08,3.035017e-08,-0.0022057776,0.066040495,-0.054963835,0.094302823,0.085390765,108.81782,0,0,-29.662492,0,0,19.656091,0,0,-20.011735,0,0,32.98514,0,0,0
-0.0628994,0.0592385,0.385955,6.24075e-05,-0.000207434,-0.000237045,0.0065943,-0.0027669,-0.040503,0.0008026185,0.000111093,-6.3513e-05,0.0039563345,0.0035091999,0.14896126,3.8946961e-09,4.3028864e-08,5.6190332e-08,4.3484792e-05,7.6557356e-06,0.001640493,6.4419646e-07,1.2341655e-08,4.0339012e-09,-0.0094433919,0.10034412,0.079459898,-0.0097740729,0.045089999,123.57823,0,0,4.580444,0,0,45.727178,0,0,-27.022416,0,0,21.330641,0,0,0
-0.0718684,0.0444151,0.399444,-0.000783169,-0.000337247,-0.000237045,-0.008969,-0.0148234,0.013489,-0.0008455765,-0.000129813,0,0.0051650669,0.0019727011,0.15955551,6.1335368e-07,1.1373554e-07,5.6190332e-08,8.0442961e-05,0.00021973319,0.00018195312,7.1499962e-07,1.6851415e-08,0,0.054440104,0.10639651,0.08712004,-0.063178205,0.023162421,123.50128,0.3363319,0.3363319,20.243445,-0.97995338,-0.97995338,75.304302,1.8664935,1.8664935,5.8913982,-2.4948258,-2.4948258,23.961722,3.0341856,3.0341856,0
-0.0782807,0.0616012,0.40372,-0.000429839,-0.000357767,-0.000237045,-0.0064123,0.0171861,0.004276,0.00035333,-2.052e-05,0,0.006127868,0.0037947078,0.16298984,1.8476157e-07,1.2799723e-07,5.6190332e-08,4.1117591e-05,0.00029536203,1.8284176e-05,1.2484209e-07,4.210704e-10,0,0.073462787,0.065830355,0.091403267,-0.10552373,0.000117135,112.09018,7.6903848,7.6903848,35.25165,-15.006936,-15.006936,64.587736,20.905128,20.905128,52.54876,-21.960542,-21.960542,34.986759,20.722606,20.722606,0
-0.0759028,0.0471918,0.421349,-0.000368718,-0.000156899,-0.000237045,0.0023779,-0.0144094,0.017629,6.1121e-05,0.000200868,0,0.005761235,0.002227066,0.17753498,1.3595296e-07,2.4617296e-08,5.6190332e-08,5.6544084e-06,0.00020763081,0.00031078164,3.7357766e-09,4.0347953e-08,0,0.082369344,0.062156522,0.010438903,-0.077821102,-0.064923836,82.014394,27.619502,27.619502,62.692711,-30.544549,-30.544549,40.67016,22.101022,22.101022,65.880379,-6.971502,-6.971502,60.789364,-2.9535262,-2.9535262,0
-0.0553773,0.0569464,0.402293,-0.000429839,-0.000196293,-0.000237045,0.0205255,0.0097546,-0.019056,-6.1121e-05,-3.9394e-05,0,0.0030666454,0.0032428925,0.16183966,1.8476157e-07,3.8530942e-08,5.6190332e-08,0.00042129615,9.5152221e-05,0.00036313114,3.7357766e-09,1.5518872e-09,0,0.05580165,0.064820105,-0.022557799,-0.025366495,0.038529114,41.116199,40.025651,40.025651,70.754674,-9.8338796,-9.8338796,50.040237,-12.263298,-12.263298,44.283805,20.620719,20.620719,75.212969,-6.6208587,-6.6208587,0
-0.0505845,0.0484127,0.400802,-0.000429839,-0.000268653,-0.000237045,0.0047928,-0.0085337,-0.001491,0,-7.236e-05,0,0.0025587916,0.0023437895,0.16064224,1.8476157e-07,7.2174434e-08,5.6190332e-08,2.2970932e-05,7.2824036e-05,2.223081e-06,0,5.2359696e-09,0,-0.050893096,0.026871051,0.0027367546,0.0086445113,0.07355467,7.7880224,33.145954,33.145954,43.553022,26.702826,26.702826,61.883415,-12.953254,-12.953254,52.388099,-9.2055843,-9.2055843,57.44513,18.802733,18.802733,0
