trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,initdum_1.0,initdum_2.0
-0.00892009,-0.0484543,-0.0318376,0.000331024,-0.000481138,0,0,0,0,0,0,0,7.9568006e-05,0.0023478192,0.0010136328,1.0957689e-07,2.3149378e-07,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-5.04577e-05,0.045718,0.0344157,-0.00028458,0.000504193,0,0.0088696323,0.0941723,0.0662533,-0.000615604,0.000985331,0,2.5459795e-09,0.0020901355,0.0011844404,8.0985776e-08,2.5421058e-07,0,7.8670377e-05,0.0088684221,0.0043894998,3.7896828e-07,9.7087718e-07,0,0,0,0,0,0,0,1
-0.00948443,-0.142707,-0.0154993,0.000994575,0.000281151,0,-0.0094339723,-0.188425,-0.049915,0.001279155,-0.000223042,0,8.9954412e-05,0.020365288,0.0002402283,9.8917943e-07,7.9045885e-08,0,8.8999833e-05,0.035503981,0.0024915072,1.6362375e-06,4.9747734e-08,0,-0.12659052,0.061137577,0.061385174,0.18665858,-0.073055691,0,0
1.63843e-05,0.0146871,0.050026,0.0004493,0.000281151,0,0.0095008143,0.1573941,0.0655253,-0.000545275,0,0,2.6844529e-10,0.00021571091,0.0025026007,2.0187049e-07,7.9045885e-08,0,9.0265472e-05,0.024772903,0.0042935649,2.9732483e-07,0,0,-0.13082998,0.11711977,0.021439917,0.019529527,0.04309214,0,0
-0.0186185,-0.0766012,0.00171931,0.000809556,0.000331732,5.29395e-23,-0.018634884,-0.0912883,-0.04830669,0.000360256,5.0581e-05,5.29395e-23,0.00034664854,0.0058677438,2.9560269e-06,6.5538092e-07,1.1004612e-07,2.8025907e-45,0.00034725891,0.0083335537,0.0023335363,1.2978439e-07,2.5584376e-09,2.8025907e-45,-0.090785977,-0.034343327,-0.0753314,0.097946365,-0.078933121,0,0
-0.0129416,-0.0460604,0.048857,0.00107517,-0.000197813,0,0.0056769,0.0305408,0.04713769,0.000265614,-0.000529545,-5.29395e-23,0.00016748501,0.0021215604,0.0023870064,1.1559905e-06,3.9129983e-08,0,3.2227194e-05,0.00093274046,0.0022219618,7.0550797e-08,2.8041791e-07,2.8025907e-45,-0.013560693,0.10492739,-0.031221952,0.0022734898,-0.07815176,0,0
-1.62292e-05,-0.000653345,0.0469093,0.000265242,0.000418384,0,0.012925371,0.045407055,-0.0019477,-0.000809928,0.000616197,0,2.6338693e-10,4.2685969e-07,0.0022004824,7.0353319e-08,1.7504517e-07,0,0.00016706521,0.0020618006,3.7935353e-06,6.5598337e-07,3.7969874e-07,0,0.053952581,0.049825893,-0.05240205,0.06896928,0.085696282,0,0
-0.017546,-0.104122,-0.0080409,0.00155312,-0.000197813,-5.46418e-05,-0.017529771,-0.10346866,-0.0549502,0.001287878,-0.000616197,-5.46418e-05,0.00030786212,0.010841391,6.4656073e-05,2.4121817e-06,3.9129983e-08,2.9857263e-09,0.00030729286,0.010705763,0.0030195245,1.6586297e-06,3.7969874e-07,2.9857263e-09,0.077587491,-0.011776531,0.064962207,0.13133995,0.030217499,0,0
0.00417564,0.0568,0.046967,0.00127384,0.000374176,0.000426366,0.02172164,0.160922,0.0550079,-0.00027928,0.000571989,0.0004810078,1.7435969e-05,0.00322624,0.0022058991,1.6226683e-06,1.4000768e-07,1.8178797e-07,0.00047182964,0.02589589,0.0030258691,7.7997318e-08,3.2717142e-07,2.313685e-07,-0.03430826,0.068745989,-0.0009764194,0.0034323244,0.17397776,0,0
-0.0085458,-0.111105,0.00959539,0.00135652,3.45379e-05,2.08096e-05,-0.01272144,-0.167905,-0.03737161,8.268e-05,-0.0003396381,-0.0004055564,7.3030698e-05,0.012344321,9.2071509e-05,1.8401465e-06,1.1928665e-09,4.3303945e-10,0.00016183504,0.028192089,0.0013966372,6.8359824e-09,1.1535404e-07,1.6447599e-07,0.079228694,-0.11412843,0.066964339,0.020502049,0.0077783454,0,0
-9.25675e-05,0.0520238,0.081529,0.0004219,0.000341274,0.000322525,0.0084532325,0.1631288,0.07193361,-0.00093462,0.0003067361,0.0003017154,8.5687421e-09,0.0027064758,0.0066469778,1.7799961e-07,1.1646794e-07,1.0402238e-07,7.145714e-05,0.026611005,0.0051744442,8.7351454e-07,9.4087035e-08,9.1032183e-08,-0.018428979,0.042941736,0.054017381,-0.086677101,0.029157036,0,0
-0.018431,-0.114123,0.000930233,0.0010988,3.45379e-05,-6.28808e-05,-0.018338432,-0.1661468,-0.080598767,0.0006769,-0.0003067361,-0.0003854058,0.00033970176,0.013024059,8.6533343e-07,1.2073614e-06,1.1928665e-09,3.953995e-09,0.00033629811,0.027604759,0.0064961612,4.5819361e-07,9.4087035e-08,1.4853763e-07,0.0065900985,-0.076966682,0.049776581,0.022521034,-0.14228757,0,0
-0.0179447,0.0102713,0.0708699,0.000966994,3.45379e-05,-4.8311e-05,0.0004863,0.1243943,0.069939667,-0.000131806,0,1.45698e-05,0.00032201226,0.0001054996,0.0050225427,9.350774e-07,1.1928665e-09,2.3339527e-09,2.3648769e-07,0.015473942,0.004891557,1.7372822e-08,0,2.1227907e-10,-0.062756847,0.1862667,0.02166843,-0.0031962339,-0.09020007,0,0
-0.0287195,-0.0545546,0.0270821,0.00104884,0.000169921,-0.000353758,-0.0107748,-0.0648259,-0.0437878,8.1846e-05,0.0001353831,-0.000305447,0.00082480968,0.0029762044,0.00073344014,1.1000653e-06,2.8873146e-08,1.2514472e-07,0.00011609632,0.0042023973,0.0019173714,6.6987677e-09,1.8328584e-08,9.329787e-08,0.1087678,0.050567484,-0.073163199,0.10820644,0.074541045,0,0
-0.0328578,-0.0278959,0.0497285,0.00160757,3.45379e-05,-0.000157863,-0.0041383,0.0266587,0.0226464,0.00055873,-0.0001353831,0.000195895,0.001079635,0.00077818124,0.0024729237,2.5842813e-06,1.1928665e-09,2.4920727e-08,1.7125527e-05,0.00071068629,0.00051285943,3.1217921e-07,1.8328584e-08,3.8374851e-08,-0.0024613026,0.061799394,0.069724289,0.027361946,0.10376651,0,0
-0.046987,-0.0501573,0.0315964,0.00143028,0.000136313,-0.000469949,-0.0141292,-0.0222614,-0.0181321,-0.00017729,0.0001017751,-0.000312086,0.0022077782,0.0025157547,0.00099833249,2.0457009e-06,1.8581234e-08,2.2085206e-07,0.00019963429,0.00049556993,0.00032877305,3.1431744e-08,1.0358171e-08,9.7397671e-08,-0.062759453,-0.094670532,0.070499642,-0.013066487,0.029790393,0,0
-0.0520936,-0.0501358,0.0271719,0.00239045,3.45379e-05,-0.000261042,-0.0051066,2.15e-05,-0.0044245,0.00096017,-0.0001017751,0.000208907,0.0027137432,0.0025135984,0.00073831215,5.7142512e-06,1.1928665e-09,6.8142926e-08,2.6077364e-05,4.6225e-10,1.95762e-05,9.2192643e-07,1.0358171e-08,4.3642135e-08,-0.063097166,-0.065186086,-0.016344982,-0.019470886,-0.02466913,0,0
