trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,initdum_1.0,initdum_2.0,initdum_3.0
-0.0203323,-0.07267,-0.0359491,0.000231116,-0.000154073,-0.000505873,0,0,0,0,0,0,0.00041340242,0.0052809289,0.0012923378,5.3414605e-08,2.3738489e-08,2.5590749e-07,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.00371482,0.019138,-0.00509102,-0.000297066,6.61745e-24,0.000102988,0.01661748,0.091808,0.03085808,-0.000528182,0.000154073,0.000608861,1.3799888e-05,0.00036626304,2.5918485e-05,8.8248208e-08,4.3790645e-47,1.0606528e-08,0.00027614064,0.0084287089,0.0009522211,2.7897623e-07,2.3738489e-08,3.7071172e-07,0,0,0,0,0,0,1,0
0.0159407,0.0192094,0.0565757,4.29048e-05,-1.34238e-05,0.000109655,0.01965552,7.14e-05,0.06166672,0.0003399708,-1.34238e-05,6.667e-06,0.00025410592,0.00036900105,0.0032008098,1.8408219e-09,1.8019841e-10,1.2024219e-08,0.00038633947,5.09796e-09,0.0038027844,1.1558014e-07,1.8019841e-10,4.4448889e-11,0,0,0,0,0,0,0,1
0.0158966,0.0488003,0.100242,-0.000584874,-0,0.000174221,-4.41e-05,0.0295909,0.0436663,-0.0006277788,1.34238e-05,6.4566e-05,0.00025270189,0.0023814693,0.010048459,3.420776e-07,0,3.0352957e-08,1.94481e-09,0.00087562136,0.0019067458,3.9410622e-07,1.8019841e-10,4.1687684e-09,-0.082235157,-0.25647386,0.16662341,-0.043042577,0.021936482,0,0,0
0.0467895,0.0959169,0.121763,-0.0010163,0.000333498,0.0007607,0.0308929,0.0471166,0.021521,-0.000431426,0.000333498,0.000586479,0.0021892573,0.0092000517,0.014826228,1.0328657e-06,1.1122092e-07,5.7866449e-07,0.00095437127,0.002219974,0.00046315344,1.8612839e-07,1.1122092e-07,3.4395762e-07,0.068341306,-0.21078961,0.11124653,-0.10495548,0.083404198,0,0,0
0.0403159,0.0671487,0.108793,-0.00022353,-9.93374e-24,0.000610072,-0.0064736,-0.0287682,-0.01297,0.00079277,-0.000333498,-0.000150628,0.0016253718,0.0045089479,0.011835917,4.9965661e-08,9.867919e-47,3.7218785e-07,4.1907497e-05,0.00082760933,0.0001682209,6.2848427e-07,1.1122092e-07,2.2688794e-08,0.024368812,-0.11400986,-0.021312944,-0.028305744,0.07419082,0,0,0
0.0351391,0.0751547,0.122302,-0.000944586,0.000160211,0.0007607,-0.0051768,0.008006,0.013509,-0.000721056,0.000160211,0.000150628,0.0012347563,0.0056482289,0.014957779,8.9224271e-07,2.5667565e-08,5.7866449e-07,2.6799258e-05,6.4096036e-05,0.00018249308,5.1992176e-07,2.5667565e-08,2.2688794e-08,0.036531562,0.040536594,-0.01771279,-0.082186903,0.037532497,0,0,0
0.0426071,0.134115,0.0984003,-0.00061047,0.000180728,0.0007607,0.007468,0.0589603,-0.0239017,0.000334116,2.0517e-05,0,0.001815365,0.017986833,0.009682619,3.7267362e-07,3.266261e-08,5.7866449e-07,5.5771024e-05,0.003476317,0.00057129126,1.116335e-07,4.2094729e-10,0,-0.012249314,0.066118054,-0.004379418,-0.032937047,0.057999407,0,0,0
0.0423607,0.0959461,0.0983646,0.000116289,0.000127335,0.000835336,-0.0002464,-0.0381689,-3.57e-05,0.000726759,-5.3393e-05,7.4636e-05,0.0017944289,0.0092056541,0.0096755945,1.3523132e-08,1.6214202e-08,6.9778623e-07,6.071296e-08,0.0014568649,1.27449e-09,5.2817864e-07,2.8508124e-09,5.5705325e-09,0.052095984,0.023485064,-0.12462361,-0.0057912152,-0.0090390174,0,0,0
0.0402748,0.0842622,0.107882,-0.000964059,0.000301408,0.0007607,-0.0020859,-0.0116839,0.0095174,-0.001080348,0.000174073,-7.4636e-05,0.0016220595,0.0071001183,0.011638526,9.2940976e-07,9.0846782e-08,5.7866449e-07,4.3509788e-06,0.00013651352,9.0580903e-05,1.1671518e-06,3.0301409e-08,5.5705325e-09,-0.091196725,0.038672893,-0.053936458,-0.0004555092,-0.083757448,0,0,0
