global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30
739.0807012499051	n/a	546240.2829600516	n/a	983.8533126516002	n/a	n/a	967967.3408155271	807.8350834126272	n/a	652597.5219922864	n/a	824.6070273595673	572.1357801510783	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-9.196010000000002e-09	n/a	8.456659992010002e-17	n/a	0.0	n/a	n/a	0.0	-1.4162800000000002e-09	n/a	2.005849038400001e-18	n/a	0.0	n/a	n/a	0.0	-0.00017029	n/a	n/a	2.89986841e-08	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
736.9617471561114	-2.118954093793718	543112.6167713883	4.4899664516051585	981.2166315038287	-2.6366811477714696	6.952087475013473	962786.0779397205	809.2490541249632	1.4139707123359813	654884.0316021476	1.9993131753439224	824.9693226935492	577.2188189845489	1.048408	21.200775	0.04811431892027001	0.0288339	-0.1368484433	-0.1581883618	0.0934197753	-0.0682616522	-0.0275366786	-0.2770359887	0.14823624470000002	0.17986508350000002	0.234007222	-0.180142821	-0.0592077038	0.107865335	-0.1916664519	0.0936991583	-0.011127961200000001	0.0824120958	-0.042794737400000005	-0.0162823463	0.114324304	-0.0451497592	0.180734303	-0.047600465700000004	0.0102115136	-0.1284443792	0.11002090269999999	-0.19571382399999998	-0.0625865884	-0.0831442731	0.1601513205	-0.0885762031	0.1335903094	-0.07300234809999999	0.0552801303	-0.08659717630000001	-0.1765425818	0.0660705739	-0.0440050628	0.1128608806	0.1128439341	0.1128156919	0.0	-0.00362966	-0.00362965080399	1.31744317156e-05	1.3174364958905253e-05	-4.29967e-05	-4.29967e-05	1.8487162108899999e-09	1.8487162108899999e-09	0.00891837	0.008918371416280001	7.95373234569e-05	7.953734871872013e-05	-0.000439391	-0.000439391	1.93064450881e-07	1.93064450881e-07	-0.00012238600000000002	4.790399999999998e-05	2.294793215999998e-09	1.4978332996000003e-08	-0.000223171	-0.000223171	4.980529524099999e-08	4.980529524099999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
730.4970771805348	-6.464669975576612	533625.9797693042	41.79195789312171	951.877741674866	-29.338889828962692	860.7704563960106	906071.235096043	805.5227427739827	-3.7263113509804953	648866.8891261199	13.885396284446086	818.3550599774211	553.1098077837015	1.427101	28.858673	0.2775811599	0.188279	-0.1159671158	0.014621565800000003	-0.0446231462	-0.18396426989999998	-0.105217117	-0.011949986499999999	-0.0082333764	0.0719193011	0.15026001460000002	-0.060916644699999994	-0.17456411100000002	0.060875898399999996	-0.1905838723	0.0815923533	-0.0202968407	0.0254011486	-0.062491154000000014	0.0440985109	0.1257061541	-0.16153462970000002	0.0669525517	-0.1280895532	-0.0626445559	0.08245163929999999	0.06996905469999999	-0.0262522925	-0.10720298619999999	-0.16171626320000002	0.13939134460000002	-0.0638874848	0.0718059464	0.018068687	-0.05686716150000001	-0.0771972376	-0.0987752132	0.24690765010000001	-0.1460923425	0.1128156919	0.1126632248	0.11240926539999999	0.0	1.53666e-05	0.0036450266	2.3613239556e-10	1.328621891470756e-05	-0.177923	-0.17788000329999998	0.031641295574008015	0.031656593929	0.0181868	0.00926843	0.00033075969424000004	8.590379466489999e-05	0.000791412	0.001230803	1.5148760248089996e-06	6.26332953744e-07	-0.000404166	-0.00028177999999999987	7.939996839999995e-08	1.6335015555599994e-07	0.0	0.000223171	4.980529524099999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.4399533930806	-2.0571237874542017	530624.7656993135	4.231758276909921	943.0305704304152	-8.847171244450806	78.27243902863722	889306.6567663144	803.2219668107608	-2.300775963221895	645165.5279673471	5.293570032939639	815.9600951331547	550.8160657118499	1.049466	21.222181	0.2293867025	0.136796	-0.08950761199999999	-0.0540281755	-0.0246656352	-0.1993241309	-0.05348677599999999	0.0995753925	0.0217422783	0.1535013137	0.1194612676	0.0060841765	-0.1629113081	0.042008383200000006	-0.10212415970000001	0.0511345389	-0.051205847699999994	0.1291433075	0.0613832148	0.08736057609999999	0.11257433160000001	-0.13956038369999998	0.029100254500000002	0.0615259795	0.0313652713	0.0504582463	0.0242455834	0.0504442203	-0.0810841818	-0.1550778891	0.0642327385	0.0156146689	0.0744716393	-0.0583230242	0.1402415827	-0.1266376324	-0.0627335366	0.1076171749	-0.1206255323	0.1127253327	0.1123020954	0.1115978766	0.0	-4.15859e-05	-5.69525e-05	1.7293870788100004e-09	3.24358725625e-09	-0.073545	0.104378	0.010894766884000002	0.005408867025	-0.0601681	-0.07835489999999999	0.00362020025761	0.006139490354010001	0.00124594	0.0004545280000000001	2.0659570278400005e-07	1.5523664836000005e-06	-0.000602298	-0.00019813200000000006	3.925628942400002e-08	3.62762880804e-07	0.00027927700000000003	0.00027927700000000003	7.799564272900004e-08	7.799564272900004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727.5485393427754	-0.8914140503052295	529326.877099806	0.7946190090815741	948.6027552923987	5.572184861983487	31.04924413611793	899847.1873483305	803.3045407549022	0.08257394414135888	645298.1851974443	0.0068184562510602564	814.2553421040793	549.060746565867	0.906909	18.339409	0.12777217410000002	0.065286	-0.09031364689999999	-0.0456073122	-0.0074984306000000014	-0.1446988258	-0.006120124300000001	-0.0262480056	-0.07466580639999999	0.116591896	0.1850599416	-0.00586665	-0.11366668369999999	0.026616197	-0.1498549395	-0.0342713334	-0.1447979565	0.0731821244	0.0313197571	-0.1054659096	0.15724036019999998	-0.0403460276	0.07778231070000001	-0.0101953963	0.0141879152	-0.0184936656	-0.0372457012	-0.007553456	-0.0717311783	-0.0910362401	0.1262846713	-0.0511127479	-0.1054173435	-0.01289856	0.17689067420000001	-0.044314117	-0.1511347011	0.0110982222	-0.04537420019999999	0.1125898391	0.1117611244	0.1103844485	0.0	-0.0337847	-0.0337431141	0.0011414059540899998	0.0011385977491656187	-0.0262723	0.0472727	0.00223470816529	0.0006902337472900001	-0.0423025	0.017865600000000002	0.00178950150625	0.0003191796633600001	0.0012133100000000006	-3.262999999999942e-05	1.0647168999999622e-09	1.4721211561000015e-06	-0.0004213380000000001	0.00018096	3.274652159999999e-08	1.7752571024400002e-07	-8.49482e-05	-0.0003642252	1.3265999631504007e-07	7.2161966832399995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.38335317962	1.83481383684466	532000.0758955464	3.366541815876622	947.4422887501973	-1.160466542201334	1.3466825955687207	897646.8905122123	805.6503865279494	2.3458457730472446	649072.5453126343	5.502992390923625	818.2752553274927	554.0484578879081	0.994138	20.10334	0.31594781000000005	0.16805499999999998	-0.1022464834	-0.0973432368	0.0162715745	-0.11527029550000001	-0.0507771037	-0.0287569403	-0.0576855541	0.0727963168	0.08222090809999999	-0.0756299648	-0.0442040942	0.0468724258	-0.054543858099999995	-0.023238388399999997	-0.10077276460000001	0.0516287745	-0.0278223873	-0.015093941699999999	0.1000804631	-0.0689783291	0.08794090539999999	0.061548600099999996	0.0070271975	-0.05682522950000001	0.0197750899	-0.0657475742	-0.0421170774	-0.0535085641	0.0261701031	-0.0425667117	-0.0597824507	0.038233605	0.021138146	-0.09766032390000001	-0.08717778720000001	-0.0685629358	-0.0725782497	0.11240926539999999	0.111041178	0.1087733526	0.0	-0.0727107	-0.038926	0.0052868458944899995	0.0015152334760000002	0.123036	0.14930829999999998	0.02229296844889	0.015137857295999996	-0.0887705	-0.046468	0.007880201670250001	0.0021592750240000003	0.00057486	-0.0006384500000000008	4.07618402500001e-07	3.3046401959999995e-07	-0.00132285	-0.000901512	8.127238861439998e-07	1.7499321225e-06	0.0	8.49482e-05	7.2161966832399995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
733.1576862670097	3.7743330873896634	537520.192932395	14.245590254564393	956.4517113100204	9.009422559823065	81.16969486144879	914799.8760678669	807.2231823854622	1.5727958575128014	651609.2661805132	2.473686809409428	821.5214380269008	557.3275335200914	1.212444	24.517893	0.22996855	0.117893	-0.0193997418	-0.17016097	0.06483401700000001	0.032496303	-0.0027712474	-0.060676430199999985	0.08001287	-0.0159384876	-0.0381225527	-0.1131128709	-0.0364131241	0.0477175138	0.083686119	0.057331511200000004	-0.024121107599999997	-0.06178336650000001	-0.0387123579	0.0969561741	0.13941377289999998	0.010555309399999999	-0.0150997829	0.0075909451000000005	0.019614818899999997	-0.11896989150000001	0.0316724998	-0.1039194776	0.0072918576	-0.0505578914	-0.0977540355	-0.0404621012	0.046166291500000005	0.045758115700000004	-0.08483489529999999	-0.0861087833	-0.1117901382	-0.0668124471	-0.1096831244	0.11218368390000001	0.1101434092	0.1067703929	0.0	-0.13521	-0.0624993	0.0182817441	0.003906162500489999	0.119483	-0.0035530000000000006	1.2623809000000004e-05	0.014276187288999997	-0.15933699999999998	-0.07056649999999998	0.025388279568999996	0.0049796309222499965	0.00107454	0.00049968	2.496801024e-07	1.1546362116e-06	-0.0006782260000000001	0.0006446239999999999	4.155401013759999e-07	4.599905070760001e-07	-0.000722691	-0.000722691	5.22282281481e-07	5.22282281481e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
734.2646997965758	1.1070135295660748	539144.6493673555	1.2254789546423388	958.1882283855763	1.7365170755558663	3.0154915536970983	918124.6810166892	808.319502807444	1.0963204219817726	653380.4186188735	1.201918467654292	822.4347155839553	556.6540941967111	1.086545	21.971977	0.43690075	0.263048	0.0288748489	-0.0806688225	-0.0238711234	-0.0383721083	0.0713563625	-0.0207182908	0.07935089740000001	-0.1245812242	0.0084007979	-0.1263164804	0.0084850518	-0.0743334103	0.0602730495	0.17617770800000002	0.1014083538	-0.1277689488	0.0572327572	0.0179473818	0.027818657200000003	0.23513927510000002	0.0470657275	-0.1404528803	-0.000809629	-0.0428295142	0.0756362884	-0.0904978896	0.08777805279999999	-0.06973146599999999	-0.051535367199999994	0.0012476968	0.17301426120000002	0.1182221726	-0.1086125626	-0.0561659162	0.07200910469999999	-0.015468978000000001	0.0365308539	0.11191318480000001	0.10906925560000001	0.1043827854	0.0	-0.13034500000000002	0.004864999999999981	0.016989819025000002	2.366822499999981e-05	-0.0941575	-0.2136405	0.04564226324025	0.008865634806250001	-0.264883	-0.105546	0.07016300368899997	0.011139958116	0.00284878	0.00177424	3.147927577600001e-06	8.1155474884e-06	-0.000195481	0.0004827450000000002	2.330427350250001e-07	3.8212821361e-08	-0.000722691	0.0	0.0	5.22282281481e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
732.7987635500765	-1.4659362464992682	536994.027860521	2.1489690788003637	956.85947960381	-1.3287487817663075	1.7655733250454468	915580.063707674	802.8914548720396	-5.428047935404379	644634.6883065405	29.463704389047738	818.4086122623967	566.4239718620067	1.363501	27.572554	0.49928615	0.260294	0.109684804	0.0010496658	-0.08518382810000001	-0.1654750736	0.1223105011	0.0846944864	0.13934200830000001	-0.15088263289999998	0.1029486677	0.0372193739	-0.1549700352	-0.1608887323	0.0077477304000000006	0.117878612	-0.0186045141	-0.0099511242	0.11901015220000001	0.0011229357	0.1067452941	0.10680002570000001	-0.0183075947	0.022686580699999997	-0.07076159259999999	0.0447951168	-0.0012873782000000001	0.10192645689999999	0.1109063209	-0.18761256	-0.0286856525	-0.051373169	0.1579920213	0.0711900804	0.0699855054	-0.08357723809999999	0.11244519619999999	-0.058769123799999996	0.08469906699999999	0.1115978766	0.1078204375	0.1016191316	0.0	-0.029511400000000007	0.1008336	0.0008709227299600003	0.01016741488896	-0.260823	-0.16666550000000002	0.02777738889025001	0.06802863732900001	-0.411996	-0.14711300000000005	0.16974070401600005	0.021642234769000016	0.00417061	0.00132183	1.7472345489e-06	1.73939877721e-05	-0.0005671319999999999	-0.000371651	1.3812446580099998e-07	3.216387054239999e-07	-0.000722691	0.0	0.0	5.22282281481e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
731.1548083729648	-1.6439551771117067	534587.3538069068	2.702588624352383	947.8185406014323	-9.040939002377627	81.73857804471295	898359.985907829	802.6983680249089	-0.19308684713075766	644324.6700298521	0.037282530534896566	814.941141490336	555.8207335673302	1.126254	22.774967	0.38093445	0.250047	0.09565140820000001	-0.033904609100000004	-0.0657929288	-0.0757035459	0.0646193248	0.1252037631	0.08703639939999999	-0.0978447273	0.022892354900000002	0.0280291581	-0.075935269	-0.089331815	0.0729447175	0.018669903600000003	-0.0657215511	-0.0030140028000000003	0.22719424079999997	0.0474569855	0.0028961477	0.1284404998	0.0557125175	-0.0326289264	0.0320909831	-0.06895893389999999	0.0046901727	0.0709001294	0.0549708862	-0.0961121851	-0.10200001480000001	0.0084179401	-0.0014721292	0.0641321118	0.1490283244	-0.04489987980000002	0.1529871039	0.013830878100000001	0.0088560022	0.11123788539999999	0.1063989547	0.09848938759999999	0.0	-0.066223	-0.0367116	0.004385485729000001	0.0013477415745599998	-0.021018900000000004	0.2398041	0.05750600637681001	0.0004417941572100002	-0.354698	0.057298000000000016	0.125810671204	0.003283060804000002	0.00458073	0.00041011999999999993	1.6819841439999993e-07	2.09830873329e-05	-0.0006643780000000001	-9.724600000000016e-05	9.456784516000033e-09	4.413981268840001e-07	-0.00115774	-0.000435049	1.89267632401e-07	1.3403619076e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
