global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26
715.9048501092293	n/a	512519.7544099181	n/a	974.963235497802	n/a	n/a	950553.3105723424	777.9095214821945	n/a	605143.2236126568	n/a	791.9413622376735	589.3562506513135	n/a	n/a	n/a	n/a	-0.079897361	-0.0028989526	-0.0428019942	-0.051085479	-0.0320684597	-0.38096277630000003	0.0275666881	-0.09989763119999999	0.10262130609999999	-0.0592697913	0.0648989455	-0.036598003	0.035596034500000005	-0.09620852369999999	0.049255626100000005	-0.028821737200000006	-0.051802925300000004	0.047477341500000006	-0.0528455614	0.0993950361	-0.08191429480000001	0.0691754674	-0.0811178857	0.0427045835	-0.0282682571	-0.05756408530000001	0.0949176617	-0.0812545475	0.0116596458	-0.1312988483	0.08847016220000001	-0.0814086983	0.1245239799	0.1297368152	-0.0159945397	0.1016259585	-0.0135092193	0.09464370609999999	-0.0365649234	0.0972679893	-0.059552387400000004	-0.01031152	0.0222210439	-0.045365803600000004	0.0365640441	-0.0585693634	0.2214112513	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.0458102	n/a	0.0020985744240399995	n/a	-0.100686	n/a	n/a	0.010137670596	-0.240694	n/a	0.05793360163600001	n/a	-0.000382412	n/a	n/a	1.4623893774400002e-07	-0.00390433	n/a	n/a	1.52437927489e-05	0.0018762	n/a	n/a	3.52012644e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
714.5611241527167	-1.3437259565125714	510597.6001503943	1.8055994462056248	946.6148358569608	-28.348399640841194	803.6317621968451	896079.647464501	776.6796908941037	-1.2298305880907492	603231.3422473605	1.5124832754036381	788.4142308816147	589.0020229592183	1.200727	24.808466	0.31414790000000004	0.160894	-0.0389480498	-0.0105593196	-0.0588324393	-0.048656280499999996	-0.0101705858	-0.09220304230000001	-0.044534972400000004	-0.0325694016	0.0041881591	-0.0568698495	-0.0140102078	-0.0169362073	0.0851357324	-0.0109574098	-0.028662117400000006	0.0380110627	-0.0160940133	-0.16743305519999999	-0.0322828913	-0.11658478130000001	0.098059776	-0.0272606634	-0.0379443429	-0.0033717137	-0.0113153409	0.1590815169	0.0699194248	-0.0511261791	0.0140435234	0.0177883045	0.1029648965	-0.0549590937	0.0166612629	0.060195600499999995	0.049940659500000005	0.0508081411	0.06547636379999999	-0.0681877394	-0.0723736563	-0.0314237709	0.0220525523	0.1312692047	0.07027939450000001	-0.0138339082	0.0249033828	-0.057851796399999995	-0.1389483586	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.0345485	-0.011261699999999993	0.00119359885225	0.00012682588688999984	-0.0433727	0.057313300000000005	0.0032848143568900002	0.00188119110529	-0.201673	0.03902100000000003	0.040671998929	0.001522638441000002	-0.00276983	-0.002387418	5.6997647067239994e-06	7.6719582289e-06	-0.00250726	0.0013970700000000007	1.9518045849000007e-06	6.2863527075999985e-06	0.00152965	-0.00034654999999999994	1.2009690249999996e-07	2.3398291225e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
711.4808068393703	-3.0803173133464266	506204.93850080133	9.48835475090175	941.8610109673764	-4.7538248895843935	22.59885108083207	887102.1639804883	776.3279083963339	-0.3517824977698183	602685.0213550265	0.1237509257371722	787.1186319331247	585.5349851949306	1.138528	23.523348	0.4022389	0.21075	-0.0750900288	-0.0485310443	-0.064644536	-0.09120738199999999	-0.0103522063	-0.009597072	0.0010802751	-0.08802791119999999	-0.0287938506	-0.0669747849	-0.0817282128	0.0360598123	0.020560206	-0.0838930271	-0.0917514624	0.0230898914	-0.1348619603	-0.2079901391	-0.1971731366	-0.0168773667	-0.0005549729	-0.054282239100000004	-0.17528173730000002	-0.0050192492	0.0336064991	0.072349052	0.0678677619	-0.0715085863	0.0087315734	-0.0769858748	-0.09961839730000001	-0.1090172277	-0.0036414726	0.0205343652	0.08774069539999999	0.021876819	0.052521624100000004	-0.0118417249	-0.088433968	0.0127280723	0.08353068179999999	0.13546072609999998	-0.1232909369	0.0242420845	0.034631816600000004	-0.058289142599999996	-0.016321092	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	-0.0487541	-0.0833026	0.00237696226681	0.006939323166760001	-0.211404	-0.1680313	0.02823451777969	0.044691651216	-0.287381	-0.085708	0.082587839161	0.007345861264000002	-0.00264042	0.00012940999999999994	1.6746948099999986e-08	6.9718177764e-06	-0.00345259	-0.0009453300000000004	8.936488089000006e-07	1.1920377708100004e-05	0.00130045	-0.00022919999999999996	5.253263999999997e-08	1.6911702025000003e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
711.746487220418	0.2656803810476731	506583.0620706046	0.07058606487363678	940.2250853431588	-1.6359256242176343	2.6762526479718565	884023.2111085502	776.5638382156169	0.23592981928300105	603051.394824171	0.05566287962690954	785.6499425862268	579.9951055528652	1.043517	21.560312	0.07065419999999999	0.0384307	-0.07118186950000001	-0.0620660161	-0.0447952362	-0.058605359	0.0207673026	0.0713834322	-0.012399894199999999	-0.0839467965	-0.0420245497	-0.0680488828	-0.0630729178	0.0293126001	0.18750985739999998	-0.09440119640000001	0.0166662124	0.0381859073	-0.1030583131	0.040977185299999996	0.0753939832	-0.0471879174	-0.12952781189999998	-0.0661452144	-0.0520693156	0.0981143286	0.13727859439999998	0.0716264712	0.0817541078	-0.0381252797	0.0036108538	-0.1080313942	-0.0238855836	-0.095251879	-0.051654476399999996	0.0144210744	0.0756432524	0.103936469	0.09767993119999999	0.0868393601	-0.0623058238	0.019425499	0.1329501403	0.0185710103	-0.13511589400000001	-0.1603518349	-0.0006962252	0.0994297986	-0.0042315459000000005	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	-0.0214734	0.0272807	0.00046110690756000005	0.0007442365924900001	-0.204193	0.007210999999999995	5.199852099999993e-05	0.041694781249000015	-0.272221	0.015160000000000009	0.07410427284099999	0.0002298256000000002	-0.00300908	-0.0003686599999999998	1.3591019559999983e-07	9.0545624464e-06	-0.0034012	5.139000000000012e-05	2.6409321000000117e-09	1.156816144e-05	0.00130045	0.0	0.0	1.6911702025000003e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
709.5095554431575	-2.236931777260452	503403.809265147	5.003863776117604	944.7945925481868	4.569507205028003	20.880396096802837	892636.8221082942	777.4017539139983	0.83791569838138	604353.4869885608	0.7021027175939558	787.5113459724239	582.544213159316	1.282389	26.495693	0.43479327	0.25494	-0.0120519435	-0.087951251	-0.0769164384	-0.05611068809999999	-0.1158328	-0.0749906702	-0.0398725344	-0.0804444044	0.11035846960000001	0.0395441815	0.0292471263	-0.0842508	0.0563957627	-0.1450943683	-0.0164438111	0.0170968214	0.0252554766	0.06284183	0.0323167654	0.0513267904	0.10697641050000001	-0.0054061462	0.0010727298	-0.1065916275	0.0727143078	-0.0505094688	-0.0289703262	-0.0383019837	-0.1032245691	0.006207097900000001	0.0434796946	-0.0493908405	0.1284845943	0.0118229798	-0.0653191379	0.0674742338	0.0396463189	0.0734533558	-0.0916879891	0.015576181599999999	0.0053352357	-0.0545293588	0.0454083886	0.026252709300000003	0.0025541558	0.013952593999999999	0.0534384274	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.0326279	0.054101300000000005	0.0010645798584100002	0.002926950661690001	-0.00608903	0.19810397	0.03924518292976091	3.70762863409e-05	-0.128412	0.143809	0.016489641744	0.020681028481	-0.00336555	-0.00035647000000000017	1.2707086090000018e-07	1.13269268025e-05	-0.003515400000000001	-0.00011420000000000049	1.3041640000000115e-08	1.2358037160000004e-05	0.00160536	0.0003049099999999998	9.297010809999988e-08	2.5771807295999995e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
709.5757417996408	0.06618635648328564	503497.7333505105	0.0043806337845325675	930.518465897597	-14.276126650589733	203.8077921436784	865864.6153764173	777.0568841727347	-0.3448697412635511	603817.4012402389	0.11893513843918868	785.7678415378882	577.690634112547	1.025977	21.19792	0.16653667	0.0752385	0.0018201069	-0.0464974536	-0.043957127900000004	0.008433054399999999	-0.0273891123	0.053211187	-0.1313893403	-0.0005342935	0.0108347461	-0.0348376881	-0.0111048252	-0.0016202633	0.117131469	-0.006887246600000001	-0.0430945184	0.0510208704	0.15640155039999998	0.058429197999999995	-0.0170383925	0.027988322799999996	-0.0525324979	-0.1237290723	0.0709528786	-0.005278950699999999	-0.0823514893	0.09710143550000001	-0.015891503600000002	-0.021107096699999998	0.0584671621	-0.058431125999999986	-0.0082997016	-0.013292153000000001	-0.021159334199999998	0.043964896100000005	0.0258749812	0.052781589299999994	0.0703693634	-0.0383637047	-0.0394265522	-0.1080905683	0.027971819300000002	-0.0650636577	0.006580979399999999	0.1128665318	0.0794777099	0.0258922437	-0.10079283650000001	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.0665712	0.0339433	0.00443172466944	0.0011521476148899994	-0.0341189	-0.02802987	0.0007856736122169001	0.00116409933721	-0.155534	-0.02712200000000001	0.024190825156	0.0007356028840000004	-0.00378913	-0.0004235799999999998	1.7942001639999983e-07	1.43575061569e-05	-0.00249852	0.0010168800000000004	1.0340449344000008e-06	6.242602190400002e-06	0.0017137299999999995	0.00010836999999999956	1.1744056899999905e-08	2.936870512899998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
707.7867244843035	-1.7890173153373323	500962.0473562193	3.200582954576797	932.1229640825123	1.6044981849153146	2.574414425396539	868853.2201699686	775.2186670050769	-1.838217167657831	600963.9816731283	3.379042355471978	784.1603998622537	575.9191844893047	1.13382	23.426077	0.3136093999999999	0.174895	-0.0613159488	-0.0835113988	-0.0686055168	-0.06336232139999999	0.0131741657	0.12941082210000002	-0.0521140466	-0.0537889411	-0.0877532818	-0.0020168079	-0.10694252970000001	0.0683788865	0.0997511964	0.0226093498	-0.045531133	0.06199567690000001	0.0584238016	-0.09689282869999999	-0.08607909039999999	-0.0019249137	-0.09066580140000001	-0.2076316178	0.0013193223999999999	0.035277656	-0.0199702372	0.0317433343	0.079723113	-0.0919226831	0.0970528372	0.1044070719	-0.0065813668	-0.09270881519999999	-0.10334127859999999	-0.062082280999999996	0.0930594743	0.0451422146	0.0747682124	0.015556179299999999	-0.0056485027	-0.0875570891	0.0790396715	0.0511863757	-0.0644417795	0.0841877927	0.12350560199999999	-0.0173150587	0.0109621401	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.0422779	-0.0242933	0.00178742082841	0.0005901644248899997	-0.165149	-0.13103009999999998	0.017168887106009997	0.027274192201	-0.254031	-0.098497	0.064531748961	0.009701659009	-0.00322206	0.0005670699999999997	3.2156838489999977e-07	1.03816706436e-05	-0.00255717	-5.864999999999994e-05	3.4398224999999928e-09	6.5391184089e-06	0.00114367	-0.0005700599999999994	3.249684035999993e-07	1.3079810689000002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
708.8756297314936	1.088905247190155	502504.6584272216	1.1857146373582526	933.5386852840517	1.415721201539327	2.004266520487956	871494.4769218756	774.8945355333328	-0.3241314717440673	600461.5411994196	0.1050612109749751	783.0141641481497	578.6614619404962	0.8203719999999999	16.949869	0.17226889999999995	0.10686	-0.039310626800000005	-0.0794206216	-0.0260046443	-0.0385253828	0.0447014734	0.1271248816	-0.0605515934	-0.0350965904	-0.1021157283	0.0047206749	-0.0153112705	0.0394381174	0.10664006820000001	-0.0336221721	-0.0170874684	0.1178841651	0.049813926200000004	-0.0022000234	0.011442731000000001	-0.1399766427	-0.1266618908	-0.0068434554	-0.08419333820000001	-0.08697532720000001	0.11323464800000001	-0.0008332574	0.06770967259999999	-0.029498922599999998	0.0312131088	0.0413917671	0.0429034821	-0.0657349423	-0.124915915	-0.0514272136	0.015026855	0.0909810174	0.0586688054	0.0362571306	-0.0110705392	-0.1064450919	0.1157822825	0.0015525295000000001	-0.043589511799999994	-0.020545798100000002	0.0192959976	-0.0255490633	0.018569320900000002	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.0561184	0.0138405	0.00314927481856	0.00019155944025	-0.06758160000000002	0.09756739999999996	0.009519397542759994	0.004567272658560002	-0.246371	0.007659999999999999	0.06069866964100001	5.867560000000001e-05	-0.003652	-0.0004299400000000002	1.8484840360000012e-07	1.3337104000000002e-05	-0.00263982	-8.265000000000008e-05	6.831022500000013e-09	6.968649632400001e-06	0.0016951	0.0005514299999999999	3.0407504489999985e-07	2.8733640099999996e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
708.6701213685016	-0.2055083629920773	502213.34092044673	0.04223368725968341	934.3148156262783	0.7761303422266792	0.6023783081249022	872944.1746987666	773.8162095253406	-1.0783260079922456	598791.5261241657	1.1627869795124923	782.0180653803018	581.8562945176394	0.687397	14.202451000000005	0.10779370000000003	0.054048800000000015	-0.0435073921	-0.1102090925	-0.0066917829	-0.0433039573	0.0145717607	0.13445418539999998	-0.0163884352	-0.0637780093	-0.12669983710000002	0.07121099110000001	-0.0379998806	-0.0141006725	0.1370228827	-0.0012813902	0.0257182349	0.1385888474	-0.0034736593	0.1013015279	0.09284968699999999	-0.1076914475	0.0063725361	-0.026694610299999998	-0.0734317012	0.021353015299999997	-0.09648593150000001	0.053010918600000005	0.0005510813	-0.065190544	-0.0015753897	0.08596710119999999	-0.012197971	-0.0733118811	-0.11022498539999999	-0.09987221240000001	-0.0307920911	0.1127974258	0.08840385560000001	0.0522594158	0.017528961399999998	-0.0626155941	0.1531744056	0.0574716367	-0.022056209900000002	-0.0320151281	-0.0055511151	-4.6323000000000004e-05	0.07802461179999999	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.0781633	0.02204490000000001	0.00610950146689	0.0004859776160100003	-0.0557798	0.011801800000000022	0.00013928248324000052	0.00311138608804	-0.242473	0.0038980000000000134	0.058793155729	1.5194404000000094e-05	-0.00434783	-0.0006958299999999992	4.841793888999989e-07	1.8903625708899995e-05	-0.00310667	-0.00046685	2.179489225e-07	9.6513984889e-06	0.0019334	0.0002383000000000001	5.678689000000005e-08	3.73803556e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
709.0008639189904	0.3307425504888215	502682.2250378747	0.10939063470385063	932.8481310096544	-1.4666846166239793	2.1511637646414288	870205.6355282053	775.3881575534929	1.5719480281522922	601226.7948742002	2.471020603211879	783.8597206920952	579.7290613884753	0.7336	15.157051	0.08810469999999995	0.0423527	-0.0358502786	-0.1044721792	-0.0024641685000000003	-0.042930850199999995	0.0014619245999999999	0.1129811503	-0.051357554400000005	-0.0617530763	-0.0776586468	0.04338280480000002	0.0806997758	0.007788293000000002	0.0722082505	-0.0524133503	0.14606961029999999	0.1109827658	0.0038157	-0.0243248452	0.0497366571	-0.0373269741	0.0405641207	0.0371062299	-0.0821491201	-0.053148279900000005	-0.0518823257	0.0064900165	-0.022987901800000002	0.0253862693	0.0706919887	0.1088827059	-0.015038891799999999	-0.06056086860000001	-0.07283499610000001	-0.0449543011	-0.0749934133	0.1444401615	-0.011636375800000001	0.1161177657	0.023428750099999996	-0.0310371336	0.0683130073	0.0667296975	-0.0024214349	0.060707888099999996	-0.0370300913	-0.08194450910000001	-0.07241194769999999	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.0751362	-0.0030271000000000052	0.00564544855044	9.163334410000027e-06	-0.0676189	-0.011839099999999998	0.00014016428880999994	0.00457231563721	-0.228834	0.013638999999999984	0.052364999556000005	0.0001860223209999996	-0.003740400000000001	0.0006074299999999991	3.689712048999989e-07	1.3990592160000007e-05	-0.00315841	-5.1739999999999766e-05	2.6770275999999767e-09	9.9755537281e-06	0.00246622	0.0005328199999999998	2.838971523999998e-07	6.0822410883999985e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
