global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25
735.4249498333787	n/a	n/a	540849.8568374276	1080.938029119082	n/a	n/a	1168427.0227958455	804.4373627682883	n/a	647119.4706175986	n/a	836.3075050775085	653.9020637262759	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
732.779466025202	-2.6454838081766643	6.998584579324904	536965.7458281802	1061.2122740044688	-19.72575511461332	389.10541484169363	1126171.4904977358	805.2858329799518	0.8484702116635391	648485.2727982148	0.7199017000803706	837.4919364025275	653.7473243425012	1.2692850000000002	22.703297	0.11807405000000006	0.0625019	-0.0425469544	-0.0132009697	-0.10662072210000001	-0.0442161512	-0.1006344217	1.8946199999999998e-05	0.0761599202	-0.0910502032	-0.0325813967	-0.08747944349999999	0.053503697	-0.0045802146	0.011050523400000001	-0.0397913736	0.0554619326	-0.09721683269999999	0.0455664451	-0.07418589889999999	0.058278845999999995	-0.10791159089999999	0.0365486905	-0.0811265298	0.0855958027	-0.022656118500000003	0.0733833915	-0.0672898116	-0.1982966028	0.0632254729	-0.0198954117	-0.0803265108	-0.0364973072	-0.1079786759	-0.0335590575	0.0213056943	-0.0234446448	0.040803756600000005	-0.0403114521	0.0456259996	-0.0240366945	-0.030682967000000002	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.0171233	-0.0171233	0.00029320740289000003	0.00029320740289000003	0.040074800000000015	0.040074800000000015	0.0016059895950400007	0.0016059895950400007	0.0211239	0.0211239	0.0004462191512100001	0.0004462191512100001	-0.000680452	-0.000680452	4.63014924304e-07	4.63014924304e-07	0.000114589	0.000114589	1.3130638920999999e-08	1.3130638920999999e-08	-1.3234899999999996e-23	-1.3234899999999996e-23	1.751625780099999e-46	1.751625780099999e-46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.7399716090781	-3.039494416123944	9.238526305648634	532520.4261640181	1049.5650105446705	-11.647263459798296	135.65874610195257	1101586.7113596343	803.0947869017433	-2.191046078208501	644961.2367487565	4.800682916832853	831.2621742608908	645.700143655606	1.140381	20.397631	0.05700245	0.0326064	-0.0229786983	0.027355442200000003	0.0155507276	0.0094438511	-0.0041991276	-0.060989369400000014	-0.044313921799999996	0.0017524143	0.044289004400000005	-0.0171810181	-0.0059539951	-0.1010435041	0.0744027318	0.09952363119999999	0.020518416	0.0281314793	0.048820953099999995	0.0122725978	-0.0673084122	-0.018132036	0.0595958842	-0.0125717129	0.1166015035	0.0469019517	0.0287783008	0.0539432861	-0.0034885684	0.0969069377	-0.10557542810000001	0.0025985808	0.030248764900000006	0.0196685882	0.0176044471	0.10528998279999999	-0.0095717702	0.09570899320000001	-0.0078861867	-0.0501080312	0.0366496948	-0.025049666800000002	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.0167362	0.0003871000000000013	0.00028010039044	1.4984641000000104e-07	0.034224300000000006	-0.005850500000000002	3.4228350250000015e-05	0.0011713027104900005	0.0431268	0.022002900000000002	0.00185992087824	0.00048412760841	-0.0006950519999999999	-1.4599999999999921e-05	4.830972827039999e-07	2.1315999999999766e-10	-0.000267339	-0.000381928	7.1470140921e-08	1.4586899718400002e-07	-0.000178711	-0.000178711	3.1937621521e-08	3.1937621521e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.4358138038267	-1.3041578052514071	1.7008275809981666	530618.7348320433	1047.5287149046565	-2.036295640014032	4.146499933540157	1097316.408549801	802.7272540558293	-0.3675328459139564	644371.044404012	0.13508039282561202	830.2817174117571	629.518187667238	1.158218	20.716679	0.16585633999999996	0.07481999999999997	-0.019054912900000002	0.031801308	0.0927642639	0.0035030341	0.0207378543	-0.0841067292	-0.0622754351	0.005691363499999999	0.0613883854	0.0406251331	-0.0682532141	-0.06240928780000001	0.0927233139	0.0388042973	-0.0610476291	-0.0516090356	-0.0178306283	-0.0186354099	-0.0355720128	0.0304901789	0.0071763033999999995	-0.1532201773	0.09159224710000001	0.043662321	-0.035615654	-0.0213737796	-0.0079357969	0.056752027300000014	-0.09021361929999999	0.0095821169	0.0315334173	0.09155310470000001	0.07701039679999999	0.0163531965	-0.05877030990000001	0.0075031791	0.0505781326	-0.0484234465	-0.0390679871	0.051884472599999995	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.0378752	-0.021139	0.00143453077504	0.0004468573209999999	-0.0207923	-0.055016600000000006	0.0030268262755600004	0.00043231973929	0.07531219999999998	0.03218539999999998	0.0056719274688399966	0.0010358999731599988	-2.85002e-05	0.0006665518	8.122614000400001e-10	4.4429130208324e-07	0.0001982	0.000465539	3.928324e-08	2.16726560521e-07	-0.000196927	-1.8216000000000017e-05	3.318226560000006e-10	3.8780243329e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.3530463816702	-0.08276742215650756	0.006850446170433539	530498.1601734593	1042.241742868292	-5.286972036364431	27.95207331329947	1086267.8505771349	803.4297593511478	0.702505295318474	645499.3782110433	0.4935136899504965	832.3185319135954	629.8248687360706	1.0034040000000002	17.947578	0.18214094	0.0918902	-0.0220249257	0.0240856161	0.027300567400000003	0.0315000982	-0.0042049653	0.0024350749	0.0140219845	-0.013825571699999999	0.0316143045	-0.0331876884	-0.1034248509	0.080701751	-0.025853739100000002	0.0003108156	-0.0038299525	-0.0043804555	0.0112724474	-0.0671867689	-0.0289572236	-0.0561914748	-0.07782436820000001	0.0711705191	0.0670733817	-0.1047639697	-0.0868938623	-0.18921143010000002	-0.0654313849	-0.0180021931	-0.16950498600000002	-0.017955308899999998	0.0257067662	0.0107469708	0.0429474742	-0.12268076210000001	-0.026430989300000002	0.022519585699999997	-0.0496726613	0.0403387074	-0.061695571500000004	-0.0095751581	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.025629500000000003	0.012245699999999995	0.0006568712702500003	0.00014995716848999988	0.0581455	0.0789378	0.00623117626884	0.0033808991702500004	0.038573	-0.03673919999999998	0.0014878763290000002	0.0013497688166399984	-0.000556663	-0.0005281627999999999	3.09873695569e-07	2.7895594330384004e-07	-0.000161075	-0.000359275	2.5945155625e-08	1.29078525625e-07	0.0	0.000196927	3.8780243329e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
730.1108968185562	1.7578504368859742	3.0900381584602097	533061.9216531963	1047.0778439664991	4.836101098207108	23.38787383208001	1096372.0113255323	802.822249176431	-0.6075101747168219	644523.5637727035	0.3690686123844635	833.8484119524161	634.3967747220239	1.006775	18.007864	0.04954165000000001	0.0300009	-0.0372537882	-0.0054765128000000005	-0.0269587472	0.010279685600000001	-0.044371191	0.011764125600000001	0.0883219354	3.98076e-05	0.036185434100000004	-0.0180630213	0.0165516629	-0.044518289	-0.074291307	-0.0276469612	0.0767080614	-0.0067497236	-0.0525424318	-0.0201798617	0.0581620211	-0.1000508533	-0.0394947783	-0.0381463266	-0.0665646863	-0.0398030464	0.1294826718	0.0158027775	0.057171540199999996	-0.0484586269	-0.010853311599999999	-0.0202093065	0.018416941200000002	-0.0501266213	-0.014280236100000001	-0.028866426	0.107964647	0.053355395099999994	-0.0573517157	-0.0052513863	-0.047957356799999996	-0.0787912224	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.0248572	0.0007723000000000035	0.00061788039184	5.964472900000054e-07	0.0445533	-0.0135922	0.00018474790084	0.0019849965408900005	0.0111632	-0.0274098	0.00012461703423999998	0.0007512971360400003	-0.000638404	-8.174099999999998e-05	4.07559667216e-07	6.681591080999996e-09	-0.000234681	-7.360599999999999e-05	5.507517176099999e-08	5.417843235999998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.6357335805658	-0.4751632379903867	0.2257801027375089	532368.3037176504	1047.991509368296	0.9136654017968342	0.8347844664405699	1098286.2037080391	804.1554565586682	1.3332073822372197	646665.9983130803	1.777441924051819	833.1885323673264	651.3988561055846	1.1385299999999998	20.364525	0.10862495	0.0506134	-0.049756299299999994	-0.0304678349	-0.08752893169999999	0.017026873	-0.027845867000000003	-0.0218023392	0.044053735499999996	-0.0600835615	-0.0040747799	-0.0454851434	0.0523543425	0.0073255511	0.0028643087	-0.0464147146	0.0359522674	0.0371591541	0.1852108003	-0.0526056854	-0.1014434294	-0.0911704109	0.0655616659	0.0425287483	-0.051275191799999995	0.10162180400000001	-0.09269823890000001	0.0381575891	-0.1003170265	0.0017950607	-0.015388133	-0.0384187783	0.0054517099	-0.08351325	0.000665389	0.051353779100000004	0.051582862699999996	-0.0231360158	0.002250826	0.0171544571	0.058265719699999996	0.0235851482	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.033057	-0.008199799999999997	0.0010927652489999998	6.723672003999995e-05	0.0166463	-0.027907000000000005	0.0007788006490000003	0.00027709930369	-0.0149724	-0.0261356	0.00022417276176	0.00068306958736	-0.00036566	0.00027274399999999995	1.3370723560000002e-07	7.438928953599997e-08	-0.000513882	-0.00027920099999999997	2.6407470992399996e-07	7.795319840100001e-08	-0.000375706	-0.000375706	1.4115499843599998e-07	1.4115499843599998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.137127877863	-0.4986057027027755	0.2486076467677285	531640.9512499792	1041.2167238641086	-6.774785504187322	45.89771862774665	1084132.2660543076	803.1540114458977	-1.0014451127705115	645056.3661016371	1.0028923138919426	830.5236065545856	652.6125244535714	1.0099570000000002	18.064777	0.061731796	0.03534	-0.0467831122	-0.012268826100000001	-0.0592541804	0.048920436100000006	-0.0011847938	-0.0378313254	-0.031817513	-0.0121080767	0.0250104278	0.0091965734	0.0453078564	-0.07214962	-0.044428691799999996	-0.0594722203	-0.0730126235	0.0743617905	0.0280890605	0.0200806647	-0.0804076526	0.0373951205	0.036134176000000004	-0.0446381879	0.08050112400000001	-0.0824254185	0.0792611117	-0.0874997351	0.0434775122	-0.0715279808	0.19267899100000002	-0.012478629299999999	0.0305024944	0.0176575455	0.0127008558	0.1119059885	0.0061309749	-0.046267459500000004	0.07752900480000001	-0.010820048999999998	-0.001339405	0.0820843658	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.0433886	-0.010331600000000005	0.0018825706099600001	0.00010674195856000008	0.014887	-0.0017592999999999984	3.0951364899999943e-06	0.00022162276900000006	-0.000903404	0.014068996	8.161387872159999e-07	0.000197936648448016	0.00029421	0.00065987	8.655952409999999e-08	4.354284169e-07	-0.000513882	0.0	2.6407470992399996e-07	0.0	-0.000324138	5.1567999999999985e-05	2.659258623999999e-09	1.05065443044e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.4708276130133	-0.6663002648498377	0.4439560429389639	530669.7466831885	1043.5096784424734	2.2929545783647427	5.257640698443835	1088912.4490031141	802.8273592587808	-0.3266521871169061	644531.7687744275	0.10670165134825826	831.2746457206114	637.4035681116931	1.073825	19.207178	0.057496521	0.0252485	-0.0433562912	0.0018362197	0.059837556500000014	0.044558050099999996	-0.0130529461	-0.0242948256	-0.07056380129999999	-0.006918741700000001	0.030159388399999997	0.026917699500000003	0.0456921033	-0.0347555961	0.1132401978	-0.0588340699	-0.053142536100000005	-0.070088475	0.022563976	-0.0177160674	0.04827448980000002	0.2064476293	0.0067381862	-0.1003803738	-0.014559223500000001	-0.0495792005	0.1065774999	0.0446159546	0.0044538228	0.0906359956	0.0043690531	-0.023284268900000002	0.0285381991	0.0564113776	0.003551772199999999	0.0571197549	-0.0795099591	-0.044208774000000006	0.0456780648	0.0336210894	-0.0006873788	0.0715846653	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.055795500000000005	-0.012406900000000005	0.0031131378202500005	0.00015393116761000013	0.0296815	0.0147945	0.00021887723024999995	0.00088099144225	-0.00846501	-0.007561605999999999	7.165639430010001e-05	5.7177885299236e-05	-1.7622999999999996e-06	-0.0002959723	3.1057012899999994e-12	8.759960236728997e-08	-0.000513882	0.0	2.6407470992399996e-07	0.0	-0.00016544	0.00015869800000000006	2.5185055204000012e-08	2.73703936e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.3995275992412	0.9286999862280254	0.8624836644199346	532023.6708619961	1045.4408853833204	1.9312069408470047	3.729560248375648	1092946.644831061	802.9530803873563	0.125721128575492	644733.6493035443	0.01580580217029539	832.1170231417811	638.2966335091386	1.035332	18.51865	0.131109425	0.05811040000000001	-0.0340817971	0.0013542626000000002	0.1068216166	0.0366998608	-0.0086460923	-0.0193560449	-0.0551435978	-0.0035051432	0.038120398300000004	0.0451058721	-0.0722487745	0.0224023947	0.0950199628	0.0035660587	0.10212079869999999	-0.053720990499999996	-0.0014259417999999999	-0.0077170914	0.1322483031	-0.0081876062	-0.0071595899	-0.030950368199999998	0.039619875	0.0478490839	-0.0583945541	0.0801479605	0.0378102876	-0.0713733734	0.0968066593	-0.0208363095	0.0274461047	0.0662399828	0.0403544468	-0.025558811	-0.0303151927	0.0044944079	-0.0674671889	0.039659633900000005	0.0618471317	-0.0853053449	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.0251482	0.030647300000000006	0.0006324319632400001	0.0009392569972900004	0.0628702	0.033188699999999995	0.0011014898076900002	0.00395266204804	-0.019814	-0.011348989999999998	0.00039259459599999986	0.00012879957402009995	-0.00074244	-0.0007406777	5.512171536e-07	5.486034552772901e-07	-0.000316358	0.00019752400000000006	1.00082384164e-07	3.9015730576000017e-08	-0.000345727	-0.000180287	3.2503402369e-08	1.19527158529e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
