global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
782.4132561364257	n/a	n/a	612170.5033780042	1035.3191194492065	n/a	n/a	1071885.6790970804	867.106707455932	n/a	751874.0421150671	n/a	867.5580498072409	788.7325395208137	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.6450500000000005e-09	n/a	n/a	6.996289502500002e-18	-1.2778399999999998e-10	n/a	n/a	1.6328750655999995e-20	3.45111e-10	n/a	1.1910160232099993e-19	n/a	0.0	n/a	n/a	0.0	0.00013932	n/a	1.94100624e-08	n/a	5.15063e-05	n/a	2.6528989396899996e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
773.6513367484853	-8.761919387940452	76.77123136076679	598536.3908527181	1006.8398070480881	-28.479312401118364	811.0712348404942	1013726.3970566313	864.2019758004054	-2.9047316555265756	746845.0549773246	8.437465990618158	864.2535496707886	768.7124634739515	1.753479	24.628622	0.19034686162772305	0.100518	-0.0182904306	-0.1192001383	-0.1031845041	0.0754236158	0.0590688183	0.0651705219	0.21003935989999997	-0.2568253378	0.0680340285	-0.0082965347	-0.0867337549	-0.049654381100000006	0.0400737775	-0.1266606582	0.060168775199999996	-0.0348281285	0.1759880699	-0.0636538121	0.22406905870000002	-0.0658281416	0.053176048600000005	-0.006725927099999999	0.38033843079999996	-0.0160536896	0.0612851824	-0.14024802720000001	0.19882833	-0.017852707	0.027520185899999997	-0.0186077906	0.0672094256	-0.0731715057	0.1581229297	-0.05015662059999999	0.0158248664	-0.08071817839999999	0.0329257008	-0.0519417939	0.040160778700000004	0.005334038199999999	-0.0257187981	0.19615940399999998	-0.19482199530000002	0.038439924199999996	0.0909353343	-0.1674537758	0.0012723923	-0.09032628359999999	-0.0278153312	0.008838901	-0.11544216730000001	0.050487655	-0.0619101126	0.20426319350000002	-0.0512921515	-0.29048093329999997	0.34801881310000005	-0.0117851906	0.0009000052	-0.29611565219999997	0.036856865499999995	-0.2321921034	0.10545263619999999	-0.23270448300000002	0.0767339604	-0.1297163496	0.0711664249	0.0062821561	-0.0598545029	0.0684233212	-0.0601788963	0.0923003208	-0.0094522185	0.07947286419999999	-0.0714362176	0.0945314684	-0.0144434644	0.0497094051	-0.1150387288	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-4.02442e-05	-4.0246845049999994e-05	1.6198085364787094e-09	1.6195956336400005e-09	0.071649	0.07164900012778401	0.0051335792193111926	0.005133579201000001	0.0637803	0.063780299654889	0.00406792666809	0.004067926624067434	0.000275345	0.000275345	7.581486902499999e-08	7.581486902499999e-08	-0.0	-0.00013932	0.0	1.94100624e-08	-0.000631375	-0.0006828813000000001	3.98634390625e-07	4.6632686988968994e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
771.3539443883882	-2.2973923600970916	5.278011656232486	594986.9075235246	979.5862480157942	-27.25355903229388	742.7564799267273	959589.2173016613	863.800968182422	-0.4010076179833959	746152.1126328895	0.16080710968071718	860.4701250110902	738.9388036129379	1.562686	21.948822	0.1383428942	0.0808529	0.0393923735	0.046591263499999994	-0.0511054891	0.087455252	-0.0762665372	-0.0500274596	-0.008943288800000001	-0.1345896119	-0.0119254325	0.0963475468	0.0396884812	-0.10324396699999999	0.0376516048	-0.09026408550000001	0.0237359223	-0.1028590009	0.0548108329	0.0791961882	0.042689532300000006	-0.057310433099999995	0.0508152408	-0.0243298907	0.1010003259	-0.04759323309999999	0.028847455600000002	-0.1198683686	-0.0692145717	0.109868958	0.09364411519999999	0.0572202638	-0.0430338341	-0.0939828506	0.11404359609999999	0.0159740131	-0.0550993274	0.0296721877	-0.0021404261	-0.0344327185	-0.12112870449999999	-0.08167010820000001	-0.0067468593000000006	-0.0327011063	-0.0624025102	-0.12044742970000001	-0.0152169352	-0.0395270534	-0.0425182216	0.0950944679	0.0654820258	0.0148806331	-0.07509315059999999	0.0914040782	-0.0681157568	0.07824370280000001	0.12193928550000001	-0.0552929977	-0.0172984602	-0.043024455999999996	0.0693292346	0.051793052400000004	-0.0681222856	-0.1045864342	-0.0169379617	-0.16345343880000002	0.0959435931	0.12396100609999999	-0.0403273563	-0.056144066299999996	0.0516862549	-0.0833831315	-0.1201879482	0.10824806869999999	-0.025246966200000002	-0.0710613089	0.0218703678	-0.0283658106	0.04614773	-0.0169838307	-0.0821525638	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.021028400000000003	0.021068644200000004	0.00044388776842619384	0.0004421936065600001	0.010753	-0.06089600000000001	0.0037083228160000006	0.000115627009	0.0639459	0.00016560000000000186	0.0040890781268099995	2.7423360000000614e-08	0.0008833629999999999	0.0006080179999999999	3.6968588832399993e-07	7.803301897689997e-07	-7.514119999999998e-25	-7.514119999999998e-25	5.6461999374399964e-49	5.6461999374399964e-49	-0.00011514	0.000516235	1.32572196e-08	2.66498575225e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
774.3644176981537	3.01047330976553	9.062949548810623	599640.2513970006	988.9731819080556	9.386933892261366	88.11452789768516	978067.954533344	865.5288592889111	1.7278911064890965	749140.2062619637	2.985607675884113	862.4590104326126	740.1051351597798	1.259232	17.686627999999995	0.2007901942	0.121513	0.0217700906	0.044430543600000004	0.0967332949	0.0758266564	0.0264995879	0.1330456646	-0.0416316927	-0.0925345326	0.0081470969	0.0593205854	0.1673702486	-0.0181174516	-0.010433005300000001	-0.1455246842	-0.2095225534	-0.09189501289999999	-0.0241512381	-0.026126614500000003	-0.0114041519	0.0230399404	-0.0028366246999999996	0.1467391955	0.08572580689999999	-0.0136024915	0.072552388	-0.0829156906	-0.0607306797	0.00043803440000000004	0.16637421119999998	-0.0343085169	0.035968148900000003	-0.08030410610000001	0.1192018978	0.0410674164	0.0399984131	-0.08389818380000001	0.022580656	0.09246066060000001	0.0832552868	-0.0934781935	0.0013540385999999999	-0.0061186514	-0.0050867865	0.0016178310000000001	0.0027018508000000003	0.1066661357	-0.0459452023	0.09282371869999999	-0.0425081246	0.0705670838	0.0788552345	-0.1279163817	-0.21452561850000001	0.10660261359999999	0.12620226539999999	-0.0807143857	0.0039693793	0.0413269673	-0.023287494500000002	-0.0662306961	0.0793156683	-0.0617080014	-0.053101246100000006	-0.0527144925	0.06748597860000001	0.1271955876	0.1032617867	-0.1857415888	0.050755735999999996	-0.1465124916	0.0079345643	-0.0136100398	-0.10933019599999999	-0.0227983963	0.17767662760000005	-0.0589460072	-0.10138570699999999	0.0236607904	0.08127306690000001	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-4.02442e-05	-0.021068644200000004	0.00044388776842619384	1.6195956336400005e-09	0.0919418	0.0811888	0.0065916212454400006	0.008453294587240002	0.0641096	0.0001637000000000027	0.0041100408121599995	2.679769000000089e-08	-0.000567783	-0.0014511460000000002	2.105824713316e-06	3.22377535089e-07	-0.0	7.514119999999998e-25	0.0	5.6461999374399964e-49	-0.000631375	-0.000516235	3.98634390625e-07	2.66498575225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
774.9190725358859	0.5546548377321869	0.3076419890197186	600499.5689798776	990.0753341002727	1.1021521922170905	1.2147394548089383	980249.1671937666	865.8512729862207	0.32241369730957103	749698.4269318589	0.1039505922128277	863.2013976239389	767.7398268631242	1.536875	21.586285	0.2871326442	0.14618599999999998	-0.054403290099999994	-0.0529145463	-0.016429019099999997	0.0474619869	0.0412391972	0.09345944519999999	0.10027682310000001	-0.040630549700000004	0.0994624325	-0.0130074123	0.11429086710000001	0.1103798008	-0.0297268773	-0.10993903390000001	-0.032617682200000005	-0.1382659591	0.0548417379	-0.046198959299999995	-0.0235956142	-0.0305276018	-0.1045066964	-0.1118722989	-0.0385222023	0.043794756100000005	0.1347097928	-0.0759586958	-0.056686909	0.0048466696999999994	0.0686819201	0.024611906	-0.0941568567	0.0393605995	-0.029587089700000006	0.0935173944	0.0871963774	0.0164040165	-0.009970013	0.0830857397	0.0488915012	0.0810314726	0.0189184354	0.0913276801	0.046679943200000004	0.2016267441	-0.041662905099999994	-0.0677362721	-0.012001650400000001	0.0159315841	-0.0623567747	-0.0305678663	0.165043214	0.06405329309999999	-0.0166121386	0.060628870099999996	0.1208387879	-0.13757156310000002	0.1053911572	0.111686922	-0.0394773103	0.05585406230000002	0.087905971	0.0595319997	0.0126350444	-0.007608749499999999	-0.0317389812	0.2185229195	-0.0174388292	0.0410743992	-0.0435013179	0.0728079485	0.0430263134	-0.0458095837	-0.10708419949999999	6.085180000000001e-05	-0.025572761	-0.1456273478	-0.0055331858	0.0037665110999999998	0.0906527902	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.0376006	0.0376408442	0.0014168331520886732	0.00141380512036	-0.0201053	-0.1120471	0.012554552618410002	0.00040422308809	0.024505900000000004	-0.0396037	0.0006005391348100003	0.0015684530536900002	-0.00017942599999999995	0.000388357	1.5082115944899998e-07	3.2193689475999985e-08	0.0007639519999999999	0.0007639519999999999	5.836226583039998e-07	5.836226583039998e-07	0.00017313599999999998	0.0008045109999999999	2.9976074495999995e-08	6.472379491209999e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
770.9889874395059	-3.9300850963800262	15.445568864788394	594424.0187529946	980.5758080430857	-9.499526057187039	90.24099531117555	961528.9153193504	866.0844694219045	0.23319643568379436	750102.3081738219	0.05438057761562603	862.7710010732374	752.4307921795239	1.406366	19.753214	0.17132229	0.08172860000000001	-0.030617263999999998	-0.0147137446	-0.0125003279	0.1233474742	-0.021378983900000002	-0.0162507352	-0.0064213187	-0.0643240966	-0.0801081169	-0.0554264076	0.037433695499999996	-0.0951425328	0.10050456880000001	-0.1147518396	0.0327503783	-0.027561629900000002	0.091900171	0.0245747031	0.0069792976	0.0587689535	-0.0194892256	-0.059337169400000014	-0.0663788101	0.0148953396	-5.73297e-05	0.09791790310000001	-0.1507050241	-0.1215605186	0.1870504961	0.0149234821	0.08855774710000001	0.0209256165	0.1931162817000001	-0.0156341434	0.0093529896	-0.0113051345	0.1292029425	0.0076961497	0.0664436888	0.066640714	-0.1305267159	-0.0774334244	0.0747786537	-0.0894001948	-0.07169290269999999	-0.0074440971	-0.0707726082	-0.0349862245	0.0958931911	0.0620909052	-0.013321086599999999	0.0460957438	-0.044976893899999995	0.1555471296	-0.023227083199999998	-0.008273130600000001	0.0327557241	-0.007328874	-0.0240365403	0.0927212558	-0.11408164130000001	0.049950698200000004	0.0185221936	-0.0363047786	0.0639309738	0.1736624696	0.12706613619999998	-0.1253959785	-0.0200401586	-0.0927052966	0.1286533003	-0.0797692602	-0.06983169730000001	0.1298709484	-0.0549333165	0.0141793789	0.045629112400000005	0.0665101937	-0.055261034900000006	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.009736270000000005	-0.027864329999999996	0.0007764208863488995	9.479495351290012e-05	0.0287686	0.048873900000000005	0.00238865810121	0.0008276323459599999	0.0700172	0.045511300000000005	0.0049024082958400005	0.00207127842769	-3.24058e-05	0.00014702019999999994	2.1614939208039996e-08	1.05013587364e-09	-0.0	-0.0007639519999999999	0.0	5.836226583039998e-07	0.000102653	-7.048299999999998e-05	1.0537638408999997e-08	4.967853288999997e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
770.4699307335361	-0.5190567059697742	0.2694198640121926	593623.9141645399	980.8793064787633	0.3034984356776249	0.09211130045876542	962124.2138782595	865.0908109953947	-0.9936584265097964	748382.1112686697	0.9873570685739242	862.0290824682481	749.23072986692	1.253439	17.605267	0.16595448	0.07884679999999998	-0.0341675647	0.02473542	0.070144574	-0.045365427400000005	0.0694541767	0.0775261886	-0.0508630893	0.1348012748	-0.0463857689	-0.0435062918	-0.0349011026	-0.0023078017	0.0725227356	-0.1099235027	-0.025144269500000004	0.0089610684	-0.0974032142	-0.0268583583	0.17353405370000002	0.0287613796	0.0018532012	-0.0632842601	-0.0611434493	0.0305238313	-0.0369040719	0.0318991335	0.06750573280000001	-0.0052191278	0.0581239828	0.0343852627	-0.0141312391	0.0085160746	-0.0277326675	0.0081877618	-0.07788353469999999	0.0744506224	0.0071206108999999984	-0.053223807000000005	-0.0117290443	0.0802874949	-0.0818392445	0.0332834029	0.1958737291	0.0645503825	0.0931728669	-0.0117139047	0.0348050935	-0.027750006600000002	-0.0623636738	0.035327202599999996	0.0420946043	-0.0358154292	0.0414071787	0.0941576418	0.0506265773	0.1825769723	0.10363887570000001	-0.0254661366	-0.0011340874000000001	0.059670629	0.0165552169	0.0997637961	0.0165885598	-0.08425390320000001	-0.0429796058	0.0944225174	0.0454711212	0.045520804299999995	0.0095838915	0.0788005979	-0.0645136997	-0.101222025	0.0906657981	0.0431200697	0.0183896331	0.009186711	-0.0074816589	0.0392014302	0.0255146116	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.0132516	-0.022987870000000004	0.0005284421671369002	0.00017560490255999996	0.0756654	0.0468968	0.0021993098502399995	0.005725252757159999	0.0591867	-0.010830500000000009	0.0035030654568899994	0.00011729973025000018	-0.000899802	-0.0008673962	7.523761677744398e-07	8.09643639204e-07	0.000348605	0.000348605	1.21525446025e-07	1.21525446025e-07	-0.000386132	-0.0004887849999999999	1.4909792142399998e-07	2.389107762249999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
770.9084754183236	0.4385446847875301	0.1923214405553941	594299.877471804	976.3903819655808	-4.4889245131824955	20.150443285050713	953338.1779948928	864.1655932079407	-0.9252177874540166	746782.172484432	0.8560279542213058	860.8999944021625	758.6681390685995	1.100319	15.454605	0.07430684	0.041959300000000005	-0.073159978	0.0471082351	-0.0372987284	-0.0533506493	-0.0577372417	-0.0527239797	0.031919766	0.0956844716	-0.0894468193	0.0379416933	-0.0303307536	-0.0827280296	0.0107574574	0.0243758582	0.1016825087	0.0619943528	0.08075353269999999	0.053690933499999996	0.1738788123	0.0413953639	-0.0824672135	-0.1135282929	-0.0560621757	-0.0451201586	0.0782262062	-0.0517341137	-0.0197380812	0.0099968162	0.030812557999999997	-0.09449437990000001	0.0380816492	0.0104268772	-0.1727995668	-0.0735780273	0.0839629079	0.0791181849	0.0150182372	-0.044998747900000004	0.0156419146	-0.0002355949	0.1142874377	-0.3151941027	0.089141311	0.0364424131	0.0025548588	-0.0241908803	0.0531305013	0.0440420508	0.08528292900000001	-0.05843362940000001	-0.050973656799999996	0.018878185500000002	0.060627021399999995	0.0675773601	-0.006327944300000001	0.0670942611	0.11519912449999999	-0.0360091303	-0.06294508830000001	0.1136502182	-0.11183491529999999	-0.0464710632	0.10457112800000001	0.060158252999999995	0.0372711637	0.1280793941	-0.0475799772	0.1677146087	0.0259473108	0.1152234554	-0.005599062199999999	0.0312938611	0.022062238799999998	0.05830763980000001	-0.0048128922	0.0038809228999999996	-0.1300487112	0.0197981186	0.027923162999999997	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.00395414	0.017205739999999997	0.00029603748894759983	1.56352231396e-05	0.0681678	-0.007497599999999994	5.62140057599999e-05	0.00464684895684	0.0592872	0.00010050000000000335	0.00351497208384	1.0100250000000676e-08	-0.000359832	0.0005399700000000001	2.915676009000001e-07	1.2947906822399998e-07	0.000798695	0.00045009	6.37913703025e-07	2.025810081e-07	-0.000386132	0.0	1.4909792142399998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
768.6009626435643	-2.3075127747592887	5.324615205677311	590747.4397766138	979.2437176296093	2.853335664028464	8.141524411616754	958918.258517058	863.4209252107428	-0.7446679971978938	745495.6940917751	0.5545304260507223	860.5002316832542	751.2912819642039	1.204989	16.924767000000006	0.06749008000000001	0.034137	-0.059468605599999995	-0.0492615104	0.0832299642	-0.0074735646	0.1539253873	-0.0124035601	-0.0633984982	0.1288659601	-0.056765086	0.0248788237	-0.1599237172	0.0667475239	-0.0173342677	-0.0801426963	-0.0073583993	0.0348799638	-0.11956885689999999	-0.0153063959	-0.0633988625	-0.1664426343	-0.12191990009999999	0.09357545199999999	0.07428494620000001	0.063479682	-0.0650171542	-0.0270716108	0.0003812578	0.0618061356	-0.0587038074	0.0651326859	0.0537994757	-0.02605896	0.0228986875	0.018351976000000002	-0.08494325529999999	-0.0295310565	-0.0675980752	0.041395878	-0.1665411034	0.035804749	0.16622843380000002	-0.1478916125	0.0374778719	0.0044532391	-0.0443402753	-0.0928384475	0.0148807895	-0.046712403799999996	-0.1427076906	-0.018428944699999998	-0.0770594899	0.12468740769999999	-0.0294937082	0.0135678894	0.0742943704	0.07030537099999999	-0.07164739269999999	0.1526041779	0.16885574620000002	-0.141822935	-0.0496045438	0.0257745919	0.0855867331	0.0209872906	-0.104920889	0.0464910179	-0.012225229099999999	0.0164218312	0.060128879800000014	-0.0562971929	-0.056491770999999996	0.049271303200000005	0.1306959041	-0.0565827749	0.0473538684	-0.0446167658	0.0611659457	-0.0327065753	0.0444158392	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.00402742	7.328000000000022e-05	5.3699584000000325e-09	1.62201118564e-05	0.053775300000000005	-0.014392499999999997	0.00020714405624999984	0.002891782890090001	0.056328	-0.002959200000000002	0.003172843584	8.756864640000011e-06	-0.00063022	-0.00027038800000000004	7.310967054400003e-08	3.971772484e-07	0.00127388	0.000475185	1.6227702544e-06	2.2580078422500004e-07	-0.000130403	0.000255729	1.7004942408999997e-08	6.5397321441e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
767.182868489458	-1.4180941541063703	2.0109910299106617	588569.553703713	975.120092140408	-4.123625489201231	17.00428717519009	950859.194095918	863.1508291173262	-0.27009609341655505	745029.3538059277	0.07295189967888444	859.9800422756903	749.7748857973271	1.385617	19.461782	0.07816842	0.0441726	-0.018630771799999998	0.0538296883	-0.0564228853	-0.03295199	-0.0260564943	-0.0582325364	-0.09053235300000001	0.060847632199999994	-0.196130621	0.09478943810000001	-0.0725690068	-0.0369780485	0.0507426653	0.18164472059999998	0.1343176304	-0.0469728176	-0.1419840275	0.0900630407	-0.05812905650000001	0.13355959539999998	-0.01531379	0.14913877890000002	0.1503985908	0.010732897199999999	-0.059117476900000014	-0.010773108200000001	0.0325667237	0.0072965355	0.0143117315	0.1506659665	0.0093162986	0.023770006899999998	-0.021297174300000003	0.0259433873	0.0389300299	-0.021717350299999997	-0.140195235	0.06220972070000001	-0.0199901431	0.1425159634	0.010192716800000001	-0.08852647050000001	-0.0581024424	0.0219354102	0.10822570449999999	-0.0824871318	0.0799710409	0.0705093623	0.0245882508	0.0046220244	-0.1300025331	0.16331021699999998	0.0576658799	-0.17428765300000001	-0.0249960068	0.0969121015	-0.0963580527	-0.0490843657	-0.1367184736	-0.0366153833	0.1029976874	-0.061590289699999995	0.1621390372	-0.0405368669	-0.047939856600000004	-0.07867615879999999	0.1571359456	0.025754148799999998	-0.0646218724	-0.0615609776	-0.1577664268	-0.060737643099999995	0.0774923103	-0.1499158717	0.1594684275	0.0115957501	0.0321356043	0.0133395496	0.1699950422	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.00412144	9.401999999999936e-05	8.839760399999876e-09	1.6986267673599994e-05	0.0472387	-0.0065366000000000105	4.272713956000014e-05	0.0022314947776899997	0.0512436	-0.005084399999999996	0.00262590654096	2.585112335999996e-05	-0.0004264	0.00020382000000000006	4.1542592400000026e-08	1.8181695999999995e-07	0.0006434990000000001	-0.000630381	4.1409096300100005e-07	3.973802051609999e-07	0.000364464	0.000494867	1.3283400729600001e-07	2.44893347689e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
