global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
747.1240628024257	n/a	n/a	558194.3652184029	1191.7279178746685	n/a	1420215.4302418926	n/a	736.393476734148	n/a	n/a	542275.3525766061	830.6912845968884	646.8937644132798	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0
741.7857797479855	-5.338283054440126	28.4972659693226	550246.143036327	1157.5093045224105	-34.21861335225799	1339827.7900559544	1170.9134997513288	736.7873893285667	0.3939125944187936	0.15516713204174495	542855.657073605	825.2502431747597	631.4850806556567	1.46046	25.636995	0.08473393500000001	0.053641199999999986	-0.12665575310000002	-0.0611523516	0.01192137	-0.07709093360000001	-0.0974352249	-0.06480422820000001	0.1821661037	0.1066474157	-0.0916507382	0.0652145187	0.1136735752	-0.049706970700000006	0.0533361754	-0.0166779411	0.1207184998	-0.0369421625	0.0729585062	-0.021281068599999998	0.0094932603	-0.1256075677	0.025263444	-0.1376089573	0.1685815128	-0.0853353792	-0.045869161299999996	0.044519639900000005	-0.0702609981	0.08785062619999999	-0.0749237373	0.034032671699999996	-0.09276351779999999	0.0423482979	-0.048393091799999996	0.017918165700000002	-0.0404067632	0.1586886341	-0.0301368623	0.0855447751	-0.0827965138	0.1626286054	-0.1495472769	-0.1274406372	0.023328699799999998	-0.1272930678	0.051343397699999994	-0.0915147185	0.0185000353	-0.0681170847	0.2076115705	-0.0135877471	0.14179053689999999	0.09854719470000001	-0.0417402754	0.1423692425	-0.2260554775	0.0149610871	-0.0025718601	0.1141396378	-0.23569267649999998	0.19520474420000009	-0.0030952298	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.0130985	-0.0130985	0.00017157070225000005	0.00017157070225000005	0.0137405	0.0137405	0.00018880134025	0.00018880134025	0.0503324	0.0503324	0.00253335048976	0.00253335048976	9.38737e-05	9.38737e-05	8.812271551690002e-09	8.812271551690002e-09	-5.7377e-05	-5.7377e-05	3.2921201289999994e-09	3.2921201289999994e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
739.5626310036517	-2.2231487443337983	4.942390339432944	546952.8851770435	1143.4904534558784	-14.018851066532081	1307570.4171447305	196.52818522560761	736.1662515983882	-0.6211377301785888	0.3858120798514093	541940.7499924214	822.9570649506877	635.3624240265539	0.992325	17.419335999999998	0.074852215	0.046686	-0.0655680058	-0.0133514747	0.0663147641	-0.0514408205	0.0405593181	-0.0739241504	0.08268493219999999	0.0412825673	-0.0988336978	0.0480793444	0.0293295632	-0.049225482800000005	-0.0198584609	-0.044192680199999994	-0.0058304145	0.020235902	-0.0754438686	0.0817243689	-0.0475780231	-0.0019011253	-0.0452026528	0.054125327699999996	0.0804638861	-0.0759941613	-0.10397584789999999	0.0891406683	0.0090069759	0.0371167545	0.08674458939999999	0.07688286400000001	-0.038325325	0.020534631299999998	0.089858094	-0.038964167	-0.07658992860000001	0.038134332400000005	-0.0393005305	-0.0095035596	0.007864694200000001	-0.10855374710000001	0.0205679477	-0.0651920712	0.0761621104	0.014978610900000001	-0.017200681399999997	-0.008394509599999999	0.0968594251	-0.06151577110000001	-0.0268378432	-0.0306371088	-0.046698144299999994	0.0207209595	-0.0274153828	0.0504401416	-0.0532734949	0.199908014	-0.0199992761	0.127957758	-0.1115025541	0.033281540299999995	0.07493533940000001	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.0126865	0.00041200000000000085	0.00016094728225	1.6974400000000073e-07	0.0297875	0.016047	0.0008872951562500002	0.00025750620899999993	0.0930733	0.04274090000000001	0.0018267845328100007	0.008662639172890002	0.000273518	0.00017964429999999998	3.2272074522489994e-08	7.4812096324e-08	-0.000190779	-0.00013340200000000002	3.6396626841000006e-08	1.7796093604000007e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
738.549053814915	-1.01357718873669	1.0273387175273716	545454.7048909063	1141.5908425029581	-1.8996109529202843	1303229.6516866137	3.6085217724547096	736.7853844008982	0.6191328025100802	0.3833254271439859	542852.7026667794	824.1097485905517	623.1177819595439	1.027823	18.042475	0.17491767	0.0983445	0.0094754014	-0.0220871787	0.11199406390000001	-0.0064511783	0.09827842380000001	-0.08393381470000001	0.0017661475	0.1451138808	0.03204939	0.10056405550000001	-0.0646090986	0.0666725232	0.0879248404	-0.094119354	-0.0269833134	-0.10227212449999999	0.0098891568	0.0207610545	-0.0468644966	-0.0825250369	-0.0901558393	-0.1157701731	-0.0673858007	-0.0481130587	0.07351275269999999	0.1968424389	0.1112346236	-0.0317610551	0.1888617808	0.07056809160000001	-0.0812970168	0.0539191904	-0.0499449332	0.0612048562	-0.0142224104	-0.0370189148	-0.0162293039	0.0337998152	-0.0389402416	0.0624123634	-0.007077437	0.0038152573	0.1493483657	-0.0536982821	-0.032465253199999995	0.0255438136	0.0180419688	0.0226977229	0.0494339233	-0.026096509700000003	-0.0052077128	0.0867288714	-0.06107133360000001	-0.0679293619	0.0762313157	-0.060690586399999996	0.0868259266	0.0732983116	-0.0333117291	0.115820862	-0.21847137460000002	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.0113087	0.0239952	0.00012788669568999998	0.0005757696230400001	0.12251	0.0927225	0.015008700099999998	0.008597462006249997	0.092588	-0.000485300000000008	2.355160900000077e-07	0.008572537744	-0.000507291	-0.0007808089999999999	6.09662694481e-07	2.57344158681e-07	-6.28316e-05	0.00012794740000000006	3.947809958560001e-09	1.6370537166760008e-08	0.000245537	0.000245537	6.0288418369e-08	6.0288418369e-08	0.0	0.0	0.0	0.0
739.1019849613599	0.5529311464448483	0.3057328527088143	546271.7441738222	1144.0319428818573	2.441100378899137	1308809.0863340371	5.958971059861508	737.3990593447553	0.6136749438570632	0.3765969367179697	543757.3727225299	823.0962365277143	617.0884367554122	1.251896	21.975864	0.19216047	0.123996	0.1173793832	0.019602778300000002	-0.0145234973	-0.1023346533	0.0438050545	0.0166316506	-0.019664602399999998	-0.0398894165	0.1169553827	-0.0010892098	0.0383919526	-0.1825239497	0.0188702024	0.042741854	0.028618453999999998	0.0417613075	-0.009015805600000001	-0.0218702708	0.0040611777	0.030662721400000002	0.07079275089999999	-0.042302430300000006	0.2204318328	-0.11515061800000001	0.1550999463	0.09759378880000001	0.0200850016	-0.08086222009999999	0.0694835876	0.09239854730000001	0.0661239055	0.0705184512	-0.015702741200000002	-0.0945216115	0.1152201793	-0.0498999049	0.0247697192	-0.0598726025	-0.0265719936	-0.0172684227	-0.0458671332	0.0920022683	-0.0047613690000000005	0.0123936894	0.0447266187	-0.18316158219999998	0.0169336968	-0.04703668440000002	0.0526321601	-0.0934045878	0.1197221749	-0.0300570002	-0.0598427629	-0.024062540499999997	0.0560866449	-0.0447985612	-0.0668624163	0.0895987259	-0.0914604527	-0.024302663399999997	0.0616335934	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.00800251	-0.0033061900000000005	6.404016630009997e-05	1.0930892316100003e-05	-0.00144797	-0.12395797	2.0966171209000003e-06	0.0153655783265209	0.112114	0.019525999999999998	0.00038126467600000015	0.012569548996	7.73824e-05	0.0005846734	3.4184298466756003e-07	5.98803582976e-09	1.43642e-05	7.71958e-05	2.0633024164e-10	5.95919153764e-09	0.0	-0.000245537	0.0	6.0288418369e-08	0.0	0.0	0.0	0.0
740.6452271508757	1.5432421895158086	2.3815964555015467	548555.3525013722	1144.110334625487	0.0783917436297088	1308988.4577968435	0.0061452654693059895	737.2207878595673	-0.17827148518802005	0.03178072243114245	543494.4900522811	821.9331315090965	632.7646524720996	1.400285	24.580694	0.13604749000000002	0.07979960000000001	-0.0711257482	0.0347668075	-0.1020017077	-0.023369739700000003	-0.19202695739999998	0.029227760099999996	0.08576536900000001	0.05378219	-0.028848135299999998	-0.013995367199999999	0.19852263760000002	0.019341118600000002	0.043556002	0.044808586500000004	-0.0655799929	0.1147974818	0.0804505486	-0.0375478483	0.0142654007	0.0163783119	0.083199831	-0.0263685267	0.0608016904	0.0849466257	-0.0264320894	0.0248982856	-0.0177269782	-0.0835648537	-0.0008630986	-0.0844800239	0.0075380805000000006	-0.019994121200000003	0.0037159491999999997	-0.0064284355	-0.0652955338	0.083387191	0.0047657094	0.0325822834	0.046139735999999994	0.0687663587	-0.1618638478	-0.0894952618	-0.12177184640000001	-0.1532842278	0.0791568869	0.0101977844	-0.0336548282	-0.0457724132	-0.046474552300000006	-0.1136246002	0.1501157206	0.0896163806	0.0593321204	-0.0087543034	-0.0326880101	0.0722387683	-0.0414849192	0.046490547300000004	0.038571533399999997	-0.1503050382	-0.0087506671	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.00843894	-0.01644145	7.121570832360001e-05	0.0002703212781025	0.06956119999999999	0.07100917	0.004838760545439999	0.0050423022240889	0.0966045	-0.01550950000000001	0.0002405445902500003	0.00933242942025	0.000310562	0.00023317959999999999	5.437272585616001e-08	9.6448755844e-08	0.00026980200000000003	0.00025543779999999996	7.279311920400001e-08	6.524846966884e-08	0.00017313	0.00017313	2.9973996899999995e-08	2.9973996899999995e-08	0.0	0.0	0.0	0.0
740.8034811820618	0.15825403118606118	0.025044338386638824	548789.7977314614	1138.2014797921586	-5.908854833328405	1295502.6086010595	34.914565441348465	737.1688268174927	-0.051961042074594836	0.002699949893477816	543417.8792314786	821.3732792125087	639.014194360756	1.270584	22.303913	0.13031184	0.063914	-0.0991703476	0.11743081699999999	-0.0390063237	-0.0705035143	-0.030970065	-0.0722213021	0.0809476204	-0.16496078150000001	-0.0948660233	-0.0101119623	0.049120465999999995	-0.1204312148	0.0610232743	0.1779859972	0.0135536541	0.134783906	0.043758434000000006	-0.047327543300000004	0.0520379687	0.1742012972	-0.029317366600000002	-0.1734263952	-0.0072965858	0.1494303648	0.033642211400000004	0.0629589842	0.0427450574	0.0821411874	-0.0679494969	0.0901670308	0.0020355543	-0.0778719264	0.0609043825	0.0292083836	-0.1425060265	0.0495489823	0.0040337981	-0.11317960279999999	0.08982211820000001	-0.020231823899999998	0.19943404039999998	-0.076548507	-0.0384984858	0.058395249800000014	-0.029405207200000002	-0.08945547039999999	-0.00907708	-0.2032226268	-0.0325328961	0.0358695221	0.0458326392	0.0716868819	0.066860074	0.0049928318	-0.1640052806	0.06586429860000001	-0.0382491156	-0.0796563991	0.0053570276000000005	-0.0008613247	-0.0502613628	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.0225823	0.03102124	0.0005099602732900001	0.0009623173311376	0.10029	0.03072880000000001	0.0100580841	0.0009442591494400008	0.13466800000000004	0.038063500000000035	0.0014488300322500034	0.01813547022400001	0.000155982	-0.00015458	2.38949764e-08	2.4330384324000002e-08	-0.00013714899999999998	-0.00040695099999999996	1.8809848200999997e-08	1.6560911640100002e-07	0.000124695	-4.8434999999999986e-05	1.5548843025e-08	2.3459492249999995e-09	0.0	0.0	0.0	0.0
741.133078865282	0.3295976832201859	0.10863463278411402	549278.2405883323	1138.9367881748285	0.7353083826699276	1297177.0074579942	0.5406784176246647	738.0897012341078	0.9208744166149928	0.8480096911760031	544776.4070678543	823.6668268019037	632.2747615999202	1.415864	24.85417	0.10489314500000003	0.0543511	-0.025675807400000004	0.1430470247	0.1059919619	0.0086627099	0.0276998935	-0.1012438343	0.0183795998	0.0019449789	0.0161365982	0.1946838038	0.09304436960000001	0.054759453099999994	0.0162455859	0.0571303476	-0.058729354299999995	0.0329711955	0.0604090153	-0.0094240235	0.0406895025	-0.0060266476	-0.0972996951	-0.0298320564	-0.1089865176	0.09415448369999999	0.0043490557	0.2198965536	0.054436377300000005	-0.0013220123000000001	-0.0381550827	0.007627028	0.025413249500000002	-0.0020230004	0.0430922412	0.0811088777	-0.0492281017	0.0145762908	0.053743976900000004	0.12709532199999998	0.0497212639	-0.033017794100000004	0.0678958234	-0.030598766200000002	0.1157342123	-0.0423215541	0.1251036898	0.0645846354	-0.0244410998	-0.1154082615	-0.0798560868	-0.020117677	0.0312664411	0.0269143443	0.020605834	0.0357156609	0.0316007256	-0.0786390427	0.051515306600000005	-0.09656056910000001	-0.0580103471	-0.0426959491	-0.2373212531	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.00431904	-0.02690134	1.86541065216e-05	0.0007236820937956	0.059702	-0.040588000000000006	0.003564328804	0.0016473857440000006	0.130485	-0.004183000000000048	1.74974890000004e-05	0.017026335224999998	-3.31681e-05	-0.0001891501	3.5777760330010006e-08	1.1001228576099998e-09	0.000117413	0.00025456199999999995	1.3785812569e-08	6.480181184399998e-08	0.00034539900000000003	0.00022070400000000006	1.1930046920100002e-07	4.8710255616000015e-08	0.0	0.0	0.0	0.0
742.0842205287641	0.95114166348219	0.9046704640116672	550688.9903577835	1147.7776176714783	8.840829496649803	1317393.4596276141	78.16026618883322	736.8951541907469	-1.1945470433607852	1.4269426388019937	543014.4682698046	823.4243384674107	639.0481471934812	1.44301	25.330687	0.14596685499999998	0.0886232	0.0841257307	0.1700219778	-0.0153474592	-0.0353299012	0.12584596720000002	0.0695294626	0.10483606349999999	-0.061256509199999996	0.1046989425	-0.064371089	-0.0638213034	-0.09044966550000001	0.092907685	0.0820648132	0.0653668424	-0.0163729056	0.0343065029	-0.1708160006	-0.0726485246	-0.1695278006	0.0254225218	-0.0716371074	-0.008173525	-0.0179925909	-0.15029245230000002	-0.0621222503	-0.06294818940000001	-0.0111694642	0.0710046481	-0.0116294053	-0.016181142199999998	0.10589051890000001	-0.0390364135	-0.042529468	0.08474769759999999	0.0837893973	0.0162921801	0.0777447062	-0.06591657299999999	0.043868377300000004	0.1569142496	0.13921586130000002	0.008090846899999999	0.0530128525	-0.0907581294	-0.0853878751	-0.0223610752	-0.1578752466	0.019744315800000002	-0.023830128199999998	-0.0159372021	0.006438730699999999	-0.0397483291	-0.0761055881	0.041860964300000005	0.012269035	-0.1061182441	0.0976467609	-0.021856928799999998	-0.0455041298	-0.1297584832	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.0264241	0.03074314	0.0006982330608099999	0.0009451406570596	0.140007	0.08030499999999999	0.019601960049	0.0064488930249999975	0.117176	-0.013308999999999988	0.0001771294809999997	0.013730214975999999	4.970520000000001e-05	8.287330000000001e-05	6.8679838528900025e-09	2.4706069070400005e-09	0.000465895	0.00034848199999999995	2.17058151025e-07	1.21439704324e-07	0.00034456	-8.390000000000372e-07	1.187215936e-07	7.039210000000625e-13	0.0	0.0	0.0	0.0
739.664137595896	-2.4200829328681266	5.8568014019595935	547103.0364454807	1142.1128883074853	-5.664729363993048	1304421.8496380665	32.08915876728507	735.5482326445829	-1.346921546164026	1.8141976515208904	541031.2025465694	821.5579091074909	639.012149009387	1.446153	25.38586	0.28530499	0.166105	0.0079743941	0.0458458549	-0.1173133876	-0.055934665099999996	-0.0016167449	0.0760874255	-0.0267257114	0.0817921303	-0.028853819300000007	-0.0639872923	0.084185024	-0.0324226069	-0.0262485809	-0.1073615617	-0.1813485372	0.0430970868	-0.093844365	-0.0727969679	-0.0445980099	0.0505310817	-0.0592353599	-0.07141841040000001	0.0108567837	-0.086872856	0.0261672725	-0.0900494126	-0.0130687694	-0.06925864940000001	-0.12190539369999999	0.1093291201	-0.0157692524	0.0752406305	0.03156677	0.0637398668	0.0054147458	-0.12259184599999999	-0.000773382	0.16287884800000002	0.0648732385	-0.0755987231	-0.0526770869	-0.0026466205	-0.0476668387	-0.053244831799999996	-0.0437601241	-0.0025242223999999997	0.2051574002	0.0383877154	-0.1528405821	-0.024051721800000002	-0.0844212952	-0.0377667179	0.0579646301	0.1509930731	0.007784822399999999	-0.0471579704	0.0108716503	0.0074272109	-0.0366627235	0.014386929	-0.0486617805	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.00799387	-0.03441797	6.39019575769e-05	0.0011845966589209	-0.022825	-0.162832	0.0005209806250000001	0.026514260224	0.132399	0.015222999999999988	0.00023173972899999962	0.017529495200999997	0.000795006	0.0007453008	5.5547328248064e-07	6.320345400359999e-07	-8.92576e-05	-0.0005551526	7.96691915776e-09	3.0819440928676005e-07	0.000188373	-0.000156187	3.5484387128999984e-08	2.4394378969000002e-08	0.0	0.0	0.0	0.0
