global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
714.7762303647223	n/a	n/a	510905.05949440255	1248.8104042711434	n/a	1559527.4258158563	n/a	772.7489163989136	n/a	597140.8877956951	n/a	870.5937382215352	675.5140877462347	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.68519e-09	n/a	1.3580625336099999e-17	n/a	-8.94076e-10	n/a	7.9937189377600015e-19	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	-0.0	n/a	0.0	n/a	5.58467e-05	n/a	n/a	3.1188539008900007e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
709.1533185653343	-5.622911799388021	31.617137103697033	502898.4292322265	1215.482133148896	-33.328271122247315	1477396.8160041908	1110.7736559980244	771.6290312347867	-1.1198851641269132	595411.3618443353	1.2541427808315628	862.1643708246419	680.4252203125392	1.574966	22.005043	0.19084403900888602	0.112394	-0.0070697995	0.1823748368	-0.0078504905	0.1040306022	0.49724528490000003	-0.4592254264	-0.20843521010000002	0.0409458767	-0.0517047718	0.0486637847	-0.1974735776	0.09640130359999999	-0.13352572070000002	0.0045244524	0.1294786065	-0.025893329500000003	0.049123712699999995	-0.0453043923	0.09197269949999999	-0.0742379917	0.050824355099999996	-0.0928098433	0.0777796206	-0.06468072309999999	0.10141869949999999	0.038725712	-0.0381235264	0.06302166349999999	-0.048210146399999994	0.0818055487	-0.0810924665	0.060368635999999996	-0.08167229940000001	0.1359639024	-0.0975944559	0.1262864262	-0.0661258696	0.0535557588	-0.049038651399999994	0.0026705973	0.0128336032	-0.1030249865	-0.07467387219999999	0.0441093841	-0.2328959123	0.2425552491	-0.1474799544	0.4854105276	-0.0767105037	-0.0398174883	0.3891572964	-0.0685625176	0.07769448150000001	-0.06932092849999999	0.1409983274	-0.1142137808	0.0614590835	-0.1709253316	0.0058535977	-0.09058989880000001	0.0138919782	-0.0441774995	-0.21109541510000002	0.1650529346	-0.0682325234	0.0444515971	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	8.767680000000001e-05	8.767311481000001e-05	7.687221258240001e-09	7.686575060487443e-09	0.0646883	0.064688300894076	0.004184576156890001	0.004184576272562514	0.0840703	0.0840703	0.00706781534209	0.00706781534209	-0.000276025	-0.000276025	7.6189800625e-08	7.6189800625e-08	-0.00042119	-0.00042119	1.774010161e-07	1.774010161e-07	0.000198587	0.00014274030000000005	2.037479324409001e-08	3.9436796569000006e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
707.0635276161006	-2.0897909492337017	4.367226211499098	499938.8320849243	1189.6719533121811	-25.81017983671495	1415319.3564976202	666.165383203567	770.877860302294	-0.7511709324926414	594252.6755042431	0.5642577698218645	857.5291257470192	650.3143238436469	1.590481	22.221819	0.1258305618	0.0620692	-0.0612902663	-0.07910936889999999	0.0795454217	-0.009575751700000001	0.0930929866	-0.08972342859999999	-0.18888098550000001	0.1639747206	-0.0348002278	0.0452574223	-0.0709600401	-0.0145078867	0.028480681	-0.0779213417	0.0974808018	-0.0632841983	0.0905653724	0.0630930209	0.056147868600000005	0.11395821490000001	-0.0433681154	0.022140559700000003	-0.11582460039999999	-0.12114785789999999	-0.0231339782	-0.0028624617	0.04897617519999999	-0.0902404025	-0.0724766148	0.0050102419	-0.05942410820000001	-0.11035645890000001	-0.0758700105	0.0182417108	0.0723760179	-0.04857788	-0.0641171169	0.0194319636	-0.04818569599999999	-0.0522203315	-0.0359217539	-0.0198431843	0.0564353638	-0.0300923242	-0.1161376474	-0.0549569366	0.043211697	0.2536150769	-0.0463174046	0.0635448861	0.1553208935	-0.034009896	-0.0345618362	-0.0828884923	-0.007961424699999999	0.0483732669	0.017383133999999998	0.0096941112	0.0028189596999999996	0.1344523709	0.18686653890000002	-0.0946786459	-0.0704130821	-0.10664651859999999	0.0587672541	0.1455377948	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.015259899999999996	-0.015347576799999997	0.00023286454800999995	0.0002355481136318982	0.0187761	-0.04591219999999999	0.00035254193120999995	0.00210793010884	0.0707826	-0.013287700000000001	0.00501017646276	0.00017656297129	0.000221414	0.000497439	4.902415939600001e-08	2.4744555872100005e-07	-0.000824493	-0.000403303	6.797887070490001e-07	1.6265330980900006e-07	7.366729999999999e-05	-0.00012491970000000002	1.5604931448090005e-08	5.426871089289999e-09	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
711.0688507847842	4.005323168683616	16.04261368559377	505618.9105563937	1188.469530630361	-1.2024226818200532	1412459.825236751	1.4458203057553292	772.6156522707422	1.7377919684481642	596934.9461337443	3.0199209256029445	857.6634230973117	683.4445407535612	1.542041	21.545027	0.094597435	0.0571674	0.028641356200000002	0.0594951067	-0.1678776291	0.0176655504	0.1334754789	-0.034237387	-0.121924701	-0.17705179199999999	-0.1427174374	-0.035999667	-0.0853090214	0.15613997	-0.024206551200000002	-0.052480068600000006	0.15564380490000002	-0.0523928841	0.0859527533	-0.1261176444	-0.0016884617	0.0567279739	-0.0166007486	0.1558485079	-0.1070868453	0.237556789	-0.1497784299	0.0132857425	0.0242485709	0.009928530500000001	-0.17005547640000002	0.1289324197	-0.006938102	-0.0017004726000000002	0.2349717086	-0.0224263674	-0.0697835094	-0.043246556299999996	-0.0522224387	0.0571037023	-0.0019652113000000002	-0.0440975578	-0.0013523672	-0.0478344178	-0.101188288	-0.026328684900000003	-0.20226406370000002	0.0953817726	0.1214381674	0.0318082195	-0.0227306027	-0.0935212944	0.0550613007	0.026205497999999997	-0.1016244322	-0.0318419801	-0.08566661119999999	-0.0189783395	-0.1609018242	0.1719765736	0.18241805449999998	0.0158058535	-0.0115842085	-0.06166232150000001	-0.0462566989	-0.0884302875	-0.0185631932	-0.2262914987	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.0192023	-0.0039423999999999996	0.0003687283252899999	1.5542517760000002e-05	0.0671812	0.048405099999999986	0.00451331363344	0.0023430537060099995	0.06851950000000001	-0.0022630999999999897	0.0046949218802500026	5.1216216099999564e-06	-0.00027173	-0.000493144	7.383719289999999e-08	2.4319100473600004e-07	-0.000824493	0.0	6.797887070490001e-07	0.0	0.00038026	0.00030659270000000003	9.399908369329e-08	1.445976676e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
706.7188133434837	-4.350037441300515	18.922825740716327	499451.48113362177	1181.5614992582127	-6.908031372148344	1396087.5765293154	47.72089743858572	771.0972985379442	-1.5183537327980048	594591.0438125154	2.305398057901635	856.3327606204643	678.4098910350352	1.389132	19.408623	0.08294264999999999	0.0430653	-5.86913e-05	0.16210884150000002	-0.0060567837	0.0117273554	-0.0870687099	0.0246977425	-0.0023864075	-0.0126928918	-0.0206274949	-0.0407967273	-0.12810715890000002	0.058109476500000014	0.060559145099999996	-0.109808154	-0.0237084577	0.0906869761	0.109814218	0.0380404461	0.027642001200000002	0.09457183179999999	-0.00036254300000000016	-0.020150771499999998	-0.0169322688	-0.0998102119	-0.0021135369	0.030021435699999998	-0.051277777999999996	-0.000363459	-0.011396013100000001	-0.0024120139	0.016012289	-0.080742535	-0.023675312	0.0301660654	-0.0035288129	0.0200403664	0.12283951470000001	0.0055102403	0.18551085920000002	0.0163788771	-0.19001372	-0.0358296363	0.0200145163	-0.0974471562	0.0300528029	0.022884246400000002	0.0925580769	0.0331849084	-0.1870561499	0.0172071871	-0.0496039516	-0.0375315206	-0.0493658607	-0.0190994346	0.0775597274	-0.038767212	0.049932808700000005	0.1287394395	-0.0737574151	0.1309546783	0.0181733566	-0.028132663199999998	0.0205040941	0.0884025605	-0.123432659	-0.012934952900000001	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.0338293	-0.014627	0.00114442153849	0.00021394912900000006	0.0334568	-0.033724399999999995	0.00111935746624	0.0011373351553599993	0.07389049999999997	0.005370999999999959	0.0054598059902499965	2.884764099999956e-05	0.000137832	0.000409562	1.8997660224e-08	1.67741031844e-07	-0.000698225	0.00012626800000000002	4.875181506250001e-07	1.5943607824000005e-08	0.000331685	-4.857499999999998e-05	2.359530624999997e-09	1.10014939225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
706.8626797547518	0.1438664112680499	0.02069754429114767	499654.84803006885	1179.8946494183187	-1.6668498398939846	1392151.3837259773	2.778388388754602	770.801015944564	-0.2962825933801696	594134.206181172	0.08778337514007893	854.053443408016	669.2536573444369	1.203882	16.820356	0.07955837500000001	0.0438833	0.0108211655	0.0233097695	0.0774325591	-0.06233752190000001	-0.0313376852	0.025801285499999996	0.0684347529	-0.050739497800000005	-0.036689735	1.85028e-05	-0.0437438504	-0.055371948899999995	-0.057127977	0.0127462661	-0.1160310808	0.0581490012	0.1221103544	-0.1000821124	-0.054536190199999994	0.0483520872	-0.0684193015	-0.102618136	-0.039026453100000004	0.023147852200000003	0.048415174500000005	-0.0263097083	0.1302528435	-0.0374756459	0.0317232286	0.024668698	0.0437883119	-0.0247386687	0.0879270506	-0.07746359650000001	-0.0395422284	-0.0545412419	0.05732139	-0.06854448769999999	0.0374128803	0.0422449395	0.1060446803	0.053796212	-0.0318118327	-0.070324765	0.0644472848	0.07619777330000001	-0.07186403150000001	-0.0369640144	-0.0419134849	-0.0199477071	-0.0831621874	-0.0123355161	-0.051179091600000004	-0.1376802252	-0.0007663896	-0.08478463720000001	-0.0192705903	0.010882544499999999	-0.046094252599999996	0.0690240667	0.0428260212	0.04993733349999999	0.009187923	0.017994973	-0.07649833190000001	-0.1282819625	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.033886800000000016	-5.750000000000893e-05	0.0011483152142400005	3.306250000001027e-09	0.0708745	0.037417700000000005	0.005023194750250001	0.0014000842732900007	0.08398739999999999	0.01009690000000002	0.007053883358759999	0.00010194738961000041	-1.47595e-05	-0.0001525915	2.1784284025e-10	2.328416587225e-08	-0.000542776	0.000155449	2.9460578617600003e-07	2.4164391600999998e-08	0.0	-0.000331685	1.10014939225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
705.3815347406929	-1.4811450140588251	2.1937905526713166	497563.1095531354	1183.3904500299673	3.4958006116485194	1400412.9572221285	12.220621916402164	769.8449687506917	-0.9560471938723368	592661.2759107535	0.9140262369111694	854.0464906841589	670.5708053666061	1.049951	14.669664	0.05146097500000001	0.030743400000000008	0.0297093508	-0.0319232542	-0.0026632659000000005	0.0229421939	-0.022852690099999996	0.0014442804000000002	0.06624531389999999	0.0295189386	0.0055772664	-0.0099652407	0.053412456500000004	-0.0949883015	-0.0392775948	-0.0616032167	-0.010532485900000001	0.0244900661	-0.1133501928	0.15882207550000002	-0.1452754677	-0.0331831358	-0.0035704832000000002	0.0207366388	0.047711131100000005	0.0374549255	-0.1564087922	0.0461268975	0.0209127336	-0.0748654813	0.0736367111	0.0173521673	0.0391659957	-0.038376398900000004	-0.0835289729	0.047806458899999994	0.0644596252	-0.025000940299999996	-0.2284157759	0.1069664393	0.0835759382	-0.0835266796	0.0601940717	0.0046450269	-0.027159850299999996	0.0534988567	0.10572460380000001	-0.0686849162	-0.050537012400000005	-0.0227503029	0.0154544496	-0.051346533	-0.0580024904	-0.0083711624	-0.0027151141	0.1754190759	0.047689956799999995	0.04499217	-0.0578747405	-0.0219149638	0.0007464075	0.0977482744	0.1295205794	-0.0968710631	-0.12082937519999999	0.1602885379	0.0958209881	-0.0154278811	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.0394277	-0.005540899999999988	0.0015545435272899995	3.070157280999986e-05	0.0448604	-0.026014100000000002	0.00201245548816	0.0006767333988100003	0.08392829999999997	-5.9100000000020254e-05	0.007043959540889995	3.492810000002393e-09	0.000249213	0.0002639725	6.2107119369e-08	6.968148075624999e-08	-0.000409811	0.00013296500000000005	1.67945055721e-07	1.7679691225000006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
705.8542822674646	0.4727475267716272	0.2234902240686904	498230.2677953175	1185.251108186422	1.8606581564547469	1404820.1894571416	3.4620487751815774	768.9938812414952	-0.8510875091965318	591351.5893868586	0.7243499483103565	854.2122582582257	670.0160829861907	0.982431	13.726284	0.126608165	0.06482719999999999	0.024576735899999997	-0.08732631939999999	-0.0626846831	0.0493886324	0.0126348012	0.047312707999999995	0.0177556306	0.0721514371	0.06309122219999999	0.0077964646	0.0332397417	0.0225108708	-0.0841178408	-0.068840724	-0.0586176554	-0.127467823	-0.17699203800000002	-0.0190086783	0.0332311255	-0.05379394480000002	0.0388689365	0.0889025593	-0.0227817032	0.059516688099999986	0.1234153058	0.07338758849999999	0.1212217963	0.16567201980000001	-0.0105140479	-0.0761070111	-0.0020372768	-0.10531578050000001	0.1046861396	0.1130519441	0.08947671550000001	0.0139217776	0.0180166172	-0.1565234651	-0.0418789752	0.0170452647	0.119129402	-0.028058981099999998	0.0503820587	0.0645352437	-0.0767584391	-0.11096839929999999	-0.029150247400000006	0.0074100751	0.1101882948	0.0104059704	-0.1109754877	0.1542434485	0.022412782200000002	0.004597425	0.0272467521	0.0949456139	0.0449528936	-0.1066199717	-0.09481302949999999	0.0576622214	-0.061379860599999995	-0.0615004133	-0.07953434	-0.0472145593	0.0357197992	-0.1530670424	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.0407221	-0.0012944000000000009	0.0016582894284099998	1.6754713600000031e-06	0.0917267	0.046866299999999986	0.008413787492889999	0.00219645007569	0.0588528	-0.02507549999999997	0.0034636520678400003	0.0006287807002499983	-0.000503925	-0.000753138	2.53940405625e-07	5.672168470439999e-07	-9.55097e-05	0.0003143013	9.122102794089998e-09	9.878530718169e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
705.8587733236236	0.0044910561590540965	2.0169585423777736e-05	498236.6078779307	1180.8062981768774	-4.444810009544653	1394303.5138141806	19.756336020948343	769.7721588793397	0.7782776378445533	592549.1765857594	0.6057160815688977	852.3857829285757	677.2796759480708	0.9491480000000002	13.261266	0.10650693	0.0495593	0.0491580096	-0.074926063	0.006172199399999999	-0.075781035	-0.0089923872	0.0101395064	0.034910454300000004	-0.0048306687	0.006364798499999999	0.080034273	0.0896617714	-0.0383593701	-0.0676719292	-0.0880949893	-0.0200762121	-0.0009041397999999999	-0.023068730699999998	0.09250383289999999	0.061131102300000004	-0.0025420966	0.0724492846	-0.021220304	0.0096154964	-0.0250062465	-0.0323100982	-0.0374796554	0.15090940449999998	0.026851580299999997	-0.0629828487	0.0622598988	-0.0459412643	0.0583084822	0.08936598779999999	0.0189756674	0.0146347889	0.0897935108	0.0793475622	-0.04908102	-0.09632074730000001	-0.1182042052	-0.0238989526	0.10133037310000001	0.0029648873	0.0719623153	0.0326519973	-0.0697136815	-0.0004815558	0.0023841666	0.0594797517	-0.1374133709	-0.0602369246	0.014931159099999999	-0.0517685542	0.0600300051	0.041538393	0.026595227599999997	0.026225743399999998	-0.0518916846	-0.045638491100000005	-0.092942355	-0.0705303057	-0.0456371865	-0.01761033	-0.0368269835	0.052571819900000004	-0.0132465624	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.0435681	-0.0028460000000000013	0.00189817933761	8.099716000000007e-06	0.0660663	-0.025660400000000003	0.004364755995689999	0.0006584561281599999	0.07636529999999997	0.017512499999999966	0.005831659044089995	0.00030668765624999883	0.000162544	0.0006664689999999999	2.6420551936000002e-08	4.44180927961e-07	3.83809e-05	0.0001338906	1.4730934848100004e-09	1.7926692768359998e-08	-0.000409401	-0.000409401	1.67609178801e-07	1.67609178801e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
706.4495247057913	0.5907513821676957	0.3489871955330429	499070.9309570384	1182.3514801452463	1.5451819683689791	1397955.0226016548	2.3875873153726332	770.6934086282025	0.921249748862806	593968.3301029576	0.8487010997797829	855.2149403630467	678.0443664392168	0.8225719999999999	11.492774	0.067559665	0.0304996	0.0523050827	-0.07507817650000001	-0.0185624354	0.0295967667	-0.0104183179	0.0779175283	0.0273725298	0.0766237004	-0.04752658269999999	-0.0460412935	0.0529544967	-0.0009366797	-0.063342778	-0.025675175499999998	0.0172486872	-0.018530913899999998	-0.0717066021	0.0990678168	0.0295385565	-0.0812260058	-0.0773704603	0.028310852400000006	0.06354613190000001	-0.0592202585	-0.0716048548	0.018547687099999998	-0.09556960279999999	-0.0850298007	0.055132971399999994	-0.0906401436	0.1349126166	0.044231727199999994	-0.039390981400000004	-0.052011696100000004	-0.1207802357	0.0813609046	0.0311718207	-0.0491366922	-0.0371399589	-0.0245418857	0.0515436203	-0.0203933118	-0.058791272699999994	0.0361387661	0.012324806	-0.0838286291	-0.014583849	-0.0302443194	-0.0314237606	-0.0875965684	-0.1023333413	-0.0280920095	0.0331977381	0.0484618941	0.0277361752	0.070124066	-0.0172733315	0.032628887599999996	-0.0533905484	0.0090049858	-0.055329345999999995	-0.0033987277	-0.0173327695	-0.043347095700000005	0.0673383501	0.1054075444	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.0339967	0.009571399999999999	0.0011557756108899998	9.161169796000002e-05	0.07745349999999998	0.011387199999999986	0.005999044662249997	0.00012966832383999968	0.0587807	-0.017584599999999968	0.00345517069249	0.00030921815715999904	-0.000298929	-0.000461473	8.935854704100002e-08	2.1295732972899999e-07	-4.80984e-05	-8.64793e-05	2.31345608256e-09	7.47866932849e-09	-0.000441778	-3.2377000000000046e-05	1.048270129000003e-09	1.9516780128400005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
