global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
715.3373337034749	n/a	n/a	511707.50098999654	1248.25905017178	n/a	1558150.6563357543	n/a	776.0051713934077	n/a	602184.0260293122	n/a	873.4592563370326	667.4427961212177	n/a	n/a	n/a	n/a	-0.003293952	0.048947694699999995	-0.10612177140000001	0.7627290187000001	0.2782335143	0.14764099279999998	-0.1879357357	-0.0226810073	0.0053813885	0.0552796868	-0.16660306449999998	0.1625915491	-0.0426852733	0.1082287056	-0.2041386657	0.012473500700000001	-0.0893520623	0.0559219399	-0.1464012988	0.0961637873	-0.1217680442	0.0006013742	-0.011860601399999999	0.1802062998	-0.04343688	0.1111481644	-0.018970341499999998	0.0500897749	-0.0655379729	0.1268260596	-0.0119521375	0.12324832	-0.053773279900000005	0.058718110199999986	-0.1346564391	0.0392006636	-0.06912556759999999	0.09582986060000001	-0.130597013	0.0128583411	-0.2930349686	-0.36149515670000004	0.14997981470000002	-0.6306009199	0.0588273004	-0.0354839771	0.24336001510000002	-0.1018104605	0.055480423200000004	-0.0295242725	0.0577435385	-0.0380135083	0.034148047	-0.033044557	0.032483022400000006	-0.075782341	0.1044991425	-0.0311548902	0.020807746999999998	-0.0519570103	0.0173367552	-0.0015377760999999998	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.121944	n/a	0.014870339136000003	n/a	-0.12969000000000006	n/a	0.016819496100000015	n/a	-0.168444	n/a	0.028373381136000006	n/a	0.00335526	n/a	1.12577696676e-05	n/a	0.00141292	n/a	1.9963429264e-06	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
711.3234809720842	-4.013852731390672	16.111013749292347	505981.0945822431	1214.8423782643354	-33.41667190744465	1475842.0040269461	1116.6739613698005	774.8561910766867	-1.1489803167210084	600402.1168498709	1.3201557682123088	864.1509290752707	662.5707868766308	1.407163	20.09219	0.2362729	0.135781	0.0149207357	0.1030067168	0.0076377608999999985	0.3216186357	0.0960999205	-0.0245911187	0.0400530343	0.026402344900000003	0.0582002784	-0.0183186333	-0.0892021417	0.0988254183	-0.010319038	-0.0517183925	-0.0715943862	0.0484888083	-0.1338106294	0.1571989944	-0.17976472440000002	0.0513222178	-0.024646256000000002	-0.068768429	0.1291195368	0.0266332648	-0.0468694408	0.1076514337	0.0530092805	-0.009979217299999999	0.0020925244	-0.0051357987	-0.1272394426	0.0021125401	-0.0047899002	-0.0587485989	0.08276601759999999	0.0242027647	0.0393804932	-0.0287676755	-0.0337846015	0.1407573138	-0.1363441608	-0.1882850747	0.11188745	-0.21071461989999998	0.0067229991	0.0045638606	0.0731625109	-0.0306941731	0.0886121046	-0.056970748099999996	-0.041282627	-0.0628971479	0.0214858316	-0.0003927655	-0.04886026190000002	-0.0013186464999999999	-0.1114367968	0.018595195	-0.07250784860000001	-0.0839330442	-0.006474423000000001	-0.00017142360000000002	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.0868294	-0.03511460000000001	0.007539344704359999	0.0012330351331600008	-0.112815	0.016875000000000043	0.012727224225000005	0.00028476562500000143	-0.08797289999999999	0.08047110000000003	0.007739231134409999	0.006475597935210003	0.00183429	-0.0015209700000000002	3.3646198041e-06	2.3133497409000004e-06	0.0008576460000000001	-0.0005552739999999999	7.355566613160002e-07	3.083292150759999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
705.774411917969	-5.5490690541151935	30.79216736733889	498117.520518155	1195.9124135467732	-18.929964717562143	1430206.5008752684	358.34356420814765	773.6021772765062	-1.2540138001805872	598460.3286869507	1.5725506110433576	860.5390023037912	658.0144984808018	1.4855120000000002	21.210894	0.22301475	0.128177	0.0831005783	0.1512683272	0.0191698674	0.1188025276	-0.0160821758	-0.0861708217	-0.046663210499999996	0.04276961940000002	0.18588213809999998	-0.0352454158	-0.0715389473	-0.0863883369	-0.1341616478	-0.0570941293	-0.12577482710000001	0.12307489390000001	-0.0481623709	0.13386259039999998	0.0017476538000000001	-0.04062211	0.0692768795	-0.013504586	-0.1044677161	0.1256298532	0.0207336579	-0.0795553646	0.038389256600000005	-0.1498268832	-0.011755623	-0.0095088525	-0.0288993687	-0.039978684199999996	-0.009215076800000001	0.0434260374	-0.0367029112	0.17011942370000002	-0.0527243139	0.0823549785	0.0333672332	-0.06685754940000001	-0.0997116944	-0.1284088806	0.0709825952	0.0244379471	0.063953032	-0.0808578413	-0.0479300007	0.0604633433	0.1240735632	0.029142742000000006	0.045102599900000005	-0.0057456831	0.0126703504	0.1740896974	0.0495336255	0.2210168445	-0.2099828826	-0.08696086800000001	-0.0094843109	0.018411246699999998	0.1214252792	0.0334932551	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.104256	0.0174266	0.010869313536	0.00030368638756	-0.0336194	0.0791956	0.00113026405636	0.006271943059360001	-0.011934899999999998	0.076038	0.00014244183800999995	0.005781777443999999	0.000922769	-0.0009115210000000001	8.515026273609999e-07	8.30870533441e-07	0.000953216	9.557e-05	9.086207426560002e-07	9.133624900000002e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
702.1172507973255	-3.657161120643536	13.374827462346687	492968.6338671945	1195.262378292751	-0.6500352540222138	1428652.1529620434	0.4225458314717241	772.3347118196721	-1.2674654568340884	596500.9070815761	1.6064686842676443	860.780604164456	638.9345060380398	1.374509	19.625946	0.08325785	0.046845300000000006	0.12310763289999999	0.08873127439999999	-0.036208854900000004	0.0606673921	-0.0741765929	-0.1761116474	0.037203171	0.118533187	0.2278702016	-0.0016694434	0.0654875774	0.014564829599999999	-0.0628294465	-0.0541485204	-0.0392069662	0.0990674859	0.071834249	-0.009765387700000001	0.0225777961	0.0104280013	0.0222446548	0.0815805335	-0.0211506693	0.1273782574	0.0242462843	0.1030769423	-0.0083095996	0.0139924134	-0.0854374169	-0.0710611977	-0.0479686337	-0.10470064529999999	-0.0517610102	-0.026224336	0.0247702379	-0.08628421789999999	0.18345948239999998	0.0006942081	0.1553830587	-0.0226116336	-0.11463476189999999	-0.1513041684	-0.0033260815000000004	0.1369794935	-0.025669197799999998	0.0106999813	-0.0190050703	-0.047918645499999996	0.13936571609999998	-0.0411891073	0.0576438286	0.157318764	-0.1050086542	-0.0175906715	-0.19218794109999998	0.1616527653	-0.0029648278999999996	0.1577539428	-0.0304550783	0.1161066364	0.0617618718	0.041078403	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.0695234	-0.034732599999999995	0.004833503147560001	0.0012063535027600002	-0.0273886	0.006230800000000005	0.0007501354099599997	3.8822868640000066e-05	-0.0119141	2.0799999999997907e-05	0.00014194577881	4.3263999999991285e-10	0.00136279	0.0004400210000000001	1.8571965841e-06	1.9361848044100008e-07	0.0005477640000000001	-0.0004054520000000001	3.000453996960001e-07	1.6439132430400006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
702.967514881512	0.8502640841865059	0.7229490128575176	494163.3269786888	1180.3264371426774	-14.935941150073633	1393170.4982179268	223.08233803846284	773.0571087781324	0.7223969584603083	597617.2934324052	0.5218573655927043	854.2571960855718	614.0713120720112	1.717641	24.525351	0.18310605	0.101696	0.1635981818	-0.21759534870000002	-0.1376926942	-0.1348926751	0.1472582775	-0.0045189472	-0.1469829408	0.19087604760000002	-0.0584548104	0.10864905009999999	0.1435083205	-0.0184344369	-0.0363208683	0.0417397359	0.040002669500000004	0.06405233889999999	0.246959132	-0.0402998734	-0.1521910379	-0.0309905595	-0.0650398988	0.0299572496	0.07538938719999999	0.13442424449999998	-0.1020094571	-0.0735097019	-0.0203467943	-0.0124660479	0.0072574127	-0.1365626958	0.0125562395	0.0509688163	-0.0258812665	-0.0836834945	-0.0011910539	-0.0411380368	-0.036051297	-0.0333278137	-0.0626019129	0.1739272593	0.1402319574	-0.1278132851	-0.1808657315	0.0070582890000000014	-0.0328066467	-0.0786433819	0.0660790289	0.0683411029	-0.10854251890000001	-0.0231339069	-0.1503316852	-0.0821719118	-0.19563417670000002	-0.1225532415	0.041547007000000004	0.2175580049	0.10495727390000001	-0.026359154300000003	-0.0022757643	-0.1010598917	-0.1150880126	-0.0457581846	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.0369158	-0.032607599999999994	0.0013627762896400001	0.00106325557776	-0.108814	-0.08142540000000001	0.011840486596000002	0.00663009576516	-0.0488565	-0.0369424	0.00238695759225	0.0013647409177599999	0.00188348	0.0005206900000000001	3.5474969104e-06	2.711180761000001e-07	0.000425841	-0.00012192300000000007	1.81340557281e-07	1.4865217929000017e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
710.4525736453962	7.485058763884241	56.026104698800275	504742.8593993671	1180.2025230390186	-0.12391410365876256	1392877.9953876652	0.01535470508555455	775.0986894349896	2.0415806568572634	600777.9783638385	4.168051578453735	855.8165330074904	651.2642962636777	1.695709	24.212198	0.1900079	0.0942968	0.021166602599999997	-0.1314464899	0.0602383392	-0.1327523093	0.0966612606	0.1912936201	-0.0594339489	0.07374373570000001	-0.1342714058	0.0032707684000000004	0.0607141958	0.0351410563	0.1408158031	-0.11106899390000001	-0.0172900586	0.029789143599999998	0.021081246600000002	0.101151571	-0.0306293239	0.0022611337	-0.11381496460000001	-0.0480290739	0.038428675600000003	-0.1226422851	-0.1016593245	-0.031231382599999996	-0.0140210696	0.14026436109999998	0.06748104860000001	-0.1031387239	0.077783016	0.1199397974	-0.09414099890000001	0.0046921702	0.0703648481	0.19374333300000002	-0.0379706805	0.010111018499999999	0.086828371	-0.0463671371	0.13584786710000002	0.0254220429	-0.0904614444	-0.032898524	0.054779253099999994	0.1349683992	0.0517126098	-0.1068988578	0.024003521200000003	0.0725077721	-0.0984551525	-0.0044388657	-0.13155292300000002	-0.1528395231	0.0461541983	0.1876386122	-0.0799420946	-0.0258659692	0.0353988648	0.0402583609	-0.1921486347	-0.0603052002	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.029725	-0.007190799999999997	0.000883575625	5.170760463999996e-05	-0.0374286	0.07138540000000003	0.00140090009796	0.005095875333160003	-0.0965046	-0.04764810000000001	0.009313137821160002	0.002270341433610001	0.00101245	-0.0008710300000000001	1.0250550025e-06	7.586932609000002e-07	0.000425841	0.0	1.81340557281e-07	0.0	-0.000404642	-0.000404642	1.6373514816400002e-07	1.6373514816400002e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
710.799223600618	0.3466499552217783	0.12016619145526093	505235.53627124144	1181.6052306924355	1.4027076534168827	1396190.9211997236	1.9675887609542977	776.4208214416948	1.3221320067051463	602829.291968196	1.7480330431541775	856.8876416049236	665.3997394222017	1.385367	19.780975	0.16014189999999998	0.0997681	-0.0942857283	-0.0837242283	-0.0484643922	-0.11699741150000001	-0.0268604519	0.1451721016	0.0286435423	-0.060551037599999996	-0.050880845300000005	0.0120638113	0.09304129259999999	0.1056727234	-0.022769762599999997	0.0487187061	0.13395269880000002	-0.024008349900000003	-0.0053813704	-0.0182399645	0.0764215587	0.040372375099999996	-0.0084251081	0.0015064676999999999	0.0350925045	-0.0320202484	-0.2624760405	0.09233145039999999	-0.041023567000000004	-0.0214321648	0.1369409207	-0.1222108626	0.08731355140000001	-0.0200457918	0.0193601881	-0.038186542999999996	-0.069768205	0.0524873048	-0.0827108297	-0.0974314907	-0.039448923500000004	-0.1277361048	0.0588964067	0.1072446218	-0.042968310499999995	-0.0131950088	-0.13243711460000002	0.060109226900000014	0.061699652800000004	0.0480516712	-0.059866009299999995	0.1104107258	-0.08671800730000001	-0.094143695	0.0386960564	-0.2195839478	-0.0083014499	0.053858192400000005	-0.049341229	0.016371207	0.0667617397	-0.06551952230000001	-0.1047252082	-0.105822029	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.0265584	-0.003166600000000002	0.00070534861056	1.0027355560000012e-05	-0.101105	-0.0636764	0.010222221025	0.004054683916959999	-0.134452	-0.03794739999999998	0.018077340304	0.0014400051667599984	0.00211948	0.00110703	4.4921954704e-06	1.2255154208999998e-06	0.000425841	0.0	1.81340557281e-07	0.0	-0.000404642	0.0	0.0	1.6373514816400002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
711.1100641390308	0.3108405384127764	0.0966218403207447	505677.5233198165	1189.2264920805835	7.621261388148014	1414259.64946629	58.08362514647579	776.2573131768003	-0.1635082648945172	602575.4162604649	0.026734952688815605	858.8290851281221	684.4913404513243	1.261959	18.01889	0.12619325	0.0758922	-0.1023722409	0.0499306028	0.085429566	-0.0435920134	-0.0576301905	0.0791868654	0.2093164861	-0.0817450988	0.05270755110000002	-0.0344825579	0.0015672359	0.056986097199999995	-0.0158515474	-0.1093611213	0.019154003500000003	0.0388225653	-0.086891466	-0.051857764400000006	-0.07030684870000001	0.037236619900000004	0.055476769100000003	0.0158423221	0.0058548214	-0.0851131966	0.0466660983	0.0730657834	-0.05938560320000001	0.052471470199999995	-0.041466070699999996	0.11348521630000001	0.025707499300000002	0.0795430921	-0.09699403820000001	0.0215117795	-0.114726935	-0.0673816179	-0.0999337193	-0.06808387889999999	0.0371636231	-0.00041059519999999994	-0.015685681899999998	0.0932693084	0.0787896833	0.0300716001	-0.0987787814	0.11280569369999999	-0.0672972068	0.0782467201	0.061907846600000004	-0.12238892800000001	-0.0228329002	0.013463066999999999	0.062220310999999986	-0.1126867994	0.0935586459	0.0082836909	-0.045581746299999996	0.0218941034	0.0523658846	0.1536917099	-0.036256664300000005	0.000163294	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.0173373	-0.0092211	0.00030058197129000005	8.502868520999999e-05	-0.0353191	0.06578590000000001	0.0012474388248099998	0.004327784638810001	-0.122069	0.012382999999999977	0.014900840761000003	0.00015333868899999943	0.0015534399999999995	-0.0005660400000000005	2.4131758335999987e-06	3.204012816000006e-07	0.000425841	0.0	1.81340557281e-07	0.0	-0.000614667	-0.000210025	4.411050062499999e-08	3.778155208889999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
706.850256336212	-4.2598078028187265	18.145962516955315	499637.2848825687	1190.1430937722325	0.9166016916490208	1416440.583653741	0.8401586611338465	773.8080674733228	-2.449245703477459	598778.9252867985	5.998804516002793	858.4490830726668	679.5364360900513	1.252138	17.878672	0.11750315	0.0611086	-0.0671668139	0.1129664838	-0.1183514777	-0.0024717372	-0.1296123002	-0.012927733799999999	0.0551124075	0.031991658199999995	0.1403477915	0.1203323935	0.1353297208	0.0661412897	-0.0818639479	-0.0042120027	0.0675483017	-0.029994012599999998	-0.08637346230000001	-0.0481717492	0.11824442210000001	0.0267137194	-0.0334300398	0.12704968390000002	-0.0198032061	-0.023571650899999998	0.0231039856	0.0242703284	-0.0986784578	-0.1364380539	-0.099280539	-0.024323287599999997	0.1605010326	0.0192850241	-0.0369619962	0.0886088297	-0.033794318399999995	0.0391482396	0.050331192999999996	0.034820749399999996	-0.0258486799	0.036086549700000005	-0.06701166780000001	0.0090930012	-0.0501575433	0.1118560668	-0.1766562688	-0.0092576088	0.028803538700000002	0.0034548092999999998	0.0885410484	0.0767162233	0.15724187	-0.0060541125	-0.031737652000000005	0.0676961588	0.0483126398	0.0433971063	0.1010421929	0.052868089400000005	0.060906202699999995	0.1352431468	-0.0512477921	0.0679797828	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.0102896	-0.007047700000000001	0.00010587586815999997	4.9670075290000014e-05	-0.08742289999999997	-0.05210379999999997	0.0076427634444099935	0.002714805974439997	-0.0987536	0.023315400000000003	0.00975227351296	0.00054360787716	0.00204414	0.0004907000000000004	4.1785083396e-06	2.4078649000000037e-07	0.000425841	0.0	1.81340557281e-07	0.0	-0.000404642	0.000210025	4.411050062499999e-08	1.6373514816400002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
706.5201947593309	-0.33006157688112125	0.10894064453325232	499170.7856027629	1181.6092201221145	-8.53387365011804	1396200.3490775917	72.82699947617898	773.4530420146118	-0.35502545871099755	598229.6082016568	0.12604307633295422	855.6579291727836	648.9406169770117	1.538308	21.964754	0.14984384999999995	0.09050010000000001	0.0035377569	-0.11123095820000001	-0.030022008700000002	-0.08972290769999999	-0.0101641119	0.022114041	-0.0810457827	0.12584959939999998	0.0089307352	0.1105751189	-0.023229543300000002	-0.0198128725	0.0024738265	-0.0762070804	-0.134500296	0.0165077942	0.0057235202	0.009841544	0.1217410757	0.014108911799999999	-0.0616591168	0.08736128539999999	-0.045737175899999996	0.01208194	-0.0424666667	0.0336522276	-0.018578154399999998	0.1262379166	-0.0214375966	-0.049659271500000005	0.08527778	0.07755043269999999	0.17476613079999995	0.13105526539999998	0.0507262614	-0.12397612029999999	0.0979013401	0.0657740745	0.0591443482	0.0128735836	0.0609438704	-0.0498135486	-0.13516787	0.0572236553	-0.0039506841	0.0328625519	-0.0154106095	0.030002054700000006	-0.0409991083	-0.12061077710000001	0.012199614899999999	-0.0511229868	0.0310579266	0.1653730704	0.023446446699999998	0.0379995891	-0.0084100683	-0.094053582	0.08583172509999999	0.0243119401	-0.1248984885	0.07739725160000001	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.0265583	0.016268699999999997	0.0007053432988899999	0.0002646705996899999	-0.016119	0.07130389999999998	0.00025982216100000005	0.0050842461552099965	-0.08985599999999999	0.008897600000000021	0.008074100735999998	7.916728576000035e-05	0.00111243	-0.00093171	1.2375005049e-06	8.680835240999998e-07	0.000425841	0.0	1.81340557281e-07	0.0	-0.000268879	0.00013576299999999995	1.8431592168999992e-08	7.229591664100003e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
