global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
834.7934967297891	n/a	n/a	696880.1821823484	1484.4956341638674	n/a	2203727.2878515827	n/a	853.9880106859963	n/a	729295.5223954255	n/a	1044.3011837603358	930.8360650112863	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0416255	n/a	0.0017326822502500006	n/a	-0.204057	n/a	n/a	0.041639259248999985	-0.244962	n/a	0.060006381444	n/a	0.000486007	n/a	2.3620280404899997e-07	n/a	-0.000727553	n/a	5.293333678090001e-07	n/a	0.00104839	n/a	n/a	1.0991215920999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
832.3365692091797	-2.4569275206093835	6.036492841527772	692784.1644429078	1503.394760455035	18.899126291167704	2260195.8057636525	357.1769745695064	854.8058872517556	0.8178765657593203	730693.1048802611	0.6689220768182599	1037.6870956213172	891.5861008641302	3.623334	59.48275400000001	1.2138018499999998	0.6819609999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0518846	-0.0935101	0.0026920117171600005	0.008744138802010002	0.193963	0.39802	0.15841992040000002	0.037621645369000006	0.241158	0.48612	0.058157180964	0.23631265440000002	-0.0006494609999999999	-0.001135468	4.2179959052099993e-07	1.289287579024e-06	0.0008659910000000001	0.001593544	7.499404120810001e-07	2.5393824799360005e-06	-0.000945633	-0.0019940229999999997	3.976127724529002e-06	8.942217706889999e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0
825.8714505572399	-6.465118651939862	41.79775918366068	682063.6528455195	1405.8917201882236	-97.50304026681148	1976531.5288938025	9506.842861271458	850.8267621478792	-3.979125103876413	723906.1791870438	15.833436592299476	1013.9386113808513	868.1088685670856	2.644324	43.41075900000001	0.35177625	0.217956	-0.028749806	0.025027742599999996	-0.0264853411	0.0199815353	-0.0875759127	-0.1287699408	-0.020865311799999998	0.21599818980000002	-0.2101626996	-0.07865880509999999	-0.1586999751	0.17818470260000002	-0.08395449769999999	0.4752491306	-0.4140571848	0.12411803589999999	-0.0039269792	0.030417179	-0.0266869874	0.1100530741	-0.0641964489	0.0323523603	-0.09099188609999999	0.0545537724	-0.09206602189999999	0.0307342396	-0.1686437191	0.206288428	-0.0280966044	0.027861982999999996	-0.0815194291	0.0775434348	-0.0485145679	0.14173150380000002	-0.10334193119999999	0.1218425261	-0.09672549009999999	0.0460197058	-0.034198322999999996	0.0094069189	-0.0082899424	0.048634778499999996	0.091014905	-0.0063494541000000005	-0.0368382928	-0.2774624108	-0.20019596469999998	-0.0648868103	0.0341704705	-0.1385299692	0.4384305088	-0.4290141841	0.0817337454	-0.21751992280000002	0.4007680127	-0.0525623558	0.0847059542	-0.033517652200000005	0.2243230191	-0.0186911207	0.08841792720000001	-0.1931255043	0.13659113720000002	-0.047292443600000005	0.10814305130000001	0.1081293633	0.1081065512	0.108074617	0.0	0.0	-0.0354973	0.0163873	0.0012600583072900002	0.00026854360129	-0.0083932	-0.2023562	0.040948031678440015	7.044580624e-05	0.234813	-0.006344999999999962	0.05513714496900001	4.0259024999999516e-05	-0.00133607	-0.0006866089999999999	1.7850830449e-06	4.7143191888100003e-07	0.002074	0.001208009	4.301476e-06	1.4592857440809998e-06	-0.00158477	-0.0006391370000000001	4.0849610476900024e-07	2.5114959529e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0
830.189416293102	4.317965735862117	18.644828096079273	689214.4669250814	1398.1030728584592	-7.788647329764443	1954692.2023362662	60.66302722744681	856.4605437611458	5.633781613266593	733524.6630196377	31.739495265980725	1029.4664194790982	889.4251035314877	2.969198	48.744083	1.16193895	0.661779	-0.0373453549	-0.0131912711	0.1251311245	0.0752455225	0.12311918779999999	0.20441496329999997	0.3028301482	0.6699566485	-0.18553388780000002	0.1950997483	-0.1718825225	0.0070530599	0.078961422	-0.2138076643	0.059982531799999995	0.0029449181	-0.033054331400000005	-0.1608500493	-0.1960399557	-0.1104429118	-0.20017361579999998	-0.12399131140000001	-0.1249442664	0.1377392545	-0.022348070299999998	0.015480879599999999	-0.048243212300000005	0.22258204480000002	0.1999693525	-0.0590158081	-0.0643437227	0.0683497159	-0.06937553839999999	0.0197177933	0.0421460538	0.0579478751	-0.0098871901	-0.0185770172	-0.07391399139999999	-0.1365524059	-0.1186276087	0.024681130099999997	-0.110768484	0.0090606478	0.0755398054	0.3919517034	0.1889601021	0.2551015775	-0.2858295959	-0.17115876730000001	0.4379833815	-0.2556304547	0.0127163601	0.4123613543	-0.15910272279999998	-0.0135504647	-0.1100385722	-0.0672883544	-0.0811066263	-0.004329927700000001	0.0325589965	0.1200556223	-0.0911177209	-0.0495102806	0.1081065512	0.10798339369999999	0.10777823519999999	0.1074912313	0.0	0.0	0.052534500000000005	0.08803180000000001	0.0027598736902500003	0.007749597811240002	-0.361193	-0.3527998	0.12446769888003999	0.130460383249	-0.227228	-0.462041	0.051632563984000006	0.21348188568100004	0.000933525	0.002269595	8.714689256250002e-07	5.1510614640250015e-06	0.00087246	-0.00120154	7.611864516e-07	1.4436983715999996e-06	0.000125422	0.001710192	2.9247566768640006e-06	1.5730678084000003e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0
827.1114534529511	-3.077962840150917	9.4738552453499	684113.3564330533	1387.2152526517425	-10.887820206716695	1924366.1571896381	118.54462885378841	854.8164530180942	-1.6440907430516063	730711.1683504357	2.7030343713879827	1018.0709506275388	902.3067506137213	1.894569	31.102341	0.32429089999999994	0.204375	-0.0271610404	-0.0130773324	0.1991026344	-0.0237708094	0.1945101386	0.052446683099999995	0.0082348981	-0.0783040536	0.1510856306	0.1622128201	0.0784336119	0.07061477769999999	0.0558933158	-0.1336270843	-0.0134660419	0.0297552081	-0.0661622912	-0.0412059539	0.0430998259	0.1137023843	0.0590386873	0.0099690578	-0.1539059017	0.0064793062	0.14613401269999998	0.0184257576	0.0843016484	0.031497700000000003	0.1322893689	-0.0656133001	0.1531783404	-0.0486112682	-0.0622074459	0.030977257400000006	0.049259021900000005	0.0151786776	0.0011717277	0.0666616961	-0.0675614578	0.0706661426	0.1708448272	-0.0028592825	-0.0573096546	0.0516583135	0.0887988134	0.20273333010000005	-0.014179731000000001	-0.1038055567	-0.0033806415999999995	-0.0188939515	-0.0990379568	-0.0018449942999999999	0.1369101998	-0.1739457702	0.08060647309999999	-0.1039853191	-0.0882397102	-0.1274248727	-0.0853170868	0.3973384773	0.1954706484	0.0432806138	0.1352885623	0.3081078769	0.1080335633	0.10769165160000001	0.1071226002	0.1063276091	0.0	0.0	-0.018399400000000003	-0.07093390000000001	0.00033853792036000015	0.005031618169210001	-0.17463299999999998	0.18656	0.034804633599999996	0.030496684689	-0.200367	0.026861	0.040146934689000005	0.0007215133209999997	0.00099005	5.652499999999986e-05	9.801990025e-07	3.195075624999985e-09	0.000130265	-0.0007421950000000001	1.6968970224999997e-08	5.508534180250001e-07	0.000125422	0.0	0.0	1.5730678084000003e-08	0.0	0.0	0.0	1.0	0.0	0.0	0.0
821.3963721967848	-5.715081256166286	32.662153764583216	674692.000258039	1389.3750150154215	2.159762363678965	1930362.9323491026	4.664573467564148	853.3279018557005	-1.4885511623937189	728168.508085452	2.2157845630636923	1017.2636255653917	890.3449970502281	1.62431	26.665615000000006	0.11749217249999998	0.0654014	0.0404591148	0.1101060275	0.0427044739	0.0396282092	0.07759073400000001	-0.114965687	-0.0055816065	-0.11611741310000001	0.005863257199999999	0.1285517682	0.1213848543	-0.14583609279999998	-0.1240489647	-0.030797272999999997	-0.044936741399999994	-0.047878796200000004	-0.0194379133	-0.0290302095	-0.044088080099999996	-0.0038062566	0.0839327778	0.0067611724	0.0747507185	0.1176705869	0.0632118309	0.0321671241	-0.1555299296	0.0747801454	-0.0547588942	-0.020494221899999998	0.0739813592	-0.0058430404	-0.1043714535	-0.0310211992	0.0076630979000000005	0.0104544787	0.1495533145	0.11159304199999999	-0.0240268859	-0.0105705969	-0.015867766999999998	-0.0672727716	-0.0718637047	0.062614781	-0.05813248400000001	0.08921702	-0.13378891199999998	0.0733096041	0.057966266399999994	0.1226071062	-0.1628696382	0.0161599631	0.0215717954	0.0170053572	0.0020383445000000003	0.011539609099999999	0.0201671225	-0.23570857190000002	0.001014801	0.1973975575	0.22105754530000002	0.1886124866	0.1367385608	-0.050182895199999994	0.1079241123	0.10725453089999999	0.10614163730000001	0.1045900315	0.0	0.0	-0.0183818	1.76000000000065e-05	0.00033789057123999983	3.0976000000022884e-10	-0.131003	0.04362999999999997	0.0019035768999999976	0.017161786009	-0.173552	0.026815000000000002	0.030120296704000005	0.0007190442250000002	0.000762262	-0.00022778799999999995	5.81043356644e-07	5.188737294399997e-08	-1.13645e-06	-0.00013140144999999995	1.2915186025e-12	1.7266341062102494e-08	0.000706824	0.000581402	3.38028285604e-07	4.99600166976e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0
816.2303024283158	-5.166069768469015	26.6882768526895	666231.9066022198	1395.3170827472256	5.942067731804173	1946909.7614062282	35.30816892934838	850.6342783230173	-2.6936235326832048	723578.6754581204	7.255607735824747	1016.0144582640268	880.6303067357849	1.340782	22.011053	0.12880686300000002	0.06478880000000001	0.09597046	0.0577254499	-0.0870521608	0.0218650915	0.0035170013	-0.188433653	0.1239793382	-0.1497905986	-0.0360293728	-0.005473629	0.2759491363	-0.2080602616	-0.007727775500000002	-0.050363211500000005	-0.1378232101	-0.12000420380000001	-0.037753345099999995	-0.0464909332	-0.0474371734	0.0723874045	0.1397096992	-0.0372986985	-0.087357572	0.0345798415	0.059445943099999995	-0.031118455099999998	0.0275978935	-0.09589816109999999	0.0873620401	0.045057668499999995	-0.0877750202	0.12858692830000001	-0.0751920957	0.022820553799999997	-0.06831590400000001	-0.1115169049	-0.013727689199999999	0.0402906747	-0.0844344615	-0.041438541	0.0636842768	-0.030587647000000006	-0.1340113115	-0.0768179509	-0.0248329267	0.0560368923	-0.09353151970000001	0.1093713805	0.235635233	0.1213921504	-0.1549795176	-0.07119986219999999	0.0417157278	0.0729178543	0.0289627589	-0.0826346709	-0.09573872619999999	-0.0454831262	0.0340132135	0.0764279687	0.013057443899999998	0.1330645062	-0.0170087158	-0.1034689047	0.10777823519999999	0.1066726216	0.1048383259	0.10228787810000001	0.0	0.0	-0.037278	-0.0188962	0.0013896492840000001	0.0003570663744400001	-0.131089	-8.600000000000274e-05	7.396000000000471e-09	0.017184325921000002	-0.1298	0.04375200000000001	0.016848039999999998	0.001914237504000001	0.00143515	0.0006728880000000001	2.0596555225000003e-06	4.527782605440001e-07	2.56341e-06	3.69986e-06	6.571070828100001e-12	1.3688964019599999e-11	6.19586e-05	-0.0006448654	4.1585138411716006e-07	3.83886811396e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
811.1191790324956	-5.1111233958201865	26.12358236730048	657914.3225943496	1388.4431826157047	-6.873900131520942	1927774.4713520268	47.25050301812361	847.8084030211983	-2.8258753018189964	718779.0882333545	7.985571221430603	1014.2168224215677	841.0609893705321	1.34068	22.009378	0.09404332050000001	0.053233	0.066281674	0.0418126289	-0.2859973691	-0.0887482814	-0.0416859236	-0.0008598919	0.1342943619	-0.19462445690000002	-0.10854583609999999	-0.1616341546	0.24754474829999998	-0.1824539727	-0.046938609299999996	-0.0113922382	-0.0565436925	-0.0026448869	0.0756897311	0.055514849000000005	-0.0798510125	0.0583189995	-0.0530489504	-0.09169895119999999	0.07114807	0.0686311433	0.0014716447	-0.0821468992	0.0577732379	-0.0714376969	0.0417194543	0.030523971	-0.0799353704	-0.077705846	0.0079498084	-0.1469340387	-0.022206116499999998	0.0413782682	0.0014244311	-0.064267154	-0.0751756063	0.0824206751	-0.0831565767	-0.021315649	0.034005138399999996	0.120006062	-0.0424153455	-0.011484011399999999	0.0635814079	0.0989364042	0.2551011598	0.17830447829999999	-0.0626890868	-0.0244556254	0.0661590316	0.0167822845	-0.0121023668	-0.021839917900000002	-0.0882240386	-0.1292540354	0.0427386971	-0.07646027429999999	-0.0503179343	0.14916140449999998	-0.0292737205	0.0666447451	0.107595981	0.1059467092	0.1032166238	0.0994335757	0.0	0.0	-0.0351095	0.002168499999999997	0.0012326769902499999	4.702392249999986e-06	-0.103492	0.02759700000000001	0.0007615944090000006	0.010710594064	-0.103898	0.025901999999999998	0.010794794404	0.0006709136039999997	0.000982074	-0.0004530760000000002	9.644693414759998e-07	2.0527786177600012e-07	-0.000150596	-0.00015315941	2.2679155216e-08	2.34578048715481e-08	-9.93224e-05	-0.00016128100000000002	2.6011560961000003e-08	9.864939141760001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
810.5621579217758	-0.557021110719802	0.3102725177875219	657011.0118548058	1383.8250802142095	-4.618102401495207	1914971.8526298637	21.326869790695802	847.556837155994	-0.2515658652042703	718352.592209872	0.06328538453597307	1012.2537095077645	830.9438256300335	1.182591	19.414106	0.08859541999999998	0.0503284	0.0541345879	0.0001725704	-0.2603933014	-0.19807188399999998	-0.0611424984	0.11933212160000001	0.030374510499999997	-0.191927874	-0.1227599777	-0.2036531439	0.2315238013	0.0350390473	0.0009786901	-0.0222108132	-0.0637426277	-0.06756456570000001	0.0079075695	0.0566688891	-0.0745556216	-0.1654754842	-0.0014259423999999998	-0.0517704225	0.11770316369999999	0.0564719408	0.0554419887	0.1245594042	0.110893559	-0.0363274862	0.031061864100000006	0.0545362847	-0.0736407375	-0.0369549326	0.0054093659	0.11905583539999999	-0.1468428609	0.0549119375	0.0514117791	-0.0678349122	-0.0370607529	0.0547988645	-0.1399648142	0.0643107983	-0.0293025206	0.0027968118	-0.0166427201	-0.080421194	0.1416674423	-0.019161456299999997	0.1728085209	0.1749257461	0.0122505572	0.0560781803	0.0320848292	0.046525203	0.054783787300000004	-0.0408586635	-0.0300572208	-0.0902452289	0.10686831449999999	-0.045278568	-0.165537031	0.1069753615	-0.0460373299	0.0119373049	0.10737741140000001	0.10507777380000001	0.1012814563	0.09604253189999999	0.0	0.0	-0.0184943	0.016615200000000004	0.00034203913248999986	0.0002760648710400001	-0.131231	-0.027738999999999986	0.0007694521209999992	0.017221575360999997	-0.103789	0.000108999999999998	0.010772156521000002	1.188099999999956e-08	0.00103904	5.6966000000000084e-05	1.0796041215999998e-06	3.245125156000011e-09	-0.000512981	-0.000362385	2.63149506361e-07	1.3132288822500002e-07	0.000363971	0.0004632934	2.1464077448356e-07	1.32474888841e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
814.5218531686078	3.9596952468319837	15.679186447783806	663445.8492892231	1388.2159769928842	4.390896778674687	1927143.5987783081	19.279974520975745	849.1782150952156	1.6213779392215883	721103.6409922963	2.6288664217944446	1013.1127732998956	834.7979649491357	1.352197	22.198446	0.152449135	0.110337	0.0917462912	0.10454722109999999	-0.2178928364	-0.1571330522	-0.0968236166	0.1268034454	-0.1374979939	-0.0197638531	-0.1836947662	-0.1603652524	-0.0021916338	0.0398039863	-0.1865662093	-0.0419959108	-0.0123940597	0.160830422	-0.0270843133	0.07656769320000001	0.0611495519	-0.17322851109999998	-0.19320882820000002	0.0487682147	0.039942471	0.0811775467	0.011684926000000002	0.0035229588	-0.060590160899999995	-0.1335696051	0.0234390419	-0.0793289271	-0.0140557523	0.0307165281	0.018087976000000002	-0.14816296439999999	-0.011723889	-0.0278639838	0.1174917598	-0.0203074483	0.026917117999999997	-0.0113867006	0.037521256499999996	-0.17509513129999998	-0.0078168115	-0.0892312362	0.0753508983	-0.12019560720000001	0.09754478130000001	0.002580489	-0.06127921	0.24790707760000005	0.12615662490000001	0.0345360471	0.031388039300000004	-0.021706677999999997	-0.106811998	0.06645188980000001	0.1328765674	0.009718565699999999	0.12908911650000002	-0.0044355569	-0.0795604178	0.15696575699999998	-0.22612971329999998	0.0228074588	0.1071226002	0.1040669883	0.09903870029999999	0.09213305150000001	0.0	0.0	-0.0352221	-0.016727799999999998	0.0012405963284100002	0.00027981929283999997	-0.151565	-0.02033400000000002	0.00041347155600000076	0.022971949225000003	-0.104383	-0.0005939999999999834	0.010895810688999998	3.5283599999998033e-07	-0.000740145	-0.001779185	5.47814621025e-07	3.165499264225e-06	-0.000417085	9.589600000000003e-05	1.7395989722499998e-07	9.19604281600001e-09	-5.68147e-05	-0.0004207857	1.7706060532448995e-07	3.2279101360900005e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
