global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
823.2626743959764	n/a	n/a	677761.4310536155	1390.7015892122747	n/a	1934050.9102375463	n/a	829.6310995333098	n/a	688287.7613128485	n/a	985.507990305226	838.1501107372561	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
818.6155450831726	-4.647129312803827	21.595810849920568	670131.4106518198	1356.9464328129825	-33.75515639929222	1841303.621523878	1139.4105835406785	829.8249206703258	0.1938211370160161	688609.3989655125	0.03756663315418129	976.5944296429013	816.2270673501143	1.222998	22.209871	0.08057450000000001	0.053210400000000005	-0.010155316800000001	-0.0066052744	-0.0363381766	0.0551193544	-0.0474428057	-0.1534965827	0.1090169299	0.0819247699	-0.052814939400000004	0.021976692599999997	-0.0741013158	0.1524140228	-0.0384124521	0.0395194175	-0.0214033677	-0.0072265844	0.1578642192	-0.051209523	0.0001043807	-0.09573350650000001	0.0845676697	-0.1047065244	0.0656200286	-0.0278782397	0.1051894121	-0.1197148973	0.1724276759	-0.0338341163	0.0188947455	-0.0533990162	0.0333055398	-0.0729378844	0.1021008075	-0.1673987052	0.008116755	-0.0523709831	0.1029749091	-0.0347095547	-0.0192050472	-0.0002148952	-0.1405509049	0.0668609825	-0.0313234972	0.0910752648	-0.1594082555	0.0405620939	-0.1269336452	0.047897698200000005	-0.0335193109	0.1612884637	0.0402873786	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	0.0	0.0	0.0	0.0	0.0381206	0.0381206	0.0014531801443599993	0.0014531801443599993	0.0183018	0.0183018	0.00033495588324	0.00033495588324	-0.000483042	-0.000483042	2.3332957376399997e-07	2.3332957376399997e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
817.5314721177506	-1.084072965422024	1.175214194358901	668357.7079030164	1339.0208257971608	-17.925607015821694	1792976.7719185106	321.3273868856761	829.4344905580217	-0.3904301123041023	687961.574127245	0.15243567259379392	970.6646710035367	823.8945055392093	1.027574	18.660942	0.04520896	0.0239594	-0.0193714789	0.015400396499999996	0.0390027669	-0.0720743556	-0.0113559218	0.0060216244999999995	0.0482064385	0.0050581459999999995	-0.08506030630000001	-0.029834646	0.0078204434	-0.1041354395	-0.022238742599999996	0.0552518124	0.023304249500000002	-0.12451004439999999	-0.0355423268	-0.0315311548	-0.042017848600000005	0.026557502099999998	-0.0707703802	-0.104641774	0.0684459663	-0.0708000206	-0.026814957099999998	-0.0147181484	0.0214895104	0.0441465883	-0.0160564128	0.0096511533	-0.1553585487	0.0551117663	0.0711886127	0.0215611568	0.0345853673	-0.1228925557	-0.0207955969	-0.0412037518	0.0281889692	0.043135268899999996	0.058657147199999995	-0.0335233976	-0.0001919791	0.0810120283	-0.09548296560000001	0.0406461339	-0.0195626962	0.052094734299999994	0.1259345626	0.0937889347	0.0619653104	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.018682	0.018682	0.00034901712399999996	0.00034901712399999996	0.0419866	0.0038660000000000014	1.4945956000000009e-05	0.0017628745795599996	0.031217400000000006	0.012915600000000005	0.0009745260627600002	0.00016681272336000006	-0.00035077800000000005	0.00013226399999999994	1.2304520528400007e-07	1.7493765695999984e-08	-0.0	0.0	0.0	0.0	6.26432e-05	6.26432e-05	3.9241705062400014e-09	3.9241705062400014e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
815.8209907875896	-1.7104813301609738	2.9257463808292536	665563.8890096444	1340.5126069909945	1.4917811938337309	1796974.0495017925	2.2254111302759907	830.5210837131416	1.0865931551198855	689765.2704920511	1.1806846847533876	972.6861884253052	813.6313822483627	1.071003	19.449615	0.07079373	0.0497965	0.0032720923	0.0178125074	-0.1011851457	0.016550178999999998	0.039043410699999996	-0.06593210719999999	0.0421494367	0.0586369745	0.0075640704	-0.0582466312	-0.0256494656	0.1114971931	-0.0372509703	0.0440552467	0.025322817400000003	-0.0494327817	-0.0024155117	-0.0697320088	0.0176926268	-0.12385825550000001	-0.0568776218	-0.112164461	-0.0371810303	0.0496615325	-0.0212283848	-0.067663869	-0.058777435	-0.055530335	-0.100587984	-0.013725213600000001	0.022375307999999997	-0.1382944188	-0.061683838	-0.0178659803	-0.12384024630000001	-0.10391778759999999	0.0221230896	0.013355483000000001	0.001212465	-0.061964395199999994	-0.0886818348	0.021965062999999996	-0.059661248499999986	0.026362445	0.0121270722	0.0213430913	-0.0669284235	0.0623579525	0.068563015	0.028520225299999997	0.051171492199999995	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.0187073	2.5299999999998928e-05	0.00034996307329000006	6.400899999999459e-10	-0.00405084	-0.04603744	0.0021194458817536	1.64093047056e-05	0.0351687	0.0039512999999999935	0.0012368374596899998	1.5612771689999955e-05	-0.000483042	-0.00013226399999999994	2.3332957376399997e-07	1.7493765695999984e-08	-0.0	0.0	0.0	0.0	0.000345973	0.00028332979999999997	8.027577556804003e-08	1.1969731672900002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
816.6616737152907	0.8406829277010957	0.7067477849280857	666936.2893154599	1339.2355582450618	-1.2770487459326887	1793551.8804679625	1.6308534994882529	830.5098659829514	-0.011217730190196562	689746.6374950199	0.00012583747062004742	970.3067262073777	818.5582425478801	1.2171040000000002	22.102844	0.0776224	0.0520126	-0.0020959718	0.025046616400000003	0.11233706019999999	-0.0408974743	-0.0839420466	0.0433943525	-0.0206512233	-0.0152806005	-0.0523939582	-0.0140713167	-0.0168823189	-0.07187347349999999	0.0622145817	0.0366531871	-0.0508868126	0.0247813092	-0.0009855909	-0.0089491594	0.13971804880000002	0.0809478297	-0.05062911	0.056591202699999996	0.0509817935	-0.0757527806	-0.1401334031	0.04133851	-0.0778293155	-0.008112492399999999	0.071567249	-0.1475877391	0.019968346100000003	0.11840418800000001	0.0722339664	0.0717679206	-0.0005619865000000001	0.06629617639999999	-0.011500598	0.0964908211	0.032674753	0.07707790639999999	0.014778051399999999	0.0047179396	0.0376763892	0.045169666100000005	-0.0775951376	-0.0024778856	0.0298580588	-0.0568836846	0.051579615999999995	-0.0815649398	-0.022533246	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.0186737	-3.3600000000001684e-05	0.00034870707168999993	1.1289600000001133e-09	0.0431827	0.04723354	0.0022310073009316	0.00186474557929	0.0447708	0.009602100000000002	0.00200442453264	9.220032441000003e-05	-0.000483042	0.0	2.3332957376399997e-07	0.0	6.90902e-05	6.90902e-05	4.773455736040002e-09	4.773455736040002e-09	0.0	-0.000345973	1.1969731672900002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
818.6663254463257	2.0046517310349827	4.0186285627415534	670214.5524197893	1335.0767804380264	-4.158777807035449	1782430.009664766	17.295432848290574	830.5581221359001	0.04825615294873842	689826.7942459128	0.002328656297412036	970.6786276258592	820.2836230849882	1.1253	20.435659	0.06301901	0.0429233	-0.0183414195	0.012096085	-0.0875275334	-0.0052093368	0.049178996100000004	-0.0069865702	0.0954464494	0.0208061599	0.012264430900000001	-0.0350783676	0.0097073368	0.0484522846	-0.0139838301	-0.0292240487	-0.023419890699999998	-0.09251486130000001	-0.0326573286	0.0653729813	0.1044492734	0.0382979025	-0.0139041535	-0.0724649195	0.059503643099999996	0.0457347947	-0.0904835417	-0.053249667800000004	-0.053154245700000005	0.026554924700000003	0.0064522904	0.0080230543	0.0102991774	0.0621763003	0.0790795612	-0.0894572963	0.06258551849999999	0.1291505707	0.0072111325	-0.0031067376000000002	0.0203847544	-0.0412588713	-0.0316343179	0.0185220687	-0.1062833342	-0.0070188851	0.00024708419999999997	0.0243438081	0.0347947864	-0.0720647983	0.0394451893	0.0805418793	0.0619314007	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.0186754	1.7000000000037818e-06	0.00034877056516000005	2.890000000012858e-12	0.0642683	0.021085600000000003	0.0004446025273600001	0.00413041438489	0.0416155	-0.0031553	0.0017318498402500002	9.955918089999997e-06	-0.00118948	-0.000706438	1.4148626703999996e-06	4.99054647844e-07	-0.0	-6.90902e-05	0.0	4.773455736040002e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
819.0638401603935	0.39751471406782457	0.15801794790042434	670865.5742582907	1333.271655156812	-1.805125281214487	1777613.3064445846	3.25847728087968	830.7397962633017	0.1816741274016067	690128.609095592	0.033005488567135234	969.4700512070866	831.6263966910527	1.093378	19.855947	0.06989160999999999	0.0384767	-0.0569023267	0.0172253082	0.1003692601	0.0397510463	-0.0925095359	0.0241114198	0.06158762230000001	0.0089370903	-0.0427139472	0.0063182125	-0.0719954102	-0.0618083549	0.0545477068	-0.0051778475	-0.0170705433	-0.025437927599999997	-0.06105852730000001	-0.022836811600000003	0.052567800199999994	-0.035996019500000004	-0.09985679789999999	0.0362822067	0.0133795778	-0.038799451400000004	0.00039427010000000004	0.1466601199	0.0776484732	-0.1487947445	-0.0577630289	-0.0532127643	0.0518516892	0.07743156	-0.0058445664	-0.1233652242	0.0989243372	0.0333918847	0.0085471345	0.0051373169	0.0020978397	0.09023733789999999	-0.0082444385	-0.025870577999999998	0.0133182289	0.0111187235	-0.0669862102	-0.0758060337	0.045345577000000005	-0.015717187	0.028078602299999998	-0.1011969	0.0818611908	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.00705769	-0.011617710000000002	4.98109881361e-05	0.00013497118564410006	0.047926800000000006	-0.0163415	0.0002670446222499998	0.0022969781582400004	0.0447773	0.0031617999999999998	0.00200500659529	9.996979239999998e-06	-0.000584358	0.0006051219999999999	3.4147427216399996e-07	3.6617263488399993e-07	-0.00017029	-0.00017029	2.89986841e-08	2.89986841e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
818.1442923333017	-0.9195478270918328	0.8455682063093114	669360.083077559	1335.754315239395	2.482660082583152	1784239.590680665	6.163601085651782	831.7246996985899	0.9849034352881744	691765.9760887095	0.9700347768424472	972.4108740566844	828.8364680525473	1.287259	23.376858	0.04674716	0.0295024	-0.0071503769	0.0374954067	-0.11215312179999999	-0.0517797154	0.12421457970000001	-0.0103335857	0.0982035046	0.055689593899999994	0.0933619334	-0.06679425929999999	0.0129121194	0.0586526324	0.0294300145	0.1397476293	-0.0168798197	0.0607628163	-0.1646708601	0.0740954474	0.0098846422	-0.0849619514	0.059175704	0.0792100444	-0.0370136099	0.0775984494	-0.0150637316	-0.0035129409000000003	-0.020479580900000002	-0.1653402594	0.0609710407	-0.050091959000000005	0.040981785	-0.09745349380000001	0.0240262033	0.0210879767	-0.1292422178	0.07332873320000001	-0.1411604994	-0.0338890087	0.04925387	-0.1309657916	-0.0162376976	-0.0035325113	-0.1071373473	-0.0268446539	-0.0781417396	0.0144969452	0.216021712	0.08648470130000001	0.052871609699999995	-0.03903574	-0.0946174188	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.00122033	-0.00583736	1.4892053089e-06	3.40747717696e-05	0.0208315	-0.02709530000000001	0.0007341552820900003	0.00043395139225	0.04477	-7.300000000001749e-06	0.0020043529	5.3290000000025543e-11	-0.000478504	0.00010585399999999997	2.2896607801600003e-07	1.1205069315999991e-08	-0.0	0.00017029	0.0	2.89986841e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
818.2425932699542	0.09830093665254937	0.009663074146768522	669520.9414411398	1338.8839741327126	3.129658893317582	1792610.2961894062	9.794764788521835	830.5119900502064	-1.2127096483835658	689750.1656171541	1.4706646912825918	970.6353646764422	827.9277444669711	1.305789	23.713375	0.08226461999999997	0.0503394	-0.0225941168	0.0177935646	0.07200691320000001	0.1311925714	-0.1064415507	0.024063046	0.0021841067	0.0410332557	-0.045196816900000006	0.0325311457	-0.0855153792	-0.013563103100000001	0.0112605472	0.0445537524	-0.032862512	0.0673344288	-0.0408258618	0.012998876699999998	0.0307031447	-0.1356671342	0.0233120642	0.1595426986	0.0799863235	-0.14945661119999998	0.0726179781	-0.006099690400000001	-0.0078469048	-0.11438666300000001	0.012124976	0.0141575552	0.1538765211	-0.0071059031999999986	-0.0320020298	0.0129787109	0.0064422964	0.0104285152	0.1795237947	0.024081256699999998	0.0035580085	0.08240134360000001	-0.0533450658	0.002982382	0.0330612239	-0.0275826875	-0.0819850259	-0.049529794	0.047791588600000004	0.049114455999999994	-0.0316817525	-0.053641438099999994	-0.1060184214	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.00148159	-0.00270192	2.1951089281e-06	7.3003716864e-06	0.06825919999999999	0.04742769999999999	0.002249386727289999	0.0046593183846399995	0.0329336	-0.011836399999999995	0.00108462200896	0.00014010036495999993	-0.000682338	-0.000203834	4.6558514624399996e-07	4.154829955599999e-08	-0.0	0.0	0.0	0.0	-0.000202138	-0.000202138	4.0859771043999986e-08	4.0859771043999986e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
818.1063727700732	-0.1362204998810057	0.01855602458783108	669298.037167006	1334.9348861329229	-3.9490879997897537	1782051.1502147196	15.595296030083434	829.9920582124513	-0.5199318377550526	688886.8166957411	0.27032911591134634	970.6521074636644	829.0154198079433	1.222373	22.198524	0.058449620000000015	0.0396154	-0.032811189	0.0466456747	-0.0013876294	-0.0790196949	0.0681464938	0.0462321088	0.0082487321	0.038001228	-0.0338374315	-0.0168838624	0.038801227	-0.0667468532	-0.0392267476	0.0102204094	-0.0288229204	-0.11800625810000001	0.0236936614	0.0411091938	-0.1372057334	-0.1321072325	0.0566734891	0.0634047715	-0.014873804099999999	0.1067688335	0.17895325199999998	0.020118679599999998	-0.13001779	-0.0233612354	-0.0348964907	0.1886977831	0.0764587198	-0.1031032185	-0.05997401860000001	0.0453663116	0.0824780592	-0.040608180699999996	0.0481452566	-0.123639144	0.0762309939	-0.021809361	0.0720147239	-0.0274077752	-0.0211999488	0.0003389596	-0.056080752000000005	0.0302708605	-0.0469970875	0.0741974902	0.0033164783	0.1451289179	-0.010524953600000001	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.00148115	4.3999999999998896e-07	2.1938053225000003e-06	1.9359999999999036e-13	0.0495377	-0.0187215	0.00035049456224999984	0.00245398372129	0.00152012	-0.03141348	2.3107648144e-06	0.0009868067257104	-0.000550546	0.00013179200000000004	3.03100898116e-07	1.736913126400001e-08	-0.0	0.0	0.0	0.0	-0.00023663	-3.4492000000000015e-05	1.1896980640000004e-09	5.59937569e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
