trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04
0.028661,-0.0577549,-0.068888,-0.00139592,-0,0.00183516,0,0,0,0,0,0,0.00082145292,0.0033356285,0.0047455565,1.9485926e-06,0,3.3678122e-06,0,0,0,0,0,0,0.68708914,0.42776416,-0.13783114,-0.055024131,0.13905095
0.0289059,-0.0370807,-0.0304919,-0.00161383,2.03969e-22,0.00144688,0.0002449,0.0206742,0.0383961,-0.00021791,2.03969e-22,-0.00038828,0.00083555105,0.0013749783,0.00092975597,2.6044473e-06,4.1603353e-44,2.0934617e-06,5.997601e-08,0.00042742255,0.0014742605,4.7484768e-08,4.1603353e-44,1.5076136e-07,0.24042605,0.2140367,-0.11519874,-0.078817555,0.073766007
0.012788,-0.0505253,-0.0298747,-0.00117617,-0.0004104,0.000913328,-0.0161179,-0.0134446,0.0006172,0.00043766,-0.0004104,-0.000533552,0.00016353294,0.0025528059,0.0008924977,1.3833759e-06,1.6842816e-07,8.3416804e-07,0.0002597867,0.00018075727,3.8093584e-07,1.9154628e-07,1.6842816e-07,2.8467774e-07,0.025250866,0.14499824,-0.052634344,-0.10879078,-0.091799381
0.0165613,0.102225,-0.0688574,-0.00132903,-2.00276e-22,0.000923608,0.0037733,0.1527503,-0.0389827,-0.00015286,0.0004104,1.028e-05,0.00027427666,0.010449951,0.0047413415,1.7663207e-06,4.0110476e-44,8.5305174e-07,1.4237793e-05,0.023332654,0.0015196509,2.336618e-08,1.6842816e-07,1.056784e-10,0.026424151,0.081402269,0.063406006,0.0001940216,-0.084408359
-0.00182265,-0.0784913,-0.0391715,-0.000470718,-0,0.000604364,-0.01838395,-0.1807163,0.0296859,0.000858312,2.00276e-22,-0.000319244,3.322053e-06,0.0061608842,0.0015344064,2.2157544e-07,0,3.6525584e-07,0.00033796962,0.032658381,0.00088125266,7.3669949e-07,4.0110476e-44,1.0191673e-07,-0.065529725,0.039487477,0.062698535,0.0044920052,-0.18171536
0.0204098,0.0267297,-0.0568984,-0.000779583,0.000232691,0.000573897,0.02223245,0.105221,-0.0177269,-0.000308865,0.000232691,-3.0467e-05,0.00041655994,0.00071447686,0.0032374279,6.0774965e-07,5.4145101e-08,3.2935777e-07,0.00049428183,0.011071459,0.00031424298,9.5397588e-08,5.4145101e-08,9.2823809e-10,0.0055335847,-0.055982463,0.11231246,0.02597208,-0.065974397
-0.0017969,0.0664587,-0.0346215,-0.000367708,0.000218555,0.000152548,-0.0222067,0.039729,0.0222769,0.000411875,-1.4136e-05,-0.000421349,3.2288496e-06,0.0044167588,0.0011986483,1.3520917e-07,4.7766288e-08,2.3270892e-08,0.00049313752,0.0015783934,0.00049626027,1.6964102e-07,1.998265e-10,1.7753498e-07,-0.035395056,-0.0018013824,0.031150937,0.061697333,-0.043832776
-0.0157991,-0.0654336,-0.0310699,-0.000464225,0.00026227,-0.000102796,-0.0140022,-0.1318923,0.0035516,-9.6517e-05,4.3715e-05,-0.000255344,0.00024961156,0.004281556,0.00096533869,2.1550485e-07,6.8785553e-08,1.0567018e-08,0.0001960616,0.017395579,1.2613863e-05,9.3155313e-09,1.9110012e-09,6.5200558e-08,-0.045004625,-0.014088829,0.057673508,0.14695915,-0.038988533
-0.00172025,0.0387882,-0.0450369,-0.00115286,0.000394737,-0.000398473,0.01407885,0.1042218,-0.013967,-0.000688635,0.000132467,-0.000295677,2.9592601e-06,0.0015045245,0.0020283224,1.3290862e-06,1.558173e-07,1.5878073e-07,0.00019821402,0.010862184,0.00019507709,4.7421816e-07,1.7547506e-08,8.7424888e-08,0.0025174067,-0.039466308,0.10391539,0.1622453,0.031786801
-0.00925194,-0.0283163,-0.0244106,-0.000339004,0.000409115,-0.000525711,-0.00753169,-0.0671045,0.0206263,0.000813856,1.4378e-05,-0.000127238,8.5598394e-05,0.00080181285,0.00059587739,1.1492371e-07,1.6737508e-07,2.7637206e-07,5.6726354e-05,0.0045030139,0.00042544425,6.6236159e-07,2.0672688e-10,1.6189509e-08,0.070892298,-0.14474363,0.094397902,0.089829739,0.048621991
-0.0018058,-0.0212554,-0.0234052,-0.000362896,-0,0.000179616,0.00744614,0.0070609,0.0010054,-2.3892e-05,-0.000409115,0.000705327,3.2609136e-06,0.00045179203,0.00054780339,1.3169351e-07,0,3.2261907e-08,5.5445001e-05,4.9856309e-05,1.0108292e-06,5.7082766e-10,1.6737508e-07,4.9748618e-07,0.050845913,-0.15288535,-0.028564754,-0.0029267149,0.084815886
-0.00174684,0.068716,-0.00923771,-0.000685641,-0,2.31848e-05,5.896e-05,0.0899714,0.01416749,-0.000322745,0,-0.0001564312,3.05145e-06,0.0047218887,8.5335286e-05,4.7010358e-07,0,5.3753495e-10,3.4762816e-09,0.0080948528,0.00020071777,1.0416434e-07,0,2.447072e-08,-0.011783007,-0.11397137,-0.081711827,-0.086382807,0.039909337
-0.00729826,-0.0432497,-0.0016744,0.000612337,-0.000113776,-0.000140179,-0.00555142,-0.1119657,0.00756331,0.001297978,-0.000113776,-0.0001633638,5.3264599e-05,0.0018705366,2.8036154e-06,3.749566e-07,1.2944978e-08,1.9650152e-08,3.0818264e-05,0.012536318,5.7203658e-05,1.6847469e-06,1.2944978e-08,2.6687731e-08,-0.10433418,-0.035323291,-0.09056567,-0.084349941,-0.033785422
-0.001657,0.0602207,-0.00875636,-0.000522161,-0,-2.44239e-07,0.00564126,0.1034704,-0.00708196,-0.001134498,0.000113776,0.00013993476,2.745649e-06,0.0036265327,7.667384e-05,2.7265211e-07,0,5.9652689e-14,3.1823814e-05,0.010706124,5.0154157e-05,1.2870857e-06,1.2944978e-08,1.9581737e-08,-0.10506526,0.018488081,-0.060738409,-0.073540081,0.011387343
0.00318401,0.0601484,0.00678489,-0.00184823,-0,-2.44239e-07,0.00484101,-7.23e-05,0.01554125,-0.001326069,0,0,1.013792e-05,0.00361783,4.6034732e-05,3.4159541e-06,0,5.9652689e-14,2.3435378e-05,5.22729e-09,0.00024153045,1.758459e-06,0,0,-0.091754903,0.086033462,-0.015978806,0.024275873,-0.09401197
-0.00163376,-0.0448555,-0.00876247,-0.00151378,-0.000128159,-0.000159856,-0.00481777,-0.1050039,-0.01554736,0.00033445,-0.000128159,-0.00015961176,2.6691717e-06,0.0020120159,7.6780881e-05,2.2915299e-06,1.6424729e-08,2.5553941e-08,2.3210908e-05,0.011025819,0.0002417204,1.118568e-07,1.6424729e-08,2.5475914e-08,-0.097238467,0.058560364,0.06537067,0.085354879,-0.0585103
-0.00166225,0.0521164,-0.0329989,-0.00144205,-0,-0.000199644,-2.849e-05,0.0969719,-0.02423643,7.173e-05,0.000128159,-3.9788e-05,2.7630751e-06,0.0027161191,0.0010889274,2.0795082e-06,0,3.9857727e-08,8.116801e-10,0.0094035494,0.00058740454,5.1451929e-09,1.6424729e-08,1.5830849e-09,0.049748041,-0.094539625,0.098544152,0.11141501,0.04536171
-0.00158037,-0.00474726,-0.0325284,0.000960578,-0.000232867,-0.000391128,8.188e-05,-0.05686366,0.0004705,0.002402628,-0.000232867,-0.000191484,2.4975693e-06,2.2536478e-05,0.0010580968,9.2271009e-07,5.422704e-08,1.5298111e-07,6.7043344e-09,0.0032334758,2.2137025e-07,5.7726213e-06,5.422704e-08,3.6666122e-08,0.016741882,-0.11160121,-0.0075899918,0.052545022,0.081631663
0.0068821,-0.0125559,-0.0190547,-0.000494057,-3.53335e-23,0.000325894,0.00846247,-0.00780864,0.0134737,-0.001454635,0.000232867,0.000717022,4.73633e-05,0.00015765062,0.00036308159,2.4409232e-07,1.2484562e-45,1.062069e-07,7.1613399e-05,6.0974859e-05,0.00018154059,2.115963e-06,5.422704e-08,5.1412055e-07,0.0097789943,-0.094017738,-0.073491405,-0.011230409,0.11338961
-0.0015423,0.0655013,-0.0127489,-0.000863684,-0,0.000162959,-0.0084244,0.0780572,0.0063058,-0.000369627,3.53335e-23,-0.000162935,2.3786893e-06,0.0042904203,0.00016253445,7.4595005e-07,0,2.6555636e-08,7.0970515e-05,0.0060929265,3.9763114e-05,1.3662412e-07,1.2484562e-45,2.6547814e-08,-0.022603616,-0.057784705,-0.082219242,-0.024308611,0.056064327
-0.00153791,0.00244507,0.00851095,0.000185419,-0,0.000325895,4.39e-06,-0.06305623,0.02125985,0.001049103,0,0.000162936,2.3651672e-06,5.9783673e-06,7.243627e-05,3.4380206e-08,0,1.0620755e-07,1.92721e-11,0.0039760881,0.00045198122,1.1006171e-06,0,2.654814e-08,-0.04469026,-0.050777181,-0.084112011,-0.062239348,0.012147046
-0.00153728,0.0318045,-0.00931944,-5.93098e-05,-0,0.000192531,6.3e-07,0.02935943,-0.01783039,-0.0002447288,0,-0.000133364,2.3632298e-06,0.0010115262,8.6851962e-05,3.5176524e-09,0,3.7068186e-08,3.969e-13,0.00086197613,0.00031792281,5.9892186e-08,0,1.7785956e-08,-0.049402268,-0.019055181,-0.062018755,-0.1072182,-0.029633545
-0.0014281,0.083617,-0.0257478,0.00118686,-7.30515e-05,-0.000284182,0.00010918,0.0518125,-0.01642836,0.0012461698,-7.30515e-05,-0.000476713,2.0394696e-06,0.0069918027,0.0006629492,1.4086367e-06,5.3365217e-09,8.0759409e-08,1.1920272e-08,0.0026845352,0.00026989101,1.5529392e-06,5.3365217e-09,2.2725528e-07,-0.063147496,0.049974568,-0.010695058,-0.077468985,-0.097744649
-0.00136031,-0.0326541,-0.0169801,0.00105229,-0.000261806,-0.000200321,6.779e-05,-0.1162711,0.0087677,-0.00013457,-0.0001887545,8.3861e-05,1.8504433e-06,0.0010662902,0.0002883238,1.1073142e-06,6.8542382e-08,4.0128503e-08,4.5954841e-09,0.013518969,7.6872563e-05,1.8109085e-08,3.5628261e-08,7.0326673e-09,-0.087166294,0.052241585,0.025601249,-0.043274717,-0.12225733
-0.00468013,0.0676481,-0.0287338,-0.000141435,0.000317148,-0.000230462,-0.00331982,0.1003022,-0.0117537,-0.001193725,0.000578954,-3.0141e-05,2.1903617e-05,0.0045762654,0.00082563126,2.0003859e-08,1.0058285e-07,5.3112733e-08,1.1021205e-05,0.010060531,0.00013814946,1.4249794e-06,3.3518773e-07,9.0847988e-10,-0.037397171,-0.017438091,0.037500371,0.0036749026,0.025976255
-0.0013156,-0.0109858,-0.0256404,0.000599459,-2.56191e-05,-0.000678562,0.00336453,-0.0786339,0.0030934,0.000740894,-0.0003427671,-0.0004481,1.7308034e-06,0.0001206878,0.00065743011,3.5935109e-07,6.5633828e-10,4.6044639e-07,1.1320062e-05,0.0061832902,9.5691236e-06,5.4892392e-07,1.1748928e-07,2.0079361e-07,-0.06376287,-0.036296938,0.013056103,-0.01111007,0.045029012
-0.00127686,0.0623161,-0.0417325,0.00027799,0.000317148,-0.000224682,3.874e-05,0.0733019,-0.0160921,-0.000321469,0.0003427671,0.00045388,1.6303715e-06,0.0038832963,0.0017416016,7.727844e-08,1.0058285e-07,5.0482001e-08,1.5007876e-09,0.0053731685,0.00025895568,1.0334232e-07,1.1748928e-07,2.0600705e-07,-0.012269798,-0.056593216,0.042568951,-0.036465528,0.065701098
-0.00130143,0.0448696,-0.00754362,0.000271154,3.15557e-05,-9.06872e-05,-2.457e-05,-0.0174465,0.03418888,-6.836e-06,-0.0002855923,0.0001339948,1.69372e-06,0.002013281,5.6906203e-05,7.3524492e-08,9.957622e-10,8.2241682e-09,6.036849e-10,0.00030438036,0.0011688795,4.6730896e-11,8.1562962e-08,1.7954606e-08,-0.066117719,-0.0026587887,-0.012531195,0.0034812372,0.0007356645
-0.00857086,-0.00884086,-0.0417132,0.000235733,9.22357e-05,-0.000170204,-0.00726943,-0.05371046,-0.03416958,-3.5421e-05,6.068e-05,-7.95168e-05,7.3459641e-05,7.8160806e-05,0.0017399911,5.5570047e-08,8.5074244e-09,2.8969402e-08,5.2844613e-05,0.0028848135,0.0011675602,1.2546472e-09,3.6820624e-09,6.3229215e-09,-0.076417527,-0.011182948,0.02761066,-0.021873858,-0.074499918
-0.00600172,0.10839,-0.0342358,-0.000467927,0.000317148,-0.000356421,0.00256914,0.11723086,0.0074774,-0.00070366,0.0002249123,-0.000186217,3.6020643e-05,0.011748392,0.00117209,2.1895568e-07,1.0058285e-07,1.2703593e-07,6.6004803e-06,0.013743075,5.5911511e-05,4.951374e-07,5.0585543e-08,3.4676771e-08,-0.047511165,0.0060676443,0.055216001,-0.022334556,-0.061008437
-0.00635693,-0.0135429,-0.00858571,0.000520843,-0.000144712,-0.000191853,-0.00035521,-0.1219329,0.02565009,0.00098877,-0.00046186,0.000164568,4.0410559e-05,0.00018341014,7.3714416e-05,2.7127743e-07,2.0941563e-08,3.6807574e-08,1.2617414e-07,0.014867632,0.00065792712,9.7766611e-07,2.1331466e-07,2.7082627e-08,-0.10752155,0.025958728,0.05197446,-0.0021391851,-0.1373505
-0.00126372,0.0391452,-0.0598168,0.000421508,0.000317148,-4.7161e-05,0.00509321,0.0526881,-0.05123109,-9.9335e-05,0.00046186,0.000144692,1.5969882e-06,0.0015323467,0.0035780496,1.7766899e-07,1.0058285e-07,2.2241599e-09,2.5940788e-05,0.0027760359,0.0026246246,9.8674422e-09,2.1331466e-07,2.0935775e-08,-0.050716513,-0.011469282,0.116097,0.02168931,-0.085554663
-0.00508191,0.107147,-0.0414831,8.04137e-05,0.000317148,-7.03835e-05,-0.00381819,0.0680018,0.0183337,-0.0003410943,0,-2.32225e-05,2.5825809e-05,0.01148048,0.0017208476,6.4663631e-09,1.0058285e-07,4.9538371e-09,1.4578575e-05,0.0046242448,0.00033612456,1.1634532e-07,0,5.3928451e-10,-0.044778905,-0.013759799,0.088185765,0.048941578,0.0061027127
