trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,initdum_1.0
0,-3.34672e-08,1.57226e-08,0.000157986,-0,0,0,0,0,0,0,0,0,1.1200535e-15,2.4720015e-16,2.4959576e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8.01895e-07,-0.0415753,0.0411768,0.000458179,-0.000150138,0,8.01895e-07,-0.041575267,0.041176784,0.000300193,-0.000150138,0,6.4303559e-13,0.0017285056,0.0016955289,2.09928e-07,2.2541419e-08,0,6.4303559e-13,0.0017285028,0.0016955276,9.0115837e-08,2.2541419e-08,0,0.14452168,0.0088739971,0.22051043,0.43665922,-0.056794238,0
0.0449631,0.135482,0.0412901,-0.000490667,-6.61744e-24,0.000103224,0.044962298,0.1770573,0.0001133,-0.000948846,0.000150138,0.000103224,0.0020216804,0.018355372,0.0017048724,2.407541e-07,4.3790512e-47,1.0655194e-08,0.0020216083,0.031349287,1.283689e-08,9.0030873e-07,2.2541419e-08,1.0655194e-08,-0.0050127354,-0.12228028,-0.013687322,0.13666734,-0.075383377,0
0.0112738,-0.0925133,0.0326032,0.000921628,-0,0.000355583,-0.0336893,-0.2279953,-0.0086869,0.001412295,6.61744e-24,0.000252359,0.00012709857,0.0085587107,0.0010629687,8.4939817e-07,0,1.2643927e-07,0.0011349689,0.051981857,7.5462232e-05,1.9945772e-06,4.3790512e-47,6.3685065e-08,0.030140058,0.0097488336,0.071471344,0.044794477,0.077714227,0
0.00131241,0.0350029,0.0417793,0.000332745,-9.73923e-24,0.000179657,-0.00996139,0.1275162,0.0091761,-0.000588883,-9.73923e-24,-0.000175926,1.72242e-06,0.001225203,0.0017455099,1.1071924e-07,9.4852601e-47,3.2276638e-08,9.9229291e-05,0.016260381,8.4200811e-05,3.4678319e-07,9.4852601e-47,3.0949957e-08,0.18576664,0.014499511,-0.0030871911,0.078774572,0.01713169,0
-0.0222166,-0.0632489,0.0331897,0.00110582,-0,3.45284e-05,-0.02352901,-0.0982518,-0.0085896,0.000773075,9.73923e-24,-0.0001451286,0.00049357732,0.0040004234,0.0011015562,1.2228379e-06,0,1.1922104e-09,0.00055361431,0.0096534162,7.3781228e-05,5.9764496e-07,9.4852601e-47,2.1062311e-08,0.0010731385,0.0004374268,-0.15368934,0.067699372,-0.067891433,0
-0.0127948,0.134862,0.0642636,0.000172812,-0,0.00041601,0.0094218,0.1981109,0.0310739,-0.000933008,0,0.0003814816,0.00016370691,0.018187759,0.0041298103,2.9863987e-08,0,1.7306432e-07,8.8770315e-05,0.039247929,0.00096558726,8.7050393e-07,0,1.4552821e-07,0.028988615,-0.13732107,-0.052589348,0.063303222,-0.16254792,0
-0.00178245,-0.105062,0.0400126,0.00101817,-7.17969e-23,0.000331105,0.01101235,-0.239924,-0.024251,0.000845358,-7.17969e-23,-8.4905e-05,3.177128e-06,0.011038024,0.0016010082,1.0366701e-06,5.1547948e-45,1.0963052e-07,0.00012127185,0.057563526,0.000588111,7.1463015e-07,5.1547948e-45,7.208859e-09,-0.15491798,0.019336627,-0.067558885,-0.068876365,0.0053389614,0
-0.00273691,0.143713,0.0681978,0.000223693,-0,0.000416011,-0.00095446,0.248775,0.0281852,-0.000794477,7.17969e-23,8.4906e-05,7.4906763e-06,0.020653426,0.0046509399,5.0038558e-08,0,1.7306515e-07,9.1099389e-07,0.061889001,0.0007944055,6.311937e-07,5.1547948e-45,7.2090288e-09,-0.061085959,0.0051089523,0.025633077,0.027836846,-0.10716804,0
-0.0188842,-0.125218,-0.0559123,0.00330683,-0,1.29341e-05,-0.01614729,-0.268931,-0.1241101,0.003083137,0,-0.0004030769,0.00035661301,0.015679548,0.0031261853,1.0935125e-05,0,1.6729094e-10,0.00026073497,0.072323883,0.015403317,9.5057338e-06,0,1.6247099e-07,-0.088993311,0.098079833,0.010562768,-0.16630177,0.095386683,0
-0.0110875,-0.0442081,-0.00842896,0.00208385,-1.80416e-22,0.000416011,0.0077967,0.0810099,0.04748334,-0.00122298,-1.80416e-22,0.0004030769,0.00012293266,0.0019543561,7.1047367e-05,4.3424308e-06,3.2549933e-44,1.7306515e-07,6.0788531e-05,0.0065626039,0.0022546676,1.4956801e-06,3.2549933e-44,1.6247099e-07,-0.041486259,0.053120522,0.16187182,0.038729366,0.10413996,0
-0.00696207,-0.0639094,-0.0305674,0.00179641,1.05879e-22,0.000416011,0.00412543,-0.0197013,-0.02213844,-0.00028744,2.86295e-22,0,4.8470419e-05,0.0040844114,0.00093436594,3.2270889e-06,1.1210363e-44,1.7306515e-07,1.7019173e-05,0.00038814122,0.00049011053,8.2621754e-08,8.1964827e-44,0,0.14188009,-0.055924342,0.072211342,-0.17768254,0.049916259,0
-0.0079748,0.0480341,-0.00641011,0.00156686,-1.05879e-22,0.00041601,-0.00101273,0.1119435,0.02415729,-0.00022955,-2.11758e-22,-1e-09,6.3597435e-05,0.0023072748,4.108951e-05,2.4550503e-06,1.1210363e-44,1.7306432e-07,1.0256221e-06,0.012531347,0.00058357466,5.2693203e-08,4.4841451e-44,1e-18,0.080782183,-0.059886009,-0.13640272,0.11200899,-0.056857809,0
-0.014607,-0.0936126,0.00829006,0.00238239,-0,0.000416011,-0.0066322,-0.1416467,0.01470017,0.00081553,1.05879e-22,1e-09,0.00021336445,0.0087633189,6.8725095e-05,5.6757821e-06,0,1.7306515e-07,4.3986077e-05,0.020063788,0.000216095,6.6508918e-07,1.1210363e-44,1e-18,-0.031435762,0.069634274,-0.16090492,-0.0043050289,-0.073396843,0
-0.0153785,0.0640984,0.00847356,0.0012514,-0,0.000849811,-0.0007715,0.157711,0.0001835,-0.00113099,0,0.0004338,0.00023649826,0.0041086049,7.1801219e-05,1.566002e-06,0,7.2217874e-07,5.9521225e-07,0.02487276,3.367225e-08,1.2791384e-06,0,1.8818244e-07,0.0073967627,-0.02521239,-0.032989411,-0.042848335,-0.083206315,0
-0.0128865,-0.114693,-0.0152192,0.00330302,-0,0.000315251,0.002492,-0.1787914,-0.02369276,0.00205162,0,-0.00053456,0.00016606188,0.013154484,0.00023162405,1.0909941e-05,0,9.9383193e-08,6.210064e-06,0.031966365,0.00056134688,4.2091446e-06,0,2.8575439e-07,-0.096890129,-0.014585826,-0.021784481,-0.11904256,-0.016785316,0
