global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29
691.608006689227	n/a	n/a	478321.63491664577	1026.5479830585896	n/a	n/a	1053800.7615216584	759.0615510801207	n/a	576174.4383281587	n/a	776.6663895469728	628.9415027582714	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0124554	n/a	n/a	0.00015513698916	0.0429154	n/a	n/a	0.00184173155716	-0.039943	n/a	n/a	0.001595443249	-0.00494239	n/a	n/a	2.44272189121e-05	-8.512599999999997e-05	n/a	n/a	7.246435875999995e-09	-0.000122585	n/a	n/a	1.5027082225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
677.522237807396	-14.085768881830974	198.40888499235774	459036.3827235416	975.2094782959697	-51.338504762619884	2635.642071261545	951033.5265582972	755.6001850257526	-3.461366054368113	570931.6396109515	11.981054962331884	772.0208227493463	580.231594394585	5.626561	109.12793	0.77800505	0.519007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0125797	-0.0250351	0.0006267562320100001	0.00015824885209000006	-0.0235533	-0.06646869999999999	0.004418088079689999	0.0005547579408899999	0.0936852	0.1336282	0.017856495835240002	0.008776916699039999	0.00515371	0.0100961	0.00010193123520999999	2.65607267641e-05	0.00045165	0.000536776	2.8812847417600005e-07	2.039877225e-07	0.000302	0.000424585	1.80272422225e-07	9.1204e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
672.9010434052261	-4.621194402169863	21.355437702646075	452795.81421584205	988.2409328538264	13.031454557856705	169.81880789348432	976620.1413678009	755.6108199389	0.010634913147441694	570947.7112087368	0.0001131013776536282	769.7928649106758	537.9878919770273	3.068295	59.51001	0.8247063997999999	0.657546	-0.0024065231	-0.0064419815	0.0167751531	-0.0002931696	0.1437518174	-0.1561089741	-0.0756924051	-0.0233820506	-0.0817398493	0.1058999512	-0.005713148100000001	0.17229265010000006	-0.0101110391	0.0982042818	0.0788669006	-0.04855828400000002	0.067151853	-0.19320382219999999	0.1084584123	-0.040063725	0.3028122425	-0.0439996338	0.0289923588	-0.0697553933	-0.028787126899999998	0.1138280411	-0.0447242153	0.1330896709	-0.0571447792	0.10264614640000001	-0.117412873	0.0455636531	-0.0746181647	0.13468085800000001	-0.0483787151	0.0182958226	-0.0191792761	-0.0135964103	0.020403133799999997	0.24690914120000002	-0.0058380888	0.10691399900000001	-0.0101398173	0.007165014300000001	-0.000952387	0.10797790119999999	-0.1346178007	-0.09320302009999999	0.014940053899999996	-0.1280710132	0.1473152731	-0.1400622304	0.1199695367	-0.05064385019999999	0.027650218100000002	-0.0815068196	0.10814305130000001	0.1081293633	0.1081065512	0.108074617	0.0	0.0	-0.0333026	-0.0207229	0.00042943858441000013	0.00110906316676	-8.15602e-05	0.0234717398	0.000550922569238904	6.6520662240400004e-09	0.431084	0.3373988	0.11383795024144	0.185833415056	-0.00305151	-0.00820522	6.732563524839998e-05	9.3117132801e-06	-7.89222e-05	-0.0005305722000000001	2.815068594128401e-07	6.228713652839999e-09	0.000428467	0.00012646699999999995	1.5993902088999988e-08	1.83583970089e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
672.2807528063975	-0.6202905988286602	0.3847604269952179	451961.4105939365	1001.8697411149792	13.628808261152814	185.7444146192672	1003742.9781617954	752.9836982163388	-2.6271217225612418	566984.4497795544	6.901768545153147	769.0015830223372	531.346545339453	2.954708	57.30698	1.1636648998	0.822399	0.0409405981	0.30184400510000003	0.07292990690000001	-0.0762085539	0.38459316670000004	0.19012612339999999	-0.18913679	-0.197629743	0.2701124312	0.0111371814	0.1247743951	0.037867603199999995	-0.0922526646	-0.0267751813	-0.0228170886	-0.1705685108	0.16790707059999999	0.0054980635	0.0243075685	0.0224786566	0.064652648	0.047595424000000004	0.060972049800000004	-0.081247313	0.0182409881	-0.0503918837	-0.0284701485	0.0075095799	-0.075682221	-0.1011974693	0.1009840255	0.0032614943	-0.0535538017	-0.0411137181	0.06875630099999999	0.1577865782	0.0051841937	-0.2535401546	-0.2906616327	0.10337209039999999	-0.11980163449999999	0.1528810763	0.0355561454	0.011246013300000001	-0.29386402289999997	-0.0148740204	-0.219694229	-0.13137793039999998	0.039642941800000005	0.0204284551	0.0800062499	-0.1385465239	-0.037149815	-0.04653905059999999	-0.0556733057	-0.0058688308	0.1081065512	0.10798339369999999	0.10777823519999999	0.1074912313	0.0	0.0	0.059507400000000016	0.09281	0.0086136961	0.003541130654760001	-0.08028499999999998	-0.08020343979999997	0.006432591755752222	0.006445681224999997	1.07266	0.6415759999999999	0.4116197637759999	1.1505994756	-0.00865276	-0.00560125	3.13740015625e-05	7.487025561760001e-05	0.0006093240000000001	0.0006882462000000001	4.7368283181444006e-07	3.712757369760001e-07	0.00112048	0.0006920130000000001	4.788819921690001e-07	1.2554754304000002e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
668.6605593604824	-3.6201934459151066	13.105800585846689	447106.9436442732	943.3694312268907	-58.50030988808851	3422.2862570023863	889945.8837733471	754.3287662502153	1.3450680338764869	569011.8875925719	1.809208015756358	766.5054566672055	534.2720629190828	2.636628	51.137772	0.8463604200000001	0.673153	0.008800067	0.04804844230000002	0.0158926386	-0.09180443810000001	-0.0901111951	0.0809444934	-0.0058492647	-0.033495970699999995	0.0064810405	0.0344863396	0.0350329943	0.131529388	0.0473832649	0.0340529491	0.0295368535	0.0802625351	0.053036065099999995	-0.0367935752	0.1331881827	-0.185160961	0.011082534	0.1373635533	-0.0676440782	0.1325991146	-0.027032369900000002	0.131154311	0.0984495491	-0.0067666288	0.0767902483	0.0339123647	-0.0808475085	-0.0114258585	0.0544792766	-0.0395397287	0.0635839996	-0.008473968	-0.0141357053	-0.0143417489	-0.0502215927	0.025120156400000003	-0.047204119100000004	0.048825013	-0.0237397373	-0.0097257956	0.22116956969999998	0.0581587866	0.0399953855	0.0700049836	0.0671450413	0.1435342286	-0.036272227000000004	0.0481564293	0.20528295600000002	-0.2047694057	0.0262531356	-0.0223980449	0.1080335633	0.10769165160000001	0.1071226002	0.1063276091	0.0	0.0	0.00281898	-0.05668842000000001	0.0032135769620964014	7.9466482404e-06	-0.08130429999999997	-0.0010192999999999867	1.0389724899999732e-06	0.006610389198489996	0.526766	-0.545894	0.298000259236	0.27748241875599994	-0.00438721	0.004265550000000001	1.8194916802500005e-05	1.92476115841e-05	0.000195476	-0.00041384800000000013	1.7127016710400008e-07	3.8210866576e-08	0.000944704	-0.0001757760000000001	3.0897202176000026e-08	8.92465647616e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
667.934836605469	-0.7257227550134075	0.5266735171442504	446136.94595117454	949.206025513642	5.836594286751279	34.06583286813767	900992.0788714049	753.6626926945347	-0.6660735556805548	568007.4543595767	0.4436539815769371	765.1574678108037	524.2076597226973	1.953203	37.882645	0.8814710700000001	0.568461	0.017578068999999998	0.1673111433	0.0555502618	-0.06315857379999999	0.0302734902	0.2777067833	-0.0443533517	-0.1471973519	0.17791370539999998	0.0592416888	-0.0142905201	0.0392828057	-0.0227403373	-0.0299990714	-0.0118387361	-0.0777323902	-0.0541850512	-0.0503499459	0.0171354724	0.024566626499999997	0.0268085027	0.006080486899999999	-0.0045909365	0.0111631012	0.33104491760000004	-0.1480943406	-0.0827053549	-0.0235659271	-0.037092154700000005	-0.1495950643	-0.0516853302	-0.0945640813	0.1725891858	0.023902066099999997	-0.07832575650000001	-0.0186694984	-0.0363554269	-0.1285600734	-0.1820532728	-0.0275403631	-0.0989835941	0.0371504505	0.046592629299999994	-0.0883191291	-0.017358596299999998	0.15392420880000002	0.10225984839999999	-0.027561660699999997	-0.131946337	-0.009404199	0.024148412200000004	-0.2305615824	-0.06114300480000001	0.0439088864	-0.275212089	-0.0273708713	0.1079241123	0.10725453089999999	0.10614163730000001	0.1045900315	0.0	0.0	0.0557658	0.052946820000000006	0.0028033657481124005	0.0031098244496400003	-0.260143	-0.17883870000000002	0.03198328061769	0.06767438044899997	0.907671	0.380905	0.14508861902499995	0.8238666442409998	-0.00897327	-0.00458606	2.1031946323600007e-05	8.051957449290001e-05	-0.000499871	-0.000695347	4.835074504090002e-07	2.4987101664100005e-07	0.0008505000000000001	-9.420399999999986e-05	8.874393615999973e-09	7.233502500000002e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
665.4513678126449	-2.4834687928240555	6.167617244930972	442825.52292372	944.5471817730588	-4.6588437405831655	21.704824999170945	892169.3785954278	751.2353980082634	-2.4272946862713525	564354.6232206338	5.891759494001144	764.6530752338913	516.205559951752	1.868053	36.231155	0.3577898999999998	0.235212	0.0829794581	0.30996610410000003	0.042899353700000004	-0.0676523636	0.038448143399999996	0.2763779212	-0.0595349746	-0.1397826551	0.2672813543	-0.1002348162	0.0233956064	-0.0118033577	-0.0802709435	0.0259895597	0.1195294861	-0.0563413916	-0.050793862800000006	0.0438765854	-0.00010578049999999999	0.016444613	0.08700751279999999	-0.0375230637	0.028636525099999997	0.0040764104	-0.0019574408	0.07278584639999999	-0.0050767839	-0.0985173962	-0.0164532655	-0.0868999402	-0.0031281815999999996	0.0107987917	-0.184388251	-0.005660263299999999	-0.0404210844	-0.025984821800000002	-0.048314908499999996	-0.1588164849	-0.2463060865	-0.0520175333	-0.1476658723	-0.0417380492	0.0712007478	-0.1152254012	0.031020829	-0.11887850800000001	0.0141771223	0.0332555892	0.0478079217	0.0030010694	0.0095839232	-0.0972954617	0.0429277262	0.0130402949	0.14022115529999998	-0.0011587705000000001	0.10777823519999999	0.1066726216	0.1048383259	0.10228787810000001	0.0	0.0	0.0468374	-0.008928400000000003	7.971632656000005e-05	0.00219374203876	-0.0488593	0.2112837	0.04464080188568999	0.0023872311964899997	1.00175	0.09407900000000002	0.008850858241000004	1.0035030625	-0.009328	-0.00035472999999999934	1.258333728999995e-07	8.701158400000001e-05	-0.000127507	0.000372364	1.38654948496e-07	1.6258035049000003e-08	0.000993382	0.00014288199999999975	2.0415265923999936e-08	9.86807797924e-07	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
666.9236290838477	1.4722612712027967	2.167553250683675	444787.1270303697	948.4144191687782	3.8672373957193713	14.955525074850344	899489.9104872509	751.7909479805792	0.5555499723158164	565189.629465538	0.3086357717401043	765.7315518299849	539.908456335427	1.678443	32.553635	0.31959399999999993	0.191884	0.017264575900000002	0.1727574655	-0.054471760099999995	-0.029846376400000006	0.0015099798	0.22160613350000002	-0.0516937526	-0.0953885606	0.2225870748	-0.0602890291	-0.0720246674	0.0210826782	0.0341251511	-0.0574855488	0.0616163997	-0.0629759072	-0.0159052167	0.0645005506	0.0942565691	0.006710693199999999	-0.0430234359	-0.0934832092	-0.0286768673	0.1664188606	-0.0168981933	0.08021294059999999	0.1814303962	0.0171013336	0.0821061726	-0.0428764316	-0.026959348199999997	0.0660538349	-0.0285301412	-0.018109185	0.0375112695	-0.1618805118	0.08215179110000001	-0.0991860391	-0.1894138745	-0.0992345194	-0.0121057192	-0.1062671555	0.1048889903	-0.1047271234	0.0889574273	0.0336553696	0.0036982434999999997	0.0392398516	0.010547583999999999	-0.0220703502	0.0497876383	-0.0397226146	-0.0049082953000000006	-0.0449447609	0.1524854782	0.0363238344	0.107595981	0.1059467092	0.1032166238	0.0994335757	0.0	0.0	0.0511405	0.004303099999999997	1.8516669609999976e-05	0.00261535074025	-0.192384	-0.1435247	0.020599339510090003	0.037011603456	0.8861489999999999	-0.11560100000000005	0.013363591201000016	0.7852600502009998	-0.008923719999999998	0.00040428000000000165	1.6344231840000133e-07	7.963277863839996e-05	-0.0004728	-0.00034529300000000004	1.1922725584899998e-07	2.2353984e-07	0.000619651	-0.0003737309999999999	1.396748603609999e-07	3.8396736180100007e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
664.6938267795771	-2.2298023042706063	4.972018316130506	441817.88335887843	946.446564784366	-1.9678543844121348	3.872450878250063	895761.0999921272	751.6649689860519	-0.1259789945272587	565000.2256008022	0.015870707062099074	765.313433716004	521.1483613761023	1.187598	23.033638	0.18822145	0.115651	0.0918263385	0.21239783010000002	-0.0145259927	0.0046458765	-0.015512819399999999	0.1891010026	-0.0450668063	-0.0773562775	0.2190640355	-0.045093136299999996	-0.022375634300000002	0.015574361100000001	-0.01458872	-0.043877433	0.067952204	0.0202595585	-0.0772225232	-0.0036856140000000003	0.0886800691	-0.0094734808	0.0056281053	-0.0026402055	0.1155023074	0.0859797105	-0.0199567036	-0.024392551499999998	-0.12444194310000001	-0.09720418880000001	0.0879718247	0.14665856	0.0051022667	-0.0023839493	-0.05538460940000002	-0.0021604442	-0.0286299547	0.0348492288	0.007195255699999998	-0.0788343966	-0.1649250139	-0.079777204	-0.033825617999999995	-0.1089362546	-0.0125448751	-0.1105784932	0.0765647861	0.0107081899	0.1004545895	0.0752703244	0.060602000499999996	-0.010077957700000001	0.1203331913	0.0503093691	0.0133010256	0.0409307009	0.0429331779	-0.013403118200000001	0.10737741140000001	0.10507777380000001	0.1012814563	0.09604253189999999	0.0	0.0	0.0487575	-0.0023829999999999962	5.6786889999999825e-06	0.0023772938062500003	-0.101266	0.09111799999999999	0.008302489924000001	0.010254802756	0.8177569999999998	-0.06839200000000001	0.004677465664	0.6687265110489997	-0.00891112	1.259999999999803e-05	1.5875999999995037e-10	7.94080596544e-05	-0.000771062	-0.000298262	8.896022064399998e-08	5.945366078439999e-07	0.000835358	0.000215707	4.6529509849e-08	6.978229881640001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
667.4707049439737	2.7768781643966345	7.7110523399028255	445517.1419584052	947.5028269381282	1.0562621537621908	1.115689737470342	897761.6070557445	752.4085680768263	0.7435990907744099	566118.65331542	0.5529396078005291	766.1366905999847	537.5980514528842	1.3266190000000002	25.729965	0.2272949	0.146763	0.033187111	0.1256028709	-0.0883671712	-0.0448964308	-0.013492591000000002	0.177876457	-0.0799403207	-0.054674143499999994	0.18226728690000002	-0.0224264627	-0.0034782309000000004	0.0031628652	0.046747381500000004	0.0103518453	0.1143361784	0.0100317449	-0.08525180660000001	-0.03715671	-0.024771669399999998	-0.0847542991	0.024427579300000002	0.0880186347	0.0746643969	0.1310530424	-0.0524922763	0.0669787226	0.0117322839	0.1083345478	-0.11518672220000001	0.09442161119999999	0.0589475363	0.10559023	0.08724448509999999	-0.075572125	-0.0095366733	-0.0757404359	-0.022039665899999998	-0.062072725499999995	-0.1693792756	-0.051783974299999994	-0.007243236899999998	-0.04930887849999999	0.0839694068	-0.0392445902	0.08075469769999999	-0.011001675800000001	0.0677551897	0.0412463779	0.0700062486	0.002229487	-0.0018863979999999999	0.11866218740000001	0.0925109183	-0.0500444626	0.1159083348	-0.0897497186	0.1071226002	0.1040669883	0.09903870029999999	0.09213305150000001	0.0	0.0	0.0285199	-0.020237599999999998	0.0004095604537600001	0.0008133846960100001	-0.07419019999999997	0.027075800000000025	0.0007330989456400014	0.005504185776039995	0.728514	-0.08924299999999985	0.007964313048999973	0.530732648196	-0.007461599999999999	0.001449520000000001	2.101108230400003e-06	5.5675474559999985e-05	-0.000405813	0.000365249	1.3340683200099995e-07	1.6468419096900002e-07	0.000835357	-1.0000000000157452e-09	1.0000000000314906e-18	6.978213174489999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
