global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
677.9051090168076	n/a	n/a	459555.33683108975	1015.2126009910733	n/a	1030656.6252110602	n/a	706.8007055043101	n/a	n/a	499567.2373013906	756.2430180017708	546.7371189702068	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.00371181	n/a	n/a	1.37775334761e-05	-3.03244e-06	n/a	n/a	9.1956923536e-12	0.00274341	n/a	7.5262984281e-06	n/a	-0.000136927	n/a	n/a	1.8749003329000007e-08	-0.0	n/a	0.0	n/a	8.756979999999999e-05	n/a	7.668469872039999e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
674.22085162058	-3.684257396227622	13.573752561657937	454573.7567599802	991.179369170748	-24.03323182032523	982436.5418697221	577.5962317294931	706.5170078294113	-0.2836976748988036	0.08048437074298725	499166.2823522245	751.3585317044642	538.5225136575883	1.179879	19.037275	0.0338051573007	0.0161108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-2.49208e-06	-0.00371430208	1.3796039941492325e-05	6.210462726400001e-12	0.0105575	0.01056053244	0.00011152484541629238	0.00011146080625000002	2.72193e-08	-0.0027433827807	7.4089029249e-16	7.526149081441263e-06	0.0	0.000136927	1.8749003329000007e-08	0.0	-0.000111242	-0.000111242	1.2374782564e-08	1.2374782564e-08	0.0	-8.756979999999999e-05	0.0	7.668469872039999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
672.2329989918529	-1.9878526287270688	3.9515580735371176	451897.2049335805	992.700426786722	1.5210576159739733	985454.13734254	2.3136162711124264	707.9200356799735	1.4030278505621254	1.9684871494529776	501150.77691713494	753.7187651138495	536.3388994553926	1.10169	17.775707	0.06423665486070003	0.0366421	-0.0202506674	-0.041903556200000004	-0.0262405569	0.0205938706	0.1398936975	-0.1178651624	0.0583979699	-0.0968089924	0.042197852	-0.10481566029999999	0.0684477139	-0.0809267975	0.0019085391	-0.006911721500000001	-0.1621332872	0.07958217669999999	-0.048640533099999994	0.0741232781	-0.0362688966	0.081429823	-0.0878176749	0.0761937551	-0.12090214390000001	0.0388945237	-0.011338884099999998	0.2470086336	-0.047266099400000004	0.049514975	-0.029693906699999998	0.11269463019999999	-0.1549137875	0.0144732574	-0.128162961	0.0169875034	-0.0157775301	0.1030429561	-0.0304959173	0.1271322486	-0.1183317797	-0.0057997822	0.11525187740000001	-0.1003197606	0.0363353312	-0.046980981399999996	0.0187378461	-0.1600242289	0.0008700064	-0.039376758	0.0901794073	0.10715197900000001	-0.05874001070000001	0.0327017724	-0.1911431249	0.0884562577	-0.0560640066	0.0067086714	-0.0708831261	0.10814305130000001	0.1081293633	0.1081065512	0.108074617	0.0	0.0	0.0	2.49208e-06	6.210462726400001e-12	0.0	0.00381941	-0.00673809	4.5401856848100015e-05	1.45878927481e-05	0.0355534	0.0355533727807	0.00126404425156	0.0012640423160834196	0.000327612	0.000327612	1.0732962254400002e-07	1.0732962254400002e-07	-0.0	0.000111242	0.0	1.2374782564e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
669.7538832339634	-2.479115757889531	6.146014941016183	448570.26410697354	987.1019470004297	-5.598479786292274	974370.2537720392	31.342975917523173	705.8017675454297	-2.1182681345437686	4.487059889823537	498156.1350702528	752.4100239667952	525.8918472085015	1.169171	18.8645	0.104329980534	0.0583726	-0.0075166043	0.0130392944	0.0924066907	0.112028172	0.12378012390000001	-0.032718813900000004	-0.042802779400000004	-0.0036081251000000003	-0.0592593014	6.91576e-05	0.1176618608	0.1011820997	-0.0978681734	0.0292997711	-0.0725248386	0.0833826265	0.0415450427	0.0195522242	-0.0718701975	-0.0133784104	-0.0011267695	-0.14168172699999998	-0.0862779628	-0.11598416550000001	-0.0102614052	-0.0711575519	0.0956246723	0.0216563829	0.013193710400000001	0.0008832422	0.0791620851	-0.0399090945	0.07383607730000001	0.08882409050000001	-0.10263460320000001	-0.0309290003	-0.023443350800000002	0.0048071833	-0.1374981446	0.0730601756	0.0551635724	0.030194573500000002	-0.139895052	-0.0300793363	0.06492182	-0.16519041269999998	0.0392306073	-0.0198145518	-0.0331555859	0.09328604619999999	-0.057508065899999995	-0.0096597245	-0.0127197261	0.030052595699999997	-0.06679772120000001	-0.0004093511	0.1488741649	0.1081065512	0.10798339369999999	0.10777823519999999	0.1074912313	0.0	0.0	-7.405339999999998e-07	-7.405339999999998e-07	5.483906051559998e-13	5.483906051559998e-13	0.0548784	0.05105899	0.0026070204598201	0.0030116387865600004	0.0106963	-0.0248571	0.00011441083368999998	0.0006178754204099999	0.0	-0.000327612	1.0732962254400002e-07	0.0	-0.000240651	-0.000240651	5.7912903800999985e-08	5.7912903800999985e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
669.5810288128432	-0.1728544211201779	0.029878650900791805	448338.7541460656	974.9775057898712	-12.12444121055853	950581.1367962385	147.00207466829	703.9493263661064	-1.8524411793232505	3.4315383228525143	495544.654091295	747.9745252098418	526.0025386998474	1.0697	17.259552	0.085302977246	0.0584975	-0.004067241	-0.0564236788	0.1223723416	-0.0603594417	-0.0167854726	-0.09695982689999999	-0.0470136713	0.10422733460000001	-0.1255679622	-0.0137417279	0.0639032253	0.021722931400000003	0.0012909182000000001	-0.0575128216	0.0069679889	-0.0159164973	-0.0372429917	-0.0587114447	0.0409929505	0.054371080599999996	0.0306774417	-0.0441543613	-0.0011873157	-0.0247619376	0.10794293960000001	0.0157657304	0.0707209508	0.0054290428000000005	-0.10847387730000001	0.0617209467	0.0644691033	-0.044615410999999994	-0.022164658700000003	0.0010274226	-0.0476820166	-0.0559330372	0.0049290259999999995	0.106633731	0.0670227816	-0.0685941848	-0.0670475812	-0.0163664022	-0.1752406647	0.0606040276	0.0021096331	-0.0505536579	-0.0304810321	0.0473195372	0.004065071	-0.026937665099999997	0.0577395633	0.017547836299999998	-0.021484616499999998	0.11346392039999999	-0.08616623640000001	-0.0086410588	0.0468354291	0.1080335633	0.10769165160000001	0.1071226002	0.1063276091	0.0	0.0	-7.93778e-06	-7.197246000000001e-06	5.1800349984516025e-11	6.300835132840002e-11	0.00127762	-0.05360078	0.0028730436166084	1.6323128643999996e-06	0.0106977	1.400000000002094e-06	0.00011444078529	1.960000000005863e-12	0.0	0.0	0.0	0.0	0.00016644199999999996	0.00040709300000000003	2.7702939363999992e-08	1.6572471064899994e-07	-0.000226779	-0.000226779	5.1428714841e-08	5.1428714841e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
670.5608407721113	0.9798119592680904	0.9600314755247742	449651.8411770008	979.5621516705884	4.584645880717176	959542.0089855128	21.01897785157697	705.8214606082335	1.872134242127004	3.504886620544451	498183.93425514	748.6099715625685	526.3714905111412	1.036118	16.717701	0.06492881198	0.0335664	-0.0070390009	0.0506823279	0.0791925508	-0.071554596	0.0186544898	-0.014265896699999999	0.08528744320000001	-0.0072145618999999985	-0.0186327131	-0.0514964028	0.0974330446	-0.0626103508	-0.005619158199999999	-0.0781497387	0.0957879193	-0.046553906	-0.029560188900000006	0.0769973313	-0.074079047	-0.0024174528	-0.0378433261	0.016300745	-0.17795477989999994	0.0080650005	0.0817324109	0.1758365339	-0.1092723643	0.036394707799999995	0.0645513656	0.046573246	0.0028628308	-0.007674301999999998	-0.0618502545	-0.020682441	0.0042484165	0.1070128397	-0.129552306	0.0664362354	-0.0352339834	-0.0539408815	0.043276198700000004	-0.0920858972	-0.0654953994	0.0182606055	-0.021639490299999998	0.0703119482	-0.044350744500000004	0.0599427802	0.0316316073	-0.1078929001	0.044146556600000005	0.0036607096	-0.1246146945	0.2444250567	-0.0676369558	-0.0065599387	0.051441425	0.1079241123	0.10725453089999999	0.10614163730000001	0.1045900315	0.0	0.0	2.21442e-05	3.008198e-05	9.049255207204e-10	4.9036559364e-10	0.023281	0.02200338	0.0004841487314244	0.000542004961	0.027653	0.016955299999999996	0.0007646884089999997	0.00028748219808999984	0.0	0.0	0.0	0.0	0.000458464	0.00029202200000000007	2.10189239296e-07	8.527684848400005e-08	0.0	0.000226779	0.0	5.1428714841e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
671.0787278416716	0.5178870695602882	0.2682070168177428	450346.6589615963	979.0791618114876	-0.4829898591008259	958596.005093485	0.2332792039942357	707.1845144805669	1.3630538723334666	1.8579158588832585	500109.93752111524	752.3234230594786	528.4533351584242	0.976364	15.753582000000002	0.09178026	0.06735239999999999	-0.019469923700000002	0.030416602	0.0580424546	0.0675022324	0.0036494921000000003	0.0973691952	-0.006488761899999999	-0.054875065300000005	-0.0070868512	-0.0641077805	0.084516965	0.0413928981	0.0380822922	0.0114843506	0.023929853100000002	-0.012522025400000001	-0.0606121903	0.12432765400000001	0.0010857322	0.0292330292	-0.022565072599999996	0.052574401900000005	-0.0001071192	-0.0289091901	-0.0055257807	0.0309433569	0.0736195103	-0.017242168999999998	0.0032267388	-0.012023353300000001	0.048665210199999996	0.0390842542	-0.07615691299999999	-0.026981849	0.0139263021	-0.1072470404	0.0266414129	0.0220067584	0.045004000499999995	0.0600150795	0.058832192699999994	0.010390222099999999	-0.0657605055	-0.0244567198	-0.016995801	0.0750951886	0.0361217436	-0.0517636204	0.0198054933	0.1163414265	0.0713240547	0.0114833885	0.0646660992	0.11765796740000001	-0.042265999000000005	0.0212413627	-0.0149000558	0.10777823519999999	0.1066726216	0.1048383259	0.10228787810000001	0.0	0.0	2.21442e-05	0.0	0.0	4.9036559364e-10	0.08190949999999997	0.05862849999999997	0.003437301012249997	0.006709166190249994	-0.00549876	-0.033151759999999995	3.02363615376e-05	0.0010990391910975998	0.0	0.0	0.0	0.0	0.000458464	0.0	2.10189239296e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
670.3855625295528	-0.6931653121188219	0.4804781499247838	449416.8024480649	974.8606311399395	-4.218530671548024	950353.2501465613	17.796001026791423	706.1279669648276	-1.0565475157393394	1.1162926530149695	498616.7057298806	749.6034716334856	527.7250672271842	0.937532	15.127023	0.0939959592	0.0695905	-0.016566034599999998	0.0367427446	0.0410888651	-0.0237723888	-0.028285691499999998	-0.019252483600000002	0.043817406600000004	0.0162779635	-0.0648841953	0.0060364803	-0.0003343428	0.054697163300000004	0.1677642092	0.049297178	0.0814326901	-0.1091117051	-0.0493535261	0.1471563657	-0.100952371	0.0324400548	-0.032163137599999995	0.0578354201	0.056728057	0.0124510946	0.000562543	0.0479593382	-0.0007646047	0.0027110807	-4.1921e-06	0.0329627767	-0.0227368862	-0.0902115633	-0.0757040626	-0.0918049482	-0.0676050156	0.062921829	-0.0279581615	-0.0258412844	-0.0042594718	-0.0194186552	-0.0447136536	-0.0005078316	-0.0569745593	0.1184505984	-0.062477523099999994	0.0430277371	-0.0123505026	-0.0768166923	0.0197928885	-0.0025290254	-0.1104646905	0.0586833581	0.0417466667	0.0817192032	-0.0969900788	-0.0583049056	-0.0283338767	0.107595981	0.1059467092	0.1032166238	0.0994335757	0.0	0.0	-0.000543915	-0.0005660592	3.2042301790464e-07	2.95843527225e-07	0.0143893	-0.06752019999999997	0.004558977408039996	0.00020705195449000004	-0.00554606	-4.730000000000012e-05	3.0758781523600005e-05	2.2372900000000114e-09	0.000271039	0.000271039	7.3462139521e-08	7.3462139521e-08	0.000212255	-0.000246209	4.5052185025e-08	6.061887168099999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
669.8028656176008	-0.5826969119519845	0.33953569119837873	448635.87878954975	975.4368753128964	0.5762441729568764	951477.097720187	0.3320573468667544	707.0865194486447	0.9585524838171297	0.9188228642319884	499971.3459859986	750.3738122424402	528.582941155008	0.8986199999999999	14.499183	0.056897904999999985	0.03059	-0.023024907400000003	0.0556467777	0.0016892945000000002	-0.001299295	-0.0153627766	-0.0144164258	0.025684893900000002	-0.0955962829	0.0707338667	0.0578339301	0.04506319	-0.011916806499999998	0.0427574626	0.049201340499999996	0.0761675201	0.1249175999	-0.062225762699999985	0.2148593416	-0.048358434000000006	0.0281354769	-0.1004101039	-0.0969132853	0.0049576165	-0.0321192905	-0.060585832699999995	-0.06404940099999999	-0.0656331015	0.08095592110000001	0.0635457029	0.0542616181	-0.0313146608	0.1271015365	0.0387774988	0.0359946325	-0.055197068099999996	-0.0750520015	-0.18883406519999998	0.0825397688	-0.014063919099999999	0.0175245328	0.08844126710000001	-0.0577896693	0.0322667644	0.0245105653	0.012750016299999998	0.10299998169999999	-0.0535247317	0.0028300218	-0.0454748277	0.1320208421	-0.1241093118	-0.0966430745	0.0236764258	0.12861567699999998	-0.1518030729	-0.003092498	0.024547161	0.10737741140000001	0.10507777380000001	0.1012814563	0.09604253189999999	0.0	0.0	-0.0007553999999999999	-0.000211485	4.472590522499999e-08	5.706291599999999e-07	0.033286500000000004	0.018897200000000003	0.00035710416784000016	0.0011079910822500002	0.0117361	0.01728216	0.00013773604321	0.00029867305426560005	0.000127138	-0.00014390100000000002	2.0707497801e-08	1.6164071044e-08	-5.398520000000001e-05	-0.0002662402	2.914401819040001e-09	7.088384409604e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
671.1043136817283	1.3014480641274986	1.6937670636212137	450380.99984222354	976.5007107091244	1.0638353962280007	953553.6380154252	1.1317457502675874	706.7627890102551	-0.3237304383895889	0.10480139673991544	499513.63992955437	751.8317950458742	528.4769485501837	0.908068	14.651616	0.08191857999999999	0.0478425	-0.010524008799999998	-0.040676847599999996	0.07195528030000001	0.0371779235	-0.0308042683	0.0987789144	0.0421719579	-0.0409239415	-0.0043574481	0.040519992799999995	0.0442160474	0.0955078991	-0.0218983138	0.0520674347	0.1397434561	0.0113803621	-0.07612831	0.10111630220000001	-0.0640995461	-0.014734228500000003	-0.0188717004	-0.0939021497	-0.0234679082	-0.0597646192	-0.08451372730000001	-0.0143385366	0.065653281	-0.035118146600000004	-0.1403656949	-0.0711983279	0.17288639890000002	-0.056085597	0.009352731	0.0623327216	0.11001098890000001	-0.048580847999999996	0.0439123421	-0.0847573167	-0.1196180043	0.0605865853	0.0091534907	0.0217861087	-0.0579869	-0.0384440063	-0.051074357599999995	0.1126398693	0.026631455800000002	-0.0001210232	-0.055276876100000004	0.0543145735	-0.0606710596	-0.0058845153	0.058046421699999996	0.019818221	-0.1537519333	0.044309160300000004	-0.027352901800000003	0.1071226002	0.1040669883	0.09903870029999999	0.09213305150000001	0.0	0.0	-0.00356907	-0.0028136700000000003	7.916738868900001e-06	1.27382606649e-05	0.06824839999999999	0.03496189999999998	0.0012223344516099988	0.004657844102559997	-0.0175378	-0.029273900000000002	0.00030757442884	0.0008569612212099999	0.000156189	2.9050999999999987e-05	8.439606009999995e-10	2.4395003721000002e-08	0.000214346	0.0002683312	4.5944207716e-08	7.200163289343999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
