global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
678.9782395966671	n/a	n/a	461011.449845789	1064.7992093713847	n/a	1133797.356277926	n/a	710.2572278092404	n/a	n/a	504465.3296552672	773.0002892279681	638.4355389000266	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.00256025	n/a	n/a	6.5548800625e-06	-2.00426e-09	n/a	n/a	4.0170581476000004e-18	6.06492e-09	n/a	3.678325460640001e-17	n/a	-5.95084e-05	n/a	n/a	3.54124967056e-09	-0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
673.5775284126395	-5.400711184027613	29.16768129328095	453706.6867824802	1017.85338200147	-46.94582736991481	1036025.5072518302	2203.9107074458425	710.748299576947	0.4910717677066714	0.24115148103855505	505163.1453515217	761.6849379844489	613.1894373144896	1.546762	24.444195	0.13453699883082	0.0597335	-0.0163843384	0.1082337849	0.0113977811	-0.0528698515	-0.0089889397	-0.137011033	0.059757935899999996	-0.10701010820000001	-0.0320678641	0.145066956	-0.1362069524	0.0949240235	-0.0170031276	0.025924584100000002	-0.0876416248	-0.133150719	0.025733038700000002	-0.0583259883	0.12793145	-0.0264246325	0.0760560626	-0.0887836985	0.0623538217	0.060936481699999996	-0.1175269219	0.0176925074	-0.0213373238	0.0611724267	-0.1487110633	0.0680967146	-0.0877696106	0.1637793331	-0.010711106599999999	0.1494079058	-0.0806019329	0.08893636769999999	-0.0218058706	0.022875350899999997	-0.0195159959	0.0083463167	0.0005458778	-0.0608506275	0.1471104304	-0.0449913645	-0.1203931877	0.0997464458	-0.0006296242	0.0379687409	-0.0692369847	0.037782856000000004	-0.1370807081	0.2203990251	-0.11202235	0.0013926635	-0.1081155673	-0.0975006094	0.0342221845	-0.18048756829999998	0.0678469954	-0.21620079379999999	0.0159961582	-0.1526090756	0.03259635	-0.0107009467	0.048839121	-0.0944083349	0.15114586630000001	-0.2677601485	0.0045300406	-0.0989041901	0.0314127382	-0.0014475336	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	0.016577999999999996	0.01913825	0.0003662726130624998	0.0002748300839999999	-6.03369e-05	-6.0334895740000004e-05	3.64029964395667e-09	3.6405415016099995e-09	0.0453972	0.04539719393508	0.00206090576784	0.002060905217179265	0.0006689430000000001	0.0007284514000000001	5.306414421619601e-07	4.4748473724900006e-07	0.000462492	0.000462492	2.1389885006399997e-07	2.1389885006399997e-07	0.000207881	0.000207881	4.3214510161e-08	4.3214510161e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0
672.9429899652902	-0.6345384473493141	0.40263904116447824	452852.2677434246	1009.3244682106713	-8.528913790798581	1018735.8821287544	72.74237045087426	711.8584611999886	1.110161623041563	1.2324588292742773	506742.4687820157	762.8332715302843	614.536053423828	0.97336	15.38245	0.07878674779999999	0.0429671	-0.0132926152	0.1266699265	0.0093523586	-0.0564560638	0.039293286000000004	-0.012459927800000001	0.0260866345	-0.11285857199999999	-0.134996564	0.1332290298	-0.0457210116	0.016770862	0.031346535099999996	-0.08074039870000001	0.1050285837	-0.1020687652	-0.053088761500000005	-0.0240118663	-0.0021940581	0.0511475741	-0.0781055019	0.0720790568	-0.035080644300000005	0.0238918188	0.1543119086	0.002801836	-0.0540021137	-0.0214298515	-0.0219162069	0.0660757667	-0.11553474820000001	0.1626673602	-0.12334771609999999	0.0541894067	-0.1136252397	0.0628627091	-0.022505032	0.0067803461	0.0380090854	0.0172687664	0.0799762864	-0.0142004295	0.1049112307	-0.0065160041	-0.1322862137	0.005203998400000001	0.0675027304	0.034090283900000004	-0.1367384837	0.034277257799999995	-0.046123350300000004	0.0550511745	-0.025477985800000002	-0.089847026	-0.2030107764	-0.0100095302	0.0677223191	-0.0247519502	0.0230388316	-0.10861517710000004	0.0738738472	-0.0767119586	-0.0805883694	0.1430533196	0.0258702359	-0.1560950614	-0.0042262753	-0.085633448	-0.0035516381	0.0089750734	-0.0164488718	-0.1292560518	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.0194948	0.002916800000000004	8.507722240000025e-06	0.00038004722704	2.61309e-05	8.646780000000001e-05	7.47668043684e-09	6.8282393481e-10	0.0632112	0.017813999999999997	0.003995655805439999	0.00031733859599999986	0.000228223	-0.0004407200000000001	1.9423411840000008e-07	5.2085737729000004e-08	-0.0	-0.000462492	0.0	2.1389885006399997e-07	-4.82966e-05	-0.0002561776	2.33256157156e-09	6.562696274176e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
672.8257857091588	-0.11720425613134465	0.013736837655301844	452694.53791514685	1010.4959832805732	1.1715150699019432	1021102.1322261724	1.3724475590073548	711.4214170944424	-0.4370441055461925	0.1910075501926714	506120.4327006646	764.6261050096681	612.7580673535123	1.147043	18.127253	0.1244080991	0.0742564	0.004767530900000001	0.0836167784	0.1452333277	-0.0551532721	0.0908473192	0.0605802847	0.0006230783	-0.128193566	-0.137269962	0.0456578495	-0.0810444334	-0.046852004100000004	-0.14966191410000002	-0.0059012659	-0.065493649	-0.0402600027	-0.0185619321	-0.0500020616	0.06367253769999999	0.0159831024	0.0415358024	-0.1218339471	-0.0650578975	0.18256840629999999	-0.0341659219	0.0513316468	0.0173663602	0.0510125589	-0.010230186899999999	-0.05734336690000001	-0.1656176409	0.0184961508	-0.08555283550000001	-0.0091500443	0.0143546189	0.015655861299999997	-0.13516286619999998	-0.0832158112	-0.024629321200000002	0.0280007206	-0.1704108662	0.0038474949	-0.1170286301	-0.143885447	-0.012202842299999999	-0.11486835640000001	0.1462331623	0.0621855279	-0.022376904	0.11924359	0.0287255829	0.1258954067	-0.1036589728	-0.0395437302	-0.1210732462	0.1427617129	-0.0045265277000000005	0.0332531537	0.070815112	-0.0386048955	-0.0440985132	-0.0288041849	-0.045242484000000006	-0.16801970260000001	-0.0131175789	-0.0481814816	0.0621344639	0.043057885	0.0299708947	0.0791719815	-0.0184687907	0.029559952400000002	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.0134835	-0.006011299999999999	3.6135727689999985e-05	0.00018180477225	0.0674931	0.0674669691	0.004551791919540354	0.00455531854761	0.0524908	-0.010720399999999993	0.0027552840846400005	0.0001149269761599998	0.000183526	-4.469700000000001e-05	1.9978218090000007e-09	3.3681792676e-08	0.000522032	0.000522032	2.7251740902399997e-07	2.7251740902399997e-07	0.000189163	0.0002374596	3.5782640569e-08	5.638706163216001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
671.545301511603	-1.2804841975557792	1.6396397801900682	450973.09198230976	1008.1753891554724	-2.3205941251007967	1016417.6152987884	5.385157093452334	711.5396064209317	0.11818932648930057	0.013968716895994488	506288.61150565435	761.3656043069667	622.3523759579547	1.446759	22.863798000000006	0.15412796	0.08679299999999998	0.1563685146	0.0836103296	-0.0313200414	-0.0007894233	0.0901110215	-0.1025898634	0.0087238713	0.0710117401	-0.1519039581	-0.0416126531	0.0187678199	0.1586248298	-0.0183436584	-0.0234544738	-0.011164855500000001	-0.12203488130000001	-0.0583581497	0.0078325749	0.1095951633	0.0212517551	0.0936621307	0.08875092470000001	0.0100442651	0.1198403923	0.1027827597	0.0108037731	-0.0148438578	0.042060280199999994	0.0406239271	-0.0230107448	0.0302365245	-0.0539731046	0.0930745361	-0.040975389300000005	0.0423743808	-0.1304777783	-0.0165087411	0.0673914432	0.0008991009	-0.0660067482	-0.0848271927	0.07831728219999999	-0.07678820759999999	0.0035755657	0.071448756	0.0762106896	0.075913713	-0.1087171425	-0.0366229579	-0.021948142200000003	-0.1801301787	0.0024446405	0.0040605367	-0.0089315929	-0.0934351718	0.1048310879	-0.050235776600000004	-0.11250537640000001	-0.0389689921	0.0638156924	-0.017522273600000002	-0.0460488723	0.038550508	-0.1259718396	0.0604429207	0.0425049452	-0.0392272694	0.0843709967	0.0749927058	-0.009086046700000001	-0.16645977509999998	0.0109807436	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.019477900000000003	0.005994400000000002	3.593283136000003e-05	0.0003793885884100001	0.0386718	-0.028821299999999998	0.0008306673336900001	0.0014955081152399998	0.120516	0.06802520000000001	0.014524106256000003	0.004627427835040002	-0.000266897	-0.00045042300000000003	2.02880878929e-07	7.123400860899999e-08	0.0008309409999999998	0.0003089089999999998	6.904629454809996e-07	9.542477028099989e-08	-7.72462e-05	-0.00026640919999999996	5.96697541444e-09	7.097386184464001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
669.7266616638871	-1.8186398477159853	3.307450895700423	448533.8013434545	1003.5588966624626	-4.616492493009787	1007130.4590703794	21.31200293801572	709.527274412116	-2.012332008815747	4.04948011370442	503428.9531346861	760.5670766859104	618.9334498853277	1.079052	17.052748	0.140525305	0.07661169999999999	0.060354116799999996	0.0683969192	-0.1054554074	-0.0350841663	0.049355725999999996	0.000968915	0.1344901293	-0.1207050145	-0.050793897000000005	-0.11205245039999999	-0.1157120604	0.05968632190000001	0.0301916317	0.0097161535	0.0848771325	0.063894982	-0.1335279714	-0.0130280568	0.0400347088	-0.0847015265	-0.0045877878000000006	-0.10279252960000004	-0.0404431029	0.0817732261	0.0094203361	0.0591346607	-0.027478272400000003	0.0779211464	0.0648207076	0.0437602722	0.10085349730000001	-0.0219039499	-0.09209302130000001	0.0399564964	0.089680131	0.0327522436	-0.0487225596	-0.0260620795	0.037151288500000004	-0.0033646169	0.0412165903	-0.0820530201	0.0451461962	0.019671358899999998	0.1049068067	0.028639625	0.0749892307	0.0802983001	-0.036765355	-0.09452875210000004	-0.0599789254	0.0016150093	0.0592308423	-0.0723203844	0.0719286771	0.1068839251	-0.08323761360000001	0.0010181909	-0.0241070596	-0.0470281019	0.0825396801	-0.056202116600000004	0.0393477064	-0.0790776337	-0.001027979	-0.035552246	-0.0620949557	0.0007865363	-0.0661289006	-0.0537501987	0.0251566859	0.000184958	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.00693896	-0.012538940000000002	0.00015722501632360004	4.81491658816e-05	0.0880433	0.049371500000000006	0.002437545012250001	0.007751622674890001	0.07402189999999999	-0.04649410000000002	0.005479241679609998	0.0021617013348100025	8.38159e-05	0.0003507129	1.2299953822640994e-07	7.02510509281e-09	0.000598692	-0.0002322489999999998	3.5843211086399996e-07	5.393959800099992e-08	-1.77928e-05	5.94534e-05	3.1658373184e-10	3.5347067715599997e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
669.2516520347067	-0.4750096291803629	0.2256341478140659	447897.77375118405	996.8366469908992	-6.722249671563418	993683.3007840586	45.18864064683448	707.7960083429471	-1.731266069168896	2.9972822022555214	500975.1894262092	757.9934811437088	600.11604928859	1.294334	20.454956	0.08296514499999999	0.057946800000000014	-0.11275918619999999	0.007988921	-0.0070538473	-0.0427313601	-0.0683187105	0.0154090073	0.0750806412	-0.1285853235	0.11163556820000001	-0.0820305304	-0.2210287253	0.0080671448	0.0032729631	-0.0038597936	-0.0459920111	0.0702483183	-0.1052626031	0.0114299775	0.13354801019999998	0.0220384228	-0.0348313972	-0.0360144632	0.0736881348	0.050749275	0.0688162529	0.0880173366	0.0288211139	-0.011925513300000001	-0.0715351145	-0.049143865599999996	-0.0656722342	-0.0646388602	0.042577993499999994	0.0336217938	0.09347867019999999	0.0488262114	0.0520347607	0.0658256196	0.1093058369	0.0118696487	0.0725209085	-0.0342192401	-0.025231651299999998	0.0364856779	-0.0556874785	-0.0426397659	-0.0340166026	0.1371813839	0.016677932700000002	-0.0791933926	0.023075065899999997	0.1409335126	0.0661574702	-0.007357469599999999	0.11381703650000001	0.0962787249	-0.0230258517	-0.06650993	-0.0240572537	-0.0379019296	0.0809751394	-0.0442348486	0.0300909498	-0.0576690749	0.060732253099999994	0.0245012816	-0.049917124400000006	-0.0566889481	0.0154016468	0.009176021500000001	-0.1145176199	0.0567194284	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.00048279	-0.00742175	5.508237306250001e-05	2.330861841e-07	0.095833	0.007789699999999997	6.067942608999994e-05	0.009183963889	0.101353	0.02733110000000001	0.010272430609	0.0007469890272100006	-0.0007246349999999997	-0.0008084508999999997	6.535928577108095e-07	5.250958832249996e-07	0.0005986909999999999	-1.0000000000157452e-09	3.584309134809999e-07	1.0000000000314906e-18	-1.77928e-05	0.0	3.1658373184e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
668.7638549539067	-0.4877970807999645	0.2379459920369671	447245.09369281	996.5935632632508	-0.2430837276484681	993198.730337743	0.05908969864747461	709.2324726261568	1.4364642832097159	2.063429636937204	503010.70022741216	759.424188863957	603.9645991288853	1.098767	17.364314999999998	0.10857117	0.058916099999999985	-0.0094509229	-0.025557468	0.1116826573	0.0363915627	-0.06527112780000001	-0.0169105046	-0.0571235087	-0.037569889599999996	0.05885854190000001	0.026578026600000002	-0.039233402	0.11073578220000001	-0.11637864949999999	0.0570292554	0.049105753499999995	-0.0405189754	-0.004301144099999999	0.0905574165	-0.0723030396	0.0018958244	0.047976867699999995	-0.0561189608	-0.0737969966	-0.0489970118	0.0762227826	-0.043574742199999995	-0.021469665699999998	-0.0758148377	-0.028050853599999998	0.10296820400000001	-0.0843237462	-0.0174613652	0.15606821529999998	-0.0371129968	0.0019914985999999997	-0.1389290439	-0.0343332268	0.042380424400000005	-0.09936918630000001	-0.0712841003	0.0021669809	-0.1039800677	-0.0354044526	0.1056331901	-0.0042314269	-0.0419960921	-0.0379529921	-0.0528367372	0.026020089399999998	0.0799935287	-0.0189029198	0.1479092696	0.0947982783	-0.042381487	0.0742880572	0.014854855	-0.0656699606	0.0489058046	-0.0868182807	-0.0020092116	-0.0194170017	-0.0157769099	-0.0418883699	-0.0182185863	0.0081015584	-0.1484865223	0.0504030256	0.0973448324	-0.0335812406	-0.0006706521	0.0273616762	0.0402471441	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.00707835	-0.00659556	4.350141171359999e-05	5.01030387225e-05	0.0880175	-0.007815500000000003	6.108204025000005e-05	0.00774708030625	0.140794	0.039441	0.019822950436	0.0015555924810000002	-0.00111524	-0.00039060500000000025	1.525722660250002e-07	1.2437602576e-06	0.000844765	0.0002460740000000001	7.13627905225e-07	6.055241347600005e-08	-0.000475496	-0.0004577032	2.26096446016e-07	2.0949221929024006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
670.6605466700963	1.896691716189593	3.5974394662622258	449785.5688598325	999.8776147391707	3.284051475919909	999755.2444564934	10.784994096491737	710.9824804945157	1.7500078683589209	3.0625275393181335	505496.0875701344	761.1182256040584	599.2846204190791	1.025429	16.205334	0.10889555	0.0581905	-0.0208945096	-0.0385262923	0.09901021210000001	0.105405106	-0.05435441059999999	0.0724267953	-0.0170547289	0.014232241699999999	-0.0693552286	0.0385566644	-0.0054876384	0.06294906089999999	-0.042782882800000005	0.1345731285	0.1023660201	-0.0481512764	-0.1115282997	0.1296155747	-0.1511373056	0.0646368972	-0.1114807541	0.16914840739999998	0.10263935630000001	-0.0324115086	-0.1613743357	-0.08756931130000001	-0.0529061864	0.0810709086	0.0050927817	-0.0738118346	0.0664371572	0.011317548600000001	0.0483546607	0.058570267999999995	-0.0530170494	0.091315525	0.0230718933	0.056315513399999996	-0.0096281117	-0.011493933999999999	0.0072439483	-0.0851112398	-0.0967094392	-0.0338544215	0.11205617970000001	0.0383282625	-0.005629978199999999	0.0243587633	0.0274465313	0.1163238152	-0.08038754669999999	-0.0180013744	0.1130927254	-0.1360514398	-0.1549687461	-0.09957089890000001	-0.048366574100000004	0.0409019412	-0.1358358952	0.1234309046	-0.015258339899999999	0.115385525	0.08567956759999999	0.1895013532	-0.031383813999999996	0.0608335062	-0.0042504088	-0.1587600334	0.008389864399999999	0.0139874863	0.0782330017	-0.057150599800000014	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.0145388	-0.007460450000000001	5.5658314202500025e-05	0.00021137670544	0.127676	0.03965850000000001	0.0015727966222500009	0.016301160975999998	0.122755	-0.018039000000000013	0.015068790024999997	0.0003254055210000005	-0.000584187	0.0005310530000000001	2.82017288809e-07	3.41274450969e-07	0.000598692	-0.0002460730000000001	3.5843211086399996e-07	6.055192132900004e-08	-0.00037787	9.762600000000003e-05	1.427857369e-07	9.530835876000003e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
672.8948461372681	2.2342994671718093	4.992094109004229	452787.4739580978	1006.034928788709	6.157314049538286	1012106.2779429026	37.91251630464157	711.9154802242349	0.9329997297191994	0.8704884956560992	506823.65098290297	762.9913760711902	619.6660080853908	1.195024	18.885515	0.10391989999999998	0.06392880000000001	0.0317157903	0.0316921096	0.0169446928	0.14922279230000002	0.0152083103	0.1253682703	0.0917967834	0.08690556529999999	-0.117902953	0.0043043269	0.05343645599999999	-0.038013746	0.0182348432	0.0323676906	-0.1058858133	-0.0830350654	-0.0009636488000000001	-0.0812945802	-0.0019646446	-0.0940826198	-0.12360918439999999	-0.0273383411	-0.104824242	-0.0837298027	0.0540949903	-0.0910207426	-0.073583461	-0.0105896375	0.0551957328	-0.0693976514	0.0222521371	0.0227473955	-0.0850081609	-0.0177671617	-0.0860369665	-0.0098406554	0.0200158371	-0.0181982361	-0.07127359559999999	-0.1381463364	0.0023313049	0.0776983955	0.140550285	-0.1041923077	0.1457971195	-0.0754535278	0.0717197088	0.0871293661	0.061204887699999995	0.075275115	-0.051669539800000004	-0.0967914066	-0.088888891	-0.0128778151	-0.1068275153	0.045929914800000006	-0.0217833061	-0.0025660254	0.11908279810000001	-0.0637431133	-0.0821563473	0.0906485756	0.1118408818	0.0966649442	-0.051766537300000005	-0.1313654934	-0.10443042570000001	0.08509941039999999	0.0355235273	0.0196735954	0.02679447	-0.050111419000000004	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.014659899999999997	-0.00012109999999999724	1.4665209999999335e-08	0.00021491266800999995	0.0947164	-0.03295960000000002	0.0010863352321600012	0.008971196428959998	0.127005	0.004250000000000018	0.016130270025	1.806250000000015e-05	-0.00139265	-0.000808463	6.536124223690001e-07	1.9394740225e-06	0.000598692	0.0	3.5843211086399996e-07	0.0	-0.000901191	-0.0005233210000000001	8.121452184810001e-07	2.738648690410001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
