global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
659.2734877244111	n/a	n/a	434641.5316163093	1054.3387775888784	n/a	1111630.2579276105	n/a	714.0876569488022	n/a	n/a	509921.1818066302	772.1411340188872	595.8699912497374	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.63879e-09	n/a	n/a	6.963212664099999e-18	0.0	n/a	n/a	0.0	-6.20616e-10	n/a	3.8516421945600005e-19	n/a	0.0	n/a	n/a	0.0	0.00013932	n/a	1.94100624e-08	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
653.3162373458257	-5.9572503785854005	35.48883207315589	426822.10597970727	1014.5489782509096	-39.78979933796881	1029309.6292699645	1583.2281313558233	712.5900786888193	-1.4975782599829015	2.2427406447734155	507784.6202457377	762.0526676052722	567.4297307044199	1.6665450000000002	26.363903000000004	0.197830139681826	0.122657	-0.1108160575	-0.0694295684	0.0037447498999999998	-0.11194789	-0.0768754312	0.053107496799999994	-0.025789079500000003	0.34589257700000003	-0.06651324019999999	0.1632500389	-0.0694439659	0.0720612647	0.0060702031	-0.0173789685	0.088733804	-0.0030427994	0.07473470900000001	-0.0090322509	0.01377315	-0.0107682433	0.0163773943	-0.0161574751	0.0638976099	-0.024629982	0.09813179080000001	-0.0513232072	0.0205667073	-0.0635556188	0.055219671100000006	-0.2099583234	0.0380168123	-0.1135778815	0.0384958452	-0.057431345099999996	0.147415496	-0.0065126515	-0.1316266631	0.0722698654	-0.0463821141	-0.025104526800000002	0.0798948214	-0.09501346810000001	-0.024912481299999997	-0.031480264	0.10648940009999999	0.0574640762	-0.10420155449999999	0.0898438387	-0.0345209572	0.1017860923	-0.0773055314	0.11322097460000001	-0.17899293100000002	0.043843178499999996	-0.06282560549999999	0.061736088099999996	-0.0214971452	0.030631960099999998	-0.0791426567	0.0998378769	-0.3071630073	-0.1236221184	0.004106282100000001	-0.12955538449999998	0.2364942548	-0.0036413853999999997	0.2417056551000001	-0.0692032372	0.10346766810000001	-0.0735687425	0.000225675	-0.0387911072	0.0849055266	-0.07948455410000001	0.1128608806	0.1128439341	0.1128156919	0.0	5.70417e-05	5.703906121e-05	3.2534545037181268e-09	3.2537555388900003e-09	-0.07401239999999999	-0.07401239999999999	0.005477835353759999	0.005477835353759999	0.07732460000000001	0.07732460062061601	0.005979093765160001	0.00597909386113777	-0.000636982	-0.000636982	4.0574606832399997e-07	4.0574606832399997e-07	0.00043106	0.00029174	1.858127236e-07	8.511222759999999e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
652.7330636995997	-0.5831736462259869	0.3400915016525125	426060.45244666573	1004.8690362842357	-9.679941966673935	1009761.7800828086	93.70127647817527	713.0597707881687	0.4696920993494586	0.22061066819130173	508454.2367164758	762.8880622597867	562.8021679033951	1.381481	21.85434	0.2227268905	0.17619	-0.07113149769999999	0.0828637717	0.12980173609999998	0.0695171088	0.0925410969	-0.0370899065	0.0429488333	0.1292240244	0.0015285736999999999	0.0343231609	0.0553132284	0.0700918654	0.20531129739999998	0.049925912	0.046878417900000004	-0.028015520800000002	-0.1516355636	0.0202924076	0.0407030292	0.0431230542	-0.0012579022	0.0866557677	0.0664843033	-0.0337015718	-0.102131338	-0.0134357052	0.16584714949999999	-0.022531309	0.068192931	-0.0830875204	-0.0186156405	0.0453852511	0.07038702179999999	0.1305692571	-0.0646741715	-0.0025955676000000002	0.2722544875	0.1226520169	0.012039391000000002	-0.0240024794	-0.09860687039999999	-0.0266111502	-0.0331889022	0.009956424399999999	0.0411153263	0.052679866299999996	-0.0575141137	-0.1149482472	-0.08981214400000001	0.1600554132	0.0590947925	-0.0238876391	-0.1997720282	-0.0629337558	-0.0503232992	0.0016280976	-0.0089008303	0.05564035	0.0023481386	0.2450660115	0.09285045410000001	-0.0786796627	0.0488874628	-0.0136658879	-0.0403071764	-0.12766383779999999	0.0333063008	-0.0043593094	-0.09524699210000001	0.0427469486	-0.0099461608	0.1792068456	0.0060284959	0.014084753500000003	0.1128156919	0.1126632248	0.11240926539999999	0.0	2.84012e-05	-2.86405e-05	8.202782402499999e-10	8.066281614399999e-10	0.10114	0.1751524	0.030678363225759994	0.010229299599999998	0.0776033	0.00027869999999999284	0.0060222721708900005	7.767368999999601e-08	-0.00141367	-0.0007766879999999999	6.032442493439998e-07	1.9984628689e-06	0.000262405	-0.00016865499999999998	6.8856384025e-08	2.8444509024999995e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
651.8116226639538	-0.9214410356458984	0.8490535821721859	424858.3914398165	999.5141411696344	-5.354895114601277	999028.518398072	28.674901688380622	714.0732362974702	1.0134655093014544	1.0271123385436565	509900.58679634274	761.3920794460664	557.315662161609	1.397846	22.113222	0.2030484968	0.139807	-0.13405203570000002	-0.0100514179	-0.11804991849999999	-0.0025398302	0.047843117000000004	0.023332463799999998	0.0813340084	0.0293026121	-0.14256086140000002	0.0453770436	0.0102466202	0.0020639135	0.047990020700000004	0.0559503066	0.06595018	0.1314739432	0.10605186890000001	0.1250666082	0.006832484200000001	0.0680151258	0.0350407954	0.0494541417	-0.0794594745	-0.1026857434	0.016723586000000002	-0.002189973	-0.0212950168	0.0571484113	0.01746218	-0.05986829730000001	-0.0636065878	0.0177502707	0.1082394382	0.0547545086	-0.054656682699999994	0.0039848455	-0.0805898345	0.006163628399999999	-0.0668463636	-0.067236988	-0.0039606876	0.09057654529999999	0.0767863556	-0.06654912639999999	-0.018438432299999998	0.0652058918	-0.09629699130000001	-0.026605269900000002	0.072141837	0.041960795700000005	-0.0042987559	0.1186880267	-0.0060002063	0.2143553816	0.123637401	0.1154409141	0.0080929353	0.0613879001	0.011631589599999999	0.1036243022	-0.0418337873	0.0434162882	0.0333146844	-0.0802809584	-0.0020391158	0.060965342	0.0897961458	-0.050405151100000004	0.0575026095	0.06693588339999999	-0.0673026435	0.0516151554	0.1137612971	-0.0832376435	0.1127253327	0.1123020954	0.1115978766	0.0	6.1648e-05	3.32468e-05	1.10534971024e-09	3.800475904e-09	-0.0322696	-0.1334096	0.017798121372159997	0.0010413270841599998	0.0928035	0.015200199999999997	0.00861248961225	0.0002310460800399999	-0.00161607	-0.00020240000000000012	4.096576000000007e-08	2.6116822449000003e-06	-0.000126446	-0.000388851	1.5988590916e-08	1.51205100201e-07	0.000496858	0.000496858	2.46867872164e-07	2.46867872164e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
652.3900924404161	0.5784697764622706	0.3346272822803093	425612.8327144145	997.6558871058787	-1.8582540637556804	995317.2690770178	3.4531081654645	713.6964489252845	-0.3767873721857313	0.14196872383862882	509362.6212085612	761.9765155166176	561.8088648285403	1.074709	17.001360000000002	0.09407889800000002	0.0497638	-0.0617964881	-0.0452317699	-0.018678405800000002	-0.0688072366	-0.014806019299999999	0.1260472784	0.042964294800000004	0.0646478419	-0.0776753624	0.0269656222	0.0111637255	0.1021405783	0.017939188300000002	0.0086023873	0.040435616699999996	0.044011811399999996	-0.0670180856	0.0411111673	-0.0308158407	-0.1341377348	-0.0035978208	0.0053361499	0.0139128829	0.1177385567	-0.070418758	0.0701048421	0.0032745051	-0.0778755412	0.0435173415	-0.017849659599999998	0.0178648235	0.1468317099	0.0681009856	-0.1013371173	0.0570993929	-0.0464576915	-0.1292977275	0.022606767000000003	-0.0192678653	0.0339739429	0.0587859504	0.0554174757	-0.031810694	-0.0549525584	0.036861012400000004	0.0232266665	-0.1169386983	0.0454870021	-0.0316673903	-0.0210968057	-0.016964661399999997	0.0066251213	-0.1359195462	-0.0575448877	-0.054030019000000006	0.0318859184	-0.0771108705	0.1004119542	0.059300164100000004	-0.046903836500000004	-0.0190170245	-0.139218437	0.0884389135	7.63117e-05	0.059909832	0.04810800269999999	-0.054532908899999996	0.07642669839999999	0.0341523502	-0.0558299967	-0.0097531199	0.037737978	-0.0374705969	0.019195046299999997	0.1125898391	0.1117611244	0.1103844485	0.0	-0.00684553	-0.006907178000000001	4.7709107923684e-05	4.68612809809e-05	0.00180186	0.03407146	0.0011608643865316	3.2466994596e-06	0.103304	0.010500499999999996	0.010671716415999998	0.00011026050024999993	-0.00184429	-0.0002282199999999999	5.208436839999996e-08	3.4014056041e-06	-5.99615e-05	6.64845e-05	3.59538148225e-09	4.4201887402500004e-09	-6.04327e-05	-0.0005572907	3.6521112292900003e-09	3.1057292430649e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
651.8911129997231	-0.4989794406930059	0.24898048223430505	424962.02320801775	1003.3482158904144	5.692328784535675	1006707.6423304777	32.4026069912534	713.8359974406053	0.13954851532082554	0.01947378812824669	509561.8312420239	762.9592831886023	564.6784618548978	1.011795	16.006083	0.13782949999999994	0.09534790000000004	0.0097355366	-0.0415551668	0.09278924289999999	-0.0374784722	0.1277433326	0.035460722	0.07874702110000001	0.0783631481	-0.0546405874	-0.0100469146	0.1044031258	0.15009087710000002	0.0489350065	-0.0222506802	-0.0364923638	0.0762578869	0.0441587016	-0.0676786158	0.12917585869999998	-0.1512446841	0.1430902916	0.0266935377	0.0784288695	0.0618180428	-0.018936905900000002	-0.13029817189999998	-0.0070490119999999995	-0.0726669457	0.0663827952	0.011287638899999999	0.0221786214	0.1166445089	0.0543688983	-0.0503477946	-0.0609942534	-0.013142863000000001	0.0316104728	0.1794108139	0.0132588046	0.07878912860000001	0.0513464421	0.0616633366	0.0110979021	-0.1119300142	-0.058229830499999996	-0.0576601446	-0.094176396	-0.07676322969999999	-0.1522031593	0.0466129298	0.0654866009	-0.0126274252	-0.0088240096	-0.0157501154	0.0402654235	-0.06889693200000001	-0.0084944733	0.157953586	0.029740621600000006	0.0082809225	0.1115471934	-0.1366908707	0.0730736129	-0.0203494168	0.073259255	-0.090764386	0.059614298499999996	0.08567199439999999	-0.013918684399999999	0.033807414	-0.1354600066	-0.0317006423	-0.0090537897	0.1990036909	0.11240926539999999	0.111041178	0.1087733526	0.0	-0.00263775	0.00420778	1.7705412528399994e-05	6.9577250624999984e-06	0.0944963	0.09269444	0.0085922592069136	0.00892955071369	0.108494	0.005190000000000014	0.011770948036	2.693610000000015e-05	-0.00214725	-0.00030295999999999985	9.178476159999996e-08	4.610682562499998e-06	2.34894e-05	8.34509e-05	5.5175191236e-10	6.964052710810001e-09	0.000267902	0.0003283347	7.177148160399999e-08	1.0780367522408998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
650.7724082884242	-1.1187047112988466	1.2515002310822358	423504.7273895156	994.0813362529263	-9.266879637488048	988197.7030864035	85.87505821569057	712.9651432398282	-0.870854200777103	0.7583870390111268	508319.2954749888	760.448386534326	547.4885039923347	1.309337	20.71306	0.192911	0.131998	-0.1294200134	0.1410002528	-0.0200817303	0.008319309	0.015946378799999997	-0.005543480999999999	0.1217025333	0.0138153326	-0.0843687402	0.09887217699999999	0.0625755447	-0.0039997923	0.0947403197	0.0194551575	0.1329872312	0.013928531599999999	0.011812857900000001	0.18656318030000002	0.18765056149999998	-0.028291317000000007	0.0460575649	-0.0671479612	0.0609016627	0.0010776184	0.0033250942	-0.0596934973	0.0041488543	-0.1411446328	-0.0769448741	0.24455962539999998	0.0327332931	-0.09734577289999999	-0.1367832397	0.0178575932	0.0744942114	-0.009507114300000001	0.0448424683	0.0889913893	0.08436037589999999	0.016196681100000002	-0.044197952699999994	0.0256921742	-0.0069551182	-0.0242959887	0.09723398400000001	-0.0705690478	-0.0547807207	-0.0283033132	0.09547615570000001	0.1305487954	-0.007122303199999998	0.130548406	-0.0764386695	0.1235549562	0.0498208086	0.081947331	-0.0856045159	0.0492656771	0.0345690993	0.0673474429	0.14832233460000002	0.0937536861	-0.0550194866	-0.0392149453	-0.00034564489999999997	-0.0793921261	-0.0235808589	0.0197007504	-0.048690259699999995	-0.0065783453	0.0480564837	-0.1508809188	-0.005813017199999999	0.10741849199999999	0.11218368390000001	0.1101434092	0.1067703929	0.0	-0.0143492	-0.011711450000000002	0.00013715806110250006	0.00020589954064000006	-0.0356771	-0.1301734	0.01694511406756	0.0012728554644099994	0.123184	0.01468999999999998	0.015174297855999996	0.00021579609999999944	-0.00169326	0.0004539899999999998	2.0610692009999984e-07	2.8671294276e-06	2.83204e-05	4.831000000000002e-06	8.020450561600002e-10	2.3338561000000016e-11	-1.3234899999999996e-23	-0.000267902	1.751625780099999e-46	7.177148160399999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
651.8303393481591	1.0579310597348697	1.1192181271517438	424882.79129473626	996.1413837230388	2.0600474701124085	992297.6563656505	4.243795579116536	713.397635163397	0.4324919235688185	0.18704926395225674	508936.18585672724	761.0545134661946	556.8524002582392	1.314591	20.796165	0.09253912	0.0606297	-0.032455025	-0.055869021500000005	-0.1428901371	-0.0842026625	-0.0306168215	0.12021371460000001	0.025567205899999997	0.0260778002	-0.0626595499	0.060654090999999986	-0.0241464548	0.039490205	-0.022307152599999998	-0.0122496703	0.1375339129	-0.0344518185	-0.013950251299999999	0.1184008494	-0.11485434550000001	-0.0224378302	-0.0397156202	-0.0137795728	-0.1658139223	-0.0575604972	-0.0550027712	-0.08346671110000001	0.0370895837	0.0835882481	-0.0114696965	0.0679525535	0.0451051767	0.0219971692	0.0285508911	-0.06349286309999999	-0.07168936299999999	0.0992466483	-0.0173429428	-0.0887054994	0.0380227807	-0.1228385412	0.06622500070000001	-0.030589363999999997	-0.0866825892	-0.0519202183	0.060539086299999996	-0.0659378136	-0.09279556189999999	0.0546463934	0.0067254275	-0.04322095	-0.0667606031	0.0052630154	-0.1405885435	0.0287332504	-0.0199872382	0.0355253315	-0.0777351459	0.0606439862	0.0269620267	-0.1023358582	-0.0314472194	0.0872916215	0.0670772037	0.0559628046	-0.0007999242999999999	0.1176568643	-0.0293087984	-0.0786688097	0.1182181847	0.0119516573	-0.020534779399999998	-0.0417688455	-0.0168631029	-0.0400894019	0.11191318480000001	0.10906925560000001	0.1043827854	0.0	-0.0175429	-0.003193699999999999	1.0199719689999992e-05	0.00030775334041	0.0228178	0.0584949	0.00342165332601	0.00052065199684	0.12323700000000005	5.300000000006688e-05	0.015187358169000012	2.809000000007089e-09	-0.00188947	-0.00019621000000000005	3.849836410000002e-08	3.570096880900001e-06	-0.000238147	-0.0002664674	5.6713993609e-08	7.100487526276e-08	0.000153273	0.000153273	2.3492612529e-08	2.3492612529e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
652.3996459023459	0.5693065541868236	0.32410995264007475	425625.2979735063	994.1911820549956	-1.9502016680431784	988416.1064759094	3.8032865460383936	714.1390863513391	0.7414511879420616	0.5497498641006943	509994.6346547253	761.5635152751564	560.7337987716719	1.0701889999999998	16.929860999999995	0.11084322	0.0636277	-0.037995370699999996	-0.044769009699999994	0.0594839791	-0.0788567507	0.000288475	0.0746360904	0.0663665266	-0.002288199	-0.0611341012	-0.0183121467	-0.021076914199999998	0.1277014817	0.0506679674	-0.0309634853	0.05688667190000001	0.0113816531	-0.0334531174	0.08095633299999999	0.0839619224	0.07441911429999999	-0.0164609272	0.002317653	-0.1262019718	-0.0499428834	0.1020251189	0.011881856699999999	-0.0750803324	-0.012635606	0.0973491216	-0.0035824369	-0.0393371849	0.017427126799999998	-0.0285816483	-0.1941447739	-0.0937113936	-0.053142177	0.1087657476	0.0362181586	0.08988550470000001	0.0009783116000000001	0.14666629039999998	-0.09894415220000001	-0.0023162291	0.0854153338	0.0798237381	-0.047754627300000005	-0.1026468792	0.0296898101	-0.10290697619999999	0.032721536	0.0415714361	-0.024074246400000002	-0.048564747400000004	0.0753608608	-0.0072617266000000015	-0.0384987481	-0.048145113899999994	0.11847716960000006	0.0123206497	0.0495923547	0.0713733552	0.053632974400000005	0.0587247483	0.0039195057	-0.021807281600000002	-0.1439679709	-0.108667056	0.052932911500000006	0.1247635057	0.0708391597	-0.0842594058	0.0805405503	-0.0327338669	0.0003163243	0.1115978766	0.1078204375	0.1016191316	0.0	-0.00351143	0.01403147	0.00019688215036090006	1.2330140644899997e-05	0.0578258	0.035008000000000004	0.0012255600640000005	0.003343823145640001	0.07548760000000003	-0.04774940000000004	0.0056983777537600025	0.002280005200360004	-0.00185102	3.8449999999999986e-05	1.4784024999999991e-09	3.426275040400001e-06	-0.000214097	2.404999999999999e-05	4.5837525409e-08	5.784024999999993e-10	0.00037186	0.000218587	1.382798596e-07	4.7780276569e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
652.2945183031762	-0.10512759916969117	0.011051812107183251	425488.1386083727	994.9825631529687	0.7913810979731579	989990.3009784514	0.6262840422292011	714.0528176761155	-0.08626867522355043	0.0074422843248264205	509871.42643119994	760.7717208123837	549.9167905644905	0.988102	15.631284	0.15689482	0.0733898	-0.0386635027	0.0707106207	0.0789906837	-0.0523580347	-0.050872413899999996	-0.0104307315	0.0428879055	-0.0037965484999999996	-0.0770813756	-0.0098665775	-0.021247127200000004	-0.0270765242	0.1521638706	0.0902016608	0.1393358915	0.0111142662	-0.005647444200000001	-0.018321088	-0.0747751171	0.010530446499999999	0.063562551	0.0352913068	0.0879113838	0.12306463210000004	-0.0349028658	0.19333892739999997	-0.0163723564	-0.064308167	0.024097925299999996	-0.0765411302	0.1086163085	-0.1694947493	-0.1808774772	-0.0001344044	-0.010542233100000001	-0.029648274	0.009105110100000001	-0.0100394094	-0.1266504401	0.160092583	-0.0038705046999999997	-0.012771325600000001	0.09616030710000001	0.0462404723	-0.05445333	-0.0584924551	-0.0179498734	0.047133490800000004	0.0229297377	0.1121936262	0.1053372059	0.0278786277	-0.0804482369	0.0896123005	0.10507888259999999	0.0474194971	-0.009875608000000001	0.0494513656	0.0824027913	-0.0017963885	-0.1244655907	0.0709235574	0.083329871	0.0458474801	-0.0693216932	-0.0584290277	-0.1475245922	0.0652314709	0.0353862019	-0.07884289230000001	0.1011520372	-0.11085152820000001	-0.0776229688	-0.047975323	0.11123788539999999	0.1063989547	0.09848938759999999	0.0	-0.022225	-0.01871357	0.0003501977021449001	0.000493950625	0.014079800000000003	-0.043746	0.0019137125159999998	0.0001982407680400001	0.113126	0.03763839999999999	0.012797491876	0.0014166491545599992	-0.0017321	0.00011892000000000022	1.414196640000005e-08	3.00017041e-06	0.00043106	0.0006451569999999999	1.858127236e-07	4.162275546489999e-07	0.0	-0.00037186	0.0	1.382798596e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
