global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27
666.6854043730202	n/a	n/a	444469.4284040175	1077.0159618011794	n/a	n/a	1159963.3819745195	689.4849877948703	n/a	475389.5483944925	n/a	758.2105498604907	636.7839181057033	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	-1.09885e-09	n/a	n/a	1.2074713225e-18	3.00446e-09	n/a	9.026779891599997e-18	n/a	5.572810000000001e-05	n/a	n/a	3.105621129610001e-09	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
658.6936146759731	-7.991789697047125	63.86870256182856	433877.2780148993	1034.921813542184	-42.094148258995354	1771.9173176502811	1071063.1601454432	687.7988478914998	-1.6861399033705309	473067.2551608745	2.8430677737383836	746.8093556888515	606.2659350890236	1.515731	30.585155	0.17772858809439	0.08759179999999997	-0.1696117087	0.07252974179999999	0.0200894389	-0.1050541661	-0.0764847401	0.263857809	0.0832279412	-0.0068009111	0.1513961979	-0.07167460190000001	0.1815149186	0.0030852807	-0.18192707030000002	0.0443188538	-0.0798641088	-0.11931436890000001	0.0014623251999999998	-0.0006720583999999999	0.0764741026	-0.024072845899999997	0.139754248	-0.0176410176	0.0748293553	-0.027799139599999998	0.181319847	0.048993574299999995	-0.1212642903	0.032439116000000004	-0.0719155791	0.0473153929	-0.0283900194	0.0233024012	-0.07958888389999999	0.0202868266	-0.1610810239	0.1074126306	-0.1010208068	0.0209037775	-0.0234553401	0.0545118948	-0.1470476445	0.012175818400000002	0.0130113691	-0.12003696	0.0548916008	-0.1168047643	0.1757355555	-0.0468652291	0.12131930869999999	-0.047688347400000004	-0.0388194609	0.12080526220000001	-0.11288053529999999	0.076341719	-0.33842692869999996	0.08431534619999999	-0.1205435784	0.2701772403	-0.1090018725	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.046057	-0.046057	0.002121247249	0.002121247249	0.0454279	0.04542790109885	0.002063694198246897	0.00206369409841	0.0288931	0.02889309699554	0.0008348112276099997	0.0008348110539936824	-4.25447e-05	-9.827280000000001e-05	9.657543219840001e-09	1.81005149809e-09	0.000306256	0.000306256	9.379273753599997e-08	9.379273753599997e-08	-0.000742483	-0.000742483	5.512810052890001e-07	5.512810052890001e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
659.1799995918607	0.4863849158875837	0.2365702864029719	434518.2718619255	1033.0118182187116	-1.909995323472458	3.64808213568666	1067113.4165795285	687.0514591763613	-0.747388715138527	472039.7075563672	0.5585898915164182	743.9467776168979	598.1620885779225	2.950407	59.53476	1.3672353149999998	0.741029	-0.0195530876	0.0327174066	0.1128154221	-0.0320071431	0.0697015038	0.301811083	0.1930005084	-0.0690316861	0.0599536629	0.0209233898	0.014321351999999999	-0.2923775362	0.7525999398000001	-0.12898681	-0.1672203734	0.010410905699999999	0.013423730900000002	-0.00042486790000000003	0.0518072868	-0.07142957330000001	-0.09122759220000001	-0.0851251294	-0.033503063	-0.1192514477	-0.0160562369	-0.035302449900000005	-0.0036923446999999996	0.0223596	-0.10103109029999999	-0.011752454499999999	0.0442683542	-0.0464451908	-0.026200272200000003	-0.1297327152	-0.0217398039	-0.0178654917	-0.0025713553	-0.0250932068	-0.0257568785	-0.0673572992	0.0068804433	0.0174156988	0.0335639218	-0.5731028942	-0.2994102323	0.5331325804	-0.3049311641	0.19534414600000002	-0.050688653099999995	-0.11179707119999999	-0.0245933798	-0.07343538969999999	-0.0792949003	0.0193626033	0.031016044500000006	-0.0420158283	-0.1197069691	0.0508364256	0.0086460508	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.502436	-0.456379	0.208281791641	0.252441934096	0.105423	0.0599951	0.0035994120240100008	0.011114008929000002	0.198577	0.1696839	0.039432824929	0.02879262591921	-0.00213743	-0.0020948853	4.38854442015609e-06	4.5686070049000015e-06	0.00335067	0.003044414	1.12269894489e-05	9.268456603396001e-06	-0.00922673	-0.008484247	7.1982447157009e-05	8.513254649290003e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
655.9928835044336	-3.1871160874270563	10.157708954736352	430326.6632084614	1017.6614732853408	-15.350344933370822	235.63308957346317	1035634.8742092905	685.572664454511	-1.4787947218502495	470009.87824725755	2.1868338293721568	741.3981765568575	601.9514087275945	2.418111	48.793831	0.6920679500000001	0.405527	-0.092643545	0.1103381291	-0.0237202416	0.0587712496	-0.0598780295	-0.0290859409	-0.049178415	-0.0713216082	-0.0286384789	0.0681329688	0.1153318157	-0.0007263115	0.19949698559999998	0.1242934089	0.0347986586	-0.014444818600000001	-0.005241739699999999	-0.0138426708	-0.023601574	-0.0404004533	0.10013226480000001	0.0312854828	0.011902456899999999	0.0005011589	0.0644824544	-0.0989414192	-0.039870248500000004	0.0582730851	0.1036224572	0.0312788015	0.043161421500000005	0.04660297769999999	-0.0797606035	0.10935156189999999	0.0076063643000000005	0.07571994929999999	0.16234399689999998	0.19387359640000001	-0.0265642112	0.1489279329	0.0094201007	-0.0646109879	-0.08179590269999999	-0.0615965276	0.17522917579999994	0.0384766379	0.0236214322	0.10102283179999999	0.0626279215	-0.008123723499999999	0.0202494688	-0.11206220230000001	0.0725841399	0.12282230050000001	0.0794697847	0.22697458510000001	0.1393315312	0.1454644726	0.1282118841	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.26315700000000003	0.239279	0.057254439840999975	0.06925160664900001	0.114836	0.00941299999999999	8.860456899999982e-05	0.013187306896	0.14674700000000002	-0.05182999999999999	0.021534682009	0.002686348899999999	-0.00206824	6.919000000000022e-05	4.787256100000031e-09	4.2776166975999986e-06	0.000239221	-0.003111449	5.7226686840999994e-08	9.681114879601e-06	-0.00457645	0.0046502800000000006	2.1625104078400006e-05	2.09438946025e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
656.9923759156849	0.9994924112512537	0.9989850801488448	431638.98201133654	1016.102794490282	-1.5586787950587675	2.429479586165852	1032464.8889709605	685.1482267894697	-0.42443766504129604	469428.0926727546	0.18014733150570736	743.9678333450107	610.7964066506235	1.357267	27.387592	0.53816635	0.259402	-0.1840689057	0.09100803539999999	-0.0959085555	0.0234195701	-0.1506201979	-0.014467001699999999	-0.010663748899999999	0.0298135863	-0.111161872	0.0190950603	0.2514119852	0.0353606271	0.1362480647	0.2083205088	0.10392995140000001	0.0468058682	0.21441689379999998	0.043978769400000006	-0.1555752956	0.09267061509999999	-0.085453371	0.036704155	0.0919724397	-0.1561890188	0.06423999999999999	0.1703820939	0.0463976611	-0.0276158947	0.07406371070000001	-0.0977482911	-0.09995675279999999	0.13348157830000001	0.081295261	0.054593532599999994	-0.030843133300000002	0.0287096419	-0.1209156693	-0.0236946222	-0.0225661656	0.050851856699999996	-0.1324423596	-0.1065217969	-0.0264909767	-0.08795508029999999	0.2805723142	0.0859135135	-0.0395660366	-0.0879677143	0.1320453433	0.034709537799999995	-0.0432590954	0.1644999943	-0.09639492960000001	0.12749058470000002	0.0952413719	0.0958532585	0.2064279913	-0.0225518615	0.2236784639	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.17841500000000002	0.08474200000000001	0.007181206564000002	0.031831912225000016	-0.0467665	-0.16160249999999998	0.026115368006249997	0.0021871055222499997	0.07469680000000001	-0.07205020000000001	0.00557961193024	0.0051912313200400025	0.000435577	0.002503817	6.269099569488998e-06	1.89727322929e-07	0.000529567	0.00029034600000000003	2.80441207489e-07	8.430079971600001e-08	-0.00297518	0.00160127	2.5640656129000004e-06	8.8516960324e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
659.038601489672	2.0462255739871584	4.187039099639073	434331.8782534627	1027.9855069043165	11.882712414034472	141.19885431464894	1056754.2024053244	689.5315024933863	4.383275703916524	475453.6929307868	19.213105896544906	742.0821123637486	600.0558897483186	1.961366	39.577408	0.63602235	0.325977	-0.0087157503	-0.0084151086	-0.0310212124	0.08253645429999999	0.1332900587	0.1477866299	0.0664532114	-0.0488895175	-0.0498384681	-0.0737983582	-0.0918996587	0.07379849940000001	0.0029413823	0.1606219828	-0.0017218118	-0.0286577511	0.0424184643	-0.0111915156	0.139664942	-0.0735885079	-0.029709912	0.0715253391	0.09217515130000001	0.0380497878	-0.1775213947	0.0268127075	0.0824007934	0.005472900500000001	-0.0782466149	-0.0574956184	-0.1247606225	-0.0871602358	-0.0203523824	0.19266285809999997	0.016437115	0.028339862200000007	0.0926670533	-0.0088293156	-0.0326233413	0.0572092288	0.0779364337	0.1174853633	-0.1443725166	-0.03579717	-0.023274378199999998	-0.11177066769999999	-0.024917269199999998	-0.0069557262	0.0284177882	-0.1439131017	0.1196100972	-0.0357678166	-0.0572806917	-0.1410796567	-0.0655507978	0.0945225195	0.0533404815	0.0668718735	0.0834855045	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.18557	-0.0071549999999999956	5.119402499999993e-05	0.034436224900000006	0.164942	0.2117085	0.044820488972250015	0.027205863364	0.212611	0.1379142	0.04520343732100001	0.01902032656164	-0.00313826	-0.0035738370000000003	1.2772310902568997e-05	9.8486758276e-06	-0.0006847489999999999	-0.001214316	4.688811930009999e-07	1.474563347856e-06	-0.00217844	0.0007967400000000003	6.347946276000004e-07	4.745600833599998e-06	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
656.5525556939963	-2.48604579567575	6.180423698197073	431061.2583883181	1020.1284265782554	-7.857080326061123	61.73371125017675	1040662.0067130269	689.4073677355592	-0.12413475782705065	475282.51868807257	0.01540943810078051	745.5890529131857	599.9289381307689	1.182424	23.859535	0.13075209999999998	0.0842876	-0.0588597331	-0.0426166791	-0.0750738029	-0.0091192189	-0.0669906079	-0.0164064831	-0.16149527560000002	0.0426372056	-0.08716263460000001	-0.1071786998	0.010719912	-0.0318179656	-0.0296403789	0.0709560933	-0.0142706849	0.0389255665	-0.09563011960000001	0.0903654423	-0.0704679181	-0.1242168381	-0.0091310764	-0.008826751800000001	0.03938004	0.0928770032	-0.0049775931	-0.059058190499999996	0.17755609879999998	-0.0259335035	-0.0656219933	0.0798291998	-0.08472648220000001	0.085926492	-0.004520147800000001	0.0521087227	0.010653328500000002	-0.0499584704	-0.0447744139	0.0283809195	-0.0993727861	-0.1057969367	-0.0687331382	0.100351552	-0.0014716282	0.051033098	0.0924110734	-0.0510468274	-0.04956953150000002	0.15707897810000002	-0.0529359713	0.0013363318	-0.0408091239	0.0665663364	-0.0204592609	0.045356455999999996	0.0184009886	0.0218169491	0.07972365669999999	0.0742034922	-0.0615781886	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.18535	0.00022000000000002573	4.840000000001132e-08	0.034354622499999994	0.0921037	-0.07283830000000001	0.005305417946890001	0.00848309155369	0.196787	-0.015824000000000032	0.038725123369	0.00025039897600000096	-0.00303386	0.00010439999999999972	1.0899359999999942e-08	9.2043064996e-06	-0.0007484949999999997	-6.374599999999983e-05	5.602447650249997e-07	4.063552515999979e-09	-0.00150919	0.0006692499999999997	4.478955624999996e-07	2.2776544561000005e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
655.884414609416	-0.6681410845802702	0.4464125089040998	430184.3653275363	1013.341366225012	-6.787060353243304	46.06418823856714	1026860.7245027741	688.3857644803247	-1.0216032552344814	473874.9607391611	1.0436732111056888	743.5839684749295	592.6141754406661	1.012846	20.437714	0.15693884999999996	0.0755413	-0.0063754555	-0.041090948700000005	0.0387733611	-0.08562396380000001	-0.0473122614	-0.0422939037	0.06320014410000001	0.0724076889	0.0538642073	-0.0602019437	0.014472338500000001	-0.0305022637	-0.0180935676	-0.0421359989	0.0891099069	-0.09023801	-0.0705403445	0.10427004720000001	-0.1589200334	-0.017196658400000002	0.0442376032	-0.10610936900000001	0.039389252	0.0012152077999999999	-0.0177552801	-0.0260857879	0.0661852311	-0.0653512892	-0.0111405393	-0.0298750475	0.2069283075	0.05153399559999999	0.034412400499999996	0.219457343	0.0975049006	-0.007672639399999999	0.0808509134	-0.0860198467	0.0122658073	0.010300579399999999	-0.0659750211	-0.0030178187	0.0441579401	0.0077402974	-0.0682950544	-0.08224456	-0.05447179940000002	-0.0190335283	0.0066827619	0.042291284500000005	0.0243766738	0.0774072907	0.0159798894	-0.10091301550000001	-0.0297084475	0.0100467562	0.0285908452	-0.1371903836	-0.049885949900000004	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.131705	0.053645000000000005	0.002877786025	0.017346207024999998	0.120451	0.028347300000000006	0.0008035694172900004	0.014508443401	0.185979	-0.010807999999999984	0.034588188441	0.00011681286399999966	-0.00319509	-0.00016122999999999962	2.599511289999988e-08	1.02086001081e-05	-0.000168457	0.0005800379999999997	2.8377760849e-08	3.364440814439997e-07	-0.000967687	0.0005415030000000001	2.9322549900900017e-07	9.36418129969e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
655.8893301786237	0.004915569207696535	2.4162820635654347e-05	430190.8134421637	1014.3352006567253	0.9938344317132533	0.987706877658805	1028875.8992913192	686.5800051134363	-1.805759366888424	471392.1034215662	3.260766891105281	740.3528257903348	604.7081595008281	1.0596930000000002	21.383015	0.11927310000000002	0.0564736	-0.0431959876	-0.0691271509	0.1209534561	0.0086207473	-0.0144406073	-0.046103768899999995	0.0835484432	0.041631097799999996	-0.047287769800000004	0.042378520700000005	0.054379305700000005	0.0613476424	-0.0356013821	-0.09092555710000001	-0.09930811560000001	-0.0782167004	0.0358655805	-0.024836677799999998	-0.08743743220000001	0.013793293500000001	0.0051506827	0.10104475130000001	-0.1367549177	-0.0912482486	-0.0381351384	-0.0072250008	-0.0220258893	-0.0007396339	-0.1028300359	-0.026886744599999998	-0.0512296354	-0.13064882960000002	0.0073284805000000015	-0.0281128422	-0.1624465561	-0.026971880499999996	-0.13507799869999998	-0.08596757599999999	0.0355248386	0.161685518	0.0189278353	-0.1049500885	-0.0179670557	-0.0109910861	-0.0536152217	-0.090536083	0.0117283323	-0.0016210845999999998	-0.0568619831	0.0459927385	0.0102900831	0.0500296411	-0.0346361237	-0.0375900354	0.0440633664	-0.0586018332	0.0357544364	0.0947630356	-0.0365801768	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.148554	-0.016849000000000003	0.00028388880100000015	0.022068290916	0.148097	0.027646000000000004	0.0007643013160000003	0.021932721409000003	0.223859	0.037880000000000004	0.050112851881	0.0014348943999999998	-0.00352496	-0.00032987000000000034	1.0881421690000023e-07	1.2425343001600003e-05	-0.000518886	-0.00035042900000000003	2.69242680996e-07	1.2280048404100002e-07	-0.00102535	-5.7663000000000014e-05	3.325021569000001e-09	1.0513426225e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
654.9300937037165	-0.9592364749072432	0.920134614792474	428933.4276387589	1018.942193895276	4.606993238550672	21.22438670005161	1038243.1945001179	687.8414923377507	1.2614872243143507	473125.91858142393	1.5913500171083257	741.282244933308	588.2327099461072	1.456213	29.384192	0.0989001	0.0504369	-0.0050408556	-0.019179628799999997	0.1293727095	0.1292736432	0.013441716999999999	-0.0058885351	-0.0168613577	-0.0869637099	-0.1281851603	-0.0165956971	-0.0489774862	0.21368327469999998	-0.0776717269	-0.0355106524	0.0385533904	0.0685067632	0.14014266050000002	0.0346430015	0.08867484839999999	0.009351387099999999	0.044244487199999995	0.057705846799999995	0.0166699588	-0.1428926593	0.061632865	-0.0864950926	0.0980328118	0.1463961453	-0.0030031954	0.0200215275	-0.0160401463	-0.0103402231	-0.0619266514	-0.1137503218	-0.11241030070000001	0.024979729300000003	0.0608757817	-0.041137023700000004	0.0642288237	-0.1145102769	0.037771967999999996	-0.0133464768	-0.18374201140000002	0.10639587310000001	-0.0311690373	-0.0795485673	0.0067038288	0.0372719029	-0.054242316500000005	-0.0530036804	-0.0450535188	-0.0925484878	-0.06977770559999999	0.0411059633	0.0727729635	-0.0022759810000000003	-0.059749455099999994	0.0833090273	-0.006696139	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.133667	0.014886999999999984	0.00022162276899999952	0.017866866889	0.110583	-0.03751400000000002	0.0014073001960000016	0.012228599888999995	0.216832	-0.007026999999999978	0.04701611622400001	4.937872899999969e-05	-0.00298887	0.0005360900000000004	2.873924881000004e-07	8.933343876899999e-06	-0.000323197	0.000195689	1.04456300809e-07	3.829418472099999e-08	-0.000967687	5.7663000000000014e-05	3.325021569000001e-09	9.36418129969e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
