global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27
660.7146135823592	n/a	n/a	436543.80060128635	1080.2355414313001	n/a	n/a	1166908.8249713741	689.5621100785478	n/a	475495.9036559793	n/a	755.40824961965	619.5035180202237	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
653.7456912367397	-6.9689223456194895	48.565878659274645	427383.4288106026	1042.7743784947463	-37.46116293655382	1403.3387285590336	1087378.4044451043	688.9394541784691	-0.6226559000787121	474637.57152372686	0.38770036990283097	749.7838915280472	597.3721338644967	0.951496	23.038097	0.1250796	0.06722710000000001	-0.0408518194	-0.0221440778	0.0030854421999999995	-0.1362555259	-0.0411746451	-0.0197233651	0.048162454699999996	-0.0694068112	-0.033533265699999995	-0.0167291365	0.054575312699999996	-0.0226587674	0.0228560003	-0.043482748499999994	0.0588056731	-0.0790321615	0.0368629497	-0.0817780226	0.0646271263	-0.042465549500000005	0.0568285172	-0.0537234854	0.036903606	0.0770416543	-0.09396747	-0.04360450230000002	0.0335459578	-0.018747721999999998	0.0325369811	-0.0377802812	0.0095127922	-0.0015324672	-0.0942408674	-0.044012675300000005	0.028027998	-0.010041759499999999	0.0520181826	-0.0035268362	0.0192657645	-0.020278259099999998	0.0337759807	-0.0005758402	-0.1746515629	-0.051874555999999995	0.1454918795	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.014839700000000003	-0.014839700000000003	0.0002202166960900001	0.0002202166960900001	0.0528993	0.0528993	0.0027983359404900004	0.0027983359404900004	0.0303018	0.0303018	0.0009181990832399998	0.0009181990832399998	-0.000421665	-0.000421665	1.77801372225e-07	1.77801372225e-07	-0.0	0.0	0.0	0.0	0.000119111	0.000119111	1.4187430321000001e-08	1.4187430321000001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
653.4036561356019	-0.34203510113786706	0.11698801041039095	426936.33785137185	1032.2300853403906	-10.544293154355726	111.18211812499308	1065498.94908183	689.5172847037096	0.5778305252405289	475434.0859051765	0.33388811589974554	748.3820412862042	599.6776189980337	0.6887770000000001	16.677025	0.10872735499999996	0.0580312	-0.0314791574	0.0166516221	0.0158901662	-0.0890866364	0.0107940913	-0.0568192245	0.0212426948	-0.0645531092	-0.0208904198	-0.0084348129	0.0722774686	-0.0132861386	-0.032069116	0.0227910175	0.0977431359	-0.0639175643	0.0439368443	-0.1421671587	-0.036943511	-0.057728553099999996	-0.0560465758	0.061052772400000004	-0.0352475697	0.0948261422	0.0688449596	-0.034159974100000004	0.0220553087	-0.0200909135	-0.11432070189999999	-0.0092278208	-0.1026996615	0.07840608980000001	-0.07705544	-0.0301846304	0.0402432068	0.0065704812	0.0734774501	0.0356158555	0.037300124500000004	0.024966938199999997	0.025584847400000003	0.0101656512	-0.1504139277	-0.0282573077	0.033240182	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.0113822	0.026221900000000003	0.0006875880396100001	0.00012955447684	0.0957213	0.042822000000000006	0.0018337236840000003	0.00916256727369	0.0577715	0.02746970000000001	0.0033375462122500004	0.0007545844180900003	-0.000421665	0.0	0.0	1.77801372225e-07	0.000187426	0.000187426	3.5128505475999986e-08	3.5128505475999986e-08	6.22619e-05	-5.68491e-05	3.2318201708100007e-09	3.8765441916100005e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
650.2459023386273	-3.1577537969745886	9.971409042307434	422819.73350817565	1021.6067006274294	-10.623384712961183	112.85630275957735	1043680.2507668622	687.902766839019	-1.6145178646905831	473210.2166247778	2.606667935405041	743.2512053980287	598.6480204106895	0.769918	18.641644	0.052014795	0.0318707	-0.0493670494	-0.0036930592	0.025903854	-0.0193111722	0.00023103259999999998	-0.0360828021	-0.0704014545	-0.0128725698	-0.0566579621	-0.0209113929	0.0041804433	0.0214857799	0.013971030700000001	0.0912701749	0.0189457553	-0.00014475610000000001	-0.049856377	-0.057642146100000013	-0.1259889602	-0.1420286307	-0.039416424900000004	-0.0101083003	-0.047670711100000006	0.024124865899999997	-0.1073253113	0.0188916591	0.0397531725	-0.053972575700000004	-0.020740301699999998	0.0963529608	-0.011711805	0.051558903200000006	-0.0208344415	0.0094838457	-0.035620141	0.012224768300000001	-0.0258318583	0.053326323700000004	-0.018910454099999998	0.046623075800000004	0.0545912283	0.0443630516	-0.049695955599999994	0.0039980801	0.0318477707	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.0	-0.0113822	0.00012955447684	0.0	0.06757360000000001	-0.0281477	0.0007922930152899999	0.004566191416960002	0.057771	-5.000000000005e-07	0.0033374884410000004	2.5000000000050007e-13	-0.000421665	0.0	0.0	1.77801372225e-07	-0.0	-0.000187426	0.0	3.5128505475999986e-08	0.0	-6.22619e-05	3.8765441916100005e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
648.6347933623032	-1.6111089763240898	2.5956721335920565	420727.0951601577	1014.3906488988072	-7.216051728622233	52.07140255015192	1028988.3885733429	687.4541474676762	-0.4486193713428293	472593.2048705095	0.20125934034403534	741.5266548289391	586.1561171255661	0.7120380000000001	17.240223	0.02619288	0.0162489	-0.013401516	-0.0406522841	0.0340365011	0.0157544934	0.026958956200000002	-0.0004351828	-0.0604827154	0.0260278739	-0.0484031609	-0.015360633700000001	0.0054401752	-0.021759703199999997	0.029648864700000006	0.0190474852	0.0499714419	0.0031931040999999996	-0.0456288447	0.0682035812	-0.027201605	0.0389078708	-0.0144982113	0.0322757417	-0.029605937599999996	-0.048910645700000005	0.11376345410000001	-0.0891497112	0.0360462442	0.0512890933	-0.1493583401	0.033128669	0.025518016600000002	0.0757762791	-7.89191e-05	0.049116342199999996	-0.043182136100000004	0.0059930625	-0.043785721900000005	0.0271501675	-0.0384713348	0.049225890099999996	0.0322018617	0.0091489667	-0.0060151199	0.065893601	0.0099725613	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.00710528	-0.00710528	5.04850038784e-05	5.04850038784e-05	0.07315689999999997	0.005583299999999958	3.117323888999953e-05	0.005351932017609995	0.0712753	0.013504299999999995	0.00508016839009	0.00018236611848999992	-0.000421665	0.0	0.0	1.77801372225e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
648.6639065704687	0.029113208165540524	0.0008475788896900957	420764.8636872617	1013.6151772265632	-0.7754716722439525	0.6013563144528321	1027415.7275040372	687.1089262692884	-0.34522119838777604	472118.6765589344	0.11917767581629217	741.7893982961134	593.8288433055773	0.759025	18.377907	0.1076451193	0.0536163	-0.0408291633	-0.0331843783	0.038700992999999996	0.021647028399999997	0.0475760134	0.0202861257	-0.0347921955	0.0272903066	-0.0629771945	0.027659965	-0.0501460899	0.0258654099	0.004146316	-0.0325253026	0.0201670693	0.0028881122999999996	-0.0250044286	0.08130627	0.0758630925	-0.1062025067	0.018062193100000002	-0.0710693999	0.0078903808	0.0763658115	-0.0556898586	-0.0586212155	-0.055338890700000004	-0.059229186399999995	-0.14812355859999998	-0.022625199300000003	0.0775806559	-0.0406963495	-0.0119598318	0.0658886568	-0.0115108475	0.0198661267	-0.0699830646	-0.0094399494	-0.0094480098	-0.0169605548	-0.014746450900000001	0.018739073999999998	-0.034827289	0.042276686200000003	0.0067717761	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	5.39243e-05	0.0071592043	5.1254206209138504e-05	2.90783013049e-09	0.101625	0.028468100000000024	0.0008104327176100014	0.010327640625	0.047541900000000005	-0.023733399999999998	0.002260232255610001	0.0005632742755599997	0.00014842700000000002	0.000570092	3.25004888464e-07	2.2030574329000005e-08	8.15383e-05	8.15383e-05	6.64849436689e-09	6.64849436689e-09	0.000314058	0.000314058	9.8632427364e-08	9.8632427364e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
648.5909781192983	-0.07292845117046909	0.005318558990123494	420670.256897748	1014.6677033526204	1.0525261260571597	1.107811246032892	1029550.5482268813	686.6631587570299	-0.4457675122584988	471506.2935941821	0.19870867498513084	739.9633256817482	586.4835246317019	0.8234479999999998	19.93775	0.09508992390000001	0.06592410000000001	0.0111211499	-0.0187722134	0.0385496177	0.0355652647	0.0063752391	0.0561742988	-0.0428960006	0.0545720515	-0.0525120822	0.025244367099999998	-0.0852597734	0.0452231804	-0.031207054799999998	-0.0231743754	-0.0111612701	-0.015236100700000001	-0.0309181332	-0.0218465242	-0.0613792908	-0.09616409279999999	-0.0366758767	-0.0846973413	-0.0481573758	-0.1176704964	0.1791458182	0.0087844758	-0.1672192417	-0.1140881018	-0.0211932507	0.0897693282	-0.033537378199999995	-0.0395741831	0.0267888075	0.0728199952	-0.0239896896	-0.0009478436	-0.11303770769999999	0.0093345928	-0.0100680659	0.0085117619	-0.0055006136	0.0006705924	-0.0108860402	0.0176695305	0.012757476100000002	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	4.67854e-05	-7.1388999999999995e-06	5.0963893209999996e-11	2.18887365316e-09	0.107957	0.006332000000000004	4.0094224000000046e-05	0.011654713849	0.074299	0.026757099999999995	0.0055203414009999995	0.00071594240041	-0.000909172	-0.001057599	1.118515644801e-06	8.265937255839998e-07	0.000245936	0.0001643977	6.048451609600001e-08	2.7026603765289997e-08	0.000296181	-1.7877000000000022e-05	3.195871290000007e-10	8.772318476099996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
648.2707463579188	-0.3202317613794321	0.10254838099617354	420254.9605834531	1015.9593761440464	1.291672791425981	1.6684186001101855	1032173.4539749998	687.2474973709503	0.5843386139204085	472309.1226426344	0.34145161571842425	742.0396354243771	589.1080799845703	0.790985	19.151726	0.0907019554	0.0442807	-0.0180249478	-0.0254971134	0.0217922942	0.0164862821	0.0275792135	0.0265799987	0.0194801177	0.0286731646	-0.051431470199999996	0.0194329992	-0.07472804429999999	0.0196393816	0.0481133316	-0.0678015672	-0.07703123349999999	0.0324783946	0.047129957300000004	0.0418219571	-0.1403649208	-0.082374365	0.0157325977	0.0088715994	-0.0552752238	0.0116130419	0.0122860768	0.0614084811	-0.09055529470000001	0.00550171	0.0756378967	0.0407705721	0.0290311285	-0.04977009809999999	0.0073772694	0.0516798003	-0.0285837445	-0.0199081605	-0.0675605695	-0.0444440482	-0.0486207484	-0.0769032774	-0.0768867411	-0.0925885159	0.0143217322	0.0146784779	0.0225335009	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.00302272	-0.0030695054	9.42186340062916e-06	9.1368361984e-06	0.0912321	-0.0167249	0.00027972228001000004	0.00832329607041	0.0947936	0.020494599999999998	0.008985826600960001	0.0004200286291600001	-0.00135677	-0.000447598	2.00343969604e-07	1.8408248329e-06	0.00061238	0.0003664440000000001	3.750092644e-07	1.3428120513600007e-07	0.0004903980000000001	0.0001942170000000001	3.7720243089000046e-08	2.4049019840400013e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
649.2502349033692	0.9794885454504084	0.9593978106685566	421525.86752208014	1018.1463279390947	2.186951795048344	4.782758153865174	1036621.9450958626	688.3516055841376	1.10410821318726	473827.9329102601	1.2190549464275635	744.2632624827046	579.0263285821925	0.944523	22.86927	0.10317625300000001	0.0460545	0.0323099802	-0.0191593062	-0.009498800200000001	0.0203413237	0.0357976405	0.0539502146	0.0463466479	-0.0211881604	-0.0363206269	0.0142894399	-0.04603209269999999	-0.040884182799999995	0.0682844956	-0.0227194083	0.0178416196	-0.0634022568	-0.010294336	0.0125404141	-0.0087367204	-0.0829196356	0.10346218970000001	-0.054761045700000004	-0.17510551559999998	0.030454690299999997	-0.0018459779	-0.07889411730000001	0.1255086758	-0.09727387230000001	-0.0732061496	0.017535129	0.1593826764	-0.13676942820000001	-0.031326714500000005	0.0397171387	0.0139159378	-0.0464957499	0.0141934067	-0.0529444101	-0.0073898061	-0.10984774550000001	-0.09801081630000001	-0.1039450416	-0.09714518189999999	0.0040001384000000004	-0.0866191141	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.000193583	0.003216303	1.0344604987809003e-05	3.7474377889e-08	0.113578	0.0223459	0.0004993392468100001	0.012899962084	0.0623857	-0.03240790000000001	0.0038919755644899992	0.0010502719824100008	-0.00170631	-0.00034954	1.2217821159999997e-07	2.9114938161e-06	0.00045411	-0.00015827000000000007	2.062158921e-07	2.5049392900000023e-08	0.0008867110000000002	0.000396313	1.57063993969e-07	7.862563975210002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
652.1319645068005	2.881729603431268	8.30436550729213	425276.0991314989	1019.1447223672501	0.9983944281553933	0.9967914341717344	1038655.9651290192	688.1581910385464	-0.19341454559116755	473561.6958934445	0.03740918644623783	745.69284737025	618.1719744513088	1.816096	43.97225200000001	0.4203529620000001	0.232602	-0.1320007262	0.06337259690000001	0.011297593500000001	-0.0600937057	0.0953025223	0.015121588100000001	-0.0119416565	-0.0717039312	-0.0799986319	0.0500158833	-0.0683987039	0.12570368810000002	0.0718284429	0.0679510121	0.0261007099	-0.070656087	-0.086752391	-0.0715137805	0.036296321	0.038790732200000004	0.0911010247	-0.026087633500000002	0.0239284263	-0.0392809074	0.1029827675	0.16416461429999998	0.0576252054	-0.0397498857	0.049020343499999994	0.0705450956	-0.137317288	-0.0631893684	-0.11001882539999999	0.027537745099999997	0.048535784400000004	0.0223698735	-0.1178800732	-0.0671639961	-0.0454813982	-0.0785544696	-0.0566314729	0.1142108299	0.0634571941	0.1164236682	-0.0745226554	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.0129723	0.012778716999999998	0.00016329560816608896	0.00016828056728999998	0.0113352	-0.1022428	0.01045359015184	0.00012848675904000002	-0.110835	-0.17322069999999998	0.012284397224999995	0.030005410908489988	2.4765900000000006e-05	0.0017310759	2.99662377156081e-06	6.133498028100003e-10	0.00067677	0.0002226600000000001	4.580176329e-07	4.957747560000003e-08	0.000198232	-0.0006884790000000001	4.740033334410003e-07	3.9295925824000006e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
