global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
654.6218132855278	n/a	n/a	428529.7184292324	1054.2899184909706	n/a	n/a	1111527.2322316978	681.0636412291823	n/a	463847.6834043523	n/a	745.097767404436	588.4059917691434	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
649.2873302605972	-5.334483024930592	28.45670914327264	421574.03723693383	1033.2031500358514	-21.086768455119227	444.6518038798113	1067508.749244006	679.6551940543648	-1.408447174817525	461931.1828050762	1.9837234442514668	739.4566302363535	594.8055577065204	1.159452	29.906492	0.12734105	0.070488	-0.0177135366	-0.0457892712	-0.1162507814	0.011063988200000001	0.1011311717	-0.0179504651	0.014856291200000003	-0.1170426019	0.0382958274	-0.009549271	0.0437439515	0.015052806699999999	-0.0093446162	0.0389890275	-0.0301370592	0.0706614158	-0.1357680945	0.047377490999999994	-0.0612248293	0.0446303605	-0.0107644049	0.07696324759999999	-0.12318357349999999	0.0360048514	-0.07675342519999999	0.016217412900000002	-0.0002337514	0.1140128933	-0.0674765747	-0.0106988987	-0.044112783899999994	0.0193483881	-0.0870765927	0.0777954517	-0.0654554625	0.067758624	-0.059628123899999996	0.08838064699999999	-0.0322976725	0.0182120665	-0.010683711200000001	0.0650435762	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.024188	-0.024188	0.000585059344	0.000585059344	0.0254513	0.0254513	0.00064776867169	0.00064776867169	0.0551375	0.0551375	0.00304014390625	0.00304014390625	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.000451285	-0.000451285	2.03658151225e-07	2.03658151225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
644.491047446223	-4.7962828143741945	23.004328835461244	415368.71023832966	1019.9189896386647	-13.284160397186724	176.46891745818414	1040234.7454255546	678.8188262732517	-0.8363677811130401	460794.9989029951	0.6995110652839501	737.3009483522574	579.3557800430979	0.9395770000000002	24.235096	0.27472450000000004	0.14276	-0.0009789565	-0.11979777900000001	-0.0315323252	-0.018180139799999998	0.0373931027	-0.0419072146	-0.0058689588	-0.036425115699999996	0.09658772970000001	0.08775621480000001	0.092656183	0.0599128136	-0.1151892702	0.016673514599999998	0.0328291734	0.0937477395	0.1481428898	0.0421190737	0.0282134349	-0.0564850817	-0.132866003	0.0172408768	-0.13949671630000002	0.001786539	0.10061818859999999	0.0143395958	0.019832603	0.015576292	-0.0646463421	0.0169611121	-0.007082298199999998	0.0121500099	-0.0447864638	0.19324237760000001	-0.0340346894	0.0332924228	0.0113374998	0.1067293228	0.0214612125	-0.0672138011	-0.056634144000000004	0.039879016499999996	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.0239942	0.0001938000000000009	3.7558440000000357e-08	0.00057572163364	0.126502	0.1010507	0.01021124397049	0.016002756004	0.118855	0.06371750000000001	0.014126511025	0.004059919806250001	-0.00139989	-0.00139989	1.9596920121e-06	1.9596920121e-06	-0.000228987	-0.000228987	5.2435046169e-08	5.2435046169e-08	0.000115088	0.000566373	3.20778375129e-07	1.3245247743999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
646.271849198383	1.7808017521600732	3.1712548804963867	417667.30306629755	1014.3308416293288	-5.588148009335897	31.227398174244733	1028867.0562804623	681.4133384279852	2.5945121547334797	464324.1377875719	6.731493321059762	739.5411471922321	579.2525545164942	1.128915	29.118822	0.39330825	0.217371	-0.0221424302	-0.0145935104	-0.0141780165	0.0276337458	-0.0082801853	0.0449585033	-0.0415926458	-0.014187307199999999	0.0168758912	-0.0266817381	0.1340866252	0.0035135724	0.0184866776	-0.11335675529999999	0.0287529319	0.0286552206	-0.0145390272	0.1249357169	-0.0873505571	0.19477091859999998	0.1637569005	-0.1412446183	-0.058855810599999996	-0.029655397000000007	0.1040319376	-0.0488019758	0.12557438740000001	-0.053499010199999995	0.0570961522	-0.0459816236	-0.0135121966	0.0328904704	-0.0609743954	0.07179874530000001	0.06470601299999999	0.0318539004	0.0116840256	-0.0708999991	0.0048276936	-0.097239971	0.0109004179	-0.0505940863	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.0147631	0.0092311	8.521320721000001e-05	0.00021794912161	-0.00954585	-0.13604785	0.018509017489622498	9.11232522225e-05	-0.0399913	-0.1588463	0.00159930407569	0.02523214702369	-0.000797547	0.000602343	3.6281708964899997e-07	6.360812172090001e-07	0.000333626	0.000562613	1.11306307876e-07	3.1653338776900003e-07	0.0007337919999999999	0.000618704	3.82794639616e-07	5.384506992640001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
647.6637282854658	1.3918790870827706	1.937327393058367	419468.30493662966	1010.4621987736654	-3.8686428556634382	14.966397544675765	1021033.8551505104	679.5147883541377	-1.8985500738474457	461740.3475919686	3.6044923829061415	738.5910407416568	577.5120673646438	1.138932	29.377199	0.21547502	0.107032	-0.0301791624	0.0999225765	0.024273887	0.0661801997	-0.0400683913	0.020195553600000003	0.09007644140000001	0.023427580099999998	-0.0525334154	-0.0060532943	0.024769178500000003	-0.17033031129999998	0.1712300902	0.0814975783	-0.020417458700000002	0.0120929675	0.1835178275	0.05201483	0.0408118061	-0.0193527407	0.020073258899999998	-0.0866794416	-0.0104024578	0.12436424089999999	0.0496065983	-0.152180286	0.1128080083	0.0634381722	-0.0784900967	-0.060663571799999996	0.0785698713	0.0041807091	-0.033224316000000004	-0.0618175889	-0.0367043404	0.0016095159	-0.0564631317	-0.2181981575	-0.0364366788	0.0961582233	0.09181428960000004	-0.0719317384	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.0304454	-0.015682300000000003	0.0002459345332900001	0.00092692238116	-0.0926089	-0.08306305	0.0068994702753025	0.00857640835921	-0.0536069	-0.0136156	0.0028736997276100004	0.00018538456335999995	0.000259824	0.001057371	1.1180334316410002e-06	6.750851097600001e-08	-6.50464e-05	-0.00039867239999999995	4.2310341529600006e-09	1.5893968252176002e-07	0.00134003	0.0006062380000000003	3.6752451264400016e-07	1.7956804009000003e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
649.7986850284819	2.1349567430161187	4.558040294549993	422238.3310647442	1018.5126092658587	8.05041049219335	64.80910909281678	1037367.9352335478	679.5291561915686	0.014367837430881991	461759.8741144253	0.00020643475244025363	734.8872799588697	586.4392299767967	1.213059	31.289202000000003	0.2458756900000001	0.130026	-0.019450641100000002	-0.0033852612	-0.0227095077	-0.035230782999999995	-0.1517172078	-0.0497999966	0.019543971599999998	-0.1811147764	-0.0831172248	-0.0500920999	0.017869816200000003	0.0356378528	0.0866970544	-0.0610365462	-0.021561765	-0.0717605418	-0.030602628700000002	-0.12010755029999999	-0.0348048166	-0.057573392699999996	-0.0702716851	0.0809768902	0.045421321900000006	0.0155623753	-0.0498604004	0.008856121	0.0324793954	-0.0634223166	-0.1120193508	0.0488098857	-0.0211612989	-0.1002231654	-0.14404874	-0.0625331387	0.055516779100000004	0.0179899727	-0.0359692229	-0.059286290199999994	-0.0367578261	0.0508211615	-0.0389392467	-0.048650306799999994	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.054569000000000006	-0.024123600000000002	0.0005819480769600003	0.002977775761000001	0.0175925	0.1102014	0.01214434856196	0.00030949605625	-0.007952499999999998	0.045654400000000005	6.324225624999998e-05	0.00208432423936	6.87548e-05	-0.0001910692	3.6507439188640016e-08	4.727222523040001e-09	-0.000540833	-0.00047578660000000006	2.92500333889e-07	2.2637288873955998e-07	0.00068896	-0.0006510700000000001	4.2389214490000016e-07	4.746658816e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
650.3201846407412	0.5214996122592765	0.27196184558657577	422916.34255116776	1018.3120924108566	-0.2005168550020926	0.04020700913993023	1036959.5175501768	680.788976070296	1.2598198787273986	463473.6299388421	1.5871461268367175	738.0812616370982	588.0063649178804	0.8391039999999998	21.643545	0.046394055	0.026506	-0.0223016363	0.0094440301	0.014236754499999999	0.0437445824	0.0154979155	0.0310767678	-0.0044928153	0.0113549233	-0.048134782599999995	0.0165927225	0.1344086082	0.0280541852	0.0033455703999999997	-0.0248252478	-0.0009629660000000001	-0.0399129233	0.1956584561	0.0901786909	0.0558494534	-0.042765713	-0.0322421196	-0.036267185099999995	0.0258387154	0.0517994927	0.0555888353	-0.0616792022	0.0644173268	-0.17179673550000002	-0.0140248686	-0.0268007262	0.0213899709	-0.0033928079999999998	0.0235760559	-0.041574416	0.0988125997	0.0322083334	0.0168860443	0.0057726713	-0.1011334118	-0.0467244486	0.021838021000000003	-0.12061924539999999	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.06600510000000001	-0.011436100000000005	0.0001307843832100001	0.0043566732260100025	0.0296443	0.012051799999999998	0.00014524588323999995	0.0008787845224899999	-0.0112484	-0.0032959000000000013	0.00012652650255999998	1.0862956810000008e-05	9.52619e-05	2.65071e-05	7.026263504100001e-10	9.07482959161e-09	-0.000540833	0.0	2.92500333889e-07	0.0	0.000323262	-0.000365698	1.33735027204e-07	1.04498320644e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
648.91885229482	-1.4013323459212188	1.9637323437250664	421095.6768636264	1018.9487415501584	0.6366491393017668	0.4053221265736805	1038256.5379066516	681.8225025094878	1.0335264391917462	464881.9249283005	1.0681769005083703	739.0893511150869	584.9372807056269	0.7886340000000001	20.341751	0.08806430499999998	0.0579374	-0.022779316600000002	0.020262793600000002	-0.0014110891	0.0170893579	0.0495001905	0.0910765389	-0.042454764299999996	0.1720437064	0.0161138991	-0.0423208472	-0.0944305626	-0.0338024979	-0.0753227541	-0.11664359699999999	-0.15987355539999998	0.016785736399999997	0.0103564225	-0.0294280008	-0.10649696480000001	0.06263770610000001	0.0213262466	0.0849697643	-0.0195516695	0.0222363531	0.008238913399999999	-0.054402427	0.0393171159	0.036712567599999996	-0.1616243678	-0.0379794058	-0.045448235700000006	0.0161181752	0.1813823043	-0.10871729320000001	0.0298176436	-0.031915594900000004	0.0355373634	0.027275752599999998	0.0268325442	0.0564199334	-0.10967109359999999	0.0022586751	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.07079450000000001	-0.004789399999999999	2.2938352359999993e-05	0.0050118612302500025	-0.0263288	-0.0559731	0.0031329879236100004	0.0006932057094399999	-0.0186988	-0.007450400000000003	0.00034964512144000014	5.5508460160000034e-05	0.000207677	0.00011241510000000001	1.263715470801e-08	4.3129736329e-08	-0.000690062	-0.00014922899999999996	4.7618556384399996e-07	2.2269294440999988e-08	0.000458646	0.000135384	1.8328827456e-08	2.1035615331600002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
646.9508335686071	-1.968018726212904	3.8730977067246606	418545.3810551156	1010.365352707554	-8.583388842604336	73.67456402334459	1020838.14595186	680.5917375908983	-1.2307649185894434	463205.1132769982	1.514782284830479	739.3157686432228	582.7972857630976	0.785942	20.272305	0.10675195	0.0535953	-0.0199952755	0.0655361063	0.032878531600000004	0.0523008254	0.0408244377	0.0442860395	0.014216158000000001	0.025469301	-0.034748818	-0.0800200546	-0.0920121049	0.035349416200000004	-0.0577875514	-0.009796096800000001	0.0948193153	0.0043751664	0.011886911399999998	0.0088593085	0.0512218111	0.0577686196	-0.0063273049	-0.014695631399999999	0.0148893407	0.0451927498	0.0350307215	0.1030524984	0.052613829699999996	-0.0342918038	-0.1403503419	-0.0547786244	0.0388809998	0.0587875447	0.0438118396	-0.0628096647	-0.026270209300000003	-0.028531572400000007	-0.073207899	0.075315746	0.1264733973	0.048515661200000004	0.0246354566	0.12380907279999999	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.06353500000000001	0.007259500000000001	5.270034025000003e-05	0.004036696225000001	-0.0574903	-0.0311615	0.00097103908225	0.00330513459409	-0.022300200000000003	-0.0036014000000000007	0.0004972989200400001	1.2970081960000008e-05	0.0007329939999999999	0.000525317	2.75957950489e-07	5.37280204036e-07	-0.000540832	0.00014922999999999998	2.9249925222399997e-07	2.2269592899999998e-08	0.00107869	0.0006200439999999999	3.844545619359999e-07	1.1635721161e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
645.8167298736564	-1.1341036949506815	1.2861911909007886	417079.2485847033	1010.410850859418	0.045498151863967	0.0020700818230366034	1020930.0875344531	679.3861163878128	-1.2056212030855704	461565.4951405147	1.453522485329498	736.7610788137619	581.3730235231952	0.920595	23.745504	0.138034987	0.0605937	-0.0137595661	0.0161572815	0.0280926254	-0.0024596257000000002	-0.0158555713	-0.0208537531	0.0291518921	-0.0480913838	-0.0009713491000000001	0.0303960605	0.0769499587	0.07262962769999999	0.0356483285	-0.120100789	-0.0058482518999999995	0.0518725126	0.0044302768	-0.059288361	-0.13668972769999999	-0.07725419509999999	0.022759545	0.0401379966	0.052343250599999995	-0.075379541	0.004927622	0.0202052608	0.0794601875	-0.0164904597	0.0077647259	0.0053527555000000004	0.02453776	-0.0103417551	-0.0528332018	0.0528931339	0.0112810302	0.0086834961	0.0212494061	-0.0010612302	-0.0304672008	0.0553202951	-0.0604361058	0.0642938402	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.0464617	0.017073300000000013	0.0002914975728900005	0.0021586895668899994	-0.017297099999999996	0.040193200000000005	0.0016154933262400007	0.0002991896684099999	-0.000705223	0.021594977	4.973394797290001e-07	0.000466343031630529	0.000451497	-0.000281497	7.924056100899997e-08	2.0384954100899998e-07	-2.59538e-05	0.0005148781999999999	6.735997344400003e-10	2.6509956083523987e-07	0.000691595	-0.000387095	1.4984253902499996e-07	4.783036440250001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
