trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,initdum_1.0,initdum_2.0,initdum_3.0
0.0325297,0.103869,0.463073,-0.000293694,-0.0012784,-0.0010616,0.0104277,0.0178435,0.037825,-0.000672237,-0.00011675,0.00011969,0.0010581814,0.010788769,0.2144366,8.6256166e-08,1.6343066e-06,1.1269946e-06,0.00010873693,0.00031839049,0.0014307306,4.5190258e-07,1.3630563e-08,1.4325696e-08,0.0097345289,-0.084471199,0.0098842437,-0.074881768,0.052192884,0,0,0
0.0145752,0.0563395,0.479533,-0.000215689,-0.0010208,-0.00120229,-0.0179545,-0.0475295,0.01646,7.8005e-05,0.0002576,-0.00014069,0.00021243646,0.0031741393,0.2299519,4.6521745e-08,1.0420326e-06,1.4455012e-06,0.00032236407,0.0022590534,0.0002709316,6.08478e-09,6.635776e-08,1.9793676e-08,0.01291136,-0.050974394,-0.045992541,-0.06500208,0.046152829,0,0,0
0.0183033,0.101412,0.47941,-0.0010215,-0.000863265,-0.00164043,0.0037281,0.0450725,-0.000123,-0.000805811,0.000157535,-0.00043814,0.00033501079,0.010284394,0.22983395,1.0434623e-06,7.4522646e-07,2.6910106e-06,1.389873e-05,0.0020315303,1.5129e-08,6.4933137e-07,2.4817276e-08,1.9196666e-07,-0.015682951,-0.042753151,0.034892768,0.014957216,0.076650821,0,0,0
-0.00387719,0.0821839,0.490146,-0.0010681,-0.000519197,-0.00161495,-0.02218049,-0.0192281,0.010736,-4.66e-05,0.000344068,2.548e-05,1.5032602e-05,0.0067541934,0.2402431,1.1408376e-06,2.6956552e-07,2.6080635e-06,0.00049197414,0.00036971983,0.0001152617,2.17156e-09,1.1838279e-07,6.492304e-10,-0.071375451,-0.0015565006,0.0024106745,0.15714068,0.093111494,0,0,0
-0.0038319,0.0479392,0.488033,-0.000347831,-0.000582364,-0.00162214,4.529e-05,-0.0342447,-0.002113,0.000720269,-6.3167e-05,-7.19e-06,1.4683458e-05,0.0022981669,0.23817621,1.209864e-07,3.3914783e-07,2.6313382e-06,2.0511841e-09,0.0011726995,4.464769e-06,5.1878743e-07,3.9900699e-09,5.16961e-11,-0.051673433,0.051319249,-0.20115358,0.0064275218,0.032984602,0,0,0
-0.00409801,0.0972459,0.465471,-0.000558387,-0.000139627,-0.00165615,-0.00026611,0.0493067,-0.022562,-0.000210556,0.000442737,-3.401e-05,1.6793686e-05,0.0094567651,0.21666325,3.1179604e-07,1.9495699e-08,2.7428328e-06,7.0814532e-08,0.0024311507,0.00050904384,4.4333829e-08,1.9601605e-07,1.1566801e-09,0.052954344,-0.0171829,-0.058222605,0.021395567,0.018581775,0,0,0
-0.00386412,0.0618789,0.44248,-0.000285569,-0.000510334,-0.00169578,0.00023389,-0.035367,-0.022991,0.000272818,-0.000370707,-3.963e-05,1.4931423e-05,0.0038289983,0.19578855,8.1549654e-08,2.6044079e-07,2.8756698e-06,5.4704532e-08,0.0012508247,0.00052858608,7.4429661e-08,1.3742368e-07,1.5705369e-09,0.11970864,-0.14929107,0.0040737393,0.044831289,-0.0098395163,0,0,0
-0.00390039,0.0508602,0.413639,0.000147225,-0.000321246,-0.00145785,-3.627e-05,-0.0110187,-0.028841,0.000432794,0.000189088,0.00023793,1.5213042e-05,0.0025867599,0.17109722,2.1675201e-08,1.0319899e-07,2.1253266e-06,1.3155129e-09,0.00012141175,0.00083180328,1.8731065e-07,3.5754272e-08,5.6610685e-08,0.04080994,0.013172588,0.10470802,-0.029261636,-0.036422581,0,0,0
0.000410271,0.127395,0.413739,-0.000112091,0.000231941,-0.00139185,0.004310661,0.0765348,0.0001,-0.000259316,0.000553187,6.6e-05,1.6832229e-07,0.016229486,0.17117996,1.2564392e-08,5.3796627e-08,1.9372464e-06,1.8581798e-05,0.0058575756,1e-08,6.7244788e-08,3.0601586e-07,4.356e-09,-0.11473819,0.12218265,0.071653885,0.051608609,0.0083605358,0,0,0
-0.00818976,0.0551123,0.438861,0.000741056,0.000208753,-0.00144843,-0.008600031,-0.0722827,0.025122,0.000853147,-2.3188e-05,-5.658e-05,6.7072169e-05,0.0030373656,0.19259898,5.49164e-07,4.3577815e-08,2.0979495e-06,7.3960533e-05,0.0052247887,0.00063111488,7.278598e-07,5.3768334e-10,3.2012964e-09,-0.03304898,0.068898695,-0.090937651,0.002146473,-0.025260107,0,0,0
0.0231201,0.113323,0.439033,0.000246557,0.000255741,-0.00128139,0.03130986,0.0582107,0.000172,-0.000494499,4.6988e-05,0.00016704,0.00053453902,0.012842102,0.19274998,6.0790354e-08,6.5403459e-08,1.6419603e-06,0.00098030733,0.0033884856,2.9584e-08,2.4452926e-07,2.2078721e-09,2.7902362e-08,-0.031466761,0.066591896,-0.031948616,-0.046914895,-0.023860806,0,0,0
0.000937682,0.0573623,0.438982,0.00046568,3.59821e-05,-0.00152002,-0.022182418,-0.0559607,-5.1e-05,0.000219123,-0.0002197589,-0.00023863,8.7924753e-07,0.0032904335,0.1927052,2.1685786e-07,1.2947115e-09,2.3104608e-06,0.00049205967,0.0031315999,2.601e-09,4.8014889e-08,4.8293974e-08,5.6944277e-08,0.05868594,-0.044568271,-0.032428853,-0.013231246,-0.038932747,0,0,0
0.00455189,0.0741292,0.424314,0.000510475,0.000286738,-0.00143523,0.003614208,0.0167669,-0.014668,4.4795e-05,0.0002507559,8.479e-05,2.0719703e-05,0.0054951383,0.18004237,2.6058473e-07,8.2218681e-08,2.0598852e-06,1.3062499e-05,0.00028112894,0.00021515022,2.006592e-09,6.2878521e-08,7.1893441e-09,0.061821117,0.041896757,-0.035532869,-0.081786038,-0.051167053,0,0,0
0.00773553,0.124654,0.438998,0.000306256,0.000152669,-0.00140862,0.00318364,0.0505248,0.014684,-0.000204219,-0.000134069,2.661e-05,5.9838424e-05,0.01553862,0.19271924,9.3792738e-08,2.3307824e-08,1.9842103e-06,1.0135564e-05,0.0025527554,0.00021561986,4.17054e-08,1.7974497e-08,7.080921e-10,0.047186612,0.017016623,-0.027659017,-0.056380961,-0.041967752,0,0,0
0.0082649,0.0437994,0.445146,0.000863236,3.56776e-05,-0.00155178,0.00052937,-0.0808546,0.006148,0.00055698,-0.0001169914,-0.00014316,6.8308572e-05,0.0019183874,0.19815496,7.4517639e-07,1.2728911e-09,2.4080212e-06,2.802326e-07,0.0065374663,3.7797904e-05,3.1022672e-07,1.3686988e-08,2.0494786e-08,0.10575895,0.019062761,-0.034977201,-0.040207782,-0.077125215,0,0,0
0.0269604,0.102515,0.420739,-0.0001188,-0.000219141,-0.00147671,0.0186955,0.0587156,-0.024407,-0.000982036,-0.0002548186,7.507e-05,0.00072686317,0.010509325,0.17702131,1.411344e-08,4.8022778e-08,2.1806724e-06,0.00034952172,0.0034475217,0.00059570165,9.6439471e-07,6.4932519e-08,5.6355049e-09,0.099570242,0.052491282,0.015301782,-0.066674663,-0.072416055,0,0,0
0.0410922,-0.0549585,0.395648,-0.00104871,-0.000817252,-0.00380141,0.0141318,-0.1574735,-0.025091,-0.00092991,-0.000598111,-0.0023247,0.0016885689,0.0030204367,0.15653734,1.0997927e-06,6.6790083e-07,1.4450718e-05,0.00019970777,0.024797903,0.00062955828,8.6473261e-07,3.5773677e-07,5.4042301e-06,0.043975007,0.060611815,0.13307252,0.091168232,-0.10051241,0,0,0
0.0274541,0.0293514,0.383656,-0.000239804,-0.000817252,-0.00257277,-0.0136381,0.0843099,-0.011992,0.000808906,0,0.00122864,0.00075372761,0.00086150468,0.14719193,5.7505958e-08,6.6790083e-07,6.6191455e-06,0.00018599777,0.0071081592,0.00014380806,6.5432892e-07,0,1.5095562e-06,-0.033434743,0.16607879,0.030043597,0.088861944,-0.075135614,0,0,0
0.04352,0.0779114,0.426463,1.63068e-05,-0.00121775,-0.00238417,0.0160659,0.04856,0.042807,0.0002561108,-0.000400498,0.0001886,0.0018939904,0.0060701862,0.18187069,2.6591173e-10,1.4829151e-06,5.6842666e-06,0.00025811314,0.0023580736,0.0018324392,6.5592742e-08,1.6039865e-07,3.556996e-08,0.024095758,0.031530631,-0.037848914,-0.044635755,-0.047636464,0,0,0
0.0286456,0.0268591,0.426602,0.00031994,-0.00155842,-0.00233317,-0.0148744,-0.0510523,0.000139,0.0003036332,-0.00034067,5.1e-05,0.0008205704,0.00072141125,0.18198927,1.023616e-07,2.4286729e-06,5.4436822e-06,0.00022124778,0.0026063373,1.9321e-08,9.219312e-08,1.1605605e-07,2.601e-09,0.10188909,0.051974274,-0.049469164,-0.037024885,-0.11802435,0,0,0
0.0385024,0.0772843,0.421247,-0.000157507,-0.000950342,-0.00217527,0.0098568,0.0504252,-0.005355,-0.000477447,0.000608078,0.0001579,0.0014824348,0.005972863,0.17744904,2.4808455e-08,9.0314992e-07,4.7317996e-06,9.7156506e-05,0.0025427008,2.8676025e-05,2.2795564e-07,3.6975885e-07,2.493241e-08,0.046929683,0.10857928,0.0045227857,-0.1388208,-0.1277315,0,0,0
0.0230452,0.0607283,0.448642,-0.000305525,-0.00130992,-0.0023961,-0.0154572,-0.016556,0.027395,-0.000148018,-0.000359578,-0.00022083,0.00053108124,0.0036879264,0.20127964,9.3345526e-08,1.7158904e-06,5.7412952e-06,0.00023892503,0.00027410114,0.00075048603,2.1909328e-08,1.2929634e-07,4.8765889e-08,0.051820167,0.034039385,-0.0007276846,-0.11682891,-0.10950411,0,0,0
0.0083099,0.00891159,0.438084,-8.85322e-05,-0.00130992,-0.00235283,-0.0147353,-0.05181671,-0.010558,0.0002169928,0,4.327e-05,6.9054438e-05,7.9416436e-05,0.19191759,7.8379504e-09,1.7158904e-06,5.535809e-06,0.00021712907,0.0026849714,0.00011147136,4.7085875e-08,0,1.8722929e-09,0.089735062,0.062699089,0.018814086,-0.069610468,-0.12195383,0,0,0
0.0108737,0.0758271,0.421028,-0.000774565,-0.00130992,-0.00232414,0.0025638,0.06691551,-0.017056,-0.0006860328,0,2.869e-05,0.00011823735,0.0057497491,0.17726458,5.9995094e-07,1.7158904e-06,5.4016267e-06,6.5730704e-06,0.0044776855,0.00029090714,4.70641e-07,0,8.231161e-10,0.04742256,0.089974036,0.10520498,-0.057167212,-0.081387195,0,0,0
0.0191798,0.052671,0.440508,-0.00070264,-0.00123165,-0.00196416,0.0083061,-0.0231561,0.01948,7.1925e-05,7.827e-05,0.00035998,0.00036786473,0.0027742342,0.1940473,4.9370297e-07,1.5169617e-06,3.8579245e-06,6.8991297e-05,0.00053620497,0.0003794704,5.1732056e-09,6.1261929e-09,1.295856e-07,-0.067253385,0.12727194,0.12074381,0.014492003,-0.094513844,0,0,0
0.00806145,0.0185847,0.45934,0.000174896,-0.00143186,-0.00212295,-0.01111835,-0.0340863,0.018832,0.000877536,-0.00020021,-0.00015879,6.4986976e-05,0.00034539107,0.21099324,3.0588611e-08,2.0502231e-06,4.5069167e-06,0.00012361771,0.0011618758,0.00035464422,7.7006943e-07,4.0084044e-08,2.5214264e-08,-0.021369502,0.16920893,-0.07986146,-0.009272801,-0.11481696,0,0,0
