global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
759.07301074365	n/a	n/a	576191.8356394294	1160.2331474908342	n/a	1346140.956536488	n/a	770.7309721634848	n/a	n/a	594026.2314520704	813.8750106191559	750.8329556298685	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.00948289	n/a	n/a	8.992520275210001e-05	0.015851499999999998	n/a	0.0002512700522499999	n/a	0.00989132	n/a	n/a	9.78382113424e-05	6.6174399999999985e-24	n/a	n/a	4.379051215359999e-47	-0.00017029	n/a	n/a	2.89986841e-08	0.000326625	n/a	n/a	1.06683890625e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
755.311832887285	-3.761177856364952	14.146458867210058	570495.9648995501	1119.6495884659703	-40.58355902486392	1253615.2009520165	1647.0252631246137	771.1367229560327	0.4057507925479058	0.1646337056532537	594651.845491369	807.4931594222644	753.7881884503728	1.775984	34.016113	0.21471574	0.112274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0116458	-0.02112869	0.0004464215411161	0.00013562465763999998	0.0964047	0.08055319999999999	0.00929386618209	0.0064888180302399975	0.0220067	0.01211538	0.00014678243254440002	0.00048429484488999994	-0.00111932	-0.00111932	1.2528772624e-06	1.2528772624e-06	5.11644e-05	0.0002214544	4.9042051279360006e-08	2.6177958273599993e-09	-0.00035097	-0.000677595	4.59134984025e-07	1.231799409e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753.2406590716455	-2.071173815639554	4.2897609745909095	567371.4904786869	1105.9615850036673	-13.68800346230296	1223151.027503824	187.36143878401782	770.4891556638107	-0.6475672922219928	0.41934339795572384	593653.5389955321	809.4327643413301	734.3058409833728	2.115301	40.515171	0.65373673	0.389931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.031857	-0.0202112	0.00040849260544	0.001014868449	-0.203406	-0.2998107	0.041374000836	0.08988645583449001	-0.09319	-0.11519669999999999	0.013270279690890001	0.008684376099999998	0.0024821	0.00360142	1.2970226016399995e-05	6.160820409999998e-06	0.000224012	0.0001728476	2.9876292825759995e-08	5.0181376144e-08	-0.000947065	-0.000596095	3.553292490250001e-07	8.96932114225e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.43155277324	-5.8091062984054815	33.74571598617423	558653.9260810168	1094.6431602133234	-11.318424790343895	1198243.6482018116	128.1067397346713	768.6943464922473	-1.7948091715634291	3.2213399623282033	590890.9983291432	805.0340783224849	706.5173076019032	1.49106	28.558855	0.3147256	0.172073	-0.0727987116	0.0287807329	0.0931516335	-0.13341782130000002	0.1137191876	-0.1757486958	-0.0910392951	0.15404533509999999	-0.0029065021999999997	0.17768898030000002	0.072022864	-0.07451009	0.012570106299999998	-0.0436439239	0.1190495374	-0.0423621971	0.08996121789999999	-0.0327137131	0.0007621863000000001	-0.1004420646	-0.1395136045	0.0638670967	-0.10357527359999999	0.1023401034	-0.023572476000000002	0.034044756600000003	-0.08438259769999999	0.0077405076	-0.1387123504	0.0227229755	-0.0984090178	0.1894591569	-0.0493974265	0.038438980299999995	-0.0697531464	0.033960760699999995	0.012696381999999999	-0.14776812150000002	-0.08645411759999999	0.1460783822	-0.0448146082	0.1500408926	-0.0914754455	0.0818026417	-0.09788188390000001	0.0476386534	0.053207504	-0.1299905308	0.1060218042	-0.1774952131	0.18521738210000002	-0.1353257901	0.09364257390000001	-0.08092522690000001	0.0532345496	-0.0696302947	0.0197109897	-0.047115456900000005	-0.0100441121	0.11358653390000001	0.11356903550000001	0.1135398735	0.0	0.0	0.0	-0.0430727	-0.011215700000000002	0.00012579192649000005	0.00185525748529	-0.116343	0.087063	0.013535693649	0.007579965969	0.0181293	0.1113193	0.01239198655249	0.00032867151849	0.00135767	-0.0011244299999999996	1.2643428248999992e-06	1.8432678289e-06	-0.000110842	-0.000334854	1.1212720131600001e-07	1.2285948964e-08	-0.000303797	0.000643268	4.13793719824e-07	9.2292617209e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.6599772427464	-1.7715755304935783	3.1384798602436037	556008.8016616531	1095.1682854859168	0.5251252725934137	1199393.5735341627	0.27575655191630705	767.0983575943982	-1.5959888978491108	2.54718056205762	588439.8902240231	802.4002418221014	718.5063285633728	1.255052	24.038494	0.19134415	0.11518900000000006	-0.0979882808	0.0876540052	0.079752012	0.0671169242	0.0764083745	-0.103394664	-0.039924662400000005	0.15204598449999998	-0.1317564895	0.0455406875	0.0132018044	-0.0657926438	-0.034553036	0.0125625949	0.0967761768	-0.118121089	-0.0254550951	-0.1258446104	0.061486599800000014	-0.15254832	-0.1288141838	0.09315303050000001	0.0723559677	0.042890486299999996	0.0326810175	0.0743906632	0.1605886216	0.0932028801	0.0741354261	-0.0322980474	-0.070043185	0.04713149480000002	0.03666902	0.12814786150000002	-0.0707879655	-0.0459135992	0.0212266442	0.0149524505	-0.0541315116	0.0177843501	0.0202586104	0.1995899861	-0.09174024300000001	0.057709777699999985	0.0478607625	0.0099347342	0.08835899400000001	-0.1296272441	-0.0126847097	0.0061313059	0.1727870963	0.0019961119	-0.0182571814	-0.1287753144	-0.1766346261	-0.1035973294	0.0436586642	0.1067464642	-0.0752450142	0.1135398735	0.1133824418	0.1131202175	0.0	0.0	0.0	-0.060358900000000014	-0.01728620000000001	0.0002988127104400003	0.0036431968092100007	-0.0233266	0.0930164	0.00054413026756	0.00865205066896	0.0618557	0.0437264	0.00191199805696	0.0038261276224899996	0.0006113669999999999	-0.0007463030000000001	5.569681678090002e-07	3.7376960868899994e-07	-0.000110842	0.0	0.0	1.2285948964e-08	-0.000303797	0.0	0.0	9.2292617209e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
741.724167631043	-3.935809611703462	15.490597299577356	550154.7408479635	1090.0305789492895	-5.13770653662732	1188166.6630445232	26.396028456503092	767.5516368087068	0.4532792143086226	0.20546204612424224	589135.5151677249	803.7896372707222	704.132334582801	1.03536	19.830639	0.1859438	0.110987	-0.0823084871	-0.0094278665	0.07865642860000001	0.051444709400000004	0.17051061	-0.14259707470000002	-0.0486168904	0.08125936610000001	-0.1699491187	0.1245649108	0.0255720171	-0.0122924469	0.0060600837	0.0376210181	0.0421027438	-0.16292384210000002	0.0071613460999999995	-0.0183501026	0.0150735411	0.0112502249	-0.0650501143	0.1205624616	0.09105453359999999	-0.0092694553	0.0277565342	-0.024618784100000003	0.036062942	0.0112509223	0.0643527914	0.0712213045	0.0069823565	-0.08421186779999999	-0.116918748	-0.027241918700000003	0.1741624705	-0.0757564764	0.04571712	-0.1354542457	-0.0590394886	-0.0215051575	-0.0161094745	0.2491291209	-0.08789266859999999	0.054915179	-0.030847938999999998	0.0369407898	0.0091670117	-0.0254012958	0.09832366140000001	-0.0225119009	0.1701259268	0.0660544136	-0.08353083	-0.0370168537	-0.0758117211	0.09593614619999999	0.22275280239999998	0.0367894231	-0.06252727150000001	0.1134465719	0.11300956109999999	0.1122824565	0.0	0.0	0.0	-0.0676359	-0.007276999999999992	5.295472899999988e-05	0.00457461496881	0.0751715	0.0984981	0.005650754412250001	0.00970187570361	0.06199630000000001	0.00014060000000001155	1.9768360000003247e-08	0.003843541213690001	-0.000266918	-0.0008782849999999999	7.713845412249998e-07	7.124521872399999e-08	-0.0007221619999999999	-0.0006113199999999999	3.737121424e-07	5.215179542439999e-07	-0.000414754	-0.00011095700000000003	1.2311455849000004e-08	1.7202088051600002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
741.137012547628	-0.5871550834149275	0.3447510919799905	549284.0713680229	1081.597137391481	-8.433441557808463	1169852.3676134464	71.12293650897087	768.3703541265926	0.8187173178857847	0.670298046606093	590393.0011006253	803.1633661229729	700.1066359089407	0.95849	18.358328	0.20704415	0.0922865	-0.0682352889	-0.0476893884	0.0373394955	-0.1003123048	0.2049675846	-0.1480678079	-0.05828768440000001	0.0409120962	-0.1412372514	0.1297717011	-0.0182099238	0.0757963574	-0.0592502251	0.030888629	0.12253376880000001	-0.0686921919	-0.0313624043	0.11271743140000001	-0.11653392720000001	0.0333298562	-0.0594075245	-0.043244297699999996	-0.0052319408	-0.0790063976	0.0042041606	-0.1008993493	-0.0703026524	0.0092742209	0.020732738	0.0117976421	0.0745619743	-0.0261466902	-0.0318681276	0.0788060362	0.0491181508	0.052014449000000004	-0.0027901284000000004	-0.0525239546	-0.054468014599999996	0.0308826679	0.0089289567	0.1777386866	-0.06912403240000001	-0.0840071101	-0.0173474164	0.09424624820000001	-0.014085261000000003	-0.0455706638	0.09711165890000001	-0.0583315217	0.0153656465	0.0943928693	0.0631702049	0.0005838465	0.014876938000000001	0.1373933617	-0.0073371576	-0.1487503456	0.0619754786	0.1133066674	0.1124510061	0.11102968710000001	0.0	0.0	0.0	-0.0477674	0.0198685	0.00039475729224999984	0.00228172450276	0.0142763	-0.0608952	0.00020381274169	0.0037082253830399998	0.123113	0.06111669999999999	0.00373525101889	0.015156810769000002	0.000503566	0.000770484	5.936455942560001e-07	2.53578716356e-07	-0.0007221619999999999	0.0	0.0	5.215179542439999e-07	0.000118037	0.000532791	2.83866249681e-07	1.3932733369000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
739.6830371413631	-1.4539754062649308	2.1140444820232704	547130.9954346712	1090.222511305716	8.625373914234844	1188585.1241577421	74.39707516036289	768.9527412870897	0.5823871604970918	0.3391748047118654	591288.31833293	805.1706742932663	689.4114795210037	0.90031	17.243984	0.15473915	0.08810379999999997	-0.0540046569	-0.1060548476	0.0498040157	0.0341837629	0.1628039751	-0.1666802231	-0.0714585145	-0.043024513099999995	-0.1693857938	0.1460442682	0.019261429099999998	0.0522550635	-0.0984663	-0.0625459649	0.1099641109	0.0184595316	0.0259983823	-0.0661714186	0.0872530151	-0.0934660086	0.0622168845	0.0807134927	-0.025978346200000002	-0.08765391539999999	-0.0703922158	-0.1205447011	0.0349255485	0.0195674307	-0.043961457599999997	0.0815301065	-0.0167504846	-0.1554414509	0.093610758	-0.0822293504	0.0340676908	-0.1477950926	-0.0347079982	-0.0941306951	-0.0777735207	-0.0623456814	0.0168581074	0.1897829657	-0.0662115113	0.029193097299999998	-0.0672534691	0.1395653651	-0.0382238927	0.0312773832	0.1016755558	-0.0844665331	-0.0827755083	0.0098214826	-0.06219324070000001	-0.1483999569	0.030668559300000002	-0.06155966440000001	0.040887184300000004	-0.086776684	0.0144053299	0.1131202175	0.1117076943	0.1093665396	0.0	0.0	0.0	-0.0507471	-0.002979700000000002	8.878612090000011e-06	0.0025752681584100003	0.06239490000000001	0.04811860000000001	0.0038931235460100007	0.0023153996659600012	0.158063	0.034949999999999995	0.0012215024999999995	0.024983911969000003	-0.000448417	-0.000951983	9.062716322889999e-07	2.0107780588899997e-07	-0.0007221619999999999	0.0	0.0	5.215179542439999e-07	-0.000303797	-0.0004218340000000001	1.7794392355600003e-07	9.2292617209e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
738.5028112593274	-1.1802258820357563	1.3929331326270795	545386.4022379296	1080.3868053334986	-9.835705972217283	1167235.649138723	96.74111197191074	769.0628855718982	0.11014428480848436	0.01213176347597252	591457.7219641745	803.8902598615779	679.0194088123917	0.932417	17.858948	0.16516618	0.0897304	-0.0551043383	-0.15208395460000002	0.055142752	0.041325220499999996	0.1544075274	0.0184625412	-0.0811833364	-0.0263640229	-0.1767513391	0.1370762439	0.046526745999999994	0.008281810799999999	-0.1027984577	-0.066066143	0.0477676938	-0.1591516888	0.0703109929	-0.021816026800000003	0.0354809989	0.0569742171	0.0279775019	-0.009819913199999999	-0.18721903010000002	-0.036894799	0.0549807844	-0.0789569377	-0.10735540140000001	-0.04541748	-0.1058957821	-0.12810292369999998	0.0693554941	0.031768353799999996	0.1523489761	0.1549872279	-0.005422178000000001	0.0346057274	0.1335262487	-0.0005238061	-0.0907455916	-0.0233207125	-0.0115378899	0.1750454808	0.031144145	0.1123571494	-0.1477938755	0.1582860199	-0.0890250097	-0.0400226466	0.1422999805	0.0654794558	-0.1256588079	-0.0037655548	0.0867251383	-0.0345372957	-0.1211348875	0.013921023000000001	-0.15703413900000002	0.0281781881	-0.1505816425	0.11288729869999999	0.11078084699999999	0.10729916119999999	0.0	0.0	0.0	-0.0238854	0.0268617	0.0007215509268900001	0.0005705123331599999	0.0111667	-0.051228200000000015	0.00012469518889000002	0.002624328475240001	0.140526	-0.017536999999999997	0.00030754636899999984	0.019747556676	-2.77014e-05	0.0004207155999999999	1.7700161608335995e-07	7.673675619599999e-10	-0.0007221619999999999	0.0	0.0	5.215179542439999e-07	0.000666273	0.00097007	9.410358049e-07	4.43919710529e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
739.5222625484744	1.019451289147014	1.0392809309435087	546893.1768048146	1086.6525281114514	6.265722777952759	1180813.7168510086	39.259281930156064	768.6704331959784	-0.3924523759197882	0.15401886736508674	590854.2348696929	803.9006757463821	685.9222916485777	0.831161	15.919553	0.17308472999999994	0.0906459	-0.0702438128	-0.1351106893	0.0729954869	0.0502717013	0.1277502627	-0.0205652416	-0.0690128821	-0.0310617795	-0.2025207859	0.1206738609	0.09545838390000001	0.017407870500000002	-0.06598615570000001	-0.0452726508	0.09567894310000001	-0.0548167192	0.0670318084	0.09401006349999999	-0.024808721000000002	0.0862701135	-0.0686995878	-0.0816064948	0.0472593301	-0.0661904258	-0.0699324055	0.1099013724	-0.08615183	-0.0086559904	-0.018555766799999998	0.067286875	0.0184850949	-0.015317212299999999	-0.0196047731	-0.1779489097	-0.0507139237	-0.0045816510999999996	0.044693662800000006	0.14580356949999998	-0.0825218503	-0.0607978303	-0.016310528600000002	0.1892417811	0.0467937625	0.07310270719999999	-0.0832205737	0.10101233890000001	-0.1259560626	-0.0352808572	0.058982144800000004	0.0368461634	-0.1088216561	0.0449140165	0.0527389138	0.0520064592	0.0092200501	0.1581600263	-0.0260946738	0.108694922	0.0658186994	0.1126080068	0.1096719871	0.10483519320000001	0.0	0.0	0.0	-0.055104199999999985	-0.031218799999999988	0.0009746134734399996	0.0030364728576399986	0.0695913	0.058424599999999986	0.00484294903569	0.0034134338851599987	0.155386	0.014859999999999984	0.00022081959999999956	0.024144808996	-0.000495635	-0.0004679336	2.1896185400896002e-07	2.45654053225e-07	-0.000810341	-8.817900000000009e-05	7.775536041000013e-09	6.566525362810001e-07	-0.00014924099999999996	-0.0008155139999999999	6.650630841959998e-07	2.2272876080999988e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
