global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25
759.1347352747646	n/a	n/a	576285.5463006869	1131.0315261679984	n/a	1279232.3131859116	n/a	772.1155377645626	n/a	n/a	596162.4036574598	816.4927193891721	693.5758429850032	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0129147	n/a	n/a	0.00016678947609000006	-0.025968	n/a	0.0006743370240000001	n/a	-0.105469	n/a	n/a	0.011123709961	0.00156601	n/a	n/a	2.4523873201e-06	-0.000688828	n/a	n/a	4.744840135840001e-07	-0.000418227	n/a	n/a	1.7491382352899994e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
752.870082759088	-6.264652515676629	39.245871142173534	566813.3615136759	1102.2498130223757	-28.781713145622692	1214954.6503078623	828.3870115969099	770.3437945462751	-1.7717432182874973	3.139074031547738	593429.5617959538	809.5946935739714	664.7842925818358	1.918597	37.713448	0.56850695	0.343773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0152414	0.028156099999999996	0.0007927659672100001	0.00023230027396	0.0201389	0.046106900000000006	0.00040557529321	0.0021258462276100005	0.118204	0.223673	0.050029610929	0.013972185615999996	-0.00175636	-0.00332237	1.10381424169e-05	3.0848004496e-06	0.000429743	0.001118571	1.251201082041e-06	1.84679046049e-07	0.000552251	0.000970478	9.41827548484e-07	3.0498116700100005e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
748.7321548257643	-4.137927933323681	17.122447581380392	560599.8396700323	1085.201917752664	-17.047895269711713	1177663.2022940598	290.63073312705916	767.7971895026724	-2.546605043602767	6.485197248103051	589512.5242082026	807.2681031663643	663.0092201337573	1.304871	25.649578	0.42350255	0.245322	-0.049684768600000005	-0.134297896	0.005064845399999999	0.1226339592	-0.1587792523	0.021603553900000003	-0.18077703809999998	0.0867071881	-0.06621478809999999	-0.0622711103	0.0824857529	0.0898634327	-0.1379169968	0.2057840166	-0.0085798499	0.0597459941	-0.049811975700000004	0.146159443	-0.0985424225	0.0570419493	-0.07108711870000001	0.151991428	-0.0409729644	0.0195717769	-0.0474316449	-0.019862891	0.11387564210000001	-0.0956793943	0.1054779107	-0.0400689664	0.057692747	-0.09888232970000001	0.057360577	-0.1385466308	0.0447319578	-0.09216058939999999	0.0095336779	-0.1555678514	0.08880995650000001	-0.0708705677	0.0088364293	0.043438429400000006	-0.1054784235	0.16293859289999998	-0.0612769329	0.0928118958	-0.1292931144	0.048084032	-0.16375395	0.0444908642	-0.0765571788	0.0812529512	0.09588197009999999	-0.0810994092	0.0802576877	-0.138237072	0.0517165224	-0.0738038298	0.1614958286	-0.0006506025	0.00193431	0.0164616298	-0.0522022933	0.10814305130000001	0.1081293633	0.1081065512	0.108074617	0.0	0.0	0.0147207	-0.0005206999999999988	2.711284899999989e-07	0.00021669900849	0.205778	0.1856391	0.042344585284000015	0.03446187544881	0.208108	0.089904	0.008082729216	0.043308939663999985	-0.0036708	-0.00191444	3.6650805135999985e-06	1.3474772639999996e-05	0.000425503	-4.239999999999973e-06	1.797759999999977e-11	1.8105280300900004e-07	-0.000477844	-0.001030095	1.061095709025e-06	2.28334888336e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.2541870051947	-2.4779678205695745	6.140324519778327	556895.311622784	1079.0953543440075	-6.106563408656484	1164446.7837668192	37.2901166639423	766.6274823821068	-1.1697071205655902	1.3682147479018445	587717.6967435274	804.7033998401291	634.7390664962595	1.34295	26.398075	0.364026546	0.184506	-0.0956749172	-0.1954257185	0.1489583245	0.20440887359999999	-0.0101243562	0.0830742452	-0.012326250700000001	0.1407636016	-0.1062756092	-0.1198927466	-0.0225289008	0.1331593367	-0.0924422018	0.1079277261	-0.0961852094	0.10708787019999999	0.0608598615	-0.0136534117	-0.10785228460000001	-0.0534444121	-0.0344726594	-0.0577355429	0.127932803	-0.0346704118	0.0725568172	-0.020736449299999998	0.1160530395	-0.0333798196	-0.0437605154	0.0459586959	0.047701597400000004	-0.0070275571999999994	-0.0028370132000000003	0.0827342774	-0.07856668309999999	0.0025815201	-0.020945828700000002	-0.0189236565	0.1152377767	0.00011482540000000001	-0.0132734946	-0.0332871388	-0.1454375054	-0.027430588	-0.0019971244	0.14326845859999998	0.0007062774000000001	0.06191750190000001	-0.1663440762	-0.0965207993	-0.018931944699999998	0.0267205647	0.0618527026	0.09736239039999996	-0.0521021149	-0.1074410224	0.16469678210000002	-0.09604169259999999	-0.0409718935	0.1009644334	0.0334390462	-0.09424369	-0.0334718518	0.1081065512	0.10798339369999999	0.10777823519999999	0.1074912313	0.0	0.0	-0.000192596	-0.014913296000000001	0.000222406397583616	3.7093219215999986e-08	0.0645797	-0.1411983	0.00417053765209	0.01993695992289	0.328465	0.12035700000000002	0.014485807449000004	0.107889256225	-0.00287753	0.0007932699999999996	6.292772928999994e-07	8.280178900900001e-06	0.000433812	8.30899999999991e-06	6.90394809999985e-11	1.8819285134399997e-07	0.000471736	0.00094958	9.017021764e-07	2.22534853696e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.5394540343892	-0.7147329708054713	0.5108432195564147	555829.0775218953	1074.061734030914	-5.033620313093478	1153608.608509494	25.33733345638729	765.9925523171651	-0.6349300649417273	0.4031361873669061	586744.590205365	803.1158757819591	636.3665936360268	1.024585	20.140051	0.185127656	0.116417	-0.1131107407	-0.1571855183	0.0537105054	0.1983303112	0.1002603577	0.0006557993	4.02691e-05	0.0086446836	-0.0345484129	-0.17148015719999998	-0.0661300496	0.1392763591	-0.007145596	0.07600305339999999	-0.1184637966	0.047825055899999996	-0.0091693626	-0.0862658689	-0.0304969733	0.1024740175	0.0074792919	0.0019786535999999997	-0.0431254546	0.015638183400000002	-0.0041898859	-0.0407171185	0.0313091852	-0.0191197794	-0.176188982	0.0486491192	0.0065384712	0.050795434	-0.1356027736	0.1232429712	0.031646839700000005	0.10422631660000001	0.1648518209	-0.0912743895	0.0024726285	0.08811009210000001	0.002225767	-0.051308169199999996	-0.17878314920000002	-0.0959325009	-0.0142950914	0.1579354239	-0.0917701397	0.08130134650000001	-0.055042979400000004	0.0400322549	0.020539698000000002	0.039896722	-0.0818959878	-0.0565256118	0.0067094721	-0.101571988	-0.0517776187	-0.0676799713	-0.089440616	0.0563457729	-0.023518042599999997	-0.068617851	0.0292339503	0.1080335633	0.10769165160000001	0.1071226002	0.1063276091	0.0	0.0	0.00224951	0.0024421060000000003	5.9638817152360025e-06	5.060295240100002e-06	0.17790799999999998	0.11332829999999998	0.031651256463999994	0.012843303580889994	0.309199	-0.019266000000000002	0.0003711787560000002	0.095604021601	-0.00341492	-0.00053739	2.887880121e-07	1.16616786064e-05	0.000153343	-0.00028046900000000004	7.8662859961e-08	2.3514075648999995e-08	0.00028777	-0.000183966	3.384348915599999e-08	8.28115729e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.7444559322992	0.20500189790993767	0.04202577814667653	556134.793553761	1070.018867307788	-4.042866723126053	1144940.3763946416	16.34477134095999	765.9144659227094	-0.07808639445568133	0.00609748499908826	586624.9691096691	803.8179135014566	646.0702573848213	1.258521	24.738474	0.282527128	0.181361	-0.0483116922	-0.099128232	0.0152803744	-0.0058372334	0.10399933160000001	-0.06916876849999999	0.0217275553	-0.0062026213	0.1401637338	-0.07658662200000001	-0.1212257984	0.0473729466	-0.0154522309	0.13230131539999998	-0.0138923575	0.06516286339999999	-0.007534345	-0.094614721	0.0014870458999999999	-0.0597861709	0.0552050116	-0.0036125771	0.07671683480000001	0.07612016519999999	0.0434495166	-0.0489644109	0.0134082874	0.059094908200000004	0.1032100904	-0.0339471487	-0.0675697509	0.055161499800000006	-0.1236449074	-0.0526895858	0.025356552799999998	0.2285934479	-0.0926293869	0.0510414762	0.006599413100000001	0.0542103963	0.0071383163	0.0578581517	-0.030552763599999998	-0.1240039043	-0.1119297115	0.020010384	0.013929358999999999	0.019807833400000002	-0.0632896922	0.0537730429	0.16101941779999998	0.1570075908	0.0630421816	0.0471852533	-0.0332831054	-0.0101739262	0.0669268022	-0.05129711730000002	-0.0416840679	0.0794340318	-0.0197556354	0.0101403248	-0.0560671	0.1079241123	0.10725453089999999	0.10614163730000001	0.1045900315	0.0	0.0	-0.000254668	-0.0025041779999999997	6.2709074556839994e-06	6.4855790224e-08	0.031440300000000004	-0.14646769999999998	0.0009884924640900005	0.021452787143289995	0.209808	-0.099391	0.009878570881000002	0.044019396864	-0.00328184	0.00013308000000000026	1.771028640000007e-08	1.07704737856e-05	0.000153343	0.0	0.0	2.3514075648999995e-08	-0.000262435	-0.000550205	3.02725542025e-07	6.8872129225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.3541033859198	1.609647453620596	2.590964924947269	558538.155847772	1074.3881549109583	4.369287603170278	1154309.9074129732	19.09067415921748	767.4780179853192	1.5635520626098014	2.4446950524913644	589022.508090674	804.9829032357828	653.062907361463	1.036004	20.364508	0.172848857	0.105104	-0.0509067033	-0.06327496769999999	0.0576980988	0.014528011200000001	0.0649724871	-0.0831230654	-0.1053650774	0.0048416588	0.1842096532	-0.0582529558	-0.0141419519	0.0511424572	0.049390874800000005	0.12540905970000002	-0.1000933091	0.0008395672	0.0191895303	-0.082973675	-0.0530774924	0.062209145	0.0151934664	-0.009435401099999999	0.15669176029999998	-0.0571090967	0.0909597618	-0.0388823143	-0.0293895545	0.000433035	0.1006949308	-0.0828316471	-0.1048494936	-0.1558153342	-0.09343977349999999	0.0378070923	0.0379732727	-0.0007754205	-0.0578792475	0.0105079789	-0.1227784477	0.1320000143	0.1275936899	0.0727146065	-0.04873944400000002	-0.0581107612	-0.0496552421	0.0351839491	-0.11372440380000001	-0.09149229269999999	-0.0036781147	0.0694239687	0.1416001026	0.0932192602	-0.0893112123	0.1119568067	-0.08973743140000001	0.0120728156	-0.020262398	0.023331684199999998	0.0235476804	0.18184586879999998	0.137620785	0.1113034902	-0.0330844871	0.10777823519999999	0.1066726216	0.1048383259	0.10228787810000001	0.0	0.0	-0.000202761	5.1907000000000016e-05	2.6943366490000013e-09	4.111202312099999e-08	0.11424	0.08279969999999999	0.013050777600000002	0.006855790320090001	0.157148	-0.05265999999999999	0.0027730755999999983	0.024695493904	-0.00300134	0.00028049999999999993	7.868024999999998e-08	9.0080417956e-06	-0.000312901	-0.000466244	2.1738346753600002e-07	9.7907035801e-08	-0.000262436	-1.0000000000157452e-09	1.0000000000314906e-18	6.8872654096e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.5639875489584	-0.7901158369613768	0.6242830358171769	557357.7875050013	1068.4434386092926	-5.944716301665722	1141571.381507249	35.339651907290175	768.3091938117601	0.8311758264409264	0.6908532544597571	590299.0172956767	806.0153430270034	664.4095222480022	1.270232	24.968689	0.19125579100000006	0.07609789999999997	0.0154840945	0.0096434446	-0.019611869	-0.058447014400000004	-0.0154340272	-0.06346919179999999	0.0529187116	0.0418803545	0.1540424755	0.0010356755	0.0532223433	0.0177640152	-0.022337189599999998	0.12175681220000001	-0.1184541083	0.033469013	-0.0032091842	-0.09332292269999999	0.1050488148	0.0371123568	0.0468854941	0.053481416	0.11146409460000001	-0.1719538441	-0.123478492	-0.0791430865	-0.009294058000000001	0.0332964953	0.0752250942	0.0826231916	-0.0429486808	0.0014253529999999999	0.0328710802	0.0014066774	-0.0465211451	0.012103069099999999	0.1324316394	0.0678997112	-0.10831343339999999	-0.09188940890000001	-0.1543498308	-0.0636312455	0.0248647638	0.05658168650000001	-0.0688421068	-0.0043691819	0.044214800000000005	-0.043630652400000004	-0.0309652654	0.0779520815	0.2195527648	0.1213660318	-0.071871328	-0.0638572535	-0.0833931198	0.0346870502	0.10078348570000001	-0.058842591799999996	-0.035925989500000005	-0.06734099639999999	0.1070000933	-0.0480752767	0.0606159359	0.107595981	0.1059467092	0.1032166238	0.0994335757	0.0	0.0	0.0291298	0.029332561	0.000860399134818721	0.00084854524804	0.08800729999999997	-0.02623270000000004	0.007745284853289995	0.0006881545492900021	0.0974722	-0.059675800000000015	0.0035612011056400023	0.009500829772840001	-0.0038505	-0.0008491600000000003	7.210727056000005e-07	1.482635025e-05	9.07726e-05	0.0004036736	1.6295237533696e-07	8.23966491076e-09	-0.000529897	-0.000267461	7.153538652099997e-08	2.80790830609e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.6218789920265	0.05789144306811522	0.003351419180508826	557444.2301895843	1074.1447025839564	5.70126397466379	1153786.8420891762	32.504410908799144	768.8932823960613	0.5840885843011847	0.34115947431096216	591196.8797137892	806.9728469128888	656.9611751736711	1.1007870000000002	21.637932	0.18950712	0.0851669	0.0232694477	0.0108809346	0.1261728542	-0.053665099400000006	-0.0421605819	-0.0001372091	-0.018740989399999998	0.07411625620000001	0.0745218726	0.039293697200000005	0.0560436095	-0.018025529199999998	-0.0310275723	-0.051848042000000004	-0.12815458529999998	0.018148171499999997	-0.0208152778	-0.0834236445	0.06728037469999999	-0.0522976816	0.015984912900000002	-0.0496253821	0.0865644702	0.1104042813	-0.0320094419	-0.014559285200000001	-0.08848951220000001	0.0393714539	0.08871863449999999	0.0481371293	-0.027882465800000002	-0.1716088233	0.044704658099999996	-0.0039376216999999995	0.0147337767	-0.0069554073	0.1120342184	0.09529139689999999	0.08763076619999999	-0.056972131399999994	0.0081153387	-0.1113344949	0.0374396421	0.0591036275	0.018991189199999998	0.0007433861999999999	0.0540781091	-0.1312006211	-0.0517148891	-0.021143350699999997	0.0664538185	0.0689762248	0.0364450881	0.0007439839999999999	0.013594104899999999	0.0746380933	0.042007295300000004	-0.066633419	-0.1571488458	-0.075562079	-0.014121143300000001	0.15132319119999998	-0.060624068899999994	0.10737741140000001	0.10507777380000001	0.1012814563	0.09604253189999999	0.0	0.0	0.0549126	0.0257828	0.0006647527758399999	0.0030153936387600005	0.0343776	-0.05362969999999997	0.0011818193817599999	0.0028761447220899965	0.0624508	-0.035021399999999994	0.0012264984579599995	0.0039001024206399997	-0.00321812	0.0006323800000000001	3.999044644000001e-07	1.03562963344e-05	0.0005617759999999999	0.0004710033999999999	2.2184420281155992e-07	3.1559227417599987e-07	-0.000927978	-0.000398081	1.58468482561e-07	8.61143168484e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.8493227157849	0.2274437237583697	0.051730647477073614	557783.9108410266	1071.0890837372888	-3.055618846667585	1147231.8253011848	9.336806536110142	768.2945415794921	-0.5987408165691477	0.3584905654258897	590276.5026208421	804.8877584849553	666.0482071735403	0.920834	18.100632	0.1349857	0.06749110000000001	0.0158932343	0.0367327419	0.0579185126	0.0226257167	0.0631430905	0.0722260402	0.0328559593	0.1484773614	0.044976238700000004	-0.0057093351	0.0199918803	0.0243248379	-0.0190957265	-0.0431795171	-0.016651590600000002	0.0150330771	0.0520740538	-0.10641496519999999	-0.0957069631	0.0222445366	-0.0270348788	-0.025415764599999998	0.16718478779999998	0.037381451	0.0199417127	-0.013426995700000001	-0.11636270039999999	0.0525604225	0.1597476767	0.1013555719	-0.0353137226	0.0874563783	-0.0241494479	0.0393717949	0.014713579099999999	0.0551323677	0.0150129902	-0.0440957147	-0.0153229937	0.0095850023	-0.0298541342	-0.0265228857	-0.0088960053	-0.0235531583	0.058664380700000004	0.0362752021	0.05742060070000001	-0.0343139153	0.0115113266	-0.0570432066	0.0169558867	0.0479661401	-0.09999951439999999	0.05746705980000001	-0.0543682658	0.014383678	0.1285135298	-0.0782541082	-0.0133958	0.0772898554	0.0833604305	0.1326984944	-0.030657758700000006	0.1071226002	0.1040669883	0.09903870029999999	0.09213305150000001	0.0	0.0	0.0827948	0.027882200000000003	0.0007774170768400003	0.006854978907040001	0.05876190000000001	0.024384300000000005	0.0034529608916100013	0.0005945940864900003	0.07500089999999998	0.012550099999999979	0.0001575050100099995	0.005625135000809997	-0.00397492	-0.0007567999999999997	5.727462399999996e-07	1.57999890064e-05	0.0007646539999999999	0.000202878	4.1159482883999986e-08	5.846957397159999e-07	-0.000484274	0.000443704	1.96873239616e-07	2.3452130707600002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
