global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
746.0623225198254	n/a	n/a	556608.989083676	1087.2537752215408	n/a	1182120.7717334926	n/a	762.2571197442253	n/a	n/a	581035.9166007622	798.2899824695653	699.728226969303	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-2.0777100000000003e-09	n/a	n/a	4.316878844100001e-18	-8.914900000000002e-10	n/a	7.947544201000002e-19	n/a	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	-0.0	n/a	n/a	0.0	-7.445640000000001e-05	n/a	n/a	5.543755500960002e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
742.5065437540221	-3.5557787658033253	12.643562631337815	551315.9675175436	1059.881137998853	-27.372637222687672	1123348.0266857438	749.2612685248666	761.3725711873984	-0.8845485568268714	0.782426149384501	579688.1921565101	796.342408542745	699.4935560576213	1.212616	25.135653	0.1124480153412	0.08117289999999999	-0.0301313773	0.17331903140000002	0.0979532615	-0.047539052400000004	0.0447499922	0.0094113662	0.0343593923	-0.1713047842	0.0704679884	-0.1500711878	-0.0689890392	0.0152978012	-0.0180783457	0.18761077739999998	-0.091613221	0.1042326174	-0.0399043634	0.0993442886	-0.1603831068	0.0404715382	-0.0304379489	0.0396762298	-0.1046021973	0.0300663104	-0.0838691466	0.0300177675	-0.0209416031	0.0142743049	-0.1591450692	0.0034729031	-0.0057894621	0.0532309875	-0.0249806663	0.1178436431	-0.0447794292	0.0695587546	-0.0603599638	0.1158126942	-0.0214506183	0.0233312289	-0.0363178043	0.0751702228	-0.0032815128	-0.0013282970000000002	0.048424989800000005	0.0472845344	-0.158968006	0.0925734631	-0.0489284967	0.012545930700000001	-0.1639785054	0.0830315968	-0.0515437267	0.100878864	-0.0354315443	0.018083408	-0.0074862513	0.1174938844	-0.0002790065	0.0596542972	-0.058320421	0.052701769	-0.2245526471	0.1233310832	-0.0648914618	0.08386661299999999	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	3.18972e-07	3.2104971e-07	1.0307291629108411e-13	1.01743136784e-13	0.0786537	0.07865370089149	0.006186404523689999	0.006186404663927975	5.72234e-05	5.72234e-05	3.27451750756e-09	3.27451750756e-09	-0.00035809300000000003	-0.00035809300000000003	1.2823059664900005e-07	1.2823059664900005e-07	-0.000242186	-0.000242186	5.865405859599999e-08	5.865405859599999e-08	2.64698e-23	7.445640000000001e-05	5.543755500960002e-09	7.0065031204e-46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
739.6560585923816	-2.850485161640563	8.125265656733028	547091.0850124166	1053.9308497001664	-5.950288298686701	1110770.235949715	35.40593083748787	761.5761812954566	0.20361010805822846	0.04145707610348346	579998.2799165703	793.5311454844104	694.0949604690277	1.16074	24.060358	0.27541559907200003	0.161383	-0.0319412713	0.2507304496	0.0794591476	0.0146244994	-0.009180411500000001	-0.02397585	-0.0360099699	-0.17970637679999998	-0.08783548070000001	-0.2721553972	-0.039420321200000004	0.0116656475	-0.11817920960000006	0.1756000137	0.05468930809999999	-0.060181963099999986	0.1036180984	-0.0317526691	-0.123319248	-0.08276746389999999	-0.0169830705	0.0464533271	0.0766568389	0.0975482481	-0.0047179175	0.0019695547	-0.0325685313	-0.0457939567	-0.1724750112	0.1316296934	0.0196425753	-0.1865593525	0.0264514535	-0.1306066923	0.133918609	0.0861479258	0.1321984119	-0.0566572092	-0.0053744453	0.0052298666	0.0170915481	0.0698062626	0.0315981627	0.013281185400000001	0.010758366399999999	0.0594826534	-0.26840234	-0.0312003392	0.0444895291	-0.0165433201	0.10802205710000001	-0.0153669054	-0.013226444399999999	0.0343915504	-0.1042927291	0.08854646109999999	-0.0472510637	0.2009832593	0.023726272599999997	0.08434839220000001	-0.09862469550000001	0.1479423069	-0.047182965	-0.1524904235	0.024074031800000003	0.1563414518	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-7.92535e-05	-7.9572472e-05	6.331778300190784e-09	6.28111726225e-09	-0.0503789	-0.1290326	0.00253803356521	0.016649411862759998	0.0975809	0.0975236766	0.009510867497581387	0.00952203204481	0.0	0.00035809300000000003	1.2823059664900005e-07	0.0	0.000375316	0.000617502	3.81308720004e-07	1.40862099856e-07	0.0	-2.64698e-23	7.0065031204e-46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
738.5005322156717	-1.1555263767098722	1.3352412072722455	545383.0360828303	1055.947242643939	2.016392943772644	1115024.5792473378	4.0658405036961085	763.1785408103159	1.6023595148592449	2.5675560148599548	582441.485153363	796.079510148953	676.3757214599442	1.1361629999999998	23.550907	0.3170301102	0.17970799999999998	-0.016692721100000002	0.2634990916	-0.0760614843	-0.0298897875	-0.0447937128	0.0489118128	0.0558566221	-0.1194235742	-0.0029939569	-0.20079494609999998	0.0555723563	0.059452258099999995	-0.0231153945	0.2145264804	0.0890602276	-0.0171212482	0.012241620200000001	0.0282593462	-0.1018422989	0.07034851660000001	0.0522432034	0.0659703255	-0.1385271458	0.16975376350000002	0.027545538799999998	0.11798414369999999	0.0856119298	0.019524365800000002	-0.0625551764	-0.1039517195	0.0618698265	-0.08894752310000001	-0.0110136877	-0.0130393958	-0.0133879494	0.056016829500000004	0.2118322798	-0.05846967240000001	-0.0641417974	0.0123454268	0.045865284900000004	-0.06183056150000001	-0.07779259570000001	-0.0228927863	-0.0758409214	0.14265094650000001	-0.1841776773	0.0468637659	0.0665206355	0.002093757	-0.0717284524	-0.0359460608	-0.10179677	0.17928071269999998	0.0748791221	0.04390435559999999	-0.0013321593	0.0300857776	-0.049216549299999995	0.0828290953	-0.2048857028	0.1642561843	0.0305666171	0.14099636599999998	0.0103888208	0.1229296457	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	5.85067e-05	0.0001377602	1.897787270404e-08	3.42303394489e-09	0.113945	0.1643239	0.012983463025	0.02700234411121	0.0381796	-0.059401300000000004	0.00352851444169	0.00145768185616	-0.0011958	-0.0011958	1.4299376400000004e-06	1.4299376400000004e-06	0.000179235	-0.000196081	3.8447758561e-08	3.2125185225e-08	0.000471462	0.000471462	2.22276417444e-07	2.22276417444e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
736.8791758818536	-1.6213563338180847	2.6287963612120206	542990.9198483197	1045.3140755812587	-10.633167062680288	1092681.5166083016	113.0642417828689	760.7395278341223	-2.439012976193567	5.948784298040601	578724.6292092834	791.8699657766223	678.0505742914297	1.090834	22.611319	0.3224187915	0.18364	-0.0141166968	0.2776533252	0.032013383900000005	-0.08904603369999999	0.18831698079999998	-0.0207015552	0.0870765346	-0.11573253789999999	-0.0710043682	-0.1612177172	-0.13449307359999998	0.0522082278	0.0675978446	0.25029299899999996	0.0886989684	-0.0026501065000000003	-0.0452511875	0.033409200099999994	-0.0409860638	-0.1326299187	0.0165446774	-0.1110169218	0.0960488223	-0.08836046970000001	-0.17574496469999998	-0.1263110935	0.0743263189	-0.071843042	0.08197674419999999	-0.0380620352	0.1260596407	-0.0151227677	0.0391378781	0.052096322199999996	-0.0450275776	-0.054474384	-0.1177117292	0.09360804560000001	-0.0546844363	-0.0027944690999999995	-0.0331374097	0.014245870800000001	0.0552440124	0.09106662380000001	0.10588081960000001	0.1571189653	-0.21260686690000002	0.0871124901	0.0270502994	0.0339431472	-0.00679472	0.0302322344	0.0333145567	-0.1367951601	-0.0570869277	-0.020103164	0.0114333521	-0.0608823353	-0.0026028739	0.18254341570000002	0.1252806752	0.0812328383	-0.09355919550000001	-0.1298146592	-0.0247395483	-0.18373188	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-1.40848e-05	-7.259149999999999e-05	5.269525872250001e-09	1.9838159103999998e-10	-0.0530554	-0.1670004	0.00281487546916	0.02788913360016	0.08142249999999998	0.04324289999999998	0.0018699484004099985	0.006629623506249997	0.000299571	0.001495371	2.2361344276410004e-06	8.974278404099999e-08	-0.000306784	-0.000486019	2.3621446836100002e-07	9.4116422656e-08	0.000210794	-0.0002606679999999999	6.794780622399996e-08	4.443411043600001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
740.0438663782498	3.164690496396247	10.015265937980725	547664.9241640689	1049.8789599597258	4.564884378467013	1102245.8305661154	20.83816938877217	762.0001871758815	1.2606593417591512	1.5892619759646165	580644.2852560785	794.621121789964	671.8453500135785	1.13822	23.593544	0.2348509502	0.140296	-0.0286283589	0.23163077129999998	0.0061699534	-0.0687260412	0.0123833901	-0.0415349516	-0.0764592458	-0.08553365689999999	0.0021352078	-0.096611338	-0.0425546045	0.0223228474	-0.0540412663	0.20605272530000002	-0.061702628499999995	-0.0049180642	-0.1223773128	0.0016022179999999999	-0.0358449328	0.05926862400000001	0.0069923382999999995	0.0850691449	-0.0660833567	-0.0053891212	0.0093078818	-0.0160674701	0.048965697300000006	0.11453628710000001	-0.09409170310000001	-0.0158625981	0.1623925107	0.049865221200000004	0.020922239199999998	-0.0512862253	-0.0221003983	0.0247106095	-0.1644629503	-0.0610920497	-0.0791513479	-0.10491403210000001	0.114321528	0.14752142210000002	0.0455703751	0.0048694554	0.026715295	-0.0023810336	-0.1587051569	0.0518692695	-0.08724768869999999	-0.07808440330000001	-0.0845694476	-0.1529626767	-0.022702784700000003	0.0560505494	-0.0287898885	0.0689004026	-0.0401229259	-0.0985096737	-0.0295917579	0.031239947599999998	-0.004107438	0.0392857224	-0.0760539196	0.20505252	-0.0757696772	-0.014931501699999999	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.00013215	-0.0001180652	1.3939391451039997e-08	1.7463622499999997e-08	0.06353740000000001	0.11659280000000001	0.004037001198760001	0.01359388101184	0.00214235	-0.07928014999999998	0.006285342184022497	4.589663522499998e-06	-1.50218e-05	-0.0003145928	9.896862981184e-08	2.2565447524000001e-10	8.931190000000001e-05	0.0003960959	1.5689196199681002e-07	7.976615481610002e-09	0.000144284	-6.651000000000001e-05	4.4235801000000014e-09	2.0817872656e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
740.9418023002838	0.8979359220339802	0.8062889200790142	548994.7543959928	1055.8725128664391	5.993552906713376	1114866.7634268887	35.92267644557236	763.5648348982616	1.5646477223800734	2.44812249514915	583031.2570932094	795.6771286021477	695.8372318530286	1.1499450000000002	23.836594	0.15254105299999998	0.109399	-0.061461675199999996	0.1349746563	-0.0827683468	-0.026650828999999997	-0.0149182698	-0.0283300427	0.0365122146	-0.1655282284	-0.09224822949999999	0.025825759500000003	0.0454300572	0.0163137865	0.0894977333	0.1064025197	0.0059075034999999994	0.07139216940000001	-0.06592731240000001	-0.0767619269	-0.1150009723	0.0438661	-0.0521053809	-0.09762638960000004	-0.0469724163	-0.1065650434	-0.06482190089999999	-0.0207913616	0.0431918043	0.0513903707	-0.0557008094	-0.050021221399999996	0.0661038671	0.17010535170000002	-0.0430838005	0.0518246313	0.0205144248	-0.0105675573	0.11592221189999999	-0.030420868599999998	-0.07820648059999999	0.08817848880000001	-0.002458843	0.0645699619	0.1001744341	-0.0104101201	-0.0360496301	0.137600991	-0.090807557	0.024153549500000003	-0.1508713117	0.0198700752	0.0068113377000000004	-0.0046805026	0.0173444917	-0.0231549486	-0.0174562836	-0.0953513376	0.0177862201	-0.0014009979	0.11008682189999999	-0.0500046211	0.013075811299999998	0.1334781699	0.0229021608	0.0638389872	-0.0164430117	-0.055969530999999996	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.000145933	-1.3783000000000015e-05	1.899710890000004e-10	2.1296440488999997e-08	-0.0381852	-0.10172260000000001	0.0014581094990399994	0.01034748735076	-0.037103500000000005	-0.039245850000000006	0.0015402367422225006	0.0013766697122500006	-1.08914e-05	4.1304e-06	1.7060204160000006e-11	1.1862259395999999e-10	8.47979e-05	-4.514000000000005e-06	2.037619600000004e-11	7.190683844410001e-09	0.000366816	0.000222532	4.9520491024e-08	1.34553977856e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
740.9422618786804	0.00045957839654420235	2.1121230257014014e-07	548995.435437895	1052.3701398357357	-3.5023730307034384	1107482.911217886	12.266616846198788	762.4109323815027	-1.153902516758876	1.3314910181824684	581270.4298148323	794.9962780154591	698.1476436493479	1.123409	23.286528	0.107234282	0.07569199999999998	-0.06590467900000001	0.061735943099999996	0.039558346800000005	-0.1261140751	0.1011091369	-0.042252522300000005	0.0734219713	0.0466571692	0.0729761553	-0.068025248	-0.0628069892	3.7976e-06	0.1548519258	0.1345389517	-0.06357768559999999	0.0113133875	-0.0175450648	-0.0048610049	0.0426545596	0.010330146	0.0036127019	0.0558324834	0.173292991	0.1283254158	0.1104373157	-0.1170908577	0.15114834929999998	0.0391852492	0.035293830400000004	0.0777200325	-0.0819909303	0.0998275776	-0.0726108222	0.0548895203	0.0533014844	0.0079665287	0.0019884253	-0.029815262999999998	-0.1253928727	0.0693819638	0.0013376885	-0.1587200676	0.0396840511	0.031421945800000003	0.08573184789999999	0.09172579759999999	-0.0023612561	0.1174669243	0.0666411348	-0.1070758749	-0.10237113380000001	-0.049825649400000005	0.1053604683	-0.07257642730000001	-0.0481707251	0.0116273973	-0.0641224731	-0.0534301687	0.15792526240000002	0.056638080800000004	-0.012245644699999999	-0.0387351862	-0.028976904100000006	0.1816529979	0.17461723710000002	-0.0169247711	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.00019284	-4.6906999999999997e-05	2.2002666490000007e-09	3.71872656e-08	-0.0460322	-0.007847	0.00211896343684	6.1575409e-05	-0.09330790000000004	-0.056204400000000036	0.003158934579360004	0.008706364202410008	0.0006574689999999999	0.0006683603999999999	4.4670562428815994e-07	4.32265485961e-07	0.000275494	0.0001906961	3.636500255521e-08	7.589694403599999e-08	0.000370479	3.662999999999995e-06	1.3417568999999966e-11	1.37254689441e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
739.9291698509828	-1.013092027697553	1.0263554565843396	547495.1763963646	1051.4827471395072	-0.8873926962285168	1105615.9675320447	0.7874657973197167	762.2217019925349	-0.1892303889677578	0.035808140108888914	580981.9229883967	794.5494222280208	702.4387504055012	1.100757	22.816994	0.12693279	0.06313830000000001	-0.0647021542	0.0338411446	0.0887460262	-0.012826841200000001	-0.055031599900000006	-0.0608239657	-0.041746961400000004	-0.030636152000000007	0.0101679737	-0.0010519301	-0.024486705299999998	-0.030611717400000002	-0.0512349488	0.0488844396	-0.052275943	-0.11190791470000001	-0.0505879172	0.0108667418	-0.0010910811	-0.052533293700000004	-0.06363423559999999	-0.059350753	0.0216504932	-0.0169819657	0.0627737549	0.021636478799999997	0.0414302785	-0.004120162	0.053333836100000004	-0.028550176899999998	-0.19123625660000002	-0.0599819197	0.0836125411	0.1240561358	-0.017513715200000002	0.142560712	0.11053026490000001	-0.02353404	0.0669675381	-0.021402279399999998	0.0048808439	0.0256960089	-0.1499940686	-0.0352312428	0.0382013275	-0.0490918602	-0.048690192699999996	-0.039923638399999996	-0.0504082405	-0.0792300108	-0.0073284413	-0.0220008104	0.0082358154	-0.102509145	0.0920811426	0.0479502758	-0.0938167075	0.1019409409	-0.0754397513	0.0933805752	0.0059584549	-0.064308668	-0.092047356	0.0278808535	0.0417333972	0.008996253000000001	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.0174557	0.01764854	0.0003114709641316	0.00030470146249	-0.07835799999999997	-0.032325799999999974	0.006139976163999995	0.0010449573456399984	-0.130656	-0.03734809999999995	0.0013948805736099966	0.017070990336	0.00104949	0.000392021	1.53680464441e-07	1.1014292601e-06	0.000675679	0.000400185	1.60148034225e-07	4.5654211104099996e-07	0.00037048	1.0000000000157452e-09	1.0000000000314906e-18	1.3725543040000005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
740.435445296142	0.50627544515919	0.256314826371136	548244.6486508962	1059.480144380739	7.997397241231737	1122498.1763370314	63.95836263406101	763.4751994508557	1.253497458320794	1.5712558780166908	582894.3801765239	796.5084954343898	692.5354050085422	1.039452	21.546246	0.09038745	0.0448245	-0.0479744914	-0.0052276551	-0.0985657453	-0.029370939	-0.0704877146	0.00699011	0.0363843326	-0.0323802826	-0.00194441	0.042669737	0.0806681926	-0.0076664644	0.0440090327	0.0183045973	0.023467403799999998	0.018639255	-0.0725856885	-0.019025374299999998	-0.0079763731	0.04666010860000002	0.0595098265	-0.0198780128	0.061144543499999995	-0.0061250614	-0.0015038824	-0.12755488369999998	0.0403760923	0.1295289067	0.0824229496	0.0804655175	-0.1826638821	-0.0494592016	-0.0475529461	0.07609660879999999	-0.0090598695	0.07353553339999999	-0.0070508386	0.12896356949999999	0.0058567787	-0.12364014	0.0946311189	-0.0392868766	0.0762267879	-0.0547211495	-0.0617990828	0.0467189799	0.0161751844	-0.026853621400000003	-0.0358848319	0.0096569931	-0.0449858655	-0.0397438434	0.028065504900000003	-0.033124511	0.0797911208	-0.0324400553	0.1301260195	0.0911581643	0.0260468935	-0.0142862471	0.0523416744	0.05184447440000002	0.06770722230000001	0.14395859619999998	0.13795528880000002	0.0398902508	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.0147072	-0.0027485000000000014	7.554252250000004e-06	0.00021630173184	-0.058735400000000014	0.01962259999999996	0.003449847213160001	0.00038504643075999847	-0.154979	-0.024323000000000008	0.0005916083290000005	0.024018490441	0.000283608	-0.000765882	5.86575237924e-07	8.043349766399999e-08	0.000783663	0.000107984	1.1660544255999998e-08	6.14127697569e-07	0.000370479	-1.0000000000157452e-09	1.0000000000314906e-18	1.37254689441e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
