global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37
737.9054877251143	n/a	544504.5088148388	n/a	1239.4562181345727	n/a	n/a	1536251.7166724575	794.943607964421	n/a	631935.339843491	n/a	874.9695747035491	633.4906419402705	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	5.62439e-09	n/a	n/a	3.1633762872099997e-17	-1.6486099999999998e-08	n/a	2.7179149320999996e-16	n/a	-0.00017029	n/a	n/a	2.89986841e-08	-0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
719.3837319272283	-18.521755797886048	517512.9537615462	343.0554378365253	1029.6214252300952	-209.83479290447758	44030.64031326499	1060120.2792928524	791.7379331189097	-3.2056748455112256	626848.9547394032	10.27635121514342	828.3963964261957	564.3721980729929	2.938227	70.877937	0.65569255086171	0.437312	-0.0705794137	-0.0422750687	-0.0126669057	0.047741297800000006	-0.1162592487	-0.0407291528	-0.0010594878999999999	0.11557066349999999	0.19033066170000001	0.17418679920000002	-0.0628376258	0.1658828477	-0.1986447034	0.05817581650000001	-0.0714201276	-0.0714190676	0.021781665699999998	-0.0701768304	0.0042165711	-0.0052661687	0.0283479368	-0.030423191699999998	-0.0838788209	-0.0596773896	0.22057281410000001	-0.0650139837	0.0242701302	-0.16909825280000002	0.1245335868	-0.0731180233	0.012136822299999999	-0.2248561347	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.0774823	-0.0774823	0.006003506813290001	0.006003506813290001	0.00216074	0.00216073437561	4.668773041942736e-06	4.6687973476e-06	0.122209	0.12220901648610001	0.014935039681	0.014935043710499859	-0.00657584	-0.00640555	4.103107080250001e-05	4.32416717056e-05	0.00154709	0.00154709	2.3934874681e-06	2.3934874681e-06	-0.00112417	-0.00112417	1.2637581889e-06	1.2637581889e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
717.3716090855362	-2.0121228416920762	514622.0255219714	4.048638330058994	1032.1031331633267	2.4817079332315193	6.158874265864258	1065236.8774855556	793.7996750266159	2.061741907706164	630117.924072361	4.250779693991853	830.6473714839757	572.2679742719978	1.49226	35.997322	0.38317444	0.234677	0.0134916594	0.0163644046	-0.0013791435999999998	0.0523421251	-0.0227611245	-0.010366398	0.141566105	0.0646277212	0.1946747861	0.1787861098	0.1301653305	0.2445902586	-0.2044542403	0.0347521547	-0.0455273787	0.0290165045	0.0275274765	-0.028935866400000006	0.024718679	-0.102435783	0.1066865646	0.0566408572	0.012472554399999999	0.028035007	0.1817247861	0.018845056399999997	-0.0141016478	-0.19683488100000002	0.1560020707	-0.2409312744	0.036794832799999996	-0.120801095	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.0777676	-0.0002853000000000022	8.139609000000126e-08	0.006047799609760001	-0.055315	-0.05747574	0.0033034606885476	0.003059749225	-0.0209706	-0.14317960000000002	0.0004397660643599999	0.02050039785616	-0.00427485	0.00230099	5.2945549801000005e-06	1.82743425225e-05	0.0007559139999999999	-0.0007911760000000003	5.714059753959999e-07	6.259594629760003e-07	-0.00167668	-0.00055251	2.8112558224e-06	3.052673001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
713.5510334074733	-3.820575678062937	509155.077276873	14.596798511806073	1042.722179075605	10.619045912278352	112.76413608707557	1087269.542736178	791.9030552782491	-1.8966197483667884	627110.4489590257	3.5971664698948995	833.3540511165107	612.4288336294488	1.48353	35.786743	0.09357054999999996	0.0447645	0.0560666071	0.10494457230000001	0.0923876765	0.0257858106	0.0496650712	0.0957101373	0.1950990774	-0.018435851200000002	-0.0685039392	0.0770714321	0.17628065510000002	0.0574727283	0.027241437900000002	-0.0850993164	0.10290114289999999	0.1717688357	0.0733144412	-0.1754278258	-0.22511172670000001	0.0057499639	0.0185776727	-0.0534967771	0.0985177175	0.1370519823	0.0200961646	-0.049080365099999995	0.031259492	-0.1104408883	0.1128178168	-0.1017220978	0.09257361689999999	0.09382081369999999	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.08769069999999997	-0.009923099999999964	9.846791360999925e-05	0.0076896588664899955	-0.0391492	0.016165799999999998	0.00026133308964000005	0.0015326598606399994	-0.045244	-0.0242734	0.002047019536	0.0005891979475599999	-0.00401588	0.00025896999999999986	6.706546089999992e-08	1.6127292174400007e-05	0.000361269	-0.00039464499999999984	1.3051529036099998e-07	1.5574467602499992e-07	-0.00188723	-0.00021054999999999991	3.5616370729e-06	4.4331302499999954e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
708.931267491357	-4.6197659161163065	502583.54202690185	21.342237119709946	1044.808466027834	2.0862869522288747	4.352593247040447	1091624.7306834357	791.8692757751352	-0.03377950311391942	627056.949916637	0.0011410548306232914	831.3464424617921	577.0980060707777	1.726781	41.654598	0.4862276	0.298785	-0.0494333563	-0.0094167921	0.1388877249	-0.0234395975	-0.0263305495	0.1354838602	0.16064266929999999	0.0791428	-0.1156380025	0.1221803269	-0.0910962493	-0.033000818700000004	0.1089894815	-0.1581978569	0.0791371324	0.038804511800000004	-0.022759176800000003	0.130550098	0.0360492107	0.0240783257	-0.0022096054	-0.005804452	-0.008929274000000001	0.14768171730000001	0.0612928589	-0.20448339440000002	0.0731060738	0.0248611378	0.0013459654	-0.0130787472	0.0636487033	0.1632802405	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.12793800000000002	-0.040247300000000055	0.0016198451572900046	0.016368131844000006	0.202094	0.24124320000000002	0.05819828154624	0.040841984836	0.123257	0.16850099999999998	0.015192288048999997	0.028392587001	-0.00410969	-9.380999999999971e-05	8.800316099999948e-09	1.68895518961e-05	0.0008658509999999997	0.0005045819999999997	7.496979542009995e-07	2.546029947239997e-07	-0.0017609	0.0001263299999999998	3.1007688100000006e-06	1.5959268899999953e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
709.2612038698196	0.3299363784626621	503051.4553148658	0.10885801383305699	1034.4059645092016	-10.402501518632334	108.212037845148	1069995.6994122115	789.0882291540618	-2.7810466210734153	622660.2333894931	7.734220308583858	829.219022149657	542.735924221432	1.2761280000000002	30.783649	0.31615505	0.241995	-0.06647999610000001	-0.1070117114	0.1072384518	0.0096914129	-0.0535393754	0.090237	0.0165390171	0.0150083572	-0.0495717512	0.0649595412	0.0533784808	-0.09306251869999999	-0.0037271415999999996	-0.0396127246	0.10134383300000001	-0.0582650172	-0.0041778829	0.09564447289999999	-0.1023473857	-0.0314800114	0.0427678755	0.055382620099999995	0.0033375324	0.043605112300000005	-0.049374092599999996	-0.0933566574	0.009431930600000001	-0.0773742212	-0.06799809450000001	-0.0166657089	0.084550247	0.0723340499	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.107565	0.020373000000000016	0.00041505912900000063	0.011570229225	-0.0359267	-0.23802070000000003	0.05665385362849	0.00129072777289	0.0901381	-0.03311889999999998	0.008124877071610002	0.001096861537209999	-0.00372276	0.0003869300000000002	1.4971482490000013e-07	1.38589420176e-05	0.00089532	2.9469000000000287e-05	8.015979024e-07	8.684219610000167e-10	-0.00183735	-7.644999999999983e-05	3.3758550225e-06	5.844602499999973e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
707.9165321914661	-1.3446716783535066	501145.8165499911	1.8081419225660365	1034.4758410194204	0.06987651021881902	0.004882726680360719	1070140.2656528372	785.6074169439717	-3.4808122100901078	617179.0135573794	12.116053641912377	825.7997767212186	541.3240953681848	0.814467	19.647125	0.14087075	0.08147489999999999	-0.036867101	-0.0993910674	0.0542975571	0.0029088366	-0.0546652169	0.0456608402	-0.0961052541	-0.0263133972	-0.0252951572	0.1272847459	0.07319419469999999	-0.08590417300000001	0.0061809565	-0.065851838	0.0769978415	-0.0265374011	-0.060083791500000004	0.1475648275	-0.0415838605	-0.061416399299999994	-0.04300282230000002	0.1325265406	-0.0196965926	-0.0407546333	-0.09139636300000001	-0.06983269480000001	0.0262853082	-0.09204403439999999	-0.0922683058	-0.015278165900000001	0.0013996333999999999	0.10767321490000001	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.12913500000000006	-0.021570000000000047	0.00046526490000000205	0.016675848225000015	-0.108814	-0.07288730000000003	0.005312558501290003	0.011840486596000002	0.0871623	-0.0029758000000000145	0.00759726654129	8.855385640000088e-06	-0.00334506	0.00037769999999999986	1.4265728999999995e-07	1.11894264036e-05	0.000404267	-0.000491053	1.6343180728899998e-07	2.4113304880900004e-07	-0.00183735	0.0	3.3758550225e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
708.977696884601	1.061164693134856	502649.37467979314	1.126070505955993	1032.1378894483573	-2.3379515710630585	5.466017548636224	1065308.6228349095	785.1726548685997	-0.4347620753719639	616496.0979534051	0.1890180621817372	826.2836529600087	543.285323383831	0.8028079999999999	19.365898	0.09783275000000002	0.0588538	-0.0286758459	-0.104223397	0.0248347425	0.0188300226	-0.07721362009999999	-0.0253210773	-0.1434603232	-0.0263432912	0.0046653747	0.07702273330000001	0.1190360026	-0.0142499483	0.0807398207	-0.0681257406	0.07108704980000001	-0.0431040346	-0.0057467604	0.0060518155	0.0056078890000000004	0.0240883996	0.053189068	-0.0377364396	-0.0340515005	-0.095389801	-0.0863995328	0.007367393199999998	0.09000721769999999	-0.12062668289999999	-0.0625181122	-0.028072303599999997	-0.0437422882	0.0042209566	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.127032	0.0021030000000000493	4.422609000000207e-06	0.016137129024	-0.0730207	0.035793300000000014	0.001281160324890001	0.005332022628489999	0.0403482	-0.0468141	0.0016279772432399994	0.0021915599588100006	-0.00338718	-4.212000000000009e-05	1.7740944000000074e-09	1.14729883524e-05	0.00036616	-3.810700000000001e-05	1.3407314559999998e-07	1.4521434490000007e-09	-0.00201957	-0.00018222000000000008	4.0786629849000005e-06	3.320412840000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
714.1339207430478	5.156223858446879	509987.25675583776	26.58664447841682	1043.7958025399007	11.657913091543376	135.90693764997852	1089509.6773999154	785.6172858576265	0.4446309890267912	617194.5198383036	0.19769671640294254	825.5889489184588	556.4279513439881	0.938458	22.63814	0.13049120999999994	0.07452589999999999	-0.0568106233	-0.0708221404	-0.0568711724	-0.015441348	-0.0561771745	-0.08836670710000001	-0.165046112	-0.0204381552	0.069914154	0.0493473655	0.0042842876	-0.0205859215	0.050912307000000004	-0.0643678107	0.0223013452	0.0374614338	-0.030515545	-0.0227259865	0.1538998382	-0.0971618165	0.07546798980000001	-0.1012643032	-0.0697285353	-0.13046863720000001	-0.0286747638	0.028173957799999996	0.023947494700000002	-0.0445926441	-0.1246360904	0.0234665699	-0.0831972108	-0.0209771231	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.13486900000000002	-0.007837000000000009	6.141856900000017e-05	0.018189647161000005	-0.00564034	0.06738036	0.0045401129137296005	3.1813435315599995e-05	0.05999690000000001	0.01964870000000001	0.003599628009610001	0.0003860714116900005	-0.00353995	-0.00015277	2.33386729e-08	1.25312460025e-05	0.000755613	0.0003894530000000001	5.709510057690001e-07	1.5167363920900006e-07	-0.00184929	0.00017028000000000008	3.4198735041e-06	2.899527840000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
716.4916961663088	2.3577754232609323	513360.35067527404	5.559104946533268	1044.5981086168633	0.8023060769626227	0.6436950411311538	1091185.2085259282	788.2705002414258	2.653214383799309	621370.3815508677	7.0395465663995465	826.3294237055388	578.7502593910751	1.024623	24.716652	0.20154779	0.13192000000000004	-0.0528141286	0.0024805696	-0.0205889569	-0.0289380229	-0.047887774400000006	-0.0755933709	-0.062497671	0.0508004137	0.0237060247	0.055347264199999996	-0.026945837799999997	0.0014197199	0.033183086	-0.0579680862	-0.020182452099999998	0.1118717858	-0.0842017293	-0.0063189608	0.0441923967	-0.061562738799999996	0.011862579299999999	0.0498133384	-0.0754180961	-0.0533870047	0.0312952556	-0.0123724219	-0.0092758553	-0.0117481583	-0.0046059411	0.0008715236	-0.07997794280000001	0.0605151945	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.155099	-0.02023	0.00040925289999999985	0.02405569980100001	0.116932	0.12257234	0.015023978533075596	0.013673092624	0.0541462	-0.005850700000000007	0.00293181097444	3.423069049000009e-05	-0.00452231	-0.0009823599999999998	9.650311695999998e-07	2.04512877361e-05	0.000723178	-3.2435000000000044e-05	5.229864196839999e-07	1.0520292250000024e-09	-0.00189239	-4.3100000000000126e-05	3.5811399121e-06	1.8576100000000111e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
