global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22
711.7524888893606	n/a	506591.6054401994	n/a	1086.9692334182562	n/a	n/a	1181502.1143978715	769.8532797965448	n/a	592674.0724134971	n/a	805.2070924903235	576.9338686802935	n/a	n/a	n/a	n/a	-0.0649674118	-0.052132091	0.0085774747	-0.1555623921	0.049428425199999994	0.1248557768	0.0779524129	-0.0665038008	0.0263167937	-0.0174359825	0.031632454500000004	-0.0171990023	0.0525455665	0.0459234312	-0.055540689000000004	0.0559517929	-0.0183576083	0.0862969358	-0.0704348508	0.0568159027	-0.0426377973	-0.054774877	0.0355779381	0.017747844199999998	-0.0404975008	0.059380531500000014	-0.1045710316	0.0736892077	-0.006782872099999999	0.09327805730000001	0.11250323	0.1124865505	0.11245875300000001	0.285308	n/a	n/a	0.081400654864	-0.0247236	n/a	n/a	0.0006112563969599999	0.106097	n/a	0.011256573409	n/a	-0.0011571000000000005	n/a	n/a	1.3388804100000014e-06	-0.00193106	n/a	3.7289927236e-06	n/a	0.00264226	n/a	6.9815379076e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
712.9703809925203	1.21789210315967	508326.7641726196	1.4832611749386846	1073.6100588863167	-13.359174531939516	178.46754417482137	1152638.5585418802	770.6361353924608	0.7828555959159758	593880.0531726272	0.6128628840569575	802.9824007334497	573.6528428563528	1.120146	25.382021	0.3298181000000001	0.213435	-0.079490984	-0.0656739676	0.0193835776	-0.06712804730000001	0.0134489848	0.10525428380000001	0.1446348209	-0.0830264913	0.046531675	0.0170044463	0.1204376649	-0.0501812543	-0.0141282785	0.0294707814	-0.0585719617	-0.013726389299999999	0.0932850609	-0.00380537	-0.1017749618	0.056096542	0.07481980349999999	-0.08700954429999999	-0.0127341847	-0.0066852543	-0.1597188247	0.0331945648	-0.0965178244	0.11064386179999999	-0.004540975300000001	0.014226943999999997	0.11245875300000001	0.1123086861	0.11205872300000001	0.28530300000000003	-4.999999999977246e-06	2.499999999977245e-11	0.08139780180900001	0.16425	0.1889736	0.03571102149696001	0.026978062500000004	0.174305	0.06820799999999999	0.030382233025	0.004652331263999999	-0.00224302	-0.0010859199999999996	1.1792222463999993e-06	5.0311387204e-06	-0.00162976	0.0003013	2.6561176576000003e-06	9.078169000000001e-08	0.00270767	6.541000000000012e-05	7.3314768289000016e-06	4.2784681000000155e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
710.4380590219869	-2.532321970533417	504722.2357069281	6.412654562446248	1058.0615714270184	-15.548487459298258	241.7554622719552	1119494.2889306115	769.3773198895741	-1.2588155028867052	591941.4603604639	1.584616470307908	800.6212036969431	575.7409432158668	1.1733360000000002	26.587267	0.4324367	0.30009600000000003	-0.0517125055	-0.0176661014	-0.0170550354	0.0062511616	-0.053774273899999996	0.0609382242	-0.059092526900000004	-0.0758720541	-0.025644677400000003	0.0540810671	0.023953954500000003	0.0078699876	0.08405643130000001	-0.0283040579	-0.0326278334	0.0341198325	0.0540380263	-0.0071767924	0.1507638909	-0.0150253885	0.0711380353	-0.0732645284	-0.0131316958	0.0783156473	-0.024517115699999998	-0.0158757265	0.0696321547	0.031341863399999996	0.06678909820000001	0.0580025812	0.1123698164	0.11195323859999999	0.1112600859	0.28529	-1.3000000000040755e-05	1.6900000000105968e-10	0.08139038409999999	-0.116601	-0.280851	0.07887728420100001	0.013595793201	0.125405	-0.0489	0.015726414024999996	0.00239121	-0.000573246	0.0016697740000000002	2.788145211076001e-06	3.28610976516e-07	-0.00149561	0.00013414999999999998	2.2368492721e-06	1.7996222499999994e-08	0.00245814	-0.00024953	6.042452259600002e-06	6.22652209e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
709.8676931718322	-0.5703658501546442	503912.1418090986	0.3253172030226301	1056.6468002737884	-1.414771153230049	2.001577416011883	1116502.4605288352	768.5372947870004	-0.8400251025736907	590649.5734785207	0.7056421729539395	798.2685129241522	569.0992166751516	0.942487	21.356344	0.3440774999999999	0.199479	-0.0693828884	-0.0484037351	-0.0032562178000000003	0.0362890549	-0.0447256375	0.1283683711	0.0251225284	-0.12367529220000001	-0.0319012905	0.0594177809	0.05880931230000001	-0.0582918593	0.0402620859	-0.0536394371	-0.0755898592	0.09194141269999999	0.0842802444	-0.022164794300000002	0.038108594100000004	0.0282669204	0.0111378572	-0.12443534960000001	-0.0572158908	0.0532484466	-0.0478661497	0.0416620097	-0.050672453	0.0361516488	0.12378009050000001	0.0674259511	0.11223645550000001	0.1114207701	0.1100656827	0.31985	0.034560000000000035	0.0011943936000000026	0.1023040225	0.0625243	0.1791253	0.032085873100089986	0.0039092880904899995	0.174084	0.048679	0.030305239056	0.002369645041	-0.00135777	-0.0007845239999999999	6.15477906576e-07	1.8435393729e-06	-0.00116247	0.00033314	1.3513365009000002e-06	1.109822596e-07	0.00297474	0.0005165999999999999	8.8490780676e-06	2.6687555999999985e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
710.5163641196825	0.6486709478502917	504833.5036818533	0.4207739985849958	1056.4255921457402	-0.22120812804814705	0.048933035914565416	1116035.0317404778	769.6965728828087	1.159278095808304	592432.8143075409	1.343925703420927	799.4853474507356	581.9447325870062	0.975802	22.11125	0.13994573000000002	0.080248	-0.0626622567	-0.054846050300000004	-0.0374644788	0.0309265028	-0.0531376844	0.09399961890000001	-0.047775439	-0.1012668023	-0.0037118575	0.07831453940000001	0.0787345154	-0.07013333669999999	0.0928105561	-0.041770492299999996	-0.0604121404	0.0557233988	0.032501155	0.0311051874	-0.0198653172	-0.031420880899999996	-0.0561740223	-0.10395801240000001	-0.0364256489	0.0579821134	-0.0635393048	0.0502840117	0.043551055400000004	0.0541982333	0.0553223924	0.0502483334	0.11205872300000001	0.1107121224	0.1084797619	0.31500500000000003	-0.004844999999999988	2.347402499999989e-05	0.09922815002500003	-0.00896273	-0.07148703000000001	0.005110395458220901	8.033052905290001e-05	0.156325	-0.017758999999999997	0.024437505625	0.00031538208099999985	-0.000942856	0.00041491399999999984	1.7215362739599983e-07	8.88977436736e-07	-0.00149318	-0.00033070999999999985	2.2295865124e-06	1.0936910409999995e-07	0.00280327	-0.00017146999999999996	7.8583226929e-06	2.9401960899999983e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
713.7679048699722	3.251540750289678	509464.6220224697	10.572517250794359	1066.3133239203296	9.887731774589382	97.76723964622452	1137024.1047700215	772.8916150143808	3.1950421315721087	597361.4485595379	10.208294222520843	804.5975781890525	588.0452880237242	0.9928880000000002	22.4984	0.1801676299999999	0.079825	-0.0685629744	-0.0247921356	-0.0882593323	-0.06855541820000001	-0.1075151709	-0.0708727518	-0.027038266499999998	-0.0173835597	0.1347073306	-0.0037409442	0.13198928740000002	0.0488135337	0.054546301900000004	-0.010701693600000001	0.0342373613	-0.1666511497	0.0569392883	0.0430674008	0.0636084287	0.0906332966	-0.0760377113	-0.0241508689	0.0921638298	-0.05928127480000001	-0.1233564901	-0.0014031437	0.148115348	0.015647629099999998	-0.045120312999999995	0.0341816763	0.1118366891	0.10982841609999999	0.1065079649	0.305833	-0.009172000000000069	8.412558400000127e-05	0.09353382388899996	0.0327772	0.04173993	0.0017422217564049	0.00107434483984	0.0910645	-0.0652605	0.008292743160249999	0.00425893286025	-0.00158055	-0.0006376940000000001	4.06653637636e-07	2.4981383025e-06	-0.0010119800000000002	0.0004811999999999998	1.0241035204000004e-06	2.3155343999999975e-07	0.00264226	-0.00016101000000000006	6.9815379076e-06	2.592422010000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
712.0377913684015	-1.7301135015707132	506997.8163367913	2.9932927283172743	1054.6093459952403	-11.703977925089248	136.98309927097642	1112200.8726605086	770.6912000835525	-2.200414930828288	593964.9258862264	4.841825867812059	800.6911103324823	583.7162626180112	0.959761	21.747763	0.17081275	0.0903333	-0.057639920199999986	-0.0318167918	-0.07418041480000001	0.027785793399999998	-0.0670950526	0.046162341399999994	0.0006148347	-0.0499149386	0.053612435099999994	-0.005249584	0.0270930604	-0.0168432952	0.039001005400000004	-0.0539307154	-0.0447563395	-0.0291880394	0.0009919398	-0.030570567200000006	0.06980256280000001	-0.09385967939999999	0.050204414800000007	-0.0682453776	5.8273e-06	-0.014185736200000004	-0.0620424885	-0.021330331600000002	0.024998883599999997	0.010648461699999999	0.11709582710000001	0.0513616981	0.1115704417	0.1087710484	0.1041573055	0.314965	0.009132000000000029	8.339342400000052e-05	0.099202951225	-0.0459019	-0.0786791	0.0061904007768099996	0.00210698442361	0.131412	0.040347500000000015	0.017269113744	0.0016279207562500007	-0.000809157	0.000771393	5.95047160449e-07	6.547350506490001e-07	-0.00109367	-8.16899999999997e-05	1.1961140689e-06	6.673256099999953e-09	0.00264226	0.0	6.9815379076e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
711.3788167927581	-0.6589745756433558	506059.8209814645	0.4342474913443409	1057.5236951949844	2.914349199744038	8.493431258048714	1118356.3658988543	769.7862651848213	-0.9049348987311988	592570.8940671961	0.8189071709416449	800.8188393082817	584.3000185785227	1.013883	22.974131	0.2371425	0.137593	-0.064672995	-0.0383644161	-0.091853393	0.0077619439	-0.0784027615	-0.0058740026	0.0403671009	-0.064641977	0.0565084456	-0.0623564541	0.0391911781	-0.0558852138	0.015165366999999999	-0.0416558557	-0.0647594942	0.051883826699999996	0.008478234	-0.0268222239	-0.039380526	0.0127959272	-0.0408056657	-0.06685374	0.0227688736	-0.0674174489	-0.0204322858	0.0788352815	-0.0202141957	-0.0394617861	0.132308958	0.0443925379	0.1112600859	0.1075416914	0.1014361455	0.288792	-0.026173	0.0006850259290000001	0.08340081926399999	0.07789580000000003	0.1237977	0.015325870525290003	0.0060677556576400025	0.158248	0.026836000000000002	0.025042429504	0.0007201708959999999	-0.0013566	-0.0005474429999999999	2.996938382489999e-07	1.84036356e-06	-0.000434397	0.0006592729999999999	1.8870075360899998e-07	4.346408885289999e-07	0.00264226	0.0	6.9815379076e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
709.7528677737599	-1.6259490189981989	503749.13331307634	2.643710212381205	1057.057883933844	-0.4658112611402885	0.216980131005106	1117371.3699866962	770.2549600832264	0.4686948984050332	593292.7035328128	0.2196749077909044	802.8331023032277	589.4387744252842	1.075888	24.379141	0.3956385	0.210607	-0.0167096374	0.011880738799999999	-0.0784316115	0.0075431106000000015	-0.08945447869999999	-0.0567238121	0.006898905	-0.0135755348	0.0595761233	-0.0541704442	-0.0461399675	0.0362920485	0.1104904229	0.05141229940000002	0.050844369699999996	0.0284427668	-0.0738968369	0.077767458	0.0710971269	-0.12440836539999996	0.027838538700000002	-0.013129036299999999	0.0596864733	-0.0799636276	0.051657876900000003	-0.0466789434	0.07781734480000001	0.0908384056	-0.051914278499999994	0.0659539167	0.11090574460000001	0.1061422889	0.09835416429999999	0.23415100000000005	-0.05464099999999997	0.002985638880999997	0.05482669080100002	-0.0795234	-0.1574192	0.024780804528640003	0.006323971147559999	0.114107	-0.044141	0.013020407449	0.0019484278810000001	0.000129783	0.001486383	2.2093344226889998e-06	1.6843627088999997e-08	-0.00050427	-6.987300000000003e-05	2.542882329e-07	4.882236129000004e-09	0.00140977	-0.00123249	1.9874514529e-06	1.5190316001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
707.4369192385103	-2.3159485352496176	500466.9947016746	5.36361761792485	1054.3123129847734	-2.745570949070725	7.538159836381121	1111574.4533113027	768.7015382984073	-1.5534217848190792	590902.0549823379	2.4131192415504943	801.1505160831772	566.7628878133094	1.029765	23.334024	0.16256037499999998	0.08869349999999998	-0.0424080504	-0.0143939369	-0.0060619699	0.0302307737	-0.0542779591	-0.0300877656	0.0714566155	-0.0541067747	0.0099278858	-0.0312764041	-0.026400695	-0.034530311200000004	0.0016167202	0.00436674	-0.020285812099999998	-0.0110111528	0.0317942697	0.0054696105	0.0359049985	0.052087524	0.1380648488	-0.0436926571	0.0146128541	-0.0570085879	0.0076675186	0.0020434726	0.0053042193	0.052904432300000005	0.0895194774	-0.0387282802	0.1105075577	0.1045750536	0.09492232490000001	0.253432	0.01928099999999996	0.00037175696099999865	0.06422777862399999	-0.00197496	0.07754844	0.0060137605464336	3.9004670016e-06	0.12652600000000006	0.012419000000000057	0.016008828676000016	0.00015423156100000137	-0.000137143	-0.000266926	7.1249489476e-08	1.8808202449e-08	-9.10773e-05	0.00041319269999999996	8.295074575289997e-09	1.7072820733329002e-07	0.00179589	0.00038612	3.2252208921000007e-06	1.490886544e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
705.9510324973413	-1.4858867411689967	498366.8602840623	2.2078594075818216	1046.501514559743	-7.810798425030272	61.008572036455355	1095165.4199758363	767.8290582977548	-0.8724800006524447	589561.4627664171	0.7612213515384899	796.9763372046555	571.303257740789	0.961982	21.798098	0.153011245	0.07472410000000003	-0.038605043900000004	-0.02647853	0.0119283169	0.082114756	-0.0302168065	0.056362626799999996	0.051214572699999995	-0.0874957636	-0.0408685715	-0.0058826415	-0.0049662069	-0.055403495999999997	0.0167737911	0.008848558000000001	-0.11701537320000001	0.0331535121	0.0359111544	-0.0730701287	0.0082124941	0.0341881568	0.0447351479	-0.0814056121	-0.0467209445	-0.0024688868	0.038314197	0.030734601	-0.0466337228	0.011340361	0.1022953721	0.0556766838	0.1100656827	0.1028424637	0.0911528348	0.272167	0.018734999999999998	0.00035100022500000004	0.074074875889	0.0510736	0.05304856	0.0028141497180735994	0.0026085126169599995	0.148892	0.02236599999999994	0.022168827664	0.0005002379559999973	-0.000438402	-0.000301259	9.075698508099996e-08	1.9219631360399998e-07	-0.000724672	-0.0006335947	5.25149507584e-07	4.0144224386809004e-07	0.00203827	0.00024237999999999994	4.1545445929e-06	5.874806439999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
709.5524307443865	3.6013982470451538	503464.6519752673	12.970069333819904	1058.008723781696	11.507209221952962	132.4158640777993	1119382.4595981732	769.9609648767807	2.131906579025894	592839.8874339832	4.545025661693893	802.9351099577907	568.68978388534	1.076192	24.386044	0.15012075	0.08327719999999998	-0.0460840255	-0.0140552597	0.003836765	-0.0111378018	-0.07825563690000001	-0.0687260768	-0.0408710949	-0.0358021708	0.0438517731	-0.035643808	0.0070748072999999995	-0.0089909152	0.10453224609999999	0.1017318484	-0.07792151509999999	-0.0423522058	-0.052048528499999996	0.11665979789999999	-0.20747844780000002	0.0433780563	-0.0114625403	-0.0171759561	0.0746338209	-0.0467386933	0.0406137651	0.0768491883	0.08426043150000001	-0.0007399227000000001	-0.0819618886	0.0997459033	0.10958029429999999	0.10094725859999999	0.0870591025	0.27741	0.005242999999999998	2.748904899999997e-05	0.0769563081	0.0243571	-0.0267165	0.0007137713722499999	0.00059326832041	0.0668145	-0.0820775	0.00446417741025	0.00673671600625	-0.0008701389999999999	-0.000431737	1.86396837169e-07	7.571418793209998e-07	-0.000533674	0.00019099799999999995	2.84807938276e-07	3.6480236003999976e-08	0.00213721	9.894000000000004e-05	4.5676665841e-06	9.78912360000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
707.3878691330902	-2.1645616112962216	500397.59739665396	4.685326969097295	1046.722931571765	-11.285792209931062	127.36910580574059	1095628.89547819	768.8280988214592	-1.1328660553215286	591096.6455374195	1.2833854992997606	799.90492228403	561.3099656218744	1.181585	26.774197	0.3085321	0.190043	-0.0305131444	0.0193867738	0.039268905800000004	0.0789327364	-0.0351368696	0.049861460700000006	-0.0858137651	-0.0538854458	-0.0280150344	0.024454169100000003	-0.07014565769999999	0.0123660717	0.062393001399999995	-0.0726706001	-0.0088231311	-0.0880347686	-0.0154718154	-0.0379823709	0.0870992177	-0.049155198	-0.0475208338	-0.0493224268	-0.0098377039	0.0698594639	0.0647346147	-0.033456535	0.054853995700000005	0.0051744068	0.029271670099999997	0.0433518531	0.10905158429999999	0.09889243519999999	0.08265569	0.247626	-0.029783999999999974	0.0008870866559999986	0.06131863587600001	-0.152952	-0.17730910000000003	0.03143851694281	0.023394314303999998	0.043005199999999986	-0.023809300000000002	0.0018494472270399996	0.0005668827664900003	-0.000159735	0.000710404	5.04673843216e-07	2.5515270225e-08	-0.0007950239999999998	-0.0002613499999999997	6.320631605759996e-07	6.830382249999986e-08	0.00155637	-0.00058084	2.4222875769000004e-06	3.373751056e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
709.6142923624649	2.226423229374632	503552.4439250818	4.956960396298964	1057.647563391332	10.924631819566912	119.34758039309385	1118618.3683476215	770.9200818020115	2.0919829805523023	594317.7725256201	4.376392790920495	802.0796228640645	563.404041598351	1.03647	23.48595	0.185993455	0.130635	-0.0435488755	-0.0044750842	0.0287849368	0.014431575600000001	-0.054107626900000004	0.0148927766	-0.054570914400000003	-0.0187291903	0.0682132514	-0.042876584100000004	0.0596735675	0.0601938491	0.0890301415	0.0780328293	-0.0111803608	-0.042208687300000006	-0.0246386927	0.0114612244	0.0173605716	0.0765888157	-0.0526437784	-0.0231851416	0.018159963799999998	-0.028511421000000002	-0.0462596703	-0.0113475485	0.056179977199999995	-0.0174679875	-0.1328147032	0.1346291283	0.1084797619	0.0966812426	0.0779582607	0.253375	0.005749000000000004	3.305100100000005e-05	0.064198890625	-0.028626	0.124326	0.015456954276	0.0008194478759999999	0.0404968	-0.002508399999999994	0.0016399908102400001	6.2920705599999706e-06	3.79701e-05	0.0001977051	3.908730656601e-08	1.4417284940100004e-09	-0.00117812	-0.0003830960000000002	1.3879667343999998e-06	1.4676254521600014e-07	0.00204377	0.0004873999999999998	4.176995812899998e-06	2.375587599999998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
