global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28
743.1353106856741	n/a	552250.0899878935	n/a	1118.5503383746127	n/a	n/a	1251154.8594779605	789.2972205535402	n/a	622990.1023735439	n/a	835.1031319757848	668.0021577605827	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	-4.92462e-09	n/a	n/a	2.42518821444e-17	1.05204e-08	n/a	1.1067881615999999e-16	n/a	-7.43356e-05	n/a	n/a	5.52578142736e-09	-0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
737.2168806301361	-5.9184300555380105	543488.7290860283	35.02781432229566	1087.6326388092712	-30.917699565341536	955.9041464127204	1182944.7570032184	788.5786981287416	-0.7185224247986071	621856.363142421	0.5162744749384699	833.1332443140103	667.9807158647973	1.517331	31.560726000000006	0.08978003559577999	0.0594668	-0.10289772119999999	0.06701418070000001	0.0061394665	-0.0274290433	0.0956438491	0.1843502399	0.14952707839999999	-0.1269866563	0.0516476071	-0.1010989068	0.0372776812	-0.0235200104	0.0705640043	-0.04669003309999999	0.0247510779	0.0038760099	-0.0006692777	0.0656744865	-0.0088189941	0.0015733732000000002	-0.051748641399999996	0.1061082564	-0.0551611746	0.0333352365	-0.0612926637	0.08694092449999999	0.0504936659	-0.019364002800000002	0.005546106899999999	-0.06132854	0.0047442108	-0.1399926975	0.07840904530000001	-0.0696695787	0.025770234399999998	-0.0656279739	0.1273345594	-0.15679928529999998	0.0535814413	-0.053566894299999994	0.029180279700000002	-0.1453766927	0.0551429383	-0.059913033399999996	0.0028971090999999997	-0.0044641848	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	0.0311646	0.0311646	0.0009712322931599998	0.0009712322931599998	-0.0487546	-0.04875459507538	0.0023770105409642675	0.00237701102116	0.0	-1.05204e-08	0.0	1.1067881615999999e-16	0.0	7.43356e-05	5.52578142736e-09	0.0	-0.0	0.0	0.0	0.0	0.000122881	0.000122881	1.5099740161000002e-08	1.5099740161000002e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
732.9504539660663	-4.2664266640697415	537216.3679690628	18.202396479885255	1060.485197202586	-27.147441606685103	736.9835857883777	1124628.8534858078	786.9865249410243	-1.5921731877173215	619347.7904387495	2.5350154596859373	828.4763678227675	656.953225689942	1.155252	24.029428	0.14830490069999994	0.0920588	-0.0786480787	0.0923083285	0.0417846992	0.0035437119	0.084761498	0.0324897291	-0.0145253748	-0.0848738867	0.09006889679999999	-0.0435670792	0.0240311021	-0.0069544617	-0.0725322543	0.0087038712	0.0068454338	0.0165432855	0.0712209823	0.0206100094	0.0110430387	0.0395287249	-0.0539496041	-0.13446345269999999	-0.056829770099999996	-0.0449050099	0.0177963727	0.028971771	-0.051457753200000005	-0.1579896582	-0.1249517283	-0.0639849409	0.09176754890000001	-0.1239885273	0.011991768100000001	0.0047750468	-0.0172063916	-0.0372952099	-0.0347126136	0.0265586352	0.0578488994	0.0338870544	-0.0770588413	0.0381691558	-0.11018384390000001	-0.10270357949999999	-0.0682263321	0.0833766656	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.065852	0.034687399999999986	0.0012032157187599993	0.004336485903999999	-0.0557273	-0.0069726999999999975	4.861854528999998e-05	0.00310553196529	8.855069999999999e-05	8.855069999999999e-05	7.841226470489999e-09	7.841226470489999e-09	0.00127748	0.00127748	1.6319551503999996e-06	1.6319551503999996e-06	-0.00016362	-0.00016362	2.6771504400000004e-08	2.6771504400000004e-08	0.0008129059999999999	0.0006900249999999997	6.608161648359998e-07	4.761345006249998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
731.3833609223879	-1.5670930436784831	534921.6206341279	2.4557806075454915	1063.7079041181537	3.2227069155676418	10.385839863647504	1131474.505283435	785.9140457374895	-1.0724792035348398	617660.8872874686	1.1502116420147248	825.9263056562297	633.200494191194	1.188426	24.71944	0.4569921893	0.271249	0.007326511	0.0280645014	0.1403475981	0.0179359535	0.0087834291	0.1033778082	-0.113166293	-0.057022555	-0.0300066861	0.1028999951	-0.0200910692	-0.0164527417	-0.0472759089	-0.043796017	0.080903981	0.0322318057	0.009898079399999999	0.0039979115	0.12322609539999999	0.0980847341	-0.0296867785	0.0264599409	0.0420215974	0.10314631869999999	-0.1453277169	0.0234499162	-0.0300847599	-0.0188521841	-0.08265180650000001	0.046300962	-0.0554792368	-0.014821348600000001	0.1157403572	0.1158611533	-0.0016681738	-0.026237187400000004	0.008215374000000001	-0.0267529971	0.0011894439	0.0962500018	-0.0388311998	0.1069854953	-0.015175639599999999	-0.021464027599999998	0.1541738378	-0.014887931299999999	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.047092	-0.018759999999999992	0.0003519375999999997	0.002217656464	0.157966	0.2136933	0.04566482646489	0.024953257156	0.107019	0.1069304493	0.011453066361	0.011434120987499873	-0.0004948519999999999	-0.0017723319999999995	3.141160718223999e-06	2.44878501904e-07	6.793979999999999e-05	0.0002315598	4.6158164240399986e-09	5.361994097604e-08	0.000464629	-0.0003482769999999998	2.1588010764100003e-07	1.2129686872899986e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.1350762928433	-3.2482846295445142	530180.6893279848	10.551353034535142	1048.8202733400321	-14.887630778121547	221.641550185672	1100023.9657690595	783.0222511736183	-2.8917945638711444	613123.845833001	8.362475799634701	822.8166182590056	608.6027284999084	1.21933	25.362261	0.45502214	0.306118	0.0581167167	0.0857325378	0.0021610924	-0.0808519798	0.0008287465	-0.027466268399999997	-0.0811028644	0.1090730324	0.0295988069	-0.011183110900000001	-0.018913371499999998	0.021759527999999997	-0.0658547128	-0.07089155280000001	-0.0495863911	0.11518007289999999	0.028553487599999997	-0.0317359184	0.0996955033	0.057124099299999995	0.091150908	-0.0253902946	0.0068309973	-0.08898189640000001	-0.0039992668	0.0196676238	-0.0170044025	0.0188947202	0.053465987400000005	-0.0352655718	-0.0251205727	0.0067273604	-0.0707405383	0.0590658228	0.1009742876	-0.0512210725	-0.1131570672	-0.0461720072	0.0441806687	0.0390153419	-0.08651604460000001	0.0883780233	-0.0197124186	-0.0156990739	0.07568880559999999	0.0375395601	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.0224045	-0.024687500000000005	0.0006094726562500003	0.0005019616202499999	-0.125685	-0.28365100000000004	0.08045788980100001	0.015796719225000002	0.0404221	-0.0665969	0.0016339461684100002	0.0044351470896099995	0.000891753	0.001386605	1.922673426025e-06	7.95223413009e-07	-0.00014719	-0.0002151298	2.16648961e-08	4.6280830848040005e-08	0.000464629	0.0	2.1588010764100003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.2702352205389	0.13515892769555649	530377.5355081791	0.01826793573581267	1048.5555785873744	-0.2646947526577605	0.07006331208455302	1099468.8013867035	784.0213816520636	0.9991304784452951	614689.5268876108	0.998261712958324	822.8345646250325	613.6633651218358	1.1427600000000002	23.76959	0.32364053	0.23182600000000006	0.0911674009	0.0106748673	0.1180629123	-0.006041475300000001	-0.0463184424	-0.006435960300000001	-0.0808948689	0.0206962727	-0.0341305666	0.131143505	0.0083348254	-0.008017219	-0.0496116345	0.041494664	-0.1062140085	-0.005514999499999999	0.022609833	-0.0511577093	0.0049841915	0.0088324031	0.0156931895	0.1484001366	-0.041917685	-0.0284919827	0.2021803737	0.0112755174	0.07158327980000001	0.0925515984	-0.07640221650000001	-0.0298238283	0.0304559725	0.0543590364	0.0240533631	0.09467136289999999	-0.0629888587	0.016818898	-0.1270592316	0.0243914867	-0.0430294247	-0.0125829702	0.062415793	0.0134230993	0.0279245898	0.045451110499999996	-0.0297464632	-0.0581025	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.0176578	-0.004746699999999996	2.2531160889999967e-05	0.00031179790084000003	0.09128	0.21696500000000002	0.047073811225	0.0083320384	0.103197	0.06277490000000001	0.010649620809	0.003940688070009999	0.000197096	-0.000694657	4.82548347649e-07	3.8846833215999986e-08	-5.876840000000001e-05	8.84216e-05	3.453724838560001e-09	7.818379346560001e-09	0.000464629	0.0	2.1588010764100003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.0342069524213	-0.23602826811759314	530033.806492841	0.05570934335059043	1050.8249979776776	2.269419390303256	5.1502643690844	1104233.1763747863	783.490516741359	-0.5308649107046222	613857.3898236417	0.2818175534174265	822.303091899831	605.6408833058474	1.1264630000000002	23.430613	0.183810905	0.143375	0.0975797368	0.0076556938	-0.0123055431	-0.06764869679999999	-0.09635101859999999	-0.047890248499999996	0.0053465733	0.12153184689999999	-0.025732585099999997	0.0051038342	0.0056495745	0.0492025279	0.10324252199999999	-0.0733184202	0.0480989696	0.0057274772	-0.051275528099999995	-0.0612139293	0.01704828	-0.0179262845	0.1451400123	0.0244506497	-0.0616297753	-0.142618513	0.1740656305	0.0172361224	-0.067472897	-0.011819634099999999	-0.0850965946	0.005464907	0.0315727618	0.09816500119999999	-0.0774469187	0.026221457599999998	0.0596222601	-0.013854168899999998	0.005335131700000001	-0.0093734332	0.0410120261	-0.0701613798	0.0108124071	-0.1457706057	0.0368744941	0.0697440232	0.155351667	-0.021077445099999998	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.0124244	-0.005233400000000001	2.738847556000001e-05	0.00015436571536	-0.0489726	-0.1402526	0.019670791806760003	0.0023983155507600004	0.0895465	-0.013650499999999996	0.00801857566225	0.00018633615024999991	0.000652833	0.00045573699999999995	2.07696213169e-07	4.26190925889e-07	-9.65195e-05	-3.775110000000001e-05	9.316013880250002e-09	1.4251455512100006e-09	0.000464629	0.0	2.1588010764100003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.1491533947961	0.11494644237484407	530201.1895895584	0.013212684614633352	1052.6649163204204	1.8399183427427488	3.385299507961223	1108103.4260518777	784.1498121783696	0.6592954370106554	614890.9279393724	0.4346704732630711	822.393474456978	617.6357033068574	0.874517	18.190096	0.109822095	0.071112	0.06737855570000001	-0.028898311200000002	0.015210573100000001	0.0041488484	-0.0321705527	-0.0107366175	0.0182533132	0.034346417000000004	0.0135056429	0.0273986211	-0.050105081399999994	0.0810014461	0.0120375429	-0.0037174811	0.0734657665	-0.050350978399999996	0.08575112630000001	-0.0089912063	0.1224544516	0.0844953258	-0.0083938202	-0.0004009771	0.0337087127	0.0380176319	-0.0356553177	0.1092574006	-0.046148318499999993	0.0568714488	0.0763336414	0.016816194399999998	-0.0192339503	0.02207541	-0.0237920192	0.024643011200000002	0.009606395799999999	0.0837305975	0.08297177780000001	-0.0498138551	0.0281931886	-0.0202778233	-0.1413358634	0.035467527	-0.0919324777	0.027377568900000003	0.0669838505	-0.0789245737	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.000517185	-0.012941585	0.000167484622312225	2.67480324225e-07	0.017588099999999995	0.0665607	0.00443032678449	0.00030934126160999986	0.0678566	-0.0216899	0.004604518163560001	0.0004704517620099999	0.000592469	-6.036400000000003e-05	3.643812496000004e-09	3.5101951596100003e-07	1.57147e-05	0.0001122342	2.4695179609000003e-10	1.2596515649640002e-08	0.000464629	0.0	2.1588010764100003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
726.6717041086982	-1.4774492860979083	528051.7655522395	2.182856392991218	1044.3629682715575	-8.301948048862869	68.92234140601799	1090694.0094969785	783.4199080548503	-0.7299041235193044	613746.7523366702	0.5327600295304841	821.7921684487061	612.8641481398365	0.933643	19.419909	0.037765714000000006	0.020149	0.0582512871	-0.0027013815000000003	-0.033256193999999996	0.0424454753	-0.037248241800000005	-0.0745446261	-0.0236875083	0.0413892604	0.0447527468	0.0523314475	-0.0948473214	0.0829815255	0.040358795600000004	-0.0791855217	0.0270181956	-0.0886337055	0.0045285231	-0.0382127275	-0.075190806	-0.0581635305	0.0136944467	-0.09396738689999999	-0.10889173419999999	-0.1660896771	0.0697847461	0.0417400133	0.0094637035	0.0743079965	0.0655015799	0.0357825348	0.0346784505	0.031048517299999998	-0.042030645	0.0598134758	0.017589962	0.09957768439999999	0.0013311439000000002	0.10009695980000001	0.07368095940000001	-0.031549571400000004	0.0047348928	-0.0924441845	-0.0498984623	-0.0086757837	0.0255162096	0.0353195559	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.000263749	0.0007809340000000001	6.098579123560001e-07	6.956353500100001e-08	0.0260923	0.008504200000000003	7.232141764000006e-05	0.0006808081192900001	0.0564638	-0.011392800000000002	0.00318816071044	0.00012979589184000006	0.000708101	0.00011563200000000005	1.3370759424000014e-08	5.01407026201e-07	4.40763e-05	2.8361600000000006e-05	1.9427202216899997e-09	8.043803545600003e-10	0.000266867	-0.00019776200000000004	7.1217995689e-08	3.910980864400001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727.4051699516588	0.733465842960527	529118.2812724016	0.5379721427897964	1049.0349272598878	4.671958988330289	21.827200788640173	1100474.278611158	784.71292523545	1.2930171805996906	615774.3750315771	1.6718934293259728	823.4041562536462	620.8770614225264	0.958493	19.936806	0.152987959	0.08731	0.0784680345	-0.0398126608	0.026662566800000002	0.1261525231	-0.0203260719	-0.0293135716	-0.040465119	-0.0190651596	0.032364411600000004	0.1034280326	-0.0529625064	0.0071103521	-0.0534411327	0.08528314	-0.1045347178	-0.0307059449	0.073902597	-0.0233647456	-0.0353137144	0.0038454639000000002	0.00894689	0.0606401732	-0.1085338637	-0.0669523774	-0.0325874113	0.0048504059	0.0323198484	-0.0091884962	0.0222933722	0.2314484062	-0.0628664725	0.0085364393	0.0092381859	0.0795878018	-0.0566082366	0.1087313425	-0.0700923334	0.0181597727	0.0001287778	0.0450479987	0.0344684102	-0.0005447775	0.0387476076	0.1254732324	-0.085914418	-0.08636470560000001	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.008802489999999998	-0.009066239	8.219668960512097e-05	7.748383020009998e-05	0.103156	0.0770637	0.005938813857689999	0.010641160336	0.0698325	0.013368700000000004	0.004876578056250001	0.0001787221396900001	0.000187297	-0.000520804	2.712368064160001e-07	3.5080166209e-08	-0.000296439	-0.0003405153	8.7876080721e-08	1.1595066953408999e-07	5.83999e-05	-0.0002084671	3.4105483200099997e-09	4.345853178241e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
