global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
702.5062106245617	n/a	493514.9759660811	n/a	1237.0765951259891	n/a	n/a	1530358.5022085104	765.7221096168463	n/a	n/a	586330.3491560735	851.6666703476317	600.0021789086918	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.35478e-09	n/a	1.8354288484e-18	n/a	0.0	n/a	n/a	0.0	4.203500000000001e-10	n/a	1.7669412250000002e-19	n/a	0.0	n/a	n/a	0.0	-0.00017029	n/a	2.89986841e-08	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
697.1797781035683	-5.326432520993421	486059.64299654076	28.37088340069633	1194.4957292527358	-42.58086587325329	1813.1301385159866	1426820.047203025	765.1037299640628	-0.6183796527834602	0.3823933949765928	585383.7176049214	843.2621464820728	581.1186779387696	1.19127	23.434933	0.31069740093443	0.170768	-0.1716908284	-0.10577867199999999	0.093021595	-0.1985495777	0.0480537429	-0.0145279117	0.1291179626	-0.2086771236	-0.12181269060000001	-0.1272233196	0.1352671298	-0.1637542957	0.0976477835	-0.0206551444	0.0137184621	-0.1111564616	0.0342431845	-0.0674869069	0.0633892995	-0.048994026600000004	0.1046897839	-0.0924984919	0.1061526814	-0.243615382	0.0069303737	-0.1143106224	0.062445422300000004	-0.06920750980000001	0.1495436849	-0.0594756492	0.034490230499999996	-0.0583835475	0.0738885839	-0.0104192966	0.1114375826	-0.08085672940000001	0.1790981498	-0.0091349939	0.11995301	-0.1535213059	-0.0563277402	0.164773082	-0.10306572380000001	0.015759162900000002	-0.0291564979	0.25035471989999997	-0.3795923631	0.17557351710000002	-0.1160385593	0.0463516236	-0.0565195671	0.1457175767	-0.0112195371	0.1671130743	-0.0895416341	0.1128608806	0.1128439341	0.1128156919	0.0	-0.028446	-0.028446001354779996	0.000809174916	0.0008091749930761456	0.126754	0.126754	0.016066576516000002	0.016066576516000002	0.068452	0.06845199957965001	0.004685676304	0.004685676246452403	-0.00147923	-0.00147923	2.1881213929e-06	2.1881213929e-06	-0.000431968	-0.000261678	1.86596353024e-07	6.847537568400001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
696.710961390167	-0.4688167134013384	485406.16372121073	0.2197891107644326	1181.3359995601488	-13.159729692587009	173.17848558195612	1395554.743856776	765.7502539366525	0.6465239725896481	0.4179932471331	586373.4514040478	838.5713899307415	570.1142802510211	1.007817	19.826008	0.1359664	0.0755413	-0.1558857715	-0.11529084380000001	-0.0185085053	-0.0666136717	0.08880632039999999	0.0207759336	0.1979435095	-0.20731386170000002	-0.13187537900000001	-0.1286238384	0.0878271047	-0.0372313831	0.0825979149	0.0712975398	-0.0001510131	0.0401732897	-0.025214586299999998	-0.1634635184	0.1382611429	0.0945943152	0.057050993499999994	0.0135677918	0.079275426	-0.031774408999999997	0.066540657	-0.1123092636	0.029061382	-0.0707429411	0.0041383597	0.09108817849999999	-0.0384108758	-0.1149572002	-0.0131954224	0.041373689	0.0051214044	-0.1331959062	-0.0303492826	0.2379353688	0.0839344591	-0.08833179210000001	-0.1204170365	0.16026335390000002	-0.0192454396	-0.1458692148	0.0096307972	0.1013095566	-0.14240440570000001	0.1019174227	-0.0665087786	0.100852384	-0.053297658899999996	-0.0128346857	-0.0010075080999999999	0.0472105494	0.15329846589999999	0.1128156919	0.1126632248	0.11240926539999999	0.0	-0.0228888	0.005557199999999997	0.0005238971654400001	3.088247183999998e-05	0.0770586	-0.0496954	0.00246963278116	0.005938027833960001	0.115311	0.046859	0.013296626721000002	0.002195765881	-0.00146124	1.7990000000000063e-05	3.2364010000000234e-10	2.1352223376e-06	0.000227138	0.000659106	5.1591671044e-08	4.3442071923599996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
695.3087540630697	-1.4022073270972442	483454.2634767384	1.9661853881651976	1175.1881968101118	-6.1478027500370445	37.79547865336305	1381067.297921802	765.2525889425157	-0.4976649941368123	0.24767044638919344	585611.5248832229	836.6206508688266	567.6824618854693	0.992713	19.528872	0.10364427	0.05684740000000001	-0.1216994317	-0.11328675380000001	-0.07773888450000001	-0.0170977584	0.0557744393	0.07043789639999999	0.2350938704	-0.1011872506	-0.10482767609999999	-0.1582906042	0.0787034961	-0.0484538641	0.0849025885	0.0145072459	0.0611208233	0.037610356	0.0139873236	0.1232100142	0.0173756181	0.036575775299999995	0.0031970425	-0.0032667365000000003	-0.1112939183	-0.05934150940000001	-0.1304993689	-0.1073060732	0.0685404604	-0.1028640521	0.052194683799999995	-0.048844949299999996	0.0787142647	-0.0711615374	0.0906970853	-0.056894950199999995	-0.0049617374	-0.023357241600000002	-0.012026838400000002	-0.0146323351	-0.0903608044	-0.046948648200000005	-0.1208468735	0.1906387767	-0.0204909275	-0.0495572445	-0.0581880343	0.0035486755	-0.014817583	-0.07332222940000001	-0.0863778949	0.0892152668	0.08771573460000001	0.0739764077	0.0375117749	-0.0607229309	0.0107707224	0.1127253327	0.1123020954	0.1115978766	0.0	-0.0113867	0.0115021	0.00012965693688999998	0.00013229830441000004	0.0913711	0.01431249999999999	0.00020484765624999976	0.008348677915209999	0.1574	0.042089000000000015	0.024774760000000003	0.0017714839210000012	-0.00171496	-0.00025372000000000003	6.437383840000002e-08	2.9410878016e-06	-0.000162363	-0.000389501	2.6361743769000003e-08	1.51711029001e-07	7.15924e-05	7.15924e-05	5.12547173776e-09	5.12547173776e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
696.0811109551097	0.7723568920399657	484528.91302849975	0.5965351686816353	1171.8161725886764	-3.3720242214353675	11.370547349946795	1373153.1423403746	765.1632001354793	-0.08938880703635732	0.007990358823383123	585474.7228415676	837.7094727897604	566.2569964451849	0.8726899999999999	17.167755	0.16311163	0.08115639999999999	-0.1230680684	-0.08536665019999999	-0.0456336375	-0.0316774088	-0.025565317799999997	0.0318419884	0.1695156851	-0.042852988700000004	-0.0840615098	-0.1307574122	0.07317807929999999	-0.0480840922	0.11995426699999999	0.0918806284	0.0068127517	0.0385833385	-0.11779549339999999	-0.0129985869	0.0264084272	0.11340490449999999	-0.0221040244	0.0976366082	-0.0814075281	0.09516242960000001	-0.0082427013	-0.1399229193	0.10445345939999999	0.0779173317	-0.0165503873	-0.036976032400000004	0.0030421065000000003	0.10612606769999999	-0.0443537163	0.079286386	0.0480573324	-0.09075304	0.0495575388	-0.0673956071	-0.1802877057	-0.0586467558	-0.0848851491	0.1296188692	-0.0417748088	-0.0392462207	-0.1327926267	-0.0507362651	-0.045652589900000005	0.00010887479999999999	-0.0726992869	0.043707153	0.0840375543	-0.0069831792	0.048818701500000006	0.0265718089	-0.0256734825	0.1125898391	0.1117611244	0.1103844485	0.0	0.007896999999999998	0.0192837	6.236260899999996e-05	0.0003718610856899999	0.157076	0.0657049	0.00431713388401	0.024672869776	0.153061	-0.0043390000000000095	0.023427669720999997	1.8826921000000086e-05	-0.00262441	-0.0009094500000000002	8.270993025000005e-07	6.8875278481000015e-06	0.000122272	0.000284635	1.4950441984e-08	8.1017083225e-08	0.00035318800000000005	0.00028159560000000003	7.929608193936003e-08	1.2474176334400004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
696.1077398490289	0.026628893919223632	484565.9854777233	0.0007090979913612651	1175.6915050642815	3.875332475605092	15.018201796479488	1382250.5150803155	766.42681891147	1.2636187759907216	1.5967324110362895	587410.0687467552	838.3278795148024	558.956418011617	0.970776	19.097321	0.16782415	0.0926391	-0.1135572099	-0.053024559699999994	-0.0195731905	-0.0759235312	-0.0700294557	-0.13713771060000002	0.0965480699	-0.133114534	-0.09515691289999999	-0.0053015576	-0.1126366966	-0.058372731799999994	0.1871555816	0.061226356399999994	0.1709930881	0.0440853124	-0.0449977726	0.0880304323	0.0150696973	-0.07991068330000001	-0.1551144049	-0.0424521717	-0.037137175	-0.029921109300000002	-0.0670981492	0.015624718999999999	-0.1230593006	-0.0258935005	-0.055576208200000005	0.0202505368	0.11607901400000001	0.1539324427	0.0312259204	0.0178903581	0.0486017528	0.0326616158	0.0881302569	0.0062071585	0.0370295217	-0.060017545	-0.10522820640000001	-0.0888928263	-0.090089189	-0.1268167207	-0.11765962560000001	0.0001343831	-0.0048607806	0.037431044100000005	-0.0984969455	0.12019806050000001	0.1131412888	0.0746967734	0.0110013795	-0.0294831075	-0.1443481793	0.11240926539999999	0.111041178	0.1087733526	0.0	0.0135179	0.0056209000000000025	0.00018273362041	3.159451681000002e-05	0.180261	0.023184999999999983	0.0005375442249999994	0.03249402812099999	0.240957	0.087896	0.058060275849	0.007725706816	-0.00239421	0.00023020000000000028	5.299204000000013e-08	5.732241524099998e-06	0.000632579	0.000510307	4.00156191241e-07	2.6041323424899997e-07	0.000635126	0.00028193799999999986	7.948903584399995e-08	4.0338503587600005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
697.0406322089926	0.9328923599637164	485865.6429503121	0.8702881552786723	1172.4021898727008	-3.2893151915807266	10.819594429563752	1374526.8948183043	764.5784101165514	-1.8484087949186687	3.416615073132685	584580.1452163535	835.3585641660817	569.3543774979256	1.0650620000000002	20.952141	0.1559610701	0.0957124	-0.0524510729	-0.1078218527	0.0598855696	-0.0004835314	-0.0085514153	-0.0292678268	0.0144847322	-0.0761691673	-0.0214269368	-0.09966556060000001	0.0342023444	-0.1099946856	0.1279071519	-0.0881021872	-0.0304238977	0.0196568941	-0.0673923964	-0.1204363764	0.0771794326	0.0070296304	-0.1333084895	0.1125981872	-0.0134066549	0.05037782	0.053260538200000006	0.051795978	-0.12435542179999999	0.0505054449	0.0946949278	0.1801120209	-0.0891274728	-0.0140793599	0.0197428493	-0.1199194682	0.0577595666	0.1210381978	-0.0341465726	-0.2063716189	0.0398516311	-0.0098552494	-0.0598420646	0.0220256354	-0.0308650587	-0.10206362529999999	0.1142809927	0.0164569156	-0.0477486369	-0.010559423899999998	-0.047624014000000006	0.06599852839999999	0.1510120422	-0.1187014884	0.0548051145	0.0057570871	-0.0050368149	0.11218368390000001	0.1101434092	0.1067703929	0.0	-7.587009999999997e-05	-0.0135937701	5.756272074009995e-09	0.000184790585531654	0.182321	0.002060000000000034	4.24360000000014e-06	0.033240947041	0.273183	0.032226000000000005	0.074628951489	0.0010385150760000004	-0.00363384	-0.0012396300000000002	1.5366825369000009e-06	1.3204793145600004e-05	0.00034570900000000003	-0.00028686999999999994	1.1951471268100002e-07	8.229439689999997e-08	0.0	-0.000635126	4.0338503587600005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
696.9307643162421	-0.10986789275057164	485712.49025042134	0.012070953857451107	1168.2124220021467	-4.189767870554078	17.554154809127258	1364720.2629201217	765.1887135732165	0.6103034566651786	0.3724703092174656	585513.7673798341	835.7123897033356	575.7604330843515	0.85052	16.731613	0.06042932989999996	0.0344336	-0.050125378600000006	-0.1134082969	0.0195559813	0.0257933394	-0.006000946	0.08612551130000001	0.08887905130000001	0.0328884975	-0.0376712228	-0.0845045381	0.0784862214	-0.0186286078	0.1762273577	0.0580133839	-0.01070088	0.0175022836	-0.1068806348	0.1705850664	0.0320294763	-0.054338867699999994	-0.08475129960000001	-0.0692788858	0.0179977099	0.1254778922	-0.0093294661	0.026156479399999998	-0.13270671550000002	-0.021148633599999998	0.029170135	-0.0230675575	0.0200904446	0.010837476	-0.023430116400000003	-0.035560896200000004	-0.26055258649999996	-0.09755832699999999	-0.009027473000000001	-0.0533823744	0.010779866	-0.0104208878	-0.0417436696	0.13527107160000001	0.006709574300000001	0.0134849524	-0.034675561699999996	-0.0067885188	0.0322866639	-0.050764606399999995	-0.0478823979	0.09309510480000001	0.1965015941	-0.0597415401	0.1587709441	-0.0218929127	-0.0061568866000000005	0.11191318480000001	0.10906925560000001	0.1043827854	0.0	-0.00434455	-0.0042686799	1.88751147025e-05	1.822162808866401e-05	0.200145	0.01782400000000001	0.00031769497600000026	0.040058021025000015	0.280802	0.007618999999999988	0.078849763204	5.804916099999979e-05	-0.0041336	-0.0004997600000000001	2.4976005760000016e-07	1.708664896e-05	0.000231116	-0.00011459300000000005	5.3414605456e-08	1.3131555649000011e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
697.5245920665628	0.5938277503207701	486540.5565376249	0.3526313970510268	1169.0652596745938	0.8528376724470945	0.7273320955449777	1366713.5813780257	765.2069461977866	0.018232624570032385	0.00033242859871174864	585541.6705093422	836.2385753216699	563.4963422943505	0.992518	19.525034	0.031211399999999955	0.0166556	-0.048975785300000005	-0.0628912353	-0.1024194636	0.00683442	-0.0027636803000000002	0.0184151648	0.1004876224	-0.0133911427	-0.0403077194	-0.090966385	0.0342171633	-0.0402367002	0.1231655247	0.0671987614	0.033281482700000004	0.1421305936	-0.0276937104	-0.0198483094	0.0066507162	0.037038974	-0.0799683068	0.0648920071	-0.0674117303	-0.059592988300000004	0.1662600239	0.1328124678	-0.01894239	0.0295356133	-0.2433818722	-0.0171938705	-0.1295225985	-0.061063457599999996	0.012411425600000001	-0.0401303638	-0.17892624129999998	0.0336862415	0.0491415609	-0.09755872	-0.0438924673	-0.009919293000000001	-0.0810179069	0.0542756124	0.0028387226	-0.0377499639	-0.0796943851	-0.0626474612	-0.0177875586	0.0411330765	-0.0791079162	0.0209760841	0.05763163280000001	-0.0728950271	0.1528131851	-0.1533254033	0.0115177331	0.1115978766	0.1078204375	0.1016191316	0.0	-0.0149524	-0.01060785	0.00022357426576	0.00011252648162249995	0.200075	-7.000000000001451e-05	4.900000000002029e-09	0.040030005625	0.273046	-0.007755999999999984	0.07455411811599999	6.0155535999999765e-05	-0.00437493	-0.00024132999999999967	5.8240168899999835e-08	1.91400125049e-05	0.000245337	1.4220999999999996e-05	6.0190243569e-08	2.0223684099999997e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
696.8607378756045	-0.6638541909583182	485614.88799253205	0.4407023868529232	1171.4061544769231	2.3408948023293306	5.479788475572477	1372192.3787464132	765.3791160150354	0.17216981724880046	0.029642445971485337	585805.1912319568	836.0006390295857	562.9041552139779	0.8949729999999999	17.60611	0.06952465999999997	0.0381773	-0.048541937199999996	-0.057985701699999996	-0.0182921996	-0.0326769379	-0.0639291259	-0.11049794480000001	0.042977425199999995	-0.0902964281	-0.0495706579	-0.0312421861	-0.021981436200000003	0.0139148684	0.17239285010000002	0.0494383583	0.1500057453	0.1283806615	-0.006039136600000001	-0.038775976600000005	-0.028802667999999997	-0.0349881152	0.0273578879	-0.028796695299999998	0.2029328886	-0.057558128499999986	-0.0317036443	0.10451916259999999	0.0492604203	0.2050220716	-0.0033197099	-0.216331734	-0.0063559502	0.045125659699999994	-0.09194955689999999	-0.0631342257	0.08221898429999999	0.0143539177	0.0140020929	-0.0110433845	0.10274030320000001	-0.0178378607	-0.0841199824	-0.0909299068	-0.0188198238	-0.144398526	-0.0878742457	-0.0737918624	-0.0194936729	0.0656857123	-0.0461372187	-0.0083475786	0.0516363341	0.0058649661	0.043274302800000004	-0.0006805913	-0.1049015563	0.11123788539999999	0.1063989547	0.09848938759999999	0.0	-0.0246737	-0.009721299999999999	0.00060879147169	9.450367369e-05	0.20009	1.5000000000015e-05	2.2500000000045e-10	0.040036008100000006	0.305666	0.03261999999999998	0.093431703556	0.0010640643999999988	-0.00430046	7.447000000000009e-05	5.5457809000000125e-09	1.84939562116e-05	4.63828e-05	-0.0001989542	2.1513641358399997e-09	3.958277369764e-08	-0.000269943	-0.000269943	7.286922324899999e-08	7.286922324899999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
