global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36
703.9942627147267	n/a	495607.92193525156	n/a	1232.1703782495188	n/a	n/a	1518243.8410355619	764.0546464632847	n/a	n/a	583779.502782135	855.6978980074405	598.8694937640003	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
696.6201948599041	-7.374067854822557	485279.69588665076	54.37687672752733	1194.4028076486927	-37.76757060082605	1426.38938908838	1426598.06691908	763.9917078779488	-0.06293858533592811	0.003961265524087904	583683.329706265	849.8049549120932	587.2934638329915	0.905241	25.539034	0.11052033	0.06499780000000001	-0.037847667200000004	0.060547457699999994	-0.08226278690000001	-0.073974793	-0.0039265036	-0.0525877162	0.0680691332	-0.2356411933	-0.0554232719	0.0350950081	-0.0119197996	0.0925599948	-0.0047035089	0.0082475801	-0.11916217039999999	0.0993142924	0.2105909537	-0.0077536885	0.1064482971	-0.02339061	0.1099399893	-0.1112293401	0.1472624251	-0.0101467954	0.023983444	-0.039412841000000004	0.1243661581	-0.0555008675	0.179896826	-0.062330045599999995	-0.0047252013	-0.0543375937	0.0275515375	-0.0930485958	0.0578697004	-0.11549128859999999	0.17687035350000002	-0.19883603030000002	0.09037681630000001	-0.0972633457	0.1836140791	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	0.00572588	0.00572588	3.2785701774400004e-05	3.2785701774400004e-05	0.0266601	0.0266601	0.0007107609320099999	0.0007107609320099999	0.0376799	0.0376799	0.0014197748640100002	0.0014197748640100002	-0.000669769	-0.000669769	4.4859051336099997e-07	4.4859051336099997e-07	0.00013932	0.00013932	1.94100624e-08	1.94100624e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
695.7528116586521	-0.8673832012519824	484071.97493091994	0.752353617814137	1174.4855866499092	-19.91722099878348	396.69569231438146	1379416.3932483816	764.3298367968481	0.3381289188993151	0.11433116579601957	584200.0994178965	844.1462896070456	558.1626945644616	1.236039	34.871643	0.10438723	0.0636438	-0.0987485576	0.0042957885	0.00843748	-0.0376460752	0.05791091280000001	-0.033019812200000005	0.025277204100000002	-0.0542399466	-0.0731834956	0.0226457238	0.0199233184	0.0963504765	0.0410903031	0.029935037299999998	-0.0346049006	0.0876051591	0.08964886970000001	0.037463536	0.10821781119999999	-0.0359961597	0.057212896799999996	-0.0009228411	0.10533048130000001	-0.029957803999999998	-0.0778333643	-0.0128165757	0.1508860412	-0.2067033332	0.0775074733	0.0450634415	0.0330475467	-0.0189442177	0.0226394179	-0.0602929855	0.057439113300000004	-0.005965985300000001	0.11801305220000001	-0.1150024391	-0.0254302976	-0.0594845441	0.061944636399999996	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.016067999999999995	-0.021793879999999998	0.00025818062399999984	0.0004749732054543998	0.034325699999999994	0.0076655999999999955	5.876142335999991e-05	0.0011782536804899994	0.0989976	0.0613177	0.009800524805760002	0.003759860333290001	-0.000536888	0.00013288099999999995	1.7657360160999982e-08	2.88248724544e-07	-0.0	-0.00013932	0.0	1.94100624e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
706.0531326109419	10.300320952289779	498511.02606972435	106.09661172017984	1226.5115051008004	52.02591845089114	2706.696190658776	1504330.472144631	769.1897843957631	4.859947598915029	23.619090664199945	591652.9244188005	854.2469979111604	609.7304892961469	2.179077	61.477013	1.0249398	0.529586	0.1185636576	-0.0083842325	0.2708787978	-0.4147127103	0.1787737508	-0.2498016751	0.1496033907	0.0499657747	0.1078695494	-0.1197936566	0.21634045489999998	-0.11025779470000001	0.14092333740000001	-0.021704789199999998	-0.0559817071	-0.132532301	0.1467358836	-0.1438262888	-0.0260175263	-0.0563966134	0.0707838051	-0.098889674	0.0584667154	-0.028507276600000006	-0.17900535480000002	0.06985786769999999	-0.12575931070000002	-0.1068284019	0.2334183568	-0.0513314367	-0.0082277329	0.3405272018	-0.2014742612	-0.0760547944	0.1533564215	-0.0150108836	0.15895935519999999	-0.2098983881	0.1849213045	-0.0460106851	-0.2311224721	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.226114	-0.210046	0.05112754099599999	0.04411932211599999	0.303445	0.26911929999999995	0.07242519763248997	0.09207886802499997	0.176825	0.07782739999999999	0.031267080625000006	0.0060571041907600005	0.00472024	0.005257128000000001	2.7637394808384004e-05	2.22806656576e-05	-0.0004948040000000001	-0.0004948040000000001	2.4483099841600003e-07	2.4483099841600003e-07	-0.00360701	-0.00360701	1.30105211401e-05	1.30105211401e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
703.7114690368414	-2.3416635741004943	495209.8316539894	5.4833882942691	1174.2083385367782	-52.30316656402215	2735.621232623845	1378765.2222893012	766.8684261296492	-2.3213582661139758	5.388704199655682	588087.1829945651	851.643999111934	607.9897786029748	2.507508	70.742828	1.65816334	0.924588	0.2428624916	-0.05791754	-0.074923723	-0.0011866947	-0.29884179710000003	-0.0517119784	-0.0577769174	0.11625665869999999	0.1748960984	0.1000729467	-0.15470751900000002	0.0183411778	-0.0282902792	0.18515813600000008	-0.20954523879999998	0.022049375899999998	0.2553491348	0.0635059805	-0.0676608623	0.21731047239999998	0.0019816171	-0.0545570797	-0.15208647349999999	-0.022280326200000002	-0.219695395	0.09720347019999999	-0.0703376299	0.007696946600000002	-0.019606863000000002	0.06711691139999999	-0.2240021953	-0.09710181550000001	-0.011261763700000002	0.0477767282	-0.046300261399999994	0.20572957719999999	-0.0243678365	-0.1230144672	0.0306321188	-0.061290352	0.1071228459	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.105042	0.12107199999999994	0.011033821764	0.014658429183999991	-0.288988	-0.592433	0.350976859489	0.08351406414400002	-0.262814	-0.43963900000000006	0.069071198596	0.193282450321	0.0134931	0.00877286	7.69630725796e-05	0.00018206374761	3.19428e-05	0.0005267468000000001	1.02034247184e-09	2.774621913102401e-07	-0.00280623	0.0008007800000000001	6.412486084000001e-07	7.874926812899999e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
710.1161854489783	6.404716412136849	504264.99683660775	41.020392319895116	1163.6773391213953	-10.530999415382894	110.90194868679485	1354144.9495846508	767.3265234279814	0.4580972983322909	0.2098531347393439	588789.9935560726	859.1470248270535	627.6971856702653	2.770387	78.15929399999997	0.68419724	0.351686	0.1263940975	-0.008257913	0.2308337999	0.055723088600000005	-0.3144028452	0.13304587939999998	0.0926005015	0.1108512955	0.23766612210000002	0.086562035	-0.450646438	0.1760773489	0.4165624867	0.06882579400000001	0.07407024150000001	0.0156630605	-0.1407713213	-0.4565355709	0.0722888137	-0.0556906067	0.060783218	0.0361996599	-0.0426541471	0.0683985556	0.1357004118	-0.1421483975	0.0532865226	0.1391981503	-0.014814549599999999	-0.003605733	-0.3474425097	-0.12754891880000002	0.21770743809999998	0.2789844793	0.3695627233	0.026647332200000002	0.09825714990000001	0.17305582100000005	0.0304522211	0.5140606869	-0.0893462376	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.216548	-0.11150599999999998	0.046893036304000005	0.012433588035999995	-0.294933	-0.005944999999999978	3.5343024999999734e-05	0.08698547448899999	-0.411168	-0.14835400000000004	0.16905912422400002	0.02200890931600001	0.0176141	0.004121	1.6982640999999998e-05	0.00031025651881	-0.00237116	-0.0024031028	5.622399745600002e-06	5.774903067367842e-06	-0.000962488	0.001843742	3.3993845625639987e-06	9.263831501440003e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
704.8444132111563	-5.271772237822006	496805.64683497924	27.79158252747084	1183.0588423603654	19.381503238970026	375.64266780220566	1399628.2244870479	767.8395260112007	0.5130025832193041	0.26317165038967905	589577.5377051054	841.0089964904184	590.5965606502124	2.998176	84.585762	1.9225343	1.3359200000000002	-0.0868457027	0.0487442684	0.0388610506	0.0060391663	0.0119676906	0.0117956282	-0.2520949725	-0.18446768219999998	0.0373449587	-0.0373325023	0.15689766300000002	0.1445283587	0.030653616600000006	-0.0678342237	0.07713726	0.0505439375	-0.014927248700000001	0.1017949852	-0.0746753479	-0.0828685617	0.05891575280000001	0.1923530004	0.033614644900000004	-0.23928722789999998	-0.128167022	-0.0956196316	-0.0356832369	-0.0808746762	0.0129080457	0.0027074425	0.0711165076	-0.0077685494	-0.0271244066	-0.1666371546	0.1158709621	-0.0074266679	-0.1019475259	0.0365016657	-0.1989702457	0.0189544067	-0.08295589269999999	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.15849000000000002	0.05805799999999998	0.02511908010000001	0.0033707313639999965	0.07374460000000001	0.3686776	0.13592317274176	0.0054382660291600006	0.14114300000000002	0.552311	0.01992134644900001	0.305047440721	-0.00103239	-0.01864649	0.0003476915893201001	1.0658291121e-06	-0.00249611	-0.00012494999999999995	6.230565132100002e-06	1.5612502499999994e-08	-0.0008641739999999999	9.831400000000016e-05	9.665642596000031e-09	7.467967022759999e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.647642462106	-10.196770749050302	482535.3471781618	103.97413370868784	1140.9142946789461	-42.144547681419226	1776.1628992714184	1301685.4278027571	761.9019211156874	-5.9376048955133465	35.255151895224046	580494.5373997751	835.9753048601426	572.4301481992006	1.509714	42.592674	0.332824995	0.156533	-0.0058873442	0.011941237700000001	-0.069667683	0.1311836109	0.025547509500000003	0.0009410261999999999	0.1023521177	0.1120552491	-0.094474851	0.0582574687	-0.07413442349999999	-0.0294480835	-0.0079215486	0.034157685699999996	-0.0134355938	0.051913111399999996	0.0199130031	0.014019765600000001	-0.0256479812	-0.10714587910000001	-0.0049435726000000004	0.020143116000000003	-0.0762046426	-0.079578988	0.056344334800000014	-0.0455779066	-0.0656835144	-0.0507794717	0.0854429198	-0.0078657772	0.0839620949	-0.050102334000000005	-0.0046134553	0.09233929380000001	-0.0362085939	0.012680538600000001	0.013983239199999999	-0.0318145768	-0.051350752300000004	0.0637158325	0.0266349502	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.0787679	0.07972210000000003	0.00620438207041	0.006355613228410003	-0.0109933	-0.08473789999999999	0.007180511696410001	0.00012085264488999998	0.0632265	-0.07791650000000001	0.003997590302250001	0.006070980972250002	-1.76521e-05	0.0010147379	1.02969300569641e-06	3.1159663441e-10	-0.00177909	0.0007170200000000001	3.165161228100001e-06	5.141176804000001e-07	-0.000941386	-7.721200000000022e-05	5.961692944000034e-09	8.862076009960001e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
695.0406196556073	0.39297719350133775	483081.46297125064	0.15443107461218786	1150.7666119720254	9.852317293079297	97.0681560435093	1324263.7952295742	760.7936576082875	-1.1082635073998972	1.228248001834322	578806.9894569962	835.1598589673756	569.160347728857	1.258097	35.493942	0.117300545	0.0757424	-0.08691326210000001	0.061762631299999995	0.0199546676	0.1003342583	0.0518477316	0.0032728754	0.027824004700000002	-0.0156411794	-0.15156822949999998	0.069932446	-0.0887016332	-0.022377378599999997	0.0389219649	0.043115480899999996	0.0357646498	0.0608454979	0.059945927300000014	0.1121632946	-0.0820182616	-0.0262121223	0.0745174335	0.0410287315	0.0537241642	-0.0926302308	0.036476483500000004	0.0360831479	0.0490868451	0.1674137929	-0.008268608299999999	0.036294533399999995	0.1150097787	-0.0795309697	0.0284739967	0.06898677190000001	-0.0159299922	-0.0093660305	0.0998332173	0.0111827697	-0.097714571	0.0238940095	0.0688824552	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.08681089999999997	-0.008042999999999967	0.007536132358809996	6.468984899999947e-05	0.0614174	0.0724107	0.005243309474489999	0.00377209702276	0.0762608	0.0130343	0.005815709616640001	0.00016989297648999996	-0.00010298900000000004	-8.533690000000005e-05	7.282386501610008e-09	1.0606734121000008e-08	-0.00152269	0.00025640000000000016	2.3185848361e-06	6.574096000000009e-08	-0.0010759	-0.00013451399999999994	1.8094016195999988e-08	1.15756081e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.3785986616151	-1.6620209939922006	480773.88108194526	2.7623137844708223	1166.8571003882253	16.090488416199832	258.903817471861	1361555.4927264168	766.5495505754624	5.755892967174872	33.13030384957316	587598.2134874434	842.4189162004027	575.7377093310866	2.797302	78.918633	0.316299	0.14764000000000002	0.18305232230000001	-0.0577032387	-0.0404059149	-0.0065291894	0.068585149	-0.0735688303	0.0592265994	0.0595099612	0.0399908371	-0.043067830300000005	0.1399143158	-0.1176118259	-0.11832788820000001	-0.0346260161	-0.5411109990999999	0.1034571879	-0.1852267681	-0.0616973028	0.012018693	-0.3822100772	-0.0333031269	0.0404866386	-0.0112907249	-0.1316321225	-0.0592215574	-0.0601383578	-0.0199507064	0.2765391485	-0.0889608968	0.05898264280000001	0.0488882067	0.0710527782	-0.11802423029999999	0.0807100347	-0.0435573121	0.09188316640000001	-0.3656931468	-0.3744256946	0.0795625382	0.10689668960000001	0.028466392200000006	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.138698	-0.05188710000000002	0.019237135204	0.002692271146410002	0.0147822	-0.0466352	0.0021748418790399995	0.00021851343684	0.13060600000000006	0.05434520000000005	0.017057927236000015	0.002953400763040005	0.00261838	0.0027213690000000004	7.405849234161e-06	6.8559138244e-06	-0.00182217	-0.00029948	3.3203035089e-06	8.968827039999998e-08	-0.000828119	0.0002477810000000001	6.139542396100004e-08	6.857810781609999e-07	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
