global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
785.4266056530995	n/a	n/a	616894.9528677495	981.6973414464833	n/a	963729.6702030931	n/a	814.3761567513852	n/a	663208.5246851568	n/a	832.225026448781	713.3636755154872	n/a	n/a	n/a	n/a	-0.0438320695	0.0009186517	-0.0401252301	-0.12524298609999998	0.1257532952	0.19692999949999998	0.1814188332	-0.0690756562	-0.0628623048	-0.032178884399999996	0.0048855704	-0.0708305379	0.1377821722	0.0124099727	-0.0042429317	0.0064484262	-0.07742741639999999	0.0209364537	-0.0209560059	0.0798042392	-0.019242442	0.11510040789999999	-0.0645088473	0.15332177789999998	-0.0126966795	0.0092747013	-0.082273159	0.043137767699999996	-0.0216204635	0.0790491358	-0.063560024	0.006927170600000001	-0.0229501085	0.002007648	-0.0547005382	0.0012675294	-0.20626496079999998	0.029005711400000002	-0.0291259993	0.0810621405	-0.0904862419	0.1504653371	-0.0337329685	-0.028231915	0.0398216397	-0.045660947400000006	0.1084927573	-0.1449877139	0.1118522607	-0.0303234306	-0.026984925899999998	0.0827408712	-0.0145336075	0.1395211671	-0.2884894787	0.0279531279	-0.1278089268	0.1442785267	-0.14897387369999998	0.036274762	-0.0630404837	0.1179681319	0.04202212	-0.0248128848	0.0932022431	-0.0210236169	0.0863594782	-0.0017191813	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.0	n/a	n/a	0.0	6.26371e-05	n/a	3.92340629641e-09	n/a	-0.0975615	n/a	0.00951824628225	n/a	-0.000388059	n/a	n/a	1.5058978748100002e-07	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
781.711395039099	-3.715210614000512	13.802789906382058	611072.7051339743	961.3866920239444	-20.31064942253886	924264.3716007427	412.5224799652781	813.5588134634065	-0.8173432879787015	661877.9429639857	0.6680500504038346	828.8956660862268	695.6555676402822	1.10488	16.056252	0.12923705210000005	0.078416	-0.005032227	0.0023122064	-0.0284343289	-0.030993278	0.012897463100000001	0.0838237771	-0.007137911600000001	-0.0904390592	-0.0341076645	-0.11198547619999999	-0.007821102199999999	-0.0681339966	-0.012544891899999999	0.07844497889999999	-0.029959509900000007	-0.0405394019	0.0933752841	-0.014322119099999999	0.051731803	-0.0364077176	-0.0628752029	0.0075422186	-0.1269679608	-0.0565601797	-0.09175905599999999	0.0422265298	0.0110552999	-0.1030308027	0.0347777109	0.0046213034	0.061099485599999996	-0.022577668399999997	-0.0123866455	-0.1254474033	0.0189528862	0.0453409381	-0.0227657222	0.0016928404	-0.0462721471	-0.0203151751	0.0592211514	0.016831782	-0.0171497883	-0.0546656467	-0.0187398862	-0.1079895909	0.0027827492	0.031828073900000003	0.0125736287	0.000716897	-0.10881016140000001	0.06884687540000001	0.0352189549	-0.0320192001	-0.1037157367	0.0761401377	-0.06847859469999999	0.0318221109	-0.13381910800000002	0.1450497629	-0.0529874834	0.01942525	0.0548436891	-0.0575503824	0.0193788703	0.0782801653	-0.0192941862	0.0159360237	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.0	0.0	0.0	0.0	-0.0380653	-0.0381279371	0.0014489670640900002	0.0014537395875015564	-0.0300638	0.0674977	0.00090383207044	0.004555939505289999	8.416930000000001e-05	0.00047222830000000004	2.2299956732089e-07	7.084471062490002e-09	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
779.3637510298711	-2.3476440092279063	5.511432394063678	607407.8564193508	960.739908202443	-0.6467838215014581	923021.1712128384	0.41832931175603	814.5585580350586	0.9997445716520588	663505.644468154	0.9994892085477584	829.7447019431082	691.6107011569792	1.2185629999999998	17.708305	0.10670720565	0.0852191	0.0365593688	0.0160766827	-0.004026933	-0.0692414403	-0.0579155228	-0.001256294	0.0946761282	-0.0104512605	0.016559629	-0.0871737703	0.0557490151	-0.0613106202	-0.0248824025	0.19354745210000002	-0.0204896401	-0.1353488286	0.10437287869999999	0.0229443512	-0.0667807628	0.0060121899	0.12401984029999999	-0.0863516955	0.043925185	-0.0167480732	-0.05763752480000001	0.0024214326	-0.0826028215	-0.1213917774	0.014579243300000001	-0.0708230534	-0.071763491	0.1673535347	-0.0802173768	0.0084272875	-0.1446983787	0.026337485299999998	0.026646954100000002	-0.045718791200000004	-0.0468780462	0.0769527367	0.0796732091	0.0980482017	0.0130626583	-0.0344878778	-0.0863103826	-0.0417701588	0.0763991321	0.058935435700000004	0.1403162071	-0.045898836	-0.1305385622	0.08077132690000001	0.0108972523	-0.0311868829	-0.030821167200000006	-0.0607452683	-0.06510601790000001	0.0706437326	-0.1675325417	0.0375726376	-0.0769596456	-0.1425364884	-0.018198414	0.0495500415	0.1552004623	0.0521763679	0.032254702999999996	0.016860103600000002	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	8.190650000000001e-06	8.190650000000001e-06	6.708674742250001e-11	6.708674742250001e-11	0.0456701	0.08373539999999999	0.00208575803401	0.00701161721316	-0.023269400000000003	0.0067943999999999964	0.0005414649763600001	4.616387135999994e-05	-0.000137299	-0.00022146830000000002	4.904820790489e-08	1.8851015400999998e-08	0.000101916	0.000101916	1.0386871056000001e-08	1.0386871056000001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
779.8506346019248	0.4868835720536708	0.2370556127357421	608167.0122890248	951.4234921271633	-9.316416075279676	905206.6613714464	86.79560848772957	814.2325614714732	-0.3259965635853632	662974.6641603964	0.10627375946946577	827.9609240687857	689.8085435649367	1.234458	17.939301999999994	0.08297617534999999	0.0492146	0.0020084963	-0.0710324346	-0.0264204334	0.012086790900000002	0.0291078592	-0.0590599877	-0.10584968439999999	0.010742960900000001	-0.011995416	-0.1041623591	0.006281335600000001	-0.0571863115	0.0738743393	0.013188133400000001	-0.08572747550000001	-0.060817661900000014	-0.0147157274	0.1006033308	-0.10611194539999999	0.0848609803	0.0542456718	-0.0149666447	-0.058299929	0.0729564467	0.06341973620000001	0.0987654878	0.019454016	0.0185648164	0.10639057800000001	-0.0098640774	0.042565164	-0.1375720339	0.0531693704	0.022752852900000002	0.048393913200000006	-0.20741674710000002	0.0089381811	0.1753254057	-0.01656036	0.049054870300000004	0.0681501057	0.0795003596	-0.0225687902	0.0166326685	0.014699541699999999	-0.1243249123	-0.0444933493	-0.0767080336	0.0356210287	-0.0451924606	-0.0534075061	0.028340242999999998	0.0349168024	0.0036506352000000002	-0.0020443429	0.0401799756	-0.0221144678	-0.057315004100000004	-0.10137281669999999	-0.0296736432	0.0236751303	0.0084952597	-0.08498767859999999	-0.0441437634	0.013585927	-0.0581745018	0.09701358269999999	-0.0944993879	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.00490664	0.00489844935	2.3994806034515423e-05	2.40751160896e-05	0.000349274	-0.045320825999999995	1.21992327076e-07	0.002053977269322276	-0.00844508	0.014824320000000004	7.131937620640003e-05	0.00021976046346240005	4.4232700000000014e-05	0.0001815317	3.295375810489e-08	1.9565317492900005e-09	-0.0	-0.000101916	1.0386871056000001e-08	0.0	-7.52039e-05	-7.52039e-05	5.65562657521e-09	5.65562657521e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
778.5445135296112	-1.3061210723135446	1.7059522555414834	606131.559547059	950.362621110799	-1.060871016364331	903189.111604588	1.1254473133618883	814.6245413074475	0.3919798359743254	663613.1433003693	0.15364819181045905	828.1663905988896	685.6650800645523	0.972079	14.126379	0.035230984000000014	0.0195435	0.014271013600000004	-0.08646646390000001	0.0204146655	0.0337377549	-0.0054073649	-0.0745813478	-0.0732316823	-0.0138063656	-0.0224544014	-0.042853837199999995	-0.027161433	-0.1302547463	0.011499071299999998	0.016196463600000002	-0.0886195176	0.0024198495999999997	0.0837400219	0.0436057251	-0.0065817895	-0.0887823477	-0.023805798700000002	-0.1383708975	0.0577225638	0.0329725644	-0.0376805645	0.0283006483	0.0094350836	0.0465479632	0.1030569597	-0.0182400827	-0.07406369900000001	-0.0596367106	0.0516219357	-0.0026025872	0.008924935699999999	-0.0921471195	-0.0109344551	0.0401433292	0.0647246433	0.0008736448	0.035537990400000004	-0.0773850413	-0.0338293659	0.012635510800000001	0.0302471841	-0.1061490974	-0.0074501452	0.0061211198	-0.0698588499	-0.041524878700000004	-0.09213736410000001	0.0804089607	0.1065869844	-0.0035031204	-0.026238007799999997	0.0346461573	-0.0238246512	-0.0870497817	0.0130230962	-0.020584575900000002	0.06388595009999999	-0.1622718514	0.0129332563	0.0066529282999999995	-0.0166376759	0.0025402765	0.0199138473	-0.11044421410000001	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.0	-0.00490664	2.40751160896e-05	0.0	-0.017551499999999998	-0.017900773999999998	0.00030805515224999994	0.000320437709799076	-0.00341157	0.005033510000000001	1.16388098649e-05	2.5336222920100005e-05	0.00011683	7.259729999999999e-05	5.270367967290001e-09	1.36492489e-08	-0.0	0.0	0.0	0.0	0.0	7.52039e-05	5.65562657521e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
780.5883552073303	2.043841677719115	4.177288803581687	609318.1802852853	957.5940463015767	7.231425190777713	916986.3575122262	52.29351028981449	816.6721133106313	2.047572003183745	666953.3406592526	4.192551108221896	830.8193791479573	690.4904813832596	0.9763480000000002	14.188412	0.05713911660000001	0.035169599999999995	0.003207184	-0.0766537954	-0.0279835001	-0.0469323145	0.06668660650000001	-0.0403233387	-0.0553841615	0.0132113997	0.13529223880000002	0.09017622869999999	0.0398611115	-0.0895625158	-0.0842811732	-0.0184307012	-0.0341241412	0.08565421880000001	0.036686107200000005	0.1610096141	0.0204997102	-0.0301212919	-0.0511503507	-0.0934126042	-0.0326125726	-0.11652183619999999	0.0575701664	-0.025134050800000002	-0.028486709	0.0409452324	0.1394897632	-0.1506201761	-0.0143239234	-0.0103945553	-0.0029004263	0.073786776	-0.0048116502	-0.08525929759999999	0.034236522900000003	0.006544539300000001	0.0869680412	0.0693722041	-0.17584611449999998	0.0004588087	0.08685068289999999	0.09333592210000001	0.0932365908	0.0012211493	0.0739023285	0.0949113377	-0.0415256049	0.056120395999999996	0.045613616100000004	-0.045002185099999994	0.0196683394	-0.0030608512	-0.0385616264	0.0963204266	0.0178428193	-0.2072196733	-0.0090412876	-0.0460434676	-0.1323544565	-0.0891857716	0.0475972597	-0.0243297752	0.0678929655	0.09487073609999999	0.1365656484	-0.0706135386	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	1.6041600000000002e-05	1.6041600000000002e-05	2.573329305600001e-10	2.573329305600001e-10	0.012847	0.030398499999999995	0.00016504540899999994	0.0009240688022499996	-0.0181264	-0.014714830000000003	0.00032856637695999997	0.00021652622192890004	0.000151079	3.4249000000000004e-05	1.1729940010000005e-09	2.2824864241e-08	8.02589e-05	8.02589e-05	6.44149102921e-09	6.44149102921e-09	0.000125687	0.000125687	1.5797221969e-08	1.5797221969e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
781.5033429577762	0.9149877504459027	0.8372025834660536	610747.4750541797	966.0326193561128	8.438573054536164	933219.0216600323	71.20951519674381	816.1005413798082	-0.5715719308230973	666020.093640416	0.32669447210484354	831.1481403222681	701.8171347131853	1.006424	14.625473	0.09651747263	0.0551377	-0.045577587	-0.06985474480000001	-0.0316564004	-0.1301361864	0.0995483615	-0.0196894284	0.05019652769999999	0.0189891438	0.0995111732	0.09080252609999999	0.0707928259	-0.0347791536	-0.013523898999999999	0.0186660781	0.004582523	0.05372437769999999	-0.07077223719999999	0.0309263266	-0.052903282	-0.0492922978	-0.125720879	0.0008059642	0.06827976690000001	-0.0370160063	0.030814228399999997	-0.0843622175	-0.0525865307	-0.0739590627	0.114804178	0.0637487392	-0.0066188835	0.005711074	0.0007646552	0.0512908699	-0.1553912124	0.0023478618	0.0486253108	0.0087830652	0.0965198576	-0.1733290228	-0.0314281587	-0.0320911683	0.0736230889	0.09321986300000001	0.0225549792	0.030134831	0.11804839060000001	0.0259783892	0.0072986266	0.0611809146	0.027335437799999997	0.0500721284	-0.0385091441	0.0290494936	-0.1050037713	0.041998182	0.0341099395	-0.0878599212	0.0268194734	0.0330919952	0.0369895959	0.0475678576	0.0626531005	0.0469555007	-0.0208259913	0.0866924445	0.0284609935	0.0056995118	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	-9.83603e-06	-2.5877630000000007e-05	6.696517344169003e-10	9.674748616090002e-11	0.0587165	0.0458695	0.00344762737225	0.00210401103025	-0.0100698	0.008056600000000002	0.00010140087203999997	6.490880356000003e-05	-0.000323995	-0.000475074	2.2569530547600002e-07	1.04972760025e-07	-0.00017029	-0.0002505489	6.277475129121e-08	2.89986841e-08	0.0	-0.000125687	1.5797221969e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
780.2808848427127	-1.2224581150635458	1.4944038430847175	608838.2592509267	961.2691611241722	-4.763458231940604	924038.4001283698	22.690534327442702	815.2148629404248	-0.8856784393833549	664575.2727589756	0.7844262979885352	829.4595669716597	705.8833210844945	1.075912	15.635284	0.07525292267000001	0.0383103	-0.08445353380000001	-0.0402750074	-0.0441441258	-0.1155463114	0.063117817	-0.0436259525	-0.0589281988	-0.033701059	0.0560265456	-0.1093990676	0.034236198100000004	-0.014454525800000001	0.1924829566	0.0452847599	-0.004969437100000001	-0.0313084665	-0.056320494299999996	0.0111044529	-0.08992754039999999	0.081611403	0.0049363774	0.048653250099999996	0.0572801978	-0.10254751150000001	-0.0646714308	-0.0443701369	-0.0509462086	-0.0036467463	-0.10094962140000001	0.0313772571	0.04806572059999999	0.07892807190000001	0.0659036937	-0.041839318	-0.022361156200000003	0.0409111533	-0.0121752915	-0.060431341799999996	0.0234756153	-0.0095659627	-0.0051173979	-0.21986957170000002	0.0311702486	0.0299179173	-0.0344796241	-0.1206181805	0.0898013278	-0.1162592183	0.0494460621	-0.0942691576	-0.0376879107	-0.0560310003	0.015768891	0.036740795	-0.0183004157	0.0296444881	0.1022320592	0.0241603721	0.028055489399999998	-0.013486242399999999	0.0219101696	0.0595652391	-0.0957142094	0.08669932529999999	-0.009749868299999999	-0.021694265499999997	0.0335407494	0.050976955	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	-2.51187e-05	-1.528267e-05	2.335600023289e-10	6.309490896900001e-10	0.0647089	0.005992400000000003	0.00418724173921	3.590885776000002e-05	0.00946164	0.01953144	8.95226314896e-05	0.0003814771484735999	-0.00051172	-0.000187725	3.5240675625000006e-08	2.618573584e-07	0.000400278	0.000570568	3.2554784262399997e-07	1.6022247728399998e-07	-0.000235983	-0.000235983	5.5687976289e-08	5.5687976289e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
779.1001117479767	-1.180773094735855	1.3942251012520883	606996.98412571	954.1294318675824	-7.139729256589817	910362.9727559556	50.97573385740458	814.7796346625481	-0.4352282778767176	663865.8530608354	0.1894236538635333	829.0847129652956	698.0742701168477	1.213332	17.632296	0.1118192987	0.06321109999999999	-0.0813270092	-0.1269065586	0.019010701499999998	-0.031751567	0.0502204694	-0.0560982316	-0.1039043322	0.045356815999999994	0.0594288953	-0.018044723500000002	0.10789208060000001	-0.0143025262	-0.021029065	-0.1129928504	-0.0192615456	0.0865588124	0.0283448729	0.020362425	0.056372345899999995	0.1535656138	0.0019811464	-0.024515327200000003	0.101326422	0.0056321172	-0.0668119847	-0.1403106209	-0.1354800076	0.040466699	-0.0664559076	0.03177843	-0.0005138903	-0.0691874508	0.0523552005	0.0943528429	-0.0857163722	-0.045070709400000006	-0.0687897343	-0.0914643024	-0.0072228602	-0.0669799979	-0.0178560152	0.0764376977	0.0525565458	0.11635440039999999	0.0078099488	-0.0284460729	-0.0322716386	-0.0079057017	-0.09583751210000001	0.050002742999999995	0.0409632555	0.0009152492999999999	-0.0544889875	0.0735436979	-0.0584804149	0.0852957421	-0.018341884699999998	-0.0231608987	0.0730337631	-0.1035027266	-0.2105943496	0.0156045878	-0.0151109759	0.0942200915	-0.0256410704	0.047751344800000005	-0.0003549237	-0.04807179599999999	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.00638744	0.0064125587	4.112090908094569e-05	4.079938975360001e-05	0.0227871	-0.0419218	0.0005192519264099999	0.0017574373152400005	0.0078641	-0.0015975399999999995	6.184406881000003e-05	2.5521340515999992e-06	0.000298894	0.0008106140000000001	6.570950569960001e-07	8.933762323600003e-08	-0.0	-0.000400278	1.6022247728399998e-07	0.0	-0.000262839	-2.685600000000001e-05	7.212447360000009e-10	6.9084339921e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
780.2056674480051	1.1055557000282759	1.2222534058650116	608720.8835179871	960.264872321166	6.1354404535835565	922108.6250139852	37.643629559469595	815.7468449078142	0.9672102452660738	665442.9149770534	0.9354956585476586	830.4220677713437	704.5301352516385	1.080631	15.703860999999998	0.05617258054	0.0337985	-0.064812667	-0.0901791317	-0.0531041157	-0.1020024184	0.045727999000000005	-0.0165857631	0.0359697448	0.06598130690000001	0.09070087060000001	0.12950168199999998	0.0799791352	0.0568618742	-0.1185413184	0.005324586700000001	-0.042735152400000004	0.0154987799	0.11204992679999999	-0.0916474491	0.012941308600000001	0.0293976937	0.0768134282	0.07847553759999999	-0.0214933539	-0.0494300897	0.031654149900000005	-0.0251748216	0.025793133700000002	-0.026042273799999998	-0.1579541679	0.0424333887	0.0200533458	-0.1056218618	-0.11402226300000001	-0.0584215854	0.10837678460000001	-0.0626651593	-0.0565903353	0.0233254917	-0.0381940358	-0.1266771438	0.1505754241	0.07231571769999999	0.1009157007	0.08437234710000001	-0.042736604500000004	0.1125786065	0.0322703236	0.0753311155	-0.0677412379	0.0563814095	-0.0460301279	0.009885902299999999	0.051966354299999996	0.0541515553	0.0305988952	-0.1067987007	-0.1066386543	0.08477246779999999	-0.016513797900000002	0.014621476999999999	-0.1333605232	0.0654345119	-0.06320640849999999	-0.037342711	-0.1059840943	0.104158586	-0.1675700603	-0.03742135	0.1059246424	0.1011839538	0.0934393406	0.0829207229	3.15946e-06	-0.00638428054	4.0759038013422705e-05	9.9821874916e-12	0.052277099999999986	0.029489999999999995	0.00273289518441	0.0008696600999999997	0.0071753	-0.0006888000000000008	5.148493009e-05	4.7444544000000105e-07	0.000321139	2.2245e-05	4.94840025e-10	1.03130257321e-07	0.000107106	0.000107106	1.1471695236e-08	1.1471695236e-08	0.0	0.000262839	6.9084339921e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
