global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
697.0608693947414	n/a	n/a	485893.8556413528	941.560603699636	n/a	n/a	886536.370439223	733.6395331386867	n/a	538226.9645839502	n/a	757.8744724353967	594.6244703174045	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0
693.7241060978723	-3.3367632968690937	11.133989299332708	481253.135381292	927.7658425133237	-13.794761186312256	190.2954361873872	860749.4585344574	733.4475886225952	-0.1919445160915529	537945.3652562996	0.036842697257620426	754.4727137705867	599.9545099524283	1.247527	22.48357	0.036030631937899	0.0278996	-0.008643521500000001	0.0063662994999999995	0.1125694797	0.029634047900000002	-0.0572428375	0.0963327281	-0.0569330926	-0.0160951781	0.1081074541	-0.013454491599999998	0.0346456195	-0.1078089363	0.0056640814	-0.045382174299999994	0.1361064699	-0.0538682718	0.0255291524	-0.0174828136	0.150066235	-0.0809183504	0.060176933099999996	-0.017880809299999998	0.0843005501	-0.094173936	0.0692316667	-0.012130018400000001	0.07069880190000001	-0.0476798576	0.08836139779999999	-0.0224125345	0.059951909299999995	-0.0300736489	0.0364373542	-0.0693065704	0.0156286832	-0.006575648199999999	0.0327456863	-0.06581331950000001	0.0897865725	-0.023614614199999998	0.051452726100000006	-0.1205456003	0.1348506225	-0.1219445618	0.0974145026	-0.0339912365	-0.1079978209	-0.0479181512	0.0220715364	-0.0866892808	0.118332908	-0.0227595658	0.011041538899999998	-0.0977234999	-0.0332166726	0.0068535442000000005	-0.062158352800000004	0.047841782699999995	-0.10642476630000001	0.1774722716	-0.0960792372	0.008535506	-0.0229777289	0.026100440099999997	-0.0524443112	0.022854209900000002	-0.0228011903	0.1553984276	-0.0062366927	0.0659087233	-0.0686648653	0.0570039641	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-7.378989999999999e-10	-7.378989999999999e-10	5.444949342009997e-19	5.444949342009997e-19	0.0187031	0.0187031	0.00034980594960999986	0.00034980594960999986	-2.98812e-05	-2.98812e-05	8.928861134399999e-10	8.928861134399999e-10	0.000345953	0.000345953	1.1968347820900002e-07	1.1968347820900002e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.5205737886121	-0.2035323092602539	0.04142540091281163	480970.7862680857	916.128799160285	-11.637043353038736	135.42077800050302	839291.9766508656	733.5541224210001	0.10653379840493926	538101.6505208436	0.01134945020258424	753.9357501435776	587.027773332033	1.085308	19.559971	0.09592698193789899	0.048627	0.0130134721	0.1183788208	-0.0173342699	0.0511382106	0.0095270146	-0.0176651466	0.0940831476	-0.013467583500000001	-0.0593087662	-0.039160313599999996	0.12207726039999996	0.024086134900000004	-0.10531965480000001	-0.10588698140000001	0.0248194831	-0.1596381408	0.10325119220000001	0.0210619163	0.18174800030000002	0.0867999025	0.1153507797	0.0193767671	-0.08999681050000001	-0.10943732449999999	-0.0607873604	-0.0225913412	0.0507566821	-0.07459297919999999	0.1019120022	0.1206043434	0.0564992134	0.0551426477	-0.0706699008	-0.1017622148	0.0723176375	-0.056764208499999996	-0.18421430030000002	0.0437764023	0.149412439	-0.0996438347	-0.0196939621	-0.0912765823	0.038329262	-0.0492228767	-0.0842963209	-0.011183852099999999	-0.0052425501	0.1505248908	-0.0102940479	0.0420224059	0.1041787007	-0.038169229	0.08320747349999999	-0.0360750215	0.0693049788	-0.1150946506	0.0028212267	0.15461608	-0.1460446035	0.1085115619	0.0244360553	0.0361232981	0.008938220600000001	-0.0032188509000000004	-0.1516792504	0.0728893694	0.0222585396	0.21153397079999997	-0.0636200269	0.0073626606	-0.061572642000000004	0.0818895096	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.00486449	0.004864490737899	2.3663270139105154e-05	2.36632629601e-05	0.0146494	-0.004053699999999997	1.6432483689999973e-05	0.00021460492035999998	0.0375223	0.0375521812	0.0014101663128776331	0.0014079229972900002	0.0008189810000000001	0.0004730280000000001	6.707298783610001e-07	2.2375548878400007e-07	0.000439242	0.000439242	1.9293353456400001e-07	1.9293353456400001e-07	7.686219999999997e-05	7.686219999999997e-05	5.907797788839995e-09	5.907797788839995e-09	0.0	0.0	0.0
693.3768193706243	-0.1437544179877932	0.020665332691009158	480771.4136405233	916.8562748188265	0.7274756585414934	0.5292208337703795	840625.4286746555	734.0861026169136	0.5319801959135475	538882.4060552899	0.2830029288442164	755.1723463263343	586.7535688574491	1.070497	19.293041	0.15123661684599998	0.0928514	0.052971410700000006	-0.0563818346	-0.1006823202	0.0574097258	-0.029635784300000002	-0.11310974210000001	-0.0101281862	0.0594060469	-0.0126004216	0.014867671599999997	-0.0935919118	0.13929910380000002	-0.0069994923	-0.0293104998	0.0146342233	-0.1211441298	-0.0166501617	0.0235613511	0.1289111625	-0.05528472190000002	0.0135517403	-0.0125116517	-0.0249404971	-0.1833775272	-0.09470155179999999	-0.1206284093	0.0156147837	0.07754648730000001	0.0571132549	0.0489404163	0.0724424176	-0.10771838980000001	-0.1071258238	0.0235009916	-0.085889908	-0.0546289724	-0.0007851196	-0.0029999782	-0.1458852687	0.0275015965	-0.1277838959	0.0891882426	-0.0739724438	-0.0382237436	-0.0253309481	0.055642709900000004	0.12963938390000002	-0.0136195929	-0.0001080614	0.063734649	0.0128194222	0.007672919100000002	0.023069855299999997	-0.073695265	-0.009541803100000001	-0.054572058300000004	-0.062164295599999995	0.0394441315	-0.1178966685	0.0927650056	-0.0168641209	0.0570287325	-0.015054632	-0.09246360630000001	-0.0978411958	0.077722418	-0.132212245	0.10487096439999999	-0.0548544404	-0.040122425	-0.0417657467	0.0982793119	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-4.16846e-07	-0.004864906846	2.3667318620257665e-05	1.7376058771600006e-13	0.105334	0.0906846	0.00822369667716	0.011095251556	0.0165057	-0.0210166	0.00044169747556	0.00027243813249000005	0.00045789	-0.0003610910000000001	2.0966325210000005e-07	1.3038671028100008e-07	0.000183785	-0.00025545699999999995	3.3776926225000004e-08	6.525827884899996e-08	0.0	-7.686219999999997e-05	5.907797788839995e-09	0.0	0.0	0.0	0.0
693.3212191078543	-0.05560026276998542	0.003091389220091427	480694.3128652013	915.2302848930087	-1.6259899258177484	2.643843238860806	837646.474385338	733.6717228769113	-0.4143797400023459	538274.1969491753	0.17171056892441178	754.0410294742572	593.7421799221545	1.054348	19.002003	0.054614704454	0.0322933	0.006089908000000001	-0.1017281174	0.060577455599999996	-0.0276147072	0.0278025859	0.0102048195	-0.0550912173	0.045086962	0.0987621209	-0.035647667200000004	-0.0770455368	-0.005934263299999999	0.037378596	0.0744800697	0.0604296545	-0.0216994509	0.0690819486	-0.0392200192	0.0441012743	0.056727703399999996	0.1869492582	0.033104263599999996	-0.0703399195	-0.08737294820000001	-0.0163727004	-0.0205160167	-0.0705715785	-0.1366382512	-0.11670176269999999	-0.0173531046	0.0419280786	0.0298486258	0.0458879545	-0.11540223960000001	-0.0544896737	-0.0405948742	-0.1169970565	-0.06917808980000001	-0.0233830685	0.0346233119	0.0517230491	-0.0038032236	0.0094621831	-0.1328710488	0.05107562400000002	-0.0408788733	0.01110172	-0.1000778722	0.0186251663	-0.0616662788	0.015470412	0.030596691699999998	0.07192038889999999	0.0404862263	0.0078449126	-0.0482151743	0.0351729478	-0.0156821201	-0.1200641393	0.0745714443	0.1174855293	-0.0034226049	0.0420618583	-0.10684643199999999	-0.0943880973	0.0398968412	0.0395669549	0.0620413475	0.0970014515	-0.0379290453	-0.1649149117	-0.11266324039999999	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-2.15963e-05	-2.1179454e-05	4.48569271738116e-10	4.664001736900001e-10	0.0797738	-0.02556019999999999	0.0006533238240399996	0.006363859166440001	0.00105096	-0.015454740000000003	0.00023884898846760004	1.1045169216000003e-06	0.000384343	-7.354699999999998e-05	1.4771954164900004e-07	5.409161208999996e-09	-1.42397e-05	-0.0001980247	2.0276905609e-10	3.9213781810090005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.9586224851885	0.6374033773341807	0.40628306543702	481578.5697215403	918.1048887523878	2.8746038593790217	8.263347348356769	842916.5867510344	734.5346007242497	0.8628778473383818	539541.0796611329	0.7445581794273197	754.1164558031347	598.6534131901183	0.974698	17.566504000000002	0.0880651159	0.0602144	-0.055247243200000004	0.0415260399	0.0752204629	-0.0067015605	-0.0034327775	0.0680279642	0.0271919797	-0.0769230744	0.1066269217	0.0030787519	0.018464961499999998	-0.1425137011	0.044294351100000004	0.017367013400000002	0.0185433862	0.045073645999999995	0.0452422247	0.0005406591999999999	0.0710466722	0.00023882610000000001	0.060038540099999996	-0.0999674379	0.046293762300000006	-0.061219652199999995	0.0276901276	-0.0320871579	0.0162683783	0.1231304058	0.11007960900000001	0.0108672197	0.025103119900000002	-0.0051901722	0.0216130718	-0.0328466739	0.0551620242	0.045143505300000004	0.038134752	-0.0459344344	-0.0880026387	-0.014056076499999999	0.0059483547	0.0361549461	-0.0396339004	-0.0349530781	-0.025394836299999998	-0.047959458600000004	-0.1049541633	-0.0120933349	-0.0495734653	-0.0768735629	0.0345564027	0.0411754968	-0.010747430700000001	-0.101694219	-0.09443728470000001	-0.0053582078000000005	-0.0116294751	0.0164182306	-0.045794990099999995	0.1285286433	-0.0693289527	-0.10398810289999999	0.0208490665	0.0637780005	0.0422856249	-0.08451353369999999	-0.1183847394	0.0523390839	0.0123410396	-0.0022715558	0.0100383021	0.0176712646	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-2.74072e-05	-5.810899999999996e-06	3.376655880999995e-11	7.511546118399999e-10	0.0214424	-0.05833140000000001	0.0034025522259600012	0.00045977651776	0.0155062	0.01445524	0.00020895396345760005	0.00024044223844000006	0.000414402	3.0058999999999927e-05	1.7172901760399998e-07	9.035434809999952e-10	-0.000146615	-0.0001323753	2.1495958225e-08	1.752322005009e-08	-0.000143019	-0.000143019	2.0454434361e-08	2.0454434361e-08	0.0	0.0	0.0
694.4200432618761	0.4614207766876461	0.2129091331590306	482219.1964838259	918.8546668186343	0.7497780662465631	0.5621671486244354	844293.8987343834	734.8406557959603	0.3060550717106025	539990.789410637	0.09366970691978206	754.5271883414425	596.868388499722	0.933431	16.822775	0.1124229475	0.0582057	-0.0627583767	0.0875655897	-0.0326150052	-0.0009466132000000001	0.00382673	-0.0037037246999999996	0.0681068987	-0.10264788279999999	-0.059977002599999996	0.055868443200000006	0.1409034053	-0.0051661857	-0.0769154595	0.0086156901	-0.054838913200000006	0.0270829674	0.0727638773	-0.1863714554	-0.0329582069	0.032424	-0.11188976310000001	0.1120004327	0.0526442534	-0.1103968716	-0.0425120289	0.10228066300000001	0.0884941689	0.1155614118	-0.0878414356	0.17416445460000002	0.06852412849999999	0.1199912732	-0.0161201889	-0.0093150863	0.055588664100000004	0.0503475406	-0.0040171749	-0.056951750599999997	0.0896231317	-0.11713451470000001	-0.1458003892	0.0388934309	0.1415468742	-0.049891345700000006	0.0686592678	0.007727374300000002	-0.0603643205	0.1230040568	-0.06576310070000001	0.0196260163	-0.027858261699999998	-0.028703970899999997	0.0810746448	0.052471308700000004	-0.0511151632	-0.1777382802	0.0625626794	-0.10358489929999999	0.0105376658	0.0033196798999999997	-0.0205353056	0.02275225	-0.0786888455	0.1455555705	-0.2018197786	-0.056300298600000014	-0.0728232814	0.002975068	-0.045945169699999996	-0.09696036949999999	-0.0275354704	0.1113324284	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	2.89403e-05	5.63475e-05	3.17504075625e-09	8.3754096409e-10	0.06360980000000001	0.042167400000000015	0.0017780896227600007	0.004046206656040001	0.0383871	0.022880900000000003	0.00052353558481	0.00147356944641	0.0008189810000000001	0.0004045790000000001	6.707298783610001e-07	1.636841672410001e-07	0.000252153	0.00039876800000000003	6.358113540899999e-08	1.5901591782399994e-07	0.0	0.000143019	2.0454434361e-08	0.0	0.0	0.0	0.0
693.8185683439798	-0.6014749178963257	0.3617720768583917	481384.20577888977	918.4787348671653	-0.375931951469056	0.14132483213533267	843603.1864031884	735.0022473634543	0.16159156749404247	540228.3036293285	0.026111834685181683	755.6283398673743	595.6352423498598	0.986384	17.777110999999994	0.1469097003	0.0647813	-0.0357977015	0.012562978899999999	-0.14689316689999998	0.08862301269999999	-0.0402342922	-0.1117416911	-0.0026473082	0.0017068382	-0.12131889679999999	0.0575783371	-0.0562193487	0.07326364190000001	-0.030274086800000002	-0.0526454645	-0.035308159	-0.0987259636	0.017235692	-0.057254371299999995	-0.050807264500000004	-0.053306915700000006	-0.0471673834	0.0467944639	-0.0126840049	0.06546975440000001	-0.09512888800000001	0.10251248710000001	-0.0921875967	0.0439889168	-0.10728803	0.023336574	-0.0598282671	-0.07051085730000001	-0.0473587867	-0.1591750113	0.0132543625	0.1128594571	-0.0553479199	-0.0234659246	-0.0263347798	-0.0677766968	-0.10297356769999999	-0.0053276175	-0.1362857633	0.1768371188	-0.0344229439	0.0643260252	0.10096167310000001	0.024066532999999998	-0.0673717626	0.11277188099999999	-0.0535393575	-0.0395608108	0.0358667811	-0.0674243516	-0.0087319084	-0.07054433759999999	-0.06541186660000001	0.037002080699999995	0.042905451100000006	-0.08199023150000001	0.0080473655	-0.11399780300000001	-0.1065098328	0.0265230483	-0.0101855003	0.058625310800000004	-0.0756711018	0.0048581428000000005	0.1036252666	-0.1233261378	-0.0372934136	0.13533264220000002	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.0264711	-0.0265000403	0.000702252135901624	0.0007007191352100001	0.107761	0.04415119999999999	0.0019493284614399988	0.011612433120999998	0.00311044	-0.03527666	0.0012444427407556	9.6748369936e-06	0.000412683	-0.00040629800000000014	1.70307258489e-07	1.6507806480400006e-07	-0.000161185	-0.000413338	2.5980604225e-08	1.7084830224399994e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.0142808820611	-0.8042874619186478	0.6468783213995403	480268.7935064804	916.0018840200322	-2.4768508471330506	6.1347901189437115	839059.4515282485	734.2923740921009	-0.7098732713534446	539185.2906498138	0.5039200613820412	754.7715040588936	608.2440042661287	1.1251719999999998	20.278431	0.064261496	0.0292519	-0.063922614	-0.1236127848	-0.021656827599999998	0.0130885532	0.0329678156	-0.0050405463000000005	-0.0781786466	0.0588579276	-0.030378505	-0.0151314825	-0.0859004481	0.040538811	0.0669619346	0.0201595278	0.0162031863	-0.04247666	-0.053809400300000004	-0.0987855316	-0.09660209730000001	-0.06075953980000001	0.0240239401	-0.0672142448	0.0225903188	0.09871242400000001	-0.09382468669999999	0.1245385325	-0.05594799	0.050042038600000005	-0.0010426848	0.0101026059	-0.0245681479	0.0828986983	-0.0979371133	-0.07816746690000001	-0.13752970650000002	0.0234764923	0.0094425711	0.0389656881	-0.12428035429999999	-0.0778480038	-0.0062564051	0.0217435237	0.0132870049	0.1352681599	0.007276047099999999	-0.0098975782	0.0565431752	-0.1031180275	0.0337098798	-0.0046800333	-0.049265246299999996	-0.0677548768	0.05130053230000002	0.0562405641	-0.059112718099999996	-0.0760378852	0.005990400600000001	0.0183657101	0.0166469371	-0.0154205522	-0.0934774467	-0.13938587859999998	-0.1374915923	0.11098746179999999	-0.0119087403	0.0077248809	-0.042290409400000006	-0.1404098443	0.0348260818	-0.0058712523	-0.0204915068	-0.0678962021	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.0136197	0.0128514	0.00016515848196000003	0.00018549622809	0.0923464	-0.015414600000000002	0.00023760989316	0.008527857592959999	-0.000913751	-0.004024191	1.6194113204480998e-05	8.349408900010002e-07	0.000126818	-0.000285865	1.6082805124000002e-08	8.1718798225e-08	8.88151e-05	0.0002500001	7.888121988009999e-09	6.250005000001e-08	0.000103561	0.000103561	1.0724880721000002e-08	1.0724880721000002e-08	0.0	0.0	0.0
692.0073965921118	-1.006884289949312	1.0138159733467302	478874.2369381923	915.5508619476548	-0.451022072377441	0.2034209097716416	838233.3808130936	734.2558678982509	-0.03650619384995935	539131.6795430137	0.0013327021894108096	753.567493715942	603.7658827573192	1.041828	18.776354	0.128621676	0.0664957	-0.09190031480000001	-0.0150689876	0.0611228042	-0.0752511854	0.0120674754	0.11566136380000001	-0.0074959943	-0.0544458313	0.0140537472	0.013369145700000001	0.0154436308	-0.1194933813	-0.0078163707	-0.054276106100000006	0.0316101357	0.075157418	-0.0083131148	0.0202182118	-0.0877307575	-0.056201532900000004	-0.1880379814	0.0111029223	-0.0168612978	0.0567229854	-0.08447274369999999	0.0871039828	0.1027613177	0.0029510294	0.0764842352	0.0854901741	-0.1041291236	-0.0818092335	0.1634760387	0.047017045300000004	0.0129459673	0.1230475707	-0.025071128999999998	-0.1035434012	0.1102294908	0.043020109800000005	-0.0020477323	-0.028080662599999997	-0.0896853919	0.0196917457	-0.0125626795	-0.0371733192	-0.1058668793	-0.029794691	-0.0440688595	0.0191615325	0.0435277629	-0.0059358226000000005	-0.0686042475	-0.0435116882	0.0828519236	-0.0190031047	-0.0749489253	-0.0678029311	0.1883893294	-0.1205454361	0.007867916800000001	-0.0234420076	-0.0443840978	0.0268043969	-0.054861638399999996	-0.058338637900000004	-0.0051982618	0.0698116225	0.0026038317000000003	0.11573363460000001	0.1457008331	-0.0023088383	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.0007804949999999998	0.012839205	0.00016484518503202502	6.091724450249997e-07	0.0539303	-0.0384161	0.0014757967392099993	0.0029084772580900004	0.041988800000000014	0.042902551	0.001840628882307601	0.0017630593254400009	-4.28421e-05	-0.00016966009999999998	1.8354455324099999e-09	2.8784549532010007e-08	3.1798e-06	-8.563530000000001e-05	1.011112804e-11	7.333404606089999e-09	0.000537542	0.000433981	1.8833950836099998e-07	2.88951401764e-07	0.0	0.0	0.0
