global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
734.1407848291118	n/a	538962.6919495042	n/a	1129.928917930674	n/a	1276739.359575984	n/a	787.5137799578514	n/a	n/a	620177.9536235032	838.5644820072473	710.2750575515973	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
730.5114996804692	-3.629285148642566	533647.0511654082	13.171710690157493	1093.8500490204087	-36.07886891026533	1196507.9297419505	1301.68478184411	787.6485590445056	0.1347790866542482	0.018165402199353347	620390.2525648861	834.5122192227219	698.3144955050584	1.334187	20.29707	0.19368274431	0.113866	-0.1353841016	0.070561396	-0.0089606899	0.08189855730000001	-0.0750329037	-0.0161468952	0.1957019297	-0.057753410199999994	0.08453669289999999	-0.0897419687	-0.13815291529999998	-0.0711712173	0.0683697491	-0.022905503100000002	0.0783319816	-0.09701461410000001	0.0637541817	-0.0469276324	0.0642076581	0.0184397596	-0.026004133399999997	0.017859877	-0.0413162785	0.0346790731	-0.0814973803	0.023710290699999997	-0.0169067954	0.044811021	0.0730661509	-0.0702751669	0.11255520109999999	-0.0448627158	0.08807351390000001	-0.1025318918	0.0815458398	-0.15123674380000002	0.0513209259	-0.1079178086	0.035059252799999996	-0.0787570859	-0.040638325600000004	0.0033265708000000003	-0.1250833083	0.20087485989999998	-0.017008956999999998	0.0787342838	-0.06714753379999999	0.1355010371	-0.0748110853	0.0800821421	-0.0663632728	0.07978471	-0.027010029100000003	0.0832732963	-0.11663563980000001	0.087598588	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-1.84431e-06	-1.84431e-06	3.4014793761e-12	3.4014793761e-12	0.0873835	0.0873835	0.007635876072250002	0.007635876072250002	0.0239919	0.0239919	0.00057561126561	0.00057561126561	-0.00113166	-0.00113166	1.2806543556e-06	1.2806543556e-06	0.00051445	0.00051445	2.6465880249999993e-07	2.6465880249999993e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727.7446262628994	-2.7668734175698546	529612.2410545271	7.655588508854687	1089.153674857944	-4.696374162464736	1186255.727456564	22.055930273866345	786.6414702619425	-1.0070887825631871	1.0142278159646023	618804.8027358705	831.2045846512383	697.5625056297273	1.435744	21.84206	0.13668639082000006	0.0938327	-0.1090413093	-0.0921920532	-0.0010290480999999999	0.0708878725	-0.0601242883	-0.0456268642	0.0922793611	-0.1122415575	0.0683597913	-0.0663570012	-0.0626476759	-0.0636875078	0.0083539673	-0.0753649461	-0.0304458618	-0.13775803849999999	0.1283928924	-0.0455972537	-0.0751687944	-0.1390259173	-0.06990680169999999	0.058470455199999986	-0.0628723473	-0.1019215608	-0.0053245949	-0.031595935299999996	-0.104505733	0.09845451710000001	-0.0789973067	-0.0041372879	0.0195126831	0.0133081665	0.0612899038	0.11970700640000001	0.0423104508	0.021554470200000002	0.1076972635	0.048437979699999995	0.1286232862	-0.0214791563	0.0101746649	0.0098533709	0.0733839474	0.1539587378	0.0088884948	0.153921171	0.0656944658	-0.0030963247	-0.1622146722	0.0448491721	0.0841164943	0.0722121837	0.1476005205	-0.106169384	0.0340547822	0.0893800962	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-4.00513e-06	-2.1608200000000003e-06	4.669143072400002e-12	1.6041066316900006e-11	0.00751947	-0.07986403	0.006378263287840901	5.65424290809e-05	0.0321036	0.008111700000000003	0.00103064113296	6.579967689000005e-05	-0.000182302	0.0009493580000000001	9.012806121639999e-07	3.3234019204000005e-08	0.000489638	-2.4811999999999924e-05	6.156353439999962e-10	2.3974537104400003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
724.0565948988409	-3.6880313640584745	524257.9526165042	13.601575342279013	1082.647468988065	-6.506205869879067	1172125.5421062629	42.33071482124885	785.0380042783121	-1.6034659836303715	2.571103160659716	616284.6681612751	831.079091813011	687.4840850606633	1.315322	20.01008	0.09895746987	0.046734	-0.0753296203	-0.1224871637	-0.0085534841	-0.11555880730000001	-0.0926271102	-0.08775984880000001	0.05864524240000001	0.0147150872	0.0602858007	0.0459300038	-0.0576791575	0.023266447000000003	-0.1037263373	0.0189512225	-0.022997776600000002	-0.036784161600000004	0.1697381537	-0.036303975499999995	-0.0715442099	0.08654531789999999	-0.1426800959	-0.0040056996999999995	-0.1146951495	-0.0949028516	-0.0301576286	0.1062231956	0.0162140663	0.0218012031	0.058742909800000014	-0.031230644900000007	-0.0461402208	0.0359223702	-0.027204958199999997	0.053314277800000004	0.0498596492	0.07894186190000001	0.08743366949999999	-0.0344540588	0.1003692668	-0.072117986	0.0193082047	-0.07963603179999999	0.0246664868	0.0256422067	-0.0236255877	0.1061382144	0.12142655529999999	-0.042561324299999995	0.0554862181	0.1450252461	-0.0577816222	0.1322171417	0.12167203609999999	0.0096075549	-0.1406956508	0.0531652772	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.0188518	-0.01884779487	0.00035523937146159817	0.00035539036323999995	0.00746295	-5.6520000000000015e-05	3.194510400000001e-09	5.569562270250001e-05	0.0505037	0.0184001	0.00255062371369	0.0003385636800099999	9.11851e-05	0.00027348709999999997	7.479519386641003e-08	8.314722462010001e-09	6.36881e-24	-0.000489638	2.3974537104400003e-07	4.056174081609999e-47	-0.000469936	-0.000469936	2.2083984409600002e-07	2.2083984409600002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
724.0397920192207	-0.016802879620172458	524233.6204272364	0.00028233676353000707	1079.7258234332194	-2.9216455548455538	1165807.8537885435	8.536012748148787	784.6827709020239	-0.3552333762881972	0.1261907516291119	615727.0509504782	830.4447136365311	681.8076106840248	1.234177	18.775614	0.179021205	0.0922936	-0.0902248208	-0.0453217192	-0.0081296072	-0.15171251119999998	0.0139181509	-0.0959708207	0.0638204408	0.0496503994	-0.0397782468	0.1066673481	-0.026507623799999998	-0.013163089099999999	-0.0895662951	0.143391763	0.0491373885	-0.0450859597	0.0466184262	0.0310821186	0.0430098807	-0.0345069094	-0.13693867269999999	-0.0087182093	-0.1391069749	0.0283430734	0.0457639357	-0.0136858292	0.0624803168	0.0490205464	0.053326746900000006	-0.042270372	-0.043943125599999994	0.057279467199999996	0.0505490034	0.137130416	-0.0203043749	0.013576563600000001	0.0225960583	0.0956795718	-0.1435182505	-0.0656737378	0.0626613973	-0.11466578890000001	-0.042434153499999995	-0.0554100925	0.042244306100000004	0.08994367439999999	0.018860141299999997	0.0996810985	0.0032256068	0.143010094	0.0434690832	0.0393640528	0.0463559154	-0.010144981800000001	-0.0350348034	0.1582698044	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.0188397	1.209999999999753e-05	1.4640999999994017e-10	0.00035493429609	0.0468003	0.03933735	0.0015474271050225	0.00219026808009	0.0481307	-0.002373	0.00231656428249	5.6311289999999995e-06	-0.00110875	-0.0011999351	1.4398442442120095e-06	1.2293265624999998e-06	0.000778068	0.000778068	6.05389812624e-07	6.05389812624e-07	0.000298036	0.000767972	8.8825457296e-08	5.897809927840001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.0561586807922	1.01636666157151	525706.4332409461	1.0330011907540166	1072.4856877763775	-7.240135656841858	1150225.5504851695	52.419564329472884	784.6856879644204	0.0029170623964773768	8.509253024942337e-06	615731.6288961957	829.0307368964293	682.0290793430922	1.066005	16.217195999999998	0.11712920699999994	0.0562935	-0.1182516313	0.06837837299999999	-0.0030040282000000002	-0.1064403253	0.0751360028	-0.0575861457	0.012313773	0.0571976167	-0.15057210599999998	0.0192340222	0.031139582599999997	-0.0207604568	-0.058812597	0.1822907142	0.0467155752	-0.0471760827	-0.0074553314	-0.034725237400000004	-0.0428384258	-0.1188598984	-0.0775482724	0.0524722449	-0.0408562755	0.0886638206	-0.0636233144	0.0703938751	-0.0447367209	0.0337626494	-0.021352337000000002	0.0079129878	0.06120734	-0.0413888987	-0.0473161164	-0.0709940801	0.0155667495	-0.0586547666	-0.0059627962	-0.0738599998	0.0618019108	-0.0214372718	0.0917732578	-0.0485463434	-0.055953616500000004	-0.10886790449999999	0.1135651023	0.064794747	-0.0191618096	0.0427551589	-0.11565029269999999	0.063826784	0.0786794317	0.0334155973	-0.0091431608	0.07355792	-0.11973724699999999	0.0407511283	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.0277152	-0.008875499999999998	7.877450024999998e-05	0.0007681323110399999	0.07850809999999997	0.03170779999999997	0.001005384580839998	0.006163521765609996	0.0733386	0.025207900000000002	0.005378550249960001	0.0006354382224100002	-0.00165252	-0.0005437700000000001	2.956858129000001e-07	2.7308223504e-06	0.00058472	-0.000193348	3.7383449104e-08	3.4189747840000005e-07	8.39386e-06	-0.00028964214	7.045688569960001e-11	8.389256926377959e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
724.1904545706398	-0.8657041101524783	524451.8144912297	0.7494436063348943	1073.0293814096117	0.5436936332341702	1151392.0533682941	0.2956027668193724	785.2345818720332	0.5488939076128645	0.3012845218145198	616593.3485677468	828.6152570976268	681.9705190153728	1.2959969999999998	19.716076	0.162206143	0.086384	-0.11091528029999999	0.1220783943	0.0256746369	-0.022960286200000003	0.018028258999999998	-0.031928620299999995	-0.016835189599999998	0.026295497	-0.1223257045	-0.1314969015	-0.0255195669	0.0157173153	0.0981855943	0.1215936126	-0.0200073905	0.0479659463	0.055721682300000006	-0.0422893274	-0.1102577902	-0.0073848999	-0.1073067001	0.0366982656	-0.0605012733	-0.0980100222	-0.0425961095	0.0177230988	0.1154165555	0.014754069299999999	-0.059590553	0.0062717667000000005	-0.0063165235	-0.0251370236	-0.1571341978	0.0166183802	-0.0732527212	0.0252514741	-0.10235468310000001	0.054800773899999995	-0.0104284224	-0.029134615099999997	0.0661584201	0.12512445949999998	-0.082996439	-0.0807734864	0.0749881001	-0.0047135685	0.09513320289999999	-0.0701401376	0.014273932900000001	0.0470394704	0.0391803216	0.0646772714	0.026142878999999997	-0.1075115148	0.0390634932	0.086858411	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.0387901	-0.011074900000000002	0.00012265341001000004	0.0015046718580099998	0.023344	-0.055164099999999966	0.0030430779288099963	0.000544942336	0.0520591	-0.0212795	0.0027101498928099998	0.00045281712025	-0.000655723	0.000996797	9.93604259209e-07	4.29972652729e-07	0.0006033459999999999	1.8625999999999886e-05	3.4692787599999576e-10	3.640263957159999e-07	-0.000469936	-0.00047832985999999997	2.2083984409600002e-07	2.2879945496761962e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
724.0647146560617	-0.12573991457804826	524269.71100996406	0.015810526118094866	1069.8346757973727	-3.1947056122389768	1144546.2335384695	10.206143948871217	783.8433591875868	-1.3912226844464612	1.9355005577184183	614410.4117424801	826.9785112158518	680.2606942958031	1.159232	17.635471	0.02548920000000001	0.0143863	-0.1067309719	0.1029823149	-0.075130043	-0.0029365090000000003	-0.0917592143	0.0690972533	-0.0198668542	0.12740357730000001	-0.0347567962	-0.1324781035	0.09836452679999999	0.0113366126	0.09816989539999996	0.1016011468	0.0708212242	0.0160541463	0.1156351868	0.0018241263	0.0948323757	0.08042887809999999	-0.032061898900000003	0.0690166114	-0.011801821799999999	0.037568177700000004	0.0365443941	0.0027935347999999997	0.09705461039999999	0.1179023816	-0.0937165323	0.0296025807	-0.078651206	0.0745058494	0.12046642800000001	-0.0888976717	0.039110832799999995	0.016069703799999998	0.0335715189	-0.0327164167	-0.0208062572	0.0627484449	-0.0519338253	0.0501227137	-0.15174730179999998	-0.0630943132	0.0620541615	0.051463741900000005	0.0978285278	0.0542044604	0.094938177	0.0383299896	-0.001642281	0.0298293962	-0.0139836342	0.1092915491	-0.0476733349	0.037007665099999996	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.0454748	-0.006684700000000003	4.468521409000001e-05	0.0020679574350399997	0.0233508	6.79999999999778e-06	4.6239999999969814e-11	0.0005452598606399999	0.0609539	0.008894799999999994	0.0037153779252100004	7.91174670399999e-05	-0.000677285	-2.1562000000000035e-05	4.649198440000015e-10	4.587149712250001e-07	0.000779842	0.00017649600000000005	3.1150838016000016e-08	6.08153544964e-07	-0.000469936	0.0	2.2083984409600002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.0178566911815	0.953142035119754	525650.8925210745	0.9084797391122262	1077.7846381910874	7.9499623937147135	1161619.726320693	63.20190206147818	784.8058277194182	0.962468531831405	0.9263456747657004	615920.1872223611	827.8001275900183	680.3849995678854	1.142405	17.379479999999994	0.17483800000000002	0.109701	-0.0727193525	0.0295330946	-0.1345663436	0.0322371909	-0.0532374459	0.103663095	0.0385619601	0.0792064912	0.030489015	-0.0220029728	0.1053585924	-0.0362746084	0.0807466436	0.0325015765	0.11538536880000001	-0.1281589137	0.06939378709999999	0.0785564509	0.04052241	-0.0679250354	-0.1121719974	0.02059797	-0.054684186399999994	-0.0150662723	0.0140488972	0.13085210630000002	0.0146415829	-0.1351269026	0.02107187	-0.0290864667	0.02122372	0.1409994856	-0.054754906299999996	-0.10896475720000001	-0.0283427454	-0.0374413625	-0.2041076068	0.0192927456	-0.0660043257	0.1105264129	-0.061997693099999994	-0.0264980285	-0.0905978166	0.0179065029	0.1136124633	0.0949125558	-0.061078731	0.0201876963	0.0025910079999999997	0.043126478200000005	0.1335805426	-0.0257508839	0.0245304596	-0.035414487599999996	-0.057447000199999994	0.0017406364000000002	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.0404121	0.005062700000000003	2.5630931290000033e-05	0.00163313782641	0.0999024	0.07655160000000001	0.005860147462559999	0.009980489525759998	0.0784413	0.01748740000000001	0.006153037545690001	0.00030580915876000025	-0.00207199	-0.001394705	1.945202037025e-06	4.2931425601000005e-06	0.0006598210000000001	-0.00012002099999999987	1.4405040440999973e-08	4.3536375204100016e-07	-0.000469936	0.0	2.2083984409600002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.4241843960542	0.4063277048727514	526240.2473066804	0.16510220374715776	1091.1945076091722	13.409869418084783	1190705.4534364238	179.8245978100855	786.1602089861897	1.3543812667714974	1.8343486157815658	618047.8741932096	827.3659880392654	683.4035649318748	1.4117620000000002	21.477222	0.09209015	0.0505071	-0.0638750451	-0.0654659248	-0.1687636344	0.04524558730000002	0.033224572	0.15584338779999998	0.0310400273	-0.1388964948	-0.039515555699999996	-0.0085372325	0.07369196	-0.1389155774	0.0007846525999999999	-0.0424640597	-0.0554530375	-0.1036460072	0.0784691507	-0.0318075017	-0.0487959795	-0.024886796	-0.0234549447	0.0088851375	-0.0081945044	-0.0360926767	-0.0221532919	-0.096378235	0.0249593083	0.045917021399999994	0.0257044476	-0.0194241833	0.062109608	-0.0521490539	-0.1273145266	-0.0019324273000000001	-0.0839982338	0.039191075	0.0283364752	-0.17660097460000002	0.035191404700000005	0.15101866349999998	0.0771317188	0.0229572082	0.051936470400000004	0.0712046407	0.024013395	0.0731138797	0.0410471308	-0.0648431269	-0.07226723269999999	0.0557042645	-0.033994451099999996	0.12280501939999999	-0.009727282700000001	0.0339691266	0.0485129283	0.023064002599999998	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.0403793	3.2799999999999496e-05	1.075839999999967e-09	0.0016304878684899999	0.08188480000000001	-0.01801759999999998	0.00032463390975999933	0.006705120471040002	0.0916862	0.01324489999999999	0.008406359270439999	0.00017542737600999975	-0.0012289999999999998	0.0008429900000000003	7.106321401000004e-07	1.5104409999999996e-06	0.00028691400000000004	-0.0003729070000000001	1.3905963064900004e-07	8.231964339600003e-08	-0.000469936	0.0	2.2083984409600002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
