global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
721.8537762176254	n/a	521072.8742396456	n/a	1116.906992174685	n/a	1247481.229168702	n/a	780.1021548596523	n/a	n/a	608559.3720166729	829.9821799093767	670.0945552887745	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	n/a	n/a	0.0	1.51292e-06	n/a	n/a	2.2889269264e-12	3.05126e-07	n/a	9.310187587599997e-14	n/a	6.6972e-05	n/a	n/a	4.4852487839999985e-09	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
721.8802057038197	0.026429486194274432	521111.031386989	0.0006985177404933428	1108.3282032720745	-8.57878890261054	1228391.4061683048	73.59561903555375	780.3688770569861	0.2667221973338201	0.07114073055058126	608975.5842791814	825.2404916130906	669.4809352395007	1.344465	22.296556	0.028840660006000007	0.0188257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.12662e-06	1.12662e-06	1.2692726244000002e-12	1.2692726244000002e-12	1.78461e-06	2.716899999999998e-07	7.381545609999989e-14	3.1848328520999994e-12	-6.0157e-07	-9.06696e-07	3.618864649e-13	8.220976364160003e-13	-0.000237041	-0.000304013	9.2423904169e-08	5.6188435680999994e-08	8.72151e-05	8.72151e-05	7.60647366801e-09	7.60647366801e-09	-0.00018553900000000005	-0.00018553900000000005	3.4424720521000015e-08	3.4424720521000015e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
726.5792813257318	4.6990756219121295	527917.452051817	22.08131170044886	1088.7955786809323	-19.532624591142167	1185475.8121551462	381.5234234184917	782.0967894258597	1.7279123688736036	2.985681154506388	611675.3880302375	823.2142258505795	680.797250113011	1.40582	23.314056	0.17186878858	0.110814	-0.057976115999999994	0.13313209369999998	-0.05195429	0.0876336968	-0.1262693794	0.1904508271	0.0412251594	-0.06558577780000001	-0.1567889906	0.0760252841	0.0370492846	-0.1117050362	0.0683626578	-0.1048357484	0.06855562	-0.0457865413	0.030133197799999997	-0.013899694099999998	0.0340703796	-0.0071763402	0.1949593484	-0.0718315299	0.0234731533	-0.08005952969999999	0.0734216213	-0.1334391439	-0.1464925375	0.0678767644	-0.2202852971	0.0140920904	-0.017469173799999998	0.0080949586	-0.023076101499999998	0.0374110119	-0.1144551074	0.0984471079	-0.0984262325	0.049113886399999994	-0.1257517983	0.0828982197	0.052545042699999996	-0.11238848779999999	0.1121173092	-0.1081075063	0.2457925963	-0.0749056164	0.1128194448	-0.0276433287	0.11781512449999999	-0.09842009339999999	0.0958458269	-0.0167166977	0.0808963448	-0.10200471779999999	0.0080538274	-0.0601984888	0.10814305130000001	0.1081293633	0.1081065512	0.108074617	0.0	0.0	-0.0226651	-0.02266622662	0.0005137578291891965	0.0005137067580099999	0.103694	0.10369221539	0.010752075532486154	0.010752445636000002	0.0259941	0.02599470157	0.0006756932348099997	0.0006757245097133602	-0.00041189	-0.000174849	3.0572172801e-08	1.696533721e-07	0.000129098	4.1882899999999985e-05	1.7541773124099988e-09	1.6666293603999997e-08	-0.00035912	-0.00017358099999999996	1.289671744e-07	3.0130363560999985e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.7968253082938	-0.782456017437994	526781.031627598	0.6122374192249264	1083.6821672432125	-5.113411437719833	1174367.039600946	26.146976531404015	783.6259170845151	1.5291276586553977	2.3382313964649386	614069.5779265474	823.7060024744258	665.6406861944303	1.585577	26.295145	0.30559655	0.19013	-0.127720199	0.0254611548	-0.12031612380000001	-0.0194609333	-0.1235214041	0.0829407436	-0.008968950699999999	-0.0179821373	-0.0445415575	-0.0237187523	0.0231208491	0.0091148699	-0.19689463149999997	0.0181777223	0.0016861562	-0.05839859150000001	-0.0043909342	-0.0025912548999999997	0.0274452081	-0.1368944054	0.1626376266	-0.0364662433	0.04684636	0.0651546444	0.13049674390000002	-0.0947871818	0.032465455	0.009681175600000001	-0.0923059428	-0.036892515699999996	0.0130740921	0.16864783260000002	-0.1289682662	0.0814565866	0.0957832755	0.039568089300000005	0.1192871815	-0.0018623507	-0.0864584433	-0.0001699823	-0.0459367196	0.046918606200000004	0.2445469734	0.061465096399999995	0.039473656	-0.0148074599	0.1011837005	-0.0275476295	0.12754555210000001	-0.1377351231	0.1017832262	0.0023406877	0.08792899300000001	-0.0497676746	0.21912622629999998	-0.0374223518	0.1081065512	0.10798339369999999	0.10777823519999999	0.1074912313	0.0	0.0	-0.045448400000000014	-0.02278330000000001	0.0005190787588900004	0.0020655570625600006	-0.0739241	-0.1776181	0.03154818944761	0.0054647725608100006	-0.0124182	-0.0384123	0.00015421169124000002	0.0014755047912899998	0.000266485	0.0006783749999999999	4.601926406249999e-07	7.101425522500001e-08	-0.0004362	-0.000565298	3.19561828804e-07	1.9027044000000006e-07	-0.000267136	9.198399999999998e-05	7.136164249600001e-08	8.461056255999994e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727.0610104789183	1.2641851706245006	528617.7129586258	1.5981641456268978	1069.4775133691728	-14.20465387403965	1143782.1516023092	201.77219168126962	782.767617120097	-0.8582999644180518	0.7366788289200291	612725.1424118747	823.300499781805	677.9346165736903	1.274347	21.13372	0.15813010000000002	0.08067919999999999	-0.0261048824	-0.006346317	-0.0350249811	-0.0938079602	-0.0091191165	-0.0180031392	-0.104222693	0.0474972363	-0.0182436146	-0.0972619091	-0.0232168835	0.011079064599999999	0.0164944715	0.0721927675	0.0496520704	-0.0403918369	0.0559837836	-0.079622816	-0.0095697218	-0.0747393497	0.0222378551	0.06340583150000001	0.0110018994	-0.0169428119	0.1882711269	0.0203841245	0.09378890109999999	-0.12495983779999999	-0.0219146959	-0.0362620713	0.0116416057	0.09968475759999999	0.0850764058	-0.0256681425	0.131226336	-0.0194836725	0.0159963235	0.0457467386	-0.0187283602	-0.0828871154	-0.0816896946	0.018398299	0.0588337084	0.0295200002	0.1343344268	-0.0477957454	0.07203413809999999	0.0003124335	-0.0134728141	-0.070534779	0.0144544424	0.1732220139	-0.0245386246	0.11622919400000001	0.017041813700000002	-0.0938836049	0.1080335633	0.10769165160000001	0.1071226002	0.1063276091	0.0	0.0	-0.0602379	-0.014789499999999997	0.00021872931024999992	0.003628604596410001	-0.0390334	0.034890700000000004	0.0012173609464900005	0.0015236063155600005	-0.0811954	-0.0687772	0.00659269298116	0.004730303239839999	-0.000236908	-0.000503393	2.53404512449e-07	5.6125400464e-08	-0.000425826	1.037400000000006e-05	1.0761987600000123e-10	1.81327782276e-07	-0.000546823	-0.000279687	2.99015393329e-07	7.8224817969e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.5516249533348	1.4906144744164749	530787.4702221446	2.2219315113399043	1069.2733238264916	-0.20418954268120612	1143345.4410469532	0.04169336934036011	783.8682546888789	1.100637568781849	1.2114030578140196	614449.4407089892	824.2036524205741	684.9776377187421	1.096183	18.17905	0.05276395000000001	0.0283493	0.1135341215	-0.008066151899999999	0.0123086745	0.0102345821	0.037977356000000004	-0.1428860613	0.0130052499	-0.0867072401	0.102746829	0.0371498522	0.0212012791	0.0128676554	0.114881384	-0.027804587999999998	0.0626359333	-0.07778463570000001	-0.0934966668	0.0153794779	0.1014337121	-0.0846168784	0.034648938500000004	0.055259601500000005	-0.0088232555	0.0391984285	0.0271862696	-0.0342824584	-0.023478647000000002	0.0210678321	0.1109474656	0.0887628442	-0.06847823230000001	-0.0314947717	0.0738786187	0.0380615214	0.0881876043	-0.029228202400000007	-0.0646276129	0.1220702366	0.0941618243	0.0252243877	0.0411455055	0.080481329	-0.0512488819	-0.029035968399999997	0.0943340976	0.06985773940000001	0.0261299873	0.011951541100000001	0.1330151043	0.0572803727	0.0150787446	0.09503767769999999	-0.0866746132	0.11254686369999999	-0.0241981415	-0.0190539343	0.1079241123	0.10725453089999999	0.10614163730000001	0.1045900315	0.0	0.0	-0.0602542	-1.6299999999989934e-05	2.6568999999967186e-10	0.0036305686176399993	-0.019253	0.019780400000000004	0.0003912642241600001	0.000370678009	-0.0888623	-0.007666900000000004	0.007896508361290001	5.8781355610000063e-05	-0.000615389	-0.0003784810000000001	1.4324786736100005e-07	3.787036213210001e-07	-0.000476787	-5.096099999999998e-05	2.597023520999997e-09	2.2732584336899997e-07	-0.000623388	-7.656500000000001e-05	3.88612598544e-07	5.8621992250000025e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.3264673314208	-0.2251576219140361	530459.4430154671	0.05069595470598403	1074.1150481626394	4.841724336147762	1153723.1366894292	23.4422945472455	782.9965683370829	-0.8716863517960292	0.7598370959074707	613083.6260276481	820.6448147178697	690.4713183453242	1.1572129999999998	19.191179	0.077456375	0.0412593	-0.0217614326	-0.0166732372	0.0796591662	0.1327142726	-0.09373018720000001	-0.007242785	0.0630240852	-0.060147206900000014	-0.0241131893	0.08616923050000001	0.0155977416	0.0020542594	-0.025780078300000002	-0.023998119300000002	-0.0545546296	-0.0158170876	-0.10978554480000001	-0.15124472449999998	0.010750659	-0.0398352369	-0.20619425440000005	-0.0305496428	-0.0675362292	0.0194246706	-0.0199053397	0.08100004429999999	-0.1498309622	0.0140238603	-0.037946534	-0.1589235336	0.0906508601	-0.04246673	0.0557096371	-0.0757911868	0.06973396400000001	0.0685998218	-0.029419403700000006	-0.0214083816	-0.046197756900000005	0.0965257225	0.09510761699999999	-0.0034508513	-0.012153948799999998	0.0119326485	-0.10069456439999999	-0.0726058494	-0.0017314625	0.0011891231	-0.0441541187	0.0571191449	0.1063154416	0.040995887	-0.1310916109	0.0124283133	-0.0350982756	-0.0609244662	0.10777823519999999	0.1066726216	0.1048383259	0.10228787810000001	0.0	0.0	-0.0633962	-0.003142000000000006	9.872164000000037e-06	0.0040190781744399995	-0.0267178	-0.0074648000000000015	5.5723239040000015e-05	0.00071384083684	-0.0934331	-0.0045708	0.008729744175610002	2.089221264e-05	1.15655e-05	0.0006269544999999999	3.930719450702501e-07	1.3376079025e-10	-0.000872521	-0.0003957340000000001	1.5660539875600007e-07	7.612928954410002e-07	-0.000400501	0.000222887	1.6040105100099998e-07	4.9678614769e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727.4933926772849	-0.8330746541358849	529246.6363891062	0.6940133793636242	1071.7022932432592	-2.4127549193801765	1148545.8053428608	5.821386300993245	783.1066760867834	0.11010774970054626	0.012123716544118146	613256.0661316903	821.4953813414157	682.2754078610403	1.111437	18.43203	0.035048875000000014	0.0193843	-0.0877995268	-0.0456477433	0.0564106258	-0.0268595808	-0.0662824385	-0.022470950899999998	-0.0444779133	0.0447493033	-0.05396937	-0.029690743199999998	-0.002712417	0.0425179278	-0.1257447294	0.008047895400000001	0.035975337999999996	0.0357008266	-0.0040135112	0.0775663667	0.0250305526	-0.152192235	0.0071878612	0.0361989585	-0.0619959896	-0.0524177153	-0.0582202239	0.0433718816	-0.0706391662	0.037793548999999996	0.063021326	0.1187925891	-0.0233510608	0.0366524108	0.06320477070000001	-0.0612231735	0.0540565788	0.1107150758	0.08968457880000001	-0.15559629949999998	-0.0767888392	-0.025625409100000003	-0.0191268318	0.0380925823	0.047380093899999996	0.047027441399999995	-0.1158719346	0.0382693488	-0.0512437517	-0.0149277615	0.045429175599999996	0.019497575	-0.07086507759999999	-0.0121043074	-0.0740455305	-0.0073344629000000015	0.1501339585	-0.0595882714	0.107595981	0.1059467092	0.1032166238	0.0994335757	0.0	0.0	-0.07312339999999999	-0.009727199999999991	9.461841983999984e-05	0.005347031627559999	-0.0267183	-5.000000000005e-07	2.5000000000050007e-13	0.00071386755489	-0.07716	0.0162731	0.0059536656000000006	0.00026481378360999994	0.000102452	9.088649999999999e-05	8.260355882250001e-09	1.0496412304000001e-08	-0.0007824469999999999	9.00740000000001e-05	8.113325476000019e-09	6.122233078089999e-07	-0.000400502	-9.999999999615353e-10	1.6040185200399996e-07	9.999999999230703e-19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727.9597166088647	0.4663239315798364	529925.3490052586	0.21745800916407595	1070.9200380146503	-0.7822552286088467	1146869.7278213	0.6119232426858789	783.6398062470058	0.533130160222413	0.2842277677387757	614091.3459348448	823.7674441206848	686.3123954805435	1.00585	16.680975	0.08422719999999999	0.0421983	-0.0219458375	-0.030544781400000002	0.0989466916	-0.10955907640000001	0.022574207000000002	-0.0490887843	-0.12991619470000002	0.0136318095	-0.0060469764	-0.10852542109999999	0.0156117097	0.0207135898	0.0060281423	0.0272699039	0.09247793300000001	-0.026746829500000003	-0.0162055307	0.0923878889	-0.0436566278	0.021534189199999998	0.10140605789999999	0.11082004949999999	-0.0281293097	-0.0467443222	-0.0701199715	0.0053473591	0.080631189	0.0220518415	-0.0616225321	-0.0041291474	0.11517230449999999	-0.0012681876	0.0307372154	-0.0334626077	0.0082335762	-0.019074609	-0.10052415699999999	0.0042101684	-0.011106359	-0.1083552203	-0.0308714387	0.0294277067	-0.0063695832	0.029776657999999998	0.051040455	0.0030558771000000003	-0.0549790206	0.0464280678	-0.0461751209	0.061603767000000004	-0.0620295326	0.09747384710000001	0.009214573299999999	-0.0160236017	-0.0337001377	-0.1447420448	0.10737741140000001	0.10507777380000001	0.1012814563	0.09604253189999999	0.0	0.0	-0.0771865	-0.004063100000000014	1.6508781610000113e-05	0.0059577557822499995	-0.0209677	0.005750599999999998	3.306940035999998e-05	0.00043964444329000013	-0.105747	-0.028587	0.011182428009000002	0.0008172165690000001	-0.000555101	-0.0006575530000000001	4.323759478089999e-07	3.08137120201e-07	-0.000692398	9.004899999999991e-05	8.108822400999987e-09	4.79414990404e-07	-0.00056943	-0.00016892800000000005	3.242505249e-07	2.8536669184000014e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.0971052543414	1.1373886454766762	531582.5888902602	1.293652930859268	1071.413071859628	0.4930338449776173	1147925.9705516843	0.2430823722934131	784.4206159971652	0.780809750159392	0.6096638659439721	615315.7028013722	825.1510223510791	696.0387678557146	1.163714	19.298979	0.07181974999999999	0.037574300000000005	0.1370815758	-0.0150081229	0.11368545890000001	-0.007660162	0.066910683	-0.0905422381	0.034481931699999996	-0.0674134217	0.12607004130000002	0.045834595	0.05550891980000002	0.014587432	0.0522767085	-0.0219517881	0.015416826000000003	-0.0214511963	-0.10251410650000001	0.0270610017	0.1004803125	-0.1075969066	-0.09988076189999999	0.0765876761	0.0700383192	-0.0297011841	-0.0790269028	0.0631692682	-0.0227183375	-0.087577393	0.0695787888	0.0087933114	0.1666857358	-0.0097813867	0.07545373150000001	0.1234470339	-0.046553081600000004	0.013158395	0.014982880300000001	0.0772754011	0.1093312803	0.005050955	0.0789721333	0.0701658428	-0.0507568184	0.0034444803000000003	0.0113983424	0.0800545405	-0.0579526109	-0.0245281143	0.08982351949999999	0.17109688550000002	0.012045205600000001	0.0358462759	0.0125274584	0.1431551298	0.057011118099999994	0.0467367477	0.1071226002	0.1040669883	0.09903870029999999	0.09213305150000001	0.0	0.0	-0.0771689	1.76000000000065e-05	3.0976000000022884e-10	0.00595503912721	0.0084551	0.0294228	0.0008657011598400001	7.148871601e-05	-0.0978249	0.007922100000000015	0.00956971106001	6.275966841000024e-05	-0.000860627	-0.000305526	9.3346136676e-08	7.40678833129e-07	-0.000907089	-0.00021469099999999995	4.609222548099997e-08	8.228104539209998e-07	-0.000400502	0.00016892800000000005	1.6040185200399996e-07	2.8536669184000014e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
