global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
728.4996110517335	n/a	530711.6833025271	n/a	1127.1150429025292	n/a	1270388.3199371705	n/a	789.4520607827324	n/a	n/a	623234.556274103	840.3971641575531	619.8010917303561	n/a	n/a	n/a	n/a	-0.11976804140000001	-0.1275693874	0.0375916858	-0.0672182696	-0.03649328	-0.375269125	0.1306440404	-0.1735756675	0.2225349881	-0.0099276169	0.13216663039999998	-0.18935883760000002	0.1855324734	-0.1062794491	0.1287328426	-0.12205092349999999	0.1398240474	-0.009556525699999999	0.0035374675	-0.0099375678	0.08970091529999999	-0.0361050697	0.0524437593	-0.0090023514	0.0580278074	-0.0819709353	0.11431632060000001	0.08416882980000001	-0.0146485868	0.0498304907	-0.0351890785	0.1325843953	-0.0095240564	0.040876783300000004	-0.0317020819	0.0038534255	-0.0201692774	0.0443654058	-0.15508036320000002	0.17424391460000002	-0.1375246695	0.1610185949	-0.0515750918	0.3701350193	-0.04909399230000002	0.1727369051	-0.112416028	0.0812954056	-0.046892406500000004	0.0474455703	-0.1353487922	0.1058896303	-0.19330260079999997	0.11250323	0.1124865505	0.11245875300000001	0.100855	n/a	n/a	0.010171731025	0.163012	n/a	n/a	0.026572912144	0.245168	n/a	0.060107348224	n/a	-0.00405166	n/a	n/a	1.6415948755600007e-05	-0.00345184	n/a	n/a	1.19151993856e-05	0.00413155	n/a	1.70697054025e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
724.4038653874753	-4.095745664258175	524760.9601883155	16.775132546289633	1091.0659499112517	-36.04909299127758	1190424.907055742	1299.537105493778	789.7065031481578	0.2544423654254615	0.06474091732330409	623636.3611144914	837.1281477485762	605.0730505315745	0.9554760000000002	17.846592	0.05958349999999996	0.0322121	-0.1117494609	-0.1191575748	0.0155743571	-0.0485299658	0.0038385204	-0.1025043665	0.0669450999	0.0045905898	0.10547288980000001	-0.0029794064	0.10313033460000001	-0.1429541223	0.1828300068	-0.1179302839	0.105281822	-0.1133150333	0.1384121214	0.005963784000000001	0.0475667708	0.0031265570000000003	0.0103355964	0.049610326399999995	-0.0841773448	-0.0443652183	0.0257878329	0.0546838572	-0.06731015679999999	0.0412825696	-0.0954104145	0.0698314937	0.0867489944	0.0185993622	0.0667046419	0.0939710525	0.0246980125	-0.1468285233	-0.0056447923	0.0157730164	-0.1362629934	0.11276648310000001	-0.0317761743	0.1338745164	-0.0743164228	0.25526599839999997	-0.0879573557	0.0093679197	-0.031747993599999996	-0.0053692698	0.0061298273	0.0256770486	0.0257190514	0.1264832141	0.0176823454	0.11245875300000001	0.1123086861	0.11205872300000001	0.100496	-0.0003589999999999982	1.2888099999999868e-07	0.010099446016	0.160084	-0.0029279999999999857	8.573183999999921e-06	0.025626887056	0.223457	-0.02171099999999998	0.049933030849000005	0.0004713675209999992	-0.00422586	-0.00017419999999999936	3.034563999999978e-08	1.7857892739599993e-05	-0.00299313	0.0004587099999999998	2.1041486409999981e-07	8.9588271969e-06	0.00407275	-5.8800000000000345e-05	1.65872925625e-05	3.45744000000004e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
723.0599662356043	-1.3438991518710282	522815.7147726332	1.8060649303996688	1083.3285653330386	-7.7373845782130966	1173600.7804665396	59.867120111169854	789.5627133775791	-0.14378977057867814	0.020675498123068896	623409.2783561653	836.7803453034654	605.8619320668076	0.8586809999999999	16.038635	0.1109535	0.06873989999999999	-0.1190286399	-0.1283974646	-0.0171833593	-0.0567588362	0.053576794000000004	-0.031222929700000002	0.052409220199999995	0.0095596359	0.0696144633	-0.0030276224	0.0627118809	-0.1476460447	0.1610098297	-0.1041915641	0.0813492811	-0.14963209730000002	0.0655708304	-0.1015593872	-0.1199525861	0.0094926542	-0.0068051374	0.0492508559	-0.12095157	-0.0559416095	-0.0203136303	0.0990492526	-0.0174338965	-0.160723264	0.0463671168	0.0322074588	0.0479488793	-0.0801299918	0.0175164654	0.06319346349999999	0.1552045018	-0.0104684804	0.04419354	-0.0221033107	-0.1112282222	0.1164722124	-0.0981994737	0.0681350022	-0.080686442	0.217313852	-0.0208485791	-0.1665866861	0.0143491439	-0.0228669205	0.0276458379	0.0174867726	0.0022592069	0.0775435996	0.08154086049999999	0.1123698164	0.11195323859999999	0.1112600859	0.100524	2.800000000000025e-05	7.840000000000137e-10	0.010105074576	0.21162	0.05153599999999997	0.002655959295999997	0.04478302439999999	0.245412	0.02195499999999997	0.060227049744	0.00048202202499999884	-0.00488527	-0.00065941	4.348215481000001e-07	2.38658629729e-05	-0.00307132	-7.819000000000012e-05	6.113676100000018e-09	9.433006542400003e-06	0.00406166	-1.1090000000000058e-05	1.64970819556e-05	1.2298810000000131e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
721.6955654774048	-1.3644007581995083	520844.4892297511	1.8615894289753927	1075.0216492991892	-8.306916033849348	1155671.5464619491	69.00485399342337	789.941606615206	0.37889323762681215	0.14356008551932795	624007.7418618128	834.4671596830008	600.4575938270576	0.995994	18.603407	0.23059570000000004	0.10325	-0.1073797235	-0.1087099129	0.0263716241	-0.0219642131	0.0616873222	-0.0018302417	0.181202332	-0.0253079448	-0.0282452632	0.0358739994	0.10519172480000001	-0.17436228510000001	0.21099266079999998	-0.0973120202	0.006607609499999999	-0.1948648109	0.052122279800000004	0.026021441099999997	0.015228328300000003	-0.0168552323	-0.0235874082	-0.0456510426	0.0423257821	-0.06229775730000001	0.0497676772	0.1458775266	0.0683409793	0.0459506536	-0.008116732199999999	0.0706363437	0.0851087319	-0.0447027816	-0.010787601	0.056862461100000004	-0.0213261946	-0.0064111317	0.0171541915	0.0223148541	-0.2141668039	0.1358034108	-0.148083082	0.047140212199999997	-0.053764258499999995	0.0920279833	-0.06132696400000001	0.042527635300000005	0.0664598736	0.1154860512	0.0709108524	0.0620860333	0.040142756	0.030604797799999996	-0.0072168478000000005	0.11223645550000001	0.1114207701	0.1100656827	0.0689858	-0.0315382	0.00099465805924	0.00475904060164	0.27071	0.059090000000000024	0.003491628100000004	0.0732839041	0.306652	0.06123999999999999	0.09403544910399997	0.003750337599999999	-0.00466103	0.00022423999999999966	5.028357759999986e-08	2.17252006609e-05	-0.00231164	0.0007596800000000004	5.771137024000007e-07	5.343679489599998e-06	0.00347103	-0.00059063	1.20480492609e-05	3.488437969e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
722.8669264818733	1.1713610044683946	522536.5934013498	1.3720866027892065	1082.4955006819216	7.473851382732391	1171796.5089966042	55.85845449117088	790.9834564682753	1.0418498530693796	1.085451116340688	625654.8284064999	834.5539470067456	597.9120709578982	1.177671	21.996815	0.33676789999999995	0.192163	-0.0928748649	-0.155410569	0.0668049799	-0.0751964444	-0.1055547331	-0.0029089789000000003	0.0787968121	-0.011134681499999998	-0.0416971648	-0.0045290201	0.1408242015	-0.0536581807	0.1650638285	-0.025517802000000003	0.0786850524	-0.0716658508	0.20914119	0.07054681389999999	0.0337793991	0.0638374731	-0.0215924972	-0.0304284285	0.052632241600000004	0.0327591441	0.052831353600000006	0.0101164669	-0.0719824847	0.1413409839	-0.007813036899999999	-0.0368640816	-0.001393272	0.0112119805	-0.013169143000000001	0.0323580223	0.042330748200000004	-0.012870578200000002	-0.09052503869999999	0.0510386248	-0.17665640920000006	0.08251377509999999	0.0280617923	0.052714122	-0.09808915119999999	0.1347144389	-0.1579879892	0.1725558209	0.0390401883	-0.007136330799999998	0.059080743099999986	0.0088617229	0.0666348826	0.0738411635	0.037010060899999996	0.11205872300000001	0.1107121224	0.1084797619	0.0691092	0.00012339999999999576	1.5227559999998952e-08	0.0047760815246400004	0.13621	-0.1345	0.01809025	0.0185531641	0.214781	-0.09187099999999998	0.046130877961	0.008440280640999996	-0.00315204	0.00150899	2.2770508201e-06	9.9353561616e-06	-0.00216371	0.00014792999999999968	2.1883284899999905e-08	4.681640964100002e-06	0.00292248	-0.0005485500000000001	8.5408893504e-06	3.009071025000001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.3912756020468	5.5243491201736115	530553.8503731769	30.518433201562942	1082.785440724343	0.2899400424214491	1172424.31064461	0.08406522819935171	791.4318205694943	0.4483641012189992	0.20103036726192086	626364.3266099442	837.5318489591223	607.1616104210317	1.524449	28.47401	0.3840199	0.21583400000000005	-0.0679292769	-0.028511211499999998	-0.0386757327	-0.0808302135	-0.027489189	-0.0280516738	-0.0366333594	0.1099394219	0.0654377542	0.0444079865	0.0414940821	0.0644783924	0.0652687561	-0.0752412876	-0.0110521102	-0.0344032149	0.0406653769	-0.08705748960000001	-0.0022469035	0.022542588	0.053798770700000005	0.0604160112	0.0706423512	0.0628528633	-0.1459120662	0.10914237119999999	0.0134936121	0.0027753675	0.2183205133	0.11583185439999999	-0.07895395570000001	-0.0484715354	0.0138264261	0.0968021066	0.005806666899999999	0.1188699933	-0.0022540537	0.0420485735	0.0016989854	-0.0634618708	0.0264172107	0.022625571400000002	-0.1314120393	0.1710962481	0.0772455006	-0.0765298104	-0.0144917202	-0.10821576890000001	0.056347401100000014	-0.0543499957	0.064557509	-0.1274707793	0.1440848068	0.1118366891	0.10982841609999999	0.1065079649	0.0337601	-0.035349099999999994	0.0012495588708099994	0.0011397443520100002	0.0567159	-0.0794941	0.0063193119348100004	0.00321669331281	0.027959300000000003	-0.1868217	0.0007817224564900003	0.034902347590890004	-0.00300552	0.00014652000000000024	2.1468110400000072e-08	9.033150470399996e-06	-0.00149474	0.0006689700000000001	4.475208609000001e-07	2.2342476676e-06	0.00209087	-0.00083161	4.371737356899998e-06	6.915751921e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727.0900415561331	-1.3012340459137022	528659.9285300993	1.6932100422449428	1083.9512673318386	1.1658266074955463	1174950.3499502991	1.3591516787445748	791.8118325863658	0.3800120168714329	0.14440913296669422	626965.9782237789	839.5460278922287	604.2460083001365	1.208402	22.570807	0.3959613200000001	0.21492	-0.027830571800000002	0.051722797	-0.090296649	0.0658361052	0.053713806600000004	-0.013247887600000001	-0.058398672900000004	0.0729849652	-0.0278867563	0.0521911278	-0.0424318862	0.12751503460000002	0.031955632000000005	-0.023813486499999998	-0.0581719074	0.072440376	-0.0167799601	-0.0111043982	-0.0521614221	0.1090240812	0.0646629098	-0.0098434213	-0.05148690400000002	-0.0386913304	0.0010022119000000001	-0.054137387599999996	-0.037455240099999995	-0.1155658795	0.0921480372	0.0679411081	0.0044250224	-0.1947728468	0.0126618445	-0.0290603993	-0.1195375276	0.1455432462	0.09308198529999999	0.0133995736	0.0170478757	-0.0839650394	0.0719976115	-0.0805265885	-0.0483817594	-0.0012600725	0.0550302876	-0.0349078912	-0.026007426099999998	-0.1083023444	0.034245487799999995	-0.0549017549	-0.09497774960000001	0.0009929776	0.0583965916	0.1115704417	0.1087710484	0.1041573055	0.00330824	-0.03045186	0.0009273157774596	1.09444518976e-05	0.00131359	-0.05540231	0.0030694159533360995	1.7255186880999997e-06	-0.0361951	-0.0641544	0.0013100852640099995	0.00411578703936	0.00030631	0.00331183	1.09682179489e-05	9.38258161e-08	-0.000903445	0.000591295	3.4962977702500004e-07	8.16212868025e-07	0.00107494	-0.00101593	1.1554960035999998e-06	1.0321137648999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
724.6372029295862	-2.4528386265468503	525099.0758696144	6.0164173278802355	1074.326328471303	-9.624938860535623	1154177.06004663	92.63944806904877	790.6242217802388	-1.1876108061269406	1.4104194268294816	625086.6600656082	836.9324204257878	603.119586321092	0.8847859999999999	16.526229999999998	0.06800583	0.0306513	-0.02761779	0.0032127065000000002	-0.0615466289	0.040627588199999995	0.0480447783	0.0624763405	0.0287816123	0.0670558059	-0.0968473386	0.045955085199999995	-0.0810033117	0.011170524499999999	0.035871386	0.023224767200000003	-0.0276828356	0.032125756299999995	-0.07118615889999999	0.06468367480000001	-0.0608502145	0.011126728999999998	0.1250889792	-0.0255011596	-0.0936197423	-0.08908726460000001	-0.1511786156	0.0732451247	0.0447210934	-0.0192932147	0.058041232699999994	-0.1556555678	-0.08190273719999999	0.0352705647	-0.1208256294	-0.10624361560000001	0.0277316382	0.0409026328	0.0810731162	-0.0006890080000000001	-0.0016897856	0.0132583219	0.0407158596	-0.0764653972	0.028321213999999997	-0.08527068939999999	-0.025550768199999997	-0.0436390833	0.0693925494	0.0576828821	-0.0047680713	0.0674094727	-0.1664040928	-0.0444876788	0.0294756854	0.1112600859	0.1075416914	0.1014361455	0.00324897	-5.9270000000000156e-05	3.5129329000000185e-09	1.05558060609e-05	0.016980900000000004	0.015667310000000004	0.00024546460263610007	0.00028835096481000016	-0.0274438	0.008751299999999997	0.0007531621584399999	7.658525168999994e-05	0.000561917	0.000255607	6.533493844899999e-08	3.15750714889e-07	-0.0012492	-0.000345755	1.19546520025e-07	1.56050064e-06	0.000805743	-0.0002691969999999999	6.492217820490001e-07	7.246702480899994e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
721.9227393606074	-2.7144635689788856	521172.44160592346	7.368312467313589	1074.0497702769935	-0.27655819430947304	1153582.9090320626	0.07648443483971623	789.9429384952596	-0.6812832849792585	0.4641469143921296	624009.8460785254	836.6175476331482	597.5620374290198	0.936545	17.493011	0.11964126	0.0559953	-0.0085715891	0.0299395773	-0.0196365127	0.0579462172	0.06524161	0.09025597269999999	0.009613771	-0.026238192799999997	-0.029562739700000007	0.021296961899999998	-0.0966684163	-0.0345293885	-0.0111107845	0.048828996799999996	-0.016115572800000002	0.0562011947	-0.0900590673	0.1181716526	-0.0679240445	-0.1070148703	-0.11729690960000001	0.0379595805	0.0383101043	-0.077524012	-0.019747949299999998	-0.0638085249	-0.015472329699999999	0.0530997463	0.0323244283	0.0068427270999999994	0.06801946099999999	0.0047921584000000005	-0.0272101505	-0.1388892718	0.12014783779999999	0.0805029531	0.0670594881	-0.0387587576	0.038132871	0.054671762199999994	-0.0010514572999999999	-0.0639466528	0.043911967	-0.108646729	0.0303747773	-0.0471741376	0.12207356039999999	0.0719950855	-0.0549392384	0.0706511653	-0.0194086357	0.0756628764	-0.0104443669	0.11090574460000001	0.1061422889	0.09835416429999999	-0.019259400000000003	-0.022508370000000003	0.0005066267200569001	0.0003709244883600001	0.00125851	-0.015722390000000003	0.0002471935473121001	1.5838474201e-06	0.018778	0.046221799999999987	0.000352613284	0.00213645479524	0.000885217	0.0003233	1.0452289e-07	7.83609137089e-07	-0.00100222	0.00024697999999999994	6.099912039999998e-08	1.0044449284e-06	0.000672249	-0.00013349400000000006	4.51918718001e-07	1.7820648036000017e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
721.0455811780009	-0.8771581826064221	519906.7301363211	0.7694064773134013	1071.5950040593743	-2.4547662176191807	1148315.8527250106	6.025877183164378	790.5262486835013	0.5833101882417395	0.3402507757066136	624931.7498576089	836.6991913996063	589.6314270284637	0.8840629999999999	16.512732	0.09186439999999996	0.0509482	-0.0123161756	-0.034340123	-0.0079089526	0.033833726200000004	0.0476042338	0.0957528784	0.0322905242	-0.0381478633	-0.0047432713	0.0208178099	-0.0803293955	-0.012843495	0.0344532803	0.08820294810000001	-0.0745192849	0.0949267412	-0.036520207400000004	0.10613866289999999	-0.0935948341	-0.11411534570000001	-0.030787434199999998	0.0134054845	0.0248790989	-0.1650998656	0.10270931330000001	-0.038958343799999996	-0.008729723299999999	0.0268183215	-0.12212570060000001	-0.06564841610000001	-0.0312799919	-0.0777132381	-0.0213928856	-0.1099372606	0.004217470300000001	0.046752468600000006	0.0457106487	-0.031493633	0.0239863454	0.0660458523	0.044259583899999996	-0.041494354	-0.0173081302	-0.1023413775	0.0350474053	-0.0168423351	0.0666364415	0.0156612985	-0.0346158161	0.1362317032	-0.0339538241	0.0316661925	-0.10045423519999999	0.1105075577	0.1045750536	0.09492232490000001	-0.0287135	-0.009454099999999995	8.938000680999994e-05	0.0008244650822499999	0.00120506	-5.345000000000002e-05	2.8569025000000028e-09	1.4521696036e-06	0.0386372	0.0198592	0.0014928332238399998	0.00039438782463999984	0.000154542	-0.000730675	5.33885955625e-07	2.3883229763999998e-08	-0.00127819	-0.00027596999999999995	7.615944089999998e-08	1.6337696761e-06	0.000428941	-0.000243308	1.83990381481e-07	5.9198782863999986e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
