global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
721.9352653476742	n/a	521190.5273526168	n/a	1080.6900917971877	n/a	1167891.0745086141	n/a	772.1168915601813	n/a	n/a	596164.4942325568	819.8197538257167	702.5196328635486	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-6.39049e-06	n/a	n/a	4.0838362440100006e-11	-0.0201077	n/a	n/a	0.00040431959929000005	0.0027667	n/a	7.654628889999999e-06	n/a	0.0	n/a	n/a	0.0	-0.000132943	n/a	n/a	1.7673841249e-08	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
719.6703207108006	-2.2649446368735653	517925.37051198655	5.129974208102326	1046.850416077059	-33.83967572012875	1095895.7936407116	1145.1236528434715	772.2451759178018	0.12828435762048684	0.016456876410100962	596362.6117283165	815.8585865656952	693.803188638867	1.256869	19.735285	0.054702080490000006	0.039165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.39049e-06	4.0838362440100006e-11	0.0	0.017537999999999998	0.0376457	0.0014171987284899998	0.00030758144399999993	0.00149421	-0.00127249	2.2326635241e-06	1.6192308001e-06	-0.000182607	-0.000182607	3.3345316449e-08	3.3345316449e-08	-0.0	0.000132943	1.7673841249e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
716.7349927667362	-2.9353279440643973	513709.0498563335	8.616150139205322	1044.6753679453316	-2.175048131727408	1091346.624391714	4.730834375330887	771.2949347631787	-0.950241154623086	0.9029582519394156	594895.8763913361	816.0083809569935	690.5719343513812	1.2958889999999998	20.347971	0.05819034400000001	0.0342212	-0.0053298107	-0.1505859158	0.0785736146	-0.040588495499999995	0.006184507	-0.1503373438	-0.0736383185	0.0641642927	0.1067877293	-0.015555881200000003	0.0787655766	0.1743825521	-0.0104170641	0.0923306975	-0.0493983176	0.0203477542	-0.1060221348	0.0737974574	-0.0175414535	0.028950223100000002	-0.0635609179	0.0059092551	-0.0362332529	0.0762373221	-0.056003228499999995	0.07560622639999999	-0.0164143034	0.056476079299999996	-0.1369460326	0.0448050944	-0.016182951799999998	0.0131775848	-0.0827085939	0.1057271075	-0.0006018805	0.0797401621	-0.0662193983	0.09787867539999999	-0.069568109	0.0987998005	0.0830343684	-0.0965520334	0.11757507380000001	-0.0124667061	0.008691964200000001	-0.131851322	0.05949013860000001	-0.017871706100000002	0.011646333100000001	-0.0142396359	0.0410338344	-0.0212976425	0.0339736578	-0.09706877679999999	0.2233190971	-0.0814677396	0.10814305130000001	0.1081293633	0.1081065512	0.108074617	0.0	0.0	-2.3839e-05	-2.3839e-05	5.68297921e-10	5.68297921e-10	0.0333287	0.015790699999999998	0.0002493462064899999	0.0011108022436899995	0.0303476	0.02885339	0.0009209768257599999	0.0008325181144921	-0.00015052299999999998	3.208400000000001e-05	1.0293830560000009e-09	2.2657173529e-08	5.09243e-05	5.09243e-05	2.5932843304900007e-09	2.5932843304900007e-09	-0.00018744	-0.00018744	3.51337536e-08	3.51337536e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
714.9566220566671	-1.7783707100691115	511162.97142268	3.1626023824317167	1028.946273726932	-15.729094218399494	1058730.4342165387	247.40440493128844	771.008148183602	-0.2867865795767557	0.08224654222533483	594453.5645655071	814.5201061231163	679.8507423445864	1.080819	16.970955	0.08076793900000001	0.0398437	-0.0704205512	-0.0434144687	0.034764607	-0.0830120786	-0.0405959022	-0.09983952	0.0414295725	-0.0340831118	-0.0236631954	-0.0445230241	-0.0263058861	0.0748194037	0.0151872585	0.0139913229	0.005858104499999999	-0.030288050499999997	-0.0385449234	0.0856895715	0.0677728156	-0.0236601556	0.0836969177	-0.0043132416	-0.0702777966	0.047701695	0.0406690107	0.0036094567	0.09809178689999999	0.17042231789999998	0.043915248	-0.007098355400000002	0.0459199604	-0.1828252815	0.0495232464	-0.0184740955	0.0365817335	-0.0758281868	0.050840770800000004	-0.0600527671	-0.0756025465	-0.026004262099999998	0.1132893068	-0.056067134299999995	-0.006040368000000001	-0.0306630325	0.04313470269999999	-0.0741353043	-0.0311016066	-0.05339073	-0.006258296700000001	-0.0191567146	-0.003640198	0.0390756072	-0.0076611541	-0.1389636631	-0.0502590376	0.0332863971	0.1081065512	0.10798339369999999	0.10777823519999999	0.1074912313	0.0	0.0	0.00208383	0.002107669	4.442268613561e-06	4.3423474689e-06	0.0587145	0.0253858	0.00064443884164	0.0034473925102499994	0.051907	0.021559400000000003	0.0026943366490000003	0.0004648077283600001	-9.17833e-05	5.8739699999999976e-05	3.4503523560899974e-09	8.424174158890001e-09	0.000439046	0.0003881217	1.5063845401089002e-07	1.92761390116e-07	0.0	0.00018744	0.0	3.51337536e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
713.9855553033199	-0.9710667533472588	509775.37318179006	0.942970639456386	1019.9528493409777	-8.993424385954429	1040303.8148787791	80.88168218587974	770.0841095723291	-0.9240386112728628	0.8538473551230811	593029.5358158071	812.3033679584296	676.470139096368	0.83726	13.146610999999998	0.07127261499999997	0.0328935	-0.0658196887	0.0086017299	0.016383101	-0.06437651400000001	-0.0201000753	-0.0194072389	0.0484727515	-0.042276879	-0.055602123200000006	0.0313543965	-0.0762318929	0.0673323052	-0.0039347248	0.0513988088	0.0350400785	0.033675733799999996	0.0220444873	0.1052205128	-0.035296572799999995	-0.052866546699999996	0.0368374301	-0.0623063642	-0.047670404900000005	-0.07591526950000001	0.20797991079999997	0.0093378121	-0.0502879842	-0.008338756899999999	0.10773154869999996	0.09784764929999999	0.065639385	-0.0598779572	0.1549104809	0.0678889863	-0.017577221	0.0833221042	-0.0850634066	-0.0677158134	0.0052152083	-0.0661698899	0.12174799439999999	-0.059506399	0.00649693	-0.0676738292	-0.0128523851	-0.0782288831	-0.043749255	0.0340769702	-0.0181212807	0.022910998999999998	0.0369814944	0.0313373265	-0.0551294903	-0.17285505739999998	-0.1375172465	0.042305746500000005	0.1080335633	0.10769165160000001	0.1071226002	0.1063276091	0.0	0.0	-0.0131689	-0.01525273	0.0002326457724529	0.00017341992720999998	0.07874930000000001	0.02003480000000001	0.00040139321104000047	0.0062014522504900025	0.0615145	0.009607499999999998	0.00378403371025	9.230405624999997e-05	-0.000162984	-7.120069999999999e-05	5.069539680489999e-09	2.6563784256e-08	0.000217331	-0.000221715	4.9157541225000014e-08	4.7232763561000003e-08	-0.000234636	-0.000234636	5.505405249599999e-08	5.505405249599999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
714.0962396541762	0.11068435085644523	509933.43948823476	0.01225102552451267	1020.1713838981367	0.218534557159046	1040749.6525246394	0.04775735267270035	770.5812371973468	0.497127625017697	0.24713587555573602	593795.4431205937	812.2969303873407	677.2102789204075	0.741275	11.639452	0.06490342000000003	0.0358347	-0.0446478737	0.034282747599999996	0.053128211200000004	-0.0779655454	-0.005293592299999999	0.01782592	0.036049609100000005	-0.0232048868	0.0030286864	-0.006171115400000001	-0.0419101408	0.027524871200000002	0.0146601341	-0.0620783018	0.057384564400000004	0.0925982473	0.0318908687	0.1003580847	-0.015181206200000004	-0.0053703197999999995	-0.0330802522	0.08190365299999999	0.0147809545	-0.10659932289999999	0.1518827887	0.0313162666	0.0082676744	-0.07097573530000001	0.0523936237	0.031375316800000004	0.0682932478	-0.0705242566	0.0829865191	-0.024309811400000002	0.0028403121000000003	-0.012449746599999999	-0.16270055630000002	0.0773362626	0.0039622	-0.033248975099999994	0.09171755289999999	0.0650935446	-0.0415305214	-0.0754956204	-0.0508801732	-0.0173921406	-0.0418686761	0.0493453363	0.0766467053	-0.0355116946	0.0019730145	0.0388915476	0.0105431875	-0.1056733722	-0.1391093814	-0.0132488972	0.1079241123	0.10725453089999999	0.10614163730000001	0.1045900315	0.0	0.0	-0.00759928	0.005569619999999999	3.102066694439999e-05	5.77490565184e-05	0.11028	0.03153069999999998	0.0009941850424899988	0.012161678399999995	0.0681176	0.006603100000000001	0.00464000742976	4.360092961000001e-05	-0.00016533900000000002	-2.3550000000000274e-06	5.546025000000129e-12	2.733698492100001e-08	-0.0	-0.000217331	4.7232763561000003e-08	0.0	-0.00043895	-0.00020431400000000004	1.9267710250000005e-07	4.1744210596000017e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
714.4618669890024	0.3656273348260584	510455.75938141096	0.1336833479720066	1021.3479072657007	1.1765233675639593	1043151.5476760262	1.3842072344240393	771.8579548351282	1.276717637781417	1.6300079266221608	595764.7024422669	813.6818224096255	681.3869732663318	0.825968	12.969308	0.04637016999999999	0.0274344	-0.0111686371	-0.013010488	0.0693104729	-0.1158038999	-0.023886574100000002	0.014142640500000001	0.0026651188	0.0328157618	0.021878138	-0.1034335049	0.030314901000000002	-0.0881964016	0.0315654666	-0.0372781828	0.073729252	0.0802428495	0.1476415821	0.0274407168	-0.057325597699999994	-0.004786005	-0.0153549007	0.0186501481	-0.1246733093	-0.11239096330000001	-0.0316184656	-0.0208418525	-0.1514270664	2.7233999999999996e-06	-0.02881674	0.0994850807	-0.0610832095	-0.0749409841	-0.0767008254	-0.010072995	-0.0803392933	-0.0393604866	-0.08613152810000001	0.10333472630000001	-0.0259943419	0.001854811	0.0016446854999999999	0.175695057	-0.0776387211	-0.0385343514	-0.0335430152	-0.0327155043	-0.0715480699	0.028965977	-0.02007864	-0.037196513199999996	0.014867732199999999	-0.0005263301999999999	0.032525665499999995	-0.0979236824	-0.1467524211	0.0240638187	0.10777823519999999	0.1066726216	0.1048383259	0.10228787810000001	0.0	0.0	-0.0253848	-0.01778552	0.0003163247216704	0.0006443880710399999	0.122664	0.01238400000000002	0.00015336345600000048	0.015046456896000003	0.0680246	-9.299999999999586e-05	0.004627346205160001	8.648999999999231e-09	0.000156814	0.00032215300000000004	1.0378255540900003e-07	2.4590630596000002e-08	1.18978e-23	1.18978e-23	1.4155764484e-46	1.4155764484e-46	-0.00043895	0.0	1.9267710250000005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
713.9157318196077	-0.5461351693946881	509675.672139526	0.29826362324976463	1023.6908200123887	2.3429127466880573	1047942.8949776369	5.4892401385933765	771.6855019466733	-0.17245288845492726	0.029739998736447577	595498.5139146891	815.2692561942229	679.1716849354077	0.7967420000000001	12.51039	0.09513595	0.046336	-0.017241617	-0.0139195995	0.0416052982	-0.09711673230000001	-0.011172773899999999	-0.0252725498	0.0135893445	0.0531231734	-0.0701295391	-0.08433811279999999	0.042776378899999995	-0.081739507	0.0158815272	0.0023526237	-0.004470269099999999	0.0014184048000000001	0.0462538798	0.006425363199999999	-0.029708119300000002	-0.024934096800000003	-0.0284624273	-0.0206968345	0.0201520867	-0.07290259730000001	-0.0082687523	0.1386174322	-0.0338424311	0.0399663012	0.0205055126	0.0024373936999999997	0.0380738193	-0.051374770599999994	-0.1023140584	-0.013511876899999999	-0.0174503287	0.19605753399999998	0.0182221654	-0.1254674564	-0.06039386190000001	0.0136594981	-0.09944230960000001	0.09116739759999999	-0.0562753451	0.0208329553	-0.0069853263	0.005265645500000001	-0.066063411	0.0559814725	0.0200267047	0.019297745	0.0070974676	0.0385625996	-0.0006589901	0.0025128024	-0.013205471100000001	-0.101336681	0.107595981	0.1059467092	0.1032166238	0.0994335757	0.0	0.0	-0.0254872	-0.00010240000000000248	1.048576000000051e-08	0.00064959736384	0.108429	-0.014235000000000013	0.00020263522500000032	0.011756848041	0.101516	0.03349139999999999	0.010305498256	0.0011216738739599993	0.00029491900000000004	0.00013810500000000005	1.907299102500001e-08	8.697721656100002e-08	0.000383728	0.000383728	1.47247177984e-07	1.47247177984e-07	-0.00086326	-0.00042431	7.452178276000002e-07	1.800389761e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
712.8897078342326	-1.0260239853751043	508211.7355359775	1.0527252185650129	1021.4351903274236	-2.255629684965129	1043329.84803922	5.087865275695886	771.5861484915338	-0.09935345513952144	0.009871109048160895	595345.1845439993	815.7924551536038	675.2737098122543	0.749916	11.775145	0.053130114499999985	0.0289347	-0.0381539662	-0.0060189732	-0.0025099133	-0.0626969558	0.0334075832	-0.0223868095	0.049665235599999996	0.0205278133	-0.1086951372	-0.1011639847	-0.016854655	-0.114613084	0.0032626464000000003	-0.0535522341	-0.09529480050000001	-0.0515425059	0.1521744675	-0.041698207200000004	0.0158208799	-0.03644023	-0.05698370730000001	0.0225495317	0.046714204800000006	-0.0361489765	-0.0299699202	-0.0257256721	0.0574626651	0.0597905817	0.1732432686	0.1135333916	-0.062589311	-0.0041712463	-0.0354827105	-0.10356861839999999	-0.0845762748	-0.0055929491	-0.0559784004	0.10935220960000001	-0.0726125241	-0.0347861879	-0.11837710720000001	0.0163384129	-0.032229046000000004	0.05601276349999999	0.0510816053	0.0636992782	-0.09847006289999999	0.0518885001	0.0387638275	0.016626655	0.0302644645	0.0050933517	0.027343879900000003	-0.011760554599999999	-0.08796547140000001	0.0035178461	0.10737741140000001	0.10507777380000001	0.1012814563	0.09604253189999999	0.0	0.0	-0.025499	-1.1799999999999311e-05	1.3923999999998372e-10	0.0006501990010000001	0.122624	0.014195	0.000201498025	0.015036645376	0.0974998	-0.0040161999999999845	0.009506211000040002	1.612986243999987e-05	4.98671e-06	-0.00028993229000000005	8.406073278464412e-08	2.4867276624099996e-11	0.0007919379999999997	0.0004082099999999997	1.6663540409999975e-07	6.271657958439995e-07	-0.00086326	0.0	7.452178276000002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
712.2355107409003	-0.6541970933323	507279.4227603511	0.4279738369244301	1020.4453284888617	-0.9898618385618648	1041308.6684347407	0.9798264594410752	770.393340766642	-1.192807724891736	1.4227902685613998	593505.8994975875	814.2990404408338	674.348794318595	0.711677	11.174713	0.0702138855	0.0360286	-0.044790023600000006	0.0027215403000000003	-0.013009894099999999	-0.0323856005	0.086184334	-0.013030671200000002	0.0495212502	-0.0116559072	-0.0794818557	-0.0424067176	-0.0654441821	0.0017571928	-0.048890912800000005	0.027293077599999997	-0.0464198819	-0.09267575800000001	0.1104177329	-0.0330546267	0.1058368288	-0.0179624306	-0.0073380181000000004	-0.030714541600000006	0.0185033722	-0.111912717	0.045506705300000005	0.0093774089	-0.0643459673	0.0127501093	-0.019400588899999998	0.1281668587	0.0003109555	-0.0160028186	0.0126619053	-0.0387931629	-0.0549989812	-0.1379369658	0.08658951109999999	-0.0022867492000000003	-0.0469943866	-0.0548734356	-0.0420980899	-0.05118118519999999	0.0219691337	0.0260240286	-0.0134229404	0.0466850956	-0.09257415050000001	-0.013745193700000002	-0.0104148554	0.023157271400000002	0.0378602205	-0.020259243899999998	-0.0101079453	-0.0825784333	-0.1452786566	0.009756302199999999	0.1071226002	0.1040669883	0.09903870029999999	0.09213305150000001	0.0	0.0	-0.0408123	-0.015313300000000004	0.0002344971568900001	0.0016656438312900002	0.104488	-0.018135999999999985	0.00032891449599999946	0.010917742144000002	0.0997625	0.0022626999999999925	0.00995255640625	5.119811289999967e-06	-0.000459808	-0.00046479470999999996	2.1603412244398408e-07	2.1142339686400003e-07	0.000566695	-0.0002252429999999997	5.073440904899988e-08	3.21143223025e-07	-0.00086326	0.0	7.452178276000002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
