global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
754.8137186143448	n/a	n/a	569743.7498084153	1174.3258046601172	n/a	1379041.095490632	n/a	826.2706685303913	n/a	682723.2176736598	n/a	881.7152787923991	664.7961234064479	n/a	n/a	n/a	n/a	-0.0300808275	0.018830983	0.046862298899999995	-0.0048885138	0.0372965001	0.2348175074	-0.49030415380000003	0.2878040031	0.41051133770000003	-0.0355799964	0.0617427841	0.1371476502	-0.028912560499999997	0.0153271901	-0.038047613	-0.1404412458	0.0206632248	-0.014076462199999999	0.158909448	-0.1027174609	0.2118482448	-0.0745514279	0.0017285913000000001	-0.06683528059999999	-0.0013378942000000001	0.043862024299999997	-0.061150409800000013	0.1154472641	-0.0172696553	0.1655858934	-0.0519490709	0.0431992971	-0.0465721895	0.0603642585	-0.0194631401	0.029272955899999998	-0.0058119805	0.0369220519	-0.024368951099999998	0.018321978	-0.023472137	0.0051699136	-0.10069699789999999	0.1432779114	-0.0763769524	0.2531965544	-0.4265183883	0.136732338	-0.3868614572	0.10912588320000001	-0.2918711778	0.0757866131	0.0396037484	-0.1262241749	0.1616239329	-0.1257848604	0.0976844518	-0.054615246	0.0077172165000000004	-0.18305156109999998	0.1830530306	-0.0986486368	0.0304021892	-0.011574978500000001	0.0095762696	-0.0312604021	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	-0.0538241	n/a	n/a	0.00289703374081	-2.34772e-05	n/a	5.5117891984e-10	n/a	-0.0191114	n/a	n/a	0.00036524560996	-0.00148865	n/a	2.2160788225e-06	n/a	-0.00187652	n/a	3.5213273104e-06	n/a	0.00120567	n/a	1.4536401489e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
751.1486539251804	-3.66506468916441	13.432699175759812	564224.3002936104	1142.5803616280702	-31.745443032046982	1305489.882778132	1007.77315330094	825.9083385177568	-0.3623300126345157	682124.5836331615	0.1312830380557283	876.6551264235063	653.5928393552374	1.247775	19.309978	0.02358052280000001	0.0144744	-0.0748775493	-0.0201338652	-0.0769743742	0.10347979189999999	0.0743901232	0.0178887285	-0.19775778559999999	0.12303435189999999	0.1114496861	-0.032132862000000005	0.1270872282	0.014337259299999999	0.09342671820000001	-0.0526694384	-0.046656232699999994	-0.053395185899999996	0.074107803	-0.022784219300000002	0.11102343949999999	-0.031119795099999997	0.17546955690000002	0.0715978438	0.07365968070000001	-0.0433070653	-0.0212080586	0.0027254156	-0.0991202914	-0.0014201079000000002	0.0221405631	0.0342292783	0.0574645396	-0.0095352839	0.0849557359	0.1041940259	0.0008865952000000002	-0.018132366599999998	-0.025600245499999997	-0.0360499402	-0.055711773	-0.0760571444	0.0149681649	0.0775110046	-0.1016721937	0.09522705029999999	0.0830414553	0.0756162137	-0.17267434969999998	0.056404614400000004	-0.0428857528	0.1893072206	-0.1336264984	0.0252605002	0.011346519	-0.0602219284	0.0943409421	-0.0695930905	0.0519938615	0.044952826200000004	0.0050913371	-0.0039357418	-0.0294463927	-0.0209202053	0.0022847737	-0.1087044057	-0.0687606937	0.0789529994	0.1074807797	0.10736115	0.1071618658	0.1068830749	-0.0514225	0.002401599999999997	5.767682559999985e-06	0.00264427350625	-0.0020769	-0.0020534228	4.31351361e-06	4.21654519555984e-06	-0.0055494	0.013562	0.00018392784400000006	3.0795840360000004e-05	-0.00149218	-3.5300000000000695e-06	2.2266011524e-06	1.246090000000049e-11	-0.00184946	2.7059999999999968e-05	3.4205022916e-06	7.322435999999986e-10	0.00112499	-8.068000000000007e-05	1.2656025001e-06	6.509262400000012e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
750.107820558596	-1.0408333665843656	1.0833340969953444	562661.7424631668	1127.3128678964788	-15.267493731591456	1270834.302124984	233.09636484418445	825.3157045196433	-0.5926339981134561	681146.0121267552	0.3512150557199399	873.9072823479356	651.2421606711063	1.161043	17.967758	0.033832469480000016	0.017928699999999995	-0.0904520541	-0.09247318410000001	0.0579833369	0.0317968221	-0.0051009758	-0.0375978559	0.0371929457	0.0915415197	0.1144278148	-0.1019327474	0.0760569182	0.024839684100000002	0.0710904258	0.08011611	0.0442989443	-0.0074276633	-0.053698366399999996	-0.10414334189999999	0.0381802115	-0.10671803220000001	0.09010926529999999	-0.0329077109	0.045160985199999996	-0.0353054751	0.0056644025	0.0793472058	0.022150850099999998	0.012626855	0.0786322642	-0.134260845	0.0387718594	0.0342813306	0.0711118849	0.07399544150000001	0.2047150702	-0.010863834099999999	0.0213651378	0.018478311299999998	0.019542798400000002	0.09640260070000001	0.1092396639	-0.0334754578	-0.025593558500000002	0.1524397909	-0.0060151976	-0.0354829069	-0.1378100849	0.0026755476	0.025466891800000002	0.088611026	0.041062871	0.0079829462	0.0787021143	0.013179256499999998	-0.06306760139999999	-0.014852683700000001	-0.0006202578	0.0851049679	-0.0297345555	0.108382974	0.029819727200000007	-0.0093898935	0.040696791	-0.1046321633	0.0031002294	0.0588218454	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	-0.0372835	0.014139000000000006	0.00019991132100000017	0.0013900593722499998	-5.59852e-06	0.00207130148	3.134342619039999e-11	4.290289821050191e-06	0.000106268	0.005655668000000001	3.1986580526224e-05	1.1292887823999998e-08	-0.0012881	0.00020408000000000012	1.6592016099999996e-06	4.1648646400000064e-08	-0.00188471	-3.524999999999991e-05	3.5521317841e-06	1.2425624999999935e-09	0.00112499	0.0	1.2656025001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
751.2044637348689	1.0966431762728917	1.2026262560658965	564308.146335192	1132.841626028515	5.528758132036273	1283330.14966293	30.567166482557226	825.3033358244327	-0.012368695210625448	681125.5961229363	0.00015298462121334883	873.6737047420291	649.1052179888675	1.287978	19.93215	0.10229693052000001	0.055429700000000005	-0.0788844079	0.12776322240000001	-0.0346347667	-0.0253493931	-0.0249379886	0.0012965089	-0.0394142802	0.04605377150000002	-0.0707587054	-0.0909784179	0.0574463909	0.09835787380000001	0.0754267862	-0.1467017268	0.10181796039999999	-0.1061416437	0.027978628399999997	-0.126821299	-0.021444179900000002	-0.1195918958	0.0815332279	0.1021668998	0.0282303486	-0.0038021709000000004	0.050185634699999995	-0.0298158297	-0.024801575	-0.08550645039999999	0.0486780326	-0.0529057407	-0.039733406400000004	-0.139278495	0.0113268929	-0.08952697300000001	0.2203274431	0.0064277990000000005	-0.1529865497	-0.006562821999999999	0.0255737577	-0.0157173797	-0.0540181084	-0.0486312358	0.0005062337	0.0762568533	0.1400009701	0.09935492259999999	-0.0843738265	-0.037267662400000005	-0.015354036399999996	0.044037209400000006	0.10034700279999999	-0.0390186706	0.0576500722	0.0768361393	-0.047631397199999995	-0.0329526134	0.0843245881	0.1238082246	-0.030553838599999997	0.191864279	-0.0353148154	0.030674005600000002	0.10667603640000001	-0.0363712536	0.06674893009999999	-0.0223929984	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	-0.017566	0.019717500000000002	0.00038877980625	0.00030856435599999993	0.0290026	0.02900819852	0.00084115080676	0.0008414755813757303	0.027359	0.027252732	0.0007427114014638241	0.0007485148809999999	-0.00180035	-0.0005122500000000001	3.2412601225000008e-06	2.624000625000001e-07	-0.00187059	1.4119999999999844e-05	3.4991069481e-06	1.993743999999956e-10	0.00112499	0.0	1.2656025001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753.4678061104947	2.2633423756258253	5.1227187093035536	567713.7348449621	1140.5077930479388	7.66616701942371	1300758.02600308	58.77011676969982	827.681595255525	2.378259431092374	685056.8231247307	5.656117921579822	873.8268939676877	662.3734839540367	1.428581	22.108051	0.13834775	0.07374129999999998	-0.0466188145	-0.0726952389	0.0837497125	0.0649012182	-0.12636216179999998	0.1155193536	0.0067548931	0.01382793	0.0505963678	-0.0331701538	-0.118871295	0.0381636122	-0.0014351070000000001	-0.0526524816	0.0944598793	0.0358553602	-0.0730767082	-0.1420808694	0.023840097200000004	-0.0026507352	0.16382855529999998	-0.0167490642	-0.021096812799999996	0.0008222589	0.021170765299999998	-0.09473309519999999	0.0274779087	-0.0004898611	-0.0380732959	0.0052891419	-0.0304283221	0.1346016854	-0.1271531833	-0.034904963399999996	-0.0029172135	-0.0180327471	0.049953530999999995	0.0417797012	-0.19786368440000002	0.0860219717	0.0924384093	0.09012182029999999	0.0947051426	-0.013584502	-0.002605204	-0.0222748775	-0.0594613961	0.0870663898	-0.0713258128	-0.111362407	0.11911641390000001	0.0341128884	0.1619347106	0.1447892872	0.0663890214	-0.053861264699999994	-0.1001400819	0.0745908872	0.06996177469999999	-0.0336733584	-0.133484641	0.0034493578000000004	0.0133220724	0.0280471914	0.027679762599999998	-0.0556198754	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	-0.017530700000000003	3.5299999999995064e-05	1.2460899999996513e-09	0.00030732544249000016	0.05906040000000001	0.030057800000000006	0.0034881308481600013	0.0009034713408400004	0.0466783	0.019319299999999998	0.0003732353524900001	0.00217886369089	-0.000570473	0.001229877	3.2543944372900004e-07	1.5125974351289998e-06	-0.00132176	0.0005488300000000002	1.7470494976e-06	3.012143689000002e-07	0.00112499	0.0	1.2656025001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
754.1993557365225	0.7315496260277996	0.5351648553414134	568816.6681933857	1135.2193618781173	-5.288431169821479	1288722.9995829598	27.967504237939373	826.7932319112947	-0.8883633442303562	683587.0483343239	0.7891894313721424	871.7167130894031	660.8417390835716	1.466063	22.688101	0.1572014839	0.0796614	0.0015935226999999998	0.09404691529999999	0.1150099057	-0.0443895911	0.1058415767	0.1546330275	0.0538188257	-0.0356502552	-0.1007198303	-0.059852715599999995	-0.1208224576	0.0013889963	-0.0711161417	-0.05711809	0.027261216499999998	0.042893658200000004	-0.1128861072	0.0311403605	0.0117450897	0.0349942647	0.1063758164	-0.0007237061	-0.1296691919	0.028390196099999997	0.0006491306	-0.10039571900000001	-0.1205428422	0.0447829951	-0.049868076500000004	-0.0100369938	-0.1327947231	0.0023851411	0.0482032213	0.1458129719	-0.05220976150000002	-0.052080193399999995	-0.0574817547	-0.0278530272	-0.0203120131	0.1473842993	0.0420660041	-0.0016890067	0.1603422591	-0.0500973717	-0.0068316272999999995	0.0679056971	0.04622732190000002	0.0208564928	0.0052481423	0.0482481105	-0.0536045574	-0.0651287637	0.0118132281	0.1631939926	0.0306503305	-0.056076817	-0.0414190959	0.0497891965	0.0477837574	0.0139319919	0.0482808914	0.1163701377	-0.011682819799999999	0.022271035499999998	-0.0084836501	0.0885327466	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.0014329	0.018963600000000004	0.00035961812496000016	2.05320241e-06	0.0542903	-0.004770100000000006	0.00294743667409	2.275385401000006e-05	3.75161e-05	-0.0466407839	0.002175362722806499	1.40745775921e-09	0.000211822	0.0007822950000000001	4.486855968400001e-08	6.119854670250002e-07	-0.00107168	0.00025008	1.1484980224e-06	6.254000639999998e-08	0.000420825	-0.000704165	1.77093680625e-07	4.958483472249999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
756.4807572475484	2.28140151102582	5.2047928545108935	572263.1360858242	1137.5935384745765	2.374176596459165	1294119.0587791076	5.636714511174425	828.5993972136952	1.806165302400473	686576.961062899	3.2622330995953908	874.2863770253156	681.8174981736039	1.460055	22.595131	0.08900051609999997	0.0435012	0.0659599738	0.0770633005	-0.0714923108	-0.08811975039999999	-0.15171871050000002	0.0328056007	-0.0207078113	-0.15269616589999999	-0.0851067161	0.040305084500000005	-0.11537187039999999	0.0015160044	0.040626943799999995	-0.056477294299999994	0.0149406371	0.045483870999999995	0.0343678761	0.05880004990000001	-0.0938305838	0.0363802046	-0.0404833877	-0.08807327429999999	-0.052118853099999994	0.1719092617	0.0088164087	-0.0037794349	0.1011963322	-0.0260605621	0.0238412804	0.006126774399999999	-0.0789179421	-0.1012122984	-0.0146867948	0.1157257452	-0.0760315819	0.032546810600000003	0.0336025802	-0.0048783652	0.0139299157	-0.056349261500000004	0.048401058399999995	0.08438199869999999	0.0675533073	-0.1440465516	0.06215648	0.0057196666	0.0116138734	-0.0048712782	0.034751247	0.0188516172	0.1262060297	-0.0318277466	-0.0009405666	-0.0898860341	-0.0357749984	-0.007178022900000002	0.0048292356	0.0607735035	0.1088943795	-0.0537032844	0.0800366604	0.0101404672	-0.0361835035	0.09993232839999999	0.0396627384	0.0359504255	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	-0.00135555	-0.00278845	7.7754534025e-06	1.8375158025000003e-06	0.0183379	-0.035952399999999995	0.00033627857641000005	0.0012925750657599995	-0.0143703	-0.014407816100000002	0.00020758516477141918	0.00020650552209000006	-0.000100738	-0.00031256000000000003	1.0148144643999999e-08	9.769375360000003e-08	-0.000795993	0.00027568699999999994	6.336048560490001e-07	7.600332196899997e-08	0.000292035	-0.00012879	8.5284441225e-08	1.6586864099999996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
756.4609558468235	-0.01980140072487302	0.00039209547066700176	572233.1777206898	1136.5892100877284	-1.0043283868481012	1291835.0324878462	1.0086755086289092	828.7827449309317	0.1833477172365292	686880.83829525	0.033616385415846266	875.0680059393686	697.0276913503873	1.271087	19.67074	0.04793852	0.0256433	0.1317019534	-0.0946840255	0.030861533700000002	-0.0398315675	-0.06591673990000001	0.019864568200000002	0.05887624480000001	-0.1731585634	0.0762303767	0.0559030079	-0.0649647076	0.0182556766	-0.1455823091	-0.0143577139	0.023765213900000002	-0.0231487159	0.1306847488	-0.050824838	-0.1311795783	-0.046805264000000006	-0.006909650799999999	-0.19184456449999998	-0.0781039953	0.0962048981	0.0144153568	0.0748236204	0.0591379974	0.08270981179999999	0.0630796006	-0.043136525499999995	0.10862498289999999	0.033152604100000004	-0.0071988952	-0.08637560130000001	-0.1054012286	0.006348175500000001	-0.0315321886	0.052892924699999996	-0.0313852126	0.0807696514	0.0026868627	-0.10813147	0.0202847259	-0.09664054289999999	-0.0858828858	-0.1074076534	0.0016852579999999998	-0.0604881464	-0.0941315989	0.0067709612	0.1009479826	-0.0378905389	0.010093265	-0.0774409917	-0.0263793629	-0.0142991405	0.0799559544	0.0927198513	0.1653352391	-0.10950937220000001	0.0443710101	0.0022419557999999997	-0.1386808366	-0.0292948096	0.0390850051	-0.0653806413	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.00149602	0.0028515700000000003	8.131451464900002e-06	2.2380758404e-06	0.0274029	0.009065	0.0007509189284100001	8.217422500000001e-05	-0.0150752	-0.0007048999999999996	4.968840099999993e-07	0.00022726165504	-0.000183895	-8.3157e-05	3.3817371025e-08	6.9150866489999996e-09	-0.0004656180000000001	0.000330375	2.1680012192400002e-07	1.09147640625e-07	0.000584844	0.00029280900000000005	3.420425043360001e-07	8.573711048100003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
755.1394326692572	-1.3215231775662917	1.7464235088449078	570235.5627720476	1138.7843407760859	2.1951306883574944	1296829.7747968244	4.818598738968847	829.2151455607768	0.4324006298451195	687597.7576273803	0.18697030469045609	875.9089812225592	696.3792693820242	1.229025	19.019808	0.05845767	0.0313727	0.143961753	0.0531102625	-0.028149206200000002	-0.0033361218	0.1007601684	0.026058099300000002	-0.0395308473	-0.0924323186	-0.1807088391	0.0920771449	-0.06418472389999999	0.0853111687	-0.0282548917	-0.0897074956	0.0074105356	-0.0560050146	0.025431664700000002	-0.0251609864	0.0581814004	0.019454008000000002	0.0118311527	0.06207722230000001	0.0624417658	0.0602210116	-0.048524471	-0.0048452181	0.1476313675	0.1256369889	0.0378587041	0.0536034775	-0.1598451853	-0.1345248919	0.08951204980000001	-0.0649040379	-0.0693293981	0.0451372443	0.0034580895000000003	0.0024144318	0.0430746938	-0.056654825199999995	-0.090451881	-0.06430809629999999	0.0192597076	-0.1448083642	-0.0229704554	0.1019939733	0.1254874297	-0.056138658200000004	-0.0633854325	-0.0729826284	-0.0137715626	-0.0815639041	-0.0301074131	0.0344973665	-0.05093374690000002	-0.0262749859	-0.0084784916	0.0623298593	0.1043445292	-0.0317921255	-0.1364055033	0.1418859009	0.10164116960000001	-0.018494310400000002	-0.016749289	0.099406404	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.0102119	0.008715879999999999	7.596656417439997e-05	0.00010428290161	0.0547122	0.027309299999999998	0.0029934248288399994	0.0007457978664899997	-0.0112429	0.0038323	1.4686523290000004e-05	0.00012640280041	8.759280000000001e-05	0.0002714878	7.672498611840004e-09	7.370562554884e-08	-0.0004656180000000001	0.0	2.1680012192400002e-07	0.0	0.000484328	-0.00010051600000000004	2.34573611584e-07	1.0103466256000008e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753.6914012060432	-1.4480314632139653	2.0967951184575773	568050.7282519288	1131.2128808402906	-7.5714599357952475	1279642.5817789894	57.32700555935256	828.9179610740467	-0.2971844867300888	687104.9861911548	0.08831861915302631	875.7825317107515	698.3501120639082	1.1736030000000002	18.162123	0.04193786	0.028631	0.13835138859999999	-0.09646582949999999	-0.0642436025	0.083112282	-0.0200227095	-0.1022583972	0.0426270805	-0.1054807143	0.042212447699999996	0.1161313788	0.1092453192	-0.1426560292	-0.1755161345	-0.069906719	0.022341706200000002	0.0551985716	0.0005611403	-0.0583354955	-0.0053041876	0.027971656	0.10888709	0.1425099576	-0.0181882355	0.008568584	-0.0660855946	-0.0542832806	-0.0764025788	0.027766027599999996	-0.0819085828	0.0816052374	-0.010562338400000001	0.0640797305	-0.0607609946	-0.0694934484	0.0762325074	0.11380053300000001	0.055726325599999994	-0.11650997140000001	0.0978442185	-0.0157606572	-0.2007790898	-0.0012928299	-0.07423027759999999	-0.0726842921	9.22181e-05	-0.1617439191	0.0868901125	-0.021291595	-0.1452452037	-0.0414607855	-0.049638465199999995	-0.021249119900000002	0.028810994399999998	0.0785884661	-0.05969680610000001	0.0744994048	0.0383211161	0.0668809853	-0.00019008580000000002	0.1179384701	-0.0020450761	0.0820411016	0.0606438184	-0.0316876336	0.07674439940000001	-0.0236050192	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.014394999999999996	0.0041830999999999995	1.749832560999999e-05	0.000207216025	0.0484419	-0.0062702999999999925	0.0023466176756100003	3.9316662089999905e-05	-0.0119252	-0.0006823000000000003	4.655332900000004e-07	0.00014221039504000002	0.000604862	0.0005172692	3.658580390439999e-07	2.6756742526864e-07	-0.0004656180000000001	0.0	2.1680012192400002e-07	0.0	0.000385554	-9.8774e-05	1.4865188691600002e-07	9.756303075999995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
