global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
771.8077447529266	n/a	n/a	595687.1948605988	1205.5168922453174	n/a	1453270.9774888083	n/a	835.3633070486572	n/a	697831.8547632692	n/a	893.8048718084091	709.1537520059392	n/a	n/a	n/a	n/a	-0.0013404716	0.0552013918	-0.006984306	-0.22632167620000002	0.0175146116	0.5686788005	-0.2856577805	-0.0393784644	-0.0679685077	-0.0158626775	0.10548069019999999	-0.1016178838	0.0294430651	-0.0400117792	0.0009796205	-0.0080963791	0.0204487877	-0.0758551378	0.10892941380000001	-0.011596183000000001	0.0516044062	-0.0868290424	0.06387184480000001	-0.060472382699999994	0.0890553025	-0.0669323803	0.0189326055	-0.0311444013	-0.0306746074	0.00024432619999999996	0.3217454912	-0.0485721121	0.1480870889	-0.362470962	0.3923233076	-0.0645161191	0.2077012384	-0.1531861942	0.156561144	-0.1037119459	0.11250323	0.1124865505	0.11245875300000001	-0.0481819	n/a	n/a	0.00232149548761	-0.0803476	n/a	0.0064557368257599996	n/a	-0.101765	n/a	n/a	0.010356115225	0.000424919	n/a	1.8055615656099998e-07	n/a	-0.000259835	n/a	6.751422722499999e-08	n/a	0.000302257	n/a	9.1359294049e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
770.1158940020711	-1.6918507508555651	2.8623589631705384	593078.4901946093	1168.1156416559465	-37.40125058937088	1364494.1522812836	1398.853545648915	836.158659876828	0.7953528281707349	699161.3044870129	0.6325861212791866	888.3052379677071	706.9454291474506	1.33509	21.668659	0.13145284999999998	0.0780565	0.0283976023	0.0296319746	-0.112658395	-0.1670013266	-0.0077423415	0.27134674420000005	0.0385695863	-0.0158284298	-0.096914179	0.024868064300000003	0.037359955699999996	-0.14736904210000001	0.04734218849999999	0.0754442349	0.0823390278	0.1358832683	0.002629844	-0.1763156686	0.1371317166	0.0553536241	-0.1388156733	0.0288168311	0.00165111	-0.0263756494	0.0808132069	-0.1250214951	-0.0849469942	-0.0054286974	-0.0469105308	0.0540337824	0.11088065119999999	-0.006075600699999999	0.24963612579999997	-0.1630261596	0.200012418	-0.0680747006	-0.0126577401	-0.0999120618	-0.0569098708	-0.1391880896	0.11245875300000001	0.1123086861	0.11205872300000001	-0.0403753	0.007806599999999997	6.0943003559999954e-05	0.0016301648500900005	-0.0145094	0.06583820000000001	0.00021052268836	0.004334668579240002	-0.085815	0.015949999999999992	0.0002544024999999997	0.0073642142249999995	-0.000150096	-0.000575015	2.2528809216000004e-08	3.30642250225e-07	-0.0	0.000259835	0.0	6.751422722499999e-08	0.000299946	-2.3110000000000127e-06	8.9967602916e-08	5.340721000000057e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
767.7505678069326	-2.365326195138437	5.5947680094080745	589440.9343678674	1148.8852582894287	-19.230383366517803	1319937.3367147674	369.8076444232444	836.856729587551	0.6980697107229616	700329.1858559714	0.4873013210288393	886.7988628344905	702.8051904175823	1.233891	20.026182	0.09684595	0.065442	0.0174142333	-0.0096649092	-0.025783647000000003	-0.05064361480000002	0.05837294780000001	0.0225432339	-0.1004810268	0.0388738298	-0.001907361	-0.11562796460000001	0.0629203112	0.047342040700000004	-0.046992792900000004	0.1616117588	0.030195859300000006	0.0972887967	-0.028396652999999997	-0.2118526946	0.09703959949999999	-0.0911202793	0.0465973707	-0.1198455827	0.192232185	-0.042445725700000006	0.0662007844	0.0603585482	-0.1920511246	-0.0973835531	0.0120459401	0.0498699256	0.1186521482	0.1392524658	-0.009759256899999999	0.010785131100000001	0.051387182999999996	0.0655845514	0.11227958589999999	0.0457325186	0.08823598699999999	0.011109807099999999	0.1123698164	0.11195323859999999	0.1112600859	-0.0360502	0.0043251000000000045	1.8706490010000048e-05	0.00129961692004	-0.0658325	-0.051323099999999997	0.004333918056249999	0.0026340605936100003	-0.0893732	-0.003558199999999997	1.2660787239999982e-05	0.00798756887824	0.00056976	0.0007198560000000001	3.246264576e-07	5.181926607360001e-07	-0.0	0.0	0.0	0.0	0.000332881	3.2935e-05	1.1080976016099999e-07	1.0847142249999998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
767.9670986536038	0.21653084667116215	0.04688560756013035	589773.4646144339	1136.1270268483024	-12.758231441126327	1290784.6211351634	162.77246950534436	836.9958485701642	0.1391189826132404	700562.0505236892	0.019354091323343085	886.1290025855685	703.4600231183008	1.108624	17.993082	0.10712538	0.0649767	0.0282323646	-0.007907696700000001	-0.0250312321	-0.0118272721	0.0381404773	-0.0453344951	0.0066332927000000005	0.0379912356	-0.0227509638	-0.0428338317	-0.0444777091	-0.0787773724	0.0040516488	0.1119043186	0.1572529826	-0.0676576437	-0.014317115900000003	-0.22480830579999997	0.0278406815	0.0351183443	0.0968723667	0.0069442493	-0.0071828475	0.0003211647	-0.0036389401000000003	-0.0212866292	0.1224544988	0.06929296019999999	0.0231134967	0.0466679428	0.069978658	0.0227390621	-0.0269225129	-0.09653983070000001	-0.0859325484	-0.0709732568	-0.0035487274	0.07664798440000001	0.0827343765	0.041593110600000004	0.11223645550000001	0.1114207701	0.1100656827	-0.0337071	0.002343100000000001	5.490117610000004e-06	0.00113616859041	-0.0127583	0.053074199999999995	0.00016277421888999998	0.0028168707056400004	-0.08123049999999997	0.00814270000000003	6.630356329000049e-05	0.006598394130249995	-4.23393e-05	-0.0006120993000000001	1.7926163244900004e-09	3.746655530604899e-07	8.38623e-05	8.38623e-05	7.03288536129e-09	7.03288536129e-09	0.000157535	-0.000175346	2.4817276225e-08	3.0746219716000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
767.0539826734465	-0.913115980157272	0.8337807932185758	588371.8123351961	1141.853496638084	5.726469789781504	1303829.4077846187	32.79245625328022	837.7221427589351	0.7262941887709076	701778.3884686215	0.5275032486423907	887.9141336844722	700.1281552725325	1.189236	19.301426	0.05915354	0.0354106	0.0228249217	-0.0093830445	-0.015282730900000001	0.0014548801999999998	0.033180644	0.0175346864	0.1481368779	0.056591887199999996	-0.0140978275	-0.026857639300000003	-0.0262340127	-0.0744955122	0.1116426584	0.0595515821	0.0001689286	0.19083431609999998	-0.1203343737	0.0046488159000000005	0.1787670237	0.1257737372	-0.1348323856	0.1754625827	0.0233507286	0.1811835479	-0.0193294647	-0.0170866693	0.0345545718	-0.0689695928	0.0363063509	0.050868160700000005	-0.0395309346	0.048448018499999995	0.1442047662	0.0477178111	0.0479169937	-0.073777867	-0.0912275823	-0.0598360229	0.0073161336	-0.1262889822	0.11205872300000001	0.1107121224	0.1084797619	-0.033714999999999995	-7.899999999998186e-06	6.240999999997134e-11	0.0011367012249999995	-0.0352423	-0.022484	0.0012420197092899998	0.0005055302559999999	-0.054272900000000006	0.026957599999999964	0.0007267121977599982	0.002945547674410001	-1.45108e-05	2.7828500000000006e-05	2.1056331664e-10	7.744254122500001e-10	-0.0	-8.38623e-05	0.0	7.03288536129e-09	0.000239925	8.239e-05	5.7564005624999986e-08	6.7881121e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
765.9010896326489	-1.1528930407976077	1.3291623635195542	586604.4791004789	1136.5947317732284	-5.258764864855493	1291847.584294657	27.65460790383861	838.1290112786061	0.40686851967097937	702460.2395468538	0.16554199229925412	887.8280895072244	689.4461569909987	1.158998	18.810659	0.07185689999999999	0.0309976	0.0007156821000000001	-0.041851252	0.0994232786	0.07855311820000001	0.0284177156	-0.037233054700000004	-0.0944048405	0.0796603419	0.028735308199999997	-0.1470037936	-0.0023944661	0.2000300307	0.008022432900000001	0.0921186012	-0.166786039	0.0415789367	-0.0479350445	0.0283913519	0.0681128201	-0.0146539794	0.030912366400000002	-0.0096422465	-0.037723147900000004	0.1849504631	0.0184153055	0.0917942519	0.08649272470000001	0.23230103370000002	0.07247856400000001	0.011694215800000001	0.0061705369	0.1124602527	-0.1246188931	0.0928050045	-0.0051971594	0.0095660628	0.11496114140000001	0.1377141626	0.11272165710000001	-0.0482707041	0.1118366891	0.10982841609999999	0.1065079649	-0.0191722	0.014542799999999996	0.00021149303183999984	0.00036757325283999997	-0.0235311	0.011711199999999998	0.0005537126672100001	0.00013715220543999995	-0.0390312	0.015241700000000009	0.00023230941889000034	0.0015234345734399994	0.000452062	0.0004665728	2.04360051844e-07	2.1769017769984003e-07	-5.82612e-05	-5.82612e-05	3.39436742544e-09	3.39436742544e-09	0.000157535	-8.239e-05	2.4817276225e-08	6.7881121e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
765.2213251171269	-0.6797645155220379	0.462079796562911	585563.6764140115	1130.7384116395708	-5.8563201336576185	1278569.3555571795	34.29648550788359	836.0606696743351	-2.068341604270927	698997.4433762977	4.278036991958031	886.2317184010344	685.1333790899383	1.184176	19.219311	0.056522805	0.0325101	-0.0163049852	-0.0271061969	0.0038544801	0.049593945599999995	0.006725163100000001	-0.0604066825	0.0184824187	-0.0025399158	-0.0009963814	0.0009115678	-0.013145553	0.049518363600000004	0.1237302577	-0.0681499448	0.10383167089999999	-0.012657320500000001	-0.0060930433	-0.0372780783	0.0150568733	0.1761681429	0.0272276247	-0.0268686685	-0.0596571065	0.0457081316	-0.0813900974	0.06225123940000001	0.0324644978	-0.0252740252	0.0161579055	-0.025796345800000002	-0.0060863046	-0.07712881469999999	-0.0359140825	-0.0139261363	-0.08833833740000001	-0.1190177202	0.0085952705	0.018981453	-0.1202694358	-0.0615489543	0.1115704417	0.1087710484	0.1041573055	-0.0337131	-0.014540899999999997	0.00021143777280999983	0.0011365731116099998	-0.0327211	-0.009190000000000005	0.00107067038521	8.445610000000007e-05	-0.0381048	0.0009263999999999939	8.582169599999888e-07	0.00145197578304	-6.65292e-05	-0.0005185912000000001	4.42613445264e-09	2.6893683271743994e-07	6.04577e-05	0.00011871889999999999	3.65513348929e-09	1.4094177217210001e-08	0.000157535	0.0	2.4817276225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
765.1805731094446	-0.04075200768227205	0.0016607261301359606	585501.3094640981	1142.0014494427685	11.263037803197674	1304167.310529384	126.85602055625994	834.5678363729793	-1.4928333013558586	696503.4735082759	2.2285512656370314	885.5175548172183	685.7298060697357	1.21491	19.718122	0.088605755	0.051998800000000005	-0.0229613538	0.0045667228999999995	0.0674360575	0.0620889725	0.0126381475	0.0179570091	0.0330460412	-0.0451603555	0.0300074419	0.0397755671	-0.0274291377	0.0142732805	0.018994708	-0.0766379683	-0.0682550235	0.14852596869999998	0.08349895780000001	0.1108004334	-0.0680803916	-0.014188119099999999	0.19886474989999997	0.037777466	0.0485824949	-0.0132979025	0.0389337266	0.10191326949999999	-0.1126723766	-0.11364553390000001	-0.020692482800000002	-0.0477404191	-0.0695266232	-0.013123448999999999	0.0197559971	0.09189434560000001	0.0244148088	-0.0120236001	0.0246232083	-0.0285828913	0.10168109550000001	0.1222476577	0.1112600859	0.1075416914	0.1014361455	-0.0252766	0.008436499999999996	7.117453224999994e-05	0.00063890650756	-0.00660287	0.026118230000000003	4.35978922369e-05	0.0006821619383329001	-0.0214199	0.016684900000000003	0.00027838588801	0.0004588121160100001	-0.0007533939999999999	-0.0006868647999999999	5.676025192359998e-07	4.7178325347903975e-07	-0.0	-6.04577e-05	0.0	3.65513348929e-09	0.000157535	0.0	2.4817276225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
765.4277084727353	0.2471353632906812	0.06107588778881697	585879.5768978228	1130.3309322092575	-11.670517233510964	1277648.0163090492	136.20097249767642	834.2501784164915	-0.3176579564877784	695973.3601879479	0.10090657731999132	882.9703754847271	689.2184639457927	1.278469	20.749691	0.086093675	0.0544052	-0.010537364399999999	0.0231117221	-0.0100065707	0.0076013631	-0.0667939888	-0.0716550614	0.008816128199999999	-0.0684240307	-0.0220057783	0.0349075163	0.0095826086	0.0359811374	-0.0122446962	-0.1280524561	-0.0042074204	-0.0755522305	0.0461461817	0.0928424462	0.0035562609	0.0018212942	0.1452794767	0.0818757102	-0.04304125599999999	0.0840748865	-0.089745495	-0.0010155306	-0.02723159	0.0074323696	-0.06486918950000001	-0.021390503199999997	-0.0380329941	-0.0604536816	-0.0951051643	-0.0222207999	-0.1273112988	-0.0070935606000000016	0.0387761162	-0.0613974091	0.0221512913	0.0025440915	0.11090574460000001	0.1061422889	0.09835416429999999	-0.0151955	0.0100811	0.00010162857720999998	0.00023090322025	-0.040231800000000005	-0.03362893	0.0016185977312400007	0.0011309049329449	-0.0182886	0.0031313000000000035	9.805039690000024e-06	0.00033447288995999995	3.16529e-05	0.0007850468999999997	1.00190607841e-09	6.162986351996096e-07	-0.0	0.0	0.0	0.0	0.000157535	0.0	2.4817276225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
766.4064609718608	0.9787524991255624	0.9579564545445338	587378.8634194124	1134.1672614036645	3.836329194406972	1286335.3768398885	14.717421687859245	834.6855660329794	0.4353876164879011	696699.9941437952	0.18956237659101569	884.3432231451784	689.8542318969965	1.167456	18.947937	0.045870745	0.0239862	-0.0073454201	0.050384257	-0.0462375902	-0.0151463723	-0.0310879861	-0.0588738621	0.1221848993	-0.0685212646	-0.0533730545	-0.0071061156999999995	0.0789309311	-0.0435238667	0.004569127	-0.14101631720000002	0.011687538	0.1663768832	-0.1428797282	0.0887865835	-0.06203995690000001	0.0400835063	-0.0246864787	0.0209566723	0.0016812507	-0.1847605152	-0.0699026358	0.0203558761	-0.0667011879	-0.0843455086	-0.06520864280000001	-0.0002416034	-0.0068350442	-0.018410151399999998	0.0593278229	0.1457150459	0.0241203285	-0.006258399699999999	-0.0021604144	-0.14095065939999998	0.035585852599999995	0.0810307456	0.1105075577	0.1045750536	0.09492232490000001	-0.012856200000000005	0.002339299999999995	5.47232448999998e-06	0.00016528187844000013	-0.0487576	-0.008525799999999993	0.00237730355776	7.268926563999989e-05	-0.0329715	-0.014682900000000004	0.00021558755241000006	0.00108711981225	-0.000374802	-0.0004064549	1.40476539204e-07	1.6520558573401e-07	-0.0	0.0	0.0	0.0	0.000157535	0.0	2.4817276225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
