global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34
752.4810767621237	n/a	566227.7708850851	n/a	1208.6814517191985	n/a	1460910.851730029	n/a	767.0801237587932	n/a	588411.9162658055	n/a	836.2433857595113	715.9139155553149	n/a	n/a	n/a	n/a	-0.0317174395	-0.0143628686	-0.033375072900000004	0.2727390681	-0.6178241918	-0.2625821535	-0.0031272886	0.0640653125	-0.0566933954	0.0689439976	-0.07295981559999999	0.0280662814	-0.219689905	0.0049972606	-0.050478423200000004	0.1957652845	-0.012767960200000001	0.0488656927	-0.1254377428	0.0364289071	-0.06660488349999999	0.0336999697	-0.15928005480000001	0.0333501959	-0.0274298018	0.0825197142	-0.0368145348	0.04705864059999999	-0.0554199376	0.1786819465	-0.048205574	0.0403009363	-0.059083042	0.09240147650000001	-0.0258532442	0.1248588917	-0.063904617	-0.021163200899999998	-0.033097758	0.111336901	-0.1391149646	0.30506621289999997	-0.309338215	0.3104136757	-0.3091937435	0.1275041388	0.0325402532	-0.33703605909999995	0.10866131650000001	-0.2760288338	0.0952727807	-0.028731554500000006	0.1409584927	0.11250323	0.1124865505	0.11245875300000001	0.0151549	n/a	0.00022967099401000006	n/a	-0.110579	n/a	n/a	0.012227715241	-0.104033	n/a	0.010822865089	n/a	0.00144584	n/a	n/a	2.0904533056000005e-06	-0.00158618	n/a	n/a	2.5159669924e-06	0.000666103	n/a	4.43693206609e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749.1939257685733	-3.2871509935504264	561291.5384085266	10.805361654399556	1148.9682268476606	-59.71322487153793	1320127.986305457	3565.669224558856	766.6853302035628	-0.3947935552304216	587806.3955493461	0.15586195125147595	827.8274350683753	716.2592423751614	1.39861	27.748655	0.1156629	0.0497818	0.0102661013	-0.0528524396	-0.0823376013	0.0461539604	-0.1916381876	-0.19587274300000002	-0.026368021499999998	0.1064377968	-0.1089991783	0.0696599337	-0.0061854983	0.0031602853	-0.1403884463	0.0671597535	-0.1775138209	0.0786446458	0.035720085299999996	0.0794860263	-0.0354227961	0.07079154559999999	-0.1025101098	0.0858649507	0.0810918067	0.0530136726	-0.0997776808	0.026055998900000002	0.0010880917	-0.014028479699999999	0.15563117869999998	0.0121564797	0.0364219086	-0.0929638515	-0.077624718	0.179271362	-0.038342136299999996	0.0425511487	0.022778446	0.034766307	0.0806800445	0.14227253210000002	-0.054955383499999996	0.0706663459	-0.1200203954	0.0878269291	-0.0987955061	0.0226600996	0.05972503410000001	-0.0791248904	-0.083093714	0.0823586739	0.040864100099999995	-0.1013440218	0.14769534439999998	0.11245875300000001	0.1123086861	0.11205872300000001	0.0202872	0.005132300000000001	0.0004115704838400001	2.634050329000001e-05	-0.124396	-0.01381700000000001	0.00019090948900000028	0.015474364816	-0.136075	-0.032042000000000015	0.018516405625	0.001026689764000001	0.000813295	-0.0006325450000000001	4.001131770250001e-07	6.61448757025e-07	-0.00138798	0.00019819999999999994	3.928323999999998e-08	1.9264884804e-06	0.00112879	0.00046268699999999993	1.2741668641e-06	2.1407925996899995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.3862093850822	-2.8077163834910834	557092.3735602318	7.88327129012425	1140.1419929724132	-8.826233875247453	1299923.7641391065	77.90240442056567	767.7945781475737	1.1092479440109173	589508.5142328107	1.230431001292447	826.2287303018767	709.9181095013417	1.192551	23.660404	0.23769920000000005	0.14524	-0.0323733422	-0.0529696358	-0.0333888006	0.0803201671	-0.0117697593	-0.0182350482	0.0365101031	0.0272402286	-0.034862946299999996	-0.0115083378	-0.1136498361	0.061988771	-0.0020834753	0.0133788337	-0.12209877279999999	0.17705129390000002	0.0751563007	0.12799389519999999	0.0229565736	0.0114945658	-0.14712792	-0.06804242349999999	0.09450754759999999	0.024557896	-0.016787942099999998	-0.0366605241	-0.035575033900000004	-0.1559464569	-0.0332130054	-0.040444902799999995	0.093519329	0.10326087699999999	0.0255311343	-0.008595527700000001	-0.10397856359999999	0.167733663	0.0580418737	-0.060972427	0.0379310174	0.0002914825	-0.11124998300000001	0.07321715690000001	-0.000876556	-0.0018023249	-0.0440771057	-0.0194283544	0.0387846313	-0.0608347733	-0.0326231839	0.14373760359999999	0.1003861918	-0.1445468027	0.1549687186	0.1123698164	0.11195323859999999	0.1112600859	0.0202343	-5.2900000000001564e-05	0.00040942689649	2.798410000000165e-09	-0.0162258	0.1081702	0.011700792168040002	0.00026327658563999993	-0.0358151	0.1002599	0.00128272138801	0.01005204754801	0.00114082	0.0003275250000000001	1.0727262562500004e-07	1.3014702724000002e-06	-0.00151451	-0.00012652999999999992	1.600984089999998e-08	2.2937405401e-06	0.000998521	-0.00013026899999999991	9.97044187441e-07	1.697001236099998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
744.9712644072397	-1.4149449778425378	554982.1847925214	2.00206929032182	1135.7527646748579	-4.3892282975552925	1289934.342466583	19.265325048060124	768.683513833857	0.8889356862832756	590874.3444399654	0.7902066543479181	828.0766945692936	699.7469044505729	1.209007	23.986897	0.277969886	0.14518	0.0057075962	0.0041918343	0.11541440970000001	-0.044796771500000006	-0.0277782229	0.0631395313	-0.06603246360000001	-0.0795996812	0.035110139900000004	-0.0860032582	-0.0737724198	-0.06527662740000001	0.1067216898	-0.0358670191	-0.030751106299999997	0.0522727129	0.0714489932	0.06007216610000001	0.0092623216	-0.0646258265	-0.0525177021	0.002139935	-0.0294471266	0.0454860786	-0.112349665	0.0016531586999999999	0.0533022351	-0.0401612181	-0.09041126140000001	0.028002645299999997	0.0713711442	0.12344949820000001	0.0945604174	-0.010280861700000001	-0.0020496219	-0.0356849918	-0.190786068	0.060700288399999996	-0.060654098499999996	-0.0953930386	-0.0410678106	-0.0355328249	0.0120335851	-0.0937443725	-0.10200049509999999	0.0428127647	0.013224631799999999	-0.0931103537	-0.0215831423	0.0877050016	-0.0050682414	-0.1038823083	-0.1258866697	0.11223645550000001	0.1114207701	0.1100656827	0.000984714	-0.019249586000000003	9.69661661796e-07	0.000370546561171396	-0.127684	-0.1114582	0.01242293034724	0.016303203856	-0.116258	-0.08044289999999997	0.013515922563999996	0.006471060160409998	0.000813295	-0.0003275250000000001	1.0727262562500004e-07	6.61448757025e-07	-0.000922768	0.0005917419999999999	3.501585945639999e-07	8.51500781824e-07	0.000581404	-0.0004171170000000001	3.38030611216e-07	1.7398659168900006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.5619742771164	0.5907098698767186	555862.6574879916	0.34893815036976983	1134.2728110769792	-1.4799535978786484	1286574.8099484723	2.190262651873955	769.2815702984343	0.5980564645773256	591794.1344008249	0.35767153482272995	828.5227844024022	704.9415575506457	1.168921	23.191586	0.282578634	0.165001	-0.006414824300000001	-0.0128569032	-0.0485964979	0.0008950592	0.0285900618	-0.0069045923	0.0160791547	-0.09254231119999999	0.0521743953	-0.0905603715	-0.0437447801	-0.0535461746	-0.0566512828	0.05515751730000002	0.020439773600000002	0.068234037	-0.1116429083	-0.058362962000000004	-0.0094116177	0.0065475611	-0.0144807742	-0.0306104221	-0.010957188799999998	0.1362594617	0.0127570298	-0.0442300546	0.0599569833	-0.021635315	0.0421677778	0.08847567880000001	0.0323877947	0.0670452617	0.020444265	-0.1438363207	0.0046134109999999996	-0.0613466307	0.014875899199999999	-0.0089104046	-0.08586073949999999	-0.0209854743	0.1010721594	0.1127288762	-0.0163530204	-0.0087992539	0.0800044334	-0.0464156439	0.0060847742	-0.0046305431	0.0755499513	-0.0443096909	-0.020742594	-0.0594598868	-0.11599125029999999	0.11205872300000001	0.1107121224	0.1084797619	-0.00941986	-0.010404574	8.873376241960001e-05	0.000108255160121476	-0.0145731	0.1131109	0.012794075698809994	0.00021237524361	-0.00639084	0.10986716	4.08428359056e-05	0.012070792846465598	0.000411979	-0.000401316	1.6105453185599998e-07	1.6972669644100006e-07	-0.000627973	0.00029479500000000004	8.690409202500003e-08	3.94350088729e-07	0.000293595	-0.00028780900000000004	8.6198024025e-08	8.2834020481e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
744.7371986075739	-0.8247756695425323	554633.4949898571	0.6802549050693325	1126.657759805372	-7.6150512716071725	1269357.7077296595	57.989005869206	768.2610367604073	-1.0205335380270526	590225.020604176	1.0414887022380137	826.6993383976857	703.544248284756	0.9796220000000002	19.435862	0.189263	0.11661	-0.014030608	-0.0013105308	-0.1227236914	-0.0400161825	0.0657452501	-0.0690430142	-0.035811347400000006	-0.02878316	-0.0035641554	-0.0247188375	-0.0535604896	0.0138844592	0.040668507	0.06825689230000001	0.0370025529	-0.0135773763	0.0325241734	-0.08138276280000001	-0.07540932389999999	0.0215148948	0.011198291	-0.1265623867	0.0265854768	0.0038226357000000002	-0.025900374700000003	0.1163904568	0.0972424471	-0.0117558374	0.07727224	-0.0421112038	-0.1532645225	0.00156271	0.10530385630000001	0.12902187939999998	0.016967152	-0.0809947966	-0.0256063936	0.047604035999999995	0.0062800115	0.062636249	0.0098359474	0.006250119399999999	0.0953406793	-0.0741608089	-0.0268517739	0.08679415039999999	-0.0260812665	-0.0092749371	0.041560942999999996	0.043849287800000004	-0.07308222980000001	0.0366627906	-0.0965326936	0.1118366891	0.10982841609999999	0.1065079649	-0.016538299999999995	-0.007118439999999995	0.0002735153668899998	5.067218803359993e-05	-0.114515	-0.0999419	0.00998838337561	0.013113685225	-0.0582131	-0.05182226	0.00338876501161	0.0026855466315075997	0.000411979	0.0	0.0	1.6972669644100006e-07	-0.00015490000000000002	0.000473073	2.2379806332899995e-07	2.399401000000001e-08	0.00015906	-0.000134535	2.5300083600000002e-08	1.8099666225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.0025662417711	1.2653676341972186	556519.8288393081	1.601155249673866	1135.9785170822	9.320757276827864	1290447.1912722741	86.87651621353955	767.7834816225255	-0.4775551378817226	589491.474652407	0.22805890971723114	826.1442278243835	698.814772273813	1.2321540000000002	24.446136	0.22815418	0.128955	-0.0006018318	0.0208236243	0.1397156949	0.0450656785	0.0541665441	0.0693941832	0.044019488899999994	0.0383810014	0.021042686600000002	0.0072360572999999985	0.0026214007	0.0442517696	0.055238832599999996	-0.0794465671	-0.07598563059999999	0.0512628184	-0.1030292768	0.0515072015	0.06947699389999999	0.0201931324	0.1255160589	-0.1906868766	-0.006169534399999999	0.0478224613	-0.024821484700000004	-0.1057261848	0.0250072435	0.00030702400000000003	0.057146761399999996	-0.0472732072	-0.021250482400000003	-0.0586641159	0.0314600217	-0.0084343441	-0.0179656986	-0.0571840349	-0.057328610099999996	-0.0656924356	0.026330204	-0.075200524	-0.049509049000000006	-0.0197943605	0.0148200606	-0.024901423199999998	-0.046826911	-0.0396722182	0.0368096672	0.0408528675	-0.0576652566	-0.029599217599999998	0.10717611380000001	0.0817774855	0.017787725600000002	0.1115704417	0.1087710484	0.1041573055	0.016947200000000003	0.0334855	0.00028720758784000014	0.0011212787102500002	-0.008251569999999998	0.10626343	0.0112919165553649	6.808840746489997e-05	-0.017985399999999995	0.040227700000000005	0.00032347461315999985	0.0016182678472900006	-0.000327193	-0.000739172	5.463752455840001e-07	1.07055259249e-07	-0.000247443	-9.254299999999994e-05	8.56420684899999e-09	6.122803824899999e-08	0.000290896	0.00013183599999999995	8.462048281599998e-08	1.738073089599999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
744.8184661076616	-1.1841001341094852	554754.5474549697	1.4020931275981008	1133.9608311481145	-2.0176859340854207	1285867.1665781226	4.071056528606157	767.5776757595222	-0.20580586300332016	589175.4883243903	0.04235605324654138	827.6956636611644	705.647752214268	1.289367	25.581251	0.18559033	0.116735	-0.0029481168	0.0192585805	-0.0142619715	-0.0740408999	-0.0075025095	0.0592635156	-0.0453255171	0.0481001875	-0.0194140475	-0.0372707908	-0.0116323224	-0.0851100072	-0.1118314058	-0.0755532885	-0.0374221369	-0.10470003230000001	0.0446182287	0.04347824769999999	-0.052208303600000006	0.0781913425	0.1365254376	-0.0296211237	0.0795879793	0.013824966000000001	0.0992463893	0.037319836099999996	0.0906433129	-0.028273198700000002	-0.1406435236	0.0856458826	-0.00193611	-0.0860974015	-0.0147436497	-0.048569546500000005	0.12107618630000001	-0.0097098666	0.0826264699	0.054157150700000004	-0.0182644675	-0.061693623499999996	0.0764509479	-0.005335816899999999	-0.127837424	-0.0424395086	0.0279066113	-0.0085850827	-0.0795241794	0.0430671762	-0.0130306601	0.0424708721	0.0059808095999999995	0.0997833233	0.0770086717	0.1112600859	0.1075416914	0.1014361455	0.026205000000000003	0.009257799999999998	0.0006867020250000001	8.570686084000001e-05	-0.115458	-0.10720643	0.0114932186333449	0.013330549764	-0.0568924	-0.038907	0.0032367451777599995	0.0015137546489999998	-0.000327193	0.0	0.0	1.07055259249e-07	0.00014329	0.00039073300000000004	1.5267227728900002e-07	2.05320241e-08	0.000504545	0.00021364900000000005	2.54565657025e-07	4.5645895201000025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.6903003224799	1.8718342148182499	557546.4045956752	3.5037633277642546	1127.080522112882	-6.880309035232584	1270310.5033262465	47.33865242030314	767.7633691708755	0.18569341135332704	589460.5910406141	0.03448204302003593	827.1465686151062	722.0659879219307	1.136627	22.550869	0.13017585000000004	0.0747655	0.0182792565	-0.0680017079	-0.08691146050000001	-0.0292584607	0.08639231619999999	-0.050223755999999994	0.0115666165	0.0483672966	-0.0443485659	0.0085844868	0.0030627804	0.0530079255	0.0008610543	0.18447727309999998	-0.0183194145	-0.0758928783	-0.005309503	0.0620019803	-0.0117911945	-0.0202058884	-0.005191782	0.08288884690000001	-0.0015780048	0.09616564429999999	0.12858873269999999	-0.0175384543	-0.0405324521	-0.0361705865	-0.1087635592	-0.1282101247	-0.0494408879	-0.12348705300000001	0.09519609890000001	0.07723329179999999	-0.0554733122	0.0785867678	-0.1825357704	0.015165287099999999	0.051316825499999996	0.0940599035	0.0152450095	0.055563041699999996	0.0253543239	-0.0523858211	0.0175664846	0.0041327395000000005	0.1332389656	0.1151702898	-0.0366932029	-0.0406729782	-0.0391514007	0.013854913	0.03227073	0.11090574460000001	0.1061422889	0.09835416429999999	0.0262378	3.2799999999996034e-05	0.0006884221488400001	1.0758399999997393e-09	-0.0462331	0.06922489999999999	0.004792086780009999	0.00213749953561	-0.0766923	-0.01979990000000001	0.00588170887929	0.00039203604001000037	-0.00044991	-0.000122717	1.5059462089e-08	2.024190081e-07	-0.000210873	-0.000354163	1.25431430569e-07	4.4467422129e-08	0.00015906	-0.000345485	2.5300083600000002e-08	1.19359885225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.5167688264195	-1.173531496060377	555795.252601385	1.3771761722457074	1128.6824886054542	1.6019664925722736	1273924.1600846013	2.5662966433243124	767.7103717048902	-0.052997465985299634	589379.2148232608	0.002808731400862993	826.6730525393023	703.3119231473762	1.433756	28.445953000000006	0.32041319999999995	0.193774	0.13411145359999999	-0.0341110827	0.013723215	-0.12067959939999999	-0.0073570491000000005	0.0020607709	-0.1331700536	0.037995973599999996	-0.027593198399999998	0.0185765456	0.0103776711	0.065565012	0.0293687607	0.0635600712	-0.029397603900000006	-0.021220836400000002	0.11418533630000001	0.016953106699999998	0.025512586099999998	-0.1049624066	0.00450068	-0.1642036161	-0.0720381616	-0.0417174763	-0.07583397160000001	-0.0555057281	-0.019967906299999998	0.0511776123	-0.0057493464	0.062442936399999996	-0.026804387000000002	-0.0302618062	0.0999304751	-0.1131873943	-0.0259635869	0.0716012635	-0.0816801427	0.12098947970000001	0.0543417169	0.0085650947	-0.077720323	-0.0201015574	0.0407640515	-0.027185087599999998	-0.057384900999999995	0.0171578603	-0.0145917019	0.0330429691	-0.018288178000000002	0.1516457976	-0.0628190436	0.1145233791	-0.0227926054	0.1105075577	0.1045750536	0.09492232490000001	0.015632399999999998	-0.0106054	0.0002443719297599999	0.00011247450916000003	-0.183051	-0.1368179	0.01871913776041	0.033507668601000004	-0.198227	-0.12153469999999998	0.039293943529	0.014770683304089998	0.000234068	0.000683978	4.67825904484e-07	5.4787828623999986e-08	-0.00028686200000000003	-7.598900000000005e-05	5.774328121000007e-09	8.228980704400003e-08	0.000428197	0.0002691369999999999	1.8335267080899998e-07	7.243472476899995e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
