global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
741.8421262098495	n/a	550329.7402195503	n/a	1168.6340449677812	n/a	1365705.531057758	n/a	760.0937186683965	n/a	577742.4611591515	n/a	827.1283539016241	718.9548811867729	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.00204201	n/a	4.1698048401e-06	n/a	6.709089999999999e-10	n/a	n/a	4.501188862809999e-19	-1.02743e-09	n/a	1.0556124049e-18	n/a	-5.23089e-05	n/a	n/a	2.73622101921e-09	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0
734.0895693008379	-7.752556909011672	538887.4957562897	60.102138627464626	1130.9109565884935	-37.72308837928768	1278959.5917319015	1423.0313968715488	759.0047800579166	-1.088938610479886	576088.2561507664	1.1857872973938648	819.5339241015831	705.8121367509027	1.541814	24.52099	0.149341574198339	0.0958678	-0.0410641416	0.0070574239	0.1267722256	0.1168705156	-0.021720185899999998	-0.0037349058	-0.1953865232	-0.1808760543	0.211672747	-0.3692692206	0.1149183878	-0.0208120299	-0.044323385	-0.0915477451	0.118005228	-0.0149927343	0.1140770046	-0.3864725559	0.16647925119999998	0.06441264769999999	-0.050354418899999996	0.027242223399999998	-0.0338834208	0.21346757449999998	-0.0092949177	0.1618918175	-0.07521902429999999	0.0571497746	-0.1288199793	0.0837917323	-0.0823908689	0.0876889967	-0.0333764846	0.0578947475	-0.1050226055	0.0553564453	-0.0979857861	0.0979983104	-0.067507443	0.045202781500000004	-0.0799918217	0.056509544	-0.016827683700000002	-0.1292054361	0.0463372351	-0.044380398499999994	0.0157445479	0.071397007	-0.0595906393	-0.1212237216	0.1245540118	-0.0649643117	0.12678106279999998	-0.0836411713	0.2833632916	-0.32663495800000003	0.0864457275	-0.051011149400000004	0.1461519291	0.049748343099999995	-0.2267673476000001	0.1741052166	-0.12022389359999999	0.029863766899999998	-0.0421508247	0.1012273159	-0.1311655249	0.1295540612	-0.0849643946	0.0475168592	-0.0384012447	0.1431287375	-0.060699267	0.1424143538	-0.0268542391	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.022692	-0.02064999	0.000514926864	0.0004264220870001	-6.78775e-05	-6.7878170909e-05	4.607446085951413e-09	4.607355006249999e-09	0.0734221	0.07342210102742999	0.0053908047684100005	0.005390804919282138	-0.0008179999999999999	-0.0007656910999999999	5.8628286061921e-07	6.691239999999999e-07	-0.000171352	-0.000171352	2.9361507904000003e-08	2.9361507904000003e-08	-0.000166989	-0.000166989	2.7885326121e-08	2.7885326121e-08	1.0	0.0	0.0	0.0	0.0	0.0
734.4986597617897	0.40909046095180196	539488.2811918652	0.16735500524175784	1119.909105722523	-11.001850865970482	1254196.4050802214	121.04072247705544	759.840725125201	0.8359450672843423	577357.9275587911	0.6988041555170235	818.1866966653322	705.2554928115927	1.256724	19.986921	0.2215659275	0.121978	-0.0070786932	-0.052307503600000006	0.0672867136	0.1585805105	-0.0307637995	-0.022110594900000002	-0.1392937204	-0.025412319500000002	0.133234126	-0.2119663852	0.0771477726	-0.1026737691	-0.0474979288	-0.0575516129	-0.0095331715	0.0517088126	0.1037760158	-0.2424336324	0.0789391603	0.0320484373	-0.0006950217999999999	-0.0404993969	0.0592554908	0.09839374039999996	-0.0400431203	-0.0625460962	-0.0410898892	0.0244209078	-0.0843796806	0.0639304539	0.0650061296	0.13373786769999998	0.1379447198	-0.0204680883	-0.0057965998	-0.0551295782	0.0577158178	-0.062974837	0.0376063178	-0.15666580789999998	0.0314059204	0.0633615647	-0.003230989	-0.013031278500000002	0.0665535165	-0.0784949633	0.011605569199999999	-0.018740049499999998	-0.0362706862	-0.070289965	0.11183719060000001	-0.0668822973	-0.0040686576	-0.0101608194	0.17632989699999999	-0.1763759792	0.0754167471	-0.0138758576	0.0560589975	0.0472270112	-0.0262847537	0.0876580177	-0.0728952732	0.0508305238	-0.0624298524	-0.0854987747	-0.0927308634	0.07194752	0.062782793	0.0818785959	0.1111243867	0.0256302983	-0.0282347173	-0.014938181200000001	0.0634171545	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.0103893	0.0123027	0.00010793755448999997	0.00015135642729000005	0.105144	0.1052118775	0.011069539167075005	0.011055260736	0.10338	0.0299579	0.0106874244	0.0008974757724099998	-0.00165587	-0.0008378700000000001	7.020261369000002e-07	2.7419054569000003e-06	0.000305658	0.00047701	2.275385401e-07	9.3426812964e-08	0.0	0.000166989	0.0	2.7885326121e-08	0.0	0.0	0.0	0.0	0.0	0.0
732.6096100811957	-1.8890496805939847	536716.8407833215	3.5685086957522363	1118.1219454445513	-1.7871602779716795	1250196.684884708	3.193941859159811	760.8915421266472	1.050817001446262	578955.9388798673	1.1042163705285135	818.6031716137257	697.9140944422021	1.1844709999999998	18.837824	0.10994357400000004	0.0525614	-0.023297463199999997	-0.0691438233	0.054944883099999994	0.2097068071	0.0560925144	-0.029906911600000002	-0.0817456096	0.0151420404	0.17942339559999998	-0.10823473460000001	0.0233258729	0.026817411200000002	-0.08161491230000001	0.0086491596	-0.0290362487	-0.13913758810000001	0.13815823019999998	-0.2076071007	0.0572537975	0.0045939907	-0.0610656093	-0.045212960999999996	0.027088437200000003	-0.030108383	0.0159867658	-0.030139635699999997	-0.0641613759	-0.0723551095	-0.09077475759999999	0.1243812631	0.0345149357	-0.1552813139	-0.0472767281	-0.03998656	-0.0972058659	0.0371868196	0.0906819609	-0.07976567009999999	-0.010651512	0.0740840399	-0.0535332371	-0.0859663123	0.08185590150000001	-0.05819867860000001	-0.010485718199999999	-0.060232111799999995	0.0103051938	0.0514541721	-0.001275998	-0.052758028	0.0741595241	-0.0189990473	-0.030962672000000007	-0.17053183370000002	0.1966783169	-0.1050527415	0.0957523358	-0.0586254404	0.08248865400000001	-0.0575942407	0.0207858371	-0.0287201996	-0.0334270906	0.033906074700000004	-0.0175468508	-0.1053999807	-0.1446590082	0.017525618	-0.0715540388	-0.0016741704000000001	0.12890825109999998	-0.0406754474	0.007231184200000002	-0.0388793221	-0.1300370824	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.000278474	0.010667774	7.754776867600001e-08	0.000113801402115076	0.08819760000000001	-0.016946399999999986	0.0002871804729599996	0.007778816645760003	0.149214	0.04583400000000002	0.022264817796000005	0.002100755556000001	-0.00123162	0.00042425000000000015	1.7998806250000013e-07	1.5168878243999996e-06	-0.0	-0.000305658	9.3426812964e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
732.4988758491666	-0.11073423202913092	536554.6031202928	0.0122620701430814	1116.7955817501556	-1.3263636943956951	1247232.3714166686	1.7592406498109976	761.0164161540765	0.12487402742931407	579145.9856559946	0.015593522726417088	818.4812504609157	691.4677472863267	1.126148	17.910242	0.107744639	0.0632001	-0.050577907699999994	-0.0685755716	-0.0027869737	0.0360608944	-0.025359218700000002	-0.0177504523	-0.0638796587	0.0565932931	0.0924443149	-0.063321596	0.025517864900000003	-0.0061804616	-0.07733460190000001	0.0315263013	-0.0740467101	-0.0051772460999999995	0.14582825800000002	-0.058620722300000004	-0.0152918246	0.16322436699999998	-0.0926205326	-0.0543004887	0.017234208600000002	0.0556841056	0.037003922599999996	0.021151117999999997	-0.0222910716	0.0119080035	0.008156815	-0.0471970355	-0.0811756439	-0.0882554434	0.048942512800000004	0.1170003223	-0.10412570880000001	-0.0204172688	-0.0060218155	0.0418419927	-0.0857792645	-0.0089541268	0.0527141225	-0.1168124924	-0.0028847489000000002	-0.08027805269999999	0.0001473485	-0.08970578970000001	-0.0277428506	0.0565011181	-0.0364187215	-0.0381457073	0.0687074157	-0.0679744025	-0.0633319507	-0.08820566519999999	0.1250448012	0.0340410896	0.0120373384	-0.088004813	0.1319953844	0.1342448064	0.028418676099999998	-0.023942390499999997	-0.07260812059999999	0.0133010076	-0.0034566155	-0.043838055300000005	-0.025183888999999997	-0.05476188	0.014207371000000003	-0.0716620821	-0.0297499164	0.0088432212	-0.0140919117	-0.060720644800000015	-0.0331365012	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.0380202	-0.038298674	0.0014455356080399998	0.0014667884301582759	0.088549	0.00035139999999998783	1.2348195999999143e-07	0.007840925401000001	0.156363	0.007148999999999989	0.024449387769	5.110820099999984e-05	-0.00179854	-0.00056692	3.213982864000001e-07	3.2347461316e-06	-9.65513e-05	-9.65513e-05	9.32215353169e-09	9.32215353169e-09	-0.00057544	-0.00057544	3.311311936e-07	3.311311936e-07	0.0	0.0	0.0	0.0	0.0	0.0
733.4485986184022	0.9497227692356772	537946.8468152981	0.9019733384046836	1116.3230835219024	-0.4724982282532437	1246177.2268038485	0.2232545757024544	760.0244300681932	-0.9919860858833544	577637.1343004819	0.984036394586178	817.3860437626672	695.6814124548247	1.083983	17.239656	0.190057015	0.113331	0.034852672200000004	-0.0822275744	-0.0791222238	0.0220850509	-0.0721984209	-0.0031224605	0.0573371223	0.0450397957	0.0996573491	0.0058450077	-0.0312500587	-0.0729053589	0.045558061600000005	0.026712835600000002	-0.1284920218	-0.0389606717	0.0090934067	-0.0033529039000000003	0.0327333314	0.0469841976	0.0273671928	0.050911952	-0.1654238563	0.0257272107	-0.1126185312	0.09025657529999999	-0.14343866789999998	0.0457185021	0.1575753116	-0.0460983888	-0.0539931246	-0.0077292603000000005	0.029680337200000007	-0.11626090119999999	-0.1088506798	-0.0094053595	0.0016042457	0.1257920551	-0.1064811996	-0.0389814579	-0.078806806	0.0083627577	0.0440859716	0.0899298767	-0.0256498406	-0.09100875050000001	0.0591297164	0.0645017903	0.0886824682	0.0656429344	0.0050850637	-0.0016041627	-0.1450649081	-0.0308491743	0.0763521459	0.0059838673	0.0010651496	-0.1203345623	0.0194968325	0.0872726451	-0.1056001561	-0.0873798587	0.03724599	-0.0165689599	0.0498891613	0.053088190300000004	0.10861020910000001	-0.09293339939999999	0.0059481177	-0.0582302672	-0.0903334065	-0.2094235962	-0.0666407906	0.09063977949999999	0.0752095373	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.0228038	0.015216399999999996	0.00052001329444	0.00023153882895999995	0.189874	0.10132499999999997	0.010266755624999995	0.036052135876	0.184229	0.027866	0.033940324441	0.0007765139560000001	-0.00248465	-0.0006861100000000003	4.707469321000003e-07	6.173485622500002e-06	-0.0	9.65513e-05	9.32215353169e-09	0.0	-0.000445109	0.00013033099999999994	1.98122021881e-07	1.698616956099999e-08	0.0	0.0	0.0	0.0	0.0	0.0
732.456466864236	-0.9921317541662802	536492.4758512395	0.9843254176250602	1117.6673542786068	1.344270756704418	1249180.3148201408	1.8070638673306687	758.8601755220277	-1.1642545461654663	575868.7659933227	1.355488648266956	816.5740348201336	694.3271116726881	1.098794	17.47521	0.12350785	0.0657194	0.060398489000000014	-0.0097788088	-0.10179014	0.07422532280000001	0.063205727	0.0221894877	0.0269663638	0.0385923025	0.009013082	-0.0126731603	0.0146353448	0.0909462441	0.053683977300000005	0.0585065161	0.0559772121	-0.1382885609	0.0621211371	-0.0555502136	0.0194198615	0.0620874252	0.0658220176	0.0780067538	-0.0737747114	-0.012778988600000001	-0.1291353839	-0.0222853656	-0.1474257341	0.0454839188	-0.052802095199999996	0.0235911313	-0.12461259359999999	-0.0215394511	-0.0437821702	-0.0421435233	0.1054788266	0.11774234509999999	0.0625437953	0.06116605360000001	0.034259447400000004	-0.0511289884	-0.13106796980000002	-0.0452617059	-0.0961763068	0.1402319364	0.0344503075	0.1175545592	0.09941029960000004	0.0087618405	0.0890263133	0.0281835719	-0.0567451707	-0.033119435	0.0322838042	-0.1108487125	0.0352231141	0.0173616988	0.042248602	-0.0861319549	0.0440664655	-0.0230359448	-0.1105633114	0.0306330475	0.0604937956	0.0355303064	0.0611493292	-0.0075959516	0.1581134759	-0.0818578528	-0.0766509214	-0.0244203074	-0.024935358799999998	-0.1833816701	0.0430402121	-0.017738504	-0.027087824700000002	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.0386199	-0.0158161	0.00149149667601	0.00025014901921	0.138151	-0.051722999999999984	0.002675268728999999	0.019085698801	0.217838	0.033609	0.047453394244	0.001129564881	-0.00231094	0.0001737100000000001	3.017516410000003e-08	5.3404436836e-06	-0.0	0.0	0.0	0.0	-0.0007185939999999999	-0.0002734849999999999	5.163773368359999e-07	7.479404522499995e-08	0.0	0.0	0.0	0.0	0.0	0.0
731.8461468399503	-0.6103200242856701	535598.7826444821	0.37249053204406096	1116.3844285076345	-1.2829257709722697	1246314.1922143179	1.6458985338247925	758.1986110582287	-0.6615644637989817	574865.1338106272	0.4376675397616342	815.8326364832968	695.451696077062	1.084499	17.24786	0.07794925000000001	0.0509734	0.048882147599999995	0.0946568595	-0.0799402357	-0.028761698399999997	0.0714892729	0.034146626400000005	0.050824465199999995	0.040330238500000004	-0.0135517572	0.0379109055	0.058410312	0.0406534689	0.0700200696	0.1124704852	0.07472215530000001	0.0534603485	0.0150940003	0.0310197027	0.06692209730000001	0.0936572705	-0.1077531259	0.0352304061	0.0810868116	-0.0262152418	-0.0698223094	-0.2044934752	-0.054622844000000004	0.0681192011	0.0970328047	-0.046569913	0.0652838197	-0.0068900252	-0.028519629100000006	0.2193421496	0.12575884810000001	0.0177735649	-0.0395333204	0.1176385617	-0.0410692065	-0.0302143634	0.0488819523	-0.0487988055	-0.0675543665	0.0743269346	-0.0275689925	0.1578037733	-0.1061387371	-0.039593745	-0.0230452316	0.0345463277	-0.1018915333	-0.0602562695	0.0777174699	0.0215671695	-0.0158008419	-0.0163046922	-0.0419868805	-0.1915999313	0.0898148161	-0.001247895	0.0853751533	0.0432767304	-0.010374236700000001	-0.030467128399999998	0.1629332977	-0.097948644	0.1404513739	-0.0201250008	0.1121013469	-0.125760445	0.11464885470000001	0.009045652900000001	0.044065039900000005	-0.0022129091	-0.012897354599999999	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.0443893	-0.005769400000000001	0.0019704099544900003	3.3285976360000014e-05	0.186236	0.04808499999999999	0.0023121672249999986	0.034683847696000004	0.217953	0.000115000000000004	0.047503510209	1.3225000000000916e-08	-0.00262074	-0.00030979999999999983	9.597603999999988e-08	6.8682781476e-06	-0.0	0.0	0.0	0.0	-0.0008883910000000002	-0.00016979700000000018	7.892385688810002e-07	2.8831021209000065e-08	0.0	0.0	0.0	0.0	0.0	0.0
733.1888599438904	1.3427131039401274	537565.9043458217	1.8028784794925317	1117.8054691453274	1.4210406376928404	1249489.0668512054	2.0193564939744744	758.5443843553024	0.3457732970737197	575389.5830369648	0.11955917296923085	815.9579696572597	703.6858863548174	1.099029	17.478954	0.12021750000000002	0.0587529	0.0936202275	0.1382679685	-0.0621981567	0.0387439329	0.005013398400000001	0.075522302	0.0807026319	0.0594119913	-0.057645580599999996	-0.0651287792	0.0315231289	-0.0330017656	0.11175648939999999	0.037573488700000005	0.0212570783	0.0430523196	-0.10603026199999999	-0.0844982291	-0.0182295018	0.010691108999999999	0.0382008884	0.0614766969	0.0377061586	0.0214069097	-0.0048591704	-0.0791048112	0.034645487200000005	0.033284024599999996	0.0353521392	-0.0727716358	0.0801249352	-0.0758799268	-0.0757994001	0.0405880669	0.10727841169999999	0.0253956628	-0.09641149199999999	-0.0412720325	-0.0054921102	0.0194470555	0.057939865800000004	0.012153084299999999	-0.031090045299999997	-0.10548625730000001	0.0320395878	-0.0189331167	0.0151667223	-0.024623247999999997	0.14569810630000002	0.0715632792	-0.1119457523	0.0034388863	0.0306080895	0.11782397359999999	0.06216531700000001	-0.07967433480000001	-0.047205559	-0.0528481542	0.011413748400000001	-0.1175954279	0.028867808300000002	-0.1379689457	0.0121147827	-0.0322121899	0.030326260600000002	0.0726779034	0.0700665691	0.0295149534	0.0666125738	0.0540908473	-0.0205949144	-0.0195379946	0.0848021533	-0.0995221322	0.07616182490000001	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.023077200000000003	0.0213121	0.0005325571598400001	0.0004542056064099999	0.233082	0.046846000000000027	0.002194547716000002	0.054327218723999995	0.200312	-0.017641000000000018	0.040124897344	0.00031120488100000064	-0.00285715	-0.0002364100000000003	5.5889688100000133e-08	8.1633061225e-06	0.000451958	0.000451958	2.0426603376400003e-07	2.0426603376400003e-07	-0.0008883910000000002	0.0	7.892385688810002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
732.7724532450769	-0.4164066988134891	536955.4682348084	0.17339453881674785	1119.389269022621	1.5837998772935862	1253032.3356029978	2.5084220513151787	759.3709020517041	0.8265176964016518	576644.1668828188	0.6831315024650931	817.5855558392586	700.5610841443905	1.049391	16.689498999999998	0.17493485000000006	0.119814	0.07024430150000001	0.1434864279	0.0054169341000000005	0.0268778246	0.04226594559999999	0.1235830312	0.037779863500000004	-0.0667513809	-0.15763614539999998	0.016906985	0.034052095899999996	-0.04664794480000002	0.013535786999999999	0.0766307878	0.1214767696	-0.0277662952	-0.039942013	-0.14496039800000002	-0.10347157480000001	0.0410245219	-0.1123108816	0.0469779476	-0.0003680404	0.0153645165	0.0043072487	0.1079774966	0.0259745631	-0.020174424099999998	-0.053444407400000005	-0.0158277923	0.0540759009	0.10286567419999999	0.0088152036	-0.0131064727	0.17376898170000002	0.020850380800000002	0.047459760700000006	-0.1142226407	0.0073742204	-0.08569568970000001	0.15767260060000002	-0.1409626456	0.0923400082	-0.0871873289	-0.0489852469	0.0631084514	-0.0100470673	0.0120859295	0.061383533899999995	-0.0444313811	-0.13795720720000001	0.0300450003	0.1441100943	0.0079877974	0.0735673239	0.0024377059	0.1110629165	0.0818832389	0.0715396638	-0.0497288954	-0.0451363718	-0.010767912	0.062248575300000004	0.09771896050000001	-0.0102487346	-0.0177016781	0.0701960745	0.0367110907	0.0753210001	0.0796858461	-0.0977214705	0.0351079573	0.0016617651999999998	-0.0469882469	0.0051145114000000005	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.0368226	-0.013745399999999994	0.0013559038707599998	0.00018893602115999984	0.116078	-0.117004	0.013689936016000005	0.013474102084	0.208871	0.008559000000000011	0.043627094641	7.325648100000018e-05	-0.0025506	0.00030655000000000005	9.397290250000003e-08	6.50556036e-06	4.5979e-05	-0.0004059790000000001	1.6481894844100007e-07	2.1140684409999997e-09	-0.0008883910000000002	0.0	7.892385688810002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
