global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58
715.6916665039145	n/a	n/a	512214.5615031503	980.9505984168933	n/a	n/a	962264.0765344609	712.2257168938768	n/a	507265.4718049967	n/a	759.2241644449042	663.4167194915362	n/a	n/a	n/a	n/a	-0.10617097789999999	-0.1597341421	-0.2446679514	0.2763143917	0.1242376256	-0.2827899668	-0.0293298371	4.99964e-05	-0.1106744061	0.07690053200000001	0.3167514369	0.2373663809	-0.0387415863	0.1624491831	-0.1304348087	0.08247453240000001	-0.0729680117	0.1740244119	-0.0588279817	0.0655242182	-0.1322324721	0.0998583807	-0.0746732236	0.0038238003999999997	-0.0331000412	-0.1070757312	0.3560267108	-0.1714176014	0.1067251674	-0.0578089803	0.11329975560000001	-0.1583180703	0.0855086998	-0.0865347194	-0.11891764560000001	0.1023041814	-0.0787845267	0.0325565211	-0.0766156346	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	-0.170692	n/a	0.029135758864000005	n/a	-0.230933	n/a	n/a	0.053330050489	-0.937374	n/a	n/a	0.8786700158759999	-0.00337118	n/a	1.13648545924e-05	n/a	-0.00237773	n/a	5.6535999529000015e-06	n/a	0.00150343	n/a	2.2603017649000003e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
713.788717320158	-1.902949183756505	3.6212155959595473	509494.3329735564	965.1400477642468	-15.810550652646498	249.9735119399006	931495.3117983723	713.4859608065448	1.2602439126679883	509062.21626803826	1.5882147194167202	756.3268159898194	648.1166976946632	1.074317	41.413639	0.7381732	0.389584	-0.1123909743	-0.1107674043	-0.19122282629999998	0.2295074781	0.0234706275	-0.1357558949	-0.0020662236	0.0466417229	-0.17872303239999998	0.007866365600000001	0.22271726649999998	0.1476697853	-0.0302053646	0.1220448532	0.0403593271	0.1613216663	-0.0348956406	0.1978676274	-0.000833138	0.0653458277	-0.12154165410000001	0.011287266899999999	-0.021820025299999997	-0.0318884894	0.09913340550000001	-0.1092449036	0.20422769010000005	-0.0984995949	0.0076319794	0.039035596400000004	0.2201256144	-0.1256031561	-0.0912443475	-0.1399361316	-0.1036411876	0.15714670349999998	-0.0581660128	0.0483055184	-0.0726306821	0.1074807797	0.10736115	0.1071618658	0.1068830749	-0.170926	-0.00023399999999998422	0.029215697476	5.475599999999262e-08	-0.149077	0.08185600000000001	0.006700404736000002	0.022223951929	-0.606252	0.3311219999999999	0.10964177888399994	0.367541487504	0.000636463	0.004007643	4.05085150369e-07	1.6061202415449e-05	-0.0007122210000000001	0.001665509	5.07258752841e-07	2.7739202290810003e-06	0.0006773580000000001	-0.000826072	4.58813860164e-07	6.823949491839999e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
718.100555418988	4.311838098830094	18.591947790522717	515668.40769305907	968.0639868341098	2.923939069862968	8.549419684271118	937147.8826051514	714.0520408741319	0.5660800675871087	509870.3170765129	0.3204466429194256	757.4925369826883	642.0883428071984	1.36849	52.753639	0.43138725	0.221594	-0.041600498900000005	-0.0540343435	-0.1847998661	0.20440106219999998	0.058840518700000004	-0.12866321220000002	-0.0379614756	-0.1532084267	-0.0028008897	0.013373751100000001	0.21328205890000002	0.1890936498	-0.053819025	0.1281378431	-0.1253154603	0.0566619851	-0.103653821	-0.0093807874	-0.1690304284	0.0972892826	0.1406588724	-0.1111141993	0.0891234473	0.0696099187	0.15984008289999999	-0.0957763697	0.18894961710000002	-0.1341301993	0.078219816	-0.027218914900000002	0.077108048	-0.0941992154	0.1124975152	-0.20809094960000002	-0.1437442824	-0.1146669176	0.1479379398	-0.1279411086	-0.1755633008	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	-0.137049	0.03387699999999999	0.018782428400999997	0.0011476511289999995	-0.166048	-0.016971000000000014	0.00028801484100000045	0.027571938304	-0.53059	0.07566200000000001	0.005724738244000001	0.28152574810000003	0.00456081	0.003924347	2.08009878561e-05	1.5400499376409e-05	-0.00152161	-0.000809389	2.3152969921e-06	6.55110553321e-07	-0.000686451	-0.001363809	4.712149754010001e-07	1.859974988481e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.1622467016624	7.06169128267436	49.86748377179905	525860.2840414027	990.2267997690236	22.16281293491386	491.1902771879849	980549.114980802	719.5489278007689	5.4968869266369875	517750.6594992361	30.21576588423265	761.7940158550186	648.6153224034199	1.827329	70.441338	1.3334919	0.7695489999999999	0.0249850946	0.0456526263	0.0084699605	0.19580454100000005	0.3203229292	0.1166819224	-0.1873245939	0.0774032261	0.0677930059	-0.1408783968	-0.1228123277	0.08301876150000001	-0.19739752079999998	-0.072666985	0.22519134640000002	0.18388800600000002	-0.0369675131	-0.0816749346	-0.1195667339	0.030579567599999996	0.2625435463	-0.06263757910000001	-0.1632730509	-0.0644924783	0.042847954	-0.018323776	-0.1486367001	-0.2445859111	-0.2278185134	0.08591104699999999	0.0336231294	0.0289862792	-0.17291399510000002	-0.14518666859999999	0.0560095358	-0.12245144529999999	-0.0374225654	0.0347301607	-0.1048016961	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	-0.17910799999999996	-0.042058999999999964	0.03207967566399999	0.0017689594809999964	0.341173	0.507221	0.2572731428410001	0.11639901592900001	-0.0156911	0.5148989	0.26512087722121	0.00024621061921	-0.000501787	-0.005062597	2.51790193369e-07	2.5629888384409007e-05	-0.00147376	4.78500000000001e-05	2.1719685376e-06	2.28962250000001e-09	-0.000962264	-0.00027581299999999986	9.259520056959995e-07	7.607281096899992e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
711.8023952523134	-13.359851449348982	178.48563074867204	506662.64988693065	934.8779298097992	-55.34886995922444	3063.497405763137	873996.7436454558	715.182694141336	-4.366233659432851	511486.28599925974	19.063996368764386	750.8795186781572	607.8277532598854	1.388644	53.53059	0.590215495	0.334584	0.0642332662	0.1330956058	0.0013673989000000002	-0.050076947000000004	0.1464601926	0.049248010999999994	0.17690497440000005	0.1442042736	-0.1726212809	-0.0063828423	-0.1281008762	0.032222916000000004	-0.0797915052	-0.0077186658999999986	0.0369328573	-0.004257878	0.1264576016	0.0551417862	0.0982455492	-0.0363510215	-0.058081006500000004	-0.0011765367	0.1371066798	0.0487370561	-0.036283602000000005	0.0826293462	-0.08970488189999999	-0.06093114700000001	-0.0902794883	0.0349518865	0.0569005551	-0.027312702999999997	-0.060458534400000014	0.1972557993	0.07880257639999999	0.1659580596	-0.0153155954	0.0672251376	-0.0054765249	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	-0.159169	0.01993899999999996	0.025334770561000003	0.0003975637209999983	0.0482586	-0.2929144	0.08579884572736003	0.00232889247396	0.147695	0.16338609999999998	0.026695017673209996	0.021813813025	0.000103699	0.0006054859999999999	1.0753482601e-08	3.666132961959999e-07	-0.0008023909999999997	0.0006713690000000003	6.438313168809996e-07	4.5073633416100033e-07	4.04009e-05	0.0010026649	1.63223272081e-09	1.0053369016920099e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
713.2092350076502	1.4068397553368186	1.97919809719616	508667.4129001977	936.7192731493608	1.841343339561604	3.39054529414788	877442.9966894669	712.6908368074402	-2.4918573338958367	507928.2288692893	6.209352972490468	751.5006047139238	630.9709403725329	1.026767	39.580666	0.291652605	0.16747899999999996	0.0870104024	0.1025870906	0.0032195645	-0.0605457414	0.0454879616	0.08571220339999999	0.0379740114	-0.006847586	-0.0079952465	0.0301172452	-0.1018438071	-0.022787917400000003	-0.0169226185	0.0830407969	-0.0103990048	-0.025247599199999998	0.073310145	0.0424329619	0.0703654805	-0.0758835045	0.018496128	-0.033833740699999997	-0.025630090699999997	0.1762900891	-0.0532462173	0.0704370561	-0.0805867229	0.0330799256	-0.0168684489	-0.0433824197	0.0454523453	-0.037074488100000004	0.0141205779	-0.010716876299999999	0.11871108970000001	0.0164706055	0.0701503545	-0.047997625700000005	-0.0371797715	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	-0.10948900000000003	0.04967999999999999	0.011987841121000004	0.0024681023999999986	-0.07302119999999998	-0.12127979999999998	0.014708789888039997	0.005332095649439997	0.16583599999999998	0.01814099999999999	0.0003290958809999997	0.027501578895999995	-0.00101202	-0.001115719	1.0241844804e-06	1.244828886961e-06	-0.000593511	0.0002088799999999997	3.52255307121e-07	4.363085439999988e-08	0.000766838	0.0007264371000000001	5.880405182440001e-07	5.277108602564102e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
710.8983205936785	-2.3109144139717728	5.340325428702502	505376.4222229125	931.62548962865	-5.093783520710758	25.946630555864488	867926.0529258219	713.0494713844209	0.3586345769807622	508439.54864160216	0.12861875980617024	751.7283783821782	630.7029795050225	0.8443120000000001	32.547241	0.52941565	0.290993	0.0036493582	0.0302013406	-0.01579134	-0.0383702486	-0.0836017294	0.052369503899999996	0.0311479744	-0.0361999698	-0.0427979867	-0.0082015197	-0.036741128399999996	-0.0423964533	-0.084278634	0.0166603301	0.0468767159	-0.0761601778	-0.0245566733	-0.0007686717999999999	0.0075097225	-0.0022800654	0.0554819575	0.0788789369	-0.10420649859999999	0.1224651484	-0.1569186072	-0.0044264424	-0.0379571539	0.0292781647	0.0200388655	-0.1909003323	-0.0309017065	0.0099903404	-0.0746231765	0.0196332209	0.10004763650000001	-0.038836425699999996	-0.011012423300000001	0.0490904842	0.043677088600000004	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	-0.15551900000000002	-0.04603	0.02418615936100001	0.0021187609	0.0734067	0.1464279	0.021441129898410002	0.005388543604890001	-0.0241822	-0.1900182	0.03610691633123999	0.0005847787968400001	0.0005309980000000001	0.0015430180000000002	2.8195887600400013e-07	2.380904548324001e-06	-0.00109974	-0.0005062290000000001	1.2094280676e-06	2.5626780044100015e-07	-0.000122706	-0.0008895439999999999	1.5056762436000003e-08	7.912885279359999e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
711.5737585779826	0.6754379843041534	0.4562164706408578	506337.2138967971	927.5488497754633	-4.076639853186748	16.618992492590472	860346.868719785	711.6775518121611	-1.3719195722597988	506484.93775335135	1.8821633127495088	748.4288719802313	636.1885309738052	0.7848	30.253099	0.19821765	0.12904200000000002	0.0545008707	0.075266365	-0.0078305803	-0.1034105526	0.0018823192000000002	0.0639159964	-0.0003524058	0.0669571175	-0.0160763987	0.0608346624	-0.0696218966	-0.0856549281	-0.0411413379	0.0329061382	0.09053211109999999	0.09663229640000001	0.10237604119999999	-0.026307484199999998	0.055374223099999995	0.0060045435	-0.0522221784	-0.0256681204	-0.024851328500000002	0.0066802027	-0.0496341502	0.0932921148	-0.0374989601	0.054761134	-0.10461083630000001	0.0220031987	0.0572039405	-0.010466351700000001	-0.0183146546	0.060273340999999994	0.11200892949999999	0.0074048820999999985	-0.1315321821	0.0852605114	0.0154142678	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	-0.15546300000000002	5.60000000000005e-05	0.02416874436900001	3.1360000000000553e-09	0.0756342	0.0022274999999999934	4.96175624999997e-06	0.00572053220964	0.0559993	0.0801815	0.0064290729422499995	0.00313592160049	-0.000944588	-0.001475586	8.922464897440003e-07	2.1773540433959997e-06	-0.00167045	-0.0005707099999999999	2.7904032025e-06	3.2570990409999985e-07	0.00014605100000000002	0.000268757	2.1330894601000005e-08	7.2230325049e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
708.7312145744553	-2.842544003527337	8.080056411989219	502299.9345121826	927.1437294248116	-0.405120350651714	0.16412249851216773	859595.4950117482	711.2778969404276	-0.39965487173356	505916.2466759975	0.15972401650036827	747.9225678669777	616.4808332712771	0.7414609999999999	28.582441	0.26799359999999994	0.14216900000000002	0.0450631839	0.0898407372	-0.0034424565999999998	-0.0831359768	-0.0228224205	0.0716319192	0.043147234000000007	0.0637030527	-0.0948540643	0.0760201509	-0.087281065	-0.051744654699999997	0.0258398822	0.1027584599	0.0532961611	0.0604364723	0.0714075725	0.09276586740000001	0.0803363619	-0.026459819300000003	-0.1540487402	-0.027274650600000002	0.0209397555	0.0158043062	-0.1288808927	0.09348228189999999	-0.036007677	0.0863015641	-0.012698115900000001	-0.028555765099999998	0.1124950233	-0.0451531147	-0.0185146732	0.07301535769999999	0.11853094130000001	0.1225106601	-0.0794594045	0.07324059320000001	-0.0165911976	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	-0.14112	0.014343000000000022	0.0199148544	0.00020572164900000062	-0.0611466	-0.1367808	0.01870898724864	0.00373890669156	0.111383	0.0553837	0.003067354225689999	0.012406172689	-0.000200066	0.0007445220000000001	4.0026404356e-08	5.543130084840001e-07	-0.00118525	0.0004851999999999999	1.4048175625000002e-06	2.354190399999999e-07	0.00014605100000000002	0.0	2.1330894601000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
712.0415618407088	3.3103472662535296	10.958399023192218	507003.185788556	940.7999455940933	13.656216169281722	186.4922400621515	885104.5376298489	711.5325576274432	0.2546606870156438	506278.58056385076	0.0648520655112797	752.9858196085415	632.0675069283211	0.757942	29.217779	0.16470610000000002	0.0949257	0.0777910585	0.0946649598	-0.0191252525	-0.044519708899999996	0.0305161241	0.054437498	-0.0943621769	-0.0683656534	-0.010776106200000002	0.0532567446	-0.08674206720000001	-0.0642474142	0.047400335300000006	0.045322632	0.0979608401	0.0920176275	0.1186492012	-0.0218011079	-0.05699840110000001	0.0115284424	-0.0156423233	-0.0163068401	-0.031308087799999995	-0.0565622698	-0.0211454249	0.073360137	-0.05066204059999999	0.0196954031	0.0025133305	-0.038416107799999995	0.019490433799999998	0.10673784050000001	0.0109739543	-0.1680814986	0.1450317668	-0.0320452419	-0.1829181895	-0.024110303599999997	0.0085295027	0.1059246424	0.1011839538	0.0934393406	0.0829207229	-0.14182999999999998	-0.0007099999999999884	0.020115748899999997	5.040999999999836e-07	0.0190648	0.08021139999999999	0.00643386868996	0.00036346659904	0.105468	-0.00591499999999999	3.4987224999999876e-05	0.011123499024000002	-0.00162733	-0.001427264	2.6482029289e-06	2.0370825256959997e-06	-0.00131538	-0.00013013	1.7302245444000004e-06	1.69338169e-08	0.00014605100000000002	0.0	2.1330894601000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
