global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
724.5362096859367	n/a	n/a	524952.7191460636	962.8952880706053	n/a	n/a	927167.3357885737	810.7446372583549	n/a	n/a	657306.8668431814	820.2854894084178	624.5785389134054	n/a	n/a	n/a	n/a	-0.0048610822	0.014602680600000001	0.0615224142	0.0446225046	0.1451720624	0.050370942	0.0786367346	-0.0106393375	-0.0396410126	0.036062174700000005	0.011353571399999998	-0.0686567835	0.1407517939	-0.11643977109999999	0.1511230314	0.053101286399999996	-0.0794755812	0.0307442014	-0.019135188600000002	0.033702377400000004	-0.2243221069	0.12125460710000001	-0.08649484029999999	-0.0045725311	0.018405243999999998	0.0555040929	-0.099040616	0.0285740811	-0.1252153861	0.0320183077	-0.0160547897	0.2687700588	-0.1533503507	0.0688615919	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	-6.65959e-05	n/a	4.4350138968099994e-09	n/a	0.13048900000000002	n/a	n/a	0.01702737912100001	-0.0741439	n/a	0.0054973179072100005	n/a	-0.00104241	n/a	1.0866186080999997e-06	n/a	-0.000580816	n/a	n/a	3.3734722585599993e-07	-0.000572906	n/a	n/a	3.2822128483600003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
724.4316599068512	-0.1045497790854597	0.010930656306818429	524801.2298753958	951.0690584577268	-11.826229612878478	139.85970685652384	904532.3539556669	811.2630739799362	0.5184367215812244	0.26877663428388804	658147.7752033754	818.4280226834828	626.6062272897807	0.941606	20.572454	0.1782294421	0.120618	-0.0476465997	0.013965128600000001	0.005951364399999999	0.021320075299999998	0.0946807311	-0.0281377339	-0.0357572624	0.005498134	-0.0507922513	-0.019836812	0.1055095719	-0.131796891	0.0504892033	-0.0096727185	0.0140451028	-0.0356639132	-0.1518802596	0.1244691565	0.0590945775	-0.032380278900000004	-0.0927948859	0.0481296338	0.0638765667	-0.0183140506	0.0345385271	0.0309778643	-0.10635201710000004	0.0593099999	0.0095070881	0.166495605	-0.10379193689999999	0.027147221200000002	-0.0940500874	0.0531396207	0.1074807797	0.10736115	0.1071618658	0.1068830749	-0.000150038	-8.344209999999997e-05	2.2511401444e-08	6.962584052409998e-09	0.23563	0.10514099999999997	0.011054629880999995	0.0555214969	-0.033507300000000004	0.0406366	0.0011227391532900005	0.0016513332595599994	-0.00156163	-0.0005192200000000001	2.4386882569000003e-06	2.695894084000001e-07	-0.000604342	-2.3526000000000062e-05	5.534726760000028e-10	3.65229252964e-07	-0.000468284	0.00010462199999999996	1.094576288399999e-08	2.19289904656e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
720.0754763862901	-4.356183520561103	18.976334864808127	518508.6916929426	941.4347661034328	-9.634292354293963	92.81958916800707	886299.4188282251	810.7305459002545	-0.5325280796816969	0.28358615564947576	657284.0180557246	817.289530944812	619.6572082710693	1.057586	23.106409	0.33844607950000005	0.251186	-0.0352433204	-0.0809878223	0.0870309399	-0.059668590599999995	0.027273736099999998	-0.039062445	0.12278898640000001	0.023288055800000002	0.0443765826	0.0691726697	0.0815727459	-0.1138818425	-0.0024746410999999997	-0.1011370756	0.1154050167	0.0692592546	-0.1116686716	0.0091768377	0.0418112727	-0.06503260450000001	-0.010530678	0.0772738733	-0.010778651	-0.0503673901	-0.055505037	0.049751372099999996	-0.012476668799999998	-0.0995388933	0.0101595573	0.1014550304	-0.0010571557	0.1115201636	-0.12349542390000001	0.0898329581	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	-3.47585e-05	0.0001152795	1.2081533222499994e-09	1.3289363120249999e-08	0.0025528	-0.23307719999999998	0.05432498115984	6.516787839999999e-06	-0.0374116	-0.003904299999999993	0.0013996278145599998	1.5243558489999942e-05	-0.000166727	0.0013949029999999999	2.7797892529000002e-08	1.9457543794090003e-06	-0.000166816	0.000437526	1.9142900067600004e-07	2.7827577856e-08	-0.0006628410000000001	-0.00019455700000000004	3.7852426249000016e-08	4.3935819128100004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
715.3135945870188	-4.76188179927135	22.67551827023175	511673.5386010018	922.0093419902232	-19.4254241132096	377.347101978065	850101.2267172444	809.1607686078605	-1.5697772923939508	2.464200747715684	654741.1494540636	813.0981225915763	601.0378869144686	1.050628	22.954386	0.22635848617	0.161652	0.032868400299999996	-0.027394272999999997	-0.0174015602	-0.0147177214	-0.09469499560000001	-0.0064038525	0.005563272199999999	-0.0161975677	0.06635784	0.0005818996	0.0036221273	-0.141777336	0.1409435138	0.16821107600000001	0.0034463551	0.016970758500000002	0.0495121781	-0.1040805259	-0.0660695636	-0.0085930878	0.0620152956	0.0231196654	0.2083994752	0.0134994754	-0.0629404318	-0.020650581	0.0486119465	0.0209330536	0.021547630099999996	0.1393382533	0.0374302026	0.0703608659	0.0410975855	-0.0370707206	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	-8.87233e-06	2.5886169999999994e-05	7.87182396289e-11	6.700937972688997e-10	0.153299	0.15074620000000002	0.02272441681444	0.023500583401	-0.0143987	0.0230129	0.00020732256168999995	0.0005295935664099998	-0.000848743	-0.000682016	7.20364680049e-07	4.6514582425600004e-07	0.000111232	0.00027804800000000003	7.731069030400003e-08	1.2372557824000004e-08	-0.000754247	-9.140599999999992e-05	8.355056835999988e-09	5.68888537009e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
723.5775740596124	8.263979472593633	68.29335672344894	523564.50568199385	939.5607708138743	17.551428823651122	308.05265375169137	882774.4420523617	812.5386863434503	3.3779177355897896	11.410328228412054	660219.1168047399	816.9648996919693	605.2876758545135	1.183806	25.86409	0.14490047767	0.08772569999999999	0.0282833489	0.136367226	0.048961871100000005	0.1378822884	0.023749728799999998	0.0448539666	-0.0064398107	0.0166388902	-0.10035416859999999	-0.0367502806	-0.0535126093	0.0791123755	0.0767615488	0.1648572859	0.0834016756	-0.018178586599999998	0.0769294438	-0.0536144056	-0.0054631141	0.0318572765	-0.04322846809999999	-0.0208392961	0.0164072405	0.0233546511	0.1045526051	0.0186471041	0.033673275	0.0996056358	-0.0534992946	0.0503603781	0.1217740376	0.0627522794	0.07675910429999999	-0.0631468998	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	-0.0242368	-0.02422792767	0.00058742247424	0.0005869924791827517	0.230639	0.07733999999999999	0.005981475599999999	0.053194348320999986	0.00804124	0.02243994	6.46615407376e-05	0.0005035509072036	-0.00108272	-0.0002339769999999999	1.1722825983999998e-06	5.474523652899996e-08	4.65168e-05	-6.471520000000001e-05	4.188057111040002e-09	2.1638126822400003e-09	-0.000873407	-0.00011916	1.4199105599999998e-08	7.62839787649e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
731.5586068368876	7.981032777275232	63.696884191941606	535177.995237128	957.6437483493268	18.082977535452414	326.9940765476767	917081.5487525486	813.6614231286386	1.1227367851882946	1.2605378888149468	662044.9114877215	818.5895663373219	656.8378346991296	1.460958	31.919390000000003	0.41197985	0.254067	-0.1439331738	0.1637685512	-0.053298435400000004	0.0731189355	0.1634671573	0.0917083013	-0.0280002921	0.0338418916	-0.145863892	-0.09997972769999999	0.0034085896000000003	0.152613699	-0.0628475577	0.0706278804	0.0621056531	-0.0521680021	0.05766514	-0.1091621643	-0.1079237048	-0.15311264730000002	0.0238148511	-0.11448303789999999	-0.1206285431	-0.0009367347	0.17841301739999998	-0.0640685114	-0.0530960771	0.0312645321	0.0322063596	-0.11309844279999999	0.055131918700000004	0.022208203399999998	0.0859919727	-0.08245647860000001	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	-0.0426202	-0.0183834	0.00181648144804	0.00033794939555999983	0.433261	0.202622	0.04105567488399999	0.187715094121	0.098972	0.09093076	0.009795456784	0.0082684031141776	-0.0027085	-0.00162578	7.33597225e-06	2.6431606084e-06	-0.000328577	-0.00037509379999999996	1.4069535879844e-07	1.0796284492899997e-07	-0.000873407	0.0	0.0	7.62839787649e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
723.9101304489647	-7.648476387922982	58.4991910566154	524045.87696663704	953.0213612611807	-4.62238708814607	21.366462392659503	908249.7150201141	812.4870806586734	-1.174342469965154	1.3790802367638588	660135.2562372538	820.3259340589218	663.1511079354108	1.739448	38.00391	0.63614683	0.464585	-0.1621227218	-0.0626950308	0.0593177	-0.0714732061	0.0891909078	-0.071464561	0.0449405913	0.05388287519999999	0.0125597781	0.0763232512	0.052773535499999996	-0.0511233161	-0.1540276434	0.0324567073	0.058044092	-0.1348598118	0.0347504244	-0.0078614491	-0.0044673822999999994	-0.1622138062	-0.0343926628	0.004533289	-0.1530057796	-0.0688709129	0.001663105	0.062963048	-0.05676466030000001	-0.1147952965	-0.0050107977	0.0049304134999999995	-0.0679879399	-0.0775591309	-0.07627036059999999	-0.1736787196	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	-0.00610735	0.03651285	3.72997240225e-05	0.0013331882151225	-0.009645730000000005	-0.44290673	0.19616637147929286	9.30401072329001e-05	0.0214221	-0.07754989999999999	0.0004589063684099999	0.006013986990010001	-0.00149799	0.00121051	2.2439740401e-06	1.4653344601e-06	-0.000366154	-3.757700000000001e-05	1.4120309290000008e-09	1.34068751716e-07	-0.000537947	0.00033546	1.125334116e-07	2.89386974809e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
716.1357840001524	-7.774346448812254	60.440462706159686	512850.46112551296	925.3323628520959	-27.688998409084768	766.6806328982992	856239.9817414429	809.8568816980245	-2.630198960648954	6.917946572598839	655868.1688336481	813.0397547515541	615.2554627696115	1.268347	27.711157	0.24637316	0.17088399999999998	-0.042595306500000006	-0.0417500231	-0.026306879900000003	-0.0569579178	-0.08275737679999999	0.0346258535	0.0933225765	-0.0083684039	0.051181398600000004	-0.0071051802	-0.0774177467	0.0301033176	-0.08728871099999999	0.0675283914	0.06586276469999999	0.05024427730000002	0.0808062667	-0.0662145328	-0.018323136599999998	-0.0948847583	0.0025003957	-0.1329344987	-0.0860215742	0.0005963546	-0.048661827000000005	-0.0598139251	0.09890904619999999	-0.036235078999999996	0.0871174957	-0.056969685599999986	0.0801990505	0.0452020229	0.0189674147	0.015496211599999999	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	-0.00605477	5.257999999999999e-05	3.66602397529e-05	2.7646563999999987e-09	0.158695	0.16834073	0.0283386013769329	0.025184103025	0.0515561	0.030134000000000005	0.00265803144721	0.0009080579560000004	-0.000747643	0.0007503470000000001	5.58970055449e-07	5.630206204090001e-07	-0.000176397	0.000189757	3.600771904899998e-08	3.1115901609000004e-08	-0.00055476	-1.6812999999999966e-05	2.826769689999988e-10	3.077586576e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
714.5572124862349	-1.5785715139174954	2.4918880245517734	510592.00991609826	913.5379947491696	-11.794368102926342	139.10711894732628	834551.6678503337	807.250544103759	-2.606337594265483	6.792995655281586	651653.440955815	811.4705023119957	588.0743849315168	0.903185	19.733011	0.16784277500000006	0.0685494	0.0669958334	0.027303681099999998	0.0174811898	0.0125840281	-0.13605375720000001	-0.0357672436	-0.0107018852	-0.08476808029999999	0.048924952	0.0395189858	-0.0819574129	0.0636913167	0.0201473735	-0.0597127652	0.0210181186	0.1665981762	0.0090962283	0.0741339422	5.09413e-05	-0.0648918167	0.0186348741	0.0101615984	-0.0647208146	0.075487745	-0.0752113826	0.010948508400000001	0.0544643915	0.0392478345	0.08749424859999999	-0.0674968103	0.0611133604	0.0632160836	-0.06917088730000001	0.0613618125	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.0176758	0.02373057	0.00031243390563999993	0.0005631399525248999	0.12366	-0.03503500000000001	0.0012274512250000007	0.015291795599999996	0.00078679	-0.05076931	6.190385041e-07	0.0025775228378761	-0.00152917	-0.0007815270000000001	2.3383608889e-06	6.107844517290001e-07	-4.253510000000001e-05	0.00013386190000000002	1.7919008271610004e-08	1.8092347320100006e-09	-0.0008055289999999999	-0.000250769	6.288509136099999e-08	6.488769698409999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
720.6436676024513	6.086455116216371	37.04493588171643	519327.2956555122	927.3856352293408	13.847640480171206	191.75714686807632	860044.116429728	808.4771185410832	1.2265744373241887	1.5044848502971502	653635.2512044925	812.082408057506	606.4531244081228	0.956143	20.890045	0.132549945	0.08792239999999997	0.0146972202	0.0853976042	0.0445539399	0.1129359177	-0.0195298726	0.0171424459	0.0418413477	-0.0783158378	-0.0579527055	0.0069843825	-0.0386927355	-0.0119735798	0.0775227633	0.0174903027	0.1000333385	0.056954603099999994	0.0352867682	0.0587675479	-0.0474212896	0.0416904525	-0.0954656707	0.0518857891	0.0677956405	0.1024372017	0.0421035461	-0.0038200816999999997	0.0187567149	0.00680427	0.0160126838	0.0505742749	0.0626679166	0.0382938221	-0.0739786308	0.0119169175	0.1059246424	0.1011839538	0.0934393406	0.0829207229	-0.00610202	-0.02377782	3.72346480804e-05	0.0005653847239523999	0.20441	0.08074999999999999	0.006520562499999998	0.0417834481	0.0175292	0.016742410000000003	0.00030727285264000004	0.0002803082926081001	-0.00173531	-0.00020614000000000008	3.011300796100001e-06	4.249369960000002e-08	-6.198939999999999e-05	-1.9454299999999988e-05	3.784697884899995e-10	3.842685712359999e-09	-0.0008055289999999999	0.0	0.0	6.488769698409999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
