global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
695.6306748081108	n/a	n/a	483902.03573398775	935.8138580668982	n/a	n/a	875747.5769500529	778.9462722665793	n/a	n/a	606757.2950779998	785.7983621017638	596.4409558120054	n/a	n/a	n/a	n/a	-0.0293555185	-0.048012623899999995	0.1358591922	0.1092909585	0.0493614761	0.1964450259	0.0854189809	0.1146083807	-0.0289222876	0.055307824400000004	-0.016594611999999998	0.0664381186	-0.0879580735	0.0522144122	-0.01570699	0.062473897	-0.0072404751	0.008628633299999999	-0.1041302344	0.1327271063	-0.0153226992	0.0001493539	-0.21852927030000002	0.0331927167	-0.1062052388	0.0658758505	-0.08825556710000003	0.0768057279	-0.1240572266	0.0367723274	-0.0709461091	0.0837159277	-0.0720930846	0.0054983402	-0.0364940589	0.06464102669999999	-0.0423151252	0.0543400368	-0.021619542000000002	0.0184167582	-0.0862252683	0.1106113049	-0.1173194687	0.0393770498	-0.198077845	0.0638049289	-0.2136321729	0.015489395800000003	-0.1636945633	0.1289102024	-0.017248996000000003	0.0590359223	-0.2121495031	0.1941312007	-0.011728229	-0.0195896092	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	2.29021e-05	n/a	5.245061844099998e-10	n/a	-6.26154e-05	n/a	n/a	3.92068831716e-09	-0.0708444	n/a	0.00501892901136	n/a	-0.00111657	n/a	1.2467285649000002e-06	n/a	-0.000407868	n/a	n/a	1.6635630542400006e-07	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
696.6215114524073	0.9908366442964508	0.9817572556806512	485281.5302182364	928.4727861236515	-7.341071943246675	53.89133727592351	862061.7145722159	779.4809175783101	0.5346453117308556	0.2858456093557838	607590.5008687243	784.4122866409584	593.5168304769131	0.95733	18.746166	0.1015406386	0.066509	-0.0129819103	-0.1386701116	0.0362620285	-0.0058844925	0.1081813359	0.1969580267	-0.0278417894	0.053590947	-0.0225293455	0.1215499286	0.0526288397	-0.0630071277	0.0907506094	0.0562288096	-0.07370959	0.0759464718	0.0418334849	0.1407652901	-0.055972564800000006	-0.0326650966	0.0045595947	-0.1322123085	-0.1485005418	-0.06084651150000001	-0.0423312752	0.22322236	-0.0329486367	-0.1088033667	0.08825276300000001	0.0709519564	-0.075728839	0.044644353899999996	-0.0828557701	0.0349754796	-0.0321303037	0.047286395099999996	-0.09463246789999999	0.11411909560000001	-0.0411547259	0.083002625	0.0454226434	0.1085432509	-0.0553523492	0.0470915326	-0.1971908556	0.0453192103	-0.0907796884	-0.0723273338	-0.006714028	0.053403404	0.122018436	-0.010011262	-0.0784521823	0.024264166400000002	-0.17254227390000001	-0.0807416162	0.1074807797	0.10736115	0.1071618658	0.1068830749	6.76111e-05	4.4709e-05	4.571260843209999e-09	1.9988946809999994e-09	-0.054799699999999986	-0.054737084599999986	0.002996148430507557	0.00300300712009	-0.0707488	9.560000000000124e-05	0.00500539270144	9.139360000000236e-09	-0.000534271	0.0005822990000000001	2.8544550144099997e-07	3.390721254010001e-07	-5.69021e-05	0.00035096590000000005	1.2317706296281002e-07	3.2378489844099996e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.2162392330052	-2.405272219402036	5.7853344494271965	481936.1868148172	923.2259111180756	-5.24687500557593	27.529697324137416	852346.0829598007	780.1415810203741	0.6606634420639921	0.4364761836798418	608620.8864369689	786.1527888229857	604.7871584607911	1.232007	24.124823000000006	0.2090248389	0.146119	0.10282952	0.057999404299999995	0.0339640915	-0.0133101826	-0.1104574031	0.0939525347	-0.0235930364	0.0955535856	0.0728269318	0.0246922215	0.0183780011	-0.010732583600000001	-0.1446317295	-0.1676745723	-0.0196679202	-0.0673246355	0.0932544335	0.1276339917	0.0894361473	0.0414939255	0.027362860899999997	-0.0608236261	0.06667588320000001	-0.0462240767	-0.11454438730000001	-0.1099927131	-0.09226379130000001	-0.0924961846	-0.009983685899999999	0.09743674320000001	-0.0371012279	0.004755786	0.0674133158	0.0811821791	-0.04347644	0.0491427799	0.11975597269999999	0.0534478235	0.0143302099	0.0280814264	-0.10182122910000001	-0.1655289577	0.0073639038	0.0756716437	-0.0981213232	-0.060179715099999996	0.0383464659	-0.0857365677	-0.1868487862	-0.026593162000000004	-0.039955817000000005	0.0292850768	0.0071678871	-0.0110447827	0.103020446	0.011663731200000001	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.0209288	0.0208611889	0.0004380146694399999	0.00043518920232148313	0.08248329999999998	0.137283	0.018846622088999995	0.006803494778889997	-0.033920599999999995	0.036828200000000005	0.0011506071043599995	0.0013563163152400005	-0.00081532	-0.000281049	6.647467024000001e-07	7.8988540401e-08	-5.69021e-05	0.0	0.0	3.2378489844099996e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
690.2765068377147	-3.939732395290548	15.5214913465018	476481.6558920776	905.8459700996452	-17.379941018430372	302.06234980411864	820556.9215457673	780.1743666984597	0.03278567808558819	0.0010749006875318174	608672.0424533427	783.0997921279178	578.7703337098826	1.181741	23.14052	0.186756435	0.0974523	-0.04674231349999999	0.0722428719	0.0405478899	0.05936783	-0.0270320228	-0.031221615499999997	-0.036090348700000004	0.0180500162	0.0648791024	0.0233273596	0.0043453878	-0.18698043	0.022948574399999998	-0.0401253083	-0.0820180521	0.1406615413	-0.121450201	-0.0677977065	-0.1396357775	0.1045556772	0.0287350996	-0.0174258136	-0.0666268971	0.1415275806	0.0565456432	-0.0416905115	-0.0687982566	0.1080330392	0.14179524640000002	0.1274655409	0.0488741803	0.0570927862	-0.0606311999	-0.023493750499999997	-0.0696442367	0.059244765899999996	0.025058398	0.0359949283	0.0178950015	0.0323634683	0.1641636371	-0.0275340917	-0.0754944953	0.16876861350000005	0.1304571881	0.1182803383	-0.1532222509	0.0105034307	0.0078488712	0.048195668399999995	0.0103035329	-0.0686691098	-0.0359998301	0.1104501576	-0.0235879209	-0.0450542985	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.0167027	-0.0042260999999999965	0.00027898018729000004	1.7859921209999968e-05	0.00970106	-0.07278223999999997	0.005297254459417598	9.411056512359998e-05	0.00431249	0.03823309	1.8597570000100005e-05	0.0014617691709480998	0.000207131	0.001022451	4.2903251161e-08	1.045406047401e-06	0.00035094699999999995	0.0004078490999999999	1.6634088837080994e-07	1.2316379680899996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.6498127876795	3.373305949964788	11.37919303206784	481150.0627803828	907.8439995054828	1.998029405837542	3.9921215065915217	824180.727438111	779.2223008884728	-0.952065809986948	0.9064293065461032	607187.3942019256	782.4686791171388	578.601316951228	1.0440060000000002	20.443434	0.155816065	0.078084	-0.0630756458	0.001412713	0.0380162307	0.0787495649	0.0653925741	-0.0242257554	-0.1021985582	0.0625562033	-0.0061464321999999995	0.0621439859	0.0633011533	0.043119480099999996	-0.0914592987	-0.1129930658	-0.1451890466	0.022274275	-0.0097261548	-0.014736631200000001	0.1323102557	-0.0029646281	0.027540475	-0.0217431595	0.0332408806	-0.0842526968	-0.012604503799999998	-0.0664625322	-0.0793300381	0.0945832127	-0.0035761797	0.061232721399999995	-0.0303678925	-0.1073758533	-0.1880869368	0.0016095317000000002	0.0379919979	-0.1449233181	-0.0379887443	0.042706524	-0.0556456763	0.0086019754	-0.0373736963	-0.0248559089	-0.1585439868	0.011475952099999999	-0.0390627174	0.0265750583	0.1306535891	-0.030053261600000002	-0.029487043199999997	-0.03060342	-0.0325047412	0.112114745	0.0892727074	0.09774653230000001	0.0017583410999999999	-0.11450632150000001	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.0129108	-0.003791900000000001	0.00016668875664	1.4378505610000006e-05	0.027692	0.017990940000000004	0.0003236739220836001	0.0007668468640000001	-0.0484452	-0.05275769	0.00234693740304	0.0027833738541361004	-0.00101112	-0.0012182509999999998	1.0223636544e-06	1.4841354990009997e-06	-5.6312700000000014e-05	-0.0004072597	1.6586046324408992e-07	3.171120181290001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
692.4114999603052	-1.2383128273743296	1.5334186584398062	479433.6852772797	918.044353440536	10.200353935053274	104.04722040035676	842805.4348840519	779.1911457592082	-0.03115512926456176	0.000970642079491553	607138.8416295475	783.9471983015383	603.5992402371809	1.1470870000000002	22.461939	0.10419039	0.0484513	0.0800728851	-0.01644923	0.1004569412	0.0174483143	-0.0512827513	0.1024114824	-0.019785321	-0.0729894602	0.0321788726	-0.0161420915	-0.0276797944	-0.1271995689	0.0449309415	0.10873209910000001	0.0631458422	-0.0172444106	-0.0061212478	0.0156469033	0.015075024499999999	0.045150035	0.0693279098	0.059823950999999986	0.0375568242	-0.0605173641	-0.0535119967	-0.0039994335999999995	0.08993866619999999	0.0688888362	-0.0381177168	-0.0761566239	0.0220590399	0.008980879	0.0444368808	-0.2203937957	0.07029900139999999	0.1478784931	0.0267272729	0.025836148399999998	0.073390128	0.13119907949999998	0.020087824599999998	0.1043824793	0.0236639819	-0.0098449397	0.06147558860000001	-0.07108311469999999	-0.0424867013	-0.0143039851	0.0385615851	0.0596277287	-0.0778456493	0.0217757638	0.1507641449	0.0072638821	0.0006642223	0.0475025283	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	-0.00397589	-0.01688669	1.58077012921e-05	0.0002851602991561	0.0541371	0.026445099999999996	0.0006993433140099999	0.00293082559641	-0.017465999999999995	0.030979200000000005	0.00030506115599999984	0.0009597108326400004	-0.000413532	0.0005975879999999999	1.7100871502399998e-07	3.571114177439999e-07	-5.6312700000000014e-05	0.0	0.0	3.171120181290001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
689.7495875514637	-2.661912408841431	7.0857776723439905	475754.4935274144	904.5834521043048	-13.460901336231244	181.19586478375209	818271.2218209411	777.6773558802789	-1.5137898789292876	2.2915597975487474	604782.069848942	781.6636416399962	589.6871790845278	1.247009	24.418581	0.10528616	0.0557501	0.0542480822	0.0117418981	-0.06890637620000001	-0.1637091128	-0.033121785099999995	-0.0502954452	-0.0477946159	-0.09101157929999999	-0.0170630334	-0.0554011362	-0.006903137199999999	0.0987222006	-0.011591153500000001	0.0425211183	0.1118248664	-0.0151323472	0.0246538548	-0.076026341	-0.0012219949	-0.0644168467	-0.0603401158	0.0727505243	-0.1399542119	0.1329162456	0.1537733126	0.0093291655	0.1538487616	0.1534098418	-0.1088933071	-0.06592719450000001	-0.0299601793	0.0580290868	0.030999576400000006	-0.1300753959	0.0630158923	-0.0811898578	0.0261714233	-0.045866070599999996	-0.0460256176	-0.11889563550000001	-0.0860730528	0.0023179896	0.141696038	-0.0221068739	0.0199629421	0.0377776529	0.0115272573	0.0821355244	0.09640182369999999	0.0987846524	-0.0397614228	-0.0492033576	-0.1654533895	-0.0610875797	0.0401328175	0.0724003692	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.0152565	0.01923239	0.00023276079225	0.0003698848251121	0.014531799999999997	-0.0396053	0.0015685797880900002	0.00021117321123999996	-0.0363032	-0.018837200000000002	0.0013179223302399999	0.0003548401038400002	-6.00766e-05	0.0003534554	3.60919786756e-09	1.2493071978915999e-07	-5.6312700000000014e-05	0.0	0.0	3.171120181290001e-09	0.00019877	0.00019877	3.95095129e-08	3.95095129e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.8586730987062	4.109085547242444	16.884584034556735	481439.8582342972	914.5384937291743	9.955041624869523	99.10285375288484	836380.656512427	778.2037902140172	0.5264343337382797	0.2771331077384665	605601.1391034621	782.2446151355366	590.590673986309	1.260574	24.684214	0.258967565	0.15340399999999998	-0.0107941994	-0.1806514068	0.0255108008	-0.021532433900000002	0.076481543	0.050823908	0.0685619562	-0.0621144368	-0.06122351030000001	0.05526063269999999	-0.0836951623	0.0846641366	-0.029471184700000007	0.0350929989	-0.0458618703	-0.1148887726	0.0438165292	-0.0265340981	0.0041627276	0.1518901002	-0.2103105925	0.0289224044	0.1155435794	0.0134330444	-0.08552883859999999	-0.0882439387	0.0835077793	0.07640597269999999	-0.0587550645	0.0451215606	-0.012699112700000001	0.08341152730000001	-0.0083974121	-0.056226883	0.0756973618	-0.11394981119999999	-0.094704915	-0.0019174435999999998	0.0815694795	0.0010538119	-0.037971218	0.0038094937	0.04997862559999999	-0.14087613300000001	-3.65363e-05	-0.0246445504	-0.0056148441	0.089582589	-0.1658856011	-0.024944822599999996	0.0530420581	0.0257120969	0.0487965853	0.060931473099999994	0.2169758181	0.030442153599999997	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	-0.00541884	-0.02067534	2.93638269456e-05	0.0004274696841156	0.132626	0.1180942	0.01394624007364	0.017589655875999997	0.00879876	0.04510196	7.741817753759999e-05	0.0020341867958415995	-0.00135192	-0.0012918434	1.8276876864e-06	1.6688593701235597e-06	-0.000157126	-0.0001008133	1.0163321456889998e-08	2.4688579876e-08	8.95054e-05	-0.0001092646	1.1938752813159998e-08	8.01121662916e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
691.9053018662999	-1.953371232406312	3.815659171592553	478732.94675069547	918.3477492378656	3.809255508691308	14.510427530495074	843362.5885302537	779.3755142437898	1.1717240297725766	1.3729372019464858	607426.1922027718	784.9594038721899	606.0475827811588	1.299459	25.445642000000007	0.328702095	0.209669	0.1549249201	0.0015002451000000001	-0.0501027612	-0.0235265507	-0.09043289630000001	0.099781799	-0.057448684800000004	-0.063966106	0.058908362400000004	-0.0137499177	0.0517578488	-0.017031499199999998	-0.09763994179999999	0.0785424509	0.14608108949999998	0.0236428739	0.134261151	0.1465151288	0.044149087999999996	-0.0945333797	-0.1038399413	-0.0108771248	0.12027604929999999	0.0106369136	0.025321021099999997	0.0755848261	0.0467267545	-0.0176402201	-0.1190212597	0.127646389	0.19265232699999998	0.0177386381	0.0635368717	0.0032408982	0.009729105200000001	-0.1113566969	0.10208262650000001	0.0527547555	-0.0232498381	0.0740728786	-0.1158648585	-0.0004436655000000001	0.1984229579	-0.016616268899999998	-0.0196452154	-0.0208399079	0.1079161826	0.003223249	0.0169637872	0.030908122200000002	0.0831796262	-0.060160248	0.0202526931	0.017769388799999997	0.0160344021	0.014886516399999999	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.015266899999999996	0.02068574	0.00023307823560999994	0.00042789983934759986	-0.047916900000000005	-0.18054289999999998	0.032595738740409996	0.002296029305610001	-0.0525572	-0.06135596	0.00276225927184	0.0037645538275216	-0.000153862	0.0011980580000000001	2.3673515043999998e-08	1.4353429713639997e-06	-5.6312700000000014e-05	0.0001008133	1.0163321456889998e-08	3.171120181290001e-09	0.000112984	2.34786e-05	5.512446579599998e-10	1.2765384256e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
688.1416072756406	-3.7636945906592705	14.16539697175785	473538.871663902	897.8091728707968	-20.5385763670688	421.833119185917	806061.3108909443	777.7298828458798	-1.6456313979099375	2.708102697787016	604863.770671466	781.6544520825412	593.1929534980201	1.257787	24.629641	0.312895215	0.21575100000000005	0.051121708499999995	0.12583824710000002	-0.0911930168	0.0404515177	-0.062016116600000004	-0.13380444630000002	0.0405985928	0.0487036344	0.0008110445	-0.0916002724	-0.1224143701	0.0484603391	-0.0416872531	-0.0764863682	0.036954950800000004	0.0345439088	0.0736523048	-0.0508262649	-0.1337816682	-0.0158254841	-0.0685474047	-0.142562339	-0.0261356072	0.023481987200000002	-0.0197789043	0.0035971995000000007	0.044927563399999995	-0.1111496625	0.0649685605	0.0032164940000000003	-0.0264367577	-0.0699274068	0.062201874299999994	0.0133243702	0.0291069258	-0.0412181671	0.0505126635	-0.0991586022	0.0791948083	-0.10554394460000001	0.0185156787	-0.0998484817	0.0217196064	-0.008166869200000001	0.0426171907	0.039838328900000004	-0.0518104765	0.07855565	-0.031544372700000003	-0.0072378001	0.0527803152	-0.031202413300000002	0.0060656285	0.0678093026	0.0018157416	-0.0425327069	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.0152729	6.000000000000796e-06	0.00023326147441	3.600000000000956e-11	0.14596099999999998	0.1938779	0.03758864010841	0.021304613520999997	0.0233846	0.0759418	0.00054683951716	0.0057671569872400005	-0.000787825	-0.0006339630000000001	6.206682306250001e-07	4.01909085369e-07	-0.00028374	-0.0002274273	5.172317678528999e-08	8.050838759999999e-08	0.000112984	0.0	0.0	1.2765384256e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
