global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23
726.5405013603113	n/a	n/a	527861.1001168925	976.1093645363368	n/a	n/a	952789.4915355312	808.2882451067368	n/a	n/a	653329.8871777282	821.2522199329861	598.7502749541303	n/a	n/a	n/a	n/a	-0.0028208012	-0.0329386256	-0.011790876	-0.10806274269999999	0.0007221635	-0.0589307113	-0.011295322	0.0178962137	0.0063528670999999995	-0.0126617392	0.0564340672	-0.010811753899999998	-0.0382162442	0.0679915847	-0.0802371542	0.09687801380000001	-0.1104004898	0.0034814319	-0.028064555499999998	0.022703179100000002	-0.0030198457	-0.049687956799999995	-0.02320847	0.0450536731	-0.0923352256	0.050742693	-0.0405147506	0.0831465518	-0.0052766024	0.11250323	0.1124865505	0.11245875300000001	-0.0105432	n/a	0.00011115906624	n/a	0.110612	n/a	n/a	0.012235014543999995	-0.0442581	n/a	0.0019587794156099994	n/a	1.89408e-05	n/a	3.5875390464e-10	n/a	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.8854810574619	-0.6550203028493797	0.4290515971448932	526909.7316100228	962.6036301144313	-13.505734421905458	182.404862275042	926605.748709481	807.3320756877463	-0.9561694189904985	0.9142599578126273	651785.0804342849	818.1928193343288	598.2853222124465	0.8347989999999998	17.218989999999998	0.03264042	0.0184449	0.028298498	-0.0531617009	-0.0411868939	-0.0724682337	-0.0075817072	0.0361421429	-0.0580899512	-0.0093671729	-0.031371107200000005	-0.002019483	0.0332819494	0.0196532619	-0.0726994547	0.0306603313	0.0337624952	0.045296345599999996	-0.036507309700000004	-0.0899006081	0.0118212126	-0.0434554773	0.04766515019999999	-0.0343248381	-0.0343834408	0.045834498499999994	0.0183526275	0.0075734588	-0.0344623685	0.0554256932	-0.1070768268	0.11245875300000001	0.1123086861	0.11205872300000001	-0.019234900000000003	-0.008691700000000002	0.00036998137801000017	7.554564889000004e-05	0.110604	-7.999999999994123e-06	6.399999999990597e-11	0.012233244816000001	-0.0323801	0.011877999999999993	0.00104847087601	0.00014108688399999984	-5.958760000000001e-05	-7.85284e-05	3.5506820737600015e-09	6.1667096065600005e-09	-0.000162726	-0.000162726	2.6479751075999998e-08	2.6479751075999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
722.9852550844785	-2.900225972983435	8.411310694367712	522707.67906956846	960.3520795474336	-2.2515505669977074	5.069479955747697	922276.1166910805	808.5344378625354	1.202362174789073	1.445674799363509	653727.937209686	820.0960627573523	603.4610424920459	1.005641	20.742861	0.16801474	0.110794	0.0367860641	-0.0082262329	0.0557784049	-0.0118751871	-0.09663465119999999	-0.0265233265	-0.015277158	0.0075653878	-0.012061053899999999	0.0489049457	0.0044262604	-0.0277462971	-0.0504407531	-0.051116265300000005	0.0850957361	0.043541690599999995	0.0117077857	-0.0726970585	-0.08572636439999999	0.0537498728	-0.0104634423	-0.0047046392	0.024221249900000002	0.06578788370000001	0.1298397272	-0.046435306100000004	-0.0616962546	0.0023002666000000002	-0.043597485199999994	0.1123698164	0.11195323859999999	0.1112600859	-0.0192435	-8.599999999997499e-06	0.00037031229225000005	7.395999999995697e-11	0.206454	0.09585	0.009187222500000002	0.042623254116	-0.00188313	0.03049697	3.5461785969e-06	0.0009300651791809	-0.000653164	-0.0005935764	4.26623210896e-07	3.5233294263696e-07	-0.000263396	-0.00010067	1.01344489e-08	6.9377452816e-08	-0.000138937	-0.000138937	1.9303489969e-08	1.9303489969e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
723.5061025618468	0.5208474773683065	0.27128209468092856	523461.0804442336	965.4250278343362	5.0729482869026015	25.73480432158804	932045.4843689287	810.5951902878783	2.060752425342912	4.246700558556694	657064.5625178416	823.028907153597	601.3097686126132	0.911702	18.805237	0.11457187999999995	0.0739309	0.0012133457	0.0087873191	0.09878783529999999	-0.0405373936	-0.1043926273	-0.0405756901	0.048180461200000003	-0.002567121	0.016756285	0.1049179443	0.0637125742	0.002707208	-0.027532828199999998	0.033473498500000004	0.13918905550000002	-0.0808353531	-0.10328855630000001	0.009016039699999999	0.0794618562	-0.0026420507	-0.06871521059999999	0.009721928199999999	0.013693423400000002	0.128161788	0.0528408078	0.0711869438	-0.0812665259	0.0621972904	0.0790995141	0.11223645550000001	0.1114207701	0.1100656827	-0.019269	-2.5500000000001216e-05	0.0003712943610000001	6.50250000000062e-10	0.270379	0.06392499999999998	0.0040864056249999975	0.07310480364099999	0.0145661	0.01644923	0.00021217126920999998	0.00027057716759289993	-0.00106464	-0.00041147599999999987	1.1334583296e-06	1.6931249857599993e-07	-0.0	0.000263396	6.9377452816e-08	0.0	-0.000130366	8.570999999999996e-06	7.346204099999993e-11	1.6995293956000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
720.4616943491884	-3.0444082126583685	9.268421365301721	519065.05302450346	949.6932015700096	-15.731826264326628	247.49035761095712	901917.1771082948	808.7882257811725	-1.8069645067057536	3.2651207284943675	654138.3941622569	818.9006282387579	574.6134398969607	1.175056	24.237301	0.375471165	0.316095	-0.0404719536	-0.08363505519999999	0.0207672759	0.0333808959	-0.041022720299999996	0.0270283618	0.0060747176000000005	0.084396745	-0.09081983939999999	-0.0278256184	0.0383549181	-0.0030327609999999997	0.013047395	-0.0421268008	0.04813648	-0.0280152482	-0.0237900725	-0.023633175899999997	0.043955642999999996	0.0064558594	-0.0257426839	-0.0851359675	0.0009225627000000001	-0.0337354888	0.0369605082	-0.0305225371	-0.0979398365	-0.0735295745	-0.0113513426	0.11205872300000001	0.1107121224	0.1084797619	-0.0192262	4.280000000000256e-05	0.00036964676644	1.831840000000219e-09	-0.0370655	-0.30744449999999995	0.09452212058024996	0.0013738512902499993	0.00145422	-0.01311188	2.1147558084e-06	0.00017192139713439995	-0.00016675400000000002	0.0008978859999999998	2.780689651600001e-08	8.061992689959998e-07	-6.918770000000001e-05	-6.918770000000001e-05	4.786937831290001e-09	4.786937831290001e-09	0.0	0.000130366	1.6995293956000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
720.0892728396698	-0.37242150951863096	0.13869778075213576	518528.5608587644	948.1704367355188	-1.5227648344907718	2.3188127411617083	899027.1770992245	807.4156909038624	-1.3725348773101589	1.8838519894328123	651920.0979177614	815.7128894788391	579.190638152106	1.218641	25.136318	0.462575165	0.35901700000000003	-0.049870469199999996	0.064281957	-0.0015324575	0.0355778417	0.025944754599999998	-0.0425448957	-0.0376393037	-0.0051793225	0.0816790303	0.036901323199999995	0.031179852999999997	0.0637376244	0.0617514854	-0.0100730248	-0.06377271940000001	-0.0020954464	0.061137365599999986	0.1099623726	0.0872033093	-0.025576554700000004	0.041055601000000004	0.0188466182	0.062480280599999986	0.07447470240000001	-0.0503432111	0.031180730299999997	0.0789419901	-0.050820461399999996	-0.0765081713	0.1118366891	0.10982841609999999	0.1065079649	-0.026402099999999998	-0.0071758999999999955	0.0006970708844099997	5.149354080999994e-05	0.310408	0.3474735	0.12073783320225	0.09635312646400003	0.0506867	0.04923248	0.0025691415568899994	0.0024238370869503994	-0.000910518	-0.0007437640000000001	8.290430283240002e-07	5.531848876960001e-07	-0.0	6.918770000000001e-05	4.786937831290001e-09	0.0	-0.000360914	-0.000360914	1.3025891539599998e-07	1.3025891539599998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.8005993351783	5.7113264955085015	32.61925033829742	526786.5099953039	958.5880516594783	10.41761492395949	108.5267007039035	918891.0527843145	809.7033402658998	2.287649362037428	5.23333960363025	655619.4992377554	817.7609170583335	576.4122253692112	1.337075	27.579199	0.38555231	0.303159	-0.047403214000000006	-0.0276672971	-0.1454705322	-0.0571450563	0.1454831237	0.0403638469	-0.0329059762	-0.1093406765	-0.10625040289999996	-0.0314195459	0.0618733169	-0.0558034231	0.0238445941	0.0656757823	-0.021913685699999998	-0.043949353899999995	-0.0180527286	0.0499446192	0.004659759	0.121237674	0.0735087825	0.03165453	-0.1451884181	-0.038335225	-0.0675278635	0.0868497318	-0.1028128252	0.0395816954	0.0247488711	0.1115704417	0.1087710484	0.1041573055	-0.0192172	0.007184899999999994	0.00036930077583999997	5.1622788009999905e-05	0.0168553	-0.2935527	0.08617318767728999	0.00028410113809000003	-0.022765	-0.0734517	0.000518245225	0.005395152232889999	-0.000884853	2.5665000000000023e-05	7.82964831609e-07	6.586922250000008e-10	-7.29652e-05	-7.29652e-05	5.323920411040001e-09	5.323920411040001e-09	-0.00023228400000000005	0.00012862999999999994	1.6545676899999993e-08	5.3955856656000016e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
731.3701246031422	5.569525267963967	31.019611710489112	534902.259162016	968.6592375835913	10.071185924113024	101.42878591805231	938300.7185560244	811.8739830652873	2.170642799387565	4.711690162533085	659139.3643782943	819.559433274843	621.6215285371675	1.304981	26.917204	0.25448377	0.213462	0.1013103609	0.0275689051	-0.0701879396	-0.1357242954	0.0341480762	0.0370331002	0.0383422285	-0.1207091392	-0.045852904400000005	0.0845509125	-0.027313482000000004	-0.10144583880000001	0.0289742254	0.0262885228	-0.1158245821	0.10628077849999999	0.0480092738	0.09784500310000001	0.054242672400000004	0.0125497583	-0.0068862938	0.1028882923	-0.1110381028	0.0017481889000000002	0.08181760860000001	0.045624041	0.08462232480000001	-0.0205989114	0.0049401465	0.1112600859	0.1075416914	0.1014361455	-0.0171798	0.0020374000000000017	0.00029514552803999993	4.150998760000007e-06	0.230711	0.21385570000000004	0.045734260422490014	0.053227565521	-0.00565564	0.01710936	3.19862638096e-05	0.0002927301996096	-0.000554745	0.000330108	3.0774201502500005e-07	1.0897129166399998e-07	-0.0	7.29652e-05	5.323920411040001e-09	0.0	-0.000258837	-2.655299999999996e-05	7.050618089999978e-10	6.699659256900001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
726.6632373097258	-4.706887293416457	22.154787992925307	528039.4604574508	955.025257810781	-13.633979772810335	185.8854044454013	912073.2430565488	812.3405723931888	0.4665893279014881	0.2177056009115624	659897.2055560937	820.7838617488742	615.9362847268292	0.992281	20.467306	0.09967852	0.077125	0.0940919127	-0.0125509688	0.025531157000000002	-0.0412540758	-0.0491487436	0.0639403581	0.09726081060000001	-0.0102044692	-0.0435820651	0.0911743251	-0.1155119968	-0.0529139966	0.034897199	0.11261077230000001	-0.0667623547	0.008283469	-0.08403871460000001	0.0746652241	0.07896374519999999	0.028638844	-0.08147810650000001	0.022777996000000002	-0.0563704916	-0.0300176935	0.0584073714	0.0211572021	0.1050733789	-0.0121966223	0.10711144380000001	0.11090574460000001	0.1061422889	0.09835416429999999	-0.0108683	0.006311499999999999	0.00011811994488999998	3.983503225e-05	0.156607	-0.074104	0.0054914028160000005	0.024525752449	-0.00335052	0.00230512	1.12259842704e-05	5.3135782144e-06	-0.000258431	0.00029631400000000005	6.6786581761e-08	8.780198659600003e-08	-0.0	0.0	0.0	0.0	-0.000301681	-4.2844e-05	1.835608336e-09	9.1011425761e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.3048204936447	-1.3584168160811032	1.8452962462119216	526067.0826313181	949.9584957560187	-5.0667620547623065	25.672077719579157	902421.1436590378	813.8154024817053	1.4748300885163417	2.1751237899931204	662295.5093164598	821.8254909443252	602.4593086423679	0.850549	17.543873	0.14862516499999998	0.110967	0.0606195706	-0.0648580852	0.0338759766	-0.0033182321000000004	-0.0361654676	0.07191406360000001	0.1554072016	0.0560377554	-0.050873329800000006	-0.0377171334	0.013459981999999999	-0.025481648	-0.0198212573	0.0077805104	-0.0980440563	-0.0404263391	0.0044171531	-0.020495694	0.0127336174	0.0057694188	-0.14564207369999999	-0.0257280744	-0.0401289103	-0.1093576975	-0.0017008622	0.0171418767	0.0373898976	-0.08220102929999999	0.0033555788	0.1105075577	0.1045750536	0.09492232490000001	-0.0108526	1.56999999999987e-05	0.00011777892676	2.464899999999592e-10	0.0501697	-0.1064373	0.01132889883129	0.0025169987980900002	-0.0207268	-0.01737628	0.00042960023824	0.0003019351066384	-0.000122943	0.000135488	1.5114981249e-08	1.8356998144e-08	-0.0	0.0	0.0	0.0	5.87487e-05	0.0003604297	1.2990956864209001e-07	3.4514097516900004e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
