global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
719.583061638903	n/a	n/a	517799.78259761725	995.6262687646193	n/a	n/a	991271.6670541579	803.6085345583348	n/a	n/a	645786.6768149943	815.0141730199194	641.5638235083594	n/a	n/a	n/a	n/a	-0.07109705179999999	-0.0456113976	0.0969838612	-0.008972294300000001	-0.0884604658	-0.2603315483	-0.2365283678	-0.1087774902	-0.0512850479	0.1033834811	-0.0854624386	0.0181450913	-0.0759527797	0.0125828071	-0.1102943265	0.0168017575	-0.12456947380000001	0.11298605839999999	-0.13902832869999998	0.0699304181	-0.0922217742	0.0865531157	-0.0800237458	0.0247050431	-0.1057039896	0.1105992534	-0.0223156737	0.1499628584	-0.0762870204	0.0283422641	-0.0397815723	0.0655385638	-0.21608419010000002	-0.018595437700000002	0.1052064781	0.0410557733	-0.015461823400000001	0.0222150096	-0.2459872991	0.0918944345	-0.2395908737	0.0682676045	-0.0306250544	0.0456187672	-0.08812526359999999	0.1526238795	-0.2966969424	0.0924708933	-0.0266482187	0.1116750489	-0.1560977845	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	-0.0224851	n/a	0.00050557972201	n/a	-0.06454500000000002	n/a	n/a	0.004166057025000003	-0.055768	n/a	0.003110069824	n/a	0.0007352539999999999	n/a	5.405984445159998e-07	n/a	-0.000191754	n/a	n/a	3.6769596516000005e-08	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
716.9888599056128	-2.59420173329022	6.72988263300598	514073.0252287505	984.8176448368467	-10.8086239277726	116.82635121201841	969865.7935819936	803.5185923799751	-0.0899421783597063	0.008089595448089222	645642.1283002965	813.853912385154	634.0615159377969	0.996111	19.886261	0.19752844	0.118036	-0.0681776211	0.0331383077	0.03779312	-0.058249923499999995	-0.1029177516	-0.1528008724	-0.1140300164	-0.0484501172	-0.0730380792	0.0520042325	0.0451807654	-0.0766392643	0.0127066553	0.01757631	0.06614569299999999	0.0665631847	0.0177690734	-0.0046730207	0.0795050396	-0.0902062659	-0.0785749221	0.0041556457	0.0510588661	-0.062006797	0.00026928060000000004	0.1318490081	-0.0351712774	-0.0169935823	-0.0195258159	0.121547876	0.0860262877	0.235556288	-0.1529045897	-0.0684189984	0.0670958524	0.07522894969999999	-0.0416502281	-0.0118367666	0.0262880812	0.23622703280000001	-0.0224668634	0.026062096200000003	-0.0280257542	-0.0437731347	-0.0472594743	-0.020517666299999997	-0.1382027407	0.08312972269999999	0.0022560519	0.0525811092	-0.0508398052	0.1074807797	0.10736115	0.1071618658	0.1068830749	-0.0224411	4.400000000000237e-05	0.0005036029692099999	1.936000000000209e-09	0.0129804	0.07752540000000002	0.006010187645160004	0.00016849078416	-0.00162101	0.05414699	2.6276734201e-06	0.0029318965260601	-0.000249046	-0.0009842999999999998	6.2023910116e-08	9.688464899999996e-07	-0.000333816	-0.00014206199999999996	2.0181611843999987e-08	1.1143312185599997e-07	-0.000189879	-0.000189879	3.6054034641e-08	3.6054034641e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
712.7921307067975	-4.196729198815319	17.61253596818907	508072.6215975362	964.6002448343843	-20.217400002462455	408.74326285956886	930453.6323345541	802.481587541223	-1.0370048387520685	1.075379035595203	643976.6983426815	810.8431742573434	608.727120466892	1.057669	21.115196	0.31016657000000003	0.22385700000000006	0.013853474499999999	-0.002758204	0.0794555162	-0.12280454619999999	-0.0172115392	-0.0253804536	0.06976892009999999	-0.0415123336	-0.058378130599999994	-0.0080599414	-0.0048918588	0.0353749451	0.09748085029999999	0.0084995926	-0.0405785853	-0.1118873609	-0.001882936	-0.18221964329999998	0.0121514833	0.0367140419	0.0521971984	-3.93282e-05	0.0013119582	0.0688794442	0.045821047000000004	-0.0829784923	-0.0902941283	-0.0527804933	0.07884809400000001	0.1567836331	0.1158911383	0.10919421189999999	-0.053812199000000005	-0.05582865309999999	0.0318426784	-0.0538497051	0.0370715527	-0.07259437440000001	-0.0800305894	-0.0519298208	0.0623708762	0.0870223717	-0.057802267699999986	0.039936277400000005	-0.0005626628	-0.07424268469999999	-0.059734752	0.0227575816	-0.007542485	0.1426111846	-0.0398469654	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	-0.0126667	0.0097744	0.00016044528888999995	9.553889536e-05	-0.190896	-0.20387639999999999	0.041565586476960015	0.036441282816	-0.00870458	-0.00708357	7.57697129764e-05	5.01769639449e-05	0.00118771	0.001436756	1.4106550441000004e-06	2.064267803536e-06	-0.000171807	0.00016200899999999996	2.6246916080999987e-08	2.9517645249000002e-08	0.0	0.000189879	3.6054034641e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
712.2220595306122	-0.5700711761852517	0.3249811459172363	507260.26208202686	974.6534150510347	10.053170216650416	101.06623140494696	949949.2794706444	802.1117329634566	-0.36985457776643216	0.13679240869478582	643383.2321576396	812.5512270843599	615.3945898024142	1.04525	20.867266	0.31856346500000005	0.246892	0.0143528094	0.1015949417	0.032010970699999995	0.055836599	-0.13250514759999998	-0.0073389906	-0.1342270399	0.0505278932	-0.0424586196	-0.0260388402	0.06573278610000001	-0.046085647800000004	-0.0135072327	0.0075544951	-0.10208535199999999	-0.042303905	-0.0467009882	0.081899216	-0.029407197000000006	-0.0738186594	-0.0646994992	-0.0885069753	-0.142253385	-0.1396595779	0.015105612	0.022775447200000003	-0.1741219808	-0.10274991650000001	0.20670483120000002	0.1667018607	0.0139575627	-0.0320730466	0.0589377163	-0.0897836994	-0.0375977459	0.1098026282	-0.0477593022	0.0753185138	0.0262137657	0.055117726	-0.1554148394	0.0454226599	-0.0442083676	-0.112288575	-0.0435662292	0.0008827833	0.012396187	0.1036096919	0.0068810729	0.233409528	-0.0558252581	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	-0.0129582	-0.00029150000000000015	0.00016791494724	8.497225000000005e-08	0.041263699999999987	0.23215970000000002	0.053898126304089994	0.0017026929376899994	0.021594	0.03029858	0.0004663008359999999	0.0009180039500164	8.982129999999999e-05	-0.0010978887	8.067865933689998e-09	1.2053595975876899e-06	-0.000190192	-1.8384999999999994e-05	3.380082249999998e-10	3.6172996864e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
710.4359504928955	-1.7861090377167557	3.190185494613475	504719.2397527438	953.1171826647847	-21.536232386250052	463.8093053945655	908432.3638908564	800.739106157039	-1.3726268064175429	1.8841043496960228	641183.1161291738	807.8712940379573	590.6362833398779	1.12277	22.414867	0.302534065	0.234829	0.08186368769999999	-0.0061839804000000005	-0.031144040499999998	-0.1170390057	0.043699308	0.0396353064	0.0655552472	-0.00011140620000000001	0.0216759188	-0.0121785297	-0.06727564309999999	0.0512038441	0.0512883133	-0.032858510699999996	0.041139307400000005	-0.0143928031	-0.0498626143	-0.0842984209	0.024636474900000004	-0.0271209779	0.0214323586	-0.0025333091	-0.0029465839000000003	-0.0617582488	-0.040760127	-0.1099574589	-0.1216509235	-0.040039466600000004	0.04261416269999999	0.1017541034	-0.0244028012	-0.0244536768	0.0558849536	0.0239815948	-0.0012286914	-0.0969369721	0.07197267019999999	-0.016967775	0.0235512444	0.0289008763	0.0694176938	0.0175046691	-0.0368099397	0.0690562049	0.0235917178	-0.0673558457	-0.0192261703	-0.0432656627	0.0235773464	0.0824261022	0.035835067000000005	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	-0.00979052	0.0031676799999999987	9.58542818704e-05	1.0034196582399994e-05	-0.183905	-0.2251687	0.05070094345968999	0.033821049024999994	-0.0151716	-0.0367656	0.00023017744656	0.0013517093433599995	0.0007632769999999999	0.0006734556999999999	5.825917787289999e-07	4.535425798624899e-07	-0.000265378	-7.518599999999998e-05	5.652934595999997e-09	7.042548288399999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
712.8712551277223	2.435304634826821	5.930708664408995	508185.42638737406	959.2184141452252	6.1012314804405605	37.225025577918906	920099.9660352807	799.7683713797827	-0.9707347772563252	0.9423260077748876	639629.44785947	807.4429116767118	604.3790098043288	1.086323	21.687244	0.3238184	0.253776	0.038004005	-0.0100468602	0.1191365318	0.053851714	-0.0126700221	-0.0009487663000000001	0.0366170295	0.0734772058	0.07619648400000001	-0.0141548148	0.0777477688	-0.06779360549999999	-0.0089959151	0.09173856550000001	-0.0378618301	-0.08619485810000001	-0.029998689199999998	0.0867532005	-0.052071744100000004	-0.0130634058	0.0531255569	-0.0953530442	0.2013334145	0.1439406565	0.0592516987	-0.0293500845	0.1387935625	-0.0957091276	0.1550528326	-0.1119538649	-0.1941858999	0.0352307641	0.0891910401	0.0403674013	-0.0472848372	0.11945934609999999	-0.0537704549	-0.037598778799999996	-0.048727302699999996	-0.0413160373	0.0013871381	-0.022557853500000002	-0.0132245839	-0.0288818781	0.1375437302	0.0431000411	-0.0986637093	-0.0579788125	0.0135903336	-0.0478337387	0.1575421055	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	-0.0137218	-0.003931279999999999	0.00018828779524	1.545496243839999e-05	0.055806	0.239711	0.05746136352099999	0.0031143096359999988	0.00727007	0.02244167	5.28539178049e-05	0.0005036285523889	-0.000391412	-0.001154689	1.5320335374399992e-07	1.3333066867209999e-06	-0.000265378	0.0	0.0	7.042548288399999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
711.5481930682142	-1.3230620595080609	1.7504932133097115	506300.83105864073	953.390480373224	-5.827933772001188	33.964812050831995	908953.4080662868	800.0004649165525	0.23209353676975295	0.05386740981029268	640000.7438667001	806.6247440713133	608.2306133609761	1.163303	23.224047	0.32219477	0.228408	0.0142383995	0.016452968300000002	-0.11772153560000001	0.08850211720000001	0.0379330553	0.022342543500000003	0.0888792732	-0.0103661954	0.0814806292	0.035083266099999996	-0.0219785023	0.1548995952	-0.0700980538	0.0318647995	0.0007711698	-0.0379095687	0.043285379000000006	0.11225711699999999	-0.0897538728	-0.0773968268	0.0043466914	-0.09954387099999999	0.0378712249	-0.0209126208	-0.018874496799999998	-0.085543807	-0.093837324	-0.021804905899999998	0.0551986225	0.1271841423	-0.0044494031	0.0052687278	-0.118192459	0.0715690011	-0.0206080121	-0.09858804789999999	-0.0751627072	0.0851756392	-0.0076683581999999985	-0.12293552070000001	-0.0091764133	-0.0972648842	-0.0369257376	-0.0444247428	0.045500371	0.1401733904	-0.0076686715	0.004370016500000001	0.1253286449	0.09661273320000001	0.0222536366	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	-0.0136559	6.589999999999895e-05	0.00018648360481	4.3428099999998604e-09	-0.15871400000000002	-0.21452	0.046018830400000016	0.025190133796000002	-0.0288989	-0.03616897	0.0008351464212100001	0.0013081943908609002	0.000487541	0.0008789529999999999	2.37696226681e-07	7.725583762089998e-07	-0.00016868900000000002	9.668899999999997e-05	9.348762720999992e-09	2.8455978721000016e-08	-0.000453156	-0.000453156	2.05350360336e-07	2.05350360336e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
712.8453854825494	1.2971924143351998	1.6827081598087847	508148.54360376456	958.243120503358	4.8526401301339765	23.548116232586704	918229.8779920131	799.4789664021847	-0.5214985143677495	0.2719607004877699	639166.6177195057	807.0411626302167	617.7387059174865	1.139746	22.753765	0.27125045000000003	0.210467	-0.0166801519	-0.0021848249	0.022593802200000002	0.0862631985	0.010833909	-0.0062879642	0.027858575899999998	0.1745231091	0.1061217972	0.0260603206	0.0489868082	-0.06652692019999999	-0.0134300953	-0.0096601046	0.13762643730000002	0.053076667699999996	0.023737539900000004	0.0497812693	0.0446597262	0.0676789671	-0.0280755219	-0.2412823392000001	0.0775171362	0.0612396068	0.0167287646	-0.0513831026	-0.0324139773	0.1077940902	-0.084715321	0.0348661006	0.1232358415	-0.045637631	0.018908638300000002	0.08720544779999999	-0.026929287200000002	0.10359078449999999	-0.0771745501	-0.053352432000000005	0.12459070289999999	0.1084300022	0.0757713108	-0.08447149080000001	0.042997085899999996	0.0859706496	-0.024069725299999997	0.0725013492	-0.06815364410000001	-0.1064932739	0.0615122232	0.104977982	0.0925733062	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	-0.0194332	-0.0057772999999999965	0.00037764926223999987	3.337719528999997e-05	0.0428584	0.20157239999999998	0.040631432441760006	0.00183684245056	-0.0178886	0.011010299999999999	0.0003200020099600001	0.00012122670609	-0.000366674	-0.000854215	1.34449822276e-07	7.29683266225e-07	-0.00019019	-2.150099999999997e-05	4.622930009999987e-10	3.61722361e-08	-0.000271063	0.000182093	3.3157860648999986e-08	7.3475149969e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
713.1416709208826	0.29628543833314325	0.08778506096826283	508571.04280382843	958.151330598249	-0.09178990510895346	0.008425386679910682	918053.9723271951	800.6294668789328	1.1505004767481068	1.3236513469976212	641007.5432348442	807.2381578824051	610.4987901897667	1.199359	23.943867	0.28348265	0.209229	0.0045120755	-0.140401693	-0.0435181242	0.008638426500000001	0.1118075182	-0.057599970599999994	0.0233550581	0.0556778417	0.0600935619	0.0659973045	-0.0935793939	0.08458275960000003	-0.1201049559	0.051443296500000006	-0.040293046	0.0385591241	0.027542797	-0.04872608	-0.053778365	0.0745717655	-0.1312385	-0.09538077539999999	-0.1038308292	-0.056846227699999995	0.1182285933	-0.0040109801	0.0282050142	0.0185134946	-0.0474232614	-0.0074118493	0.028302618300000002	-0.0825168484	0.08522349609999999	0.11289539539999999	0.0446340837	-0.0670894789	0.011432896100000001	0.06311776570000001	-0.1097143015	-0.0633385308	0.0189902294	-0.024912629500000002	0.0610370876	0.07821383629999999	-0.1774925484	0.0835041171	0.0325925803	0.0431436843	-0.0935517462	-0.010756855	0.0327957551	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	-0.0199712	-0.0005380000000000039	0.0003988488294400001	2.894440000000041e-07	-0.14715599999999998	-0.1900144	0.03610547220735999	0.021654888336	-0.0366689	-0.018780300000000003	0.0013446082272100006	0.0003526996680900001	0.000943079	0.001309753	8.89398000241e-07	1.7154529210089997e-06	-0.000265378	-7.518799999999999e-05	5.653235343999997e-09	7.042548288399999e-08	-0.000173005	9.8058e-05	9.615371364e-09	2.9930730025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
716.3612052325017	3.2195343116191	10.36540118369267	513173.3763621624	957.8307911327786	-0.3205394654704605	0.10274554892408856	917439.8244420444	803.3376401082094	2.7081732292765537	7.334202239770197	645351.3640146271	809.2069042443794	627.6648967233455	1.197434	23.905447	0.2385089	0.163535	-0.07196208	-0.0167450176	-0.0037403834999999996	0.17842818929999998	0.028089902200000003	-0.025823266	0.066951841	0.0632117907	-0.0578517046	0.0800163967	0.0200717795	-0.09573370390000001	-0.0205340953	-0.0507656954	0.010840079399999999	0.1248636892	-0.0433349617	0.073692431	-0.0567097328	0.1641301138	-0.0907331391	-0.0841727843	-0.0428815941	-0.0745167498	-0.0910673022	-0.0532732679	0.028083257400000002	0.09886527369999999	0.018060404199999998	0.0474896275	-0.051767975300000005	-0.10330766890000001	0.1013578549	-0.0067858227	0.09147083380000001	0.0693401659	-0.0095314027	-0.0376177858	0.1491964525	-0.05805197910000001	-0.064658692	-0.1013704637	0.0208455517	0.0662522468	-0.0836764805	0.15191649699999998	-0.0106891429	0.031058165899999997	0.0059252911	-0.0185239937	0.008356204300000001	0.1059246424	0.1011839538	0.0934393406	0.0829207229	-0.013636700000000002	0.0063345	0.00018595958689000006	4.012589025e-05	0.0039386	0.15109459999999994	0.02282957814915999	1.5512569959999993e-05	-0.0601064	-0.023437499999999997	0.00361277932096	0.0005493164062499997	-8.516899999999997e-05	-0.001028248	7.253758560999996e-09	1.057293949504e-06	-0.00016508900000000002	0.00010028899999999996	1.0057883520999992e-08	2.7254377921000005e-08	-0.000148696	2.4309e-05	5.909274809999999e-10	2.2110500416e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
