trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,initdum_1.0,initdum_2.0
0,-0.0165379,0,0,-0,0,0,0,0,0,0,0,0,0.00027350214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0124226,0.00698568,-0.000290761,-0,0,0,0.0289605,0.00698568,-0.000290761,0,0,0,0.00015432099,4.8799725e-05,8.4541959e-08,0,0,0,0.00083871056,4.8799725e-05,8.4541959e-08,0,0,0,0,0,0,0,0,1
7.76104e-07,0.00770261,0.0496875,-0.00045263,-0.000137765,0,7.76104e-07,-0.00471999,0.04270182,-0.000161869,-0.000137765,0,6.0233742e-13,5.9330201e-05,0.0024688477,2.0487392e-07,1.8979195e-08,0,6.0233742e-13,2.2278306e-05,0.0018234454,2.6201573e-08,1.8979195e-08,0,0.028493921,0.098206426,-0.10978631,0.074001355,-0.020119818,0,0
-0.00841808,-0.0486488,0.0497254,-0.00022611,-0,0,-0.0084188561,-0.05635141,3.79e-05,0.00022652,0.000137765,0,7.0864071e-05,0.0023667057,0.0024726154,5.1125732e-08,0,0,7.0877138e-05,0.0031754814,1.43641e-09,5.131131e-08,1.8979195e-08,0,-0.11980122,0.058270704,-0.014909867,-0.0034146628,-0.16649784,0,0
0,0.0682179,0.075218,-0.000891836,-0,0,0.00841808,0.1168667,0.0254926,-0.000665726,0,0,0,0.0046536819,0.0056577475,7.9537145e-07,0,0,7.0864071e-05,0.013657826,0.00064987265,4.4319111e-07,0,0,-0.10207621,-0.081400558,0.022174845,0.074662245,-0.035969672,0,0
-0.00944546,-0.0259115,0.0769454,-0.000217162,-0,0,-0.00944546,-0.0941294,0.0017274,0.000674674,0,0,8.9216715e-05,0.00067140583,0.0059205946,4.7159334e-08,0,0,8.9216715e-05,0.0088603439,2.9839108e-06,4.5518501e-07,0,0,0.1413842,-0.029099815,0.071188875,-0.020286553,-0.079535362,0,0
-0.00689479,0.0504553,0.066248,-0.001092,-0.00025057,0,0.00255067,0.0763668,-0.0106974,-0.000874838,-0.00025057,0,4.7538129e-05,0.0025457373,0.0043887975,1.192464e-06,6.2785325e-08,0,6.5059174e-06,0.0058318881,0.00011443437,7.6534153e-07,6.2785325e-08,0,-0.0059865306,0.086662671,0.036937902,0.0071082823,0.18945309,0,0
1.15517e-05,-0.0355592,0.0871513,-0.000840658,-7.92152e-05,-0.000210279,0.0069063417,-0.0860145,0.0209033,0.000251342,0.0001713548,-0.000210279,1.3344177e-10,0.0012644567,0.0075953491,7.0670587e-07,6.2750479e-09,4.4217258e-08,4.7697556e-05,0.0073984942,0.00043694795,6.3172801e-08,2.9362467e-08,4.4217258e-08,-0.034906573,-0.040198034,-0.088403986,0.13168316,-0.0074261193,0,0
-0.00864887,-0.00272001,0.0842181,-0.0013485,-0,-0.000131453,-0.0086604217,0.03283919,-0.0029332,-0.000507842,7.92152e-05,7.8826e-05,7.4802952e-05,7.3984544e-06,0.0070926884,1.8184523e-06,0,1.7279891e-08,7.5002904e-05,0.0010784124,8.6036622e-06,2.579035e-07,6.2750479e-09,6.2135383e-09,0.011893375,-0.12293635,0.05696632,-0.067077054,0.044548359,0,0
-0.0138098,0.0474792,0.0973407,-0.00156566,-0.000254338,-0.000179672,-0.00516093,0.05019921,0.0131226,-0.00021716,-0.000254338,-4.8219e-05,0.00019071058,0.0022542744,0.0094752119,2.4512912e-06,6.4687818e-08,3.2282028e-08,2.6635198e-05,0.0025199607,0.00017220263,4.7158466e-08,6.4687818e-08,2.325072e-09,0.11703975,0.073133792,0.013560014,0.030383741,-0.06140468,0,0
