global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22
691.165317987424	n/a	n/a	477709.49678865704	932.7241945297113	n/a	869974.4230610988	n/a	714.7527019043853	n/a	n/a	510871.424879619	730.2128670063197	582.6321608929461	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.00238219	n/a	5.6748291961000014e-06	n/a	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
683.6990596561227	-7.466258331301331	55.74501346972657	467444.4041746664	901.7146583409784	-31.00953618873291	813089.3250669873	961.591334640336	712.8933964698082	-1.8593054345770952	3.4570166990479207	508216.99473025906	726.5505654511542	583.9381014129136	1.500578	32.796108000000004	0.17550942	0.0874049	-0.0858150959	-0.0957174439	0.0262928758	-0.1759561725	0.0225955336	-0.1421135343	0.1260168329	-0.1595207247	0.0018441326999999999	0.0515996029	-0.0776956419	-0.09946022869999999	0.036176367	-0.1661701172	-0.027113081600000002	0.0188868855	-0.056084164400000004	0.0589705328	-0.007540526800000002	0.0549904072	-0.0693233732	0.0347967777	-0.09908966640000001	0.0257757869	-0.0619775147	0.0177018578	-0.0530468604	0.0546343421	-0.008511725500000001	-0.0025455671	0.006851300699999999	-0.029136416000000002	0.2069821379	-0.12468810429999999	0.0321634776	-0.0132160292	0.160438989	-0.0322212062	0.0205543985	-0.10259389529999999	0.039313555099999994	0.1477512201	-0.0873790314	0.0353515529	-0.0075674457999999984	0.0863663965	-0.0079580528	0.2035625756	0.1123767231	-0.0528733874	0.026709399100000003	-0.0641006235	0.024120422000000002	-0.0946531918	0.0047676525	-0.16883876120000002	0.0043565764	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.00498466	-0.00260247	2.48468353156e-05	6.7728501009e-06	0.0319301	0.0319301	0.0010195312860099997	0.0010195312860099997	0.0543702	0.0543702	0.00295611864804	0.00295611864804	-0.000431357	-0.000431357	1.86068861449e-07	1.86068861449e-07	0.00066549	0.00066549	4.428769401e-07	4.428769401e-07	-0.000635286	-0.000635286	4.03588301796e-07	4.03588301796e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
683.8400372414312	0.14097758530851934	0.019874679559420846	467637.1965343621	889.5440814350978	-12.17057690588058	791288.6728162118	148.12294222195368	711.6720410142592	-1.2213554555489736	1.4917091487992409	506477.09396140144	725.0420331413749	582.7568117581511	1.674107	36.58868	0.4001724458	0.235323	-0.0437797655	-0.1461053521	0.0497927318	-0.1739401086	0.07325113309999999	-0.1293378084	-0.017125458200000002	-0.17548571649999994	0.029788478599999998	0.07160716240000001	0.1957346629	-0.0462827119	-0.1358873786	-0.1968276303	-0.0778597367	-0.0551582392	0.022349596200000002	0.045160112999999995	-0.0737352725	-0.0411821328	-0.0729104842	0.0089133859	0.1048455701	0.08650895230000001	0.09800075289999999	-0.24494186920000002	-0.1389621684	-0.216235752	0.0287225546	0.076266982	0.1278194942	-0.11004081869999999	-0.026617714700000003	0.0053790329000000005	0.175064227	-0.0896954277	-0.041859829700000004	-0.0810000703	0.050147373499999995	-0.1002689527	0.2182077027	0.0351305726	-0.0472851461	0.0058409021999999994	-0.1362281825	-0.08157397	0.044607452699999994	0.06462078809999999	-0.060020000199999986	-0.0299696325	0.0184319301	0.0129434618	-0.11277337800000001	0.18377721789999998	0.1302434365	0.0952382581	-0.1802823819	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-3.22642e-05	0.0049523958	1.0409786016400002e-09	2.4526224159857646e-05	-0.07776519999999999	-0.1096953	0.012033058842090001	0.006047426331039999	-0.08304939999999998	-0.13741959999999998	0.006897202840359997	0.018884146464159996	0.00155577	0.001987127	3.948673714129e-06	2.4204202929e-06	0.00066549	0.0	4.428769401e-07	0.0	0.00033969	0.000974976	9.50578200576e-07	1.153892961e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
680.6893773449412	-3.150659896489969	9.926657783350183	463338.02843024384	875.0352035278798	-14.508877907217991	765686.6074130781	210.50753812655842	710.1060147486514	-1.5660262656077748	2.4524382645734333	504250.552182212	721.7345662580011	565.9135342851266	1.384567	30.260614	0.4446579142	0.212826	-0.015841881699999998	-0.06666352889999999	0.0414424404	0.0570010121	0.0978437449	0.0316030961	-0.0341047224	-0.0229496061	0.0040936352	-0.0075461781	0.1000413889	0.025279992	-0.0603694691	-0.0374232487	-0.1821312676	-0.0666922674	0.029069283300000002	-0.0754294248	-0.0241518366	0.1679590784	-0.1058928701	0.0912082542	0.06535557110000001	-0.11477343150000001	0.0355997533	-0.0764894667	-0.1316923329	-0.1888423379	-0.023773930899999997	-0.0706253939	-0.042724143799999996	-0.10914239460000001	0.0652147132	0.061857089299999994	-0.0818716393	-0.012117070800000001	-0.25052435149999996	0.1503869638	-0.1792825103	-0.0016727973	0.0506507487	-0.1271906471	-0.0300171305	0.101839044	-0.0858172756	-0.0559742941	-0.0543033491	0.1505007684	0.0552311786	-0.1630787381	-0.0564130843	0.0750081239	-0.18442710539999999	0.12197520349999999	-0.038371486	-0.0588640374	0.007209855	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.0649672	0.06499946420000001	0.0042207370758400005	0.004224930346287083	0.0193612	0.0971264	0.009433537576959998	0.00037485606544	0.0413458	0.12439519999999997	0.0017094751776400002	0.015474165783039997	0.0004417030000000001	-0.0011140669999999998	1.2411452804889995e-06	1.9510154020900003e-07	0.00184947	0.0011839799999999998	3.4205392809e-06	1.4018086403999995e-06	0.00120438	0.0008646899999999999	7.476887960999998e-07	1.4505311843999996e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
681.0042044270238	0.3148270820825019	0.09911609161258238	463766.7264472836	876.4230416820286	1.387838154148767	768117.3479911789	1.9260947421110568	711.3488727190614	1.2428579704100002	1.544695934611665	506017.2187186794	721.514644072097	567.5694985961211	1.19307	26.075315	0.2202109	0.136041	-0.032930738700000003	-0.0845465247	0.0457536604	0.0747813805	0.0617061872	0.0311518933	0.0528381676	0.009678004399999999	0.1037985811	0.05848612440000001	0.061797346100000004	0.0012621711	0.0065438613	-0.0320533173	-0.2449337266	0.045752916100000006	-0.1085095876	-0.0858623332	0.0389940138	-0.0100275911	-0.0355113232	-0.0461831733	0.12401373140000001	-0.1447910967	-0.0558488428	-0.1423378757	0.0292263935	-0.0167151684	-0.0634579513	-0.0234489693	-0.11864181970000001	0.1431286155	-0.009527356800000001	0.0260903262	-0.023947791	-0.0973750543	0.18541774530000002	0.0722801424	-0.0046295673	-0.0144270132	-0.0121772812	-0.14615012730000002	-0.1318610667	0.0693754426	0.0171749227	0.0288691279	0.04241386849999999	0.0656732202	0.0988532177	-0.1106469066	-0.04630562	-0.0136868444	-0.1355203628	-0.12469089960000004	-0.00893753	0.0282204346	-0.018862773500000003	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.00307698	-0.06189022	9.4678059204e-06	0.003830399331648401	0.0233896	0.0040284000000000006	1.6228006560000008e-05	0.0005470733881599999	0.0389045	-0.0024413000000000004	0.0015135601202500002	5.959945690000002e-06	6.50914e-05	-0.0003766116000000001	1.4183629725456002e-07	4.2368903539600006e-09	0.0008222489999999999	-0.001027221	6.760934180010001e-07	1.055182982841e-06	-0.000428807	-0.0016331870000000001	2.6672997769689997e-06	1.83875443249e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
682.372059549377	1.3678551223532622	1.871027635748058	465631.6276536585	887.4087770012159	10.985735319187254	787494.3374987937	120.68638050323831	711.8392057265655	0.4903330075040913	0.2404264582480072	506715.05480942776	723.4090101165376	575.0730645283402	1.012753	22.134361	0.0916539	0.0448534	-0.04791252309999999	-0.0911172531	-0.001950949	-0.059300220099999995	0.0123579358	-0.0846309817	0.0117055752	-0.1103375816	0.011714758799999999	0.1264149944	-0.030233573399999998	-0.0457374401	-0.023197545	-0.098639591	-0.1105661793	0.028945616299999997	0.0110562921	0.0172665971	0.10524302449999999	-0.0420170826	-0.1529486809	-0.0506917604	-0.0205196484	0.0187363803	0.005838504699999999	-0.0399464269	0.0411288754	-0.014950050900000001	0.09728603570000001	0.0835556868	-0.08469810800000001	-0.0471803404	0.0786384713	-0.022172001	0.0828765214	-0.0368047647	0.23198965170000002	0.0657446311	-0.0383231706	-0.05250790809999999	0.0333927087	0.0229653685	-0.0449317895	0.042923575199999994	-0.0300961881	0.0317805	0.0849177637	0.1019282771	0.1407151131	0.0171232668	-0.0333402577	-0.09396440029999999	-0.0598670049	0.0093265716	-0.0437806922	-0.0742525361	-0.0437267037	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.00770031	0.00462333	5.92947740961e-05	2.13751802889e-05	0.0422279	0.0188383	0.00035488154688999995	0.0017831955384100002	0.06453100000000002	0.025626500000000017	0.004164249961000003	0.0006567175022500008	-0.000219976	-0.00028506740000000004	8.126342254276e-08	4.838944057599999e-08	0.000962995	0.00014074600000000008	9.27359370025e-07	1.9809436516000023e-08	-0.0008543089999999999	-0.000425502	1.81051952004e-07	7.298438674809998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
677.5832796953059	-4.788779854071095	22.93241249075717	459119.10092264717	878.2541804483502	-9.154596552865657	771330.4054750033	83.80663804573973	710.1137077305078	-1.7254979960576975	2.9773433343991296	504261.4779067691	722.3945229940132	572.5898658369921	1.106478	24.182785	0.10555097	0.07057999999999999	-0.0743043117	-0.0807475716	0.035889284900000006	-0.110512615	-0.0176678945	-0.0793749074	-0.06822771059999999	-0.029172595699999998	-0.0084251645	0.029022921299999997	-0.0561662719	-0.029352597799999998	-0.0724957777	-0.0506870211	0.0261415816	0.0634193083	0.0670986542	0.16998495100000002	-0.0254036632	-0.0082539364	-0.0177549029	-0.0336056174	-0.0164809983	-0.0781743045	-0.0451046571	0.0908123655	0.026262330499999997	0.0201345526	0.2054101945	0.0009748164999999999	0.0036439288	0.0225918404	0.030378657200000006	-0.06745487160000001	-0.0560015149	0.1019745925	-0.0585370088	0.015160851299999997	0.0144053201	-0.055596562300000006	0.0764267967	0.0501714273	0.0020383524	-0.102895759	0.0590343655	0.07389009860000001	-0.0264189803	0.0707089621	0.011567656	0.057828432400000004	0.0654743316	-0.05324166809999999	-0.0176506856	0.0343946531	0.0169808232	-0.11791698810000001	0.0014236657999999998	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.00964971	-0.01735002	9.31169030841e-05	0.00030102319400040004	0.0614552	0.019227300000000003	0.00036968906529000016	0.00377674160704	0.130003	0.06547199999999999	0.016900780009000003	0.0042865827839999975	-0.000219976	0.0	0.0	4.838944057599999e-08	0.0008929619999999999	-7.003300000000016e-05	7.973811334439999e-07	4.9046210890000214e-09	-0.0008543089999999999	0.0	0.0	7.298438674809998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
675.3431530085572	-2.240126686748681	5.018167572683623	456088.3743155396	871.9553615520218	-6.298818896328385	760306.152539317	39.675119488743526	709.3164751927153	-0.7972325377925245	0.6355797193151089	503129.8619798179	720.434621507457	560.7114251724519	1.0481049999999998	22.907021	0.055039190000000016	0.0368363	-0.0480323344	-0.0666811321	0.021498068	-0.0613950528	-0.0250572342	-0.0616523099	-0.1269613561	0.0616426571	0.0074522211	-0.0548454668	0.058340968300000004	-0.013772936000000001	-0.1143011935	0.0188445944	0.0666320492	-0.0299310225	0.10953882529999999	0.0501953664	0.11918312269999999	0.0474584021	-0.0095435045	-0.1093285837	-0.0508666805	-0.0378841942	0.0245689689	0.038595201600000004	0.1224438091	-0.1523550947	0.065965316	0.1269977532	-0.0245332712	-0.006129809599999999	0.08925968289999997	0.110212956	-0.038191631000000004	0.1021592407	0.0025803858	-0.0106974742	0.0158456771	-0.0362885106	0.0730906666	-0.0247574109	0.1026524543	-0.0168378826	-0.0222974625	-0.0669270754	0.1309881841	-0.024596362599999998	-0.0028830497999999998	0.007830299300000001	0.0648008458	-0.0032903455	-0.06413016269999999	-0.049647431299999996	-0.0319324593	-0.061194606	-0.0781365725	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.0113526	-0.0017028900000000005	0.00012888152676000005	2.899834352100001e-06	0.0595883	-0.0018668999999999977	3.4853156099999915e-06	0.003550765496890001	0.152568	0.022565	0.023276994624000003	0.0005091792250000001	-0.000572336	-0.00035236	1.241575696e-07	3.27568496896e-07	0.000667234	-0.0002257279999999999	4.4520121075599997e-07	5.095312998399996e-08	-0.0008543089999999999	0.0	0.0	7.298438674809998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
675.2765633799718	-0.06658962858546147	0.0044341786351497076	455998.437050265	867.8045755229939	-4.150786029027927	753084.7812986438	17.229024658773426	708.7413302131054	-0.5751449796099449	0.3307917475705241	502314.2731522421	719.1613397545468	552.1955667678739	0.99345	21.712498	0.05502330000000001	0.0316704	-0.0412091845	-0.0548157504	0.0336789801	0.1141249961	-0.015916851399999998	0.0024008566	-0.09499351689999999	0.0833892287	0.116418119	0.0319518614	0.0324504345	0.026245189900000004	-0.0841879361	0.0331666871	-0.011799553300000001	0.0518928903	0.0882064177	0.0786994919	0.046863448700000004	0.0853335905	0.06754737570000001	0.0186008817	-0.1240429675	-0.1826938407	-0.0235968373	-0.0127201951	-0.028275908199999998	-0.0749590626	0.0335344637	-0.2208391321	0.0018546248	0.0045860418	0.0719011203	0.0440516818	0.007525551700000002	0.1733293898	-0.023889094399999998	0.056035921100000004	0.06306772599999999	-0.0032584762	0.05185335519999999	-0.1020829576	-0.0064030436	-0.08948191259999999	0.0409739242	-0.0697364456	-0.0062044249	0.0180642009	-0.0392456614	-0.16330119869999998	0.00018796849999999998	-0.020674446699999998	0.0048183266	-0.0180707305	-0.1166209169	0.011084128600000001	-0.0153232597	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.032485700000000006	-0.021133100000000002	0.0010553207044900004	0.0004466079156100002	0.0695962	0.010007899999999991	0.00010015806240999988	0.00484363105444	0.150678	-0.0018900000000000028	0.022703859684	3.5721000000000107e-06	-0.000779591	-0.00020725500000000005	4.2954635025000015e-08	6.077621272810001e-07	0.000667234	0.0	4.4520121075599997e-07	0.0	-0.0010869000000000002	-0.00023259100000000028	5.4098573281000136e-08	1.1813516100000005e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
678.0014668308883	2.724903450916486	7.425098816816572	459685.9890248361	870.0945962596388	2.2900207366449195	757064.6064402239	5.244194974263738	709.3867209450763	0.645390731970906	0.41652919691394186	503229.5198532075	720.9243686651363	560.4632288487754	1.026752	22.440323	0.08544130000000001	0.0411695	-0.0612073446	-0.032386487	0.0578850808	0.1008915584	-0.0032085847	0.0164274853	-0.0488931679	0.07271137429999999	0.0029009816999999998	0.013677983700000002	-0.0665738218	0.030303306699999998	-0.0512908021	0.0503450337	-0.09733287869999999	0.012174821499999999	-0.0398325632	0.0009188578	-0.0005285159	0.016192173600000002	0.0811672171	0.057272275	-0.0288489323	0.0742015777	-0.1305300675	0.047328641799999994	0.0395577637	-0.0214480287	-0.1134753441	-0.0934126616	-0.043048832800000006	0.1746280277	-0.0650901753	0.1211904897	0.0133161474	0.0126527974	-0.0253744386	-0.0782702792	-0.0564059716	0.0048687593	0.028343820699999998	-0.1259696596	-0.0314058511	-0.0329614242	0.0067406089	0.1373078808	-0.023216469500000003	-0.0390339796	-0.048536782	0.07533829	-0.0832156609	0.016782333	-0.0026235202000000003	0.0207130374	-0.0398351767	-0.0584044978	0.0322046619	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.0140195	0.01846620000000001	0.00019654638025	0.0003410005424400004	0.0817278	0.012131600000000006	0.00014717571856000014	0.006679433292840001	0.136892	-0.013785999999999993	0.018739419664000005	0.0001900537959999998	-0.00136815	-0.000588559	3.46401696481e-07	1.8718344225e-06	0.000667234	0.0	4.4520121075599997e-07	0.0	-0.0008543089999999999	0.00023259100000000028	5.4098573281000136e-08	7.298438674809998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
