global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
671.9267293395159	n/a	n/a	451485.52960089897	898.105274476888	n/a	806593.0840432063	n/a	706.0088941066801	n/a	n/a	498448.5585577375	718.2849155731952	558.5896300029618	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	-2.36692e-09	n/a	n/a	5.6023102863999995e-18	4.63892e-09	n/a	2.1519578766400004e-17	n/a	-6.21912e-05	n/a	n/a	3.86774535744e-09	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
668.266552142829	-3.6601771966868455	13.396897111146377	446580.1847128644	886.1096843075853	-11.995590169302659	785190.3726236884	143.89418350987057	706.7736865014451	0.7647923947649815	0.5849074070903553	499529.0439308431	717.8727558215468	555.0072696064419	1.098063	24.191126	0.08324551164543101	0.0693735	-0.0975605653	-0.0412663689	0.029779457000000002	-0.0210487037	0.06661039099999999	-0.1466455569	-0.0630940074	0.09165861980000001	-0.0569103635	0.1382279589	-0.11833186849999999	-0.066365005	0.0371250496	-0.0215374211	0.17111668789999998	-0.0079308754	0.0863256857	-0.045069837599999996	-0.0535840238	0.0397408498	-0.1260904591	0.043710988	-0.0713933878	0.004624346	-0.13718361980000002	0.0280664611	-0.0388892755	0.1124347016	-0.0446075015	0.1051469441	-0.0280814741	0.0189561949	-0.0402995099	0.010581496299999998	-0.0195483344	0.0315346903	-0.0853257508	0.06415457299999999	-0.11597432960000001	-0.0793777167	-0.0142069155	0.023492228799999997	-0.1284348633	0.1084980892	-0.0501416738	0.1128553111	-0.0189661064	0.017715891299999998	-0.1299451237	0.0020781926	-0.056135313	0.0503012346	-0.0664241431	0.0168007708	-0.0160059449	0.1333620394	-0.0158833977	0.0119892225	-0.0066244876	0.058403698899999995	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-5.17431e-10	-5.17431e-10	2.6773483976100005e-19	2.6773483976100005e-19	6.53734e-05	6.537576692e-05	4.273990900378167e-09	4.2736814275600004e-09	0.035525199999999986	0.035525195361079995	0.0012620398350399993	0.0012620395054428995	-0.00101529	-0.0009530988	9.083973225614401e-07	1.0308137841000005e-06	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
667.2020963486997	-1.0644557941293442	1.1330661376555329	445158.6373720996	877.314057001604	-8.79562730598127	769679.9546126138	77.36305970572333	705.6907183364913	-1.0829681649538545	1.1728200463035183	497999.38994627295	717.0137831035547	548.5466833755088	0.9828	21.651804	0.14436324411743098	0.0892979	-0.07309941860000001	0.0063460768	-0.001202882	-0.1055217842	-0.026004246600000003	-0.0079194527	-0.0177777494	0.11749420070000001	0.0018684366	0.00039153519999999994	-0.013110338899999999	-0.0531547435	0.1479442121	0.0368526198	-0.0966490588	0.0541850427	0.1022777425	0.0276955971	0.0507111896	-0.0713193246	-0.0320022421	0.0961491359	0.0373097385	0.060915040499999996	-0.106481361	0.149559214	-0.08230717629999999	0.0617869958	0.0364620611	0.10424790099999999	0.17752624670000006	-0.0006533732	-0.1060988309	0.0333890441	-0.0119520954	0.0032285069000000002	0.026288222799999997	-0.1646792154	0.1483667796	-0.09101781449999999	-0.1000180926	0.079493482	0.061071752800000004	-0.0385030611	0.09062266	0.0831361624	-0.10254370019999999	-0.0742907309	-0.028523840699999997	-0.0162098145	-0.0309134164	-0.0030790903	-0.1399447749	-0.054562727199999994	-0.0694501041	0.0621662343	0.0245965431	0.0746363556	0.022024027	0.09053406189999999	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	4.7167e-05	4.7167517431e-05	2.224725889e-09	2.2247747006036882e-09	0.0713085	0.0712431266	0.005075583087743627	0.00508490217225	0.078115	0.04258980000000001	0.006101953225000001	0.0018138910640400012	-0.00139566	-0.00038036999999999983	1.446813368999999e-07	1.9478668356e-06	-0.0	0.0	0.0	0.0	0.000229293	0.000229293	5.2575279849e-08	5.2575279849e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
666.6456250899846	-0.556471258715078	0.30966026177594325	444416.3894516163	871.9049030864394	-5.409153915164667	760218.1600261731	29.258946077941232	706.2399173832954	0.5491990468041195	0.3016195930105534	498774.8209055639	714.9773565588703	542.2343331240119	1.117365	24.616379	0.08747767299999999	0.062228	-0.0916544007	-0.046818877099999996	-0.15431931710000002	-0.0046011893	0.026215677000000003	0.010104760400000001	0.0281489777	0.0210729991	0.11546574679999999	-0.0783250519	0.0062255947999999995	-0.0016879096	0.0013127607	-0.0553690513	0.0756654029	0.09409709720000001	-0.0158325419	0.0360049738	0.074407534	-0.0422651074	0.1256440071	0.0246178552	0.0233711581	0.11923071439999999	0.0752237435	0.0334336017	0.0883970357	0.0996078041	0.0418527859	0.1050935471	0.0207110149	0.1032849258	0.1025248394	0.007193003199999998	-0.026698858500000002	0.0768064457	0.10656789480000001	0.0819199528	0.0010865086	0.0104446013	-0.021601612000000003	-0.05537070349999999	-0.0958742892	-0.067579209	0.1133205589	0.048055712800000004	-0.0388908838	-0.011816417099999999	-0.0471829588	-0.0512983916	0.0788339176	0.004320388499999999	0.07127037110000001	-0.0201736622	0.0251941494	0.0726828372	-0.0577997219	-0.10109044619999999	-0.0351722542	0.0343082411	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.00219789	0.002150723	4.8307204521e-06	4.625609422729001e-06	0.012645300000000005	-0.058663199999999985	0.003441371034239999	0.00015990361209000014	0.06608910000000001	-0.012025899999999992	0.0043677691388100005	0.00014462227080999982	-0.00113983	0.00025582999999999986	6.544898889999992e-08	1.2992124289000002e-06	-0.0	0.0	0.0	0.0	0.000192366	-3.6927e-05	1.3636033289999995e-09	3.7004677956e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
666.9715238169681	0.3258987269834961	0.10620998024946332	444851.0135827285	875.7825789692943	3.8776758828548736	766995.1256261081	15.036370252474324	706.7854983778635	0.5455809945681267	0.2976586216339463	499545.7407172449	715.9234385900091	536.5494587250197	0.998594	21.999763	0.07236684999999997	0.0352629	-0.059331959000000004	-0.08738625960000003	-0.1172964622	0.11072511210000001	-0.0041130268	-0.0281395374	0.0263084073	-0.0414997271	0.1369701603	-0.0010566072999999999	-0.0035016199	-0.0303946694	-0.043200357599999996	-0.0037625647999999998	0.0510916497	0.040135429300000004	-0.0669014173	-0.0448459108	0.0088458723	-0.0503591584	0.1266497968	0.0284067394	-0.20186289559999998	0.0303399478	-0.08616088150000001	0.0684824134	0.0115126617	-0.1300678481	-0.0561918028	-0.09531704490000001	-0.144460027	0.0159382224	0.0550961009	0.1252333332	0.06417517360000001	0.0963038445	-0.0030381790000000002	-0.0723751372	-0.1017502101	-0.0064653072	0.023525441299999998	-0.11774961939999999	-0.1009532091	-0.0125611471	-0.0187693876	-0.0345067864	0.0636145057	-0.064762828	0.1413255508	-0.1607516625	0.009682983499999999	-0.0199278395	-0.0566993265	-0.1436170326	0.054269033	0.1015605024	-0.0109284301	0.0585535441	-0.057154806100000004	-0.107697936	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.00621181	-0.008409699999999999	3.85865834761e-05	7.072305408999997e-05	0.0281201	0.01547479999999999	0.00023946943503999965	0.0007907400240099997	0.0876585	0.021569399999999992	0.007684012622249999	0.0004652390163599995	-0.00122607	-8.62399999999998e-05	7.437337599999966e-09	1.5032476448999997e-06	-0.00014345299999999998	-0.00014345299999999998	2.0578763209e-08	2.0578763209e-08	-0.0001162	-0.000308566	9.521297635599998e-08	1.350244e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
669.8318576645422	2.860333847574111	8.181509719578116	448674.71754233155	881.3846928414093	5.602113872115068	776838.9767751455	31.38367983614409	707.1073986135898	0.32190023572627524	0.10361976176063156	500000.8731740782	717.3893845348667	547.8263209896305	0.949841	20.925688	0.0597201338	0.031098400000000005	-0.0405691108	-0.0380203839	-0.06763318480000001	0.09521121099999999	0.0403657278	0.012149081599999998	-0.0278476006	-0.043281897400000005	0.0517213195	-0.039583699300000004	-0.0843504249	-0.0349057577	-0.0595249657	-0.049673095	0.0959472067	0.04369587690000002	-0.1028695488	0.0396008628	0.0072327062	0.12186862539999999	0.0995943361	0.0087470437	-0.0872050274	-0.0076494338	-0.08479547539999999	-0.0028813532	-0.0104854184	0.0084816491	0.0325690311	0.0370280551	-0.0738941753	-0.0073292906999999985	0.1397816569	0.0106281355	0.027138252999999998	0.09173461849999999	-0.0189379272	-0.0086342782	-0.0518183874	-0.0166430598	0.0497623064	-0.1336827697	-0.0530733971	-0.0269245869	-0.09832727179999999	-0.0394535517	0.041894738	-0.1084756427	0.0072664329000000005	0.0196767173	-0.0126781819	-0.0048435077	0.038448162599999995	-0.0165945945	0.2249822236	0.1169813197	-0.055355878600000005	-0.0040164114	-0.0906837386	-0.0821518446	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-5.02762e-05	0.0061615338	2.52769628644e-09	3.7964498768542436e-05	0.0549234	0.02680330000000001	0.0007184168908900005	0.0030165798675600005	0.0992125	0.011553999999999995	0.00984312015625	0.00013349491599999987	-0.00128049	-5.442000000000012e-05	2.961536400000013e-09	1.6396546401e-06	-0.0	0.00014345299999999998	0.0	2.0578763209e-08	-0.000222353	-0.000106153	1.1268459409000003e-08	4.9440856609e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
669.9388754067587	0.10701774221649883	0.011452797149117	448818.09678127256	881.4854433880378	0.10075054662843286	777016.5869050055	0.010150672645928024	707.2110983754791	0.10369976188928832	0.010753640615895092	500147.53766545147	716.3430873776297	551.2906062104919	1.049364	23.118271	0.05289662379999999	0.0249182	-0.049783298200000006	-0.0350519066	0.0470389774	-0.06816311139999999	0.0112967931	0.0930435303	-0.039742888	0.0381970686	0.013873714099999998	-0.10875169369999999	-0.023741928199999998	-0.0920545917	0.023032507	0.0269347362	-0.0743346138	0.1282628928	-0.021378392799999996	0.0512815301	0.0079748166	0.0555598075	0.0378092487	0.0340925296	0.08598830880000001	-0.0106840435	0.0492809839	-0.0016905797	-0.0314663894	0.0640418766	0.09961989369999999	0.033789909	-0.0088367227	-0.089221186	0.0098402664	-0.0672227787	0.0496974737	-0.09913655130000001	-0.165730152	0.08945389699999999	-0.0234392755	-0.07080075150000001	0.0364428383	0.0364000201	0.009548746700000001	-0.1061237894	0.0287437056	-0.0114111675	0.0462623479	-0.109018145	-0.0122048624	0.1300850711	0.0226099241	-0.048060001799999995	-0.0136917499	0.0885421972	-0.023991971	-0.021313031200000002	-0.0343851901	0.0335743612	0.0539181688	-0.0035916062	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.0122295	-0.0121792238	0.00014956067025000006	0.00014833349237048648	0.0378622	-0.017061200000000006	0.0002910845454400002	0.0014335461888399998	0.0941483	-0.005064199999999991	0.00886390239289	2.564612163999991e-05	-0.00148204	-0.00020155	4.06224025e-08	2.1964425616e-06	-0.00017029	-0.00017029	2.89986841e-08	2.89986841e-08	-0.000222353	0.0	0.0	4.9440856609e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
668.0381190690292	-1.90075633772949	3.612874655418824	446274.92852928647	875.7342954028306	-5.751147985207126	766910.5561446922	33.07570314775199	705.0448960123185	-2.1662023631605507	4.692432678162354	497088.30539302103	714.0249679711231	547.4201336431031	0.973532	21.447618	0.08431229999999999	0.0522259	-0.0506445157	-0.0077146337	-0.037150942299999996	0.0574828121	-0.0771251152	0.0157576593	0.017085699	0.0188947958	0.043191812	-0.0368945469	-0.054290354900000004	0.0146413129	0.0514749764	0.0358140784	0.0240326473	-0.011182605	0.022188556	0.0394636605	-0.0469094096	-0.0984054427	0.1054081372	0.0455800478	-0.0775269395	-0.0499971632	-0.012924284199999999	-0.0845416849	-0.0476417159	-0.015615108	0.0359298314	-0.11154947470000001	0.0655088385	0.075617483	0.0044500471	-0.020197576999999998	0.0400728807	0.011019428400000001	-0.0104457471	0.0034287958000000004	-0.14457115140000001	-0.0092509389	-0.057789165499999996	0.005601561	-0.0253312943	-0.030078020499999997	0.0357137145	-0.0868083709	0.09328695960000001	0.0676835012	-0.046505633	-0.0397553922	0.0954980594	-0.0486052347	0.006952495899999999	0.0304668681	0.0087022284	0.0083100699	0.008983555899999999	0.063690787	-0.0464411807	-0.034770243799999996	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.0208443	-0.008614799999999999	0.00043448484249000003	7.421477903999998e-05	0.048881	0.011018800000000002	0.00012141395344000004	0.0023893521609999998	0.109395	0.015246700000000004	0.011967266025	0.0002324618608900001	-0.00230039	-0.0008183499999999997	6.696967224999997e-07	5.291794152099999e-06	-0.0	0.00017029	0.0	2.89986841e-08	-0.000222353	0.0	0.0	4.9440856609e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
666.4896185737498	-1.5485004952794268	2.39785378388063	444208.4116665825	871.1991263333298	-4.535169069500854	758987.917723957	20.56775848895723	703.9320789164155	-1.112817095902983	1.238361888933949	495520.37172758655	713.2600023625688	547.2227224401164	0.925648	20.392712	0.02612899999999999	0.017370799999999995	-0.032209094199999996	-0.035926349100000005	0.024974148300000002	0.12137903039999999	-0.030526698999999997	-0.0275911912	0.0370958348	0.028691469	0.041167896	0.0480880197	-0.031665293	0.0618078959	0.06986383389999999	-0.0380335274	0.1097454926	-0.0146162255	-0.0505740108	0.0185508281	0.0100810168	0.040837354	0.0646187327	-0.074686242	-0.0348896359	-0.0494771513	-0.0081563314	-0.0219166691	0.034525037	-0.11501774140000001	0.0474292133	-0.0350881865	0.016045307800000002	0.0861430502	0.0571285557	0.0024067107	0.0193574891	-0.0451020483	-0.0094593632	0.018882653500000002	-0.0287578535	0.019287263	-0.095058381	-0.05775147360000001	-0.07776858910000001	0.0624410504	-0.0565578047	-0.0591373979	0.0530644425	-0.0251819786	0.047893710199999995	0.040775068	-0.0224376473	-0.04615027309999999	0.0479190904	0.0158265868	0.06549004530000001	-0.0464741403	0.0019314192999999999	-0.0034679765000000004	0.012489045700000001	-0.04874473730000002	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.0223579	-0.0015136000000000006	0.0004998756924100001	2.2909849600000007e-06	0.0644999	0.015618899999999996	0.00024395003720999994	0.00416023710001	0.111049	0.0016539999999999886	0.012331880401	2.735715999999963e-06	-0.00215354	0.00014685000000000002	2.15649225e-08	4.637734531599999e-06	1.0587899999999999e-22	1.0587899999999999e-22	1.1210362640999998e-44	1.1210362640999998e-44	-0.000222353	0.0	0.0	4.9440856609e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
668.0149744218459	1.5253558480960692	2.3267104633208784	446244.00605181936	876.2709925188655	5.071866185535669	767850.8523299977	25.723826603980132	705.9904846055955	2.0584056891799487	4.2370339812483815	498422.56435364357	715.7155521484897	546.3652158196693	0.890416	19.616514	0.05480724999999999	0.0283465	-0.035459139199999996	-0.0155600223	0.0104839418	-0.0313944746	-0.0103090429	0.042045524400000006	0.0051020323999999995	0.0434390254	0.013299328400000001	0.0423789937	-0.0440335667	-0.0272570037	0.023638165	0.0142847352	0.1010677591	-0.0445687982	-0.0384396102	0.0122345897	-0.053484660499999996	-0.0534930955	-0.0947735443	0.0067044442000000004	0.0266041142	-0.02692316	0.010995596399999998	0.0021763478	-0.1018151441	0.08874432609999999	-0.0126090112	-0.170604426	-0.0922660425	-0.1118317953	-0.0421698615	0.005826955	0.06498816730000001	-0.0215275335	0.0393026036	0.0657726012	-0.0785548551	-0.0226583633	0.0014819925	-0.0049346792	-0.0832408063	-0.027748898799999998	-0.11176739050000001	-0.0413583865	-0.0711712633	0.0888775906	-0.1053330552	0.0171335769	-0.0317129632	0.0750075178	0.0044068184	0.0554860604	0.045602718099999995	-0.04618691230000002	-0.054655402199999994	0.1378874284	-0.0181099118	-0.0118539444	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.028943700000000006	-0.006585800000000003	0.0008377377696900003	4.337276164000004e-05	0.0494872	-0.015012700000000004	0.0002253811612900001	0.00244898296384	0.0936662	-0.017382800000000004	0.008773357022439999	0.00030216173584000016	-0.00220933	-5.579000000000001e-05	3.1125241000000012e-09	4.8811390489e-06	-2.09503e-22	-3.15382e-22	4.3891507008999995e-44	9.9465805924e-44	-0.000483082	-0.000260729	6.797961144099997e-08	2.3336821872399998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
