global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35
777.2539654341052	n/a	604123.7267830414	n/a	1113.917786623588	n/a	n/a	1240812.8353563934	764.6129103031543	n/a	n/a	584632.9026022595	817.2173527464633	702.0126808215099	n/a	n/a	n/a	n/a	-0.022290037000000002	-0.0324194805	0.0374275796	0.0304757711	0.0543640843	0.1920660664	-0.4190409604	-0.0547024678	0.0019477829999999998	-0.050639372800000006	0.06409276480000001	-0.0087310534	0.1040568832	-0.1355328921	0.1251147356	-0.0412379544	0.01403399	-0.2709206255	0.0687209865	-0.0082766332	0.0584837914	-0.0210731992	0.14884551140000002	-0.0333641208	0.0208553638	-0.17078188	0.0098114819	-0.009899867	0.0422885744	-0.0195979959	0.11902962199999999	-0.1468778375	0.01958855	-0.046867425899999995	0.026195052799999997	-0.08030736769999999	0.0801523101	-0.0642864803	-0.009588869	-0.0140925025	0.1574535706	-0.1772906351	0.036475392999999995	-0.14417797640000002	0.1962318125	-0.028876725099999997	0.2917725268	0.033233944700000004	-0.0909697826	0.1752652729	-0.1473679319	0.0723209081	-0.161913628	0.039869504900000005	-0.0927436626	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.0184649	n/a	0.00034095253201	n/a	0.0843564	n/a	0.00711600222096	n/a	-0.0616101	n/a	n/a	0.00379580442201	-0.00128531	n/a	1.6520217961e-06	n/a	-0.00041529	n/a	1.724657841e-07	n/a	0.0011257900000000002	n/a	n/a	1.2674031241000003e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
774.9370227447126	-2.3169426893925897	600527.3892204392	5.368223425929768	1092.9257343535198	-20.992052270068143	440.66625850927306	1194486.6608121805	766.3197589890732	1.7068486859188852	2.9133324366230253	587245.9730170714	812.4308270513782	709.8183217427948	0.9333070000000002	28.33029	0.440019665	0.272119	0.020518743	0.0419534796	-0.03098738	0.0250665872	0.11984480369999999	0.08679618900000001	-0.1362950765	0.0521161555	-0.0074259843000000015	-0.108980817	0.0820179492	0.0107019253	0.0686991549	-0.031534269	0.035860652400000005	-0.1002009601	0.0149677751	-0.0969549851	-0.08742941119999999	-0.0666507541	-0.010638336000000002	0.1290620708	-0.1339815901	0.0739417156	-0.005696473499999999	-0.040757639500000005	-0.0803933085	0.10243707869999999	0.0248707136	0.050687105999999996	0.0182080536	-0.09934099310000001	-0.0514265138	0.0463217057	-0.051220914000000006	-0.0813302834	-0.0397826226	0.037140510099999996	-0.009954938299999999	-0.07318601799999999	0.1365960401	-0.1029103422	-0.1248639277	-0.02821301	-0.0219318925	0.009258069399999999	0.1411954453	0.008054942399999999	0.0042975303000000005	0.11967816380000001	-0.0707759325	0.034543258	0.0660251201	-0.0163852618	0.031534220099999996	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.0161046	-0.0023602999999999988	0.00025935814116000004	5.571016089999996e-06	0.28180900000000003	0.19745260000000006	0.07941631248100002	0.03898752924676002	0.0846989	0.146309	0.021406323481	0.007173903661209999	-0.00277331	-0.0014880000000000002	7.691248356100001e-06	2.2141440000000005e-06	-7.13147e-05	0.00034397530000000005	5.08578643609e-09	1.1831900701009007e-07	0.00107981	-4.598000000000015e-05	2.1141604000000143e-09	1.1659896361e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
771.8996620527762	-3.0373606919364415	595829.0882771901	9.22555997292062	1078.018073060629	-14.907661292890909	222.23836522355782	1162122.9658453516	764.5290123580037	-1.79074663106951	3.2067734966868	584504.6107371047	810.2457490853467	696.4934470527004	1.008427	30.610538	0.487757315	0.380061	-0.007939060500000001	-0.0194102564	-0.011206183400000002	-0.0393703984	0.08934929130000001	-0.0382953511	-0.0176923363	-0.0498657063	0.0296075579	0.0651307337	0.0088533308	0.0420112712	-0.0979772293	0.0494521709	-0.0642396028	-0.1576653439	-0.0934353621	-0.019451050600000002	0.007060772	-0.0095271786	0.07221932730000001	0.0483253448	0.0419208289	0.0288520599	-0.0993216535	-0.1685065904	-0.0172138285	-0.2250260582	-0.0139205051	-0.0089718219	-0.1441741762	-0.029269226000000002	-0.000493615	-0.1023755273	-0.025474565	-0.041715139	-0.0228609638	-0.0302978767	-0.0096695535	-0.078485047	-0.1223151044	-0.0147311999	-0.0065230237	0.0151545549	0.0066867626	-0.1029726394	0.0958647443	-0.035421627000000004	-0.0596472771	0.10455076099999999	-0.10196508789999999	-0.1069399636	-0.058086237	-0.10975633470000001	-0.0188638218	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.0162489	0.00014429999999999998	0.00026402675121	2.082249e-08	-0.0937375	-0.3755465	0.008786718906250001	0.14103517366225002	0.055795800000000007	-0.028903099999999987	0.0008353891896099992	0.0031131712976400013	-0.00366336	-0.0008900499999999998	1.34202064896e-05	7.921890024999998e-07	-0.0006244509999999999	-0.0005531363	3.899390514009999e-07	3.0595976637769e-07	0.000859728	-0.00022008200000000005	4.843608672400002e-08	7.391322339840002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
768.622636320655	-3.27702573212116	590780.757064514	10.738897648984228	1077.77347783315	-0.2445952274788397	0.059826825305425324	1161595.6695205637	764.1996352400067	-0.3293771179969553	0.10848928585998023	584001.0825009593	807.3980301587683	698.5312644522098	0.918447	27.879217	0.42079797	0.297824	0.0400648096	0.0856518984	-0.0752550271	0.059314041	0.0003622979	0.0316352602	0.0386357207	0.0852086958	0.0155472753	0.0673785566	0.07606000639999999	-0.07605477570000001	-0.05837418940000001	-0.1191147092	0.0751572833	-0.055955906	0.0869640875	-0.07428416389999999	0.011508376899999999	-0.16218565470000001	-0.0896456078	0.06098821860000001	0.0390797421	-0.024859929300000003	0.0080638347	0.0382872598	-0.0448501806	0.0071723709	-0.052825234699999994	-0.0277867757	-0.0347100416	0.0377504734	-0.0278679335	0.0390464297	-0.0432587849	-0.0153726833	-0.0874560742	0.052404945599999996	0.0411522817	0.0146129091	-0.0075792529000000015	-0.043529329000000005	-0.1723313077	0.073285647	0.0265279371	0.1577074225	0.0766746083	-0.026214977799999997	0.0291673824	0.1077759985	-0.0352066363	0.1214233307	0.0254125111	0.0436473844	-0.0417322437	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.00496198	-0.01128692	2.4621245520400008e-05	0.00012739456308639998	0.183556	0.2772935	0.033692805136	0.07689168514224998	0.150456	0.0946602	0.00896055346404	0.022637007936	-0.00419491	-0.0005315499999999996	1.7597269908099998e-05	2.8254540249999947e-07	-0.000844048	-0.00021959700000000009	7.12417026304e-07	4.822284240900004e-08	0.000859728	0.0	0.0	7.391322339840002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
769.4481463122912	0.8255099916361814	592050.4498634211	0.6814667462911683	1064.2606643010247	-13.512813532125392	182.59612955399112	1132650.7615784584	763.5805204735926	-0.6191147664140999	0.3833030939919855	583055.2112467226	810.2188144426611	678.6243671427553	1.054008	31.99415	0.42570024	0.267148	-0.0604854238	-0.013734213	-0.023416909500000003	-0.0580390146	-0.0527523119	-0.0103930427	0.0196890734	-0.0644607966	-0.0046991129999999996	0.0983501354	-0.0031307864	-0.0158619485	0.0020273945000000002	-0.030422618999999998	0.0142888168	0.0048720332	-0.019279466000000002	0.0347523652	-0.0342461087	-0.1855346109	0.0754515045	-0.1260309126	-0.0340720487	-0.0644711306	-0.0051875933	-0.0303576033	-0.1200973102	0.0045804055	-0.0137837657	-0.1267911491	0.1228519088	-0.0375527633	-0.1018434284	-0.0702802001	0.0356417723	-0.0823357265	-0.0052602568999999995	-0.0814674831	0.0303333652	0.0578904004	-0.0440228508	0.032134763999999996	-0.0346410609	-0.1816014047	0.0202650701	-0.0007967068	0.1489907238	0.07968287809999999	-0.0270444982	-0.0325105643	0.0512035148	-0.111321881	0.0200205128	-0.031477729700000005	-0.0038741444	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	-0.00212186	-0.007083840000000002	4.5022898596000015e-06	5.018078914560001e-05	-0.053554	-0.23711	0.0028680309159999995	0.05622115209999999	0.035773800000000015	-0.11468219999999998	0.01315200699684	0.0012797647664400005	-0.00409424	0.00010066999999999975	1.6762801177599998e-05	1.013444889999995e-08	-0.00169277	-0.0008487219999999999	2.8654702729e-06	7.203290332839999e-07	0.00124682	0.00038709199999999996	1.49840216464e-07	1.5545601124e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
774.7656142361319	5.317467923840695	600261.7570026908	28.275465121074678	1085.8577679232774	21.597103622252693	466.4348848703202	1179087.0921593222	764.975628246201	1.3951077726084122	1.9463256971924048	585187.71181067	809.5012479362464	718.6918547568373	1.3186209999999998	40.026382	0.52570987	0.339025	0.09735340099999999	-0.0246741653	-0.10588846019999999	0.1170500015	0.013353008799999998	0.0738058071	-0.0492615249	0.0790696007	-0.0761697591	0.0223593991	-0.03366797	0.020956748600000002	-0.019299951399999998	0.0409327566	0.0514869106	-0.033976001400000004	-0.025253653900000003	-0.0300837179	-0.0001407533	0.0651705169	0.0537971555	-0.009597607	0.014754308	0.0252511882	0.0019631047	0.0415526282	-0.1550334392	-0.0129667373	-0.0386467121	0.0567572266	0.0147731918	0.0418458504	0.10612838990000001	-0.0259193319	0.0987228934	-0.07016133719999999	-0.0548440184	0.09262399029999999	-0.07568974440000001	0.0472993397	0.0015206698000000002	-0.0114539365	0.0738945879	-0.0257826139	0.076289904	0.0366300569	0.0662382173	-0.0626662142	-0.1348341427	-0.0402030651	-0.13827651400000002	-0.0197829847	0.014330498200000001	0.0201826526	-0.010674321799999999	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.009415260000000005	0.011537120000000005	8.86471208676001e-05	0.00013310513789440012	0.256327	0.309881	0.06570353092899997	0.09602623416099998	0.179611	0.1438372	0.02068914010384	0.032260111321	-0.00343942	0.00065482	1.18296099364e-05	4.287892324e-07	-0.00169277	0.0	2.8654702729e-06	0.0	0.000692549	-0.0005542710000000001	3.072163414410001e-07	4.796241174010001e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
768.9997867525453	-5.765827483586577	591360.6720254603	33.24476657048232	1070.9862425827373	-14.871525340540074	221.1622659543256	1147011.53180149	764.8007778740262	-0.17485037217488753	0.03057265264969668	584920.2298367155	806.8788781242627	661.9735703269737	1.498576	45.488892	0.34138599	0.207228	-0.11730770609999999	0.0971775549	-0.0553674256	0.022364409300000002	-0.1310812506	-0.0726208871	0.0074140827000000005	0.07285426440000001	0.0782730939	0.0608999141	-0.11761425029999999	-0.0236793269	-0.0154873609	-0.027225143700000003	0.0165889431	0.08682260050000001	-0.039522726099999995	0.0338033103	-0.0726241916	0.0229975651	-0.1458879584	-0.069644997	0.0612396412	0.015317551499999997	0.0044593501	0.058441506799999994	0.0077347455	0.0118179627	0.11010176710000001	-0.11337821960000001	-0.048172013799999996	0.0003960738	0.0604466971	0.08014988690000001	0.15080112869999998	0.0929996724	-0.070109084	0.0256773467	0.1246298643	0.0983377345	-0.0199247964	0.0159597416	-0.0696973087	0.0411500584	-0.0989658442	0.0992839999	-0.06278249400000001	0.0368130091	0.052281437699999996	-0.0251145523	0.0400834282	0.0252430839	0.09424642960000001	0.1014074024	0.037265553	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	-0.00215033	-0.011565590000000006	4.6239191089000015e-06	0.00013376287204810012	0.06640689999999999	-0.1899201	0.004409876367609999	0.03606964438401	0.25058800000000003	0.07097700000000004	0.0050377345290000064	0.06279434574400003	-0.00218917	0.00125025	4.7924652888999985e-06	1.5631250625e-06	-0.00169277	0.0	2.8654702729e-06	0.0	0.000564333	-0.000128216	1.6439342656e-08	3.18471734889e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
770.3154323668907	1.3156456143453852	593385.8653425898	1.7309233825462458	1067.429335622843	-3.556906959894377	12.65158712134506	1139405.3865482241	764.4472139610307	-0.35356391299546885	0.12500744057266747	584379.5429327819	807.8367845192553	672.8065937048318	1.074316	32.610592	0.25698128	0.114485	-0.09385253619999999	-0.0959591565	-0.0818908476	-0.012092883700000001	-0.025746594100000002	-0.0237699288	0.0795009569	0.010443872199999999	-0.013452604699999999	0.0581636728	-0.09168592099999999	-0.0184775436	-0.1623713876	0.013797967	-0.0142605651	0.046041232800000005	0.0195143042	-0.0676188161	0.0218986808	0.0463822655	-0.0308147141	0.0220652567	-0.0988323319	0.0072728648	0.0869563961	0.0181396359	-0.1170407571	-0.0972806215	0.0112081483	-0.013020653100000001	-0.0704404991	-0.008794757700000001	0.0452242621	-0.0167597731	-0.1379247969	-0.007323701899999998	0.0987038816	-0.0021315818	-0.0242041107	0.046674788099999996	-0.1379949425	0.052684532400000005	0.1338046039	-0.0703728709	-0.0846600349	0.050631771299999996	0.0507389108	-0.0311789058	0.0483994217	-0.012797491999999999	-0.0489579021	0.0372484635	0.0379598753	0.0044526035	0.0046604896000000005	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.0569725	0.05912283	0.00324586575625	0.0034955090272089	0.102751	0.0363441	0.010557768001	0.0013208936048100005	0.186493	-0.06409500000000001	0.004108169025	0.034779639049000007	-0.00335865	-0.00116948	1.12805298225e-05	1.3676834704e-06	-0.0015959	9.686999999999976e-05	2.5468968100000006e-06	9.383796899999955e-09	0.00124637	0.0006820369999999999	4.6517446936899994e-07	1.5534381768999996e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
772.9368160636383	2.621383696747557	597431.3216265946	6.871652485573889	1075.4092831505557	7.979947527712738	63.67956254504865	1156505.126286392	763.8039963815455	-0.6432175794851673	0.4137288545587576	583396.54488842	806.2689283123785	719.3432140349045	1.128577	34.257652	0.1407031	0.103138	0.0899651428	-0.0366726815	-0.0707280822	0.08837476050000001	-0.086395359	0.06970773200000001	0.0417146824	0.06536586679999999	-0.09834266789999999	0.0687704824	-0.1198540444	-0.08850050720000001	0.026976558199999997	-0.0273593268	0.0271374909	0.0203334541	-0.0725065981	-0.045762800000000006	-0.018104753	0.0877135888	-0.01473312	0.0094163752	0.049258906500000005	-0.0197114673	0.001061043	0.1901242711	0.024748155600000002	0.10904252960000001	-0.0094539961	0.17651429329999999	-0.0442980464	0.0290381088	-0.1264086391	-0.1146950286	-0.0758992372	-0.0922168775	0.021016698900000002	0.055353077300000005	-0.05486014	0.17105535239999994	-0.00918997	0.0634623008	0.0203025886	0.030608032599999998	-0.006466705	0.0374372923	0.0041631409999999995	-0.000355411	0.0752957119	-0.0488458495	-0.0105322104	-0.0218368222	-0.1194160291	0.0400434217	0.031567319100000005	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.0598686	0.0028960999999999987	0.00358424926596	8.387395209999993e-06	0.204589	0.10183800000000004	0.04185665892100001	0.010370978244000005	0.18011	-0.006383000000000028	4.074268900000035e-05	0.032439612099999994	-0.00353873	-0.00018008	1.25226100129e-05	3.24288064e-08	-0.00169277	-9.686999999999976e-05	2.8654702729e-06	9.383796899999955e-09	0.0009316	-0.0003147699999999998	9.908015289999988e-08	8.678785600000002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
771.1296351689999	-1.8071808946383496	594640.9142358749	3.2659027859458667	1070.3107261234672	-5.098557027088418	25.99528375847269	1145565.0504549437	764.7736517115802	0.9696553300346976	0.9402314590646984	584878.7383522654	805.7318198494157	683.36844934905	1.238207	37.585453	0.2498279	0.166624	-0.0502081325	0.1130984191	-0.0533001353	0.05851119940000001	-0.1271693062	-0.11114039099999999	-0.0056438841000000005	0.0975454375	0.1056503342	0.0702258495	-0.1544813503	-0.0677096484	-0.0362572163	0.0294659573	-0.0452136458	0.0611110616	-0.0179054063	0.029679754	0.07249564309999999	-0.023067302799999998	-0.0320499002	-0.09854345710000001	-0.0257166159	-0.0258672288	0.051685268799999996	-0.00325954	-0.0316227856	0.0475393837	-0.09705409150000001	0.038481885099999995	-0.0149034316	-0.2021931112	0.0495150748	0.1069801269	0.0737969703	0.0398658123	-0.032663162200000005	0.0552858837	0.1351101402	0.1042459371	-0.035522902599999996	0.1346207573	0.0193740261	-0.0601012742	-0.07250862200000001	0.089025309	-0.0147155449	0.0799187368	-0.0103013845	-0.035044866	0.10322337869999999	-0.0129398416	-0.009013048499999999	0.093993891	0.0344761103	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.0396509	-0.0202177	0.0015721938708100002	0.00040875539328999986	0.0549638	-0.1496252	0.0030210193104400003	0.022387700475040004	0.252652	0.072542	0.005262341763999999	0.063833033104	-0.00338987	0.00014885999999999982	1.14912186169e-05	2.2159299599999937e-08	-0.00169277	0.0	2.8654702729e-06	0.0	0.0009316	0.0	0.0	8.678785600000002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
