trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,initdum_1.0,initdum_2.0,initdum_3.0
-0.0161538,-0.0328346,-0.127381,-0.000907782,-0.000667147,1.05879e-22,0,0,0,0,0,0,0.00026094525,0.001078111,0.016225919,8.2406816e-07,4.4508512e-07,1.1210363e-44,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.00227361,-0.0168596,-0.0238523,0.000237866,-6.59815e-05,0,0.01842741,0.015975,0.1035287,0.001145648,0.0006011655,-1.05879e-22,5.1693024e-06,0.00028424611,0.00056893222,5.6580234e-08,4.3535583e-09,0,0.00033956944,0.00025520063,0.010718192,1.3125093e-06,3.6139996e-07,1.1210363e-44,0,0,0,0,0,0,1,0
0.0121058,0.115873,0.189186,0.000744342,0.00104404,-0.000298943,0.00983219,0.1327326,0.2130383,0.000506476,0.0011100215,-0.000298943,0.00014655039,0.013426552,0.035791343,5.5404501e-07,1.0900195e-06,8.9366917e-08,9.667196e-05,0.017617943,0.045385317,2.5651794e-07,1.2321477e-06,8.9366917e-08,0,0,0,0,0,0,0,1
0.00958733,0.0877156,0.182839,0.00016295,0.000846984,-0.000100563,-0.00251847,-0.0281574,-0.006347,-0.000581392,-0.000197056,0.00019838,9.1916897e-05,0.0076940265,0.0334301,2.6552703e-08,7.173819e-07,1.0112917e-08,6.3426911e-06,0.00079283917,4.0284409e-05,3.3801666e-07,3.8831067e-08,3.9354624e-08,0.01855648,-0.0049358944,0.037666595,-0.06331339,0.11550313,0,0,0
-0.0420822,0.0875397,0.230371,-0.000501863,0.00139444,-0.000537631,-0.05166953,-0.0001759,0.047532,-0.000664813,0.000547456,-0.000437068,0.0017709116,0.0076631991,0.053070798,2.5186647e-07,1.9444629e-06,2.8904709e-07,0.0026697403,3.094081e-08,0.002259291,4.4197632e-07,2.9970807e-07,1.9102844e-07,-0.091083182,-0.13725835,0.031485715,-0.085443301,0.15438913,0,0,0
-0.0415826,0.112918,0.258266,0.000297567,0.00110498,-0.000537631,0.0004996,0.0253783,0.027895,0.00079943,-0.00028946,0,0.0017291126,0.012750475,0.066701327,8.8546119e-08,1.2209808e-06,2.8904709e-07,2.4960016e-07,0.00064405811,0.00077813103,6.3908832e-07,8.3787092e-08,0,-0.12572962,0.12965662,-0.018076967,-0.031446204,0.16430032,0,0,0
-0.0363971,0.0718097,0.293319,0.000167247,0.00118253,-0.000974227,0.0051855,-0.0411083,0.035053,-0.00013032,7.755e-05,-0.000436596,0.0013247489,0.005156633,0.086036036,2.7971559e-08,1.3983772e-06,9.4911825e-07,2.688941e-05,0.0016898923,0.0012287128,1.6983302e-08,6.0140025e-09,1.9061607e-07,0.10342322,0.051796357,-0.036328176,-0.010225822,0.054251726,0,0,0
-0.0703078,0.132351,0.293168,0.00030869,0.00197938,-0.000678494,-0.0339107,0.0605413,-0.000151,0.000141443,0.00079685,0.000295733,0.0049431867,0.017516787,0.085947476,9.5289516e-08,3.9179452e-06,4.6035411e-07,0.0011499356,0.003665249,2.2801e-08,2.0006122e-08,6.3496992e-07,8.7458007e-08,0.0042742917,-0.046688061,-0.14538217,-0.033165603,0.059336398,0,0,0
-0.0598281,0.0420054,0.293201,0.000229399,0.0024939,-0.000201801,0.0104797,-0.0903456,3.3e-05,-7.9291e-05,0.00051452,0.000476693,0.0035794015,0.0017644536,0.085966826,5.2623901e-08,6.2195372e-06,4.0723644e-08,0.00010982411,0.0081623274,1.089e-09,6.2870627e-09,2.6473083e-07,2.2723622e-07,-0.045702189,0.11990467,-0.058557463,-0.0081987502,0.02945711,0,0,0
-0.0597867,0.098164,0.26905,0.000319683,0.00238612,-0.000201801,4.14e-05,0.0561586,-0.024151,9.0284e-05,-0.00010778,0,0.0035744495,0.0096361709,0.072387903,1.0219722e-07,5.6935687e-06,4.0723644e-08,1.71396e-09,0.0031537884,0.0005832708,8.1512007e-09,1.1616528e-08,0,0.11513524,0.058723894,-0.0033292453,-0.12716027,-0.070157796,0,0,0
-0.0824425,0.118717,0.273731,-0.00017172,0.00281033,-0.000361068,-0.0226558,0.020553,0.004681,-0.000491403,0.00042421,-0.000159267,0.0067967658,0.014093726,0.07492866,2.9487758e-08,7.8979547e-06,1.303701e-07,0.00051328527,0.00042242581,2.1911761e-05,2.4147691e-07,1.7995412e-07,2.5365977e-08,0.0099749474,-0.08776431,-0.049225098,-0.062643609,-0.032444939,0,0,0
-0.112485,0.0724845,0.261544,-0.000361835,0.00347642,4.37776e-05,-0.0300425,-0.0462325,-0.012187,-0.000190115,0.00066609,0.0004048456,0.012652875,0.0052540027,0.068405264,1.3092457e-07,1.2085496e-05,1.9164783e-09,0.00090255181,0.0021374441,0.00014852297,3.6143713e-08,4.4367589e-07,1.6389996e-07,-0.062016643,0.061629378,0.046389733,-0.082696628,-0.091687334,0,0,0
-0.152768,0.138735,0.242914,-0.000192316,0.00323313,-0.000201801,-0.040283,0.0662505,-0.01863,0.000169519,-0.00024329,-0.0002455786,0.023338062,0.0192474,0.059007211,3.6985444e-08,1.045313e-05,4.0723644e-08,0.0016227201,0.0043891288,0.0003470769,2.8736691e-08,5.9190024e-08,6.0308849e-08,0.030682866,-0.028991856,-0.024934318,-0.11112012,-0.05512871,0,0,0
-0.176588,0.084757,0.271342,-0.000906147,0.00338459,-0.000456432,-0.02382,-0.053978,0.028428,-0.000713831,0.00015146,-0.000254631,0.031183322,0.007183749,0.073626481,8.2110239e-07,1.1455449e-05,2.0833017e-07,0.0005673924,0.0029136245,0.00080815118,5.095547e-07,2.2940132e-08,6.4836946e-08,-0.16293183,0.024228919,-0.067914347,-0.046789964,-0.021521551,0,0,0
-0.190187,0.0829474,0.29832,-0.0012981,0.00331142,-0.000686663,-0.013599,-0.0018096,0.026978,-0.000391953,-7.317e-05,-0.000230231,0.036171095,0.0068802712,0.088994822,1.6850636e-06,1.0965502e-05,4.7150608e-07,0.0001849328,3.2746522e-06,0.00072781248,1.5362715e-07,5.3538489e-09,5.3006313e-08,0.10666099,0.06756195,0.010040656,-0.1058747,-0.044744259,0,0,0
-0.183241,0.11456,0.288368,-0.00135557,0.00373723,-0.00105015,0.006946,0.0316126,-0.009952,-5.747e-05,0.00042581,-0.000363487,0.033577264,0.013123994,0.083156103,1.83757e-06,1.3966888e-05,1.102815e-06,4.8246916e-05,0.00099935648,9.9042304e-05,3.3028009e-09,1.8131416e-07,1.321228e-07,0.0054204213,-0.097921582,-0.0667249,-0.06807514,0.0062010552,0,0,0
-0.208158,0.148182,0.282836,-0.0014811,0.00370677,-0.00105015,-0.024917,0.033622,-0.005532,-0.00012553,-3.046e-05,0,0.043329753,0.021957905,0.079996203,2.1936572e-06,1.3740144e-05,1.102815e-06,0.00062085689,0.0011304389,3.0603024e-05,1.5757781e-08,9.278116e-10,0,-0.055124116,0.081323047,0.073912748,-0.082219582,-0.09455236,0,0,0
-0.208193,0.0896075,0.286882,-0.00103601,0.00379091,-0.0011022,-3.5e-05,-0.0585745,0.004046,0.00044509,8.414e-05,-5.205e-05,0.043344325,0.0080295041,0.082301282,1.0733167e-06,1.4370999e-05,1.2148448e-06,1.225e-09,0.0034309721,1.6370116e-05,1.9810511e-07,7.0795396e-09,2.7092025e-09,0.11541364,-0.021883578,0.074404122,-0.073994573,-0.080600253,0,0,0
-0.182084,0.132962,0.284869,-0.000940213,0.0033814,-0.000700853,0.026109,0.0433545,-0.002013,9.5797e-05,-0.00040951,0.000401347,0.033154583,0.017678893,0.081150347,8.8400049e-07,1.1433866e-05,4.9119493e-07,0.00068167988,0.0018796127,4.052169e-06,9.1770652e-09,1.6769844e-07,1.6107941e-07,-0.03789172,-0.14660419,0.023439584,-0.067992731,-0.13769076,0,0,0
-0.198052,0.0895135,0.249531,-0.000779304,0.00399657,-0.00105015,-0.015968,-0.0434485,-0.035338,0.000160909,0.00061517,-0.000349297,0.039224595,0.0080126667,0.06226572,6.0731472e-07,1.5972572e-05,1.102815e-06,0.00025497702,0.0018877722,0.0012487742,2.5891706e-08,3.7843413e-07,1.2200839e-07,-0.044614833,0.069525463,0.13684884,-0.10087654,-0.080704289,0,0,0
-0.211609,0.0876224,0.231459,0.000313287,0.00353627,-0.00105015,-0.013557,-0.0018911,-0.018072,0.001092591,-0.0004603,0,0.044778369,0.007677685,0.053573269,9.8148744e-08,1.2505206e-05,1.102815e-06,0.00018379225,3.5762592e-06,0.00032659718,1.1937551e-06,2.1187609e-07,0,0.035170265,-0.042103173,0.062993189,-0.15543611,0.007545264,0,0,0
-0.219232,0.113269,0.240405,0.000124663,0.00360027,-0.00105015,-0.007623,0.0256466,0.008946,-0.000188624,6.4e-05,0,0.04806267,0.012829866,0.057794564,1.5540864e-08,1.2961944e-05,1.102815e-06,5.8110129e-05,0.00065774809,8.0030916e-05,3.5579013e-08,4.096e-09,0,-0.052706204,-0.12162666,-0.0067606785,-0.1187504,-0.048277788,0,0,0
