global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
798.2332624623543	n/a	637176.3413012938	n/a	1038.9613007661562	n/a	1079440.5844897034	n/a	825.1959352700705	n/a	680948.3315862465	n/a	836.23162866169	754.2370584475874	n/a	n/a	n/a	n/a	-0.014003104099999998	-0.020666963899999998	-0.0955928349	0.0763091056	0.3865738038	0.2431895105	0.2013503363	-0.1725096166	-0.0900429034	-0.0381854456	-0.018953096000000003	0.0619796381	-0.1178235064	0.1071624773	-0.1351430578	0.1240467809	-0.1716528356	0.1039312681	-0.055926319800000006	0.0145887325	-0.0689702385	0.0017530870000000002	0.1249662793	-0.0211841053	0.055377335800000003	-0.047462488899999995	0.0325463339	-0.0121855647	0.0467709609	-0.0099426635	0.05465037230000002	-0.0110573024	0.0181125018	-0.0687320063	0.1850838281	-0.0066427626	0.0013534405	-0.0238857756	0.0165641462	0.043998936100000004	-0.0713936372	0.025291583500000003	-0.0779430767	-0.0809570862	-0.09313587949999999	-0.0020743685	0.0048871882	-0.1912110857	0.0224917301	-0.041886022599999996	0.0564260247	-0.0729450881	0.1488321152	-0.4296803763	0.1694305823	-0.024754746400000003	0.1179139431	-0.0141897957	0.1748048193	-0.1401513697	0.0966265676	-0.1593094356	0.006366378000000001	-0.072769762	0.0212144969	-0.2468739434	0.0464795954	-0.0218536321	0.027193072599999996	-0.1224786565	0.1659112405	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.0226851	n/a	0.0005146137620099999	n/a	0.0534621	n/a	0.00285819613641	n/a	9.5689e-06	n/a	9.156384721e-11	n/a	-0.00112665	n/a	1.2693402225000002e-06	n/a	0.000426955	n/a	1.8229057202500006e-07	n/a	0.0009359390000000002	n/a	n/a	8.759818117210005e-07	0.0	0.0	0.0	0.0	0.0	0.0
795.3967280875363	-2.8365343748180294	632655.9550523582	8.045927259524309	1023.3472342397653	-15.614066526390955	1047239.561826177	243.79907349056256	826.2855698554056	1.0896345853350342	682747.8429512724	1.1873035295582517	833.8079196020021	737.9734218068797	1.151367	18.473541	0.104917495	0.0544293	-0.0276006793	-0.0995036493	0.0425660948	0.029191482999999997	0.2334993807	0.1413057692	0.0494820618	-0.1761605951	0.0024271018	-3.88434e-05	0.0484279625	0.08838193650000001	-0.134080795	0.0386654392	-0.0362823398	0.1231012284	-0.11007998990000001	-0.0082581604	-0.06308021280000001	0.0771805488	-0.010312431700000001	0.1017095317	0.1449674251	-0.015422284599999999	0.0096068088	0.138613071	0.136999351	0.0010595611	-0.1274097196	0.0883202293	-0.1102136275	0.0430830607	-0.027339655600000002	0.0766418698	0.0982991833	-0.0174289282	0.0659170159	0.0627699313	0.0977054432	-0.0643476998	0.0340333102	0.0020474372	0.0093382185	0.05780006450000001	0.0130926136	0.0571995982	-0.0825762782	-0.1670207965	0.0201069248	-0.0053431201	0.152619315	-0.0255243829	0.010284768599999999	-0.1613682309	0.0592847629	-0.17034069629999998	-0.10393222369999999	0.1373605598	0.0776670033	-0.0216108762	-0.0869362974	-0.0325256223	-0.041195045	-0.0056680361	0.1094956796	0.029201786400000002	0.1876470366	-0.0230481486	-0.0306459642	0.036136665400000004	-0.0438856151	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.0170428	-0.005642299999999999	0.00029045703183999997	3.183554929e-05	0.0954606	0.041998500000000015	0.00911272615236	0.0017638740022500009	4.05139e-05	3.0945e-05	1.6413760932099998e-09	9.575930249999997e-10	-0.0018593	-0.0007326499999999997	3.4569964900000003e-06	5.367760224999998e-07	0.000338016	-8.893900000000001e-05	1.1425481625599999e-07	7.910145721000003e-09	0.000612613	-0.0003233260000000002	1.0453970227600011e-07	3.75294687769e-07	0.0	0.0	0.0	0.0	0.0	0.0
795.4080523430895	0.011324255553176954	632673.9697322269	0.00012823876383365908	1013.6207901523784	-9.72644408738688	1027427.106229132	94.60371458506322	827.669152375389	1.3835825199834062	685036.2257937947	1.9143005896036327	834.8853972452182	752.1749455998641	1.137609	18.2528	0.11722155560000005	0.06757510000000001	0.0017168207	0.0752113131	0.0819684257	0.0735088175	0.031886313199999995	0.17215793420000006	-0.0077869617	0.0446041717	-0.0373127751	0.15484998519999998	0.021245386800000002	-0.0124924668	-0.0465513974	0.0924393349	-0.12362542789999999	0.08406156210000001	-0.1319063483	-0.0713910651	0.025244426299999997	0.1761791931	0.069651012	0.0215090133	0.0804645413	-0.0077350529	0.0059716948999999995	0.0816917419	0.043903074199999996	0.0178005366	0.0193799221	-0.041459347	0.0588539286	0.058560180999999996	0.1183482101	0.0352845911	0.034322047200000004	-0.009933367299999999	0.10167808099999999	0.0981788052	0.0464960921	-0.0965507876	0.0153048586	-0.0402217683	0.10458841390000001	-0.042792404299999996	0.1129753997	-0.0241519428	0.044948099400000004	-0.1285116027	-0.0023722628	-0.1010773881	0.0096948378	-0.0954385577	0.09212312630000001	-0.1004362583	0.0666813148	-0.0923809222	-0.0537934367	0.13832404140000001	-0.0137275301	-0.0239541348	-0.0685277297	0.1028237244	0.026306291699999998	-0.035876747599999995	0.1087347078	0.0425984201	0.0483028222	0.052541905599999994	-0.0231302993	0.058536695599999994	-0.0300435816	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.00737246	-0.00967034	5.43531664516e-05	9.351547571559997e-05	0.0369138	-0.05854680000000001	0.0013626286304400002	0.0034277277902400004	1.07483e-05	-2.97656e-05	1.1552595289000001e-10	8.859909433599999e-10	-0.00108523	0.00077407	1.1777241529e-06	5.991843649e-07	0.000405156	6.713999999999997e-05	1.6415138433599999e-07	4.507779599999998e-09	0.00047433	-0.000138283	1.9122188089e-08	2.249889489e-07	0.0	0.0	0.0	0.0	0.0	0.0
794.0827284805772	-1.3253238625122776	630567.3796711582	1.7564833405444626	1009.8573286852803	-3.7634614670980686	1019811.8242993705	14.163642214331947	826.4431867651912	-1.2259656101978178	683008.3409506046	1.5029916773877083	833.3128723906235	755.6890648746731	1.042925	16.733597	0.06285854169999999	0.035567800000000004	-0.0104411825	0.079112125	-0.0819724478	-0.0318455078	0.0293172871	0.0050727079	0.0528790108	0.1105873975	0.0104205593	0.004745639	-0.0267783721	-0.14263851130000002	-0.0326971592	0.0978843872	-0.044867101500000006	0.051410719	-0.0300199073	0.09200858349999999	0.0156755039	0.061367285599999995	0.0919486893	0.06945065240000001	0.12054178230000001	-0.0640335024	0.02162144	-0.0678674504	-0.0160125229	-0.0181416789	-0.1154528393	-0.0511196985	0.1076350997	-0.03787407	0.1593890793	-0.0878002098	0.0182190471	-0.0888823083	-0.030056822599999998	-0.0796897523	-0.0717215521	-0.15750069279999998	0.0380164985	-0.0722518796	-0.025381510299999997	0.0009369825999999999	-0.0478431518	-0.09584246910000001	0.100758993	-0.0404209403	-0.0127871806	-0.021075668399999997	0.1391543637	0.11373286789999999	0.0497001387	0.012569614199999999	0.0303185131	0.022433211800000002	-0.0662308527	0.0933073624	-0.016530226999999998	-0.12162966300000001	-0.0916395743	-0.0137737849	0.055903778700000004	-0.0701722846	0.1163345494	0.069224224	-0.0513422156	0.030851711299999997	0.10053655019999999	0.12434643210000006	0.1369918483	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.00540793	-0.00196453	2.92457068849e-05	3.8593781209e-06	0.06875210000000001	0.031838300000000014	0.004726851254410002	0.0010136773468900004	0.00576156	0.0057508117000000004	3.3195573633599995e-05	3.3071835208856884e-05	-0.00144152	-0.00035629	2.0779799104e-06	1.269425641e-07	0.00032452	-8.063599999999998e-05	1.053132304e-07	6.502164495999997e-09	0.000503502	2.9171999999999944e-05	8.510055839999968e-10	2.53514264004e-07	0.0	0.0	0.0	0.0	0.0	0.0
791.5586417077337	-2.524086772843475	626565.0832621923	6.3710140368433885	1005.6033763830956	-4.253952302184757	1011238.1505930816	18.096110189262994	826.7007079622485	0.25752119705737186	683434.0605452829	0.06631716693386175	834.2608049691797	744.9608304150177	1.137236	18.246803	0.10828393	0.050162300000000014	-0.0251000624	-0.0058042036	-0.0661065785	-0.0374730754	-0.0309257514	-0.0386156322	0.0156613595	-0.0062376113	0.0179282794	-0.0104521573	-0.1216807475	-0.0309838256	0.0193227788	-0.0319770517	-0.1052149465	-0.058370487	-0.0820079682	0.10101647359999999	0.1030275769	0.1391720363	0.12098183130000001	-0.0977983372	0.0281680979	0.09064840119999999	0.0217769702	0.049982451500000004	0.0373443299	-0.0682476943	-0.0199565004	0.057685039199999996	-0.1463850659	0.0246324582	0.0016165752	0.0762845248	-0.0173667516	0.0500237329	0.10429177740000001	-0.1547016859	-0.1757348915	-0.0502038114	-0.00836348	0.0507006694	0.1551600057	-0.011556133400000002	-0.0659864382	0.0361183764	0.0728311484	0.0408750726	-0.0829456226	-0.007910786999999999	-0.0404872525	-0.0675038405	0.0304988156	-0.0304470754	0.1989597195	-0.015112543300000001	-0.0817474314	0.0096549466	0.0136051922	0.0951832834	-0.0314312068	0.1632831364	-0.0135439073	-0.0055199297	-0.0015105841	0.0622612808	-0.0160168225	-0.0871885959	-0.0084990625	0.1024507823	0.0327547027	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	-0.00374656	-0.00915449	1.40367118336e-05	8.380468716009999e-05	0.0552427	-0.013509400000000012	0.00305175590329	0.00018250388836000032	0.0213698	0.01560824	0.0004566683520399999	0.0002436171558976	-0.000594838	0.000846682	3.53832246244e-07	7.168704091239999e-07	-0.0	-0.00032452	0.0	1.053132304e-07	0.000274468	-0.000229034	5.245657315599999e-08	7.5332683024e-08	0.0	0.0	0.0	0.0	0.0	0.0
790.8769134825421	-0.6817282251915913	625486.2922796725	0.464753373022877	1010.8257503252403	5.2223739421447135	1021768.697520585	27.27318959159211	825.6436990636258	-1.057008898622712	681687.5178034671	1.1172678117675985	833.3270133985457	736.0034775319725	1.266613	20.322651	0.070998435	0.0492438	-0.029774568300000002	-0.1276507978	0.010633046	-0.1036203609	0.0555012407	-0.04720363599999999	-0.048037717599999995	0.0135741324	0.0397170688	-0.1019890377	0.0652367188	0.0065415079	-0.0002460106	-0.0312974048	0.1566842187	-0.001479813	-0.1021995323	0.1483257801	0.0138844137	-0.098342451	0.0694320447	0.06954009059999999	-0.0837946102	0.0290745808	-0.0396523371	-0.0366648345	-0.1265772936	-0.0177350817	0.1101065826	0.08824138869999999	0.0007350635000000001	-0.043070131500000004	0.0829912436	-0.1618369979	-0.1463498768	-0.0207615413	-0.0443331257	-0.0304928054	0.007746194899999999	0.0196970422	-0.021055515099999998	0.1208942239	0.06262809400000001	0.1255432419	-0.0382784214	-0.021047238599999997	-0.08126387269999999	0.0295219754	0.0775701745	0.0759708393	0.1200991169	0.0860293716	-0.1149038567	-0.0171296906	0.0567426446	0.10270529939999999	0.0534420381	-0.0668925598	-0.0515108121	-0.0159846346	0.0233580491	0.1072978846	-0.024867856299999998	0.0722278729	-0.022343169399999998	0.046689457000000004	-0.0086904953	-0.1025373024	-0.0371439851	0.0398591006	-0.0157871033	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	-0.0169149	-0.01316834	0.00028611384201000003	0.00017340517835560002	0.0552535	1.0799999999998313e-05	0.00305294926225	1.1663999999996352e-10	-0.0239346	-0.0453044	0.0005728650771599997	0.00205248865936	-0.000594459	3.790000000000043e-07	3.53381502681e-07	1.4364100000000326e-13	-0.0	0.0	0.0	0.0	2.45491e-05	-0.0002499189	6.245945657721e-08	6.0265831081e-10	0.0	0.0	0.0	0.0	0.0	0.0
793.4544601226365	2.577546640094397	629569.9802885046	6.6437466818619155	1002.2247282554904	-8.601022069750003	1004454.4059267914	73.97758064432661	825.5358759203557	-0.10782314327013864	681509.4824315889	0.011625830224652843	832.6610428170039	754.5102174495206	1.519428	24.379025	0.12620003760000004	0.06740089999999999	0.0326983183	0.0842109441	0.09752132050000001	0.0463673	-0.12150326630000001	0.030406288599999998	-0.0397704469	0.0342826789	-0.0944079833	0.0260589059	0.016428355500000002	-0.0109391297	-0.0337073954	-0.0009622141999999999	0.0225667137	-0.00074976	0.072760724	-0.08792606039999999	0.0467917461	0.0122278967	-0.050340605700000006	-0.0475748814	-0.0645698613	0.018153101100000003	0.0381490876	-0.0736908124	-0.1514555296	0.0281349433	0.1662545943	0.1408947181	0.0123519272	-0.0015503710999999999	-0.06832484230000001	-0.0193924513	-0.0945774401	-0.029167470499999997	-0.0228231589	-0.0706454788	0.0581973534	-0.0720325487	0.1601655573	0.019112759	-0.0581238121	-0.0905849814	0.059007432699999994	-0.029621015299999998	-0.051315253	-0.0629131951	-0.0128295002	0.0041990351	-0.1293841969	-0.044972821600000004	-0.0342927371	0.0723675866	-0.07931586759999999	0.0575179953	0.0234035575	0.0630799287	-0.0472991277	-0.1143620593	-0.0125948232	-0.0360038821	0.021313443900000003	-0.041255048100000004	-0.073626495	-0.0875856542	0.027062595800000002	-0.051450166	-0.0710985302	-0.041486860699999996	-0.1243477758	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	-0.013594299999999998	0.0033206000000000017	0.00018480499249	1.1026384360000012e-05	0.114318	0.05906450000000001	0.013068605123999998	0.0034886151602500012	6.19326e-05	0.0239965326	3.8356469427599995e-09	0.0005758335768228628	-0.00112481	-0.000530351	1.2651975361e-06	2.81272183201e-07	-5.7961199999999995e-25	-5.7961199999999995e-25	3.359500705439999e-49	3.359500705439999e-49	-0.000241468	-0.0002660171	7.076509749241001e-08	5.8306795024e-08	1.0	0.0	0.0	0.0	0.0	0.0
792.2800530727104	-1.174407049926117	627707.6824968968	1.379231918916165	1004.1431645945786	1.9184363390883163	1008303.4950020148	3.680397987134581	824.6845672251393	-0.8513086952165168	680104.6354193151	0.7247264945512483	831.0203127843573	758.1713914479872	1.513265	24.280148	0.15617698759999998	0.093828	0.0544647891	-0.0048019665	-0.1284669581	0.06138533190000001	-0.044013566100000005	-0.1051205982	0.0654697034	0.006951046	-0.1103577294	-0.0423993533	-0.047846645300000004	0.0967133515	0.060900949100000004	-0.1197679264	-0.0375375165	0.0033682933	-0.0064481421	0.16816703940000002	-0.0693626384	0.028716146499999998	-0.039989023	-0.1738643367	0.0259229194	-0.0250381703	0.13687508810000001	0.069863493	-0.0039376719	-0.1037351592	-0.0711238659	-0.064820026	0.042006553700000004	-0.072947553	0.0868138563	-0.0052662815	0.0407609552	-0.0444633746	0.0084292513	0.040171097999999995	-0.0735431644	0.039087275899999996	-0.15541284660000002	-0.1414223232	-0.051986711	-0.1259261257	-0.046883360199999995	0.026713001099999998	-0.061614938099999995	0.16281109359999998	-0.0053369996	0.08227302019999999	-0.0208347507	0.0859014092	0.0661818537	-0.09627350109999999	0.1124238174	-0.09768774779999999	0.0007054667	-0.1001570624	0.0625489601	-0.0518787572	0.018000833	0.007537932	0.1595779226	0.10793772160000001	0.0686563664	-0.011267293999999999	-0.027755481499999998	0.0493353352	0.0995294011	0.0340373094	0.0398947449	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	-0.014465100000000003	-0.0008708000000000032	0.00020923911801000005	7.582926400000054e-07	0.0344915	-0.0798265	0.00118966357225	0.00637227010225	-0.0051027	-0.0051646326	2.6037547289999996e-05	2.667342989298276e-05	7.17518e-05	0.0011965618	5.14832080324e-09	1.4317601412192396e-06	-0.0	5.7961199999999995e-25	0.0	3.359500705439999e-49	-3.17287e-05	0.0002097393	4.3990573964490006e-08	1.00671040369e-09	0.0	1.0	0.0	0.0	0.0	0.0
793.775473954374	1.4954208816635628	630079.503051491	2.236283613315428	1009.0552191695357	4.9120545749570965	1018192.4353332795	24.128280147356943	826.0030250733943	1.3184578482550933	682280.9974303985	1.7383310976254505	833.2482117923934	758.0586071014404	1.330929	21.354588	0.14685761	0.0693925	0.0651938595	-0.1166468949	0.0099709388	0.0164728237	0.0053490446	-0.1419683313	-0.0032042571000000003	-0.0187729572	-0.0168475469	-0.0384540284	0.020769949399999998	0.1282752338	-0.05800603360000001	0.0273546532	0.10863840640000001	0.0364279277	0.0027723333	-0.08998953130000001	0.035712033	-0.1077260137	-0.09326609	-0.036028278999999996	-0.10271458050000001	-0.025381943100000002	0.0855081777	-0.011694234099999999	0.0246504754	-0.0317102779	-0.036954050499999995	-0.049541144800000006	0.0937364953	-0.0446572103	0.021979438100000002	0.1161640932	0.018518171200000003	-0.0512248599	-0.0856417644	0.0780163532	-0.025320694900000003	-0.0190405971	-0.0330513319	-0.0807138346	-0.1232376272	0.0147681123	-0.0130137217	0.08223986230000001	-0.10140448939999999	-0.036541091	0.1163336117	0.0852692176	0.0310617993	0.0126414209	-0.0689107241	0.05816903900000001	-0.0756130519	0.0122482892	0.0058048964000000005	0.09511670050000001	0.0209294607	0.0609297086	0.032536678	-0.013164766100000001	0.1080969932	0.06899859629999999	-0.0551554018	-0.0058898329	-0.0377679377	0.0405791146	0.030460903199999997	-0.0670268941	0.058545991900000004	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.00285557	0.017320670000000003	8.1542800249e-06	0.0003000056092489001	0.08305169999999999	0.04856019999999999	0.006897584872889999	0.0023580930240399986	-0.048901199999999985	-0.04379849999999999	0.0023913273614399994	0.0019183086022499989	-0.000477296	-0.0005490477999999999	2.27811471616e-07	3.0145348668484004e-07	0.000194517	0.000194517	3.7836863289e-08	3.7836863289e-08	-3.17287e-05	0.0	0.0	1.00671040369e-09	0.0	0.0	0.0	0.0	0.0	0.0
793.1536168672696	-0.6218570871043312	629092.6599496314	0.38670623678188376	1005.8236100163336	-3.231609153202044	1011681.1344662895	10.44329771905923	826.2661211450743	0.2630960716800246	682715.7029521265	0.06921954293346064	831.9883561894835	766.5839658167627	1.202685	19.296938	0.142380665	0.0665924	0.09832565929999999	0.032678487	0.1039113359	0.1167920742	-0.050416863	-0.0023199641	-0.11040383179999999	-0.0823005542	-0.0460490687	0.0844932732	0.0775737051	0.0377669811	-0.0671815031	-0.0680546321	-0.0462513985	-0.1625013209	-0.0062402179	-0.0637040179	-0.038189368700000004	0.0066421852	-0.07088156849999999	-0.0988286194	0.0526792459	0.132075572	-0.0573311373	0.0551911259	-0.011952852	0.0149144481	0.0193420119	-0.0248622994	0.11192310970000001	0.111833871	-0.046294147	0.0281702832	-0.0085752838	-0.0460755521	0.0642610538	0.13499153	-0.1134611309	-0.07042901160000001	-0.0626063583	0.0579265863	0.0250889541	-0.043460066	0.134023125	0.0276911674	-0.06639366769999999	0.011303453400000002	-0.1100999705	0.0784701959	-0.0416033008	0.0124625506	0.0136810521	0.0787637755	0.0913343441	-0.075464666	-0.0351343256	0.057942407599999995	0.07834164269999999	-0.0021787935000000002	0.1053797791	-0.0081792124	0.0518888291	0.09420907460000001	0.014572923799999997	0.1267204465	-0.0112121561	0.1044010576	-0.13630146640000002	0.0340552671	-0.0020295761	0.1059246424	0.1011839538	0.0934393406	0.0829207229	-0.017458999999999995	-0.02031457	0.00030481668099999984	0.0004126817542848999	0.117754	0.034702300000000005	0.013866004516000001	0.0012042496252900007	-0.00346424	0.045436959999999985	1.20009587776e-05	0.0020645173340415987	-0.0007567869999999998	-0.00027949099999999977	5.727265633689997e-07	7.811521908099986e-08	9.141860000000004e-05	-0.00010309839999999997	8.357360425960007e-09	1.0629280082559994e-08	-0.000487676	-0.00045594730000000005	2.0788794037729e-07	2.3782788097600003e-07	0.0	0.0	0.0	0.0	0.0	0.0
