global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
778.8015019816228	n/a	606531.7794888315	n/a	1032.5005823774047	n/a	1066057.45260968	n/a	809.9104079717108	n/a	655954.868940903	n/a	814.8343820045268	722.3579954233618	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0
774.4266830847588	-4.374818896863985	599736.6874736614	19.139040380358214	1005.9228200662967	-26.577762311108017	1011880.7199301312	706.3774494657538	809.2730349146069	-0.6373730571039005	654922.8450398985	0.406244413921972	811.9554000229547	725.1099360349476	1.18459	20.0865	0.115065750194532	0.071471	-0.0050656878	-0.1109876244	0.0446002116	-0.0003066809	0.1349484075	-0.1662853284	0.0197300777	-0.10075661640000001	-0.0146092584	-0.110069313	0.0080745742	-0.0409142195	0.0013885529	-0.0591004671	0.0019538342000000003	0.0969056709	-0.021158004900000003	0.0179085628	-0.0903570165	0.0456914497	-0.1117971252	0.0070779751	-0.0189671922	0.1137860017	-0.0075312281000000005	0.1792357259	-0.0391012236	0.0522681618	-0.06797522660000001	0.083289182	-0.20174566260000001	0.010881425	-0.0427725137	0.0004019639	-0.046876741	0.0185507133	-0.0627540141	0.0179405348	-0.018222505400000002	-0.11052604699999999	0.025853038300000002	0.076982121	-0.0077785632	0.0236582117	-0.013429867	0.0336274231	0.12660351890000002	-0.006898985	0.0043775509999999995	-0.1193431125	0.0632700269	-0.0322522176	0.0742580186	-0.0797800887	0.013617329199999998	-0.0169346569	0.1568581559	-0.1055472195	0.1225098991	-0.0001159233	0.0680902766	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-1.94532e-10	-1.94532e-10	3.7842699024000006e-20	3.7842699024000006e-20	0.0391299	0.0391299	0.0015311490740100005	0.0015311490740100005	0.0297685	0.0297685	0.0008861635922499998	0.0008861635922499998	0.000923347	0.000923347	8.525696824089998e-07	8.525696824089998e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
772.0991707769464	-2.3275123078124125	596137.1295144482	5.4173135430182615	996.5696040048848	-9.353216061411901	993150.975626453	87.48265069145353	807.2036637750363	-2.0693711395706487	651577.7548118418	4.282296913287925	810.0680575364488	720.1529872765541	1.1687530000000002	19.817951	0.06417318650546801	0.0427106	0.024655777900000002	0.0198608277	-0.1637948147	0.0587976339	0.0019767342	0.0329714481	-0.0012693638	-0.04453063349999999	-0.053422192800000004	0.0735447253	0.0720975965	-0.0800715189	0.0092489237	-0.0894380942	0.10326960789999999	0.0540506745	-0.022079645699999997	0.0205356226	0.0370801635	0.045256890300000005	-0.0293678633	-0.0679702327	-0.1300687528	0.0879608015	-0.051369009800000004	0.1560250284	0.08271434059999999	-0.0385329062	0.0847782035	-0.0397610142	-0.1143669424	-0.0305316759	-0.048164112099999996	-0.044535736299999996	0.0262461512	0.0957974078	0.030657396899999998	0.09981024699999999	-0.0491565786	0.10840282	-0.043177418099999997	0.0664509831	-0.0780060652	-0.0181376161	-0.1171138279	0.046836730300000004	-0.0260048032	0.0360192524	-0.0697962448	-0.0837686311	0.0794968018	0.08993968460000001	0.0218986252	-0.0315950487	-0.056395675199999995	0.0365277926	0.0802954014	-0.038246912	0.0268843636	-0.014876485900000003	0.0766073545	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-5.7267e-06	-5.726505467999999e-06	3.2795092889999994e-11	3.27928648750339e-11	0.0336287	-0.005501200000000005	0.0011308894636899993	3.0263201440000048e-05	0.0509739	0.021205400000000003	0.00259833848121	0.0004496689891600001	0.0002394	-0.0006839469999999999	5.731236000000001e-08	4.6778349880899975e-07	6.52702e-05	6.52702e-05	4.2601990080400015e-09	4.2601990080400015e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
769.8360270928786	-2.2631436840678134	592647.5086101473	5.121819334736035	993.9269029378543	-2.6427010670305435	987890.6883836349	6.983868929684372	807.3570704570701	0.15340668203384664	651825.4392170225	0.02353361009263373	810.5906569872641	699.1465712684392	1.20468	20.427149	0.0509482367	0.0406022	0.0293051882	0.0718791486	0.0386548066	0.0378990753	-0.0348982845	-0.016207851699999998	-0.0057103959999999995	-0.0860894088	-0.0068341298	0.08523585300000001	0.0178876035	-0.0009801849000000001	-0.0186956299	0.0376327136	-0.0632025457	0.0202703566	0.047797023200000004	0.0680377003	-0.1607498155	0.06348039999999999	-0.10913008810000001	-0.0239012595	-0.0337791978	0.12402897289999999	0.016265405400000002	0.0379600975	-0.048022370700000004	-0.0261815081	-0.04912208	-0.0839175477	0.0562446458	-0.07491328	-0.0624871047	0.040635154300000004	0.0505171549	0.1080513734	0.0622313871	-0.052943240499999995	0.0055221089	0.050597562400000004	-0.0398285932	-0.024008877	-0.0059695161	0.0588748262	0.1070899939	0.041806982	0.0361852101	0.0225188366	0.1345308662	-0.12405884730000001	0.17660822420000002	-0.0983316695	0.0447675851	-0.1155007781	-0.0029512113	-0.08911296689999999	0.029942511499999998	0.0920734149	0.0572750578	-0.0495432204	0.0611434285	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.0	5.7267e-06	0.0	3.2795092889999994e-11	0.07450919999999997	0.040880499999999965	0.005551620884639995	0.0016712152802499975	0.0489226	-0.002051300000000006	0.0023934207907600003	4.207831690000024e-06	0.000144456	-9.494400000000002e-05	2.0867535936e-08	9.014363136000004e-09	-0.0	-6.52702e-05	0.0	4.2601990080400015e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
769.8332233856145	-0.0028037072640927363	592643.1918282853	7.860774422726376e-06	992.4312372072493	-1.4956657306049692	984919.7605847116	2.2370159777060965	807.5303781818477	0.17330772477760092	652105.311686518	0.03003556746758867	810.1681970460602	697.5757402736542	1.079807	18.30974	0.13200680869999998	0.101694	0.0520336615	0.013042908600000002	-0.0019340947	-0.0810084345	0.0355231617	-0.031395525	0.0696768231	-0.103674291	-0.0595182283	-0.0174501364	-0.1048658225	0.011596083500000002	-0.052954532	-0.0256980351	-0.0171215899	-0.023342033300000002	0.031037045699999998	0.023228882000000003	-0.0233829423	0.0177555389	0.0031623676	-0.2007202482	-0.2293187129	-0.1674399752	0.08713607529999999	-0.029646722200000006	0.031827489900000006	-0.048867887400000004	-0.052404985300000005	-0.1209373113	0.042166773399999996	0.0555981067	0.040906033	0.0037674265	0.1104253603	0.05974263570000001	-0.0371595692	-0.1247644877	-0.0504213534	-0.0486495807	-0.0413920321	-0.0574788175	0.0129738	-0.07405301190000001	0.0043290783	-0.066466997	-0.0217779411	-0.0186296938	-0.0591064783	-0.12314677449999999	0.047584000999999994	0.0569407859	-0.0495466587	0.0176533077	-0.2008122949	-0.10035649960000001	-0.2031729883	-0.025478699900000002	0.018777602	0.1440201784	-0.07597868320000001	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-4.6037e-06	-4.6037e-06	2.119405369e-11	2.119405369e-11	-0.0276878	-0.10219699999999997	0.0007666142688400001	0.010444226808999993	0.0452053	-0.003717299999999993	0.0020435191480900005	1.3818319289999949e-05	0.000615036	0.00047058	3.78269281296e-07	2.214455364e-07	-0.0	0.0	0.0	0.0	-5.11781e-05	-5.11781e-05	2.6191979196100005e-09	2.6191979196100005e-09	0.0	0.0	0.0
777.1864186597238	7.353195274109338	604018.7293491275	54.06948073918392	1010.5327335868117	18.101496379562377	1021176.4056504341	327.6641711793098	811.2899212702628	3.759543088415058	658191.3363547091	14.134164233649427	814.3154457240666	716.1387362064122	1.336327	22.659414	0.2306916963	0.1414	-0.0373161969	0.028245043799999998	-0.0033803681	0.0070118949	0.2223768734	0.034257574900000004	-0.0448562681	-0.09896948359999999	0.0730535155	-0.08784953050000001	0.10096108869999999	0.07121011049999999	-0.11993225490000001	0.0049148178	0.010457094200000001	0.13643131630000002	0.075446665	0.0253170382	-0.0577046228	0.045160812300000006	0.1301522312	-0.0024614516	-0.0588664821	-0.0790771963	0.052946810899999995	-0.014736993899999997	0.0616200811	0.043925532	-0.06343265320000001	-0.0362934871	0.002417061	0.0011266732	-0.0183878783	0.0825122059	-0.074624213	0.0770595791	-0.1046715199	0.034997351600000004	0.0196849473	-0.006995245	0.1922858182	-0.0146011803	0.1345241385	-0.0975961996	-0.053957916200000004	0.1473020247	0.0987201091	0.021040110499999997	-0.0469118278	-0.0795343498	-0.0005952581999999999	-0.17416478989999998	-0.0460828447	0.1110941264	-0.1626092811	-0.11200713710000001	-0.0938077715	-0.1573171264	0.054094593499999996	0.1320182097	-0.0007781150999999999	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.0175569	-0.0175522963	0.00030824473761	0.00030808310540299364	0.107087	0.13477479999999994	0.011467625568999995	0.01816424671503999	0.00253004	-0.042675260000000007	6.4011024015999985e-06	0.0018211778160676009	-4.757270000000001e-05	-0.0006626087	2.263161785290001e-09	4.3905028931569e-07	-0.0	0.0	0.0	0.0	0.0	5.11781e-05	2.6191979196100005e-09	0.0	0.0	0.0	0.0
776.9249797141408	-0.2614389455829951	603612.4241038181	0.06835032226754828	1006.5351969325958	-3.9975366542158777	1013113.1026641394	15.980299301799473	811.0001081189803	-0.2898131512824875	657721.1753689977	0.08399166265628599	812.2855866308893	757.1994136938008	1.379203	23.386446	0.16257640500000006	0.102292	-0.1595033717	-0.061219843600000004	0.006937360500000001	-0.0079621912	0.2394699541	-0.0491884508	-0.028982913399999997	0.0122320406	0.0337174062	-0.2035718614	0.09632187099999999	0.0711510311	0.08396413859999999	-0.0355180023	-0.0499401404	0.044116008899999996	-0.006054486899999999	0.105935726	-0.07872216280000001	-0.11299070779999999	0.08614861609999999	0.14324527439999998	0.09730643800000001	0.044891493	0.031060265	-0.1913012147	-0.0967115484	-0.1186849577	-0.1558256258	-0.047681400199999995	-0.0903830579	-0.017440339	-0.0324217864	-0.0517982004	0.0436590875	0.057605092999999996	-0.14702656320000002	0.0399763905	-0.028513038199999997	-0.08444264609999999	0.1846374589	0.0731629531	-0.0825676553	-0.0104443427	-0.0288101589	0.06885093490000001	-0.0028988664	-0.029961508300000002	-0.0131145521	0.1234565275	0.11532921619999999	-0.1345507138	0.05415248860000002	-0.1319413822	0.19182105510000005	-0.1419176134	0.0241805245	0.0837559216	0.1552146832	0.1416090049	-0.15830820199999998	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.0189258	-0.0013688999999999993	0.00035818590564	1.873887209999998e-06	0.015204399999999996	-0.09188260000000001	0.00023117377935999995	0.00844241218276	-0.00224638	-0.00477642	5.0462231044e-06	2.28141880164e-05	0.00112538	0.0011729527	1.2664801444e-06	1.3758180364372903e-06	0.000118017	0.000118017	1.3928012288999998e-08	1.3928012288999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
774.7758932882342	-2.149086425906603	600277.6848205813	4.618572466016016	1009.4697553809993	2.93455844840355	1019029.1870289745	8.61163328709665	811.0736407853904	0.07353266641007394	657840.4507768684	0.005407053029375217	814.5156090642263	751.5257359644023	1.377219	23.352808	0.07377607	0.0342413	-0.1455327233	0.11821131210000001	0.0211335025	0.18281113	0.014411665300000001	-0.0161428554	-0.0095278964	0.057786196	0.1742011661	0.0143095889	0.0383432726	-0.0373103895	-0.0042241061	-0.0358580442	-0.0231274941	-0.020965110800000002	0.044470301600000005	-0.0162962265	-0.1361772741	-0.0426660262	0.0592228157	0.0472213314	-0.0116625098	-0.1024949309	0.10702496289999999	-0.0896815864	-0.12280903789999999	0.0953458608	0.0244579247	-0.0240337919	0.2026201922	-0.0633202549	-0.0118759543	-0.08579268039999999	0.028530108999999998	0.0243497827	-0.0458913258	-0.0510582404	0.17376957170000001	0.0301549146	0.045899369599999996	0.10160029720000001	-0.0071903017	-0.0451389937	0.0286768313	0.0419553298	-0.10045088199999999	-0.032661940699999996	-0.024478884300000003	-0.0752723314	-0.029512895600000002	-0.1809783868	0.108305358	0.0409587994	-0.0325319111	-0.1202872802	-0.0962922791	-0.0149213665	-0.1870276129	-0.027218837000000003	-0.10532420740000001	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.0130296	0.005896200000000001	0.00016977047615999996	3.476517444000001e-05	0.043879400000000006	0.028675000000000006	0.0019254017443600005	0.0008222556250000004	-0.0149469	-0.01270052	0.00022340981961	0.0001613032082704	0.000988032	-0.00013734800000000005	9.76207233024e-07	1.8864473104000007e-08	-0.0	-0.000118017	0.0	1.3928012288999998e-08	-0.00027472200000000003	-0.00027472200000000003	7.547217728400003e-08	7.547217728400003e-08	0.0	0.0	0.0
772.1558167590185	-2.62007652921568	596224.6053547871	6.864801018946885	992.6993932337607	-16.770362147238647	985452.0853266766	281.24504654953466	808.6878093356088	-2.3858314497815627	653975.9729680261	5.692191706766794	812.3389532390149	749.8538660938443	1.215168	20.604982	0.17046170000000002	0.08696269999999999	-0.11273824210000001	-0.0847379882	0.0057116753	0.010565973300000002	-0.0765509326	-0.053879067	-0.0200532542	0.1408626408	-0.0029032135999999997	-0.0149898264	0.09293283	-0.0873193658	0.0547906128	0.0226909238	-0.0756755808	-0.0038753038	-0.0061769676	0.0463586661	-0.054623989000000005	-0.0258877171	-0.0752373988	-0.0034826581	-0.0275678912	-0.0755547349	0.0872890258	-0.056874194800000014	0.04633019309999999	0.0165230936	0.0956006347	0.0699504337	-0.032398865	0.0485582241	-0.023484438700000002	0.022797412599999997	-0.09186899	-0.050636934800000005	-0.0242733662	-0.0091724279	0.011489225700000001	-0.0189270002	0.0014985343	0.11206388210000001	-0.0691608126	0.08694799310000001	0.09468975060000001	0.0002080373	0.0696766471	0.0337681092	-0.032834397	-0.11270867849999999	0.060011202300000004	0.0238169827	0.014656131499999999	0.038172547200000004	0.024573908999999998	0.1202690343	-0.09328364900000001	0.022024939599999998	0.0037910528000000003	0.0716870633	-0.0593301165	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.0288737	-0.015844100000000003	0.0008336905516900001	0.0002510355048100001	0.11978	0.07590059999999997	0.0143472484	0.005760901080359998	0.0169972	0.031944099999999996	0.00028890480783999996	0.0010204255248100003	0.0003615680000000001	-0.000626464	1.3073141862400006e-07	3.92457143296e-07	-0.000264671	-0.000264671	7.005073824099997e-08	7.005073824099997e-08	-0.000319045	-4.4322999999999975e-05	1.9645283289999976e-09	1.01789712025e-07	0.0	0.0	0.0
769.2180393716358	-2.9377773873827664	591696.3920947434	8.630535977817512	987.472693292554	-5.226699941206674	975102.3199984505	27.318392275409867	808.6194711786604	-0.06833815694835721	653865.4491692565	0.004670103695098303	811.5665641296453	721.6943100845367	1.1008440000000002	18.666451	0.18064575	0.09966010000000003	-0.0372504956	0.0627421947	-0.0756885477	-0.0074214161	-0.114320489	0.043658208	-0.130054762	0.0177661303	0.0421576683	0.11178131949999999	0.0253078596	0.08509000900000001	0.12127923880000001	-0.0179519483	-0.08825381189999999	-0.0157671427	-0.15063522869999998	0.0060492567	-0.00019513349999999998	-0.0798372415	-0.049524470099999995	0.0521661641	-0.0335828008	-0.025800220899999997	0.1442946458	0.0010329992999999998	-0.000601733	-0.0652981021	-0.021764763599999997	0.021516603999999998	0.0164668568	-0.0082744606	-0.09193523599999999	0.21198407309999998	0.0616649857	-0.1257459111	0.0438420227	0.07375570690000001	0.0375771577	0.08513674550000001	0.008843324100000001	-0.060116126799999996	-0.15454489789999998	-0.0140639141	0.11163450800000001	-0.041356094100000004	0.0962747407	-0.0366572517	-0.0037372785	-0.0112952782	0.0689631166	0.0796458161	0.01483572	-0.0586564626	0.0344816269	0.038616219300000004	-0.0440421026	-0.0006512244	0.0696130651	-0.1332127341	-0.17324903120000001	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.0323946	-0.003520899999999993	0.0010494101091599998	1.2396736809999957e-05	0.0275071	-0.09227289999999999	0.0007566405504099997	0.00851428807441	0.0425566	0.025559400000000003	0.0018110642035599998	0.00065328292836	0.00118231	0.000820742	1.3978569361e-06	6.736174305640001e-07	-9.096089999999999e-23	0.000264671	8.273885328809997e-45	7.005073824099997e-08	-0.000419483	-0.00010043799999999999	1.0087791844e-08	1.75965987289e-07	0.0	0.0	0.0
