global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
710.9632648722577	n/a	n/a	505468.76399782	1031.887883266213	n/a	n/a	1064792.6036316257	785.9464037558763	n/a	617711.7495767949	n/a	816.0505299663524	703.7924377782488	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-4.54614e-09	n/a	2.0667388899599998e-17	n/a	0.0	n/a	0.0	n/a	2.90643e-09	n/a	n/a	8.447335344899998e-18	0.0	n/a	0.0	n/a	-0.00017029	n/a	n/a	2.89986841e-08	0.0	n/a	n/a	0.0	0.0	0.0
708.3135725465892	-2.649692325668525	7.020869420706678	501708.1170537122	1014.2292709623983	-17.658612303814717	311.8265884964366	1028661.014076918	786.5826160350674	0.6362122791911133	618712.2118485703	0.4047660641935512	814.5310490666634	694.7393207823276	1.304792	18.446486	0.14043456263971	0.0910835	-0.0327030064	-0.11652178380000001	0.0230152583	-0.0302725596	0.2268699392	-0.0160851801	-0.017630200800000002	0.24364590190000002	-0.0317074776	0.1649180063	-0.1302696194	-0.0656160504	0.0118592814	-0.0419123246	0.1549460637	-0.024133720499999997	0.0414623098	-0.053557554400000006	0.0706849495	-0.0802142708	0.0162842273	-0.0630474865	0.09491998509999999	-0.0389492615	0.1383443048	0.0311084113	-0.1049703297	0.10545776050000001	-0.0200507506	0.0776707816	-0.1207016805	0.0418544528	-0.06340938900000001	0.011306431499999998	-0.0318273867	0.0057076164000000006	-0.038089126	0.1098134107	-0.016792126299999998	0.063812412	-0.1041002942	0.0014768071	0.008015961	-0.1153887157	0.0185389267	-0.044627880700000004	-0.0519448771	0.0864823818	-0.0585096924	-0.042642680499999995	0.010905596699999999	-0.07739081190000001	0.1046330215	-0.0382695781	0.1480953332	-0.1120675308	0.055800384	-0.050898895	0.0318979854	-0.3117649313	0.0329436267	-0.0336140647	0.0505772249	-0.1364724942	0.08493984550000001	-0.0490956919	0.0553842973	-0.06053586110000001	0.1094850416	-0.0427488965	0.0689424607	-0.1393760867	0.1647480296	-0.0295011196	0.034430226099999996	-0.06338942139999999	0.038199205	-0.1279342924	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	0.00466006	0.004660064546140001	2.17161592036e-05	2.1716201574191e-05	0.08102869999999998	0.08102869999999998	0.006565650223689997	0.006565650223689997	0.000121601	0.00012159809357	1.4786096359858477e-08	1.4786803200999999e-08	-0.0007683059999999999	-0.0007683059999999999	5.902941096359998e-07	5.902941096359998e-07	0.000153888	0.000324178	1.05091375684e-07	2.3681516544e-08	0.0	0.0	0.0	0.0	0.0	0.0
705.456599918714	-2.856972627875166	8.162292596427934	497669.0143688725	1002.6952868312344	-11.533984131163947	133.03278993794177	1005397.8382335714	786.5845754954075	0.0019594603401174027	618715.2944072905	3.839484824493007e-06	812.299620934238	688.5654890059259	1.31734	18.62388	0.2346755090331397	0.143951	0.0013376117999999999	-0.0903958154	-0.0084730407	-0.1627744544	0.11334299	-0.0021783247	-0.0040112672	0.032704902200000004	0.07934439730000001	0.1725831495	-0.029549216	-0.0295300625	0.1046206509	-0.025134469700000002	0.1031155892	-0.0399415329	-0.1079127094	0.0798455218	0.056290997	0.0701532064	0.031030221	0.0561277165	0.0330518741	-0.12446972320000001	-0.021739941699999998	0.061056111600000004	-0.08901173289999999	0.13025169720000002	0.0529036675	-0.09183109240000001	-0.0196927836	0.040120376400000005	0.0327858786	-0.0216395523	-0.061469230199999995	-0.0760783306	0.1545853519	-0.0142921974	-0.028517652999999997	-0.0060495604	-0.0886479944	0.040685989	0.008931447700000001	-0.0483939304	-0.0296573502	-0.0892693951	-0.0406672019	0.0097522352	-0.0852856573	-0.0019251185000000001	-0.0559943037	-0.1661666611	0.014616312099999999	0.0264336662	0.1617728518	-0.0313062895	-0.0032531234000000003	-0.050650029699999995	0.1149147577	-0.0475132452	0.0044989917	0.1259793922	0.1289514888	0.047979334400000004	0.0085459875	-0.1371301338	-0.038992992000000004	-0.0018417591000000001	-0.0522160572	-0.11721183519999999	-0.0390865423	-0.0337612642	-0.0479927516	-0.0658577526	0.0941938477	0.0063448281999999995	0.0911499924	-0.1250897278	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-3.31397e-11	-0.0046600600331397	1.0982397160900002e-21	2.171615951246598e-05	-0.0493813	-0.13040999999999994	0.0024385127896900003	0.01700676809999999	0.034894699999999994	0.034773098999999995	0.0012091684140638009	0.0012176400880899994	0.000374453	0.001142759	1.40215049209e-07	1.3058981320809995e-06	-0.0	-0.000153888	2.3681516544e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
705.1187607062705	-0.33783921244355497	0.11413533346448147	497192.46669994673	1007.0450909030072	4.349804071772837	18.920795462811554	1014139.815111846	787.1552683194756	0.5706928240680327	619613.4164431057	0.3256902994427465	814.3005013887403	687.2934330985681	1.238867	17.514477	0.1969872500331397	0.129843	0.0657171075	-0.0424794292	-0.046340485300000005	-0.0806330457	0.1391020993	-0.0369263682	0.1217681861	0.1606010542	-0.000237714	0.10335987210000001	0.0858448699	0.035823344	0.02702371	-0.062159688899999996	0.0639369328	-0.18264325260000008	-0.0435441885	-0.0985297158	0.1402029457	0.020120318999999998	0.030673026200000002	-0.0022578728	-0.0450099125	-0.1083648528	-0.1178963609	0.0458619971	0.06369799129999999	0.1658746167	0.0568331716	-0.0352392944	0.10920613720000001	-0.10531334519999999	0.0262326884	-0.050656867599999995	-0.09069610630000001	-0.1379456442	-0.0525566159	-0.0258337519	0.1290820493	0.0177331942	0.0336574445	-0.0306313431	-0.1207605556	0.0258459706	0.05882426530000001	0.0141952165	-0.0687166788	0.0658881663	0.018868717	0.07563004429999999	-0.0654908072	-0.10440710000000003	0.0960348449	-0.09068661300000001	0.1614194417	0.0166401188	0.1028203205	0.0642091748	0.0077324641	-0.0340811394	-0.11593581689999999	0.17197781550000002	0.06122976610000001	-0.18534456230000002	-0.05483096639999999	-0.0338415934	-0.0315541156	0.02452646	-0.1313054324	-0.1297539077	-0.0768552165	0.0626825193	-0.0053014188	-0.0420211255	0.08827246529999999	0.0363033968	0.0738040665	0.11947625	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.022322400000000003	0.022322400033139702	0.0004982895417600001	0.0004982895432395153	0.0704553	0.1198366	0.00496394929809	0.01436081069956	0.026561900000000003	-0.008332799999999991	6.943555583999984e-05	0.0007055345316100001	-0.000555456	-0.0009299089999999999	3.0853136793599995e-07	8.647307482809999e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
703.5639725472348	-1.5547881590356385	2.417366219477429	495002.2634664462	996.1822676037327	-10.86282329927451	118.00093003126116	992379.110288115	786.1084878658876	-1.046780453587985	617966.5546947924	1.0957493180138675	811.0344592951706	683.0596503826555	1.236135	17.475849	0.201038200479019	0.124456	0.0899412457	0.0406152217	-0.09307003330000001	-0.0725020292	0.08997084710000001	0.009596094599999999	0.1084822092	-0.045197000599999995	-0.0395740454	0.0483798871	0.062216684400000014	0.011241418799999998	0.1152119642	0.0952286257	-0.0691776104	-0.0530090684	0.0209637069	0.08428738289999999	-0.0341208994	-0.039728490400000004	-0.0360726902	0.036058299700000004	-0.017358885	-0.0229273567	-0.1844731669	-0.1309665971	-0.039596474300000004	0.035259847000000004	0.1033482028	0.0184800641	-0.08778149199999999	-0.0030133494	-0.0332745918	0.042382820700000004	-0.09400299599999999	-0.09118581099999999	0.0230593955	0.0096817078	-0.030499652000000002	-0.0354766153	0.1386719792	0.0685619081	-0.0371073626	-0.1941488832	0.1418638682	0.0059988123	0.1070815465	-0.0270207652	-0.0080637765	0.0317069838	-0.1161326244	-0.0539036473	-0.11959548310000001	-0.013033258999999998	0.08463284539999999	-0.04613302	-0.0799703082	0.183499611	0.0067713303	0.16966185670000006	0.061967864299999995	0.20674711070000001	0.0869027609	0.057738886600000004	0.0067379460999999995	-0.0632281877	-0.05341572309999999	-0.022540998599999997	-0.11830884369999999	-0.0415531423	0.0907521808	-0.039143897999999996	-0.033856309	-0.0235173568	-0.0685671543	-0.0039421596	0.044610310599999994	-0.05735376690000001	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-4.79019e-10	-0.022322400479019004	2.2945920236100003e-19	0.0004982895631457079	-0.0451531	-0.11560839999999999	0.00203880243961	0.013365302150560001	0.0520678	0.025505899999999998	0.0006505509348099997	0.00271105579684	0.000196574	0.00075203	3.864133747600001e-08	5.655491208999999e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
704.0855932151076	0.5216206678727531	0.27208812115201697	495736.5225730699	1001.2491013152304	5.0668337114976785	25.672803859969353	1002499.7628845564	786.7624577544116	0.6539698885239886	618995.1649317623	0.4276766150960781	813.297927386885	679.6359707812203	1.083237	15.314252	0.18356540047901893	0.10762	0.08757037109999999	0.0473022217	-0.0678986161	-0.0664754263	0.10779706130000001	-0.0598236595	0.136292887	0.0818040871	-0.0786872312	-0.0432958623	0.07421052709999999	0.0641402674	0.0762136618	0.10045020019999999	-0.035444075	-0.026659139	0.0776852593	0.0078900268	0.0532739172	-0.1149384827	-0.0145728052	0.0707768317	-0.0481991247	-0.0008297431	-0.0412662207	0.069742504	-0.0764535463	-0.04284975269999999	-0.0609130638	0.0636501066	-0.0700698059	0.0486898389	0.0682802506	-0.0628315891	-0.1072077633	0.0523306843	0.0556076832	-0.12367179130000001	0.0328702492	0.0758189588	-0.0002952296	0.0226466079	0.028216522400000006	-0.04871662400000002	0.0392707429	-0.0087470213	0.11243418279999999	0.0583433309	-0.11741314119999999	0.0791632512	-0.1420097833	0.0172140551	0.0273117631	0.0010647265	0.0156957802	-0.1453475163	-0.08095488599999999	0.0892696421	-0.0343296779	0.0754804366	0.0128575986	0.1672296772	-0.0086308684	0.0124238122	0.067109809	-0.0524616637	0.11335072630000001	-0.0286752526	0.1855052995	0.0449986833	0.0569787286	0.09583524800000001	-0.0114729001	0.0080872752	0.0727880043	0.08847606289999999	0.034222277999999995	-0.021335091	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.0165799	0.016579900479019003	0.00027489308401000003	0.0002748930998941746	0.0522467	0.0973998	0.00272971766089	0.00948672104004	0.0308099	-0.0212579	0.00045189831241	0.00094924993801	-0.000614607	-0.000811181	3.77741764449e-07	6.58014614761e-07	-0.0	0.0	0.0	0.0	0.000155375	0.000155375	2.4141390625e-08	2.4141390625e-08	0.0	0.0
704.550334603506	0.4647413883984655	0.21598455809053327	496391.17398991226	1000.3081756556502	-0.9409256595802162	0.8853410968564649	1000616.4462835351	785.6869589602135	-1.0754987941980971	617303.9974801482	1.156697656321561	810.4204323126238	683.8006704989135	1.165699	16.480068	0.12482573000000002	0.0755298	0.0430643463	0.0436667927	-0.1423930413	-0.0101233241	0.0425654679	0.125160002	0.0878047933	0.0092069492	-0.18013542989999998	0.0034210761	-0.050827250899999996	-0.0366153865	0.035694482	0.121579912	-0.051964207000000005	0.0892213593	-0.0338019636	0.0096582963	-0.0314668827	0.0033811195000000003	0.0294439535	0.22717597760000002	-0.0803237729	-0.0084922912	-0.0921398818	-0.1052730483	0.06599224	-0.05832554650000001	-0.07926948889999999	-0.045556848600000005	0.0112260394	-0.0502968613	0.0722916167	-0.0098515362	-0.0074181389	-0.035292163599999996	0.0074282148	-0.043797112199999995	0.07533285690000001	-0.0279294383	0.09757922150000001	0.011942113899999999	-0.0079447709	-0.0285271773	0.061336185700000004	0.06118526730000001	0.0456019407	-0.0301417045	0.1072679473	-0.0603082996	-0.0948938503	0.1071000825	-0.1028701889	0.016090851399999998	-0.0138636093	-0.094402784	-0.051851630499999996	0.05612612980000002	0.05825047	0.19603542	-0.10257909109999999	0.1068476284	0.0250744512	-0.060908813	0.0166008677	-0.0380595415	0.0599107256	-0.0657982737	-0.035158383	0.08396607800000001	-0.0274397355	0.0270955922	-0.1098375047	0.0948909944	0.0413739752	0.10498609380000001	-0.0031470209000000002	-0.0307677004	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.00253881	-0.014041090000000004	6.445556216099998e-06	0.00019715220838810007	-0.00603154	-0.05827824	3.63794747716e-05	0.0033963532574976	0.0307648	-4.509999999999931e-05	2.0340099999999372e-09	0.00094647291904	0.000279244	0.0008938510000000001	7.7977211536e-08	7.989696102009998e-07	-0.0	0.0	0.0	0.0	0.0	-0.000155375	2.4141390625e-08	0.0	0.0	0.0
705.330707419046	0.7803728155399767	0.6089817312337905	497491.4068282519	998.9287723119734	-1.3794033436768132	1.902753584546772	997858.6921527064	786.7788682347605	1.0919092745469925	619020.9875007706	1.1922658638417394	812.5359364716377	690.260694180461	1.281643	18.119221	0.13486968	0.0789045	0.020216998899999998	0.11048326779999999	-0.0730833669	-0.0871667098	-0.0143900699	-0.017810018700000003	0.046817310300000005	0.051547874800000004	-0.09222820949999999	-0.0309558762	0.0279462653	0.0303802081	0.12262920990000001	0.0826236474	-0.0022790876999999998	0.1626644702	0.022234163799999998	-0.047927968499999994	0.01966148	-0.032186145299999996	0.1509352609	0.09543618720000001	0.0842607029	0.0038303433	-0.0049651774	0.0433950558	-0.0453101465	-0.1632199657	0.0417442493	0.0844132434	-0.0415712962	-0.0570799503	-0.10645130300000001	-0.0330668406	0.0473602528	0.056032457199999997	-0.0658460719	0.004991612800000001	-0.008445663	0.0216632265	-0.0984844107	-0.018827466299999998	0.0431118387	0.0303169935	-0.20404547809999998	-0.0719810503	0.0864414993	0.0337330574	-0.0084809261	0.0260597114	-0.1054432322	0.07359631259999999	0.043251247400000005	0.0723275328	-0.09822165880000001	-0.1596042245	-0.0222922936	-0.0604071767	-0.0185417689	0.0819597173	-0.0548891604	-0.0034143721	-0.07450224280000001	0.09534793679999999	0.0697862783	-0.0474015475	0.1715734713	-0.1455487834	0.0083406034	0.0639784132	0.0313306667	0.037692454	0.0862704183	0.0522660567	0.1395850023	-0.1171526929	-0.0599460386	-0.005359928199999999	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.019362200000000003	0.016823390000000004	0.0003748947888400001	0.00028302645109210017	0.0672076	0.07323914000000001	0.00451686149776	0.005363971627939601	0.0181133	-0.0126515	0.00016006045225	0.00032809163689	-0.000158975	-0.000438219	2.5273050625e-08	1.92035891961e-07	0.00010161	0.00010161	1.03245921e-08	1.03245921e-08	0.000103284	0.000103284	1.0667584655999997e-08	1.0667584655999997e-08	0.0	0.0
705.6544875576843	0.32378013863831256	0.1048335781766449	497948.25581029797	997.4688788763864	-1.4598934355869917	2.131288843269989	994944.1643269152	787.1536762579491	0.3748080231886206	619610.9100464041	0.14048105424656154	811.843193210338	689.1815744918869	1.23076	17.399858	0.06651598539	0.0382187	-0.014230051399999999	0.0937984513	-0.1482943361	0.054667323200000006	0.0380071775	0.0833199281	0.0188393746	-0.0165950284	-0.1516127522	-0.0195235329	-0.0237107128	0.0514599429	0.045021885899999996	0.0856292791	0.10120532900000001	0.1556096927	-0.0035263319	-0.0270551227	0.0450821538	0.0707323836	-0.0722990557	-0.0720885679	-0.0182137289	0.1187891426	-0.1094428579	0.10171431859999999	-0.1423437538	-0.1132012941	0.0604675303	-0.0628757252	-0.0790285995	0.0639746022	0.0363420848	-0.0363007019	0.0552550489	-0.1512995134	-0.1793689453	0.1834427342	0.0811825491	-0.0438324509	0.07675803169999999	0.0392423503	0.0353137762	0.045673216399999994	-0.0042195292	-0.0259282658	0.0153277916	-0.0280284493	0.1608246175	-0.0204186925	-0.033604745	0.1718772737	-0.010553588899999999	0.05906458940000001	0.0412704733	-0.0445629488	0.0552839043	-0.012687729299999999	0.0702419662	0.0153250281	-0.09298554099999999	-0.0940563794	0.0990024708	0.0812348861	-0.0067196199	0.0429230689	0.14212062279999998	-0.031083669900000006	-0.050649226900000004	-0.1960305416	-0.1381778487	-0.0201348188	-0.1387646947	0.031624779900000004	-0.084595906	-0.1071363476	-0.1388309214	-0.0277760148	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.0188723	-0.0004899000000000049	0.00035616370728999995	2.400020100000049e-07	0.0363962	-0.030811400000000013	0.0013246833744399995	0.0009493423699600006	3.80461e-06	-0.01810949539	0.0003279538232804312	1.44750572521e-11	-0.00021171400000000005	-5.273900000000002e-05	4.4822817796000015e-08	2.7814021210000025e-09	7.505619999999998e-05	-2.6553800000000017e-05	7.051042944400009e-10	5.6334331584399966e-09	0.000366095	0.000262811	6.9069621721e-08	1.3402554902499998e-07	0.0	0.0
705.5086574528112	-0.14583010487308454	0.02126641948729484	497742.4657408681	997.637767475351	0.16888859896459962	0.028523358860225362	995281.1150932023	787.5935138711765	0.4398376132273825	620303.5430919471	0.1934571260095605	813.390979963759	697.7624971086352	1.261988	17.841348999999994	0.09958485539	0.052789	-0.024860749900000003	0.1554768365	-0.0457658922	-0.1158689334	-0.0761608456	-0.0469779259	-0.0217697316	-0.0370254727	-0.0396394602	0.053343654299999994	0.027421600499999997	0.11903373589999999	0.06510379150000001	0.023074100400000002	-0.0290379042	0.0679379951	0.041196447000000004	-0.0214445239	-0.0289752948	-0.048625372400000005	-0.048287785300000004	0.1337190571	0.1253084898	-0.09915833449999999	-0.0033273496999999996	0.0672687591	-0.12235622119999999	-0.044637301	0.0842777039	-0.028969105499999998	-0.0860072325	0.1182396056	-0.1641446497	-0.0041632602	0.072028697	-0.057068972999999995	-0.07436337629999999	-0.0039713414	-0.1778863007	-0.09715187550000001	-0.0570626771	-0.0656985504	-0.0229333859	0.09101355289999999	0.0968774548	0.0498552223	-0.1564528855	0.0703051469	-0.0336950722	0.0711579077	-0.0152593607	0.052721685899999995	0.0038407540999999996	0.1709912614	-0.02173064	-0.0244996006	-0.0665050888	0.0368382175	0.0888078793	-0.023046562000000003	-0.0291198023	-0.10754512179999999	0.060191330099999996	-0.0041368447	0.0823527495	-0.1335136068	0.0985672841	-0.1519001324	0.0923667342	-0.0390982482	0.04059427	0.0361769487	-0.06156739820000001	-0.07673561870000001	-0.0838867012	-0.0953392641	-0.026259301699999998	0.016486252	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.00812852	-0.010743779999999998	6.607283739040001e-05	0.00011542880868839996	-0.008175029999999998	-0.04457123	6.683111550089998e-05	0.0019865945437129	0.00985171	0.009847905390000002	9.698124057039104e-05	9.70561899241e-05	0.000302435	0.000514149	9.1466929225e-08	2.64349194201e-07	0.00013501	5.995380000000002e-05	3.5944581344400017e-09	1.82277001e-08	0.000480431	0.00011433599999999997	1.3072720895999997e-08	2.3081394576100003e-07	0.0	0.0
