global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
734.018840583741	n/a	n/a	538783.6583318993	1089.6548410834585	n/a	n/a	1187347.6726966172	804.7133291416818	n/a	647563.5420982888	n/a	843.7730725249454	736.3619337221282	n/a	n/a	n/a	n/a	-0.011120557199999999	0.0638376467	0.028760937900000002	-0.1172996145	0.0739407268	-0.0849426577	0.3225434631	-0.0446941737	0.1789899459	-0.2793198682	-0.0483011054	-0.0782693426	0.06488332349999999	-0.1098086702	0.1036381144	0.0593809259	-0.0306158742	0.0986570742	-0.1216805623	0.0924515389	-0.0697328639	0.12680557039999998	-0.0620752535	0.0100172314	-0.0487392863	0.061622279	-0.0193052893	0.0728578309	-0.050598235199999994	0.0739736995	-0.1020841369	0.0761745078	-0.09411147880000001	0.139187655	-0.0626821147	0.0001635888	-0.0084238227	0.051197742000000004	-0.000993842	0.0640799392	-0.0130124346	0.060373373	0.1010967435	-0.1180913042	-0.0672298997	-0.0777580738	-0.0638368249	0.0987998897	-0.0134445632	0.0337767977	-0.32230406559999997	0.2618251955	-0.2007898385	0.1575961133	-0.1625113841	0.2138704109	-0.1703992944	0.0541012305	-0.35112028079999996	0.17822871640000001	-0.0090268963	0.0144255375	-0.0616364435	0.07100925150000001	0.018908696000000003	-0.1331019773	-0.0828014073	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.0319531	n/a	0.00102100059961	n/a	-0.07419639999999998	n/a	0.005505105772959997	n/a	-0.0632317	n/a	n/a	0.003998247884890001	0.00101873	n/a	1.0378108129e-06	n/a	0.000425075	n/a	n/a	1.80688755625e-07	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
731.2455680516714	-2.7732725320696545	7.691040537132032	534720.0807952116	1066.3900878704671	-23.26475321299131	541.2487420613894	1137187.8195083826	804.8072603181241	0.09393117644231096	647714.7262607648	0.008823065907836556	838.736075953781	724.5670390444017	1.205361	19.468849	0.04898315000000001	0.0262087	-0.019722675800000002	0.033380026800000004	-0.0564369093	-0.0801115549	0.0590982126	0.0005539156	0.1644834879	0.045087835599999994	0.0196441716	-0.1187626032	-0.0051451228000000005	-0.045106575	0.0696112415	-0.0739281115	0.0103036047	0.0508276035	-0.06741928629999999	0.0076483054	-0.0888860762	-0.024143565699999998	-0.0174289605	-0.0175595542	0.0547566451	0.026188721600000003	-0.031795214599999996	0.0458416438	-0.11761985609999999	0.0924055658	0.037270529	-0.1414710524	0.0709895052	-0.0263331766	0.045898941299999996	0.1729679883	0.0380668896	-0.1159610189	0.0062918429000000005	-0.16874465	0.10580622099999999	-0.0670431891	-0.1650188459	-0.09049476320000001	0.0808933436	0.0580229296	0.00044042910000000003	0.005717395300000001	-0.09555782619999999	0.0290613402	0.043172733399999996	0.0875974515	-0.1174793091	0.0909082445	-0.0331815499	0.060530531900000004	-0.133346242	0.0681199567	-0.0145366846	-0.0115340986	-0.09542018740000001	0.012641039199999999	0.0951030385	0.0662670996	-0.1277653661	-0.021377656000000002	0.0250870469	-0.1118436899	0.0063164554000000005	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.0190564	-0.012896699999999995	0.0003631463809600001	0.00016632487088999993	-0.0742015	-5.100000000021754e-06	0.00550586260225	2.601000000022189e-11	-0.0631617	7.000000000000062e-05	4.900000000000086e-09	0.00398940034689	0.000947501	-7.122900000000002e-05	8.97758145001e-07	5.073570441000004e-09	-0.0	-0.000425075	1.80688755625e-07	0.0	0.000223923	0.000223923	5.0141509929e-08	5.0141509929e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727.6601726388216	-3.5853954128498344	12.855060266484635	529489.3268447596	1063.1902339818116	-3.199853888655525	10.239064908743886	1130373.4736342994	805.6552442420815	0.8479839239573721	649080.3725747679	0.7190767352901423	839.084933026096	720.1930526063014	1.066934	17.232996	0.09080805	0.057477699999999986	0.0090802444	0.036443701099999996	-0.1545240416	-0.0621163699	0.0788536703	0.1418118674	0.10686020310000001	0.0055659124	0.0446038828	-0.0780487372	0.0898811876	0.0259769423	0.0379162023	-0.0625228158	0.017021551	0.0012141422	-0.025444945899999998	-0.08649033369999999	-0.1449237544	-0.0369781977	0.026102624100000003	0.0406788973	-0.023772397	0.0514518671	0.027875109	0.0558404287	0.0744085887	0.0184568239	0.057152204299999995	-0.010488549	0.12623006369999998	-0.2100242977	-0.0660101877	-0.0284580206	0.0049428497	-0.0921573363	0.18010498219999999	-0.030275256299999997	-0.0102574142	0.061030803200000004	-0.0789435592	-0.007076880600000002	-0.0245020524	-0.0833206612	0.1294053397	0.008815050999999999	-0.0718719905	0.0381145553	0.0177819102	0.063812957	-0.0726833721	0.00723437	-0.0164936056	-0.10179604689999999	-0.0687073249	0.1228361635	-0.0327268982	0.0261014622	0.0738979659	0.030923265099999996	0.0693685968	0.0396586986	-0.048712166200000004	0.0731094695	0.0164517921	-0.0284560913	0.0781742978	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.0191008	4.4399999999996526e-05	0.0003648405606399999	1.971359999999692e-09	-0.0207715	0.053430000000000005	0.00043145521225000015	0.0028547649000000004	-0.0554047	0.007756999999999999	6.0171049000000004e-05	0.00306968078209	0.000700152	-0.000247349	4.90212823104e-07	6.1181527801e-08	0.000252901	0.000252901	6.3958915801e-08	6.3958915801e-08	0.00013264	-9.128299999999999e-05	8.332586089e-09	1.75933696e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
724.9138356432852	-2.746336995536353	7.542366893051644	525500.06910706	1046.606352740485	-16.583881241326708	275.0251170264279	1095384.8575967404	805.3564938486926	-0.2987503933889002	648599.0821842592	0.08925179755002262	836.6937188994424	706.0738145007123	0.986752	15.937905	0.1054401	0.0494204	0.0506633268	0.0424394371	-0.130028335	-0.046028853200000004	0.10476184300000001	0.0768106233	-0.0471448314	-0.0830557316	-0.0129722511	-0.07496150830000001	0.1041854923	0.0785803003	-0.025254536299999998	-0.044994139800000006	0.0678964215	0.1137057978	0.0610943943	-0.0438937375	-0.08872061140000001	0.0002905365	-0.0012681573	-0.0964055176	-0.0279056245	0.1926739957	-0.0653608106	-0.0467761341	-0.0197253602	-0.021536637999999997	0.06606721900000001	-0.094858515	0.055304829400000005	0.0814256945	0.0882830705	-0.1229574991	-0.09798330179999999	0.06773186070000001	-0.0048297368	0.0249813798	-0.0351139379	0.0596267235	-0.025129170899999997	0.0240559898	-0.06088939190000001	0.0079298133	0.1145899982	0.0225526177	-0.0313057642	0.041981001799999994	0.0376398732	-0.1137086025	-0.0165019708	-0.0833805063	-0.0691557876	-0.0191351458	0.0536874806	0.0927031812	0.038361888999999996	-0.0334583084	0.013259348999999998	0.0576222996	0.09722435130000001	0.0061268012	0.04748687309999999	0.051295539	-0.0047816772999999995	-0.0268676598	0.147530103	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.0190848	-1.5999999999998654e-05	0.00036422959104	2.5599999999995693e-10	-0.055481	-0.03470949999999999	0.003078141361	0.0012047493902499994	-0.0385159	0.016888800000000002	0.00028523156544000015	0.00148347455281	0.0012364	0.0005362480000000001	1.5286849600000004e-06	2.8756191750400015e-07	-0.000154727	-0.00040762800000000005	1.6616058638399999e-07	2.3940444529000005e-08	0.0	-0.00013264	1.75933696e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
723.1387666033673	-1.7750690399178666	3.1508700964749368	522929.6757646394	1047.185065989003	0.5787132485181701	0.3349090240104533	1096596.5624303927	804.2370593788817	-1.1194344698109262	646797.2476783908	1.2531335322008694	836.1433049938694	698.4005161683846	0.972943	15.714857	0.030615385000000005	0.0239344	0.09734291029999999	0.0812690788	-0.0866122937	-0.0455920649	0.0096746615	0.0975990481	-0.07361338320000001	-0.0637190335	0.07137599929999999	-0.0467886435	0.046503115	0.11921387060000001	-0.053859646799999994	-0.058872438799999996	-0.0240670943	0.0330849083	-0.0720040857	-0.0189673927	-0.046390008600000004	-0.0015537015	0.0523852659	-0.0517315521	0.06613863	0.0194012453	-0.05903872070000001	-0.12220111369999999	-0.1100038119	0.018929835	-0.0888238562	0.0941565371	0.0071785721	0.0157082708	-0.0763190569	0.0832295029	-0.028761241899999998	0.0823514635	-0.136961909	0.0270743333	-0.022961760600000002	0.0133737988	0.021091596400000003	0.0040370041999999995	0.0316005818	-0.1602933624	0.086132247	0.0469905079	0.012672812299999999	0.1067655527	0.06838362049999999	-0.030335332000000007	0.0350689937	-0.0256520946	-0.0173214284	-0.010148233100000001	0.1033660795	0.0066631329	-0.0094455925	-0.0461244083	-0.0713140281	-0.0529247978	0.0322192096	-0.0793156458	0.055531275199999994	0.034639259900000004	-0.0350664812	-0.048140465300000004	-0.0004640085	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.0190911	6.29999999999728e-06	0.0003644700992099999	3.9689999999965724e-11	-0.0554524	2.8599999999996687e-05	0.00307496866576	8.179599999998103e-10	-0.0147457	0.0237702	0.0005650224080399999	0.00021743566849	0.00127075	3.434999999999983e-05	1.6148055625e-06	1.1799224999999884e-09	-5.28713e-05	0.0001018557	1.037458362249e-08	2.79537436369e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
724.2797365934875	1.1409699901201975	1.3018125183548837	524581.1368399317	1044.456877598102	-2.728188390901096	7.443011896247509	1090890.1691619763	802.4641875790184	-1.77287179986331	643948.772346854	3.1430744187505733	834.1220770721823	696.9455486918573	0.927095	14.974331	0.164278595	0.08523120000000001	0.0762163815	0.1035730884	0.013521954	-0.0240628266	0.0673727376	0.014040958400000001	-0.096679659	-0.0350052871	0.1054736952	0.0245844775	-0.057686305099999995	0.1299894707	-0.08057005769999999	-0.0886566049	0.0780423965	0.0175856609	0.0802535237	0.024392940499999998	-0.0068561567	0.1422946055	-0.0044500129	-0.098958819	-0.0829795749	-0.0132536522	-0.0392086082	-0.07636713349999999	-0.0053750637	-0.0756439418	-0.08776972400000001	0.017203445	0.0313599383	0.013979093799999998	0.1021422797	-0.0290231971	0.023833792200000002	0.0488015928	-0.0314951641	0.069077501	-0.0377386057	-0.0785381961	-0.032982882000000005	0.20502861890000001	0.0397432241	0.0098580538	-0.0172980618	0.0177774784	0.029618989300000002	0.16757357720000002	-0.0173040291	-0.0653537485	-0.0374021934	-0.1048089816	-0.0346903746	0.0308992113	0.0866447109	0.007124318	0.0226000115	-0.0427955356	-0.0122078402	0.0011980299	0.0452180474	-0.1064375118	0.144658242	-0.113621208	-0.015446744699999999	0.0456238355	0.0391204722	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.0385376	0.0194465	0.0014851466137599998	0.0003781663622500001	0.00905958	0.06451198	8.207598977639999e-05	0.0041617955635204	-0.014988499999999997	-0.0002427999999999996	5.895183999999981e-08	0.00022465513224999994	0.000490227	-0.000780523	2.40322511529e-07	6.09216153529e-07	0.000555256	0.0006081273000000001	3.6981881300529e-07	3.0830922553599994e-07	0.000212896	0.000212896	4.532470681599999e-08	4.532470681599999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
724.6295418159928	0.3498052225052106	0.1223636936919199	525087.9728724556	1046.0049191530288	1.54804155492684	2.3964326557803086	1094126.2908923344	802.0977504502458	-0.3664371287725317	643360.8012773448	0.13427616934305694	832.8673838986191	705.0787885435367	0.885224	14.298026	0.15615562999999996	0.0900868	0.025189755	0.0884320522	0.0566089528	-0.047845107000000005	0.050290490800000004	-0.0735271148	-0.07876945490000001	-0.0434639132	0.0696876622	-0.0119984054	-0.13701239699999998	0.055478667999999995	-0.0107525547	-0.10407416550000001	0.0594331395	0.0454345193	0.006569919499999999	0.1060271536	0.0417908708	0.1082664821	-0.0267661454	-0.09297535230000001	-0.0381180115	0.0882776026	-0.1097428711	-0.0319716732	-0.0776546346	-0.0681028575	-0.0379294398	-0.013963096999999999	-0.1670740976	-0.06872468429999999	0.1355153848	-0.0725460216	0.0177668932	0.050133398499999995	-0.056759926399999994	-0.0873358922	0.0463745831	-0.1143814291	0.1093313047	-0.1480358624	-0.0792228929	-0.058997237699999996	-0.1104432922	0.050417612199999996	0.027951183900000003	0.0849905575	0.0828761693	-0.0353711563	0.0011104635	-0.0539808666	-0.1052608384	0.0001326274	0.0435941428	-0.0359909513	-0.021433922	0.038342983399999996	0.015256125	-0.0270003668	0.006152329200000001	-0.08071158490000001	0.2155838766	-0.0745596355	-0.1282509199	0.0848050448	0.0199787704	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.0384873	-5.029999999999618e-05	0.00148127226129	2.530089999999616e-09	-0.07237209999999998	-0.08143167999999998	0.005237720858409997	0.0066311185076223965	-0.00164675	0.013341749999999998	0.00017800229306249993	2.7117855625e-06	0.00100716	0.000516933	1.0143712656e-06	2.67219726489e-07	-0.0	-0.000555256	3.0830922553599994e-07	0.0	0.000367345	0.000154449	2.3854493601e-08	1.3494234902499998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.8798222068068	1.250280390814055	1.563201055654146	526901.5162869855	1049.8975249144858	3.8926057614569354	15.152379614127721	1102284.812821563	803.3074573540456	1.20970690379977	645302.8710406218	1.4633907931008256	834.061557199373	707.684009514818	0.907508	14.657956	0.183599394	0.09026	-0.0093686513	0.1053978849	0.0551102021	-0.0037016105	-0.003375412	-0.0342281788	-0.0422522358	0.0535042229	0.09882176050000001	0.04617610900000002	-0.0818312382	0.025070638	0.027315252	-0.1291445213	0.0765303685	-0.0167111973	0.0774901696	-0.045512948	0.0281461701	0.062389087300000014	-0.016475928799999998	-0.041462214	0.0627842421	0.0185682714	-0.0917180245	-0.0545410488	0.0071691113	0.010515227299999999	0.0772672507	0.0692959277	-0.1421642185	-0.2046207597	0.10696341720000001	0.0265988342	0.0759956774	-0.023665930699999997	0.049790233600000004	0.1691970695	-0.054721666399999994	-0.0567383398	0.11914038	0.0459315049	0.0388022231	-0.0544245609	-0.0741183975	0.0522959629	-0.0474769043	0.0818818994	0.005287541999999999	0.0682112686	0.0101699286	-0.0346162061	-0.0698399812	-0.040851809700000005	0.115180329	0.0268039861	0.11462927740000001	0.0812362673	0.10210632789999999	-0.0281079379	0.0059019632	0.0211058801	0.1574832696	-0.0017092707999999998	-0.051994711900000004	-0.0625357779	-0.0359549717	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.0197132	-0.0187741	0.00038861025424	0.00035246683081000007	0.000337194	0.07270929399999998	1.1369979363600002e-07	0.005286641433978433	-0.0427377	-0.04109095	0.0016884661719024994	0.00182651100129	0.0007175939999999999	-0.00028956600000000016	5.149411488359998e-07	8.384846835600005e-08	0.0005490240000000001	0.0005490240000000001	3.0142735257600014e-07	3.0142735257600014e-07	0.00018543400000000005	-0.000181911	3.309161192099999e-08	3.438576835600001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727.142070549549	1.2622483427421685	1.593270878755351	528735.5907630853	1051.158066795932	1.2605418814462157	1.588965834879965	1104933.281390161	803.6520827489627	0.3446253949171023	645856.6701067457	0.11876666282176873	834.5768816525073	715.9689886448044	0.909676	14.69298	0.04287159399999999	0.020120500000000003	-0.052551781299999996	0.0664703968	0.0670317436	-0.025241826800000002	0.0873945077	-0.0683427066	-0.0200425709	0.045659343	0.0771090535	0.0352668517	-0.06442131849999999	-0.0133468519	0.0359415718	-0.1436917071	0.062441563	-0.0645248345	0.144807099	-0.09135645369999999	0.03130467	0.0034594684000000004	0.0192007479	0.00180896	-0.0805453673	0.0103727571	0.0393986917	0.0336985112	0.018839650700000002	-0.1016211004	0.0815740494	0.0546157538	0.0009286327	0.19655806120000002	-0.0105050527	-0.02242998	0.000936918	-0.0882309333	-0.00043934489999999997	-0.1273054622	0.04645161019999999	-0.006328969100000001	0.0649354394	-0.0349060008	-0.030267731699999998	0.0132983074	-0.0797434651	0.011335196	-0.082440605	0.0750600629	-0.0402227157	-0.0181224897	-0.02242168	-0.1137263223	-0.052538477800000004	-0.066549593	0.0150292505	0.0696970181	0.0726202462	0.0502695522	0.0837220871	-0.013571533700000001	0.0183724501	0.0747503267	0.0560856021	-0.0193668464	0.1055916544	0.0405989167	0.12748653640000002	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.0223278	0.002614599999999998	0.0004985306528399999	6.83613315999999e-06	-0.00927085	-0.009608044	8.594865972250003e-05	9.231450950593603e-05	-0.0562116	-0.013473900000000004	0.0001815459812100001	0.0031597439745599996	0.000698013	-1.958099999999985e-05	4.872221481690001e-07	3.834155609999942e-10	0.000410538	-0.00013848600000000006	1.9178372196000017e-08	1.68541449444e-07	0.0	-0.00018543400000000005	3.438576835600001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727.3508187734848	0.2087482239357996	0.043575820996350746	529039.2135704587	1046.6764799404752	-4.481586855456727	20.084620743002507	1095531.653660584	803.8880012767613	0.2359185277986171	646235.9185967462	0.05565755175866687	833.7307353509999	720.6408578902713	0.925183	14.94345	0.11604999999999994	0.0654606	-0.0688927094	0.0259629285	0.0594293104	0.0027032878000000002	0.052500749400000005	-0.1075633552	-0.046358423200000005	0.028400187	-0.0570526654	0.0052588951	-0.073195997	-0.08174531759999999	0.0193820029	-0.0257949035	0.0197689139	0.0514692863	0.0281141316	-0.0337986297	0.0009620398	-0.022412843	-0.011345035600000001	-0.0065348137	0.0102215237	-0.1083874392	-0.09287859970000001	0.038575622999999996	-0.1035398734	-0.1200859644	0.025628617700000002	0.061546477999999995	0.1784689532	-0.038856106200000004	-0.1533967008	0.0031746135	-0.0024565146	-0.1058117277	0.1399683154	-0.12385317929999999	0.0851712582	-0.0180755793	0.021059930600000002	0.0212500272	0.1007366535	0.0419979841	-0.088018496	0.0164651657	-0.0479349085	-0.0165792454	0.07294858650000001	0.020408179199999998	-0.0167724121	-0.0900931965	-0.010406415	0.06418618820000001	-0.0063703898	-0.0454272008	0.1086981633	-0.0025618667	-0.027082808700000002	-0.1032898395	0.1371790114	0.096727281	0.0079159283	-0.046132577300000005	-0.0689469146	0.0300103341	0.072949891	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.0122618	-0.010066	0.00015035173923999998	0.00010132435599999997	-0.0659389	-0.05666805	0.0043479385332100004	0.0032112678908025	-0.06662430000000001	-0.010412700000000009	0.00010842432129000022	0.004438797350490001	0.00106554	0.000367527	1.1353754916e-06	1.3507609572899998e-07	-0.0	-0.000410538	1.68541449444e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
