global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
767.4065536154086	n/a	n/a	588912.818531879	1183.5332575033585	n/a	1400750.9716165112	n/a	809.3099722638823	n/a	654982.6312057659	n/a	859.109591977951	726.3691695162978	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0
759.2517101143002	-8.154843501108418	66.50147252757017	576463.1593114893	1154.176107884465	-29.357149618893573	1332122.488011332	861.842233746103	808.9989884391142	-0.31098382476807274	654479.3632955101	0.09671093926737936	852.9450870755047	698.4812795257228	1.464625	26.854866	0.130018	0.07552539999999999	-0.0124778064	0.0743352347	-0.031254488500000004	0.0851248161	-0.07692847629999999	0.09477300050000001	0.1451917989	-0.155492021	-0.1373879999	0.2568205257	-0.10502798220000001	-0.0042590878	0.1017067308	-0.0565742685	0.0737857703	-0.0679131135	0.0553100096	-0.10061762980000001	0.132100702	-0.0801647575	0.008417975500000001	-0.1062919475	0.0291580372	-0.0743065346	0.0231786059	-0.0288165794	0.0375631059	-0.006315083399999999	0.10615558550000001	-0.0134277315	0.09742207970000001	-0.012388926599999999	0.024211818599999997	-0.020893161599999998	0.047515775700000006	-0.0419081382	0.0191382692	-0.0219160627	0.04571406769999999	-0.1788513709	0.05279557730000002	-0.0369740259	0.0762970553	-0.1432152872	0.0193676788	-0.10149769269999999	0.06570393620000001	-0.0065171176	0.0481231571	-0.006667294	0.1952284838	-0.0784615306	-0.0647294972	0.0241468283	-0.19673488109999998	0.0048759612	-0.15355727789999998	0.0277350997	-0.0629388507	0.0176674478	-0.0964192044	0.073795908	-0.1007199437	-0.12483421019999999	0.0122678775	-0.1995239318	0.0378708818	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.017583500000000002	-0.017583500000000002	0.00030917947225000015	0.00030917947225000015	0.0200385	0.0200385	0.00040154148224999997	0.00040154148224999997	0.0710697	0.0710697	0.00505090225809	0.00505090225809	0.000426526	0.000426526	1.81924428676e-07	1.81924428676e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
758.455229019708	-0.7964810945921954	0.6343821340427818	575254.3344273377	1142.1818530673272	-11.994254817137744	1304579.3854763135	143.86214861843197	808.9702890747144	-0.028699364399813018	654432.928605627	0.000823653516953255	851.0181309068347	700.9768305120108	1.060463	19.444281	0.1136018	0.07731289999999999	-0.0227896623	0.0553455548	-0.1375043431	0.006082354599999999	-0.0044858044	0.049937256500000006	0.0830848654	-0.0676725764	0.1327309434	0.1131529112	-0.049492810400000004	0.0586871563	0.0313740352	0.028988475299999997	-0.047462570999999995	-0.0102739801	-0.0317696031	-0.0343436041	0.029945259100000007	0.10451213710000001	0.0766212938	0.1942529835	0.021359686800000003	-0.0720693971	0.11640686730000001	0.033227224900000005	-0.0110390807	0.0016750788	-0.021218155899999997	0.1557388457	0.038874735	0.023023805	-0.108265215	0.0309845181	0.049955747300000006	-0.15689381060000002	-0.0798226609	0.0753417681	0.0332282232	0.0361134157	0.0637328085	0.068194595	0.0806369116	-0.073665944	0.0637514255	0.026278450800000002	-0.0488651009	-0.028033506200000002	0.0731890581	-0.0454664758	0.0745453367	-0.11713506109999999	-0.090475548	0.0792547973	-0.0085066948	-0.139541916	0.051612641699999996	-0.0020421221	0.041215472	0.10341930099999999	0.0883006024	-0.1413675137	0.0008170641000000001	0.051434441799999994	0.1433704628	-0.22006398149999998	-0.1116993106	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.021730000000000003	-0.004146500000000001	0.0004721929000000001	1.7193462250000006e-05	0.08658389999999999	0.06654539999999999	0.007496771739209998	0.0044282902611599995	0.062233400000000015	-0.008836299999999991	7.808019768999985e-05	0.0038729960755600006	-0.000254946	-0.000681472	4.6440408678400004e-07	6.499746291599999e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
759.0895854366977	0.6343564169897036	0.4024080637760147	576216.9987184575	1137.6443784037324	-4.537474663594821	1294234.731713615	20.588676322764933	809.691682695654	0.7213936209395797	655600.6210265196	0.520408756332318	848.5659587501042	701.4965443793169	1.061279	19.459251	0.14816435	0.0667779	-0.0490530872	0.037981031400000004	0.0647381752	-0.029835398500000002	0.1222618292	-0.1036654108	0.066938736	-0.043718590300000006	-0.0393587079	0.2458738534	-0.0236231116	0.1250539371	-0.072309576	-0.0745474992	0.07046992349999999	0.019299909599999998	-0.0913217075	-0.0337747208	0.0192753885	0.1315383439	0.0420827271	0.0597345946	0.12868562779999998	0.0511009075	0.0603696547	0.1526111558	0.0619301821	-0.025243290800000002	0.0893428151	-0.0540316608	-0.12984658289999998	-0.1304210428	0.0820914646	-0.0927680211	-0.1684057554	-0.042608500099999995	-0.1232910489	0.0041500355	0.0099730116	0.098031156	0.0382394449	0.0090758759	0.1245675363	0.0714288507	0.0868786666	-0.0556921929	0.025793351800000003	0.1036117898	0.0303414564	-0.1666767336	0.0800372987	-0.08021495690000001	-0.0564546844	0.049845164500000004	-0.0027722136999999997	-0.036621617599999996	0.006004844499999999	0.10495251230000001	-0.2166163	0.0292592733	-0.020064762	-0.09952882789999999	0.1469219638	0.0682656155	0.0644228032	0.1371991875	0.0082227805	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.0532047	-0.031474699999999994	0.0028307401020900005	0.0009906567400899996	0.113363	0.026779100000000014	0.012851169769000002	0.0007171201968100008	0.105332	0.04309859999999999	0.0018574893219599987	0.011094830224	0.000248412	0.0005033580000000001	2.53369276164e-07	6.1708521744e-08	-0.0	0.0	0.0	0.0	-0.000432881	-0.000432881	1.87385960161e-07	1.87385960161e-07	0.0	0.0	0.0	0.0	0.0
761.7530077947242	2.663422358026537	7.093818657235639	580267.644884309	1134.592123651026	-3.0522547527064035	1287299.287050945	9.316259075418827	810.6989148778157	1.0072321821617152	657232.7305840679	1.0145166687822509	849.6146870006952	698.5209983877554	1.132525	20.765581	0.19743074	0.0992056	0.0152788367	0.0394222775	-0.047621902800000004	0.1305115338	-0.027704004900000002	-0.0847312364	0.0228361879	-0.1467673697	0.10264302759999999	0.0064016420999999995	-0.1280300034	0.07658288320000001	-0.0546907466	0.09497406050000001	-0.0505287092	-0.0141559434	0.0244180843	-0.0474513395	0.1457440136	-0.06495877809999999	-0.1140969193	-0.0678250181	-0.1174241243	0.0927312885	0.0626450437	-0.039119871699999996	0.04726212230000002	0.0522984576	0.0542222544	0.1216267933	0.1032829926	0.0034613537	-0.0480314668	0.06701400889999999	-0.060906077	0.0043708384	0.034907927400000004	-0.0096211409	-0.0337076216	-0.102214495	-0.0966087118	-0.07800288059999999	-0.172454828	-0.0078968374	0.1349383404	0.1635337872	-0.0234816786	0.0281340229	-0.0141637142	0.0524198909	0.17480986269999998	-0.0080295247	-0.044013561500000006	-0.0710472306	-0.0739248537	0.0734941961	-0.1079173092	-0.10124434869999999	0.0149318478	0.00047572959999999997	0.0305211242	0.0084850362	-0.045467827999999995	-0.0799568783	-0.0013786310999999998	-0.0601566024	0.0622061324	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.013137	0.0400677	0.00017258076900000002	0.0016054205832899998	0.0453093	-0.0680537	0.0020529326664900003	0.004631306083689999	0.0473555	-0.057976499999999986	0.003361274552249999	0.0022425433802500004	7.725600000000001e-05	-0.00017115599999999997	2.9294376336000002e-08	5.968489536000001e-09	-0.00011228500000000005	-0.00011228500000000005	1.2607921225000011e-08	1.2607921225000011e-08	-8.96652e-05	0.0003432158	1.1779708536963995e-07	8.03984809104e-09	0.0	0.0	0.0	0.0	0.0
760.929362823334	-0.8236449713901948	0.6783910388963548	579013.4952067251	1139.33367078438	4.741547133354061	1298081.21338301	22.482269217818107	810.4055238522777	-0.2933910255379715	656757.1130902846	0.08607829386622264	849.8213915007408	720.8768421407939	1.159152	21.253809	0.21029782	0.130101	0.07350844990000001	0.011194783600000001	-0.0326515546	-0.1360686269	0.0822629978	0.0571187937	0.007794662	-0.1179695311	0.042867683200000006	-0.0039006051	-0.1119445828	0.023509634900000003	-0.1011668687	0.0195190461	0.0286359285	0.0104607785	-0.1255079024	0.0664729072	0.1192405568	-0.0104139929	0.070723832	0.0024206696	-0.028097177200000004	0.1336372047	-0.0801637601	0.11435287890000001	-0.15094019960000002	-0.1009516857	-0.104987864	0.0240438657	-0.2165939747	-0.0464865234	-0.136428038	-0.0188879788	0.0195474951	0.1298313762	0.0539120309	0.07132921440000001	0.0541450766	-0.12523212109999998	-0.0006910544999999999	0.002462451	-0.0187764527	-0.051910327199999995	-0.0012034559	0.1233894307	-0.0053464836	0.13776855470000002	0.0148189501	-0.0976791787	-0.0325266382	0.1063070321	0.022990569500000002	-0.0231465529	-0.1385665124	0.0298573254	0.0960650339	-0.17313204489999998	0.0246931642	0.1188762715	-0.0475517815	0.0492367538	0.0341178598	0.0385929878	-0.0099559352	0.1750607555	-0.0239675147	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.0211603	-0.008023299999999995	0.0004477582960899998	6.437334288999991e-05	0.170779	0.1254697	0.029165466841	0.015742645618090002	0.0703438	0.0229883	0.0005284619368899999	0.004948250198439999	0.000775533	0.000698277	4.875907687289999e-07	6.014514340890001e-07	-7.744739999999999e-05	3.483760000000006e-05	1.2136583737600044e-09	5.998099766759999e-09	-0.000432881	-0.0003432158	1.1779708536963995e-07	1.87385960161e-07	0.0	0.0	0.0	0.0	0.0
759.1772378330937	-1.7521249902403042	3.069941981424586	576350.0784438858	1124.961669537134	-14.37200124724609	1265538.7579277758	206.55441985084317	809.4674189317359	-0.938104920541832	655237.5023120064	0.8800408419447971	850.3097218310561	707.7198711663119	1.144621	20.987375	0.248331175	0.18109	0.0697105367	0.0393632548	0.0386405877	-0.0338617346	-0.1428959122	0.0267653273	-0.1417747546	0.0240910401	-0.047206285	0.0022270048999999997	-0.0649102866	0.0649858359	0.0185754436	-0.11354424140000001	-0.0331911112	0.06113394480000001	0.062641159	-0.0789578169	-0.0664977742	0.0756022783	-0.018937703700000003	-0.0715568726	0.0082016711	0.1724150127	-0.0433205773	0.035191992799999995	0.09742646810000001	-0.110967901	0.0174588415	-0.0780385744	-0.0080766502	0.0379279692	-0.1244510777	0.00048295589999999995	-0.009085768000000001	-0.014738188700000003	-0.215324901	-0.22842129190000002	-0.0493510509	0.0790470368	-0.0739922558	-0.0659173628	0.161457765	-0.065903795	0.10349179970000001	-0.101036446	-0.052100414000000005	0.08967348380000001	-0.015772278	0.0381733649	-0.018483187800000002	0.0148358146	-0.181201592	-0.0135302473	0.09055200320000001	-0.050855820700000005	-0.016373165800000002	0.1655642093	-0.0807661235	0.0458036056	-0.0231631433	-0.0762888876	-0.0532752987	-0.1029666033	-0.0736332747	0.1661399168	-0.0136161289	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.00232711	0.02348741	5.415440952099998e-06	0.0005516584285080999	-0.00678197	-0.17756096999999998	4.59951170809e-05	0.031527898067340895	0.0516158	-0.018727999999999998	0.0003507379839999998	0.0026641908096400003	0.000801547	2.6013999999999985e-05	6.767281959999992e-10	6.42477593209e-07	-0.000205548	-0.00012810059999999998	1.6409763720360004e-08	4.2249980304000004e-08	-1.58997e-05	0.0004169813	1.7387340454968994e-07	2.5280046009e-10	0.0	0.0	0.0	0.0	0.0
759.0716807595546	-0.10555707353910293	0.011142295774139584	576189.8165311352	1132.2134475057933	7.251777968659326	1281907.2907129538	52.58828370673277	808.1682173643779	-1.2992015673579544	653135.8675579164	1.6879247126253654	848.3643654266517	719.0927836692592	1.113458	20.415983	0.259405695	0.166179	0.0874605834	0.0098637427	-0.09551824630000001	0.0221221061	0.0255261101	0.08926270300000001	-0.0647787271	-0.0201525639	0.0132166807	0.0187279306	-0.029231643199999997	-0.0403320742	0.0103611565	-0.0530619843	0.023662337599999996	-0.09146473	0.0383136304	0.0517003026	-0.0454372705	-0.0164991156	-0.1035032477	0.001770695	-0.1364545782	-0.0550642884	0.010469011700000001	0.0039648594	0.0032801045	0.0904107644	-0.0830047038	-0.08497157849999999	0.0579233507	0.0456904276	-0.00011523780000000001	0.1459942072	-0.0627403747	0.0484223668	0.0397263956	-0.0212587739	0.044965839	0.0953060247	-0.0526690966	-0.054098399400000004	0.0929679582	-0.0755259631	-0.0352877715	0.0084932137	0.0724344571	-0.028302876400000006	-0.11652495310000001	0.0005944716	-0.0749760671	-0.0711078052	-0.0411140392	-0.1149823041	-0.0466197257	-0.00026053080000000003	-0.0208758811	0.026768959199999998	0.1173734651	-0.0024872741	0.0940681618	0.0580570886	-0.0168966982	0.0766960376	-0.2099650227	0.0653553952	0.0717660913	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.016030600000000002	-0.018357710000000003	0.0002569801363600001	0.00033700551644410013	0.150561	0.15734297	0.022668614721	0.0247568102084209	0.0812485	0.0296327	0.0008780969092899997	0.006601318752249999	0.000342631	-0.00045891599999999997	2.1060389505599998e-07	1.17396002161e-07	-0.0	0.000205548	4.2249980304000004e-08	0.0	-0.000432882	-0.00041698230000000003	1.7387423851328998e-07	1.87386825924e-07	0.0	0.0	0.0	0.0	0.0
758.4888095108798	-0.5828712486747918	0.33973889253171097	575305.2741532318	1126.0724466817564	-6.141000824036838	1268039.1551758372	37.71189112082112	808.5366887704671	0.3684714060891565	653731.5770879112	0.13577117710532008	848.3435799751738	714.0691702021202	1.25621	23.03343	0.265153445	0.151426	0.10554741779999999	0.0641566309	0.0059764171999999996	0.060616573300000004	0.0591752084	-0.0362260753	-0.0921353202	-0.0381183193	0.1035945196	-0.0316797077	-0.0389135317	0.06904131690000001	0.0515294985	0.1415198608	0.0354497153	0.0773337009	0.0286164444	0.10263051640000001	0.0370228677	0.046551776600000004	-0.0447355209	0.0662699264	0.0794557286	0.050212657599999995	0.13449433130000002	0.0219457271	-0.0700137783	-0.007028795500000001	0.037814437299999996	-0.0621086287	0.05278516900000002	-0.1672071687	-0.0878690414	0.0362009045	0.0910887869	-0.0713217453	-0.0014610973999999999	-0.0330939212	0.10940357789999999	0.050597602199999994	0.1247341448	0.126541192	-0.1022475307	-0.0209432204	0.1175187064	0.10620016380000001	0.0118188776	-0.0468737617	0.060016030899999996	0.0605262561	0.0046219476	0.12882743900000002	-0.09387853619999999	0.0015390476999999998	-0.1287667139	-0.048764257000000005	0.0411440032	0.057958389400000004	0.0739720592	-0.0637583717	0.128684715	0.011371288899999998	0.077769648	0.0476703932	0.0854398585	-0.1202850345	-0.1149416237	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.00332081	0.019351410000000003	1.10277790561e-05	0.0003744770689881001	0.0207145	-0.1298465	0.00042909051025	0.01686011356225	0.0315034	-0.049745099999999993	0.0024745749740100005	0.00099246421156	0.00105685	0.0007142190000000001	5.10108779961e-07	1.1169319225e-06	8.030899999999999e-05	8.030899999999999e-05	6.449535480999999e-09	6.449535480999999e-09	9.67987e-05	0.0005296807000000001	2.8056164395249013e-07	9.369988321690004e-09	0.0	0.0	0.0	0.0	0.0
759.2211056262724	0.7322961153926144	0.5362576006191132	576416.6872283795	1125.8500123382946	-0.22243434346182767	1267538.250282138	0.04947703715129432	807.5924530259509	-0.9442357445161632	652205.5701844727	0.8915811412219933	847.3286706763727	713.8039077428651	1.280768	23.483723	0.17862722500000006	0.0997248	0.10985523109999999	0.0269367825	-0.0038116878999999997	-0.11659299199999999	-0.0861400567	0.0052387381	-0.1140641865	0.0127469488	0.0220950329	0.0833649776	0.0354721374	0.09915423890000001	-0.0329757361	-0.0121354615	-0.12041739859999999	-0.0612108883	0.0760063825	0.1152187203	-0.0361304508	0.12329881460000001	0.005591429100000001	-0.0430195099	-0.0063809901	-0.04406644059999999	-0.1387071593	-0.1133271759	0.1622789659	-0.0079113988	-0.019637999	0.0662291677	0.0345836756	-0.1493249159	0.022015916400000002	-0.0496834867	0.0739039651	-0.007077810699999998	0.022169152799999998	-0.015699901999999998	-0.0122701142	-0.024391215600000002	0.038144666	-0.0593373296	-0.1325116627	0.0158253426	0.0854643284	-0.032327360699999995	-0.039878812	0.0029198762	-0.059631495300000004	-0.0164519058	-0.1853146677	-0.08560107619999999	-0.031073602999999998	0.0036817841999999996	-0.0202381776	-0.0182053621	0.0578693486	-0.0550289514	-0.0696374698	-0.123852216	-0.11454425189999999	-0.048306285	0.009628478499999999	-0.1019090259	-0.1205454863	0.0117876072	-0.0653423043	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.00454043	-0.00786124	2.06155045849e-05	6.179909433760001e-05	0.107826	0.08711150000000001	0.011626446276	0.007588413432250002	0.0487466	0.0172432	0.00029732794624000005	0.0023762310115600003	0.000555601	-0.000501249	2.5125056000100013e-07	3.0869247120100003e-07	-0.000216987	-0.000297296	8.8384911616e-08	4.7083358169e-08	-0.000432882	-0.0005296807000000001	2.8056164395249013e-07	1.87386825924e-07	0.0	0.0	0.0	0.0	0.0
