global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
764.7746445781962	n/a	n/a	584880.2569897063	1191.1044666818873	n/a	1418729.850549543	n/a	810.2958263757847	n/a	656579.3262420158	n/a	858.6650030976961	704.9927604538202	n/a	n/a	n/a	n/a	-0.0106253967	-0.10868086869999999	0.0407551503	0.0292259102	0.0850958873	0.6402926547	0.2149254821	-0.1667440456	-0.1067665874	0.026581811400000002	-0.1137549344	0.0847575635	-0.106153123	0.061878436399999986	0.116965419	-0.0377058634	0.0348767119	-0.10256033390000001	0.028746677999999998	-0.0008934129	-0.0983070805	0.048036332	-0.1329950943	0.0394356869	-0.1343012224	0.09163389529999999	-0.0310318679	0.0878669222	-0.0486902845	0.015882838899999998	-0.2653239412	0.068912851	-0.10749841119999999	0.0800075019	-0.0275383921	0.2028376362	-0.0618389371	0.0636154525	-0.0559487169	0.031243564900000007	-0.1480649886	0.0252978902	-0.2418610473	0.20763021329999998	-0.1090670214	0.4583965527	0.3531353672	-0.0640493818	0.11928472550000001	-0.0110021104	0.18865402109999999	-0.1270999831	0.304626839	-0.0956597926	0.0705728317	-0.028688860899999998	0.0593839257	-0.041527684599999996	0.11250323	0.1124865505	0.11245875300000001	8.944099999999996e-06	n/a	7.999692480999993e-11	n/a	-0.097669	n/a	0.009539233561	n/a	-0.0216563	n/a	n/a	0.00046899532969	-0.000959751	n/a	n/a	9.21121982001e-07	-0.000817074	n/a	n/a	6.67609921476e-07	0.000219846	n/a	n/a	4.8332263716e-08	0.0	0.0	0.0	0.0	0.0	0.0
762.7130838068628	-2.0615607713334607	4.250032813901015	581731.2482101745	1152.2914650365265	-38.81300164536083	1327775.6203960243	1506.4490967227825	810.6774610357561	0.3816346599713825	657197.94583138	0.1456450136914727	851.5534941284784	697.9021038663388	1.140472	22.385826	0.08995200589999998	0.0466525	0.0076135575	-0.0752955788	-0.0293430577	0.0488387341	0.0970474643	0.2086093864	-0.0012237058000000001	-0.1526045492	-0.0597711129	-0.0357715623	-0.1094671806	-0.0252738345	0.09579805710000001	-0.09196829179999999	0.0711430991	-0.00034786059999999995	0.0397120526	0.0947693053	0.1132756842	0.0619120566	-0.1219876491	-0.1508264962	-0.1435678386	0.0368351047	-0.0066262184	-0.0132754318	0.034834086	0.045962318700000004	0.07974496889999999	0.1671503581	0.0896292307	0.1038486011	0.132231206	0.069415009	-0.038993267000000005	0.04342826809999999	0.1566843813	-0.0849940842	-0.0361728081	0.1057488578	0.0163326131	-0.0563698699	0.08874932220000001	0.14137852509999999	0.0529790475	0.13255973599999998	0.09857701619999999	-0.1488962459	-0.12719329199999999	0.1698675381	0.1231050111	0.009299003	-0.019894584	-0.10743472429999999	0.1225332393	-0.0321362122	-0.0317557579	0.14878373039999998	0.11245875300000001	0.1123086861	0.11205872300000001	0.016194999999999998	0.016186055899999996	0.0002622780249999999	0.00026198840559792466	-0.137781	-0.04011199999999998	0.018983603961	0.0016089725439999984	-0.0381474	-0.016491099999999998	0.00027195637920999995	0.0014552241267599998	-0.00114995	-0.00019019900000000005	3.617565960100002e-08	1.3223850025000002e-06	-0.0008636129999999997	-4.653899999999974e-05	2.1658785209999757e-09	7.458274137689995e-07	0.000326365	0.000106519	1.1346297361e-08	1.06514113225e-07	0.0	0.0	0.0	0.0	0.0	0.0
760.3059297618312	-2.407154045031575	5.7943905965118745	578065.1068310025	1138.4394089345806	-13.852056101945895	1296044.2878153173	191.8794582514564	812.1968008327092	1.5193397969530906	659663.6432828875	2.3083934186054584	849.8247122236661	688.7139305454492	1.087875	21.353426	0.263635885	0.146065	0.013026962	-0.0799144046	0.0666480409	-0.054756221900000006	0.0656310383	0.0595034095	-0.0029883967999999998	0.11434670400000001	0.028087443900000002	0.0689662545	-0.13166066880000002	0.0209145011	-0.0232376251	-0.0041337448	-0.0338231339	-0.0298593635	-0.09502023960000001	0.0495556339	-0.0072022345	-0.0517656483	0.0061384975	-0.0830320745	-0.0202173688	0.016254666100000002	-0.0524891211	-0.046254368399999995	0.0953190757	-0.0285701785	-0.027774638900000002	0.0388986786	0.0789268241	0.19061742489999997	0.0763700145	0.1256709006	0.09702598189999999	0.0359347427	-0.0887441168	0.0018493655	-0.0702492536	-0.0279596523	0.0443698314	-0.08796803119999999	-0.094307135	-0.0380831777	-0.0444810883	-0.08198916860000001	0.049878921500000006	0.0083525158	-0.061282672300000014	-0.0038839137	0.1100543507	-0.06682618629999999	-0.0414029231	-0.0717053148	0.0172052258	0.0450461681	-0.077586956	-0.0044227724	0.1123698164	0.11195323859999999	0.1112600859	-0.005439	-0.021634	2.9582721e-05	0.0004680299559999999	-0.00794185	0.12983915	6.30729814225e-05	0.016858204872722497	0.0228355	0.060982899999999986	0.003718914092409999	0.0005214600602499999	-0.000917355	0.00023259500000000005	5.4100434025000026e-08	8.41540196025e-07	-0.0004763080000000001	0.0003873049999999997	1.5000516302499974e-07	2.2686931086400003e-07	-7.73317e-05	-0.00040369669999999996	1.6297102559089002e-07	5.9801918248900015e-09	0.0	0.0	0.0	0.0	0.0	0.0
759.5156774414875	-0.7902523203437113	0.6244987298086196	576864.0642794017	1139.970945669327	1.5315367347463962	1299533.7569702195	2.3456047698776534	812.7068628505885	0.5100620178793633	660492.4449244454	0.260163262083168	854.1928703594417	687.4095240956544	1.055372	20.715439	0.231026085	0.136578	0.0136283975	0.0212057433	-0.046906207699999994	0.138623633	-0.07284070940000001	0.0340944642	-0.1452257374	-0.030541082599999998	0.1125531462	-0.053601291399999994	0.0867548791	0.015109753500000003	-0.060323645499999995	-0.052614963	0.1254965406	0.0296126138	-0.06670020110000001	0.1862649869	-0.0599026995	0.0082898345	-0.081478636	-0.0536883242	-0.0630077107	0.0095519057	-0.0718217635	0.1376340001	-0.0870985313	-0.0688958848	0.0559565035	0.0072559865000000005	0.0880357224	0.0199896114	0.0468129121	0.12456482640000001	-0.0043000146	0.0721117858	-0.0248134112	-0.0045316145	0.1404399741	0.0059997685	0.0591925466	0.0951666237	-0.0595212763	0.058541177300000004	0.0785785646	-0.0013410202	-0.0299265135	0.0298427741	-0.11536467980000001	0.09110520119999999	0.1163335276	-0.1561300706	0.0202964577	0.0054544259	-0.11723591789999999	0.1265920765	-0.0506322024	0.05864864650000001	0.11223645550000001	0.1114207701	0.1100656827	0.0185298	0.0239688	0.00034335348804000003	0.0005745033734399999	-0.129622	-0.12168015	0.016801862884000002	0.014806058904022503	-0.0277492	-0.0505847	0.00255881187409	0.00077001810064	-0.000810686	0.000106669	1.1378275561e-08	6.57211790596e-07	-0.000607517	-0.00013120899999999994	1.7215801680999994e-08	3.69076905289e-07	0.000380639	0.0004579707	2.0973716205848998e-07	1.44886048321e-07	0.0	0.0	0.0	0.0	0.0	0.0
757.4507805394652	-2.0648969020222694	4.263799215981166	573731.6849398451	1142.357696897791	2.386751228463936	1304981.1076616251	5.696581426574108	812.6280595166256	-0.07880333396292373	660364.3631137564	0.0062099654436720865	852.6276715333972	692.2801323908568	1.077598	21.151691	0.29820951	0.196157	-0.0100707562	0.0237908252	0.1234350899	0.07386891849999999	-0.0892615966	0.047943353499999994	-0.0023128423	0.028794000299999997	0.1334237257	0.1050169935	0.1227549209	-0.040267411499999996	0.0301636293	0.0099531933	-0.0568354811	-0.1040449795	-0.1124266779	0.0442751491	0.06164387070000001	0.0036321424	-0.0094958884	-0.0162840279	0.1440337966	0.0226308368	-0.0640528692	-0.029957310600000002	-0.0936075819	0.0017842895	-0.0778672968	-0.0362759779	0.0472879081	-0.0158718723	-0.0575640052	-0.1153336598	-0.0198786224	-0.0066996339	0.0489415042	0.0718934249	0.077195323	-0.1312386692	0.069780223	-0.0068399815	0.0372861325	-0.043544317199999995	0.0409281595	-0.0397516646	0.0858251208	0.1392626907	0.045713282300000005	-0.09224558140000001	0.036702192200000004	-0.0179492519	-0.028997177000000002	0.05991485110000001	0.049470609299999996	-0.019378086399999998	0.0403899068	-0.08472117130000001	0.11205872300000001	0.1107121224	0.1084797619	-0.00473988	-0.02326968	2.24664624144e-05	0.0005414780073024001	0.0540323	0.1836543	0.00291948944329	0.033728901908490004	0.0307329	0.0584821	0.00342015602041	0.00094451114241	-0.00100358	-0.00019289400000000001	3.7208095236e-08	1.0071728164e-06	-0.0007364449999999999	-0.00012892799999999983	1.6622429183999957e-08	5.423512380249998e-07	4.63924e-05	-0.00033424660000000005	1.1172078961156001e-07	2.15225477776e-09	0.0	0.0	0.0	0.0	0.0	0.0
758.9393651072714	1.4885845678062424	2.2158840155108974	575988.9599094283	1130.1626759221456	-12.19502097564532	1277267.6740475046	148.71853659642937	811.3177741184192	-1.3102853982064744	658236.5306004662	1.7168478247530992	849.9644791303999	686.4158075487612	1.09976	21.586702	0.27004266	0.191712	-0.0303979211	0.0015625113	-0.0453010203	-0.0667884191	0.0469481587	-0.0701411334	0.027809552400000003	0.0057534999	-0.022641127200000003	-0.0435837413	-0.072612457	0.0191509158	0.11423253289999999	-0.0235311981	-0.037884607599999995	-0.0739572815	-0.0231388608	0.004588949	0.0763203607	-0.037790710400000004	0.11299407689999999	-0.0526863955	0.06071767030000001	-0.0804075168	0.0797083233	0.1969858943	0.0199278894	-0.1703012883	-0.0094641988	0.023635142799999998	-0.057533706500000004	-0.0009213495	-0.0070820358	-0.0687108136	0.1929718979	-0.1281983457	-0.0833538682	0.0915727565	-0.0372630475	0.0818792906	0.028110612400000002	-0.0643351454	0.0520909179	-0.0555978861	-0.0279591814	0.055953449	-0.075817921	0.030895380099999998	0.055643403	-0.06807365259999999	0.1034949926	-0.0716751915	-0.0081104927	-0.0057423276	-0.0967588483	0.1321198636	-0.0399713721	0.09313206019999999	0.1118366891	0.10982841609999999	0.1065079649	0.0209076	0.02564748	0.00043712773776	0.0006577932303504	-0.126807	-0.18083929999999998	0.016080015249	0.03270285242449	-0.0253978	-0.0561307	0.00315065548249	0.0006450482448399999	-0.0008999509999999999	0.00010362900000000016	1.0738969641000032e-08	8.099118024009997e-07	-0.0007702739999999999	-3.382900000000009e-05	1.1444012410000058e-09	5.933220350759999e-07	3.53468e-05	-1.10456e-05	1.2200527936000004e-10	1.2493962702399996e-09	0.0	0.0	0.0	0.0	0.0	0.0
760.5616324704324	1.6222673631609723	2.6317513975772537	578453.996786089	1136.821848756896	6.659172834750508	1292363.9158110472	44.3445828430791	810.9330679521303	-0.3847061662888791	657612.4406982544	0.1479988343806867	849.1424356000764	699.2520680069922	0.996285	19.555632	0.16527855500000002	0.0872668	0.0230793793	-0.0724066363	0.0595495134	-0.0094201689	0.0700814394	0.0185652023	-0.008043965	0.042302442	-0.0383203214	0.09073724720000001	-0.08624570349999999	0.045599613399999996	-0.0270901658	0.031410989	0.1409278441	-0.0930867559	0.008575678599999999	-0.044871759500000004	0.0497181035	-0.056703422300000014	0.0967342758	-0.0133237723	0.0032461311	0.049787812699999996	-0.0470143334	-0.0186068003	0.0362332653	0.0046376368	0.13539094210000002	-0.0538330914	0.1437670923	-0.07583295030000001	-0.052330569	0.0148224002	0.15743130060000002	0.044572650899999997	-0.0667334636	0.0420016619	-0.0859132436	-0.0307393903	-0.026742008900000003	0.0350012393	-0.1415674807	0.032915926400000003	0.0711136443	-0.0168003707	0.0873189382	-0.0396753492	-0.0008847883000000002	-0.057968367	-0.0781977632	0.0600948857	-0.0085223609	-0.1294804832	-0.0070463605	-0.005935480799999999	-0.0606126133	0.1592874242	0.1115704417	0.1087710484	0.1041573055	-0.00472916	-0.02563676	2.2364954305599995e-05	0.0006572434632975999	-0.064481	0.06232600000000001	0.004157799360999999	0.003884530276000001	0.0318273	0.0572251	0.0032747120700099995	0.0010129770252899997	-0.0005701090000000001	0.0003298419999999998	1.0879574496399987e-07	3.2502427188100015e-07	-0.000699618	7.065599999999989e-05	4.992270335999984e-09	4.894653459240001e-07	3.40309e-05	-1.3158999999999987e-06	1.7315928099999965e-12	1.15810215481e-09	0.0	0.0	0.0	0.0	0.0	0.0
761.7826206673801	1.220988196947701	1.4908121770855982	580312.7611508615	1131.0379701585116	-5.78387859838449	1279246.8899402865	33.45325164085013	811.3745969852963	0.4415290331660344	658328.736633052	0.19494788712853311	849.9304106633577	699.3415744739771	0.971274	19.064714	0.13180237500000005	0.07179939999999999	0.045983719900000004	0.0077108037	-0.0007740546	0.040164481099999996	0.0450876828	-0.0591731072	-0.048319787	0.0525896722	-0.0184028888	-0.009625845	-0.0872257975	-0.039181026	0.1196823775	-0.11861661230000001	0.0154637552	0.024126337799999998	-0.0069627762	-0.0140707566	0.20304419780000002	0.0723556499	0.0323143606	-0.00039510129999999996	0.0932216343	0.0829239027	-0.1999676844	0.040224972799999995	0.021932236600000002	-0.10147700039999999	0.1646938677	0.0257069084	-0.0542364716	-0.1612125466	-0.033665551200000005	0.0028138143	-0.004585731599999999	0.08539200460000003	-0.035324195600000004	0.0490000492	-0.0393027019	0.0349380007	0.0490809455	-0.09406248789999999	0.0963607485	0.045645635899999995	-0.0187721688	-0.0810644255	0.0052013886	-0.15986511949999999	0.07746575559999999	-0.0507487701	0.1105923659	0.0227631772	-0.0253890936	0.0803913536	-0.0833106964	-0.084518532	-0.049151195599999996	0.1399907156	0.1112600859	0.1075416914	0.1014361455	-0.00475898	-2.9820000000000714e-05	2.26478906404e-05	8.892324000000427e-10	-0.0338331	0.030647900000000006	0.0011446786556099998	0.00093929377441	-0.0302473	-0.0620746	0.003853255965159999	0.00091489915729	-0.0010935500000000002	-0.0005234410000000001	2.7399048048100013e-07	1.1958516025000004e-06	-0.000607005	9.261300000000008e-05	8.577167769000015e-09	3.68455070025e-07	0.000198978	0.00016494709999999998	2.720754579841e-08	3.9592244484e-08	0.0	0.0	0.0	0.0	0.0	0.0
760.7884129961952	-0.9942076711848812	0.988448893442865	578799.0093492693	1130.660790447168	-0.3771797113436151	1278393.823054615	0.14226453464925276	811.4424580780025	0.0678610927061527	658438.8627716708	0.004605127903273052	849.8625005499592	708.122946406603	0.974015	19.118511	0.27774643	0.171373	0.0769772302	0.0767997075	-0.0612185337	-0.1896609729	-0.0229245727	-0.0534543697	-0.1163055449	0.0525320088	-0.026946185600000002	-0.1032380915	-0.054987897599999995	0.014259808899999999	-0.0501532481	0.043788867300000006	-0.0787605125	0.15440978	-0.0638181204	-0.0551507828	0.0131652245	0.0237880908	0.10951590779999999	-0.0064943303	-0.1505504683	-0.0281311552	0.0390556334	-0.0724775501	0.0471664442	0.008595855	0.0023413328	0.0680951646	0.0578069779	0.0390710167	0.0605746883	-0.0377024254	-0.1189229885	0.050176782	0.06220449610000001	-0.0710182666	0.026953151	0.0592322005	-0.0074670047	-0.0124616082	-0.053353176399999994	-0.1057602084	-0.0380479396	-0.11542585640000001	-0.0775645221	-0.1320916923	0.0055389699	0.068903559	-0.0843542044	0.0137298829	0.0152971922	-0.20972169510000002	0.0986572197	-0.0898870975	-0.117490001	-0.0711556653	0.11090574460000001	0.1061422889	0.09835416429999999	0.016403499999999998	0.02116248	0.00026907481225	0.0004478505597503999	-0.177561	-0.1437279	0.031527908721	0.02065770923841	-0.0459815	-0.0157342	0.00024756504964	0.00211429834225	0.00035989400000000003	0.0014534440000000006	2.1124994611360006e-06	1.2952369123600006e-07	-0.000118012	0.0004889930000000001	2.3911415404899997e-07	1.3926832144000002e-08	0.000198978	0.0	0.0	3.9592244484e-08	0.0	0.0	0.0	0.0	0.0	0.0
759.1262172733658	-1.6621957228294375	2.7628946209924767	576272.6137517694	1135.3980124599918	4.73722201282385	1289128.6466980998	22.44127239878285	810.9290366000882	-0.5134214779142212	657605.9024011473	0.26360161398362314	851.0801647208632	702.0341356194017	1.110755	21.802515	0.30944181	0.204268	0.037947019500000005	0.0618357742	0.07930254219999999	0.0778920887	-0.0806425725	-0.0124005291	-0.0070190407	0.0955041764	-0.0273914259	0.08046584009999999	-0.0028396109	-0.0393785223	-0.0687008097	0.054349826799999994	0.0341694549	-0.0674982614	-0.0304699774	-0.0581830301	-0.061478879800000004	0.1307706562	-0.14124079050000002	0.0291071746	-0.0153415901	0.0371702087	-0.0384234657	-0.18302327570000002	-0.053251955700000006	-0.0165704853	0.048775568899999996	0.0067000427000000005	-0.1193441481	0.025769391200000002	0.0660581672	-0.0594003607	-0.0959964185	0.0328538955	0.054764333600000006	-0.1030795074	0.0220445667	-0.083566553	-0.0927243581	-0.012666265	-0.048544357	0.0048715843	0.0492142343	-0.03332942	-0.0119635451	-0.07185885389999999	0.0611268959	-0.1040885914	-0.0636464449	0.007475517199999998	0.0041027427	0.10785643939999999	-0.0255821835	0.0946734207	-0.0238866238	0.0055594684999999994	0.1105075577	0.1045750536	0.09492232490000001	-0.00472081	-0.02112431	2.22860470561e-05	0.0004462364729760999	0.0132745	0.1908355	0.00017621235024999998	0.03641818806025	0.00464096	0.05062246	0.0025626334564516	2.1538509721600007e-05	-0.00022104	-0.0005809340000000001	3.374843123560001e-07	4.8858681600000005e-08	-0.0003366830000000001	-0.00021867100000000006	4.7817006241000024e-08	1.1335544248900006e-07	6.13922e-05	-0.0001375858	1.892985236164e-08	3.76900222084e-09	0.0	0.0	0.0	0.0	0.0	0.0
