global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
756.8213265868062	n/a	n/a	572778.5203766131	1180.73654231002	n/a	1394138.7823462216	n/a	807.972293771133	n/a	652819.227501786	n/a	854.1528630753359	750.5730557408118	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0
749.7900469268537	-7.0312796599524745	49.43889365646139	562185.1144705735	1155.5348002589812	-25.201742051038767	1335260.6746095638	635.1278024070955	808.1420809375287	0.16978716639573574	653093.6229820392	0.028827681872693262	854.2272848635913	731.2576380689695	1.378154	26.19622	0.1808267178	0.138345	-0.0110614368	0.0929194049	-0.1072610136	0.0749098718	-0.0750173417	0.12462258359999999	0.1582822199	-0.2172587239	0.070036497	-0.1563692977	-0.0099091834	0.056027150899999996	-0.0148117583	0.042533988200000004	-0.1610972805	0.05551063690000002	0.0185264361	-0.1032267274	0.10197281119999999	-0.09457076140000001	0.0144125333	-0.0548779561	0.0845709464	-0.0356992454	0.1236785827	-0.1548392724	0.1092645342	0.0133148177	-0.010612695	0.0022070379	-0.057096880999999995	0.0895085168	-0.0504097191	0.0707185448	-0.1004817111	0.0616692537	-0.1399232555	0.0178949068	-0.0504822717	-0.197505262	0.08914504779999999	-0.0898203319	0.2365711046	-0.0477766043	0.0979074225	-0.2469926668	0.1421005004	-0.0114141092	0.20313785829999997	-0.1043947995	0.0598395144	-0.15887097460000002	0.1870820226	-0.0078397715	0.1743074601	-0.0483068129	0.1637021517	-0.0922444572	0.0771962362	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.0293122	-0.0293122	0.00085920506884	0.00085920506884	0.135416	0.135416	0.018337493056000003	0.018337493056000003	-5.68878e-05	-5.68878e-05	3.2362217888399997e-09	3.2362217888399997e-09	0.000245539	0.000245539	6.0289400521e-08	6.0289400521e-08	7.52936e-05	7.52936e-05	5.66912620096e-09	5.66912620096e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.9161167909724	-2.873930135881324	8.259474425926843	557883.6855221054	1139.436366368726	-16.098433890255134	1298315.2330035658	259.15957371891517	807.7962084718257	-0.3458724657029961	652534.7144214573	0.11962776253147026	846.9304498930773	695.7556536893826	1.634149	31.062222	0.4329735078	0.265832	-0.1487548058	0.0191318365	0.1291083867	0.0872220991	0.013094035	-0.0818468392	-0.0863875604	-0.16080243560000002	-0.0156088687	-0.2287562646	0.0551690089	-0.0536890581	0.006875915799999999	-0.0424381367	0.07787316849999999	-0.1093355811	-0.1489401957	-0.0724500936	-0.0257849349	0.0037445782	-0.0793444462	-0.1181862699	0.0851435259	0.0196713654	-0.0029144267999999997	0.0099933282	0.0345048209	0.029212954	-0.0577856254	-0.0887448008	-0.08861960140000001	-0.123589934	-0.0460560312	0.04927748	-0.1131566277	-0.0419017373	-0.1127400386	0.1248137168	-0.176995245	0.08873974130000001	0.0137307795	0.0910958909	-0.0080364114	-0.0799680892	-0.0158145711	-0.070045361	-0.1025746664	-0.1457234748	0.16993898710000002	-0.1283044807	-0.0221374056	0.041448824599999996	0.046395892599999995	0.19628800030000002	0.0079621155	0.1110901367	0.0364782292	0.08750161	0.09019272099999999	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.0391585	-0.0098463	0.00153338812225	9.694962368999998e-05	-0.087686	-0.223102	0.007688834596	0.04977450240400001	0.1352	0.13525688779999998	0.01829442569734178	0.01827904	-0.00062742	-0.000872959	7.620574156810001e-07	3.936558563999999e-07	0.000497701	0.0004224074	1.7842801157476e-07	2.47706285401e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
744.8511865271241	-2.0649302638482823	4.263936994556537	554803.2900708646	1124.8429410939764	-14.593425274749734	1265271.642128947	212.96806124970436	807.1770670170343	-0.619141454791361	651534.8175182219	0.3833361410411629	846.2068086862564	696.9106868643846	1.259741	23.945402	0.32653714999999994	0.222696	-0.1212870999	0.0392910088	-0.0040489368	-0.0144696269	-0.0025750029	0.0157436842	-0.07759137049999999	0.022411948900000003	0.0254193331	-0.061520638600000004	0.05925956070000001	-0.0132887223	0.0135968303	-0.068656661	-0.1156285316	0.0885461751	0.1302739294	0.07467571469999999	0.0580064021	-0.023742723900000002	0.0295246543	-0.0819562287	-0.07764846610000001	-0.0031809149	-0.0983477638	-0.0071075507	-0.0072748493000000004	-0.0189898991	-0.143156688	0.0201982796	0.0919940132	0.0876703643	-0.0768833926	0.006766678000000001	0.0073509789	0.1345202996	0.0088349578	-0.0006191157	-0.1242561315	-0.0085698646	0.075962104	-0.0114878516	0.1372726693	0.027749430099999996	0.11849484619999999	0.0281205486	0.0876063339	0.000547165	-0.0283897317	0.1428698795	-0.0519228274	0.0654713456	0.034526606800000005	-0.10676723699999999	-0.0037174932	-0.049004368	-0.0635586482	0.0132419387	-0.026038855299999997	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.0391648	-6.300000000000749e-06	0.0015338815590399998	3.9690000000009436e-11	0.119753	0.207439	0.014340781009	0.043030938721	0.06737890000000002	-0.06782109999999998	0.004599701605209995	0.0045399161652100025	0.00032486900000000004	0.0009522889999999999	9.068543395209999e-07	1.0553986716100002e-07	0.000570827	7.312599999999996e-05	5.3474118759999936e-09	3.25843463929e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.2738835862727	0.4226970591486179	0.17867280381289016	555433.1615557652	1127.377658225074	2.5347171310975227	1270980.3842650515	6.4247909346792555	807.0475179220151	-0.12954909501922884	651325.6961840853	0.016782968020301183	845.5500838408867	692.0286646143401	1.049403	19.947258	0.2016925	0.15945899999999996	-0.15449906119999998	0.0041862246	-0.0348587395	-0.10470573400000001	0.0186490154	0.0015127937	-0.06134145410000001	-0.021869847	-0.0635765711	-0.0646328118	0.0347738696	0.041791942	0.0793597783	0.0631372354	0.0446613626	-0.0499628746	0.0171212893	0.0034486496	-0.2090517166	-0.0913442082	0.0840675445	-0.09362600480000001	0.1991238554	0.08670330119999999	0.0474891078	0.1517714196	0.0164185713	0.0048757628999999995	-0.1578846779	0.052488799	0.048252633899999994	-0.0977680759	-0.14952226289999998	0.0354311367	0.12237707240000001	0.1436941694	0.04823441269999999	-0.0484109077	0.0966729012	0.0294068435	0.057392715199999986	0.046563210300000005	-0.088950165	0.051781328099999996	-0.1109340212	0.0171624664	0.0142837753	-0.097703687	-0.0640561014	0.0370527125	-0.0556817848	0.0273366377	0.1963820605	0.0313352681	-0.0280655546	0.07079992759999999	-0.1435085217	0.0032359415999999998	-0.0268643224	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.0391662	-1.3999999999986246e-06	0.00153399122244	1.9599999999961494e-12	-0.0373255	-0.1570785	0.00139319295025	0.024673655162250004	0.0906811	0.02330219999999998	0.0005429925248399991	0.008223061897210001	0.000199036	-0.00012583300000000005	1.5833943889000015e-08	3.9615329295999995e-08	0.000270452	-0.000300375	9.022514062499997e-08	7.314428430400001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
744.9868404326386	-0.28704315363415844	0.0823937720482431	555005.3924178057	1127.741339742473	0.3636815173990726	1271800.529364148	0.13226424609769194	805.3749262637683	-1.6725916582468017	648628.7718543704	2.797562855236786	842.2212162266175	706.4414764897166	0.972859	18.492292000000006	0.14080379999999998	0.110288	-0.08602711869999999	-0.024089107599999996	-0.0034381941	-0.006324463000000001	0.1037793691	-0.0599096622	-0.017232377099999998	-0.0632570197	-0.0003583632	-0.043000123700000004	0.0720681182	0.1591964341	0.0092479069	0.106545736	0.048673651	-0.0610172717	0.0737253037	-0.0172738104	-0.0805137916	-0.048637310499999996	0.0703630068	-0.0223582994	-0.0499490118	-0.0710914532	-0.0789704537	-0.0576113132	0.0578864773	-0.0635862591	-0.049693517199999995	0.1212887472	0.0645417533	-0.0094688702	0.0526126275	-0.14329996279999999	-0.1030429447	-0.0480916396	-0.0125783453	0.0033048226	0.038544061	0.08181653700000001	0.0666622539	-0.1046911673	-0.08272459	0.0334116771	-0.0996766688	-0.0393621902	0.0022048955	-0.0684133072	-0.0682399589	0.1409033062	-0.0624510071	0.07092422179999999	0.10554411970000001	-0.00040978019999999996	-0.09161955349999999	0.0043477595	-0.0426904062	0.0028643524	0.012498201799999999	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.0211093	0.0180569	0.0004456025464899999	0.00032605163761	0.0711966	0.1085221	0.0050689558515600005	0.01177704618841	0.0907648	8.370000000000599e-05	7.005690000001003e-09	0.00823824891904	0.00010190100000000004	-9.713499999999994e-05	9.435208224999989e-09	1.0383813801000008e-08	0.000310455	4.000299999999999e-05	1.6002400089999993e-09	9.6382307025e-08	-0.000145684	-0.000145684	2.1223827856000002e-08	2.1223827856000002e-08	0.0	0.0	0.0	0.0	0.0
745.6297168329628	0.6428764003242122	0.4132900660938168	555963.6746244043	1125.0338847273663	-2.7074550151066887	1265701.2417847489	7.330312658826361	806.7173907885898	1.3424645248214802	650792.9486007503	1.8022110004041625	843.2074630409479	699.4868202369461	0.965156	18.345863	0.07259985	0.0346311	-0.06754342969999999	0.0188884231	0.1291095195	-0.0365110197	0.043024350700000005	-0.09021691289999999	-0.0564024986	-0.0277368102	0.12284768300000001	0.0316329519	0.0848405912	-0.047369078499999995	-0.0476586418	-0.0555193442	0.1030786168	0.0059130737	-0.1234603442	-0.0169890007	-0.105655304	-0.0377879949	-0.0550739045	0.031913034300000004	0.012861575900000002	-0.030907409700000006	-0.12411508380000001	0.18357774670000002	0.0797738334	-0.0181719955	-0.0303332456	0.0022132122	-0.09564398029999999	-0.076116801	0.113421983	-0.2277089143	-0.0016825114000000002	-0.14689295759999998	0.0213873201	0.2564168571	0.0766027876	0.11330998199999999	-0.0486649003	-0.008808037900000001	0.0333632117	-0.0899889209	-0.0801313748	0.0291670142	-0.024674755099999997	-0.0778705021	-0.0255761451	-0.0852052941	0.05737410940000001	0.0012341194	0.053577848899999996	-0.06648382230000001	-0.10474204220000001	0.0902185686	-0.0023830301	0.0143083761	0.0721524663	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.0423719	-0.021262599999999996	0.0017953779096099996	0.00045209815876	0.0546554	-0.0165412	0.0029872127491599996	0.00027361129744	0.0757033	-0.015061500000000004	0.00022684878225000013	0.0057309896308900005	0.000163626	6.172499999999997e-05	3.809975624999994e-09	2.6773467876e-08	0.000144811	-0.000165644	2.7437934736e-08	2.0970225721e-08	-0.000313006	-0.000167322	2.7996651683999997e-08	9.7972756036e-08	0.0	0.0	0.0	0.0	0.0
748.7648797854565	3.1351629524937152	9.82924673868911	560648.8452001292	1129.9303643704407	4.896479643074372	1276742.6283263168	23.97551289504173	807.6637727325557	0.9463819439658891	652320.7697845853	0.8956387838646553	845.2038222402333	722.2480451061522	1.016383	19.319611	0.0870732	0.052348	0.0012785568	-0.0195449205	0.017923918799999997	-0.106987155	0.0937606283	-0.0629747304	0.030843394700000002	0.06674840530000001	-0.0163722722	-0.08544728310000001	0.045028571399999995	-0.013937439499999999	-0.0474423087	-0.0198746291	-0.0578233418	0.0145724678	0.0383195802	0.1136647834	-0.0336024706	0.0236564544	0.0600827771	0.0662488753	-0.0423467208	0.034753067	-0.1171652625	-0.1241714926	0.1360912758	-0.024459073300000002	-0.012737952700000001	-0.0631717612	0.1299971682	-0.0585616507	-0.0735280839	-0.047686258200000005	0.007371531999999998	-0.0083119579	0.0930717623	0.1339896133	-0.0717022167	0.0433660149	-0.0057573623	-0.0017498775	0.07231622509999999	0.12188319119999999	0.0565817861	0.1007371972	0.0636462079	0.015324468999999999	-0.057731002300000014	0.08435722679999999	0.023246972	-0.0445730351	-0.0040937068	-0.0539288792	-0.019341706599999998	-0.0088340602	0.1346229212	-0.0826999246	-0.0989873191	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.025589700000000003	0.016782199999999994	0.0006548327460900003	0.0002816422368399998	0.100274	0.045618599999999995	0.010054875076	0.00208105666596	0.057935300000000016	-0.017767999999999992	0.0003157018239999997	0.003356498986090001	0.000163626	0.0	0.0	2.6773467876e-08	0.000273111	0.00012829999999999995	1.6460889999999992e-08	7.458961832100001e-08	-0.000322794	-9.787999999999997e-06	9.58049439999999e-11	1.04195966436e-07	0.0	0.0	0.0	0.0	0.0
750.290130941754	1.5252511562974858	2.3263910897868185	562935.2805885944	1130.831332229695	0.9009678592542514	1278779.501952387	0.8117430834091885	808.5040486317827	0.840275899226981	653678.796653984	0.7060635868217116	844.9596007118622	725.3269942621367	0.970435	18.446215	0.13715770000000002	0.104077	0.0401076125	-0.0343745927	-0.0500718009	-0.10426453699999999	0.0220472481	-0.0328472797	0.059587003300000004	0.0164034341	0.0184198123	0.0602014962	-0.0254960992	0.011613051299999998	-0.056279278499999995	0.1342493618	0.1065966786	-0.0337325307	-0.0572291472	0.1012719321	0.002953605	0.0166904714	0.0279016191	-0.1572699158	0.0453558867	0.005882659100000001	-0.0286897618	-0.0261995614	-0.0469892155	0.1057507897	-0.2099960598	-0.0331003645	-0.0210725624	0.10289939470000001	0.0395622696	-0.039862978	0.05796055360000001	-0.019484002	0.0801128555	-0.08577650960000001	0.0548807027	0.0317331281	-0.0736388882	-0.08031747980000001	-0.09910004160000001	0.042911657	-0.1214589041	-0.0394405736	0.0111075455	-0.0753020118	-0.0048767059	0.1260099307	-0.031605346299999997	-0.0326683651	0.051873767599999995	-0.1300518504	-0.1358734621	0.0606198619	0.0279371954	0.0442214301	0.0072771791	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.0324195	-0.0068297999999999935	0.0010510239802499998	4.664616803999991e-05	-0.00125215	-0.10152615	1.5678796225000004e-06	0.0103075591338225	0.0375388	-0.0203965	0.0004160172122500002	0.0014091615054400005	0.000163626	0.0	0.0	2.6773467876e-08	0.000144811	-0.00012829999999999995	1.6460889999999992e-08	2.0970225721e-08	-0.000362599	-3.980500000000001e-05	1.5844380250000014e-09	1.31478034801e-07	0.0	0.0	0.0	0.0	0.0
751.0174689734928	0.7273380317387819	0.5290206124136453	564027.2387033511	1129.1423155043726	-1.68901672532229	1274962.3686625762	2.8527774984184315	809.1221403977559	0.6180917659731904	654678.6380818457	0.3820374311638571	846.4187737454971	738.6616384568957	1.021311	19.413271	0.18592605	0.157177	0.0726916764	-0.031010260499999998	0.0065568402000000005	0.0694513066	0.0362411068	-0.0110304452	0.0392107906	0.0646871173	0.1137893393	0.1182811698	-0.0345020132	0.0017964211	-0.0732728861	-0.0550822625	-0.0333392281	-0.0181060639	0.0758980001	-0.0671548152	0.027935150099999997	0.05662558490000001	0.0359877435	0.0784260521	-0.0121996684	-0.0021386836	0.031575534	0.0838727856	0.056384912599999996	-0.0614754031	-0.08401621810000001	-0.0736130249	-0.057286072699999996	0.1915098639	0.0187969116	-0.0071433101	-0.025191432000000003	-0.0005368307	-0.11695335720000001	-0.079930899	-0.0686760303	-0.021340413500000002	-0.0511822371	-0.08049876660000001	0.022144533799999998	-0.0359124957	0.0938964943	0.0075287906999999986	-0.0414367029	0.0586657026	-0.1315533159	0.0020201257	0.020745692	-0.08747654279999999	0.0223081689	-0.08405715849999999	0.025841014500000002	-0.040839833	-0.08233712929999999	0.013886663300000001	-0.0397646967	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.0435137	-0.0110942	0.0018934420876899995	0.00012308127363999996	0.155646	0.15689815	0.024225677316	0.024617029473422505	0.0296677	-0.007871100000000002	6.195421521000002e-05	0.0008801724232900002	0.000308024	0.00014439799999999998	2.0850782404000007e-08	9.4878784576e-08	0.000144811	0.0	0.0	2.0970225721e-08	-0.000419453	-5.6854000000000015e-05	3.232377316000001e-09	1.7594081920899999e-07	0.0	0.0	0.0	0.0	0.0
