global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
769.3698672896824	n/a	591929.9926933434	n/a	1052.265486081741	n/a	n/a	1107262.653198843	787.6719893314438	n/a	620427.162777354	n/a	786.7792264364659	692.8680942797238	n/a	n/a	n/a	n/a	-0.0773014212	-0.0799018116	-0.1554920447	0.0719738065	-0.11773329310000001	0.038693022599999995	-0.6156028793	-0.1700591176	-0.3728026177	-0.1493451751	-0.1492458445	0.0260562365	-0.0952608935	0.17099223600000002	-0.0316835223	0.1882174075	-0.0646698151	0.0564923733	-0.0201249174	0.0913934225	-0.1369112494	0.057488917800000004	-0.1183340858	-0.027684605499999997	0.0865438807	-0.0763076262	0.1831084268	-0.07437838299999999	0.0748095045	-0.0649601811	0.0214259853	-0.025149826400000002	0.1239034046	-0.0830032221	0.104034284	-0.0822664716	0.054737407099999996	-0.0061731534999999995	0.16489999	-0.011363309299999999	0.09323111320000001	-0.0932693165	-0.0463566171	0.0600185737	0.0163630558	-0.0333679672	-0.062972843	0.0680705418	-0.0134251969	-0.0656852282	-0.066628973	0.0006643861	-0.2560014624	0.172551738	-0.0112612623	0.2830107307	-0.177148742	0.10107047570000001	-0.27135745780000003	0.008434614200000001	-0.1151200091	0.2663523973	-0.0282515625	0.231986776	-0.0367020713	0.14860347599999998	-0.1459158062	0.0342663075	-0.10536965570000001	0.1516829112	-0.060643414699999995	0.0062091590000000006	-0.0101748974	0.1329610313	-0.052826157199999994	0.0731727	-0.0477750597	0.0868496718	-0.10099974269999999	0.059455338899999995	-0.023883295	-0.0417861838	0.014748805	0.055137224400000004	0.11250323	0.1124865505	0.11245875300000001	-0.011463	n/a	0.00013140036899999998	n/a	-0.0628645	n/a	n/a	0.00395194536025	-0.125329	n/a	n/a	0.015707358241000002	0.000572031	n/a	n/a	3.27219464961e-07	0.000405562	n/a	1.64480535844e-07	n/a	-0.000301123	n/a	9.0675061129e-08	n/a	0.0
768.797919654655	-0.5719476350274135	591050.2412653253	0.3271240972134514	1040.3564807668586	-11.909005314882505	141.82440758989978	1082341.607073603	788.8431189225796	1.1711295911358093	622273.466271503	1.3715445192339275	785.1279263434311	686.7307312602616	1.237886	14.293224	0.150728535	0.08444810000000001	-0.0497518634	-0.0425744052	-0.19687859230000002	0.0923424131	-0.0296820822	0.0876492953	-0.4209597022	0.0517628896	-0.1910588769	-0.08615742230000001	-0.0196839659	0.0599203205	-0.0325043307	0.093210109	-0.060268879000000004	0.1487112767	-0.1513404056	0.14229531609999999	0.0536954236	0.0552140022	-0.02246118	0.0622697242	-0.0669730481	-0.0507344535	0.0504084951	0.1382951529	0.0051648985	-0.0768699758	0.0749302163	-0.1019360226	0.0171959349	0.0032781353000000003	0.0537030834	0.0811967243	-0.1618776093	-0.0202301588	-0.0422629306	-0.025121599900000003	-0.0301063457	0.014875182800000001	-0.1153083857	0.0088278225	-0.0033718796999999997	0.0242137181	0.0105898916	0.0320098646	0.0944538258	-0.0497069016	-0.07498008519999999	0.1483893809	-0.0690661344	-0.0055933161	-0.2012789678	0.0172205094	0.0468504835	0.1700106946	-0.0252331146	0.1045691884	-0.11197787210000001	0.19052437989999998	-0.0372385832	-0.0081763138	0.1255991508	0.2878303075	0.0038808996000000004	-0.0935405599	0.1384247331	0.0223896185	0.013975901	-0.0107702315	0.0634297025	-0.0743062675	0.0473315651	-0.0318059412	-0.022746032000000003	0.11831503800000001	-0.0118240357	-0.0679286545	0.0167621736	0.02539253	0.061832845199999986	-0.0141245948	-0.1044574659	0.032397077999999996	0.11245875300000001	0.1123086861	0.11205872300000001	-0.014389700000000004	-0.002926700000000002	0.00020706346609000004	8.565572890000015e-06	-0.00579949	0.05706501000000001	0.0032564153663001013	3.36340842601e-05	-0.07600239999999997	0.049326600000000026	0.002433113467560002	0.005776364805759995	-1.84305e-05	-0.0005904615	3.4864478298225e-07	3.3968333025000004e-10	0.000325704	-7.985799999999998e-05	1.06083095616e-07	6.3773001639999975e-09	-0.000143238	0.000157885	2.0517124644e-08	2.4927673225e-08	0.0
767.539280755446	-1.258638899208904	589116.5475025874	1.5841718786018018	1022.2951102128316	-18.061370554027008	326.2131062898738	1045087.2923650654	790.6496471155561	1.8065281929765435	625126.8644839536	3.2635441120190953	785.1105384195845	690.5162174772337	1.56174	18.032595	0.068872835	0.029573	0.0058065523	-0.12445776859999999	-0.08162568320000001	0.017080364299999998	-0.0518575252	0.023113560499999998	-0.0775474396	0.0767739494	-0.037395519599999996	-0.022062248	0.1649231434	-0.0313421719	0.1690156548	-0.04823435400000002	-0.024794577	0.07731383879999999	0.1297199581	0.1195935632	-0.09242508869999999	0.0122198461	0.0564373175	-0.007002363100000001	0.08671500359999999	-0.09169898300000001	-0.0994729479	0.0620629854	-0.1193908992	0.046055839	0.0741473619	0.1022988714	0.0019026262	0.0794836787	0.0328775762	-0.0608809896	-0.0838163809	-0.09199175	0.18711065920000008	0.1399757029	-0.0012177816	-0.0479168454	-0.0591004819	0.1244793251	0.0323975608	0.1019714777	-0.0134325836	-0.0785479734	0.1080422724	-0.10228526289999999	0.041772142799999995	0.008397656	0.0293718237	-0.12314982710000001	-0.10207070929999999	-0.1342606183	0.0076836282	-0.1466826665	0.0383439806	0.1022325959	-0.0336237477	-0.0045245286	-0.011188286	0.051848850499999995	0.08810357070000001	0.0744033891	-0.0213999304	-0.0127144761	0.028692410499999998	-0.2066960538	-0.040225504700000005	-0.0803325476	-0.0051329783	-0.1402165962	-0.1008150137	-0.0568592862	-0.0780360614	0.0199307272	0.1115948067	0.05704584980000001	-0.0262648431	0.0354038009	-0.039392145	0.1579206639	0.040998999700000004	0.1163315999	0.1123698164	0.11195323859999999	0.1112600859	-0.0206397	-0.0062499999999999995	0.00042599721609	3.906249999999998e-05	-0.023977	-0.01817751	0.0003304218698001	0.000574896529	-0.056777	0.01922539999999997	0.0003696160051599988	0.0032236277290000003	0.000292658	0.0003110885	9.677605483225e-08	8.5648704964e-08	0.000171745	-0.000153959	2.9496345025e-08	2.3703373681e-08	-0.000103887	3.935099999999998e-05	1.0792508769e-08	1.5485012009999984e-09	1.0
767.4890915969223	-0.050189158523721744	589039.5057202689	0.002518951633319271	1014.9611328567925	-7.3339773560390995	53.787223858894265	1030146.1012099436	790.6747397373323	0.025092621776138916	625166.5440586981	0.0006296396676003607	784.3455547968547	698.1806725076292	1.285002	14.837251	0.058289699999999986	0.0234202	0.0456075921	-0.0408154062	0.0621037861	0.027405137000000003	-0.20020991559999998	-0.0163637619	0.024419063199999997	-0.0074486388	0.0389993998	-0.0784373327	0.0252513103	-0.0409729129	0.11800226859999999	-0.0874237291	0.05753281740000001	-0.0170359648	0.0357952666	-0.0069271528	0.10191310349999999	0.1125664136	-0.0591289798	-0.07885766179999999	-0.0360113967	-0.07589572019999999	0.0276219877	-0.0347109742	-0.112225357	-0.0988903293	0.0767070411	0.1425312953	0.0374960446	-0.0013721335000000002	0.0066879388	-9.38348e-05	0.0353515277	0.025538824900000003	-0.0384908229	0.06414911820000001	-0.0171110289	0.0087585371	-0.0211461164	0.0260324208	-0.0312227138	-0.0945954982	-0.0348496865	0.026520745	0.0708718998	0.0486526562	-0.055440446500000004	0.0560475579	0.05583889190000002	-0.1048844091	0.09485475759999999	-0.1080501813	-0.0673528404	-0.028516844500000006	0.19929177309999999	0.0372824903	-0.0488791408	0.11838744150000001	0.052904502699999995	-0.0697573142	-0.047745654299999996	-0.007383215500000002	0.0659559648	-0.0081717691	-0.1303298555	-0.0865939459	0.0804025452	0.0614525508	-0.0248713577	-0.0631083185	0.017438011200000002	-0.0507578525	-0.037576024300000004	-0.0601459009	0.037665456	-0.0241639484	0.0679578713	0.0701207571	0.0831726404	0.0230521391	0.0771260447	0.013743833200000001	0.11223645550000001	0.1114207701	0.1100656827	-0.0140767	0.006563000000000001	0.00019815348289	4.3072969000000015e-05	-0.0380712	-0.014094199999999998	0.00019864647363999996	0.00144941626944	-0.0453293	0.011447699999999998	0.00013104983528999995	0.00205474543849	0.000572031	0.000279373	7.804927312899998e-08	3.27219464961e-07	0.000323888	0.00015214299999999998	1.04903436544e-07	2.3147492449000003e-08	-0.000196067	-9.218000000000003e-05	3.8442268489000016e-08	8.497152400000002e-09	0.0
766.4234593297708	-1.0656322671515	587404.9190110129	1.1355721287944458	1016.6151479346485	1.654015077856002	2.735765877774996	1033506.3590101872	789.5221660345688	-1.1525737027634475	623345.2506599171	1.3284261403018442	784.3313978808621	698.5416774223244	1.212741	14.002885	0.07971715229999997	0.0410004	0.027284468399999998	0.07404276950000001	0.1327193842	0.0484304042	-0.0297285742	0.0190290651	0.0913799047	-0.0390450232	0.0028806958000000002	-0.0792693947	-0.1038072979	-0.0654065073	-0.008368004	-0.05371905440000002	0.1134607074	-0.1150255634	-0.0417241271	-0.1252666483	-0.0092522052	0.1120014772	0.1028922731	-0.0412189993	-0.1412514973	0.049725624	0.24727629710000001	0.021059559199999998	0.0152035192	-0.0482822211	-0.22818574789999999	-0.1017657698	0.10318825529999999	-0.1261714312	0.11217349720000001	0.0127054078	-0.05956618740000001	0.050232474400000005	0.0366507347	-0.0126202781	0.0567514125	-0.0255900502	-0.0833942764	0.0358889535	0.0550460692	-0.0641555759	-0.1112049523	-0.0244908121	-0.0470005652	-0.0494233668	0.014578801	-0.055548809299999995	0.023487686400000003	-0.0201003098	0.1574124459	0.0323210535	-0.0219600052	0.0698731849	0.08564899990000001	0.0050484052	-0.0409032411	0.1356010552	0.0010419838999999999	-0.1738892075	-0.1911108691	0.1126142172	0.00045390919999999997	0.081955899	0.19385892370000002	0.05843251400000001	0.0686707835	0.051198847699999994	-0.0377841525	0.0360463699	0.0898138089	0.0185925787	0.0613520008	-0.022183475	0.0345300203	-0.0195994458	-0.0948335541	0.0213239371	-0.1338390424	-0.0937662573	0.030233479900000002	-0.011868155	0.11205872300000001	0.1107121224	0.1084797619	9.47773e-05	0.0141714773	8.982736595290001e-09	0.0002008307688644153	-0.00988798	0.02818322	0.0007942938895684001	9.777214848039997e-05	-0.0493577	-0.0040283999999999945	1.6228006559999954e-05	0.00243618254929	3.90239e-05	-0.0005330071	2.8409656865040997e-07	1.5228647712099998e-09	0.000251839	-7.204899999999997e-05	6.342288192100001e-08	5.191058400999996e-09	-0.000134442	6.162500000000002e-05	1.8074651363999997e-08	3.797640625000003e-09	0.0
766.1516391176729	-0.27182021209796403	586988.3341226968	0.07388622770498215	1011.8236321877561	-4.791515746892402	22.958623152717838	1023787.0626536236	788.2865125588654	-1.2356534757034296	621395.6258822182	1.5268395120179663	782.8013456088803	684.2898433756499	1.178378	13.606117	0.059950033	0.0288996	0.0259725304	0.0901721214	-0.0135717315	0.0334947363	0.1235409372	0.018039383	0.0916086138	0.0298294318	0.0695919611	-0.0355556022	-0.1032118142	-0.0380418042	-0.11738399320000001	0.0329632135	0.0063691437	-0.0293886265	0.0027821235	0.047974770199999996	0.15671278019999998	0.029479707999999997	0.069599167	0.0287018444	-0.051594166	-0.13608178699999998	0.05352525	0.051539583	-0.1292529837	-0.033139273500000004	-0.06930202190000001	-0.13433928039999998	0.0573702272	-0.0077839730000000005	-0.0766858316	-0.0630233229	-0.0346594887	0.0136214831	0.009182373	-0.0889616003	-0.09033009199999999	0.1226079741	0.09715028449999999	0.0186590256	0.021447346200000002	-0.031231149	-0.019203191499999998	0.0617512892	-0.12269236369999999	-0.1678874941	-0.0017893558	0.0375634702	-0.0455128065	0.0761020006	0.085859571	0.07825957019999999	0.0156009993	-0.0558187453	0.05771285230000001	-0.0527479375	0.0674369337	0.1546439277	0.0147867548	-0.11017025130000001	-0.09556509279999999	0.13562866869999998	0.1084822232	-0.0555763942	0.030662527400000007	-0.1685175215	0.0428619763	0.0563737446	0.021946592799999998	0.05002971480000002	0.0206511883	0.1314803309	-0.0086533295	-0.0354647337	0.018639481	0.0545559177	0.093827387	-0.0447471446	-0.1335985458	-0.0509284979	-0.0373868151	-0.0383605875	0.1118366891	0.10982841609999999	0.1065079649	8.887930000000001e-05	-5.89799999999999e-06	7.89952996849e-09	3.478640399999988e-11	0.0104004	0.02028838	0.00041161836302439986	0.00010816832015999998	-0.0430539	0.006303799999999997	3.973789443999998e-05	0.00185363830521	0.000229635	0.0001906111	3.6332591443210007e-08	5.2732233225000006e-08	0.000446744	0.000194905	1.99580201536e-07	3.7987959025e-08	0.000147081	0.000281523	2.1632820561e-08	7.9255199529e-08	0.0
765.8923689900136	-0.2592701276593061	586591.1208771351	0.0672209990964729	1013.68470150759	1.8610693198339727	3.4635790132272875	1027556.6740705321	787.4700534704826	-0.8164590883827714	620109.0851128048	0.6666054430028261	782.8214968947071	690.625001036781	1.142658	13.193673	0.0700524443	0.0335139	0.0278042012	0.0461788183	-0.056382571900000004	-0.015436984099999999	-0.0270334546	-0.0006220147	0.0487107647	0.0380394707	0.1149381815	0.048817499400000006	-0.1138196491	-0.0024590562	-0.1543027798	0.13632073	-0.0750870385	0.0319183672	0.0167143132	-0.15520316539999998	0.01001898	-0.1268290572	0.0352354946	0.1315712185	-0.11229675720000001	0.0478626844	-0.0826610857	0.0784641224	-0.07436003440000001	0.1391283663	0.0507606478	-0.0144230752	-0.013919989499999999	0.0356559936	0.0175336261	0.1114123355	-0.0068249386	0.0493705047	0.0809297019	0.0093691389	0.050511818300000004	-0.0193804445	-0.0763788613	0.0185818965	-0.10274991720000001	-0.0107778102	0.0406347047	0.04517891	0.049306490599999996	0.0638646633	0.0710188781	0.043805914	-0.0680477297	0.1218598365	-0.0437196917	0.0667547283	-0.1521673284	-0.0025133588	0.0674746351	-0.0686000261	0.23075232850000002	-0.0487556586	-0.0331711008	0.1407807271	-0.0308944427	-0.0375498152	-0.0456545391	-0.153756531	-0.0173852345	-0.0057974122	-0.0531538936	0.0830154654	0.13959574859999999	0.0653530183	-0.1191047415	-0.0560385572	0.1837567148	0.1292322404	0.1857787462	0.0694960539	-0.0059982227	0.012151286	-0.1707618894	0.0420161295	-0.042658965800000004	0.021474312599999996	0.1115704417	0.1087710484	0.1041573055	-0.0153951	-0.015483979299999999	0.00023700910401	0.0002397536149628285	-0.011309	-0.0217094	0.0004712980483599999	0.000127893481	-0.0452626	-0.0022087000000000014	4.878355690000004e-06	0.0020487029587599997	0.000572031	0.000342396	1.1723502081599993e-07	3.27219464961e-07	0.000255171	-0.000191573	6.5112239241e-08	3.6700214329000004e-08	6.804270000000002e-05	-7.903829999999998e-05	4.6298090232900025e-09	6.2470528668899965e-09	0.0
766.8999740601581	1.0076050701445638	588135.5702134712	1.0152679773810314	1018.4000232285208	4.715321720930773	22.234258931881556	1037138.6073118516	788.2541803291258	0.7841268586431624	621344.652806342	0.6148549304455939	783.714147840937	689.2565080497221	1.064956	12.29649	0.050739715	0.0229711	0.0444041891	-0.0060636783	-0.0953718984	0.0006678594000000001	0.0075236093	0.0628409688	0.0001200201	0.0309723844	0.1025413413	0.0472473596	-0.06061464160000001	0.025643454399999998	-0.1610559778	0.037071723	-0.0643119832	0.1392039869	-0.0336548901	-0.001727582	-0.0027146714000000002	-0.12378469480000001	0.0024875156	0.0204854307	-0.0392936551	-0.0864117383	-0.050857483499999995	-0.047060306100000004	0.024482585299999998	0.0313851375	-0.073888543	0.010264264399999999	-0.015154966499999999	0.0196443829	-0.0136953072	0.0815690643	0.08569541630000001	0.0868127477	-0.10020361679999999	0.0880544195	0.1182050005	-0.1515140077	0.019281135300000002	0.0412840871	0.0446287013	-0.0049471557	0.0439106393	0.023751469	0.0018828738	0.048850253200000006	0.027252062599999998	-0.0452040079	-0.08907013720000001	0.0974699416	-0.0696213376	0.0248038564	-0.055357471500000005	0.0678426809	-0.0330877068	-0.035848759	0.21063106190000008	-0.04329943309999999	0.06837574269999999	0.1524110307	0.008213400899999999	-0.0785119579	-0.0034923788000000002	-0.0011621800999999999	-0.0454059833	-0.011341101499999999	0.0268257432	0.0410483814	-0.0678364312	0.0794873514	-0.0801863979	-0.0410957634	0.08735602769999999	-0.085190981	0.0847980809	-0.046666256600000004	-0.0517540412	-0.0573888361	0.0095040141	-0.08654463429999999	-0.0753004886	0.02047297	0.1112600859	0.1075416914	0.1014361455	-0.007307239999999999	0.008087860000000002	5.339575641759998e-05	6.541347937960004e-05	-0.00342878	0.00788022	6.20978672484e-05	1.17565322884e-05	-0.0351233	0.010139299999999995	0.00010280540448999994	0.0012336462028900005	0.000363059	-0.000208972	4.3669296783999985e-08	1.31811837481e-07	0.000230563	-2.4608000000000023e-05	5.315929696899999e-08	6.055536640000009e-10	-0.000191024	-0.00025906670000000004	3.649016857600001e-08	6.711555504889003e-08	0.0
768.2414217171618	1.341447657003641	590194.882042006	1.799481816480559	1023.5263089180507	5.1262856895299365	26.278804970679413	1047606.1050474092	788.8088186440732	0.5546383149473968	622219.3523706583	0.3076236604076877	784.7732807181776	695.4510226117084	1.0297	11.889404	0.107346431	0.0461434	0.09243730380000001	-0.008672586	-0.13813168539999998	-0.002615709	0.0839306943	0.06606220900000001	-0.0482652268	0.0488371125	0.13231976880000001	0.074458774	0.0045696771999999995	-0.017318713700000002	-0.0907430797	0.0187196359	-0.120139929	0.0702920334	-0.151383826	0.0546608314	0.0852336251	0.022596584500000003	-0.0236373909	0.0414564439	-0.011273656200000001	-0.19664785129999998	-0.0376243873	-0.0496371565	-0.0391493151	0.0302851069	-0.0658123644	-0.0656563388	-0.12961964539999998	0.0749330098	-0.0850623519	-0.2026632081	-0.0048084525	0.0704504566	-0.10457924789999999	-0.006522950400000001	0.0006210038	0.1091893009	-0.1406153903	-0.008842418000000001	-0.0005436906	0.037296333	-0.0870474917	0.053161737199999996	0.0382933726	0.0548009774	-0.0382934963	-0.0364780476	-0.0766079406	0.08520464779999999	-0.1230126402	-0.0058076641	0.0877169718	0.1298916511	-0.0173261366	-0.1450923238	0.0462095599	0.0415157086	0.10068794660000001	0.11198891960000001	0.0232004034	-0.06452993230000001	0.1322040654	-0.031264281	0.0623759678	-0.0556403348	0.0812838176	-0.06478542309999999	-0.0217642688	-0.006380826899999999	-0.1962825688	-0.018298447199999998	-0.16740365029999998	0.0198086343	-0.09469152039999999	-0.1222841943	0.1234722035	0.08490842259999999	-0.0566249019	-0.0263849835	0.0656919946	-0.09337530050000001	0.11090574460000001	0.1061422889	0.09835416429999999	0.000118561	0.007425800999999998	1.4056710721000002e-08	5.5142520491600966e-05	0.0255134	0.02894218	0.0008376497831524001	0.0006509335795600001	-0.0516413	-0.016517999999999998	0.000272844324	0.00266682386569	-0.000242221	-0.0006052799999999999	3.663638783999999e-07	5.8671012840999995e-08	0.000446744	0.000216181	1.99580201536e-07	4.673422476100001e-08	7.672399999999999e-05	0.000267748	5.886572175999999e-09	7.168899150399999e-08	0.0
768.8768380399881	0.6354163228263587	591171.5920743701	0.4037539033141713	1018.7594655224216	-4.766843395629167	22.722795958453407	1037870.84859153	790.3156411248541	1.5068224807808974	624598.8126065892	2.270513988586698	784.6242717375357	700.4281673974903	1.041734	12.028353	0.034177613449999984	0.0173523	0.12591793910000001	-0.014819421200000004	-0.07671124650000001	-0.0844845744	0.019047063899999998	0.0623874656	0.0028197245	0.0202297502	0.133607182	0.11849243300000001	0.0768664916	0.011911586399999998	0.0445153767	-0.0205784577	-0.10121366009999999	-0.0061832933	-0.015905646399999997	0.11735632439999999	0.023980521499999997	-0.010696801899999999	-0.0748051471	0.052136020899999996	0.0555903959	-0.10793332439999999	0.003133649	0.024522024	0.07277892	-0.0725887343	-0.0372142606	0.053115755199999996	0.0649404241	0.08211690320000001	0.0666980146	0.1312723317	-0.0243700581	-0.1234336095	0.0527986508	-0.0174738723	0.1724594261	0.0420873872	-0.0313644791	-0.0014480209	0.0398409013	-0.0171931582	0.0210098642	-0.0810275399	0.1039004791	6.1836e-06	0.1315522868	0.015744584	-0.009057707199999999	0.0563212455	-0.0737966756	-0.12238270400000001	0.007737907099999998	-0.049770429500000005	0.0417067203	-0.058301262300000004	-0.0120036605	0.051414410199999996	0.1420687215	0.163617774	0.028057053300000002	-0.063625818	0.1184017127	0.027810222000000002	0.066910266	0.051506530599999996	0.048672878200000005	0.0028639565	-0.2000253436	-0.10520633900000001	0.0445951951	-0.1001597804	-0.048142458099999993	0.0493449797	0.1297929667	0.0346638197	-0.1547213289	-0.0351407162	0.07978460150000001	0.0389637346	0.0632060213	-0.0500430791	0.1105075577	0.1045750536	0.09492232490000001	0.00703502	0.006916459000000001	4.94915064004e-05	4.783740509868101e-05	0.0199338	-0.005579600000000004	3.113193616000004e-05	0.00039735638244	-0.0545899	-0.002948599999999996	8.694241959999974e-06	0.0029800571820099995	-3.3251100000000003e-07	0.000241888489	5.8510041110703126e-08	1.1056356512100004e-13	0.000327415	-0.000119329	1.07200582225e-07	1.4239410240999999e-08	9.01656e-05	1.3441599999999995e-05	8.129835423359999e-09	1.806766105599999e-10	0.0
