global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	cosine00	cosine01	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
779.5944905990732	n/a	607767.5697724285	n/a	1035.7004317521137	n/a	n/a	1072675.3843315146	790.0714621507292	n/a	624212.9153049911	n/a	792.463559256582	730.0345695364135	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-2.76434e-09	n/a	7.641575635599999e-18	n/a	6.621899999999999e-09	n/a	n/a	4.3849559609999987e-17	-7.550159999999998e-09	n/a	n/a	5.700491602559997e-17	0.000151566	n/a	n/a	2.2972252356000003e-08	1.50417e-24	n/a	2.2625273888999996e-48	n/a	-5.54939e-05	n/a	3.07957293721e-09	n/a	0.0
772.2259844465042	-7.3685061525690125	596332.9710543725	54.29488292044738	1003.1120216227612	-32.588410129352496	1062.0044747588845	1006233.7279241028	789.1477165101976	-0.9237456405315924	622754.1184732593	0.8533060084011221	789.532852187695	713.8416539125543	1.831472	21.464174	0.06766765767392	0.0355972	-0.015836848799999997	0.0759183146	-0.0777771949	0.1598281471	-0.41979420079999996	0.1549840218	-0.025825157799999998	0.0760978777	-0.0908880301	0.19704020960000002	0.0332034939	-0.0342965981	-0.2584840036	0.0680227793	-0.0859664656	0.0088649351	-0.0606101444	0.1266200712	-0.09331325310000001	0.21227363940000002	-0.0533611445	0.1373914983	-0.013765626699999998	0.12288428050000001	-0.0167253741	0.0715090792	-0.1919304396	0.0041801789	0.0799686431	-0.0256201442	0.112189114	-0.0791336626	-0.1346616285	0.11537672369999999	-0.0077169701	-0.14749535449999998	0.059312165599999994	0.1497709917	-0.0544625725	0.0291282002	-0.119218161	0.14990876919999999	0.1391189451	-0.003896319	0.0522503475	-0.0755540838	0.2615757433	0.1631694421	-0.11869263449999999	0.039294911	-0.0562288921	0.0343927984	-0.149966749	0.022988087400000003	-0.0448402457	0.2102089996	-0.1151959375	0.090514181	-0.12272866060000001	0.0141720253	0.0736748961	-0.27089443399999996	0.16532339810000002	0.1379976685	0.1379513417	0.0	-3.464509999999999e-06	-3.4617456599999994e-06	1.2002829540099994e-11	1.1983683014528832e-11	0.0223092	0.0223091933781	0.0004977001091814611	0.00049770040464	0.0264523	0.02645230755016	0.0006997245747282516	0.00069972417529	0.000342083	0.000190517	3.629672728900001e-08	1.1702077888900002e-07	0.00013204300000000004	0.00013204300000000004	1.743535384900001e-08	1.743535384900001e-08	0.0	5.54939e-05	0.0	3.07957293721e-09	1.0
768.8866025477921	-3.3393818987120767	591186.6075774864	11.151471465445876	993.8999879658224	-9.212033656938727	84.86156409657194	987837.186078462	787.3852800971455	-1.7624364130521144	619975.5793136603	3.1061821100520026	787.9988989510878	711.981117824983	1.3290540000000002	15.576020000000002	0.06775722679	0.053557500000000015	-0.061148264199999997	-0.0239235172	0.0529999244	0.3154348183	-0.240785595	0.21285296480000002	0.0383884296	0.0237452248	0.0854487499	0.026159355899999997	0.1177344451	-0.055058618200000006	-0.0537230868	-0.0590975684	0.0380781322	-0.0354059536	-0.1335031538	0.030569981099999997	-0.07544136950000001	0.0332589623	0.2227180984	0.04340627440000002	-0.09765570720000001	-0.1804596012	-0.0745992979	0.0678412808	-0.0311444367	0.0764452677	0.1448906093	0.1417489532	0.14127574380000002	-0.0606980481	-0.1571952247	0.020967071599999998	-0.06833966009999999	-0.1399845472	0.043397148600000005	-0.0329445684	-0.1786601739	0.10095383449999999	0.1048035702	0.1060126955	-0.09911376529999999	-0.0681877017	-0.0097080897	-0.2731630521	0.1401789104	0.0866639285	-0.035537838100000003	0.0659377523	0.1467907003	0.0725599858	-0.1075830473	-0.2123434789	-0.0807165482	-0.0724047938	0.0957684358	-0.030131093900000006	-0.0273439081	-0.059454384699999994	-0.20199787190000001	-0.0407679238	0.0975537449	0.1378741418	0.1374575117	0.0	-2.61413e-05	-2.2676790000000002e-05	6.833675656899998e-10	5.142368047040999e-10	0.0223486	3.939999999999847e-05	1.552359999999879e-09	0.0004994599219599999	0.0803904	0.053938099999999996	0.00290931863161	0.00646261641216	0.000486356	0.00014427299999999994	2.0814698528999986e-08	2.3654215873600002e-07	0.000262911	0.00013086799999999994	6.912219392100001e-08	1.712643342399999e-08	0.0	0.0	0.0	0.0	0.0
765.8620412051387	-3.024561342653442	586544.6661589015	9.14797131547359	982.6860861568426	-11.213901808979811	125.75159378144072	965671.9439262536	786.5994375300497	-0.7858425670957558	618738.6751225906	0.6175485402596476	786.9255754092802	691.1593798168402	1.290334	15.122229	0.09761526710000001	0.0613381	-0.1437267424	-0.011891026599999998	0.043443456299999995	0.2254798205	-0.0125705537	0.1442325764	0.1228047959	0.0119749433	0.10239069529999999	-0.08062096490000001	0.1706460401	-0.1011958438	0.077018847	-0.1446567682	-0.0235725752	-0.11247914490000001	-0.065187886	-0.0550570025	-0.18278176210000002	0.0079637904	0.053346267	0.1606658448	-0.0252851681	0.045392669299999994	-0.0083787577	-0.0300175864	0.164434838	0.22259583989999998	0.09928254130000001	-0.0186436658	-0.0920659133	-0.050515686399999996	-0.017866777900000002	-0.0785476949	0.07841774	0.1356408852	-0.12945921859999998	-0.0223493318	-0.19964884219999998	0.1203259949	0.15074450849999999	-0.0683637622	-0.0212225656	-0.1171119483	-0.09619138320000001	-0.18682194559999998	0.10635179199999999	0.1063229909	-0.0652353016	0.0285162231	-0.1131927967	-0.0742775891	-0.0140235323	-0.07005665	0.0339563827	-0.1145937609	0.08880036529999999	0.0706200124	-0.0132383881	0.12485742289999999	-0.0104072959	0.0049551081	0.0899491041	0.1376271992	0.1364716194	0.0	-9.59084e-05	-6.97671e-05	9.198421190559999e-09	4.86744824241e-09	0.0716129	0.049264300000000004	0.00242697125449	0.005128407446409999	0.07421229999999998	-0.0061781000000000206	3.8168919610000235e-05	0.005507465471289997	0.00107635	0.000589994	3.480929200360001e-07	1.1585293225e-06	0.000514979	0.00025206800000000004	2.6520337044100004e-07	6.353827662400002e-08	0.0	0.0	0.0	0.0	0.0
765.2037550926109	-0.6582861125277759	585536.7868078324	0.4333406059469316	976.0430407425273	-6.643045414315338	44.130052376656046	952660.0173819187	786.3610350299539	-0.2384025000958445	618363.6774133804	0.056835752051949136	785.5786961340712	682.8951122865259	1.239284	14.523951	0.1118150916	0.07323119999999997	-0.15773755720000002	-0.0688661758	-0.0370613883	0.0264096006	0.044218884400000005	0.0214755329	0.1247429723	-0.100633648	-0.063611035	0.1372430208	0.007387244399999999	-0.0796983176	0.2037698242	-0.021590408300000002	-0.0035095115	0.0128648405	0.0285852823	0.1090941184	-0.1532021175	-0.0641670161	0.030786988900000006	0.1674045501	-0.0695934611	0.056210720199999994	-0.0653635879	-0.0798565286	-0.0723347973	-0.271200514	0.1966365167	-0.08878916390000001	0.0734072933	0.0407025621	-0.0911434863	0.2122174822	0.0391368979	0.026654395299999998	-0.006187135799999999	-0.0994646601	-0.023384229500000003	0.0779391126	0.07305059400000001	-0.2069708153	0.024034254100000003	0.011105011299999999	0.0645934929	-0.0365245844	-0.0454744685	-0.067883249	0.0031126274	0.0235202512	-0.27650299289999997	-0.1126294573	0.0574447692	-0.16829782350000005	-0.0849472616	0.3009976122	0.0034651359999999997	0.044793187199999994	0.0578701625	0.0692953375	0.1172992283	0.0058764101	-0.1377074484	0.1372570616	0.1349971942	0.0	-0.0150739	-0.014977991599999999	0.00022722246121000006	0.00022434023236967055	0.0682065	-0.00340639999999999	1.1603560959999933e-05	0.00465212664225	0.108987	0.034774700000000006	0.0012092797600900007	0.011878166168999995	0.0	-0.00107635	1.1585293225e-06	0.0	0.000418209	-9.677000000000004e-05	1.74898767681e-07	9.364432900000008e-09	0.0	0.0	0.0	0.0	0.0
765.6652824372411	0.4615273446302126	586243.3247297002	0.21300748984141504	979.866927633404	3.823886890876679	14.622110954218517	960139.1958697266	786.1282686958104	-0.2327663341434345	617997.6548426724	0.054180166310573014	786.3390612674962	693.917666417246	1.214123	14.229063	0.037215250000000005	0.0180123	-0.0845309009	-0.1374409227	-0.0707207483	-0.1167319156	0.0407402006	-0.15784695029999998	0.09911688869999999	0.0559134521	-0.1303278364	0.0795588546	-0.0428992987	-0.0829557342	0.1968406419	0.08124533610000001	-0.0529444421	0.006097959399999999	0.0931176769	-0.004133067	-0.0480252318	-0.0064634654	-0.1629716644	0.1634943751	0.0861543229	-0.2158760935	-0.11655181619999999	-0.0506446905	0.0647960926	-0.0053392584	0.09985060720000001	-0.1749421241	-0.06067956820000001	0.148172031	-0.10764174970000001	0.015067011000000003	0.0087890035	-0.0016431987	-0.0022883147	0.0831211278	0.12725059619999998	0.04010781	-0.07315698129999999	-0.2226106968	-0.0189802371	0.0366764993	-0.0423083524	-0.042274664100000005	-0.045061585300000005	0.0963477583	0.1603871586	-0.0066612771	-0.0690880959	-0.0879814301	0.0361392274	-0.0565182946	-0.1008699518	0.16730501150000002	0.2422419854	-0.0681336092	-0.0305120529	0.099075198	0.12034402609999999	0.046943896500000006	0.0846366915	0.1367640603	0.1330395141	0.0	-0.0162642	-0.0011902999999999985	0.00026452420164	1.416814089999996e-06	0.06070080000000001	-0.007505699999999997	5.6335532489999965e-05	0.0036845871206400006	0.101977	-0.007009999999999989	4.914009999999984e-05	0.010399308529000001	0.000219563	0.000219563	4.8207910969e-08	4.8207910969e-08	0.0004897419999999999	7.153299999999993e-05	2.3984722656399987e-07	5.116970088999989e-09	-0.00013908900000000004	-0.00013908900000000004	1.934574992100001e-08	1.934574992100001e-08	0.0
766.6006428014917	0.9353603642506414	587676.5455436603	0.8748990110110926	982.0956944122304	2.228766778826412	4.967401354400259	964511.9529830413	787.6016503121542	1.4733816163437723	620316.3595744289	2.170853387379787	787.5431502182793	703.5862616680904	1.102349	12.919119	0.04622985	0.023461900000000004	0.00022382290000000002	-0.17736870780000005	-0.0631582182	-0.11640061759999999	0.0166370662	-0.1951059555	-0.0318108298	0.012828211899999999	-0.0357142099	-0.048596773600000004	-0.2081705341	-0.0197062131	0.1171574644	0.0214846613	0.0748369604	0.08473140970000001	0.052095191500000006	-0.1414374521	0.0670458821	-0.0658216267	-0.12340969539999999	0.027330952000000002	-0.038630160499999996	0.07373491559999999	-0.0865933718	0.11087934470000001	0.0395901602	-0.0225359693	0.0054893856000000005	-0.0445043496	0.035604664	-0.0944891216	0.026552936699999998	0.034231677200000005	-0.0205282136	0.0384804204	-0.12241014869999994	-0.0313631259	0.2169581524	-0.0199955374	0.0072946499	-0.0790999069	-0.1176174503	-0.0302735563	0.0087515984	-0.0562991088	-0.0711698516	0.07279683969999999	0.0883018127	-0.139675727	0.0187822814	-0.09185941939999999	-0.0418757976	-0.0369548302	0.0169109025	-0.0828146845	-0.08431542439999999	0.1155910017	0.0140629755	-0.16271220050000001	0.06918574570000001	0.0774309841	0.1013037448	0.1361486367	0.1306055871	0.0	-0.0212421	-0.0049778999999999995	0.00045122681241000005	2.477948841e-05	0.057038	-0.0036628000000000077	1.3416103840000055e-05	0.003253333444	0.0936885	-0.008288500000000004	6.869923225000009e-05	0.008777535032249999	0.0005694469999999999	0.000349884	1.2241881345599994e-07	3.24269885809e-07	0.000586782	9.704000000000006e-05	3.4431311552399995e-07	9.416761600000013e-09	0.0	0.00013908900000000004	0.0	1.934574992100001e-08	0.0
767.8968672702873	1.2962244687955715	589665.5987635213	1.680197873504362	987.496488816352	5.400794404121598	29.168580195591165	975149.3154246235	788.4450988871022	0.8434485749479563	621645.6739590925	0.7114054985817383	789.2130160601433	707.5494005656708	1.085459	12.721176	0.05028521	0.0262661	0.0445398321	-0.07806202549999999	-0.0392724473	-0.1807795889	-0.045654732999999996	-0.1905450436	-0.1194266953	0.1157843524	-0.0408519657	-0.0705026077	-0.2550841264	0.057482983200000004	0.0655670679	-0.0129567879	0.0991846418	0.1040385171	0.0569227975	0.1479704049	-0.0913489394	0.0009910621	0.0906406778	0.029633629300000002	-0.1614459965	0.12008511320000001	-0.0159718097	-0.1099987055	-0.0581201224	-0.018979468	0.08462737810000001	0.1553544717	-0.12925814619999998	-0.0214245323	-0.0141114402	-0.09469972460000001	-0.07552510000000001	-0.0388912304	-0.0111550639	0.0332453173	0.23614559699999998	-0.09146958050000001	-0.0506734012	0.033826506	-0.0591852925	-0.14756987470000002	0.0564969379	-0.2502937506	-0.1385574649	0.0107641583	-0.0742929218	0.1070154016	-0.10865233869999999	-0.08961701849999999	-0.1039988085	0.026962147599999996	0.0367597411	0.039095194900000005	-0.012556003100000001	0.026164273999999998	0.1037859967	0.042246251799999995	-0.0260431673	-0.09288669769999999	-0.23312778809999998	0.1354113416	0.1277041259	0.0	-0.00585974	0.01538236	3.4336552867599986e-05	0.00023661699916960004	0.057011	-2.699999999999925e-05	7.289999999999592e-10	0.003250254121	0.07472969999999997	-0.018958800000000026	0.000359436097440001	0.005584528062089996	0.000307139	-0.00026230799999999994	6.880548686399997e-08	9.4334365321e-08	0.0005307490000000001	-5.603299999999993e-05	2.8169450100100013e-07	3.139697088999992e-09	0.0	0.0	0.0	0.0	0.0
769.2563305954437	1.359463325156412	591755.3021611666	1.848140532445328	985.5834070834883	-1.9130817328637024	3.6598817166167854	971374.6523182971	788.1955704490222	-0.2495284380800058	621252.2572754596	0.06226444141064729	787.870041554527	712.1800747455666	1.156832	13.55764	0.061055020000000015	0.0282307	0.08877643800000001	0.0764450717	-0.0072919717	-0.1163385227	-0.0462171525	-0.0732867029	-0.1836271591	0.0834762061	-0.0557640412	0.0274186727	-0.027862684300000003	0.0233792598	-0.0441609505	0.0342571269	0.012128777700000001	0.1149044714	0.0036312276	-0.0572280689	-0.0060978703000000006	-0.12015621679999999	-0.055736462599999995	-0.0823063339	-0.08991872640000001	0.1985306826	0.0131598861	0.1414374507	0.0236617061	0.0757518651	-0.057274075599999995	-0.0485609828	0.0506329004	-0.1996585986	0.1257720464	0.0101678938	0.0176204532	-0.1927464474	-0.11084246269999999	-0.0870251682	0.06551286440000001	-0.04968289360000002	-0.0512196246	0.0606865012	0.1051348417	-0.0629828842	-0.0153487628	-0.0645762451	-0.1407755957	-0.11035872769999999	0.0231092704	-0.1131686932	-0.0092285104	0.05928678530000001	0.0078152918	0.0139147141	0.0392477516	-0.0849157185	-0.2052453155	0.0759669987	-0.0653330578	0.0269899514	0.0212650814	0.1710891723	0.0842786588	0.134552835	0.1243455172	0.0	0.00973163	0.01559137	9.47046224569e-05	0.0002430908184769	0.0717255	0.014714499999999997	0.00021651651024999995	0.005144547350249999	0.0804721	0.005742400000000036	3.297515776000042e-05	0.006475758878410001	0.000165563	-0.000141576	2.0043763775999998e-08	2.7411106969e-08	0.000656882	0.00012613299999999995	4.31493961924e-07	1.5909533688999987e-08	0.000232426	0.000232426	5.4021845475999984e-08	5.4021845475999984e-08	0.0
769.973529663395	0.7171990679512419	592859.236382307	0.5143745030701301	987.5326610612018	1.9492539777135107	3.799591069631944	975220.7566626185	789.2747132365306	1.079142787508431	622954.5729546078	1.164549155831467	789.0547397744914	714.2335679359378	1.0849	12.714629	0.09685277	0.053151599999999986	0.1065350504	0.161228725	-0.0716766732	-0.1375065527	-0.0706819657	-0.06315608730000001	-0.1815501147	0.1441600983	0.021522062400000003	0.0279238854	0.0402182121	-0.0092374056	-0.2850781359	0.055189039	-0.0234391212	-0.042703947199999995	-0.0658927187	-0.1900345415	0.0508765007	-0.0266263854	0.0699461864	-0.0804330223	-0.0164107247	-0.0029270868	0.0334418414	-0.077545672	-0.0672959122	0.1272269661	0.0253233088	-0.039591478900000004	0.0355721704	0.1811987048	-0.1231177077	0.0634769857	-0.11018048220000001	-0.0106341822	0.0117853726	-0.0787485466	0.0166580377	0.0319774368	-0.17164447160000001	0.1835149438	0.23368921690000002	-0.009798074	-0.14081515349999998	0.019737910600000002	-0.0227887124	-0.0539652922	0.0033893257	-0.0527931804	0.006179778100000001	0.0364845831	-0.1009030566	0.048063376100000006	-0.0489882126	-0.08940891990000001	-0.000146792	-0.131380713	0.0110927981	0.049550902800000005	-0.0768625479	-0.1194227467	-0.1103845571	0.13357388539999998	0.12054178369999999	0.0	0.0131011	0.0033694699999999994	0.00017163882120999998	1.1353328080899995e-05	0.0969633	0.025237800000000005	0.0006369465488400002	0.00940188154689	0.0756576	-0.004814499999999999	2.3179410249999993e-05	0.005724072437760001	-0.00031963200000000003	-0.000485195	2.35414188025e-07	1.0216461542400002e-07	0.0006568810000000001	-9.99999999907325e-10	4.3149264816100014e-07	9.9999999981465e-19	0.00101585	0.0007834239999999999	1.0319512225e-06	6.13753163776e-07	0.0
