global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
758.8630017871371	n/a	575873.0554813845	n/a	940.0431486100481	n/a	883681.121248693	n/a	797.3403034246902	n/a	635751.559465377	n/a	795.7724485377739	663.1045237962841	n/a	n/a	n/a	n/a	-0.0101061659	0.0135186524	-0.10506280359999999	-0.1302496284	-0.11417815349999999	-0.1203374775	0.10027298	-0.0477574882	-0.0032108615000000004	-0.0105025629	0.1429540318	-0.0373783158	0.14253164470000002	-0.053136774500000004	0.18334793	-0.0471994459	0.0174484086	-0.025811949100000002	0.044953993899999996	-0.027008775699999998	0.1033194784	-0.1188397703	0.050562332599999996	-0.0659878807	0.0220400103	-0.1273679984	0.0071434773	-0.0591447915	0.0602130728	-0.0091320887	0.13091530310000002	-0.0750454219	0.0976517532	-0.0996036416	0.0117326229	-0.09345182	0.0020308688	-0.0012232274	-0.031487993	0.0078004631	0.1352703065	-0.0679485805	0.10837931560000001	-0.06474188360000001	0.19109773300000002	-0.1074844982	0.0706648889	0.1008376785	-0.0058494299	0.05773234820000001	-0.07150135860000001	0.0604955367	-0.0854915842	0.09559660130000001	-0.0733424594	0.08694987009999999	-0.0010749028	-0.1795746446	0.0515237319	-0.044264057999999995	0.0280141289	-0.09260193259999999	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	-0.06990160000000001	n/a	0.004886233682560001	n/a	-0.18543	n/a	0.034384284899999985	n/a	0.290092	n/a	0.08415336846400001	n/a	0.000191163	n/a	n/a	3.6543292569e-08	-0.0006591810000000001	n/a	4.3451959076100007e-07	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
754.1043320385304	-4.758669748606735	568673.3435992781	22.64493777630489	924.8885568177417	-15.154591792306404	855418.842532405	229.6616523914407	797.3572645459793	0.01696112128911409	635778.6073242469	0.0002876796353840392	794.1229949995642	627.571173926697	1.356932	28.21998	0.16248875499999998	0.10523699999999997	-0.0745994521	-0.053607815700000006	-0.0071384789	-0.1244458985	-0.018447531399999998	-0.020299861699999998	0.0937527386	0.0012864807	-0.0195179856	0.0733998313	-0.0846681698	0.0375053511	0.0774167508	-0.0715425732	0.1324869159	0.0493905913	0.0050214418	0.0974255211	-0.12219748779999999	-0.120833149	0.0309905848	-0.0646551959	0.10635298509999999	0.0678210802	0.0187892798	-0.07463597940000001	-0.0880640859	-0.053495738	-0.0907225893	-0.1354398282	-0.0801757337	-0.0008232375	-0.07952452809999999	0.00064238	0.0360529423	0.014753426200000001	-0.0545398812	0.0555776479	-0.0780656585	-0.022132006	-0.0571449258	0.09240650539999999	0.0471511249	-0.12318585509999999	0.129784275	-0.1486597448	0.0064987735	-0.0788036453	-0.0636658065	0.1052429077	0.0010768712	-0.1615419206	0.0299874171	-0.0706948456	0.095653827	-0.018068853500000003	-0.0629804075	-0.0539041131	0.16826147	-0.044257655099999994	0.012989836299999998	0.0479115965	0.1074807797	0.10736115	0.1071618658	0.1068830749	-0.0781665	-0.008264899999999992	0.00611000172225	6.830857200999987e-05	-0.154705	0.030724999999999975	0.023933637025000003	0.0009440256249999984	0.394553	0.10446100000000004	0.15567206980900006	0.010912100521000006	0.00043067	0.000239507	5.7363603049000015e-08	1.854766489e-07	-0.0005969030000000001	6.227800000000003e-05	3.562931914090001e-07	3.878549284000004e-09	7.897209999999998e-05	7.897209999999998e-05	6.236592578409997e-09	6.236592578409997e-09	0.0	0.0	0.0	0.0	0.0	0.0
754.0456314815469	-0.05870055698346732	568584.8143564049	0.0034457553901692944	912.6971256068452	-12.19143121089644	833016.0430909975	148.63099497001983	796.1567084102996	-1.200556135679676	633865.5043467229	1.4413350349181169	792.6335141424271	639.5471346303957	1.15191	23.956169	0.10110070499999996	0.07290879999999997	-0.0522727981	-0.0334309926	-0.028676598900000006	-0.0149631122	0.0873770432	-0.0341460431	-0.1037881126	0.0482039915	0.0682741313	0.055431800499999996	-0.01075827	-0.0063025849	0.0579336989	-0.0784447099	0.0719758688	-0.0324447894	-0.10938097599999999	-0.0820303333	-0.098520333	-0.0013261449	-0.0837128226	-0.0696475229	-0.038262174700000005	0.0450708145	0.0206343569	-0.0346871236	-0.058744795	-0.1142932326	-0.043061062000000004	0.008168581999999999	0.0444342236	-0.0341046265	0.09345697380000001	0.159516005	-0.0261324331	-0.023764294100000003	0.046414171799999994	-0.0162609944	-0.0359072728	0.07564694570000001	-0.0420486775	-0.0207134785	0.0047548894	-0.0679593147	0.11593954810000001	0.0897920461	0.0742370818	0.0281809458	0.043383791399999996	-0.040210072	-0.10910551859999999	-0.0837978666	0.0033078610999999996	0.0077713741000000015	0.06912269830000001	0.0784148315	0.1018923721	-0.022973905	0.0804523855	-0.11945804689999999	0.0281985723	0.0972839934	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	-0.07060219999999999	0.007564300000000009	0.0049846706448399974	5.7218634490000145e-05	-0.14644100000000002	0.008263999999999994	0.021444966481000003	6.829369599999991e-05	0.323595	-0.07095800000000008	0.10471372402499997	0.005035037764000011	0.00043067	0.0	0.0	1.854766489e-07	-0.000389587	0.0002073160000000001	1.51778030569e-07	4.297992385600004e-08	0.0	-7.897209999999998e-05	6.236592578409997e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753.9819742797798	-0.0636572017671142	568488.8175388345	0.0040522393368190865	914.8445061076824	2.14738050083713	836940.4703554094	4.611243015375524	796.5097224549044	0.35301404460471986	634427.7379651888	0.12461891568818315	793.1425313149722	646.496428289689	1.053381	21.907057	0.1607218	0.118453	-0.0610381971	0.0199378369	-0.0093417639	-0.0702420705	0.0531449222	0.010687179599999999	0.026507677099999998	-0.0163116369	0.0734530554	0.0945740481	-0.0374306443	0.0917123449	-0.038713631299999995	0.0682664261	0.1651085072	0.0703285047	0.011535203	-0.0056644029000000005	-0.011296001000000002	-0.0627096264	-0.09529555960000001	-0.1453437679	0.0118761308	0.0441389383	-0.1682921857	-0.09993790570000001	0.025815563	-0.009346159	-0.0432720086	-0.1340497883	0.0827186111	-0.0442017404	-0.050684712	0.09004776630000001	-0.052305793899999994	0.0561768645	-0.023093134300000002	-0.080517419	-0.0858211637	0.06605042629999999	-0.035349858	0.0812786657	0.0236102084	0.0709170505	0.1565154274	-0.0107487073	-0.0400978664	-0.1734682239	0.0156516365	-0.074885456	0.086426893	-0.1586239875	-0.09691057630000001	-0.0318059355	-0.0800043914	-0.0090614422	-0.0134210723	-0.0772483739	0.0965236092	-0.10502648310000001	0.020386089099999997	0.045480470499999995	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	-0.08882529999999997	-0.018223099999999975	0.007889933920089994	0.0003320813736099992	-0.138558	0.007883000000000029	0.019198319363999995	6.214168900000046e-05	0.434526	0.11093100000000006	0.18881284467599999	0.012305686761000013	0.00022657	-0.00020410000000000006	4.165681000000001e-08	5.13339649e-08	-0.0006591810000000001	-0.0002695940000000001	4.3451959076100007e-07	7.268092483600007e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
752.4866879745223	-1.4952863052575367	566236.2155788661	2.2358811346907346	914.2769749169563	-0.567531190726072	835902.3868633006	0.32209165244695315	798.6555184535279	2.1457959986234982	637850.6371562735	4.604440467708616	795.1024432608998	633.7487514921601	1.040526	21.639725	0.18049455	0.12307100000000006	-0.0616494353	-0.048863340199999994	0.0233439189	-0.0007672827999999999	0.0357521718	-0.0487684879	0.0728917491	0.0302902592	-0.0707815586	0.0075011815000000015	-0.0036480514	0.0004758182	0.059460602599999995	-0.020468211599999998	0.1355670042	-0.0562024212	-0.057132494400000004	0.061988611	-0.0331764756	-0.1587382158	0.0726913174	0.08939408230000001	0.0285340598	-0.07035023139999999	0.0177557094	-0.0643934869	-0.0093032187	-0.0239382046	0.0577656743	-0.037512873700000005	-0.0475410765	-0.0168027684	0.045691805599999996	0.16994153059999995	0.0709180221	-0.0881641104	0.0485494178	0.1519878927	-0.0170169186	-0.0625911707	0.0251859861	-0.016407359399999998	-0.0052140283	-0.09007159619999999	0.1344857329	0.0046159066	-0.0283697929	-0.055776235099999995	0.0387298813	0.1311403107	-0.054271237199999996	-0.1017589281	0.011051507	-0.0464700107	0.0424342568	0.0213349543	0.172055585	-0.07974138230000001	0.0396393165	0.0187394008	-0.0788791155	-0.135840114	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	-0.08538319999999999	0.003442099999999976	0.007290290842239999	1.1848052409999832e-05	-0.115347	0.02321099999999998	0.013304930409000002	0.0005387505209999992	0.319816	-0.11471000000000005	0.102282273856	0.013158384100000009	0.000384191	0.00015762100000000001	2.4844379641e-08	1.4760272448099995e-07	-0.000290105	0.00036907600000000014	8.416091102499998e-08	1.362170937760001e-07	-0.000255932	-0.000255932	6.5501188624e-08	6.5501188624e-08	0.0	0.0	0.0	0.0	0.0	0.0
757.2461656343933	4.759477659870981	573421.7553679909	22.652627594810948	917.1663417216215	2.8893668046652015	841194.0983870222	8.348440531901193	797.5374550441171	-1.1180634094107518	636065.9921982471	1.2500657874631944	794.6385108809526	644.9367391677903	1.254676	26.093382	0.11762140000000006	0.0666147	-0.0424925898	0.015526905300000001	-0.136308753	-0.08937370359999999	0.0806493407	0.0005875761	-0.0310209608	-0.0916976009	0.0659766334	0.0820242226	0.045256062400000005	0.0384376197	-0.1199189119	0.0039469012	0.1543289498	-0.0628369336	-0.0738689589	0.0678653383	-0.0548618101	-0.047839848	0.007169538100000002	-0.0151255344	-0.0348633425	0.0219475638	-0.0706860493	-0.0121326256	0.048348525999999996	-0.0294247085	-0.1630366246	-0.0739320216	-0.002476961	0.1159803659	0.0199057097	0.1419136372	0.030922487400000007	0.0212541419	-0.0005815703	0.0079254518	-0.08931218279999999	0.0847567124	0.044523853700000005	0.07938615730000001	0.0721332584	-0.0111923625	0.0545236916	0.0732077006	-0.08860811710000001	-0.10674078740000001	0.0348656181	0.12198791630000001	-0.0838800888	-0.1287555377	0.029843612000000002	-0.0161666944	-0.0625129046	0.0101315572	-0.0033715308	0.003108661	0.1734317734	-0.186250923	-0.0118847425	0.0193217286	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	-0.0652331	0.02015009999999999	0.00425535733561	0.0004060265300099996	-0.098332	0.017015000000000002	0.009669182224	0.0002895102250000001	0.353123	0.03330700000000003	0.124695853129	0.001109356249000002	-0.000284281	-0.0006684719999999999	4.4685481478400004e-07	8.0815686961e-08	-0.000271523	1.8582000000000006e-05	7.3724739529e-08	3.4529072400000024e-10	0.0	0.000255932	6.5501188624e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
757.1581676636666	-0.08799797072663296	573288.4908598011	0.007743642852005352	925.6025714156717	8.436229694050214	856740.1202113037	71.16997145077453	798.4978999526609	0.9604449085437636	637598.8962288096	0.9224544223476384	794.6952585349568	651.11224871335	1.313725	27.321423	0.18264675	0.122675	-0.0286684718	0.055078739	0.1078450155	-0.0019776947	-0.0975446833	0.1157512736	0.08361303889999999	0.0451716622	-0.0843588627	0.024392661099999997	-0.06841648980000001	-0.0390966667	0.09611880119999999	-0.0577780612	0.0906069751	0.030722381200000006	-0.0596108657	-0.0346117607	0.0324463924	0.0995624855	-0.025705553199999998	0.0436555058	0.006407958199999999	0.028174695099999997	0.013397939499999999	-0.055375857800000004	0.026498123	-0.0095912687	-0.0290085549	-0.012254781299999998	0.1432817157	-0.1633364866	0.0321412362	-0.0610202867	0.05546868730000002	-0.049851115700000004	-0.036221625099999995	0.0090736195	-0.0122509048	-0.10068328509999999	-0.0741716419	-0.034503559700000005	-0.043553880700000006	-0.1201607369	0.1221277299	0.044863649500000005	-0.051972679699999996	-0.0613386658	-0.016648853999999998	-0.0869800826	-0.025909176000000003	0.020064456799999998	0.012373038500000001	0.0446607666	0.013690394199999999	0.0410863869	-0.0076874712	-0.0559690852	-0.1060545249	-0.0202543817	-0.0740075481	-0.0438082341	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	-0.0604165	0.004816600000000004	0.00365015347225	2.319963556000004e-05	-0.143516	-0.045183999999999995	0.020596842256000003	0.002041593856	0.269423	-0.0837	0.07258875292900001	0.007005689999999999	0.000678153	0.000962434	9.262792043560001e-07	4.598914914090001e-07	-0.00028801200000000003	-1.6489000000000065e-05	8.295091214400003e-08	2.7188712100000214e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
757.0391254440309	-0.11904221963573035	573108.2374530631	0.014171050055801469	916.4155222475096	-9.187049168162162	839817.4094161757	84.40187241822906	797.6221749883333	-0.8757249643275601	636201.1340331194	0.7668942131465062	794.0251372097099	674.6253477863143	1.245841	25.909628	0.18164335000000004	0.127277	-0.0012601833000000001	0.14247958800000002	-0.0105683275	-0.0138797471	0.0021046913	-0.0064390323	0.031857211499999996	0.099431942	0.0498715384	0.0367303843	0.0783480453	-0.09195694609999999	-0.1420172724	-0.0002775333	0.072613446	-0.0107678726	0.0064643923999999995	-0.1164334899	-0.0413244345	0.0562455441	-0.0354282944	0.1445023104	-0.0254587781	-0.0036972324	-0.0768661273	0.1317253771	-0.014221943999999999	0.026520854500000003	-0.051913347699999994	0.07110898339999999	0.13738583699999998	0.044179845	0.0815767228	-0.006077725799999999	0.049183550599999994	-0.0456589106	-0.0833115689	-0.1595556626	-0.037636774	0.052300177	0.0123013649	-0.0546067162	0.1309799061	0.0223120093	0.004894437299999999	0.1363854274	-0.0890610486	-0.0490873985	0.0794352692	-0.038575849599999996	0.018022691299999997	0.0769724999	0.1164792992	-0.0368919518	-0.056276065	0.044471032599999995	-0.0702351841	0.0214217121	-0.1036285346	0.0861776043	-0.0215174804	0.10434709240000001	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	-0.0498722	0.0105443	0.0024872363328400002	0.00011118226249	-0.0233962	0.12011980000000001	0.0005473821744400001	0.014428766352040002	0.258287	-0.011136000000000036	0.066712174369	0.00012401049600000078	-0.000117515	-0.000795668	6.33087566224e-07	1.3809775225e-08	-0.000289209	-1.1969999999999821e-06	8.364184568099999e-08	1.4328089999999566e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
752.2571595798635	-4.781965864167431	565890.8341391642	22.86719752606258	907.5464672095598	-8.869055037949806	823640.5901445525	78.66013726618284	797.8795043234442	0.2573293351108532	636611.703419425	0.06621838670859377	793.0791689037532	647.0963263965723	1.222461	25.423403	0.2036398	0.141888	-0.0106545498	0.014663239599999999	0.058943877900000004	0.056802942	0.0657035383	0.0186698441	0.0423921658	-0.0188170799	-0.025668627599999997	-0.0027899509999999997	0.12132500210000001	0.051579430999999995	0.1560332287	0.027950737000000003	0.1260459202	-0.1500671596	0.0629307575	-0.0187121303	0.0577893265	0.0006224705	-0.018057578799999998	0.0742690731	0.0961858639	0.0275179994	-0.0046832808	0.0981828651	0.0567173702	0.0933918313	-0.052733783799999996	-0.06323565769999999	-0.0233118765	-0.1300756385	0.0603470779	0.0363139618	0.0444349715	0.082450471	-0.0821916949	0.07634178650000001	-0.0018438255999999999	-0.0015929483	0.09420246380000001	-0.0742635591	-0.0753371664	-0.0198834138	0.20485913649999998	0.0105458206	-0.08039201139999999	0.0725619201	0.1164711193	0.0162718616	0.0481537218	0.056362354800000014	-0.059478705300000004	-0.038427720299999996	0.1175078641	-0.1421261247	-0.0259199962	-0.019379196799999998	-0.0232045442	-0.0192812245	-0.1007779667	0.0044110025	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	-0.0471298	0.002742399999999999	0.00222121804804	7.520757759999994e-06	-0.157198	-0.13380179999999997	0.024711211203999998	0.017902921683239998	0.308673	0.05038599999999999	0.09527902092899998	0.0025387489959999986	0.000175195	0.00029271	8.567914410000001e-08	3.0693288025e-08	-0.000330691	-4.1481999999999966e-05	1.09356537481e-07	1.7207563239999972e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753.3930885636755	1.1359289838120503	567601.1458955142	1.2903346562642772	914.9107548848098	7.3642876752500115	837061.6894038925	54.23273296383922	796.4390511162004	-1.4404532072437632	634315.1621428736	2.074905442258844	792.6817322410745	635.0249495523459	1.064693	22.142323	0.22786919	0.128778	-0.022619301499999998	-0.036450541600000004	0.0491708834	0.0379796846	0.005773335	-0.0415711294	-0.037250345899999995	0.0545619794	0.0498994138	-0.0323153156	0.0803665748	-0.0789937257	0.0845609256	-0.045185562900000004	0.046159101699999996	0.0839612193	-0.18483858379999998	-0.0457675062	0.0999181153	-0.019285362	0.0424485612	-0.0400973061	0.0707099965	0.043215752999999996	0.0411168804	0.05798446490000001	0.021302799100000002	0.06382422110000001	0.1110775967	-0.028059239500000003	0.13406556779999998	-0.0264872863	0.044508075700000004	-0.07948298570000001	0.024514204300000002	-0.06329829370000001	0.011585151299999999	-0.022934772000000003	0.0349794567	0.0529914857	0.0143846426	-0.0917472792	0.0263071629	-0.09808473300000001	0.018966579299999998	0.019936144	0.08357880849999999	-0.0823629221	-0.038572485499999996	-0.017226807	-0.11989347560000001	0.18635602469999998	-0.1110099601	-0.0185614883	0.0717131283	-0.0300644113	0.019765261	0.013630053100000001	-0.0560665864	0.025540783100000002	-0.0246235568	-0.0825457664	0.1059246424	0.1011839538	0.0934393406	0.0829207229	-0.04444	0.0026897999999999987	0.0019749136	7.235024039999995e-06	-0.06500990000000001	0.09218810000000001	0.0042262870980100025	0.00849864578161	0.215666	-0.09300699999999998	0.046511823556000004	0.008650302048999995	-0.000160769	-0.000335964	1.12871809296e-07	2.5846671361e-08	-2.46542e-05	0.0003060368	6.078295776400001e-10	9.365852295424e-08	-0.000157685	-0.000157685	2.4864559225e-08	2.4864559225e-08	0.0	0.0	0.0	0.0	0.0	0.0
