global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
765.1726928812924	n/a	585489.2499312086	n/a	978.635380469666	n/a	957727.207907008	n/a	801.8025593808417	n/a	642887.3442296681	n/a	806.7713753973696	759.2354701070593	n/a	n/a	n/a	n/a	-0.054713423	-0.1407356062	-0.16920529480000002	0.0994856678	-0.0873965617	-0.0603436316	0.0152479448	-0.01173568	-0.0608938295	-0.0003834498	0.0177262019	-0.037818551400000004	0.11250323	0.1124865505	0.11245875300000001	-0.0141664	n/a	0.00020068688896	n/a	-0.0175785	n/a	0.00030900366225000003	n/a	0.0534244	n/a	0.0028541665153600003	n/a	-0.0008075479999999997	n/a	n/a	6.521337723039996e-07	-5.29396e-23	n/a	2.80260124816e-45	n/a	0.000507947	n/a	n/a	2.58010154809e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
757.5679806769227	-7.604712204369662	573909.2453469103	57.83164771128888	965.0476576919388	-13.587722777727208	931316.9816166974	184.6262102843668	801.3094579865239	-0.4931013943178186	642096.8474586565	0.2431489850781769	804.817717613994	748.2074038221591	0.904704	25.870144	0.0482113838	0.0272072	-0.059323505199999994	-0.0959253865	-0.048827253	-0.0240427348	-0.0382558679	-0.0535303475	-0.015492447099999999	-0.0107284338	-0.0562102141	-0.019839143700000002	-0.0125368364	-8.625520000000001e-05	0.11245875300000001	0.1123086861	0.11205872300000001	-0.00698888	0.007177519999999999	4.88444436544e-05	5.151679335039998e-05	1.4313800000000003e-05	0.0175928138	2.0488487044000004e-10	0.00030950709740147034	0.0598238	0.0063994	0.003578887046440001	4.0952320359999986e-05	-0.000478986	0.0003285619999999997	1.0795298784399983e-07	2.29427588196e-07	-0.0	5.29396e-23	0.0	2.80260124816e-45	0.000520218	1.2271000000000005e-05	1.5057744100000013e-10	2.70626767524e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
755.8952659013534	-1.6727147755693748	571377.6530120778	2.7979747204081047	943.983920405174	-21.063737286764766	891105.6419835219	443.6810284858442	802.4718104966665	1.162352510142682	643961.0066417978	1.3510633578349942	805.6850015889836	738.0192965115193	0.730464	20.887718	0.084335165	0.0461134	-0.060914850300000004	-0.048456712	0.0257162725	-0.0566278251	0.021413756699999998	-0.06921024099999999	-0.006531905300000001	-0.0066230245	-0.0701546346	-0.029891942	-0.0043957081	0.0295003454	0.1123698164	0.11195323859999999	0.1112600859	-5.88512e-05	0.006930028800000001	3.4634637414399995e-09	4.802529916882945e-05	0.0275998	0.0275854862	0.00076174896004	0.0007609590488903905	0.0269493	-0.0328745	0.0007262647704899999	0.00108073275025	-0.000452619	2.636699999999996e-05	6.952186889999977e-10	2.0486395916099998e-07	0.000215859	0.000215859	4.6595107881000006e-08	4.6595107881000006e-08	0.000616895	9.667699999999997e-05	9.346442328999996e-09	3.80559441025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
756.9700736993162	1.074807797962876	573003.6924763483	1.1552118025618066	941.6707240484986	-2.3131963566753484	886743.7525300238	5.350877384536107	801.8755578820319	-0.5962526146346363	643004.4103286199	0.3555171804586401	802.7607431011917	735.5447163212305	0.719931	20.586544	0.14188616880000002	0.08535319999999999	-0.0634337577	-0.055776157400000005	0.034478104100000004	0.07915401379999999	0.010753056	-0.0571030851	0.0036794136	-0.024666734	-0.058080778300000004	0.0142202001	0.016587056200000002	-0.007861001	0.11223645550000001	0.1114207701	0.1100656827	-0.00402727	-0.003968418800000001	1.6218903652900002e-05	1.5748347772193444e-05	-0.032793199999999995	-0.060393	0.0010753939662399997	0.003647314449	0.0891962	0.062246900000000015	0.007955962094440001	0.0038746765596100008	-0.000339432	0.00011318700000000005	1.2811296969000012e-08	1.1521408262399998e-07	0.000214872	-9.870000000000094e-07	4.616997638400001e-08	9.741690000000185e-13	0.000425512	-0.00019138300000000005	3.6627452689000025e-08	1.81060462144e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
756.2554407650266	-0.7146329342896252	571922.2916867046	0.5107002307713997	942.4781906767778	0.8074666282791441	888265.1399013726	0.6520023557844894	801.442065682009	-0.4334922000228971	642309.3846446456	0.18791548748069145	802.7846949299568	732.9115272306774	0.710733	20.323509	0.19293862	0.09662780000000004	-0.06037945190000001	-0.039197277	0.0313493293	-0.0498198263	0.020075843	-0.0522116464	0.0256583189	-0.0046906843	-0.053248620499999996	0.004731821	0.007479713499999999	0.0366295935	0.11205872300000001	0.1107121224	0.1084797619	0.0208962	0.02492347	0.00043665117444	0.0006211793568409	0.0352867	0.0680799	0.00124515119689	0.00463487278401	0.0215076	-0.0676886	0.0004625768577599999	0.0045817465699600005	-0.000587965	-0.000248533	6.1768652089e-08	3.45702841225e-07	0.000419889	0.00020501700000000002	1.76306772321e-07	4.2031970289e-08	0.000616895	0.00019138300000000005	3.6627452689000025e-08	3.80559441025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
762.0057205111983	5.750279746171714	580652.7180917904	33.065717159232626	942.4501519330603	-0.028038743717502257	888212.2888786484	0.0007861711492557722	803.4472482825595	2.005182600550484	645527.4807728168	4.0207572615504015	803.7654386822153	750.5094484770383	1.425995	40.776543	0.37995056	0.231413	-0.0571861653	-0.0597262775	0.0025267375	0.140092998	-0.0989936339	-0.0680381066	-0.0025407297	0.0172560231	-0.0633247783	0.0238665461	0.0021993181	-0.07882254009999999	0.1118366891	0.10982841609999999	0.1065079649	0.00249036	-0.01840584	6.2018929296e-06	0.0003387749461056	-0.07984869999999998	-0.11513539999999994	0.006375814891689997	0.013256160333159994	-0.15925899999999998	-0.1807666	0.025363429080999998	0.03267656367555999	7.17957e-05	0.0006597606999999999	4.3528418126448995e-07	5.15462253849e-09	-1.2893700000000005e-05	-0.00043278269999999996	1.6624749969000013e-10	1.8730086541929e-07	0.000396584	-0.000220311	4.8536936720999996e-08	1.5727886905599998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
762.1108016181662	0.10508110696787297	580812.8739430839	0.011042039041593564	951.2464469357327	8.796295002672421	904869.8028078558	77.37480577403984	803.5606824905715	0.113434208011995	645709.7704447131	0.01286731954730855	804.8933456022928	753.5045894082832	1.082689	30.959641	0.29255559	0.151129	-0.053487438899999996	-0.0660506292	0.0012087619000000001	0.024193661800000002	-0.049870982599999995	-0.0682991136	-0.0137782403	0.0345384552	-0.064988856	-0.006826443000000001	-0.0008225528999999999	-0.0327877625	0.1115704417	0.1087710484	0.1041573055	0.013512200000000002	0.01102184	0.00018257954884000005	0.00012148095698560005	-0.027192	0.05265669999999998	0.0007394048640000001	0.002772728054889998	-0.00650075	0.15275824999999998	4.2259750562499986e-05	0.023335082943062496	0.00107214	0.0010003443	1.0006887185424902e-06	1.1494841796e-06	0.000144642	0.0001575357	2.0921308164e-08	2.4817496774490004e-08	0.00076108	0.00036449599999999996	1.32857334016e-07	5.792427664e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
761.3515962892294	-0.7592053289367868	579656.2531721578	0.5763927314860147	957.8692473925316	6.622800456798927	917513.495100335	43.86148589057608	803.9740907302521	0.4134082396806207	646374.3385655356	0.17090637263582953	807.3515221443147	752.3177306131344	0.8465789999999999	24.208052	0.05974905	0.0329256	-0.0528853638	-0.0674324919	-0.009219220699999999	-0.0640009921	-0.0180678371	-0.0705107836	-0.034265453599999995	0.0496369963	-0.07017514080000001	-0.0256137975	-0.0227882082	-0.045725888	0.1112600859	0.1075416914	0.1014361455	0.0127605	-0.000751700000000001	0.00016283036025000004	5.650528900000015e-07	0.00218557	0.02937757	4.7767162249e-06	0.0008630416191049001	-0.00892553	-0.00242478	7.966508578089999e-05	5.8795580483999985e-06	0.0008761589999999999	-0.00019598100000000013	3.840855236100005e-08	7.676545932809998e-07	0.000382673	0.00023803100000000004	1.4643862492900008e-07	5.6658756961000026e-08	0.000651192	-0.00010988800000000004	1.207537254400001e-08	4.24051020864e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
757.9914923683293	-3.360103920900088	574551.102502767	11.29029835924814	955.7306782993588	-2.138569093172805	913421.1294425527	4.573477766273953	801.4612391694823	-2.5128515607698323	642340.1178910821	6.31442296646338	806.0617179448152	748.9702036107919	0.7920159999999999	22.647797	0.09691873	0.0610895	-0.0531587905	-0.0644113076	-0.011112451399999999	-0.0659289183	-0.0017533744	-0.045182922300000004	-0.0008418134	0.0145661271	-0.0452179636	-0.028276514300000007	-0.014394035900000001	-0.0190713915	0.11090574460000001	0.1061422889	0.09835416429999999	0.0106132	-0.0021473000000000013	0.00011264001424	4.610897290000005e-06	-0.00470693	-0.006892499999999999	2.21551900249e-05	4.750655624999999e-05	0.042982199999999984	0.051907729999999985	0.0018474695168399992	0.002694412433752899	0.000841206	-3.495299999999989e-05	1.2217122089999924e-09	7.076275344360002e-07	-0.000156019	-0.000538692	2.4341928361e-08	2.9018907086399996e-07	0.000796971	0.00014577900000000007	2.125151684100002e-08	6.351627748410001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753.7002244058301	-4.291267962499205	568064.0282693987	18.41498072597208	942.1859974527767	-13.54468084658208	887714.4537960838	183.45837923576752	800.2701264281296	-1.19111274135264	640432.2752532946	1.4187495626126014	804.7769674744168	735.2446606367392	0.804815	23.01379	0.14526283	0.06798070000000002	-0.0529350628	-0.026006070299999996	0.026985987200000002	-0.052332709000000005	-0.005935416800000001	-0.0364394139	0.0359203945	-0.028999656000000002	-0.0388907391	-0.0062734992	0.0197338951	0.0038651945	0.1105075577	0.1045750536	0.09492232490000001	0.010609100000000002	-4.0999999999982015e-06	0.00011255300281000005	1.6809999999985257e-11	0.034209300000000005	0.03891623	0.0011702762064900005	0.0015144729574129007	-0.0195458	-0.06252799999999999	0.00038203829764	0.0039097507839999995	0.00035452	-0.0004866860000000001	2.368632625960001e-07	1.2568443039999998e-07	0.00016858599999999995	0.00032460499999999995	2.8421239395999987e-08	1.0536840602499996e-07	0.00086197	6.499899999999994e-05	4.224870000999992e-09	7.429922809e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
