global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
629.2459617754224	n/a	n/a	395950.4804106764	820.9277333020924	n/a	n/a	673922.3433045114	697.909704419845	n/a	n/a	487077.9555233953	706.2207125625179	505.6480851700818	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0053339	n/a	2.845048921e-05	n/a	-0.027229700000000003	n/a	n/a	0.0007414565620900001	-0.0292892	n/a	0.0008578572366399999	n/a	0.0007933969999999999	n/a	6.294787996089999e-07	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0
628.3455405372122	-0.9004212382102423	0.8107584062200659	394818.11831300135	814.6318890133451	-6.295844288747276	39.637655308151686	663625.1145974511	698.534376581164	0.6246721613190402	0.390215309127001	487950.2752656354	705.0779952601221	499.9834878889641	1.137124	19.426092	0.120917180082	0.07347580000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.00782113	-0.013155030000000002	6.117007447690001e-05	0.00017305481430090005	3.75362e-07	0.027230075362	0.0007414770042201995	1.40896631044e-13	-1.67528e-06	0.02928752472	2.8065630784e-12	0.0008577591042246112	-0.000231494	-0.001024891	5.3589472036e-08	1.050401561881e-06	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
629.9911898621062	1.6456493248940658	2.708161700524295	396888.89930387243	819.2404765953943	4.608587582049154	21.239079501417667	671154.9584922488	697.8267424338237	-0.7076341473402863	0.500746086482014	486962.1624558021	702.9895276223598	505.46322884674316	1.166811	19.933252	0.091224864918	0.0529034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.015513999999999997	-0.007692869999999997	0.00024068419599999996	5.918024883689998e-05	0.0390612	0.039060824638	0.0015257480214005874	0.0015257773454399998	0.0296553	0.02965697528	0.00087943681809	0.000879536182758531	-0.000464275	-0.000232781	2.15551275625e-07	5.4186993961e-08	-6.35029e-05	-6.35029e-05	4.03261830841e-09	4.03261830841e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
632.1172197026559	2.126029840549677	4.520002882907685	399572.1794446158	818.4765499152484	-0.7639266801459144	0.5835839726387582	669903.8627611679	698.2389195787605	0.41217714493677693	0.1698899988082329	487537.58881451475	704.2881101275012	507.9029992403569	1.189142	20.314737	0.075634105	0.0369836	-0.0932914331	-0.0325526384	0.08648058970000001	0.1356618862	-0.2812491911	0.0980049428	0.0809911827	0.1175358435	0.3234627769	0.021647563999999998	0.0151521765	-0.057858686299999997	-0.236581757	-0.0539944349	-0.0768056424	0.0702257763	-0.1661675078	0.0078671653	-0.1858728018	-0.050712622400000004	0.0507152118	-0.0630399874	0.050260109299999994	-0.0520625403	0.05805066320000001	-0.047820675300000004	0.0760910502	-0.0260573858	-0.1502867836	0.08513455	-0.1285285507	0.0364605609	-0.10582042859999999	0.1374164068	-0.0026166977	0.0254692465	-0.0001008657	0.0860682665	-0.028979695899999998	0.0020918481	-0.0845647311	0.0934581519	-0.0343719442	0.025187144100000003	-0.022078644799999998	-0.06901246650000001	-0.0381282632	0.1332941103	-0.017099681999999998	0.2200268834	-0.16228492349999998	0.19025553469999998	0.0017833980999999999	-0.2144202264	0.0550457878	-0.0489986947	0.016122712	-0.038901434500000005	0.0655020025	-0.0252070164	0.022074824	-0.0411725417	0.0439050324	-0.024227514900000004	0.0778254195	0.0107170377	-0.0668063815	0.0528568096	-0.0019550892	0.059748622599999995	0.1084605987	0.1084467085	0.10842355949999999	0.10839115369999999	0.0	0.0	0.0	-0.0225208	-0.007006800000000002	0.0005071864326400001	4.909524624000003e-05	0.0081831	-0.030878100000000002	0.00095345705961	6.696312561000001e-05	0.0225105	-0.007144800000000001	0.00050672261025	5.104816704e-05	-0.0007817949999999997	-0.0003175199999999997	6.112034220249995e-07	1.0081895039999985e-07	8.066319999999997e-05	0.00014416609999999994	6.506551834239994e-09	2.078386438920999e-08	-0.000150402	-0.000150402	2.2620761604e-08	2.2620761604e-08	0.0	0.0	0.0	0.0	0.0
632.8111501232712	0.6939304206152883	0.481539428655311	400449.95172033727	822.2469681626607	3.7704182474122954	14.216053760419598	676090.0766526875	699.1605114009105	0.9215918221500488	0.8493314866538471	488825.4207023828	703.1159533712399	512.3354430821881	1.172228	20.025795	0.1184063828	0.06294119999999999	0.04361606	-0.0086612385	0.14289143140000002	0.15157727210000002	-0.2721452699	0.041812965699999996	0.25299921940000003	0.0714988255	0.2182549028	-0.0163116653	0.0273719011	-0.1179386185	-0.2597506739	-0.028611138199999997	0.1342475229	0.10798967400000001	0.042294751799999995	-0.0813340531	-0.17093768059999995	-0.0603001728	0.0885742383	0.0401282816	0.0893157728	-0.0448946627	0.08332167	0.11239193130000001	-0.1120607711	-0.0927314366	-0.0182508547	-0.0668385576	-0.0658807577	-0.1107149343	0.0081795822	-0.2045230423	-0.0258898644	0.0507102804	0.0458404499	0.0391539521	0.0331684729	0.0897043754	-0.0673215374	0.1627479	-0.0754305308	0.1323384932	-0.0453820763	-0.0369090404	0.1599967218	0.13973104349999999	-0.1233402691	0.3184335482	-0.09396410359999999	0.0552237747	0.0743535893	0.0678210084	-0.045003145	-0.0459303733	0.110634316	0.021871682599999998	-0.0003991903	0.2116120377	0.16447980199999998	-0.0751471199	0.2090576216	-0.05215782309999999	0.0770672647	0.0099545851	0.0608033967	0.14759772699999998	0.158491085	0.0558273968	0.10842355949999999	0.1082985834	0.1080903965	0.1077991588	0.0	0.0	0.0	1.13928e-05	0.022532192799999996	1.2979589184000002e-10	0.0005076997123763718	-0.0138894	-0.0220725	0.0004871952562500001	0.00019291543236000006	0.007388299999999999	-0.0151222	5.4586976889999986e-05	0.00022868093284	0.000115222	0.0008970169999999998	1.3276109284e-08	8.046394982889995e-07	0.000206834	0.00012617080000000005	4.2780303556e-08	1.591907077264001e-08	0.0	0.000150402	2.2620761604e-08	0.0	0.0	0.0	0.0	0.0	0.0
634.8672508448552	2.0561007215840164	4.227550177298313	403056.4261953043	820.9284051813188	-1.3185629813418702	1.7386083357651607	673923.4464335436	699.8187661997305	0.6582547988199394	0.4332993801694789	489746.30552531296	706.0950117680687	508.5446671807388	1.151715	19.675365	0.0741679538	0.0448846	-0.09849105359999999	0.0121170275	-0.0020003735	0.16471795990000002	-0.17544593100000005	0.0688001512	0.0002015013	0.0851858664	0.1422302731	0.0597244059	-0.041281573599999996	-0.0022726834	-0.11794596130000001	0.0244736023	-0.012533188700000001	0.1518841177	0.0238210569	-0.09912309130000001	-0.0523664537	-0.0637554521	0.0729310875	0.10993189939999999	0.0741558279	-0.1181996794	0.0828502468	0.1770320853	0.0219523815	-0.0487208997	0.0162768888	0.0731232819	0.0644603544	0.0732196405	0.13550484599999998	0.0105352544	0.1212383636	-0.0583923495	-0.0778292192	0.1032705232	0.0666454766	-0.0477777014	-0.0523566208	0.1172588521	-0.0201432189	0.11471013460000001	-0.0321221919	-0.0088334534	-0.0423817289	0.1016467775	-0.10097286970000001	0.1539637387	-0.2051972985	-0.0502869356	0.09208126009999999	-0.0442746322	-0.0502575787	-0.10988481650000001	0.081600509	-0.1248170241	-0.014787615700000001	-0.0347222097	0.078633772	-0.0386913078	-0.07002051349999999	0.0177790245	-0.0176612107	-0.0509595318	-0.1185377485	0.0710209112	-0.1534237118	-0.0882280145	0.1083494938	0.10800253539999999	0.10742509410000001	0.1066184023	0.0	0.0	0.0	1.35866e-05	2.193800000000001e-06	1.8459569956000003e-10	4.812758440000004e-12	0.00812901	0.02201841	0.0004848103789281001	6.608080358010001e-05	-0.0325776	-0.0399659	0.00106130002176	0.0015972731628099998	-0.000106855	-0.000222077	1.1417991025e-08	4.9318193929000005e-08	0.000185282	-2.1551999999999986e-05	3.4329419524000006e-08	4.6448870399999937e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
634.4701980341879	-0.3970528106673328	0.1576509344588288	402552.43219354155	820.2812175167185	-0.6471876646003238	0.4188518732108213	672861.27581071	701.8794178990668	2.06065169933629	4.2462854259775415	492634.7172703328	706.7819848911923	515.3713057280572	1.169246	19.974846	0.0643315929	0.032093	0.0714871921	-0.0984210904	0.0047066078	0.1127677927	-0.005115859	0.1381183374	-0.035748978	-0.1345301702	0.1249690337	-0.0330015498	-0.00012456809999999998	0.003069664	-0.0228186364	0.155456168	0.0375854549	0.2229737339	0.10907537839999999	-0.1261675079	-0.0311243433	0.0207752982	0.061041075	0.0791542398	0.0458731641	-0.07157698650000001	0.0528220354	0.0633946048	0.071920531	0.011320846	-0.057152870700000004	-0.0966623748	0.0547445518	-0.0543892637	0.0246230159	0.238394574	0.0527067629	-0.1758658603	0.137470036	-0.061849029699999995	0.010701606499999999	-0.044926197800000005	0.0442272101	0.0055320262	0.1152382306	-0.0191292533	-0.0306887988	0.1412745604	0.0548907844	0.048246345499999996	-0.1223559122	0.1012293157	-0.013650757	-0.0766519926	0.1974845974	-0.06707325360000001	-0.0803417916	-0.05860087980000001	-0.0091806375	0.0639191502	-0.0963193165	0.0093634937	-0.0921949023	0.0074557051000000004	-0.0720047734	0.17793760100000006	0.1503626865	0.009609507	0.045598913399999996	-0.0593917079	-0.21381572899999998	0.0400091335	0.1082384268	0.10755896890000001	0.1064296968	0.10485533300000001	0.0	0.0	0.0	0.007557699999999999	0.007544113399999998	5.711882928999998e-05	5.6913646992059546e-05	0.0210931	0.01296409	0.0001680676295281	0.00044491886761	-0.0513252	-0.0187476	0.00263427615504	0.0003514725057599999	-5.00621e-06	0.00010184879	2.50621385641e-11	1.0373176024464101e-08	0.000584949	0.00039966699999999987	3.4216533260099995e-07	1.5973371088899994e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
632.6802027736288	-1.7899952605590668	3.204083032823922	400284.2389816801	813.4618113409848	-6.819406175733661	46.5043005896344	661720.1185101559	698.2440096300891	-3.6354082689776983	13.216193282151428	487544.696984304	703.8090413273932	511.61022896564276	1.153191	19.700577	0.13436048050000002	0.06976510000000001	0.018344291000000002	0.09436180599999999	-0.0450810029	0.0551953507	-0.0334259477	0.1403089034	0.0475986168	0.0557769642	0.09113818039999999	-0.15299341060000002	0.1302806568	0.0829990649	0.0026510869	-0.0400572499	-0.0346310238	0.1145016148	0.1368704132	-0.028523429	-0.0406933821	0.1630711481	0.013548418100000001	0.12412481800000001	0.0979620401	0.0589547687	0.0703863275	0.11462502529999999	-0.0817724243	-0.0006404021	0.0510798731	-0.0269105935	-0.0227481783	-0.0294322493	-0.0139472093	0.0497645396	-0.1179742072	-0.1009833267	0.044518519299999997	0.0506079213	-0.09383989960000001	0.09376476869999999	0.0734507882	-0.06739248269999999	-0.0123099928	-0.0686730138	0.046142656399999996	-0.0449272435	0.0179458926	0.0203527304	-0.1363071585	0.14635665009999999	0.060422038899999995	-0.0658105818	0.1074952007	0.0193307269	0.0814991145	-0.040015796299999996	0.1112427674	0.011306708799999999	0.0643657616	-0.0726279238	-0.0005774479	-0.1053215742	-0.0658330462	0.07436626639999999	-0.1330219727	0.021657848799999997	-0.0011120508000000001	-0.20674402190000002	-0.0672229837	-0.015943391	0.1080903965	0.10696848980000001	0.1051072631	0.1025195803	0.0	0.0	0.0	0.0257446	0.018186900000000002	0.0006627844291599997	0.00033076333161	-0.033468	-0.0545611	0.00297691363321	0.001120107024	-0.070775	-0.01944980000000001	0.005009100625	0.0003782947200400004	0.000193718	0.00019872421000000003	3.7526663524e-08	3.94913116401241e-08	1.69379e-24	-0.000584949	2.8689245641e-48	3.4216533260099995e-07	5.95804e-05	5.95804e-05	3.5498240641599996e-09	3.5498240641599996e-09	0.0	0.0	0.0	0.0	0.0
633.663509064114	0.9833062904851886	0.9668912609077421	401529.4427194465	818.0604887044478	4.598677363463025	21.14783349322724	669222.96317936	700.3020870505926	2.058077420503537	4.235682668786492	490423.0131274158	707.5018961613063	509.7243058807227	1.0744280000000002	18.355019	0.12955285	0.0692087	-0.0436738121	-0.07942551769999999	-0.0574733156	0.0685354053	-0.014481504499999999	0.053750762800000004	-0.0754991067	-0.0466507417	0.021352396800000003	-0.0636632344	-0.0875099715	-0.0463959906	-0.0055167275	0.11410227419999999	-0.0953265128	-0.0383300644	-0.0651599651	0.0320977559	-0.0815834714	0.0441140701	-0.0189648498	0.010311672	0.0780723534	-0.11992481349999999	-0.023416723900000002	-0.0835096689	0.032233987	-0.0293217043	-0.0389218934	-0.047104741900000004	-0.0863610551	0.053668183499999994	-0.0449073654	0.0235891557	-0.0226066723	-0.0739883615	0.026745481499999998	0.1073164661	-0.0110343355	-0.0772186035	-0.0175287608	-0.1461490799	0.0970849299	-0.0631076526	0.10482248220000001	0.1117875516	-0.08147078049999999	-0.0332172913	0.0472323972	-0.027734998599999998	-0.0550820667	0.0853672689	0.0375646934	-0.12415559890000001	0.1671991066	-0.0602810391	-0.016294173000000002	0.0013804084	-0.0894003	-0.1206580998	0.0979879257	0.026678854900000003	-0.0070988907	0.0222391299	-0.053082368	0.11216058300000001	-0.0368534565	0.054317925	-0.15295351880000002	-0.0360709966	0.1079054534	0.10623190460000001	0.1034618567	0.09962390119999999	0.0	0.0	0.0	0.025819400000000003	7.48000000000068e-05	0.0006666414163600001	5.5950400000010176e-09	-0.008290429999999998	0.02517757	0.0006339100311049	6.873122958489996e-05	-0.135097	-0.06432199999999999	0.018251199409	0.004137319683999999	-0.000244261	-0.000437979	5.966343612100001e-08	1.91825604441e-07	0.000302157	0.000302157	9.1298852649e-08	9.1298852649e-08	0.000119014	5.94336e-05	3.5323528089599995e-09	1.4164332196000001e-08	0.0	0.0	0.0	0.0	0.0
634.1847281852456	0.521219121131594	0.2716693722331912	402190.2694633938	816.6806167437186	-1.3798719607292471	1.9040466280067765	666967.2297649005	698.3045636889975	-1.9975233615950856	3.9900995801181316	487629.26366888115	703.1837523704526	515.6125626593574	1.124998	19.218933	0.13550767	0.0791551	0.0989869967	0.0815137892	-0.0224447848	0.073429818	-0.0038895024	0.046107755099999995	0.09260837150000001	0.073280962	0.0176578873	-0.102914696	0.1007976768	0.0648382904	0.0391763407	-0.0706132854	0.007051592	-0.040787504599999996	0.0539786841	0.0087378468	-0.1148658836	0.0006138869	-0.0601794847	0.0646657547	0.0191341105	-0.029078941299999998	-0.040848479300000004	-0.0169831617	-0.031461172999999995	-0.0712014173	-0.1117074239	0.1626390833	0.0972067482	-0.00025944490000000004	-0.013109443600000001	-0.0933280825	0.051731493899999995	-0.0420608723	0.1551136267	-0.0779280078	-0.0841344733	-0.017106788	0.1101846588	0.0516029585	0.1023469579	-0.1238076324	-0.051777207900000004	-0.06977945969999999	0.0806605691	0.0038048472999999998	-0.051413868200000004	0.12027201859999999	0.1021310831	0.032060079	0.024255054900000003	0.1379527068	0.0323578484	0.0235498629	0.0798694296	0.0601263719	0.0893766961	0.0177299674	0.0379858733	0.0808115931	0.0659835986	-0.0005104851	-0.0523628955	0.06301282009999999	-0.0045158971	0.0257725512	0.0227340638	-0.0325389667	0.1076836607	0.1053502195	0.1014985334	0.0961841108	0.0	0.0	0.0	0.0258044	-1.4999999999997656e-05	0.0006658670593600003	2.2499999999992958e-10	-0.07674649999999998	-0.06845606999999998	0.004686233519844897	0.005890025262249997	-0.0986796	0.03641739999999999	0.00973766345616	0.001326227022759999	0.000230037	0.0004742980000000001	5.291702136900001e-08	2.2495859280400005e-07	0.000321229	1.9072000000000023e-05	1.03188070441e-07	3.6374118400000087e-10	0.0	-0.000119014	1.4164332196000001e-08	0.0	0.0	0.0	0.0	0.0	0.0
