global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
667.4539436901897	n/a	n/a	445494.76694758685	896.1682132568486	n/a	n/a	803117.4664519725	717.0898750000058	n/a	n/a	514217.888827524	730.189452946216	622.1519691618406	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	9.73215e-09	n/a	9.471474362249996e-17	n/a	-5.36711e-09	n/a	n/a	2.8805869752099996e-17	-4.02117e-09	n/a	1.61698081689e-17	n/a	-7.03538e-05	n/a	4.94965717444e-09	n/a	-0.0	n/a	0.0	n/a	-0.00017029	n/a	n/a	2.89986841e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
662.6398399331279	-4.814103757061844	23.175594983756962	439091.5574666013	870.4140328319261	-25.754180424922534	663.2778093594633	757620.5885507372	715.74417846422	-1.3456965357858053	1.8108991664259169	512289.72900542116	725.8423854851642	600.5347866751173	1.6001379999999998	22.657545	0.11235485598621002	0.07740570000000001	-0.0580491936	-0.0767069341	0.0803507811	0.0016412915	-0.0011986982	0.0049354842	-0.0334811168	0.0401883454	0.1659895756	-0.2081553364	0.1110638707	-0.025261187	-0.0806669647	0.1013129957	-0.0554887485	0.0389178604	-0.1011294802	0.0616505061	-0.1604022666	0.0428134316	-0.030719126	0.0722926587	-0.1501053359	0.0895062728	-0.039735285	0.0755287935	-0.05642855610000001	0.0855892477	-0.0166537505	0.09172201599999999	-0.047853244100000004	0.07231226589999999	-0.0825280765	0.037919122799999996	-0.0026853457000000002	0.1545948474	-0.0245032379	0.1298249026	-0.1934347884	0.0206572536	-0.053451566500000006	0.058911124	-0.011440519199999999	0.0806700692	-0.0352758497	-0.0112013899	-0.042116707999999996	0.0394722433	-0.110681658	0.014579415	-0.1595827732	0.0194092628	-0.1025020516	0.1107233144	0.031256938399999996	-0.10754861939999999	0.1561845037	-0.1182652342	0.0427760874	-0.0166016476	0.0301356539	-0.026372959100000003	0.1460412763	-0.2042181332	0.0689193655	0.0629590593	-0.0381857986	0.129810365	-0.15822094109999998	0.1499070445	-0.0083297945	0.030681524900000007	-0.0422345689	0.1291314074	-0.1192046666	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.008626989999999998	-0.008626999732149998	7.442495646009995e-05	7.442512437851615e-05	-2.25476e-05	-2.254223289e-05	5.081522636669978e-10	5.083942657599999e-10	0.0516064	0.05160640402117	0.0026632205209599995	0.002663220935996231	-0.000942042	-0.0008716881999999999	8.874431297639999e-07	7.598403180192398e-07	-0.0	0.0	0.0	0.0	0.0	0.00017029	2.89986841e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
662.6404273968733	0.0005874637454326147	3.451136521977161e-07	439092.33602071094	866.6646783160803	-3.7493545158457664	14.057659285493042	751107.664640715	715.5943086705072	-0.14986979371280995	0.02246095506752021	512075.21460162115	726.1313983373133	600.2967194587172	1.165645	16.505239000000003	0.15048230759999998	0.0705127	-0.046270783600000004	-0.1607657462	0.1261918688	0.1082992909	-0.021105065699999998	0.010936336299999998	0.060644635599999996	0.0415808117	0.1393290352	-0.2036351079	-0.0016656891	0.0432280566	0.0233745225	0.0887655407	-0.11795101599999999	0.24880471059999998	0.08942306359999999	-0.0050388475	-0.17373819510000002	0.0489439254	-0.1023151519	0.09854429640000001	0.0041097916	-0.054458060700000005	-0.0898356706	0.0481415358	-0.0879151518	0.1315259509	-0.0001556425	0.0311424576	0.019694241499999997	0.0746165673	0.0223468363	-0.022044932599999997	-0.0516470071	-0.0895318978	-0.0226069799	-0.2323700483	-0.0216175912	0.0395368923	0.0641785181	0.021181744300000003	-0.0204346125	-0.051297036	-0.0278939625	0.08416175699999999	0.011209291000000001	-0.0480764465	-0.13316074039999998	0.008830892199999999	-0.2531062256	-0.1692346529	-0.11244821029999999	0.0362351431	-0.0037094857	0.0200223644	0.20702131399999998	-0.09883493730000001	0.0779823451	0.019080299199999998	-0.0646142784	-0.0701772079	0.0769141225	-0.0290832867	0.06068533440000001	-0.0718806747	0.0782361449	-0.059310961900000014	-0.011759236499999999	0.0732556752	0.1092256108	0.1437568527	-0.0036016671000000007	-0.0751503731	0.11337149070000001	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.026575900000000003	-0.017948910000000002	0.0007062784608100001	0.0003221633701881002	0.0376227	0.0376452476	0.0014171646668653052	0.0014154675552899994	0.07379489999999997	0.02218849999999997	0.005445687266009996	0.0004923295322499987	-0.00158063	-0.000638588	2.4983911969e-06	4.077946337440001e-07	-0.000429111	-0.000429111	1.84136250321e-07	1.84136250321e-07	-0.000386294	-0.000386294	1.49223054436e-07	1.49223054436e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
662.4050272184397	-0.2354001784335651	0.055413244006554285	438780.42008426186	868.4825301510042	1.8178518349238857	3.3045852937361384	754261.90517749	715.7003359574028	0.10602728689559626	0.01124178556644108	512226.9708895392	725.204425378334	600.3342445531639	0.979045	13.863027	0.021177900000000003	0.00973458	-0.0167585252	-0.1162975659	0.1095816637	0.0808423684	0.0713133215	0.007870297	-0.0610933015	0.0604777693	0.0162732453	-0.23964184789999998	0.0494293799	0.0180420514	-0.0098320697	0.09842982089999999	-0.14080748839999999	0.16855525940000002	0.13233449279999998	-0.0689134574	-0.0488843336	0.0029781615999999998	-0.17550750710000002	-0.0064059136	0.0779408341	-0.0257290685	-0.0538468011	0.026739299700000004	0.09089212070000001	0.09921247609999999	-0.0769920058	-0.0110859621	-0.0658769533	0.0495122654	-0.011295998100000001	-0.012567413400000001	0.0665449766	-0.0936212674	0.012559252	0.0275327919	0.0174081876	-0.0395744569	-0.0020038554000000003	-0.033886344	0.0257570212	0.0147349748	0.1564872716	-0.0012091926	-0.011786576399999998	0.013093348700000002	-0.1582194917	0.11082062449999999	-0.1430564309	-0.152893706	-0.0861326431	-0.0102955873	-0.1130144732	-0.024781797	0.1558604969	-0.0958648046	0.09725908550000001	0.0564064115	0.0415924226	-0.0460827501	-0.0056987533	0.0069332384	0.0162924924	0.1027464865	0.0395525112	-0.0709907479	0.0629458187	0.026563226800000003	0.1129198632	-0.014439473500000001	0.1488079259	-0.10455418080000001	0.0225040775	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.0311772	-0.004601299999999996	0.00097201779984	2.117196168999996e-05	0.0357263	-0.0018963999999999925	3.596332959999972e-06	0.0012763685116900002	0.07815569999999998	0.004360800000000012	0.006108313442489997	1.9016576640000105e-05	-0.00142713	0.0001535	2.0367000369e-06	2.356225e-08	-0.000430082	-9.710000000000014e-07	1.84970526724e-07	9.428410000000024e-13	-0.000334377	5.1917000000000066e-05	2.6953748890000073e-09	1.1180797812899997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
661.0302204833457	-1.374806735094012	1.8900935588598564	436960.9523922607	866.7839461725896	-1.6985839784146035	2.8851875317267828	751314.4093425267	714.8431142903038	-0.8572216670989974	0.7348289865439843	511000.67804826034	724.6642677442787	597.2275119193171	1.176685	16.661556	0.15910308	0.0801797	-0.047208435099999994	-0.0106889165	0.057635161399999996	0.0008964335	0.0387045799	-0.011124703500000001	-0.0859359109	0.08734726960000001	0.013193473600000002	-0.09612255119999999	0.07856642900000001	0.0352739653	-0.0711533171	0.1048698888	-0.0096496349	0.0151600119	-0.1333536716	0.0309886983	-0.0286298793	-0.0318493484	-0.10214538779999999	-0.0157893133	-0.12887728710000002	0.1113496485	0.0657807685	-0.1212212625	-0.0839012239	-0.021407363	-0.064244685	-0.09137904320000001	-0.0569906735	-0.046943682599999995	-0.1095366941	-0.0589513554	-0.0578350184	-0.049276447699999996	-0.1025311986	-0.0342940459	-0.0946287008	-0.008578294200000001	0.12214306	0.0285993187	-0.0037885085999999997	0.0058262239	0.1681549668	0.0708255315	0.0009591417	0.07430300969999999	-0.0917245832	0.0371677467	-0.0432823677	0.10454844220000001	-0.0833775708	-0.0040710774	-0.1007078272	-0.034050380299999995	-0.043778450700000006	-0.0337287994	0.1280679699	-0.0454133163	0.16108639289999999	0.0393575731	-0.0352034971	-0.15235380240000002	0.0356910228	0.027101004300000002	0.0393695097	0.0992737732	-0.0039839507	-0.0035756181	-0.0538951833	0.0673790925	-0.0131762797	0.0421492972	-0.0341026199	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.00642692	0.02475028	4.13053006864e-05	0.0006125763600784	-0.0152627	-0.050989000000000013	0.002599878121000001	0.00023295001129	0.0330882	-0.04506749999999998	0.0010948289792399998	0.0020310795562499986	-0.00111864	0.00030849	1.2513554496e-06	9.51660801e-08	-0.0	0.000430082	0.0	1.84970526724e-07	-0.000307023	2.7353999999999945e-05	7.482413159999968e-10	9.4263122529e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
660.6370210774644	-0.3931994058813189	0.15460577278542212	436441.27361810615	864.6264524354567	-2.157493737132881	4.654779225767607	747578.9022511231	714.5842533667604	-0.25886092354335233	0.0670089777377173	510630.65515973046	723.4930067733137	597.1604232860705	1.15281	16.32349	0.09490785	0.0507002	-0.0965201031	-0.0143441072	-0.0339712102	0.0609786372	0.041966019400000006	-0.0275418025	-0.1381904697	0.0338753334	0.0448350343	-0.0280326411	-0.0055358744	0.0442996125	-0.1166797575	0.045896998700000004	-0.0232338227	0.0404924554	-0.0714528519	0.0059423481000000005	0.102619344	0.0175908179	-0.14139654570000001	0.0450239728	-0.0093442701	0.0568902097	0.0902039773	-0.0577344925	-0.0033026132	-0.0727910648	-0.1719409102	-0.0971786982	-0.0182666109	0.0635174803	-0.0381253152	0.0730440814	-0.0037844403999999997	0.0331315635	0.00965727	0.0574065911	0.1059937722	0.072919496	0.0401946755	0.112574396	-0.033571843500000004	0.1302322631	-0.0743060524	-0.1084875152	-0.0140716093	0.09595299759999999	-0.0907499919	-0.0496652733	-0.0299736552	0.0954001179	-0.0075283259	-0.0801130169	-0.0875947236	-0.029251065299999997	0.126718889	0.0125187004	0.13418867710000001	-0.06774918490000001	0.0780931479	0.0336996532	0.036114929	-0.0035632683	0.1090845664	0.06183087900000001	0.165071191	0.0112919703	-0.060739832599999995	0.0364534662	-0.064724185	0.0196073856	0.0286017141	-0.017400351	0.0120519274	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.00216878	0.008595700000000001	4.7036066883999985e-06	7.388605849e-05	-0.0444829	-0.0292202	0.0008538200880399999	0.0019787283924100002	-0.0080592	-0.0411474	6.495070464000001e-05	0.00169310852676	-0.00122727	-0.00010862999999999997	1.5061916529e-06	1.1800476899999993e-08	-6.2888799999999986e-24	-6.2888799999999986e-24	3.9550011654399983e-47	3.9550011654399983e-47	-0.000517284	-0.000210261	4.4209688120999997e-08	2.67582736656e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
660.9769563606122	0.33993528314783816	0.1155559967288009	436890.53683973866	861.4000415981508	-3.2264108373059344	10.40972689108518	742010.031665296	714.8090580573297	0.22480469056927174	0.05053714890194603	510951.98948080704	724.3282860181745	599.5310182362788	0.923662	13.078814	0.1181859	0.0582157	-0.064035133	-0.0325893737	-0.0353181637	0.0953620578	-0.0913100864	-0.057238106799999994	0.022057505800000002	0.014670809	0.1141974353	0.0408595795	-0.09466483140000001	0.0705965095	-0.0150154997	-0.0243061764	0.0127554203	0.07913526230000001	-0.1315069824	0.0161815123	0.09201360300000001	0.090063845	-0.0897512162	0.013052236000000002	0.1193589212	0.0139888808	-0.0716964196	0.0680037591	0.09037990439999999	0.0072746858	0.0619010016	-0.1032392041	-0.0139286379	-0.0497147937	0.0189555317	-0.051520135599999996	0.0616633392	0.029951869300000006	0.0333842156	-0.12218127320000001	-0.051000886399999994	-0.09728532359999999	0.0434374462	-0.1049182938	-0.1167355111	-0.0952508026	0.0427223736	0.08413879199999999	0.046537644	-0.0025476214	-0.0110688105	-0.11431186460000001	-0.10724896880000001	0.0594207733	0.0124188346	-0.0521202653	-0.0297168264	-0.1662362516	0.0484379401	0.0260835621	0.0434960708	-0.0321069437	0.0286165614	0.08646389289999999	-0.0137013133	0.0327813801	0.014215943200000001	-0.1407685646	0.0751779415	-0.0038113857000000003	0.0965830388	0.0295360273	0.1157907203	-0.0616949694	0.0621626938	-0.0380133614	-0.0259221831	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.0141323	-0.01630108	0.00019972190329	0.0002657252091664	-0.00517468	0.03930822	0.0015451361595683998	2.67773131024e-05	-0.0254727	-0.0174135	0.0006488584452900001	0.00030322998224999994	-0.00128244	-5.517e-05	1.6446523535999996e-06	3.0437289000000003e-09	0.000311966	0.000311966	9.7322785156e-08	9.7322785156e-08	-0.00105341	-0.0005361259999999999	2.8743108787600004e-07	1.1096726281e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
661.910119668106	0.9331633074937143	0.8707937584526086	438125.0065190463	864.2937381795433	2.8936965813925326	8.37347990516283	747003.6658563691	715.1556599160733	0.34660185874361105	0.1201328484845261	511447.6179099943	723.9961066826622	605.5051914328577	0.9881740000000002	13.992291	0.03770167	0.020743900000000003	0.0085636745	-0.015350506399999997	-0.0161533136	0.0920571138	-0.0817750357	-0.0964114428	0.0766086334	-0.023131631899999998	0.1129491268	-0.0672989325	-0.0683833615	0.0594648596	0.0605538713	0.0821419254	-0.0147070827	0.0367592043	-0.18728632050000002	0.035795178500000004	-0.1198823736	0.0558958699	-0.1059945431	-0.0560175673	0.0516653033	0.151835468	0.083663469	0.011185871100000001	0.077225858	-0.005549235400000001	-0.0238571982	-0.0203513002	0.1583697495	0.0386367336	0.080485613	0.014534566899999999	-0.1278946933	-0.0346349039	0.039107667	-0.06404699629999999	-0.1104107684	-0.11281049539999999	0.0744482376	-0.0431377922	-0.0279831651	-0.0812932128	-0.0375669346	-0.0391164087	0.0771313257	-0.0065277849	0.0145145276	-0.009699611300000001	-0.1364132629	0.1045836393	0.0169498273	0.0477700049	-0.1417488801	-0.10328290400000001	-0.0392257584	-0.043696085999999995	0.0607996908	-0.005352404200000001	0.0800360858	0.09715047519999999	-0.009645763	0.012945128899999998	0.000895557	-0.038394418	0.0420284423	0.0283319068	0.0359352788	-0.1309675298	0.09351024220000001	0.08951593880000001	-0.039417765099999995	-0.1290352953	-0.1360440426	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.014170600000000004	-3.830000000000326e-05	0.00020080590436000005	1.46689000000025e-09	-0.0168917	-0.011717019999999998	0.00013728855768039994	0.00028532952889	-0.0260656	-0.0005929000000000004	0.0006794155033600001	3.5153041000000045e-07	-0.00122825	5.418999999999997e-05	1.5085980625e-06	2.9365560999999967e-09	6.2625e-05	-0.000249341	3.921890625000001e-09	6.2170934281e-08	-0.000849872	0.00020353800000000007	4.142771744400003e-08	7.222824163840001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
662.6754578488615	0.7653381807555206	0.5857425309221701	439138.7624351982	867.8127952644533	3.5190570849099463	12.383762766854884	753099.0476247037	717.2672022820442	2.1115423659708767	4.458611163289888	514472.2394695109	726.7687662685596	605.3999652778074	1.419917	20.105667	0.26365759999999994	0.145222	0.080933992	-0.0290219813	0.0042301927000000005	-0.0448971402	-0.0509798717	0.07350284259999999	0.15066426289999998	-0.023751991899999998	-0.1001889546	0.1312757042	-0.0373071488	-0.10832539810000001	0.09713796029999999	-0.0592324455	0.006180127	-0.081907348	0.081382468	-0.020819624499999998	-0.0043899112	-0.024122287599999997	0.0630772734	-0.0359380509	0.037397522	-0.076664156	0.139745136	0.1499498111	-0.0912908982	-0.0698082283	-0.0171585604	0.1616600866	0.1457331674	0.0073345662	0.061820172300000004	-0.05619498	0.1752450062	-0.0380324383	-0.06380197280000001	-0.04270303809999999	0.1230152349	-0.0688395279	0.0432176959	-0.0124033952	-0.0705646318	0.14334377210000002	-0.0059823145	0.054860102300000005	-0.0638663591	-0.152885305	0.11586260529999999	0.0462659824	0.0862237205	-0.0522670749	-0.0308744518	-0.1454836126	0.1648682686	-0.0974575444	-0.1264433738	0.0545053912	-0.1555040534	-0.1622896768	-0.1269096136	0.1109022259	0.030916124700000002	-0.07296886450000001	0.07297102650000001	-0.0882560219	-0.0218382142	-0.22180603149999997	-0.16888337350000002	-0.061165083099999996	0.1397384268	-0.1555740057	-0.0394164008	-0.0330990289	-0.0396809248	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.035751	-0.0215804	0.0012781340009999998	0.0004657136641599998	-0.123811	-0.1069193	0.01143173671249	0.015329163720999997	-0.120325	-0.0942594	0.014478105625	0.008884834488360001	-0.0014130999999999998	-0.00018484999999999983	1.9968516099999995e-06	3.416952249999995e-08	-0.000135387	-0.000198012	1.8329639769e-08	3.9208752144000006e-08	-0.00128498	-0.000435108	1.89318971664e-07	1.6511736004e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
663.1867686800548	0.5113108311933274	0.2614387660956114	439816.6901522925	866.4824999418522	-1.330295322601046	1.769685645334221	750791.9227054819	716.8398496837033	-0.4273525983409172	0.1826302433087333	513859.3700945543	725.3935163924597	607.6658908251082	1.050364	14.87288	0.05652415000000001	0.040446	0.0836445291	-0.0237229411	-0.0255843519	-0.006053984	0.0269549392	-0.0195584638	0.0622457537	-0.0103729559	-0.0975980099	0.021214916400000002	-0.056800638099999995	-0.084424968	0.0332751742	0.015619963	-0.048594103300000004	-0.0817280532	0.0171023376	-0.0262115139	0.0055533807999999995	-0.011706093899999999	-0.0828028182	0.018916536499999997	-0.0623386421	-0.0728244391	0.0697012592	0.1381449066	-0.0718485049	0.0505472533	0.0973972099	0.09282908849999999	-0.0634877846	-0.0068733328000000005	0.086002484	-0.0550907137	0.038149800899999996	-0.0636183089	0.136432953	0.0717603148	0.1992841781	0.0909891659	-0.0359671956	-0.048471517400000004	-0.0169320601	-0.09926915289999999	-0.0103416415	-0.000180523	-0.022437282700000002	-0.0914521447	0.0451930399	0.11534447710000001	0.0554189192	0.0447377299	0.0149357899	-0.024614491699999998	0.1024653041	-0.0299314013	-0.0829470468	0.033508263999999996	-0.1225094449	0.0021116094	-0.044904075300000006	0.0806835263	0.1482540261	0.0042805631	0.025464122999999998	-0.0030002968	0.029553844300000007	-0.0163075525	-0.046830539500000004	-0.0301526269	-0.0672567587	-0.0939741195	-0.0478978912	-0.02974496	0.051078667800000005	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.0339365	0.0018144999999999969	0.00115168603225	3.2924102499999883e-06	-0.0849066	0.038904399999999985	0.0015135523393599991	0.007209130723559999	-0.112444	0.007880999999999999	0.012643653136	6.211016099999998e-05	-0.00147779	-6.469000000000028e-05	2.1838632841000005e-06	4.184796100000036e-09	-0.000169452	-3.4065000000000014e-05	2.8713980304e-08	1.1604242250000005e-09	-0.00134471	-5.9730000000000026e-05	3.567672900000003e-09	1.8082449841e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
