global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
736.0036176853578	n/a	n/a	541701.3252459343	1095.3542714266775	n/a	1199800.9799326677	n/a	785.0994098708377	n/a	616381.0833795376	n/a	806.1561710639149	688.6350483552599	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.1747000000000004e-10	n/a	n/a	1.0078720090000004e-19	0.0	n/a	n/a	0.0	1.94461e-10	n/a	3.7815080520999986e-20	n/a	0.0	n/a	n/a	0.0	-5.23089e-05	n/a	n/a	2.73622101921e-09	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727.439638682867	-8.563979002490782	73.34173635510301	529168.42792706	1056.4001874269154	-38.95408399976213	1115981.355995622	1517.4206602605245	786.2062462892004	1.1068364183627182	618120.2617041549	1.2250868570140099	803.5562730998782	641.9025548308907	1.429756	37.208595	0.11120933512300896	0.0524798	-0.1027658727	-0.06481538839999999	0.1140773177	-0.0331901244	0.0502971055	-0.020199432399999998	-0.0015113137	-0.16642059539999998	0.0222352021	-0.006223203399999999	0.1002014629	-0.0240026588	-0.049588306	-0.0724767241	0.021742797	-0.0814547688	0.0364963839	-0.0399982853	-0.0019144502	0.0046465638	-0.0079471416	0.19157982420000005	-0.0450734604	0.005292529200000001	-0.0385146992	0.0559467159	-0.1309465602	0.08534858050000001	-0.0460463792	0.0736654462	-0.027960024700000002	0.0071627061	-0.0852396295	0.0042729225	-0.1128590547	0.1697812224	-0.051991812699999994	0.0317657136	-0.0392141152	0.1565941734	-0.0051362796	0.032166395099999995	-0.10169155380000001	-0.0330461253	-0.0699083479	0.0450034084	-0.0453824338	0.044859715099999996	-0.0447951154	0.0464605737	-0.0342776116	0.06916475379999999	-0.044585815	-0.103293275	0.0997680269	-0.022491333500000002	0.033985833199999996	-0.0441823379	0.0655776374	-0.14484059189999998	0.0412851331	-0.0407339804	0.1300460817	-0.0286532236	0.1108574012	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.0177923	-0.017792300317470002	0.00031656595058704315	0.00031656593929000004	-0.0192865	-0.0192865	0.00037196908225	0.00037196908225	0.0355541	0.035554099805538995	0.00126409402681	0.001264094012982228	0.0006692310000000001	0.0006692310000000001	4.4787013136100004e-07	4.4787013136100004e-07	-5.419800000000001e-24	5.23089e-05	2.73622101921e-09	2.937423204000001e-47	-4.99888e-05	-4.99888e-05	2.49888012544e-09	2.49888012544e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
726.6132797052977	-0.8263589775692708	0.6828691598093306	527966.8582440892	1041.9900379877013	-14.410149439214136	1085743.2392656112	207.65240686048352	784.8320253181306	-1.3742209710698037	615961.3079649588	1.8884832773280336	802.8551246736937	661.2510709465171	1.291935	33.621876	0.19023951	0.132971	0.0897101493	0.0317597934	-0.07967041	0.0297109052	0.015899261100000003	-0.1124924457	-0.0172440905	-0.0081684798	0.0261618856	0.0517583438	-0.1097049428	0.1368482756	0.029556671800000007	-0.0045644465	-0.0364582956	0.0856003908	0.048893749400000006	-0.0304170396	-0.0591145851	-0.024307564900000002	-0.017461856799999998	0.12459461890000001	0.0163051273	-0.057100950899999996	-0.0130405929	-0.0675452796	-0.029651530899999997	-0.1309668592	0.062429918	-0.039578517599999995	0.039940546800000004	-0.017630336599999998	-0.0062448452	-0.003565889	0.041402887799999996	0.0626785462	0.0192774551	-0.0730293992	0.06857780599999999	0.1663123602	0.176852559	-0.09139124800000001	-0.038291787	0.01664855	0.028108171600000002	-0.0341708562	0.1437358682	0.010967304099999999	0.0015815501000000002	0.0038119788	-0.10588966890000001	-0.0073542580000000015	-0.1120584208	-0.047846882300000004	0.027829608399999997	0.0629020448	0.0994617674	0.0010665973	0.0271906457	-0.0476503717	0.025647571600000002	0.022321444500000003	0.0284434233	0.0302112713	-0.052110154000000006	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.00350501	0.01428729	0.0002041266555441	1.22850951001e-05	0.106916	0.12620250000000002	0.01592707100625	0.011431031056000004	0.046598400000000005	0.011044300000000009	0.0021714108825600003	0.00012197656249000017	-7.402169999999997e-05	-0.0007432527	5.5242457605729e-07	5.479212070889995e-09	-0.0	5.419800000000001e-24	2.937423204000001e-47	0.0	-1.91331e-05	3.0855700000000003e-05	3.6607551560999986e-10	9.520742224899995e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
722.4282359523378	-4.1850437529599285	17.514591214188915	521902.5561012066	1044.0517606842452	2.0617226965439386	1090044.0789878722	4.2507004774444095	786.4952670315591	1.663241713428533	618574.8050630435	2.7663729972886832	804.510581660563	629.9508327825507	1.079107	28.083157	0.16084359000000004	0.08564379999999999	-0.0726320937	-0.0407830892	-0.0076875301	0.11543194609999999	0.040415948199999996	-0.10280465720000001	-0.0740163565	0.0209874177	0.0806412337	0.0619354099	-0.0326427793	0.0825974385	-0.0870117028	0.0813279163	0.0456660063	-0.040664489500000005	0.10790131619999999	-0.0517645322	0.0020072635	-0.0436842437	0.0473581581	-0.0045180849	0.08414914970000001	0.020476023500000003	-0.0942150128	-0.1582175454	-0.028963100800000002	0.0176042478	-0.0199614448	0.0417399591	-0.112592477	-0.0932220839	0.047756118	0.2204034473	0.0271415036	-0.12936219699999998	-0.0807875066	0.1123309148	0.0555090192	0.0751779859	0.0576307856	-0.005428420400000001	0.0599412734	-0.091213869	0.0989219324	0.078220499	0.0393561059	0.076826472	-0.0622447963	0.0114159132	-0.0448092814	-0.1050105556	-0.050072959400000006	-0.06944348410000001	-0.0034483478000000003	0.08003454389999999	0.1342015861	0.0574830725	-0.0104822237	0.0234682098	0.05231394809999999	0.09359258279999999	0.052502880300000006	0.0731636978	-0.0015804332	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.00638958	0.00989459	9.79029112681e-05	4.08267325764e-05	0.0612219	-0.045694100000000015	0.0020879507748100008	0.00374812103961	0.116925	0.07032659999999999	0.013671455625	0.0049458306675599995	0.000484034	0.0005580556999999999	3.114261643024899e-07	2.34288913156e-07	-8.948719999999999e-05	-8.948719999999999e-05	8.007958963839998e-09	8.007958963839998e-09	-7.01562e-05	-5.10231e-05	4.92189239844e-09	2.6033567336099995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
724.5384403783384	2.110204426000564	4.45296271951237	524955.951585875	1030.3720003200265	-13.679760364218733	1061666.4590434926	187.13584362244995	784.4375146958793	-2.0577523356798797	615342.2144622478	4.234344674995999	801.2200499085159	649.4075877466851	1.239272	32.251347	0.24728839	0.182984	0.0103876827	0.0439824021	0.0572482949	0.0008010464	-0.0378071184	0.0658256321	0.10186995730000001	0.0259908587	-0.0823219917	0.0105182386	-0.0040259402000000005	0.0223241384	0.054416105199999995	-0.0732417424	-0.0592442046	0.079605967	0.040564704	-0.06332438530000001	-0.0028998487	-0.0789165795	0.06026965	-0.0073635922	0.0525573067	0.0807162493	0.11211285160000001	0.08883056939999999	0.027949810699999997	0.0188926648	0.022839577599999997	0.014431521499999999	-0.0808222259	0.0011579108000000001	-0.1897027178	-0.0749097158	0.036047938700000004	0.0879043042	-0.09536068619999999	-0.0691867133	0.0832854945	-0.0140792241	-0.039858693	0.0086076385	-0.0307862992	0.0742344335	-0.0659542341	-0.0420534891	0.04326751	-0.018926425	-0.0665017829	0.0738487169	0.0413548865	-0.0314682888	0.1411199601	-0.0578806309	-0.0664992586	-0.0876080318	0.1187458642	-0.032050874900000005	-0.0130806324	-0.0203300174	0.0720334457	-0.13908355039999998	-0.0818232562	-0.0648694455	0.0033794188	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.00680115	0.00041157	1.693898649e-07	4.62556413225e-05	0.0272374	-0.0339845	0.00115494624025	0.0007418759587600001	-0.06279080000000001	-0.17971579999999998	0.003942684564640001	0.03229776876964	0.000305426	-0.00017860800000000002	3.190081766400001e-08	9.328504147599998e-08	1.7633400000000005e-23	8.948719999999999e-05	8.007958963839998e-09	3.1093679556000003e-46	0.00032527900000000004	0.0003954352	1.0580642784100002e-07	1.5636899739904006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727.4120784643532	2.8736380860148074	8.257795849394848	529128.3318958302	1047.769881500361	17.39788118033448	1097821.7245792805	302.6862695650367	788.9688432509378	4.531328555058508	622471.8356207228	20.532938473888628	806.1450740765497	640.978946741209	0.996734	25.939434	0.1822023937	0.0910373	-0.006453636800000001	-0.0245161531	0.1109610444	0.012333966699999999	-0.0435592993	-0.0256563829	-0.0313315708	-0.10076400349999999	-0.020686111899999998	-0.058304942400000004	0.0142669136	-0.0768625487	-0.1661894947	-0.0692195497	0.044105220300000005	-0.08387405440000001	-0.0021205141	0.0705341553	0.10285392	-0.0631773908	-0.007382369499999999	0.07599895450000001	-0.13163783710000002	0.0532901379	0.0548866971	-0.2221853938	0.1011005407	0.0219250483	0.0006818089999999999	-0.055219126699999996	0.0797682397	0.0005773381	0.0431116454	0.0176760182	0.0907465178	-0.220703624	0.017889962	-0.0882452428	0.0833652948	-0.031635586800000004	0.0236811576	-0.0328624453	-0.0141134729	-0.11880377619999999	-0.1124864476	0.10249116220000001	-0.0588608614	-0.006387069499999999	-0.050747258499999996	-0.07762824559999999	-0.029260878100000002	0.058073866399999986	-0.13428406939999998	0.029815509100000002	-0.0486376251	-0.1726073435	0.0924464113	0.0418013733	0.0658592042	-0.0015269489999999999	0.0590739242	0.1213641576	-0.07891654	0.1077542474	-0.0057530126	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.015792	-0.02259315	0.0005104504269224999	0.00024938726400000003	2.42363e-05	-0.0272131637	0.0007405562785629977	5.8739823769e-10	0.0139485	0.07673930000000001	0.00019456065225000006	0.00588892016449	0.00117674	0.000871314	7.59188086596e-07	1.3847170275999997e-06	-0.0	-1.7633400000000005e-23	3.1093679556000003e-46	0.0	8.34574e-05	-0.00024182160000000004	6.96513761476e-09	5.8477686226560033e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727.3494859280205	-0.06259253633265871	0.003917825604555201	529037.2746797557	1047.9523110948503	0.18242959448934928	1098204.046329038	0.033280556945548406	786.577452259414	-2.3913909915237355	618704.0884029107	5.718750874340874	802.8148778740366	673.7094977889452	1.073855	27.94647	0.16030082869999998	0.0935427	0.0844453852	-0.0766193005	0.0200706288	-0.0639520524	0.0990943161	0.0026929631	-0.0580499409	-0.0815776596	0.0454729974	0.1139560523	-0.0693093612	-0.05330716889999999	-0.0496270489	-0.0308403775	0.0080943626	0.1114060883	-0.024047839900000003	0.0238539506	0.12017673279999999	0.0808313697	0.0287032004	-0.048318614	0.0583807975	-0.0226554525	-0.0952285446	-0.0577670866	-0.0037564625	-0.0256835403	0.11041550539999999	-0.057729068	-0.10353715640000001	-0.13478495570000001	0.0414031258	0.0178940057	-0.017608545	-0.0087222051	-0.0134366851	0.0446218122	-0.0667014735	-0.0422301832	-0.0184661058	0.0510684546	-0.0651771309	-0.0420427017	0.0160147177	0.01659021	0.1273508475	-0.015586716499999997	0.0931462607	-0.1331210947	0.035604773799999996	0.0078069075	0.058989890499999996	-0.019845623899999998	0.054672484800000004	0.0506760926	-0.043092541	0.0750960407	0.0513133432	0.0033040142999999998	-0.0266724078	0.1406561741	0.0063031584	-0.0019043458999999999	0.016456148	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.0261113	-0.0103193	0.00010648795248999998	0.0006817999876900001	0.07891310000000001	0.07888886370000002	0.006223452815877181	0.006227277351610002	-0.0347547	-0.048703199999999995	0.00120788917209	0.0023720016902399996	0.0007837289999999999	-0.000393011	1.54457646121e-07	6.142311454409999e-07	-0.0	0.0	0.0	0.0	2.86791e-05	-5.47783e-05	8.224907768099999e-10	3.000662150890001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
720.8902733452002	-6.459212582820327	41.72142719006445	519682.7862037174	1042.7593274909334	-5.1929836039169	1087347.0150693436	26.96707871054976	783.787460221725	-2.789992037688989	614322.7828008222	7.784055570367959	801.5111921513746	658.9088183659062	1.050243	27.331993	0.2128362065	0.141972	0.049193164000000004	-0.0592470786	-0.0835026626	0.0411723038	0.0910314193	0.11873744189999999	-0.105884412	0.1030068658	0.0162207708	-0.0149498498	0.0895786767	0.0755393293	0.0203337905	0.11947020550000001	-0.0849198797	-0.0489256048	-0.0597590725	-0.0516178611	-0.1397641963	-0.029222633900000006	-0.0264617453	0.020016905	-0.0760707362	0.0296849854	0.1111087149	-0.0321450973	-0.10209093050000001	0.023855627200000003	0.055667248899999994	-0.0830821292	0.045915446900000004	-0.0658540247	-0.032928176	0.058875011399999996	-0.1082218298	-0.0760126173	0.0799053758	0.002161171	0.0035969948	0.0036560575	-0.1293922674	0.039350251	0.0659642221	-0.0389861674	0.0914404576	-0.10538695460000001	-0.048620582999999995	-0.0424341508	0.0399419548	0.1770907218	0.0004670712	0.054766173700000004	-0.0486519093	0.0280049756	0.0681490977	-0.0326062372	-0.060101150199999995	-0.0360088084	-0.0803252792	0.1303031392	0.0221061888	0.0146138118	0.0678749904	-0.0183882351	-0.1043896931	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.0452127	-0.019101399999999998	0.0003648634819599998	0.0020441882412899994	0.114922	0.03600889999999998	0.0012966408792099988	0.013207066084	0.0943341	0.1290888	0.008898922422809999	0.01666391828544	0.000243018	-0.0005407109999999999	2.9236838552099994e-07	5.9057748323999986e-08	-0.0	0.0	0.0	0.0	-3.35203e-06	-3.203113e-05	1.12361051209e-11	1.0259932890769002e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
716.8413190542587	-4.048954290941424	16.39403085013297	513861.4767034496	1028.4754926606488	-14.283834830284604	1057761.8390035643	204.0279374588516	783.9042525887489	0.11679236702389062	614505.8772267251	0.013640456995043172	800.2377885866542	611.6228175435676	1.239264	32.25116	0.1445302865	0.093367	-0.1542001593	0.0118738153	0.0356575726	-0.0196946936	0.0500676934	0.046683952800000005	-0.026121411400000003	0.1129662671	-0.0993114376	-0.0989269791	0.0608180676	-0.0672383319	0.014279769199999999	0.0324145755	-0.0242393758	-0.1589805433	-0.0710316743	0.12965369599999998	0.0392996756	0.0276671859	0.12516790460000002	-0.0155195247	-0.07351538440000001	0.0773222167	-0.06621904599999999	-0.0389071078	0.031594982599999995	-0.02998334	-0.042705177999999996	-0.0116623689	0.0578154012	-0.1188965254	0.0356386481	0.0501090196	0.0325952685	0.1022715814	0.017355950800000002	-0.061881954	-0.11276222539999999	0.000137786	0.0342718532	0.0200082391	-0.019002847399999998	-0.0308717129	-0.0015812379999999998	-0.0698085292	-0.1558137533	0.0181558677	-0.027441441	-0.102083517	0.0203139319	-0.1209360949	-0.0289274678	0.029522463	0.0367467155	0.011877943	0.0077084499	-0.0292549442	0.0269079683	0.0482149914	-0.0408624756	0.1067418275	0.0299438463	-0.02612449	-0.0930189621	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.0410394	0.004173299999999991	1.7416432889999922e-05	0.0016842323523600007	0.0380708	-0.0768512	0.005906106941439999	0.00144938581264	0.103104	0.008769899999999997	0.010630434816000001	7.691114600999994e-05	0.00131314	0.001070122	1.145161094884e-06	1.7243366596e-06	-2.36133e-05	-2.36133e-05	5.5758793689e-10	5.5758793689e-10	-2.3696e-06	9.824299999999999e-07	5.615004160000001e-12	9.651687049e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
720.8513908260304	4.0100717717716625	16.08067561475993	519626.7276558224	1035.681461642974	7.205968982325202	1072636.0899909271	51.92598897423292	783.6010768267925	-0.30317576195648144	614030.6476041087	0.0919155426378931	799.2705389328322	641.5283281986159	1.02005	26.546217	0.209577731	0.0995353	-0.0571909533	0.025145912000000003	-0.0764010116	-0.0231243764	-0.047867240400000004	-0.08857365099999999	0.1019465392	0.023797555499999998	0.0634554032	-0.008314415799999999	-0.0340869374	0.0700885579	0.1140450178	-0.07485266900000001	0.10184413980000001	0.0574362673	0.0726771639	-0.0652531368	-0.017494397	0.0193472472	0.049194343	-0.023830716800000002	-0.0121572372	0.1211568217	-0.0222702494	0.043985123	0.0728157581	-0.1154414558	0.058483778300000004	-0.0042869513	0.1361519948	0.0060622278	-0.015155935300000001	0.0226213569	-0.0183116025	-0.07539450610000001	0.0520504165	-0.0115391633	-0.11811577849999999	0.14495078460000002	0.051103	-0.0300449414	-0.0005098736	0.12191476039999999	0.0075685985	0.0190184619	0.0657264532	0.0539449742	-0.049636295700000006	-0.0515381926	0.0377838284	-0.07877218799999999	-0.0461042429	-0.0225086451	0.0169210141	-0.0536450404	-0.0352448727	-0.049206432300000005	-0.057634034699999996	-0.005611710600000001	-0.055309889	0.0087999513	-0.09336840980000001	0.10092450439999999	-0.0734936721	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.0236687	0.017370700000000003	0.00030174121849000014	0.0005602073596900001	0.103635	0.06556419999999999	0.004298664321639997	0.010740213224999998	0.0545126	-0.048591400000000014	0.0029716235587599997	0.002361124153960001	0.000207597	-0.001105543	1.222225324849e-06	4.309651440900001e-08	-7.07828e-06	1.6535019999999998e-05	2.7340688640039994e-10	5.01020477584e-11	0.000436581	0.0004389506	1.90602969561e-07	1.9267762924035995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
